gene	chr	start	end	mod_difference	dmr_qvalue	direction	n_atac_up	n_atac_down	net_atac
Gbp6	chr5	105270701	105293697	0.0702310559212285	0.0108898689483784	Hypermethylated	0	1	-1
Rbm6	chr9	107773558	107873236	0.0205897062344043	0.0109071719858582	Hypermethylated	0	0	0
Anapc11	chr11	120598420	120608197	0.0691879593346808	0.0109071719858582	Hypermethylated	0	0	0
Acot4	chr12	84038378	84048600	0.0793846685370675	0.0109071719858582	Hypermethylated	0	0	0
Vamp4	chr1	162570514	162599083	0.035294989912693	0.0109080461558196	Hypermethylated	0	0	0
Trim75	chr8	64980883	64987830	-0.0944370004590154	0.0109083952543494	Hypomethylated	0	0	0
Ube2r2	chr4	41135742	41193379	0.0464345898217094	0.0109293332005639	Hypermethylated	0	0	0
Cd300lb	chr11	114922780	114934385	0.135778289177251	0.0109293332005639	Hypermethylated	0	0	0
Klhl28	chr12	64938832	64965533	0.029984635921258	0.0109600621985792	Hypermethylated	0	0	0
Ttc9c	chr19	8809074	8819332	0.0430695477673229	0.0110163580467167	Hypermethylated	0	0	0
Dync1i2	chr2	71211705	71263302	0.0311550440399369	0.0110467262077786	Hypermethylated	1	1	0
Arpc3	chr5	122391877	122414183	0.0499666248876677	0.0110467262077786	Hypermethylated	0	0	0
Sco1	chr11	67052669	67067069	0.0498001348097679	0.0110909523213685	Hypermethylated	0	0	0
Cox10	chr11	63962626	64079467	0.0190634867735029	0.0111131398599263	Hypermethylated	0	0	0
Zfp788	chr7	41633202	41651529	0.0442050534956755	0.0111147752425637	Hypermethylated	0	0	0
Aoah	chr13	20794112	21036616	0.0146431290646583	0.0111335094014413	Hypermethylated	0	9	-9
Olfr1447	chr19	12899433	12903742	-0.130816993464052	0.0111531952819778	Hypomethylated	0	0	0
Cdkn2c	chr4	109660875	109667188	-0.0771025132962876	0.0111562298403013	Hypomethylated	0	0	0
Actr8	chr14	29978336	30006353	0.0278044995741858	0.0111621338076749	Hypermethylated	0	0	0
Gipc2	chr3	152093532	152166229	0.0265091032919239	0.0111666576004069	Hypermethylated	1	2	-1
Rwdd3	chr3	121155397	121171694	0.0548561926466289	0.011224683336293	Hypermethylated	1	0	1
Cacna1g	chr11	94408390	94474197	-0.0573429320568036	0.0112297341341672	Hypomethylated	2	1	1
Olfr1305	chr2	111867656	111877148	-0.0679259650267104	0.0112334249823525	Hypomethylated	0	0	0
Ldb3	chr14	34526602	34588681	-0.0356068406338116	0.0112722964380741	Hypomethylated	0	0	0
Gas2l3	chr10	89408822	89443966	-0.0244544537786738	0.0112739954172187	Hypomethylated	1	0	1
Ttyh1	chr7	4119407	4136707	0.0781966091266992	0.0113542435503005	Hypermethylated	0	0	0
N6amt1	chr16	87354184	87368741	0.0501652431569166	0.0113542435503005	Hypermethylated	0	2	-2
4931428F04Rik	chr8	105280408	105289863	0.0709288115193438	0.0113966116885587	Hypermethylated	0	0	0
Oser1	chr2	163405821	163424696	0.06881193492219	0.0113995083011288	Hypermethylated	0	0	0
Abcc1	chr16	14361557	14475736	0.0246209738676515	0.0114067347611278	Hypermethylated	0	0	0
Limk2	chr11	3344255	3409188	0.0342348870801195	0.0114627846163567	Hypermethylated	0	1	-1
Dcp2	chr18	44380501	44424968	0.0277936999825377	0.0114627846163567	Hypermethylated	2	0	2
Zfp672	chr11	58315113	58330338	0.0719052095846227	0.0116269473242267	Hypermethylated	0	0	0
Adarb2	chr13	8202865	8768746	-0.00814845551437959	0.0116482242870177	Hypomethylated	1	0	1
Mylip	chr13	45389741	45412021	0.0365040196844042	0.0116625416773204	Hypermethylated	1	0	1
Snhg4	chr18	35553403	35587707	0.0394270400536958	0.0116897931364467	Hypermethylated	0	0	0
Chml	chr1	175682236	175692900	-0.0454822199822142	0.011717153407766	Hypomethylated	0	0	0
Egr1	chr18	34859822	34864983	0.193190125373111	0.011743265510179	Hypermethylated	0	3	-3
Mmp16	chr4	17852892	18119144	-0.0157299289947581	0.0117521682872363	Hypomethylated	3	0	3
Ddah1	chr3	145758674	145894276	-0.0139493105815662	0.0117536207692243	Hypomethylated	0	0	0
Zfp691	chr4	119169512	119174194	0.0965841656058586	0.0118032085123615	Hypermethylated	0	0	0
Adora1	chr1	134199222	134235430	0.0723558862532083	0.0118591484760134	Hypermethylated	0	0	0
Ergic2	chr6	148179078	148212373	0.0318729430873866	0.0118921325616671	Hypermethylated	0	0	0
Elp5	chr11	69968221	69982516	0.0462610180453689	0.0118970313699017	Hypermethylated	0	0	0
Nbr1	chr11	101552148	101581950	0.0364234654371384	0.0119232914957805	Hypermethylated	0	0	0
Gm27027	chr2	93956816	93996353	0.0495160551702718	0.0119649910275047	Hypermethylated	0	0	0
Lgalsl	chr11	20823575	20831055	0.070543644542738	0.0119844072219494	Hypermethylated	0	0	0
Grm4	chr17	27422386	27521402	0.0625633908187369	0.0119852404999957	Hypermethylated	1	0	1
Cfap97	chr8	46151770	46195589	0.0222451786420108	0.012037105823146	Hypermethylated	0	0	0
Golga1	chr2	39016154	39065540	0.0302772180368003	0.0120391988358576	Hypermethylated	0	0	0
Lman1	chr18	65980737	66022579	0.0230712218015412	0.012078878728084	Hypermethylated	1	0	1
C1d	chr11	17257578	17269175	0.0495199982699662	0.0121364728217955	Hypermethylated	0	0	0
Stard7	chr2	127270217	127298931	0.0492881273666491	0.0121787390172069	Hypermethylated	0	0	0
Jam3	chr9	27097383	27155420	0.0266573585393879	0.0122786734844789	Hypermethylated	0	1	-1
Ttc9	chr12	81631248	81667556	0.0386488274731249	0.0123406369288789	Hypermethylated	0	0	0
Cux2	chr5	121856365	122050101	-0.0215678485947484	0.0123539762962348	Hypomethylated	0	0	0
Zdhhc16	chr19	41933479	41944103	0.0575917843194611	0.0123907638344259	Hypermethylated	0	0	0
Paxbp1	chr16	91014036	91044542	0.0308997305694957	0.012395280512074	Hypermethylated	0	0	0
Hnrnpul1	chr7	25721164	25754756	0.0294653831997509	0.012404185094436	Hypermethylated	0	0	0
Agfg1	chr1	82839482	82901181	0.0299116004675782	0.0124113709168832	Hypermethylated	0	0	0
Tardbp	chr4	148612381	148627018	0.0508010077764705	0.0124113709168832	Hypermethylated	0	0	0
Rnf115	chr3	96727663	96791637	0.038607472393629	0.0124539060201517	Hypermethylated	0	0	0
Srsf10	chr4	135855746	135869907	0.0484295108615143	0.0124658804363062	Hypermethylated	0	0	0
Pfdn1	chr18	36403675	36454523	0.033002902082942	0.0124789851859142	Hypermethylated	0	0	0
Polrmt	chr10	79736122	79746580	0.0677687190616828	0.0124840116149935	Hypermethylated	0	0	0
1700113H08Rik	chr10	87058044	87230588	-0.0130929897196804	0.0125096080927592	Hypomethylated	1	0	1
Grb2	chr11	115644044	115708596	0.0303111628958116	0.0125280483788659	Hypermethylated	0	0	0
Hsf1	chr15	76477421	76501912	0.0577870218362195	0.0125310250294582	Hypermethylated	0	0	0
Mapkapk5	chr5	121525037	121545904	0.0604950004365923	0.0125480183100486	Hypermethylated	0	0	0
Stard3	chr11	98358367	98381111	0.0711481286548769	0.0125480183100486	Hypermethylated	0	0	0
Tbl2	chr5	135149656	135165759	0.0417949340877836	0.0125567970042811	Hypermethylated	0	0	0
Rev1	chr1	38052785	38129800	0.0242265592160368	0.0125575591001522	Hypermethylated	0	0	0
Wwox	chr8	114439654	115352707	0.00624809327590248	0.0125679991941133	Hypermethylated	0	9	-9
Katnal1	chr5	148871583	148929319	0.0228108076646159	0.0126040746229432	Hypermethylated	0	0	0
Polr3f	chr2	144527717	144541994	0.0468251130875844	0.0126562075967929	Hypermethylated	0	0	0
Rbl2	chr8	91070056	91123843	0.0203559824221081	0.0126794248730853	Hypermethylated	0	0	0
Cpsf6	chr10	117344672	117380014	0.0331598942840707	0.0126900560906136	Hypermethylated	0	0	0
Trim16	chr11	62820230	62850807	-0.0371088621839627	0.0126999847081485	Hypomethylated	0	1	-1
Marf1	chr16	14109172	14163350	0.0288963794913293	0.0126999847081485	Hypermethylated	0	0	0
Akirin1	chr4	123734558	123750344	0.0557949784719215	0.0127011374940659	Hypermethylated	0	0	0
Plekhg3	chr12	76530890	76580487	0.0483433873917053	0.01273092111228	Hypermethylated	0	1	-1
Samd8	chr14	21750530	21798725	0.0333166826629797	0.0127775426935061	Hypermethylated	0	0	0
Dglucy	chr12	100779056	100896980	0.0235988185557268	0.012809523395013	Hypermethylated	0	0	0
Ldlrap1	chr4	134741553	134768023	0.0942218091487589	0.0128148257891659	Hypermethylated	0	2	-2
C8a	chr4	104815678	104876397	-0.0240084936457488	0.0128275119086195	Hypomethylated	0	1	-1
Mob1a	chr6	83326015	83343775	0.0411016293771834	0.0128292962147344	Hypermethylated	0	0	0
Galnt4	chr10	99108158	99113246	0.0516965429857518	0.0128564810093286	Hypermethylated	0	0	0
Ercc6	chr14	32513520	32580989	0.0228656870648293	0.0129056193734073	Hypermethylated	0	0	0
Trnt1	chr6	106769119	106782473	0.0522136733347681	0.0129276167815884	Hypermethylated	0	0	0
Atp5o	chr16	91925213	91931686	0.12218150570623	0.0129276167815884	Hypermethylated	0	0	0
Arhgef26	chr3	62338343	62462220	-0.0168563006680682	0.0129409973645401	Hypomethylated	0	0	0
Tmem229b	chr12	78961794	79007626	0.0536959697810391	0.0129784558935457	Hypermethylated	0	0	0
Clvs1	chr4	9269292	9451690	0.0192575499359195	0.0130103746503954	Hypermethylated	4	1	3
Gli2	chr1	118834131	119053618	-0.0209720378388032	0.0130777091777579	Hypomethylated	3	0	3
Gdap1	chr1	17145361	17164270	0.069606038827179	0.0130805173405551	Hypermethylated	0	0	0
Pdp2	chr8	104591450	104599025	0.0612838414835224	0.0130805173405551	Hypermethylated	0	0	0
Radil	chr5	142484838	142551097	0.0391355594318588	0.0130842845002566	Hypermethylated	0	0	0
Ap4b1	chr3	103809519	103822024	0.0546201565130883	0.0131060012069553	Hypermethylated	0	0	0
Slc25a12	chr2	71271062	71367748	0.0246611441129133	0.0131203504809102	Hypermethylated	1	0	1
Cyb5b	chr8	107150639	107187470	0.0335783146101072	0.0131203504809102	Hypermethylated	0	1	-1
Stx16	chr2	174076307	174099770	0.0448114258589394	0.0131322268928475	Hypermethylated	1	0	1
Zdhhc20	chr14	57832702	57890275	0.0280280398334897	0.013155015732294	Hypermethylated	0	0	0
Chuk	chr19	44073334	44107479	0.0317649009054906	0.0132208218338661	Hypermethylated	0	0	0
Gm20696	chr6	99257483	99666796	-0.00979556516641911	0.013229596312285	Hypomethylated	0	0	0
Nr1d1	chr11	98767931	98775332	0.057591012480435	0.0133082711197924	Hypermethylated	0	0	0
Lyrm4	chr13	35978394	36117525	0.0170611009243185	0.0133082711197924	Hypermethylated	1	0	1
Plpp6	chr19	28963952	28966810	0.162563914580044	0.0133082711197924	Hypermethylated	0	0	0
Wdr20rt	chr12	65225516	65233358	0.0434335115335367	0.0133654436431881	Hypermethylated	0	0	0
Agk	chr6	40325171	40396761	0.0212606701916351	0.0134161213367204	Hypermethylated	2	0	2
Usp33	chr3	152346477	152393616	0.025785231575584	0.0134185666105533	Hypermethylated	0	0	0
Trappc6b	chr12	59043091	59061471	0.0506405309072673	0.0134221282748422	Hypermethylated	0	0	0
Nfatc3	chr8	106058839	106130536	0.0317400828159204	0.0135474353381388	Hypermethylated	0	0	0
Cars2	chr8	11513976	11550782	0.0337287014406311	0.0135674958264598	Hypermethylated	0	0	0
Cab39	chr1	85793440	85851575	0.033510584735252	0.0136010373823951	Hypermethylated	0	0	0
Bcas1	chr2	170346990	170427844	-0.0239192535520764	0.0136309964726457	Hypomethylated	0	0	0
Skint11	chr4	114163383	114245027	-0.0325223655735838	0.0136348446968916	Hypomethylated	0	0	0
Anxa6	chr11	54979107	55033444	0.0381789113693618	0.0136348446968916	Hypermethylated	0	1	-1
Dpysl5	chr5	30711563	30799374	-0.0245992038316593	0.0136368423155205	Hypomethylated	0	0	0
Rpain	chr11	70970212	70977832	-0.0537656198914143	0.0136487862421056	Hypomethylated	0	0	0
Ube2w	chr1	16540789	16619488	0.0239627012947289	0.0136640506109166	Hypermethylated	0	0	0
Gadd45a	chr6	67035095	67037456	-0.103814904901861	0.0136640506109166	Hypomethylated	1	0	1
Larp1	chr11	58009063	58062033	0.0424662000918654	0.0136640506109166	Hypermethylated	0	1	-1
Lmx1a	chr1	167689236	167848740	-0.0166757480818804	0.0137228842221996	Hypomethylated	1	0	1
Kdr	chr5	75932826	75978457	-0.0227340453546552	0.0137969921284222	Hypomethylated	1	0	1
Mib2	chr4	155654676	155669197	0.0899407368331363	0.0138146256566052	Hypermethylated	0	0	0
Smad1	chr8	79338394	79399517	-0.028453100650066	0.0138536335718275	Hypomethylated	1	0	1
Ccr9	chr9	123678438	123784329	0.0216900264009541	0.0138536335718275	Hypermethylated	0	0	0
Map3k8	chr18	4331326	4353014	0.046946015226782	0.0138536335718275	Hypermethylated	0	0	0
Dazap1	chr10	80261485	80288407	0.0479709115378322	0.0138875534811113	Hypermethylated	0	0	0
Ssr3	chr3	65379654	65392622	0.0647581791148668	0.0139543474469924	Hypermethylated	0	0	0
Egln1	chr8	124908586	124949323	0.0414706642720674	0.0139654223025159	Hypermethylated	1	0	1
Cklf	chr8	104250860	104264937	0.0406345071950218	0.0139741175248268	Hypermethylated	0	0	0
Sec31a	chr5	100361648	100416233	0.0208692306371746	0.0140240129088118	Hypermethylated	0	0	0
Ehd4	chr2	120089174	120154605	0.0237423296273525	0.0140287144769979	Hypermethylated	0	1	-1
Pms2	chr5	143909963	143933967	0.0327083443166208	0.0140422332391634	Hypermethylated	0	0	0
Ugt1a8	chr1	88087812	88219003	0.0139344052586956	0.0140489977799828	Hypermethylated	0	0	0
Mipep	chr14	60784572	60905477	0.0188608190743377	0.0140489977799828	Hypermethylated	0	1	-1
Tubgcp4	chr2	121170653	121198769	0.0394868252484923	0.0141139601027329	Hypermethylated	0	0	0
Mief1	chr15	80234017	80253370	0.051519735607099	0.0141139601027329	Hypermethylated	0	0	0
Ccdc85c	chr12	108203601	108275424	0.0622570576481771	0.0141142462382176	Hypermethylated	1	1	0
Purb	chr11	6467598	6475916	0.0388629384564465	0.0141494442631273	Hypermethylated	0	1	-1
Ift81	chr5	122550203	122614517	0.0243269400051179	0.0141831361865003	Hypermethylated	0	0	0
Zfp11	chr5	129654592	129670098	0.0333996305022437	0.014189740375005	Hypermethylated	0	0	0
1500011B03Rik	chr5	114808195	114823467	0.0612830009528452	0.014241772331938	Hypermethylated	0	0	0
Trank1	chr9	111311738	111395774	-0.0252199689516087	0.014241772331938	Hypomethylated	3	0	3
Vmn2r107	chr17	20345241	20383112	-0.0389067496668145	0.0143237481137708	Hypomethylated	0	0	0
Ets2	chr16	95702074	95721050	0.0508648800203289	0.0143871213097175	Hypermethylated	1	1	0
Myo1e	chr9	70207349	70399765	-0.0124613947043605	0.0143942412587783	Hypomethylated	0	2	-2
Eif4b	chr15	102073772	102097172	0.0418826274564542	0.0143942412587783	Hypermethylated	0	0	0
Pak3	chrX	143518590	143797795	-0.0166830966428742	0.0144266928557435	Hypomethylated	1	0	1
Zmynd19	chr2	24949791	24962074	0.0461737568600695	0.0144267799167828	Hypermethylated	0	0	0
Fdxr	chr11	115268023	115277049	0.099708116821869	0.0144267799167828	Hypermethylated	0	0	0
Uqcrc2	chr7	120635175	120659523	0.0420111189757072	0.0144630521773468	Hypermethylated	0	0	0
Psmd4	chr3	95032693	95042613	0.0661688244420079	0.014464088564687	Hypermethylated	0	0	0
Tmod2	chr9	75565620	75611324	0.0344181805838932	0.0145239865186356	Hypermethylated	0	0	0
Fbxo11	chr17	87990858	88065290	0.0268683863256345	0.0145544282583274	Hypermethylated	0	0	0
Cc2d2b	chr19	40748752	40827742	-0.0164923607800431	0.0145633761434057	Hypomethylated	0	0	0
Fbxo38	chr18	62504154	62548694	0.0224552437173364	0.014565505576155	Hypermethylated	0	0	0
Mamld1	chrX	71050239	71156055	0.0546760655019582	0.014565505576155	Hypermethylated	0	0	0
Gar1	chr3	129824911	129831395	0.0775701258576835	0.0145930936842141	Hypermethylated	0	0	0
Xrcc6	chr15	81987834	82040084	0.0295673371463084	0.0145930936842141	Hypermethylated	0	0	0
Cdc123	chr2	5794293	5845163	0.0226446626989937	0.0146257209241791	Hypermethylated	0	0	0
Uhrf1bp1	chr17	27856440	27900040	0.0329620185594098	0.0146257209241791	Hypermethylated	0	0	0
Dhx36	chr3	62468012	62507003	0.0270007475879208	0.0146710273275534	Hypermethylated	0	0	0
Frmpd1	chr4	45184874	45285935	-0.0197877404687886	0.0146870398714319	Hypomethylated	1	0	1
Mettl25	chr10	105763188	105841379	0.0157302676160327	0.014696430381965	Hypermethylated	0	0	0
Ikzf2	chr1	69531213	69687244	0.0112059809687692	0.0147403961715285	Hypermethylated	0	0	0
Dhdds	chr4	133969027	134000917	0.0274165146128358	0.0147403961715285	Hypermethylated	0	0	0
Actr3	chr1	125392904	125435726	0.0359117815752974	0.0147585036716473	Hypermethylated	1	1	0
Wtap	chr17	12966795	12994168	0.0397506672762989	0.0148163401549574	Hypermethylated	0	0	0
Pi4ka	chr16	17280350	17406313	0.0240688273890722	0.0148752614525065	Hypermethylated	0	0	0
Sart3	chr5	113742445	113772509	0.0389763450232895	0.0149038066231056	Hypermethylated	0	0	0
Psmc5	chr11	106256153	106263119	0.085504612257661	0.0149287800364429	Hypermethylated	0	0	0
Zfp169	chr13	48487646	48513450	0.0318377610464399	0.0149376584299208	Hypermethylated	1	0	1
Adam11	chr11	102761438	102780261	0.195957243239852	0.0149478804010368	Hypermethylated	1	2	-1
Ccdc43	chr11	102684685	102697781	0.0531730360652329	0.0149775290315091	Hypermethylated	0	0	0
Lsm11	chr11	45928268	45944934	0.0410525133196239	0.0150532714147609	Hypermethylated	0	0	0
Amhr2	chr15	102445366	102454632	-0.0551945812076379	0.0150532714147609	Hypomethylated	0	0	0
Pgr	chr9	8899832	8968610	-0.0250790533922531	0.0150675978937462	Hypomethylated	1	0	1
Serbp1	chr6	67238175	67297735	0.0279959498966575	0.0150812549165316	Hypermethylated	0	1	-1
Oxsm	chr14	16238651	16249807	0.0728300536812541	0.0150830478879437	Hypermethylated	0	0	0
Map3k9	chr12	81721009	81781174	0.0317695655015571	0.015102633377174	Hypermethylated	0	0	0
Clpx	chr9	65294259	65330657	0.03044017668891	0.0151223266264881	Hypermethylated	0	0	0
Txn2	chr15	77915046	77929005	0.0632666686010024	0.0151380195567654	Hypermethylated	0	1	-1
Dock8	chr19	24999533	25202431	-0.0115204681844406	0.0151547173325781	Hypomethylated	1	0	1
Paqr7	chr4	134496696	134510234	0.0884423498383758	0.0153067892360068	Hypermethylated	0	0	0
Cox6a1	chr5	115345641	115348980	0.112747526951983	0.015313896861015	Hypermethylated	0	0	0
Scg5	chr2	113776361	113829120	0.0294722135763598	0.0154446945618928	Hypermethylated	0	0	0
A830031A19Rik	chr11	24048954	24075053	-0.0371895617287612	0.0154446945618928	Hypomethylated	0	0	0
Ppp6r3	chr19	3454927	3575748	0.022708216373222	0.0154446945618928	Hypermethylated	2	0	2
Mettl8	chr2	70964560	71055582	0.0185963538606084	0.0154452164642057	Hypermethylated	0	0	0
Slc2a12	chr10	22645010	22704284	0.0228268298460131	0.0154971372495628	Hypermethylated	0	0	0
Rap1a	chr3	105727266	105801335	0.0278962397529869	0.015501505351139	Hypermethylated	0	0	0
Rala	chr13	17880570	17944238	0.0270091337650191	0.0155154091434158	Hypermethylated	0	0	0
Naa30	chr14	49172225	49191030	0.0525602218311547	0.0155925183639114	Hypermethylated	0	0	0
Galnt12	chr4	47091908	47123069	-0.037878180979186	0.0156246639256587	Hypomethylated	1	0	1
Ddn	chr15	98803776	98809489	-0.241840712893345	0.0156261294000074	Hypomethylated	1	0	1
Zscan20	chr4	128583538	128610097	0.0355997701839423	0.0157352190279459	Hypermethylated	2	0	2
Ccp110	chr7	118712551	118737023	0.028199864600201	0.0157728238397055	Hypermethylated	0	0	0
Zdhhc9	chrX	48171968	48208877	0.0732270138051844	0.0157728238397055	Hypermethylated	0	0	0
Nkapd1	chr9	50605239	50617463	0.0605578515289706	0.0157983363513911	Hypermethylated	0	0	0
Pibf1	chr14	99099423	99254492	0.0126990131697113	0.0157989392871913	Hypermethylated	0	0	0
Ino80e	chr7	126850959	126862376	0.0573876769012386	0.0158021804358611	Hypermethylated	0	0	0
Gabrg3	chr7	56716464	57387187	-0.00794184627395189	0.0158085612413025	Hypomethylated	0	0	0
Ccdc71l	chr12	32378703	32382942	-0.0981674208144797	0.0158126548276973	Hypomethylated	0	0	0
Nup98	chr7	102119397	102210175	0.0220091737665751	0.0158411993645155	Hypermethylated	0	0	0
Fxyd7	chr7	31042512	31051466	-0.120376251275704	0.0158454282506921	Hypomethylated	1	0	1
Ppip5k2	chr1	97706047	97770410	0.0168672865057821	0.0158607294598641	Hypermethylated	1	0	1
Thap1	chr8	26158140	26164150	0.0446121949488874	0.015905835874134	Hypermethylated	0	4	-4
Lnx1	chr5	74592446	74702911	0.0169538966604719	0.0159159267127012	Hypermethylated	0	1	-1
Agrp	chr8	105566697	105637392	0.0345154520884592	0.0159302153708535	Hypermethylated	0	0	0
Tmtc1	chr6	148232429	148444388	-0.0145363099187444	0.0159533937540372	Hypomethylated	2	0	2
Bmpr1a	chr14	34410733	34503340	0.0226901641456754	0.015957313617445	Hypermethylated	0	0	0
Srpr	chr9	35200174	35247972	0.0309913521171239	0.0160281640803312	Hypermethylated	0	0	0
Zfp57	chr17	37001162	37010634	-0.0577447145162164	0.0160376776135008	Hypomethylated	0	0	0
Jade1	chr3	41555730	41616863	0.0268815203825317	0.0160459122581912	Hypermethylated	1	0	1
Pdp1	chr4	11958183	11966451	0.0697866186205162	0.0160623380146117	Hypermethylated	2	0	2
Bcl9	chr3	97203661	97297916	0.0225282499818935	0.0160629855753358	Hypermethylated	0	0	0
Adam9	chr8	24949610	25016926	0.0225342470867786	0.0160722214737752	Hypermethylated	0	0	0
Ssbp3	chr4	106910700	107049693	0.0307976944783868	0.0160726168896517	Hypermethylated	0	1	-1
Mpped2	chr2	106693268	106868355	0.0143330534734593	0.0161038640727648	Hypermethylated	0	0	0
Kcmf1	chr6	72841113	72899978	0.0319007397009088	0.016146046011311	Hypermethylated	0	0	0
Utp20	chr10	88746606	88826803	0.013290228040293	0.016146046011311	Hypermethylated	0	0	0
Hacd3	chr9	64986982	65021692	0.0439370818112174	0.016167785749085	Hypermethylated	0	0	0
Lypla1	chr1	4807787	4848409	0.0297766612694933	0.016188160183274	Hypermethylated	0	0	0
Thap12	chr7	98703102	98718061	0.0497422525359925	0.016188160183274	Hypermethylated	0	0	0
Homez	chr14	54852735	54870960	0.0391879451914529	0.016188160183274	Hypermethylated	0	0	0
Cdadc1	chr14	59559387	59597958	0.0266154611419823	0.016188160183274	Hypermethylated	0	0	0
Dse	chr10	34151392	34207714	-0.0208184176905511	0.0161886592375432	Hypomethylated	1	0	1
Zbtb41	chr1	139422287	139453004	0.0281223677306199	0.0162513079759037	Hypermethylated	0	0	0
Rnf165	chr18	77456109	77565160	-0.0223034016547854	0.0162561509854648	Hypomethylated	0	0	0
Nqo1	chr8	107388224	107403205	0.0747862769414495	0.0163649497352781	Hypermethylated	0	1	-1
Kif9	chr9	110476957	110525178	-0.0382697934819858	0.0164239113609649	Hypomethylated	0	0	0
Npc2	chr12	84754561	84773151	-0.0524912851146712	0.0164280710878304	Hypomethylated	0	0	0
Atxn7l2	chr3	108202221	108210933	0.189946764946765	0.0164425974606487	Hypermethylated	0	0	0
Pak2	chr16	32016289	32079341	0.0292656846433328	0.0164437171181807	Hypermethylated	0	0	0
Vtcn1	chr3	100825458	100896921	-0.0189834399972771	0.0164543133289069	Hypomethylated	0	0	0
Spag17	chr3	99885405	100143321	0.0119839446009498	0.0164623388761126	Hypermethylated	1	0	1
Pus10	chr11	23665673	23732875	0.0234902464508617	0.0164899515351914	Hypermethylated	0	0	0
Muc3	chr5	137134921	137149321	0.0576936196390142	0.0165567728917216	Hypermethylated	0	0	0
Eml4	chr17	83350930	83480360	0.0162768457875166	0.0165647332757783	Hypermethylated	1	0	1
Casp3	chr8	46617290	46639688	0.0368377451171765	0.0166572260904314	Hypermethylated	1	0	1
Afg3l2	chr18	67404763	67449171	0.0296044443940575	0.0166703244194599	Hypermethylated	0	0	0
Ly6g6d	chr17	35071442	35078064	0.0948990186216252	0.0166921296323211	Hypermethylated	0	0	0
Dnajb1	chr8	83608192	83612652	0.0679889817254528	0.0167033858173278	Hypermethylated	0	0	0
Snrpb	chr2	130171413	130179402	0.111345615169145	0.0167176403947634	Hypermethylated	0	0	0
Il17rd	chr14	27038940	27107285	-0.0246511108547177	0.01672152460819	Hypomethylated	0	0	0
Rbm25	chr12	83631235	83683122	0.0271821704069839	0.016790303627941	Hypermethylated	0	0	0
Rasgef1b	chr5	99217425	99729064	-0.00717090787116081	0.016794177662109	Hypomethylated	2	1	1
Mfsd11	chr11	116852439	116875634	0.0326659696944356	0.016794177662109	Hypermethylated	0	0	0
Olfr64	chr7	103889484	103894484	0.130287855493509	0.0168609612548338	Hypermethylated	0	0	0
Sfxn2	chr19	46573364	46598065	0.0363986227243471	0.0168805130731639	Hypermethylated	0	0	0
Il15	chr8	82331631	82403221	0.0242673722324032	0.0168838471030536	Hypermethylated	1	0	1
Gabarapl2	chr8	111940702	111953611	0.0984177126782772	0.0169120837143426	Hypermethylated	0	1	-1
Cpsf4	chr5	145167212	145182040	0.0533733342920608	0.0169507758609999	Hypermethylated	0	0	0
Erp29	chr5	121428589	121452505	0.0399459376721454	0.0169612081371549	Hypermethylated	0	0	0
Wdr82	chr9	106170927	106191138	0.0459544246219913	0.0169853178614844	Hypermethylated	0	0	0
Disp1	chr1	183086265	183221521	-0.0120154079020121	0.0169953544780388	Hypomethylated	0	0	0
Bicra	chr7	15970671	16047920	0.0375539226636843	0.0169953544780388	Hypermethylated	1	0	1
Zfp768	chr7	127342794	127345588	0.0727234989999621	0.0169953544780388	Hypermethylated	0	0	0
Srsf5	chr12	80945503	80950506	0.0656716029066482	0.0170031603915841	Hypermethylated	0	0	0
Maoa	chrX	16619697	16687817	0.0598286104488781	0.0170098351757632	Hypermethylated	0	0	0
Vipr2	chr12	116077725	116146260	0.024938147233858	0.0170278089630624	Hypermethylated	0	1	-1
Map3k10	chr7	27656374	27674597	0.0834331202949526	0.0170310683072368	Hypermethylated	0	0	0
Cript	chr17	87025549	87035809	0.0476281242328974	0.0170310683072368	Hypermethylated	0	0	0
Dcdc2c	chr12	28437794	28552398	-0.0186736006570278	0.0170520921809782	Hypomethylated	1	0	1
Arl5b	chr2	15049394	15082455	0.0306858629966389	0.0171085024959575	Hypermethylated	0	0	0
Gm38393	chr7	59974148	60005063	0.0507908180686025	0.0171199716864491	Hypermethylated	0	0	0
Ttyh2	chr11	114675430	114720976	0.0665154571852322	0.0171264817554143	Hypermethylated	0	0	0
Ypel3	chr7	126776954	126780513	0.143888421642837	0.0172259950202878	Hypermethylated	0	0	0
Gm45194	chrX	111891388	112240589	-0.0156965911110245	0.0172259950202878	Hypomethylated	0	0	0
Rnf10	chr5	115241411	115272897	0.0434413342979614	0.017241611428582	Hypermethylated	0	0	0
Zfp9	chr6	118461949	118479319	0.0399592909545039	0.017241611428582	Hypermethylated	0	0	0
Nadk	chr4	155562377	155591000	0.0457747125849185	0.0172690458353097	Hypermethylated	0	0	0
Atp9b	chr18	80734140	80934059	0.0141257358680688	0.0173023589431416	Hypermethylated	0	0	0
Gm49909	chr17	70974118	71002207	0.032071641923847	0.0173874614121695	Hypermethylated	0	0	0
Reep6	chr10	80329952	80336440	0.113614641857162	0.0174233658549288	Hypermethylated	0	0	0
Muc5ac	chr7	141788971	141819230	-0.0488309082708446	0.0174489915450153	Hypomethylated	0	0	0
