TargetGene	log2FC	padj	baseMean	sum_delta_activity	sum_delta_contact	sum_delta_unnorm	sum_delta_abc	n_enhancers	is_de
Rap1gds1	-0.273906	0.017046	1680.441396	-4.797583	-0.022974	-0.367482	-0.021224	9	TRUE
Rap2a	0.078822	0.653043	343.644368	-1.504906	0.005808	0.086532	0.017427	2	FALSE
Rap2b	0.174609	0.721027	29.014597	1.520373	-0.00244100000000001	0.123331	0.030598	8	FALSE
Rap2c	-0.077065	0.804392	113.540244	7.835915	0.018958	0.275635	-0.059533	7	FALSE
Rapgef1	0.106488	0.464397	2200.442203	-1.866819	0.023901	0.258111	0.005822	6	FALSE
Rapgef2	0.299035	0.002308	2789.925603	-11.049022	-0.022793	-0.539754	-0.060335	7	TRUE
Rapgef3	0.419789	0.099591	73.701208	-11.093563	0.055969	0.019155	-0.009462	11	FALSE
Rapgef4	0.072802	0.758966	9528.331579	-7.777383	0.002148	-0.677754	-0.023223	11	FALSE
Rapgef6	0.026033	0.93077	1861.674416	1.15191	0.003015	0.063731	0.004033	5	FALSE
Rapgefl1	-0.037025	0.931413	301.554399	-8.103869	0.015152	-0.181118	-0.013434	8	FALSE
Raph1	0.062608	0.761893	1046.803312	0.941470000000001	-0.002872	0.00487800000000001	-0.016163	5	FALSE
Rara	-0.483171	0.020478	377.433888	-6.801981	0.053141	-0.247217	-0.002177	8	TRUE
Rarb	-0.015498	0.97303	384.718099	187.945448	0.089936	0.335704	0.539739	13	FALSE
Rarg	-0.399252	0.009557	174.91	5.530398	0.00743499999999999	-0.013883	0.021982	6	TRUE
Rarres1	0.45065	0.092696	50.748124	3.15275	0.012708	0.142989	0.040916	12	FALSE
Rarres2	0.3249	0.731943	7.278205	-5.447208	-0.000440000000000017	-0.721483	-0.029377	11	FALSE
Rars2	-0.003411	0.990817	400.779453	-42.737041	-0.020788	-0.519792	-0.059685	11	FALSE
Rasa1	-0.269508	0.100599	1241.332178	-30.765946	-0.03987	-0.9008	-0.058481	11	FALSE
Rasa2	-0.2449	0.060104	840.27393	-8.397254	-0.037478	-0.533447	-0.006321	13	FALSE
Rasa3	0.297476	0.000319	2872.266805	3.069292	0.01145	0.227261	-0.002962	5	TRUE
Rasa4	0.532401	0.000496	134.329676	2.488265	0.002751	0.3892	0.023393	7	TRUE
Rasal1	-2.077975	0	84.72618	-13.975676	-0.048077	-2.107298	-0.109278	10	TRUE
Rasal2	-0.058828	0.777375	1302.90808	3.494716	0.002286	0.076401	0.014071	2	FALSE
Rasal3	-0.395875	0.667295	8.571074	51.835759	0.146194	0.762595	0.25644	6	FALSE
Rasd1	0.559678	0.44829	9.878534	-5.225029	0.000548999999999997	-0.161514	-0.020917	7	FALSE
Rasd2	-0.717502	0.000111	62.891161	1.10755	-0.030762	-0.722449	-0.068079	9	TRUE
Rasgef1a	-0.069243	0.722585	1600.48941	-2.063188	0.027141	0.226076	0.008559	7	FALSE
Rasgef1c	-0.35587	0.096575	63.66209	7.049625	-0.000933999999999998	-0.116626	0.000364	13	FALSE
Rasgrf1	-0.39829	0.004408	2765.515043	-0.282838999999998	-0.022569	-0.034247	0.004439	7	TRUE
Rasgrf2	0.261436	0.605098	29.121425	8.03909599999999	-0.00185	-0.013434	-0.07515	14	FALSE
Rasgrp1	-9.1e-05	0.99971	204.865939	-0.0628409999999997	0.01066	0.049141	-0.006559	8	FALSE
Rasgrp2	2.368424	0	58.74624	7.409293	0.012887	1.40281	0.024336	8	TRUE
Rasgrp3	0.019937	0.970131	136.509848	5.532248	-0.041928	0.011465	-0.013169	18	FALSE
Rasip1	-0.445314	0.252976	21.799184	-12.638204	0.028498	-0.546646	-0.015399	10	FALSE
Rasl10b	0.229676	0.355192	543.007459	-1.931973	0.011473	0.148553	-0.005764	9	FALSE
Rasl11a	0.145503	0.893839	9.466257	-1.018661	-0.010373	0.069292	-0.019062	9	FALSE
Rasl11b	-0.472733	0.051627	56.644766	-25.029465	0.00946	-1.040496	-0.065432	8	FALSE
Rasl12	-0.087162	0.941939	12.604367	-5.59842	0.011955	-0.006347	-0.00339	6	FALSE
Rassf1	0.051898	0.924212	55.052843	-10.956937	-0.010151	-0.588298	-0.01496	11	FALSE
Rassf10	0.478454	0.80166	2.927155	-9.442865	0.010235	-0.126651	-0.03859	7	FALSE
Rassf2	0.054639	0.81322	236.185656	-9.758384	0.014154	0.222713	0.045411	11	FALSE
Rassf3	-0.104188	0.738934	87.076697	5.461556	0.009176	0.016342	-0.018656	11	FALSE
Rassf4	0.184323	0.775245	24.264996	4.725119	0.010965	0.061261	-0.013739	6	FALSE
Rassf5	0.139246	0.740677	260.208158	-5.603161	0.016464	-0.037494	0.002562	9	FALSE
Rassf6	-0.118588	0.779317	40.536193	-3.685293	-0.000205999999999987	-0.115698	-0.022523	13	FALSE
Rassf7	0.214574	0.89705	3.38046	5.225407	0.011707	0.024687	0.023026	8	FALSE
Rassf8	-0.338825	0.00865	568.119837	-5.256761	-0.020034	-0.404087	-0.054802	9	TRUE
Rassf9	0.031969	0.98133	10.530553	-9.542048	0.00578	-0.004291	-0.010425	11	FALSE
Raver1	0.039411	0.881519	417.195497	1.640614	-0.005817	-0.116949	-0.026677	7	FALSE
Raver2	0.364811	0.000328	216.945225	-11.43925	0.003505	-0.035672	-0.036231	12	TRUE
Rb1	-0.016185	0.964535	1381.116393	7.669952	-0.014913	0.139974	0.021282	8	FALSE
Rbak	-0.276519	0.119743	109.788959	2.752551	-0.016901	-0.105554	-0.014064	4	FALSE
Rbbp4	0.104759	0.571733	252.587013	-6.676775	-0.026862	-0.384089	-0.02501	4	FALSE
Rbbp5	0.201979	0.023901	517.485516	-1.799804	0.008122	0.078606	-0.013441	11	TRUE
Rbbp7	-0.013431	0.971597	390.03287	0.351808999999999	-0.02544	0.069883	-0.017864	8	FALSE
Rbbp9	0.024795	0.941785	242.35141	-6.753521	-0.017533	-0.175537	0.007322	6	FALSE
Rbck1	0.188355	0.206299	405.207713	-4.527324	0.00169200000000002	-0.364912	-0.025828	7	FALSE
Rbfa	-0.805912	0.00064	34.357124	6.669104	0.010265	0.254184	0.04003	8	TRUE
Rbfox1	0.267326	0.322572	53440.464603	-5.320839	0.000127000000000001	-0.053417	-0.040408	9	FALSE
Rbfox2	0.067999	0.686239	5593.943498	0.907747999999999	-0.011982	-0.131788	-0.019012	2	FALSE
Rbfox3	-0.116845	0.577419	24620.243936	1.15452600000001	-0.018545	-0.366033	-0.008316	11	FALSE
Rbis	-0.161297	0.516676	113.359483	0.358043000000002	-0.00947100000000001	-0.134403	-0.053226	3	FALSE
Rbl1	0.12966	0.646898	156.687518	1.88245700000001	-0.003402	-0.013533	-0.010381	3	FALSE
Rbl2	0.087057	0.73897	476.329244	6.45119	0.00282	0.107151	0.020592	5	FALSE
Rbm10	0.165536	0.354016	752.780397	13.419845	-0.009181	0.238039	0.007845	8	FALSE
Rbm11	-0.470525	0.483624	10.749071	-27.761868	-0.001955	-0.105446	-0.052011	11	FALSE
Rbm12b1	0.083697	0.771035	164.152915	3.292029	-0.008433	0.056399	0.00569	8	FALSE
Rbm12b2	-0.051554	0.857378	371.94934	4.011339	-0.00174000000000001	0.017359	-0.006753	5	FALSE
Rbm15	-0.06848	0.703968	427.693978	-12.698971	0.000454000000000001	-0.160938	-0.013392	4	FALSE
Rbm18	0.17437	0.135668	331.397693	2.288731	0.001709	0.026202	0.003921	4	FALSE
Rbm19	-0.449325	4.8e-05	210.189479	-6.739373	-0.012731	-0.193178	-0.041047	7	TRUE
Rbm20	0.153612	0.713619	81.433124	7.325592	0.0049	0.049583	-0.002687	9	FALSE
Rbm22	0.127533	0.376728	241.810861	-0.160323	-0.000474000000000004	-0.043894	0.005087	3	FALSE
Rbm24	-0.322363	0.293295	36.047079	-8.366843	-0.020284	-0.455857	-0.046668	9	FALSE
Rbm25	0.057419	0.796877	1973.231478	63.630939	0.278215	4.159306	0.45963	4	FALSE
Rbm26	0.040843	0.833105	1903.056954	-19.416313	-0.00190000000000001	-0.22509	-0.02827	7	FALSE
Rbm27	0.12891	0.365194	829.267113	1.517203	-0.001851	-0.012143	-0.009024	2	FALSE
Rbm28	-0.001514	0.996098	518.955784	-14.956338	0.00183099999999998	-0.027548	0.023336	12	FALSE
Rbm3	0.12631	0.574006	411.630611	15.338032	-0.00525699999999999	0.347886	0.008474	11	FALSE
Rbm33	-0.077835	0.357942	3394.847066	-25.00562	-0.034114	-1.305682	-0.080337	9	FALSE
Rbm34	-0.095645	0.719714	135.431074	-3.88776	0.005103	0.057452	-0.011352	7	FALSE
Rbm38	-0.33616	0.607542	10.925673	4.628097	-0.02055	0.042634	-0.013699	6	FALSE
Rbm39	-0.043843	0.820438	2467.750797	-3.349282	-0.000375999999999991	-0.134819	-0.015132	5	FALSE
Rbm41	-0.053662	0.886943	220.748645	15.233919	0.007563	0.093776	0.022946	10	FALSE
Rbm43	0.007155	0.98953	91.773402	10.120889	2.19999999999973e-05	0.061373	-0.004297	8	FALSE
Rbm45	0.098849	0.585113	265.617129	-6.044315	-0.007305	-0.170859	-0.034301	7	FALSE
Rbm46	-0.024677	0.9912	3.144894	-8.34232399999999	0.032591	0.254587	0.079329	11	FALSE
Rbm48	0.219286	0.219381	180.939808	-12.257501	-0.009512	-0.186138	-0.057829	10	FALSE
Rbm5	0.071868	0.476578	1851.469195	-0.379009	-0.003432	-0.04575	-0.00736	2	FALSE
Rbm6	0.029563	0.933607	1676.075069	-2.692639	-0.01456	-0.304624	-0.035116	6	FALSE
Rbm7	-0.031866	0.930128	173.735168	-0.692516000000001	-0.008058	-0.04713	-0.015708	2	FALSE
Rbm8a	0.16908	0.613166	93.871396	2.322913	-0.022158	-0.345964	-0.021609	9	FALSE
Rbms1	0.222738	0.157874	1047.625112	2.109888	-0.001747	0.009161	-0.018331	2	FALSE
Rbms3	-0.033467	0.956158	510.763065	-14.999406	-0.000596000000000002	-0.141033	-0.050623	5	FALSE
Rbmx	-0.0367	0.820418	643.990034	13.604887	0.000355	0.137192	0.020351	8	FALSE
Rbmx2	-0.027316	0.970689	31.570029	-3.205523	-0.006389	-0.133672	0.018913	9	FALSE
Rbmxl1	-0.007274	0.987885	93.898952	3.851482	0.000168999999999999	-0.017327	-0.014352	2	FALSE
Rbp1	0.358176	0.49633	18.802265	-74.820521	-0.359139	-0.383003	-0.418842	9	FALSE
Rbp4	-0.002183	0.999038	5.166225	-25.639874	0.020387	0.068767	-0.015847	17	FALSE
Rbpj	-0.019635	0.925337	879.775824	153.37298	0.08379	0.708125	0.631796	11	FALSE
Rbpms	-0.069831	0.82016	113.794578	-7.5694	0.025497	0.123264	0.020793	17	FALSE
Rbpms2	0.25979	0.591621	22.265736	-12.808817	0.004249	0.017983	-0.018005	11	FALSE
Rbsn	0.049601	0.805807	332.76232	0.542577000000001	-0.00908600000000001	-0.063756	-0.0114	4	FALSE
Rbx1	-0.120388	0.540706	221.707541	-10.448365	-0.023135	-0.51481	-0.041552	7	FALSE
Rc3h1	0.156971	0.156332	986.537902	-1.028241	0.001359	-0.00518099999999998	-0.002234	8	FALSE
Rc3h2	0.121801	0.270873	1383.691539	-0.553043000000003	0.003311	0.239343	0.002131	7	FALSE
Rcan2	-0.294556	0.210514	1185.403471	-8.901087	-0.03172	-0.570139	-0.050872	7	FALSE
Rcan3	-0.637633	0	457.645732	-6.286793	0.00319300000000001	-0.689636	-0.003756	3	TRUE
Rcbtb1	-0.173498	0.112747	622.693437	-9.920086	0.000207000000000005	-0.073462	0.000156999999999999	3	FALSE
Rcc1	-0.060881	0.917702	34.05642	-1.299054	0.00641100000000002	-0.012478	-0.002326	7	FALSE
Rcc1l	0.021482	0.970964	71.388831	2.378898	0.010508	0.310251	0.019693	2	FALSE
Rcc2	-0.192351	0.410819	215.810591	1.038141	-0.012867	-0.463902	-0.030687	5	FALSE
Rccd1	-0.110876	0.791178	78.514248	0.023135999999996	0.038901	0.304474	0.010308	6	FALSE
Rce1	-0.013971	0.980792	50.654178	-2.05801	0.00151000000000001	0.034411	0.000349	12	FALSE
Rchy1	0.076896	0.80545	199.585951	1.168037	0.001111	0.052823	0.033486	5	FALSE
Rcl1	-0.198068	0.297076	222.996802	4.450046	-0.011711	-0.058585	-0.01614	9	FALSE
Rcn1	-0.276589	0.679984	11.583244	-10.929623	0.001808	-0.014847	-0.027986	10	FALSE
Rcn2	-0.028912	0.925627	305.687649	5.10263999999999	0.005744	0.056945	0.008986	4	FALSE
Rcn3	0.282712	0.831874	4.563159	1.832136	0.00423499999999999	-0.029776	0.005125	10	FALSE
Rcor1	-0.21299	0.106612	539.632243	-5.151149	-0.007801	-0.193941	-0.008373	7	FALSE
Rcor2	-0.346335	0.536279	15.538282	-1.66136	-0.00111600000000002	-0.337514	-0.023317	11	FALSE
Rcor3	0.120809	0.280988	915.303736	3.684954	0.017678	0.516897	0.027224	5	FALSE
Rcsd1	0.071826	0.918962	39.462152	-28.657931	0.006278	0.002176	-0.009541	12	FALSE
Rdh10	-0.219348	0.079473	381.718357	0.689765999999997	-0.01388	-0.238818	0.007781	7	FALSE
Rdh11	-0.26096	0.216667	111.222029	5.940916	-0.000958999999999999	0.046025	0.018662	7	FALSE
Rdh12	-0.59877	0.103431	19.951236	11.784456	-0.00469199999999999	0.045802	0.029997	10	FALSE
Rdh13	0.233404	0.245299	114.532993	7.191788	-0.009427	-0.09173	-0.017839	11	FALSE
Rdh14	0.058103	0.87381	106.028326	-0.645913	-0.017129	-0.267333	-0.051546	3	FALSE
Rdh16	0.640049	0.796935	2.01246	-7.53571299999999	-0.002955	-0.00235	-0.013221	12	FALSE
Rdh5	-0.183213	0.675093	32.145708	-15.497174	-0.00493099999999998	-2.202072	-0.096672	8	FALSE
Rdm1	-0.141431	0.873744	11.618757	4.986855	-0.033921	-0.099634	0.009492	8	FALSE
Rdx	0.018355	0.952336	900.214108	5.406275	0.01006	0.252934	0.080744	7	FALSE
Rec114	0.15702	0.535356	180.447689	-19.822657	0.000551999999999999	-0.043671	0.023409	8	FALSE
Rec8	0.737989	0	180.688867	9.813452	0.026968	0.791622	-0.016461	10	TRUE
Reck	0.108623	0.659535	255.83738	9.689904	0.002449	0.00401399999999999	-0.0442	11	FALSE
Recql	0.177137	0.423519	193.247461	7.505292	-0.01057	-0.020001	-0.018745	6	FALSE
Recql4	0.056749	0.94855	37.137394	1.73264	-0.02138	0.0187369999999999	0.008223	9	FALSE
Recql5	-0.08446	0.7852	139.087592	1.163156	0.002394	0.073425	0.018155	8	FALSE
Reep1	0.247905	0.002363	946.796009	7.390689	0.006966	0.239166	-0.015671	9	TRUE
Reep2	0.09192	0.772826	516.011087	-6.026058	-0.03819	-0.628515	0.011229	10	FALSE
Reep3	-0.055158	0.802607	1769.208126	2.005439	0.01531	0.548012	0.04469	8	FALSE
Reep4	-0.225351	0.632806	35.100747	-6.96805899999999	0.014909	-1.306676	-0.013256	17	FALSE
Reep5	-0.130581	0.455971	643.278401	0.367693	0.056231	0.232732	0.06154	6	FALSE
Reep6	-1.333539	0	48.490114	8.540229	0.014586	0.179352	0.025163	10	TRUE
Rel	-0.224843	0.3528	80.774946	5.63836099999999	0.009495	0.174722	0.017545	13	FALSE
Rela	0.046077	0.880236	185.484291	3.74777299999999	0.000751999999999997	-0.019062	0.005224	8	FALSE
Relb	-0.57499	0.549145	5.523052	11.385489	-0.001526	0.180727	0.01346	13	FALSE
Relch	-0.149692	0.215091	1956.177473	-11.819814	-0.022873	-0.45461	-0.02935	9	FALSE
Rell1	-0.706867	0.024795	502.365122	-0.555161999999999	-0.012786	-0.62877	-0.0338	8	TRUE
Rell2	-0.243161	0.463275	62.48514	-6.37776400000001	-0.003466	-0.431957	-0.025112	7	FALSE
Reln	0.193247	0.040503	14190.245738	-2.264843	-0.011301	0.134923	0.006541	10	TRUE
Relt	0.604977	0.000159	128.915126	14.704958	0.002002	0.349464	0.02242	6	TRUE
Rem1	0.364937	0.862627	2.595847	-9.271173	-0.007566	-0.135075	-0.010264	11	FALSE
Rem2	0.084413	0.884372	43.816349	4.02457700000001	-0.00395000000000002	0.012601	0.014663	8	FALSE
Renbp	0.549693	0.437601	10.597687	17.771984	0.01912	0.971664	0.025882	10	FALSE
Reps1	0.009744	0.961754	1142.560145	-5.148524	0.003574	-0.00320499999999999	0.023117	10	FALSE
Reps2	-0.640662	0	796.219879	-12.701281	-0.038205	-0.762453	-0.1244	12	TRUE
Rer1	0.062638	0.81225	248.113895	-16.593647	-0.027535	-1.407941	-0.028293	11	FALSE
Rere	0.184219	0.019983	6033.081311	5.189299	-0.017775	-0.14795	-0.008225	8	TRUE
Rerg	0.271181	0.499276	28.398517	10.510047	-0.00804300000000001	0.236753	0.027383	10	FALSE
Resf1	-0.081366	0.768149	489.145889	3.008499	-0.001786	-0.001584	0.003096	6	FALSE
Resp18	-1.050113	0.007323	18.994231	-11.556887	-0.015385	-0.408288	0.017392	17	TRUE
Rest	-0.111993	0.853991	37.712218	-11.478341	-0.013312	-0.056212	-0.039031	14	FALSE
Ret	0.074846	0.881416	105.698804	3.616792	-0.000631000000000004	0.097216	-0.00956	9	FALSE
Retn	1.164731	0.455516	2.252407	-141.070839	-0.208298	-2.540507	-0.770817	9	FALSE
Retreg1	0.14974	0.253695	739.006005	-2.2499	-0.003994	-0.034239	-0.038294	5	FALSE
Retreg2	-0.080819	0.803282	484.721394	-3.69934600000001	0.010964	0.0292	0.020428	9	FALSE
Retreg3	-0.056951	0.765564	520.325658	-5.634308	-0.015571	-0.610224	-0.030092	13	FALSE
Retsat	0.370339	0.113422	68.13829	3.014552	0.00847500000000002	-0.04295	0.008618	10	FALSE
Rev1	0.124866	0.153085	1212.637237	2.363318	0.001781	0.164341	0.035728	3	FALSE
Rev3l	-0.021875	0.95593	3157.325048	-9.632993	-0.009283	-0.352783	-0.037224	4	FALSE
Rex1bd	0.038361	0.930672	78.222402	12.569633	-0.007292	0.337673	-0.005732	18	FALSE
Rexo1	-0.105793	0.482663	328.105549	-1.665981	0.00987399999999998	-0.069004	-0.012083	10	FALSE
Rexo2	0.060204	0.797589	249.878272	0.754264999999998	-0.003596	0.080147	0.019443	2	FALSE
Rexo4	-0.022225	0.946541	285.490353	3.20624	-0.010865	-0.032053	-3.00000000000127e-06	6	FALSE
Rexo5	0.223022	0.333092	82.602754	-5.31186	-0.000328	0.078498	0.032392	7	FALSE
Rfc1	-0.225667	0.042704	366.764694	13.21625	-0.033208	-0.150166	-0.052898	11	TRUE
Rfc3	0.183678	0.68554	31.951548	6.719499	-0.001135	-0.008019	-0.053679	6	FALSE
Rfc4	-0.200365	0.559842	50.219358	0.202902	-0.017737	-0.213172	-0.03322	3	FALSE
Rfc5	-0.110091	0.74597	137.010662	1.850952	4.30000000000066e-05	0.069064	-0.005893	7	FALSE
Rfesd	0.165857	0.555057	67.24656	-0.199513000000004	-0.005926	-0.00211599999999999	-0.008222	5	FALSE
Rffl	-0.343291	0.010031	329.344203	5.732444	-0.0193	-0.030233	0.008214	7	TRUE
Rfk	-0.280812	0.168927	142.08554	-40.354018	-0.021852	-0.9395	-0.118417	12	FALSE
Rflna	-0.026892	0.966051	62.068697	15.362335	0.01779	0.636722	0.060753	10	FALSE
Rflnb	-0.896303	0	102.611427	-30.333724	-0.02515	-1.451028	-0.137204	7	TRUE
Rfng	0.027682	0.94415	204.916156	4.13550900000001	-0.00168500000000002	0.128877	-0.014836	11	FALSE
Rft1	-0.002189	0.997619	77.634786	0.910095999999999	0.028968	-0.107895	-0.015299	8	FALSE
Rftn1	0.065125	0.830804	227.60324	-18.41591	0.028792	0.121095	0.038568	9	FALSE
Rftn2	0.050141	0.882201	119.279132	11.963135	-0.00988499999999997	0.045575	0.040592	10	FALSE
Rfwd3	-0.008541	0.9829	196.492119	-9.281838	0.006641	-0.090204	-0.00755	5	FALSE
Rfx1	0.09986	0.633897	419.222848	1.016305	0.005564	0.108117	0.008245	3	FALSE
Rfx2	-0.009179	0.987499	63.040142	15.298275	-0.025222	-0.348303	-0.022293	14	FALSE
Rfx3	-0.062926	0.814428	2273.30406	2.045118	0.003813	0.156009	0.015525	2	FALSE
Rfx4	0.062031	0.832153	275.604836	6.067231	0.039173	0.288463	0.041906	9	FALSE
Rfx5	0.477469	0.000479	113.84625	2.43038500000001	0.00477100000000001	0.381492	0.012997	4	TRUE
Rfx7	0.27227	0.001921	1542.193378	-4.950708	0.020748	0.319528	0.031676	7	TRUE
Rfx8	-0.228279	0.870183	4.776893	-5.064608	-0.015694	-0.123827	-0.033298	10	FALSE
Rfxank	-0.038558	0.956678	34.400805	-0.524496999999995	0.00363400000000002	-0.047913	-0.006723	5	FALSE
Rfxap	0.053946	0.878366	90.455668	5.634986	-0.018033	-0.089656	-0.025765	7	FALSE
Rgcc	-1.138627	0	69.67027	-18.568274	-0.053539	-1.002222	-0.07525	10	TRUE
Rgl1	0.033351	0.915537	419.449388	0.890807999999998	0.00492399999999999	0.10519	0.022909	4	FALSE
Rgl2	-0.014579	0.984446	131.44274	-3.694751	-0.03003	-0.353706	-0.008802	10	FALSE
Rgl3	-0.32266	0.108941	457.255507	-10.66756	-0.009455	-0.409173	-0.011913	11	FALSE
Rgma	-0.135245	0.605358	452.931617	0.183885999999998	0.012025	-0.186728	-0.017474	13	FALSE
Rgp1	-0.102361	0.767197	153.689288	-5.366031	-0.015828	-0.345993	-0.027439	10	FALSE
Rgs10	0.76161	0.004729	33.800135	-7.2387	0.008361	0.10194	0.002178	7	TRUE
Rgs11	1.802361	0.01779	4.02752	7.191075	0.00808	0.131894	0.004198	7	TRUE
Rgs12	-0.117535	0.749361	86.771852	-1.861734	0.01129	0.119949	0.028623	9	FALSE
Rgs16	1.722143	0	45.482481	10.696645	0.072192	1.458632	-0.004187	9	TRUE
Rgs17	0.598397	0.000124	724.777772	6.075995	0.026024	0.487941	0.019889	6	TRUE
Rgs19	-0.564466	0.063254	56.03891	-25.776639	-0.010251	-0.698849	-0.040147	11	FALSE
Rgs2	0.066941	0.923202	37.56865	-2.55164	0.000713999999999998	-0.006472	-0.021233	5	FALSE
Rgs20	-0.235213	0.456842	223.88111	11.939083	-0.00606199999999999	0.071804	0.00217700000000001	13	FALSE
Rgs22	-0.039563	0.970964	18.957256	-6.245722	0.006695	-0.015032	-0.032999	13	FALSE
Rgs4	-0.057203	0.956097	16.853589	4.812271	-0.000199000000000001	0.007953	-0.039808	8	FALSE
Rgs5	0.099774	0.794191	174.207146	0.0473269999999981	0.007243	-0.014416	-0.063187	8	FALSE
Rgs6	0.072049	0.878359	536.313406	-8.482477	0.004618	0.004677	-0.010789	6	FALSE
Rgs7	0.118206	0.757772	9500.476212	2.008401	-0.020012	-0.16456	-0.051591	6	FALSE
Rgs7bp	-0.225817	0.283071	3800.32037	-37.115325	-0.011839	-0.962336	-0.09511	9	FALSE
Rgs8	-0.089691	0.303847	2883.333257	5.876304	0.043099	0.825736	0.025369	7	FALSE
Rgs9	-1.449742	0	49.9262	-34.595546	0.00192099999999999	-0.58674	0.017558	13	TRUE
Rhbdd1	0.13529	0.318388	346.570021	6.097469	-0.033912	-0.205255	-0.071035	4	FALSE
Rhbdd2	-0.224409	0.374278	107.685483	-2.15237	-0.010848	-0.477052	-0.053439	6	FALSE
Rhbdd3	-0.347919	0.332663	40.230565	2.33307	-0.002872	0.044402	-0.000825999999999999	3	FALSE
Rhbdf1	-0.623786	0.000438	69.267765	-9.17966000000001	-0.009752	-1.239693	-0.00330599999999999	15	TRUE
Rhbdl2	-0.032176	0.989708	3.690757	3.40256099999999	-0.005918	0.02683	-0.002477	11	FALSE
Rhbdl3	0.301355	0.387635	59.42164	0.649847	0.034885	0.166071	0.00557	7	FALSE
Rhd	-0.51497	0.527284	9.490648	-63.288437	-0.150645	-2.262219	-0.323462	5	FALSE
Rheb	0.100003	0.357326	764.641375	-7.198759	-0.00606500000000002	-0.37785	-0.020954	8	FALSE
Rhebl1	-0.368476	0.384326	26.187166	-3.338541	0.035751	0.101915	0.026237	10	FALSE
Rhno1	-0.219746	0.771181	14.299591	5.42879	-0.00716199999999998	0.209746	-0.002364	6	FALSE
Rho	-0.957195	0.412798	3.963008	-23.704619	0.036936	-1.107716	-0.021456	11	FALSE
Rhoa	0.079311	0.640103	471.586464	1.29898	0.011386	0.195253	0.010465	7	FALSE
Rhob	0.09467	0.7939	231.57571	10.505274	0.00106400000000001	0.57241	0.031401	5	FALSE
Rhobtb1	0.160559	0.712581	70.151122	-9.018683	-0.008201	-0.043587	-0.036831	9	FALSE
Rhobtb2	-0.068268	0.779629	277.080113	2.294311	-0.014786	-0.187494	-0.009398	8	FALSE
Rhobtb3	-0.092267	0.591527	240.038454	0.12074	-0.004254	-0.032775	-0.033387	10	FALSE
Rhoc	0.00243	0.998481	17.615101	-4.066137	0.05257	0.302553	0.0424	10	FALSE
Rhod	-0.156395	0.901634	9.001839	-16.143042	0.059486	-0.400244	-0.036658	12	FALSE
Rhoh	-0.556341	0.494849	5.957818	-124.600922	-0.026081	-0.281711	-0.380774	9	FALSE
Rhoj	-0.093472	0.819757	114.728905	12.087674	0.02805	0.432643	0.026892	9	FALSE
Rhoq	0.240443	0.039468	213.208766	4.066903	0.016957	0.256738	0.014197	5	TRUE
Rhot1	0.09576	0.484074	731.273142	0.0153830000000006	0.023858	0.238682	0.010773	8	FALSE
Rhov	0.418907	0.605098	10.069126	2.615646	0.02523	0.330946	0.024847	9	FALSE
Rhpn1	-0.305673	0.562339	21.603501	7.408279	0.003585	0.134954	0.019308	5	FALSE
Rhpn2	0.178182	0.683523	65.878241	-0.293826	-0.017858	-0.18628	-0.033907	3	FALSE
Rian	0.388057	2.4e-05	8134.686232	3.292434	0.01352	0.263027	0.046947	4	TRUE
Ribc1	-0.467966	0.333398	18.212671	13.326316	0.022244	0.385685	-0.012664	14	FALSE
Ric1	0.024123	0.883512	1383.089843	5.11131	-0.010838	-0.041948	-0.039296	6	FALSE
Ric3	-0.01473	0.947054	872.129449	-3.938406	-0.00786799999999998	-0.447893	-0.046834	7	FALSE
Ric8a	-0.062079	0.894076	98.019465	-3.59076299999999	-0.01673	-0.232323	-0.021746	3	FALSE
Ric8b	0.065979	0.585818	1803.708048	1.138631	-0.004634	-0.002889	-0.003776	1	FALSE
Rictor	0.026685	0.839607	2250.878857	8.12810800000001	0.014495	0.061784	-0.025659	10	FALSE
Rida	-0.125866	0.737453	97.851962	-3.40499	-0.019496	-0.205954	-0.056895	9	FALSE
Rif1	0.029584	0.960455	2803.28026	-0.142232000000002	-0.007587	-0.134707	-0.001326	11	FALSE
Riiad1	0.04738	0.943182	44.907707	6.53474900000001	0.011345	0.783065	0.010104	8	FALSE
Rilp	0.558809	0.56073	7.666978	-11.59753	0.032805	0.057869	0.008994	11	FALSE
Rilpl1	-0.274573	0.136532	100.113692	-1.854696	0.021431	0.018792	0.005014	9	FALSE
Rilpl2	0.082167	0.903355	24.69314	-0.981016000000003	0.017712	0.084461	0.006318	7	FALSE
Rimbp2	0.68093	3e-06	167.068828	-2.676812	0.008309	0.041699	-0.033244	9	TRUE
Rimbp3	-0.152214	0.938112	3.649102	4.160274	-0.010114	0.200233	0.014297	11	FALSE
Rimkla	-0.379637	0.004232	275.286426	-1.500275	-0.001788	-0.164166	-0.003777	7	TRUE
Rims1	-0.293211	0.191501	24725.3945	-21.429412	0.021824	-0.273381	0.021152	9	FALSE
Rims2	-0.541103	0	11983.605238	-13.660897	0.018355	0.537023	0.036269	7	TRUE
Rims3	-0.724262	0.009692	1430.266315	-25.850698	-0.03149	-2.376781	-0.013987	9	TRUE
Rims4	-0.170003	0.077197	1205.700021	-18.569634	0.013496	-1.120462	-0.045403	9	FALSE
Rin1	0.106645	0.874818	23.238536	-0.652177	0.074153	0.49601	0.008185	10	FALSE
