#TAD name	chr1	start1	end1	chr2	start2	end2	color	InclustionRatio(IR)	Length	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M3/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M3/tagdirs IR
chr6:38718000-39083998	chr6	38718000	39083998	chr6	38718000	39083998	255,255,0	2.151000	365998	2.221113	2.139421	2.150475	2.224412	2.325045	2.214396
chr6:39132000-39362998	chr6	39132000	39362998	chr6	39132000	39362998	255,255,0	2.177000	230998	2.087122	2.027086	1.956286	2.163817	2.287539	2.188203
chr6:39456000-39572998	chr6	39456000	39572998	chr6	39456000	39572998	255,255,0	2.306000	116998	2.383188	2.300705	2.306475	2.392227	2.563075	2.218694
chr6:39807000-40400998	chr6	39807000	40400998	chr6	39807000	40400998	255,255,0	2.481000	593998	2.527556	2.414974	2.433081	2.567189	2.534287	2.480552
chr6:39852000-40397998	chr6	39852000	40397998	chr6	39852000	40397998	255,255,0	2.539000	545998	2.539372	2.434793	2.365518	2.584983	2.603565	2.465925
chr6:39858000-40316998	chr6	39858000	40316998	chr6	39858000	40316998	255,255,0	2.439000	458998	2.504206	2.438612	2.379597	2.473042	2.511285	2.415246
chr6:40476000-40712998	chr6	40476000	40712998	chr6	40476000	40712998	255,255,0	2.199000	236998	2.047746	2.108055	2.074048	2.181803	2.154950	2.128075
chr6:40998000-42197998	chr6	40998000	42197998	chr6	40998000	42197998	255,255,0	1.657000	1199998	1.657141	1.599325	1.587351	1.501353	1.587999	1.551878
chr6:41751000-42203998	chr6	41751000	42203998	chr6	41751000	42203998	255,255,0	1.887000	452998	1.611672	1.641892	1.575750	1.882762	1.887386	1.854859
chr6:42216000-42398998	chr6	42216000	42398998	chr6	42216000	42398998	255,255,0	2.534000	182998	2.325966	2.533560	2.347401	2.050085	2.244254	2.205088
chr6:42597000-42878998	chr6	42597000	42878998	chr6	42597000	42878998	255,255,0	1.689000	281998	1.614870	1.626199	1.637737	1.648592	1.674165	1.586705
chr6:43011000-43313998	chr6	43011000	43313998	chr6	43011000	43313998	255,255,0	1.746000	302998	1.637133	1.616745	1.581042	1.746164	1.703100	1.633605
chr6:43242000-43301998	chr6	43242000	43301998	chr6	43242000	43301998	255,255,0	1.745000	59998	1.741581	1.693270	1.748536	1.693639	1.767027	1.527148
chr6:43383000-43685998	chr6	43383000	43685998	chr6	43383000	43685998	255,255,0	2.174000	302998	2.172573	2.214739	2.202900	2.138831	2.166342	2.173991
chr6:43677000-45038998	chr6	43677000	45038998	chr6	43677000	45038998	255,255,0	2.310000	1361998	2.309839	2.187871	2.146139	2.204152	2.222459	2.134626
chr6:45051000-47051998	chr6	45051000	47051998	chr6	45051000	47051998	255,255,0	2.648000	2000998	2.651812	2.583545	2.653989	2.573193	2.649028	2.531592
chr6:47175000-47657998	chr6	47175000	47657998	chr6	47175000	47657998	255,255,0	5.685000	482998	5.685475	5.544022	5.466155	5.692788	5.828208	5.552232
chr6:47784000-47834998	chr6	47784000	47834998	chr6	47784000	47834998	255,255,0	2.734000	50998	2.734489	2.550334	2.549436	2.760101	2.912815	2.537242
chr6:49047000-49214998	chr6	49047000	49214998	chr6	49047000	49214998	255,255,0	2.529000	167998	2.727333	2.602964	2.528924	2.668038	2.689458	2.560846
chr6:49224000-49409998	chr6	49224000	49409998	chr6	49224000	49409998	255,255,0	2.315000	185998	2.315446	2.146500	2.161474	2.251963	2.431540	2.116467
chr6:50187000-50294998	chr6	50187000	50294998	chr6	50187000	50294998	255,255,0	1.518000	107998	1.260242	1.317910	1.275962	1.296420	1.518001	1.231862
chr6:50301000-50546998	chr6	50301000	50546998	chr6	50301000	50546998	255,255,0	3.525000	245998	3.672557	3.593232	3.405973	3.693079	3.917822	3.488764
chr6:50592000-51179998	chr6	50592000	51179998	chr6	50592000	51179998	255,255,0	3.043000	587998	3.296892	3.072454	3.043212	3.135846	3.197206	3.075845
chr6:51195000-51587998	chr6	51195000	51587998	chr6	51195000	51587998	255,255,0	3.426000	392998	3.417427	3.338641	3.153596	3.423704	3.611631	3.425530
chr6:51585000-51863998	chr6	51585000	51863998	chr6	51585000	51863998	255,255,0	3.663000	278998	3.994483	3.912573	3.766432	3.663208	3.914448	3.516861
chr6:52323000-52586998	chr6	52323000	52586998	chr6	52323000	52586998	255,255,0	1.922000	263998	1.785955	1.843925	1.784044	1.766464	1.895949	1.835658
chr6:52926000-52976998	chr6	52926000	52976998	chr6	52926000	52976998	255,255,0	1.613000	50998	1.585077	1.482997	1.480001	1.583173	1.612784	1.379953
chr6:53154000-53765998	chr6	53154000	53765998	chr6	53154000	53765998	255,255,0	2.074000	611998	2.093481	2.122756	2.070288	2.133681	2.132626	2.117212
chr6:53772000-54245998	chr6	53772000	54245998	chr6	53772000	54245998	255,255,0	2.484000	473998	2.543409	2.410564	2.377429	2.514499	2.516898	2.473477
chr6:53778000-53963998	chr6	53778000	53963998	chr6	53778000	53963998	255,255,0	2.481000	185998	2.404037	2.481396	2.363725	2.494282	2.562693	2.403935
chr6:54381000-54509998	chr6	54381000	54509998	chr6	54381000	54509998	255,255,0	2.058000	128998	2.046918	1.988652	2.002060	2.057795	2.116767	1.997436
chr6:54510000-54572998	chr6	54510000	54572998	chr6	54510000	54572998	255,255,0	1.501000	62998	1.542812	1.567408	1.458617	1.545470	1.500736	1.419126
chr6:54579000-55199998	chr6	54579000	55199998	chr6	54579000	55199998	255,255,0	2.017000	620998	2.072897	2.009505	1.969273	2.005940	2.063828	1.908479
chr6:55224000-55385998	chr6	55224000	55385998	chr6	55224000	55385998	255,255,0	2.643000	161998	2.569347	2.643452	2.392543	2.431085	2.617903	2.351429
chr6:55383000-55514998	chr6	55383000	55514998	chr6	55383000	55514998	255,255,0	3.379000	131998	3.754602	3.569715	3.379487	3.580288	3.679937	3.262558
chr6:55515000-55961998	chr6	55515000	55961998	chr6	55515000	55961998	255,255,0	2.531000	446998	2.607791	2.640910	2.563308	2.503097	2.758640	2.531388
chr6:55962000-56057998	chr6	55962000	56057998	chr6	55962000	56057998	255,255,0	2.531000	95998	2.391352	2.533757	2.259500	2.555146	2.863194	2.531356
chr6:56058000-56705998	chr6	56058000	56705998	chr6	56058000	56705998	255,255,0	2.728000	647998	2.730935	2.731677	2.636193	2.791459	2.891138	2.728042
chr6:56061000-56477998	chr6	56061000	56477998	chr6	56061000	56477998	255,255,0	2.658000	416998	2.666305	2.785111	2.658185	2.685233	2.887188	2.619994
chr6:56712000-56795998	chr6	56712000	56795998	chr6	56712000	56795998	255,255,0	1.924000	83998	1.923853	1.801907	1.916480	1.917735	1.948256	1.953535
chr6:56799000-56933998	chr6	56799000	56933998	chr6	56799000	56933998	255,255,0	2.420000	134998	2.263349	2.511921	2.330106	2.416790	2.494029	2.377555
chr6:58536000-58784998	chr6	58536000	58784998	chr6	58536000	58784998	255,255,0	2.198000	248998	2.197790	2.369330	2.160050	1.985129	2.224515	2.119054
chr6:58593000-58778998	chr6	58593000	58778998	chr6	58593000	58778998	255,255,0	2.044000	185998	2.138097	2.250514	2.180413	2.044127	2.243786	2.020158
chr6:58824000-59195998	chr6	58824000	59195998	chr6	58824000	59195998	255,255,0	2.393000	371998	2.357094	2.327956	2.253855	2.392565	2.435471	2.336416
chr6:59205000-59507998	chr6	59205000	59507998	chr6	59205000	59507998	255,255,0	4.444000	302998	4.224473	4.287186	4.193604	4.444286	4.678537	4.225331
chr6:59514000-60533998	chr6	59514000	60533998	chr6	59514000	60533998	255,255,0	1.595000	1019998	1.616080	1.471229	1.445545	1.477350	1.591941	1.591399
chr6:59718000-59771998	chr6	59718000	59771998	chr6	59718000	59771998	255,255,0	1.700000	53998	1.246969	1.252986	1.490020	1.680578	1.402049	1.285544
chr6:60543000-60950998	chr6	60543000	60950998	chr6	60543000	60950998	255,255,0	2.746000	407998	2.746329	2.777070	2.689279	2.530923	2.726840	2.603333
chr6:60963000-61316998	chr6	60963000	61316998	chr6	60963000	61316998	255,255,0	2.787000	353998	2.787166	2.709631	2.629685	2.742428	2.858962	2.704897
chr6:61053000-61310998	chr6	61053000	61310998	chr6	61053000	61310998	255,255,0	2.783000	257998	2.746690	2.776847	2.691230	2.782572	2.894882	2.637664
chr6:61317000-61913998	chr6	61317000	61913998	chr6	61317000	61913998	255,255,0	1.846000	596998	1.898514	1.812248	1.791518	1.845697	1.893425	1.778580
chr6:61320000-61973998	chr6	61320000	61973998	chr6	61320000	61973998	255,255,0	1.822000	653998	1.893962	1.822052	1.737089	1.767240	1.816682	1.760424
chr6:62571000-63245998	chr6	62571000	63245998	chr6	62571000	63245998	255,255,0	1.637000	674998	1.749598	1.670966	1.637111	1.630796	1.688248	1.674829
chr6:63246000-64670998	chr6	63246000	64670998	chr6	63246000	64670998	255,255,0	2.640000	1424998	2.394625	2.420720	2.305707	2.541793	2.640015	2.450175
chr6:64677000-65042998	chr6	64677000	65042998	chr6	64677000	65042998	255,255,0	2.566000	365998	2.506053	2.375835	2.359994	2.468088	2.565971	2.320249
chr6:65055000-65120998	chr6	65055000	65120998	chr6	65055000	65120998	255,255,0	1.522000	65998	1.336856	1.344459	1.373702	1.521796	1.529757	1.529322
chr6:65118000-65465998	chr6	65118000	65465998	chr6	65118000	65465998	255,255,0	2.583000	347998	2.616514	2.654366	2.473678	2.562461	2.664980	2.532058
chr6:65505000-66548998	chr6	65505000	66548998	chr6	65505000	66548998	255,255,0	2.916000	1043998	2.854930	3.011420	2.915694	3.011423	3.162993	3.054750
chr6:65631000-66539998	chr6	65631000	66539998	chr6	65631000	66539998	255,255,0	3.040000	908998	2.823248	2.956403	2.791539	3.040400	3.117020	3.024055
chr6:66954000-67163998	chr6	66954000	67163998	chr6	66954000	67163998	255,255,0	2.496000	209998	2.650807	2.576628	2.496392	2.644903	2.706726	2.509383
chr6:67164000-67325998	chr6	67164000	67325998	chr6	67164000	67325998	255,255,0	2.185000	161998	2.250251	2.230536	2.209112	2.234260	2.326343	2.184760
chr6:68367000-68606998	chr6	68367000	68606998	chr6	68367000	68606998	255,255,0	1.501000	239998	1.398510	1.343580	1.389830	1.500565	1.412458	1.344621
chr6:69309000-69389998	chr6	69309000	69389998	chr6	69309000	69389998	255,255,0	1.502000	80998	1.372377	1.234441	1.450077	1.502003	1.330152	1.389525
chr6:70290000-70700998	chr6	70290000	70700998	chr6	70290000	70700998	255,255,0	1.571000	410998	1.442727	1.445504	1.395898	1.460887	1.575127	1.570641
chr6:70704000-70778998	chr6	70704000	70778998	chr6	70704000	70778998	255,255,0	2.503000	74998	2.775616	2.833668	2.617204	2.503130	2.799383	2.719289
chr6:70803000-70889998	chr6	70803000	70889998	chr6	70803000	70889998	255,255,0	2.600000	86998	2.791747	2.685311	2.611062	2.600123	2.792457	2.714890
chr6:70926000-71138998	chr6	70926000	71138998	chr6	70926000	71138998	255,255,0	2.218000	212998	2.179283	2.218239	2.167100	2.268356	2.271768	2.088264
chr6:71145000-71411998	chr6	71145000	71411998	chr6	71145000	71411998	255,255,0	1.986000	266998	1.940224	1.985814	1.926311	2.029922	2.094800	1.977845
chr6:71442000-71489998	chr6	71442000	71489998	chr6	71442000	71489998	255,255,0	1.961000	47998	1.537892	1.960939	1.467613	1.625305	1.710186	1.841517
chr6:71613000-71813998	chr6	71613000	71813998	chr6	71613000	71813998	255,255,0	2.289000	200998	2.058166	2.141559	2.069460	2.098725	2.289350	2.142054
chr6:71916000-72173998	chr6	71916000	72173998	chr6	71916000	72173998	255,255,0	2.789000	257998	2.862061	2.814934	2.763556	2.881668	2.968010	2.670661
chr6:72177000-72269998	chr6	72177000	72269998	chr6	72177000	72269998	255,255,0	2.721000	92998	2.790574	2.720910	2.638356	2.648856	2.842551	2.623493
chr6:72360000-72407998	chr6	72360000	72407998	chr6	72360000	72407998	255,255,0	1.750000	47998	1.609347	1.749942	1.534584	1.500591	1.533602	1.493127
chr6:72417000-72575998	chr6	72417000	72575998	chr6	72417000	72575998	255,255,0	2.462000	158998	2.461917	2.476664	2.429541	2.561813	2.535841	2.441137
chr6:72630000-72839998	chr6	72630000	72839998	chr6	72630000	72839998	255,255,0	2.433000	209998	2.432805	2.453602	2.412476	2.369945	2.423910	2.308495
chr6:72906000-73241998	chr6	72906000	73241998	chr6	72906000	73241998	255,255,0	2.213000	335998	2.149973	2.201384	2.196480	2.331465	2.380623	2.205633
chr6:73359000-73523998	chr6	73359000	73523998	chr6	73359000	73523998	255,255,0	2.015000	164998	1.902052	1.945600	2.014670	1.995631	2.023462	1.961012
chr6:73371000-73436998	chr6	73371000	73436998	chr6	73371000	73436998	255,255,0	1.977000	65998	1.678657	1.839041	1.906108	1.900648	1.925307	1.976952
chr6:76959000-77237998	chr6	76959000	77237998	chr6	76959000	77237998	255,255,0	1.647000	278998	1.559424	1.603069	1.647277	1.661262	1.694859	1.679484
chr6:77238000-77600998	chr6	77238000	77600998	chr6	77238000	77600998	255,255,0	2.407000	362998	2.577606	2.460992	2.382551	2.476660	2.710639	2.452829
chr6:77622000-78524998	chr6	77622000	78524998	chr6	77622000	78524998	255,255,0	2.559000	902998	2.614833	2.552682	2.425023	2.583016	2.734673	2.501827
chr6:79986000-81827998	chr6	79986000	81827998	chr6	79986000	81827998	255,255,0	2.105000	1841998	2.091418	2.126295	2.104662	2.294503	2.294132	2.203776
chr6:81960000-82709998	chr6	81960000	82709998	chr6	81960000	82709998	255,255,0	2.616000	749998	2.492033	2.462959	2.446477	2.616346	2.633385	2.559257
chr6:82902000-82979998	chr6	82902000	82979998	chr6	82902000	82979998	255,255,0	2.260000	77998	2.256834	2.214964	2.191615	2.264362	2.353486	2.272792
chr6:82989000-83108998	chr6	82989000	83108998	chr6	82989000	83108998	255,255,0	1.609000	119998	1.622058	1.606672	1.567430	1.573371	1.600318	1.553550
chr6:83163000-83333998	chr6	83163000	83333998	chr6	83163000	83333998	255,255,0	1.587000	170998	1.631172	1.591262	1.520877	1.587363	1.609994	1.565454
chr6:83346000-83519998	chr6	83346000	83519998	chr6	83346000	83519998	255,255,0	2.454000	173998	2.619714	2.552257	2.387157	2.453793	2.601812	2.609703
chr6:83868000-84080998	chr6	83868000	84080998	chr6	83868000	84080998	255,255,0	2.326000	212998	2.345158	2.408501	2.256942	2.354513	2.296846	2.264252
chr6:84087000-84596998	chr6	84087000	84596998	chr6	84087000	84596998	255,255,0	2.432000	509998	2.351195	2.330842	2.241625	2.348968	2.503356	2.431769
chr6:84399000-84596998	chr6	84399000	84596998	chr6	84399000	84596998	255,255,0	1.653000	197998	1.719099	1.637788	1.653377	1.656455	1.755189	1.680392
chr6:84591000-84923998	chr6	84591000	84923998	chr6	84591000	84923998	255,255,0	1.562000	332998	1.578960	1.591827	1.562347	1.570137	1.613386	1.540071
chr6:84918000-85019998	chr6	84918000	85019998	chr6	84918000	85019998	255,255,0	1.610000	101998	1.609943	1.400888	1.414277	1.524193	1.435745	1.441509
chr6:85029000-85136998	chr6	85029000	85136998	chr6	85029000	85136998	255,255,0	2.515000	107998	2.636610	2.438288	2.465236	2.514595	2.812393	2.623389
chr6:85140000-85436998	chr6	85140000	85436998	chr6	85140000	85436998	255,255,0	2.133000	296998	2.191821	2.019023	1.939346	2.133047	2.185602	2.142047
chr6:85152000-85247998	chr6	85152000	85247998	chr6	85152000	85247998	255,255,0	2.017000	95998	2.110035	2.023062	2.016793	1.906708	2.159558	1.978886
chr6:85338000-85394998	chr6	85338000	85394998	chr6	85338000	85394998	255,255,0	2.280000	56998	2.189002	2.190222	2.279909	2.010311	2.181703	2.020074
chr6:85446000-85667998	chr6	85446000	85667998	chr6	85446000	85667998	255,255,0	1.872000	221998	2.102329	1.867730	1.848811	1.894440	1.946205	1.871864
chr6:85722000-85910998	chr6	85722000	85910998	chr6	85722000	85910998	255,255,0	1.616000	188998	1.499448	1.615338	1.551320	1.489457	1.588744	1.551174
chr6:86121000-86366998	chr6	86121000	86366998	chr6	86121000	86366998	255,255,0	2.938000	245998	2.937717	3.104717	2.865068	3.037265	3.345633	3.025311
chr6:86406000-86711998	chr6	86406000	86711998	chr6	86406000	86711998	255,255,0	2.337000	305998	2.337442	2.322357	2.170028	2.225193	2.338672	2.278159
chr6:86469000-86531998	chr6	86469000	86531998	chr6	86469000	86531998	255,255,0	2.187000	62998	2.148351	2.443416	2.171749	2.202438	2.630916	2.166654
chr6:86532000-86675998	chr6	86532000	86675998	chr6	86532000	86675998	255,255,0	2.496000	143998	2.317724	2.342910	2.196886	2.312672	2.496242	2.370378
chr6:86742000-86813998	chr6	86742000	86813998	chr6	86742000	86813998	255,255,0	2.060000	71998	2.026128	1.924393	1.952404	1.930641	2.036189	2.025892
chr6:87093000-87344998	chr6	87093000	87344998	chr6	87093000	87344998	255,255,0	2.975000	251998	2.894281	2.906389	2.807067	2.880358	3.082937	2.960172
chr6:87393000-87524998	chr6	87393000	87524998	chr6	87393000	87524998	255,255,0	1.639000	131998	1.496073	1.543863	1.412031	1.639229	1.597294	1.599432
chr6:87570000-87674998	chr6	87570000	87674998	chr6	87570000	87674998	255,255,0	1.783000	104998	1.600257	1.623279	1.523605	1.756164	1.942384	1.613168
chr6:87837000-88109998	chr6	87837000	88109998	chr6	87837000	88109998	255,255,0	1.983000	272998	1.856846	1.862201	1.838825	1.867737	1.983243	1.842162
chr6:87894000-88001998	chr6	87894000	88001998	chr6	87894000	88001998	255,255,0	1.681000	107998	1.609683	1.535681	1.554063	1.680555	1.732937	1.591253
chr6:88002000-88106998	chr6	88002000	88106998	chr6	88002000	88106998	255,255,0	1.892000	104998	1.846452	1.758369	1.740176	1.827282	1.884193	1.892331
chr6:88110000-88514998	chr6	88110000	88514998	chr6	88110000	88514998	255,255,0	2.544000	404998	2.706763	2.643908	2.544314	2.683049	2.761321	2.597713
chr6:88536000-88913998	chr6	88536000	88913998	chr6	88536000	88913998	255,255,0	3.856000	377998	3.956320	3.776384	3.640754	3.656771	3.856060	3.512373
chr6:88914000-89675998	chr6	88914000	89675998	chr6	88914000	89675998	255,255,0	4.533000	761998	4.843777	4.506493	4.330593	4.762584	4.912910	4.537512
chr6:89679000-90332998	chr6	89679000	90332998	chr6	89679000	90332998	255,255,0	3.344000	653998	3.348692	3.133278	3.203338	3.332216	3.340926	3.177639
chr6:90735000-90818998	chr6	90735000	90818998	chr6	90735000	90818998	255,255,0	2.140000	83998	2.159128	2.139850	2.005802	2.088194	2.204072	2.078092
chr6:90816000-91148998	chr6	90816000	91148998	chr6	90816000	91148998	255,255,0	1.796000	332998	1.737350	1.775366	1.742021	1.791263	1.828395	1.711128
chr6:91161000-91283998	chr6	91161000	91283998	chr6	91161000	91283998	255,255,0	3.060000	122998	3.187286	3.047335	2.862922	3.047095	3.373343	2.933755
chr6:91281000-91421998	chr6	91281000	91421998	chr6	91281000	91421998	255,255,0	3.247000	140998	3.092152	3.028354	2.909638	2.894770	3.246530	2.950907
chr6:91518000-91754998	chr6	91518000	91754998	chr6	91518000	91754998	255,255,0	2.600000	236998	2.597842	2.458511	2.446881	2.578316	2.744831	2.605089
chr6:91758000-91883998	chr6	91758000	91883998	chr6	91758000	91883998	255,255,0	2.207000	125998	2.040004	1.968098	1.882831	2.063860	2.207199	2.043803
chr6:91893000-92075998	chr6	91893000	92075998	chr6	91893000	92075998	255,255,0	3.187000	182998	3.187164	3.192039	3.038340	3.238765	3.353675	3.108289
chr6:92277000-92756998	chr6	92277000	92756998	chr6	92277000	92756998	255,255,0	3.128000	479998	3.061239	3.115569	3.031622	3.155019	3.197353	3.084664
chr6:92763000-93743998	chr6	92763000	93743998	chr6	92763000	93743998	255,255,0	2.386000	980998	2.427745	2.418181	2.363789	2.506645	2.539023	2.385858
chr6:93747000-94046998	chr6	93747000	94046998	chr6	93747000	94046998	255,255,0	2.224000	299998	2.360320	2.263345	2.224444	2.289193	2.325041	2.280748
chr6:93750000-93998998	chr6	93750000	93998998	chr6	93750000	93998998	255,255,0	2.286000	248998	2.394807	2.285886	2.197216	2.345616	2.450808	2.389684
chr6:94062000-94493998	chr6	94062000	94493998	chr6	94062000	94493998	255,255,0	2.339000	431998	2.339322	2.271349	2.201079	2.272355	2.342737	2.267705
chr6:94518000-95006998	chr6	94518000	95006998	chr6	94518000	95006998	255,255,0	2.777000	488998	2.907518	2.912358	2.753879	3.036186	3.185166	3.043272
chr6:95046000-97034998	chr6	95046000	97034998	chr6	95046000	97034998	255,255,0	3.035000	1988998	2.865557	2.753357	2.739612	2.931427	3.030401	2.898753
chr6:97413000-97526998	chr6	97413000	97526998	chr6	97413000	97526998	255,255,0	1.769000	113998	1.781275	1.881031	1.771688	1.768467	1.796501	1.769289
chr6:97524000-97745998	chr6	97524000	97745998	chr6	97524000	97745998	255,255,0	1.803000	221998	1.742061	1.717201	1.702176	1.751473	1.802968	1.692582
chr6:97749000-98015998	chr6	97749000	98015998	chr6	97749000	98015998	255,255,0	3.065000	266998	3.064553	3.010701	2.956733	2.844463	3.050974	2.780247
chr6:98088000-99638998	chr6	98088000	99638998	chr6	98088000	99638998	255,255,0	2.440000	1550998	2.478382	2.438137	2.417603	2.622073	2.711204	2.516292
chr6:99645000-100661998	chr6	99645000	100661998	chr6	99645000	100661998	255,255,0	2.548000	1016998	2.779747	2.566174	2.547133	2.636096	2.624286	2.581401
chr6:100665000-100880998	chr6	100665000	100880998	chr6	100665000	100880998	255,255,0	2.774000	215998	2.995848	2.961967	2.774197	3.088726	3.185205	2.964159
chr6:100875000-101267998	chr6	100875000	101267998	chr6	100875000	101267998	255,255,0	2.492000	392998	2.475674	2.492284	2.303106	2.411228	2.635504	2.375543
chr6:100878000-101204998	chr6	100878000	101204998	chr6	100878000	101204998	255,255,0	2.346000	326998	2.574192	2.469874	2.345861	2.539827	2.809050	2.476377
chr6:101262000-101627998	chr6	101262000	101627998	chr6	101262000	101627998	255,255,0	2.451000	365998	2.314784	2.435390	2.342835	2.551031	2.629520	2.471699
chr6:101265000-101543998	chr6	101265000	101543998	chr6	101265000	101543998	255,255,0	2.332000	278998	2.331646	2.371155	2.233607	2.352611	2.414530	2.337024
chr6:101631000-103274998	chr6	101631000	103274998	chr6	101631000	103274998	255,255,0	2.199000	1643998	2.191945	1.955536	2.000206	2.166824	2.170502	2.158472
chr6:103296000-103703998	chr6	103296000	103703998	chr6	103296000	103703998	255,255,0	3.733000	407998	3.683648	3.928814	3.733429	3.782531	4.017012	3.706208
chr6:103731000-105107998	chr6	103731000	105107998	chr6	103731000	105107998	255,255,0	1.832000	1376998	1.754334	1.786123	1.742374	1.746678	1.829384	1.753258
chr6:103737000-103832998	chr6	103737000	103832998	chr6	103737000	103832998	255,255,0	1.781000	95998	1.518072	1.786316	1.780902	1.664869	1.662967	1.603816
chr6:105672000-106667998	chr6	105672000	106667998	chr6	105672000	106667998	255,255,0	2.367000	995998	2.320784	2.357191	2.386972	2.287147	2.300285	2.221948
chr6:105672000-106760998	chr6	105672000	106760998	chr6	105672000	106760998	255,255,0	2.338000	1088998	2.337921	2.307242	2.296624	2.269422	2.284170	2.191052
chr6:106767000-108068998	chr6	106767000	108068998	chr6	106767000	108068998	255,255,0	3.780000	1301998	3.780439	3.631337	3.560744	3.745059	3.836667	3.631221
chr6:108063000-108770998	chr6	108063000	108770998	chr6	108063000	108770998	255,255,0	3.049000	707998	3.011590	3.021406	3.017237	3.066154	3.132737	3.056198
chr6:108777000-108836998	chr6	108777000	108836998	chr6	108777000	108836998	255,255,0	1.516000	59998	1.592849	1.516264	1.527046	1.589202	1.682161	1.508994
chr6:108873000-110534998	chr6	108873000	110534998	chr6	108873000	110534998	255,255,0	1.666000	1661998	1.569035	1.456161	1.453546	1.622247	1.665631	1.626403
chr6:108960000-110486998	chr6	108960000	110486998	chr6	108960000	110486998	255,255,0	1.525000	1526998	1.543904	1.525426	1.463547	1.614717	1.616129	1.652154
chr6:108966000-110534998	chr6	108966000	110534998	chr6	108966000	110534998	255,255,0	1.662000	1568998	1.581765	1.504208	1.482255	1.622596	1.655838	1.661731
chr6:108999000-110996998	chr6	108999000	110996998	chr6	108999000	110996998	255,255,0	1.609000	1997998	1.608541	1.417072	1.419537	1.405864	1.476098	1.461524
chr6:110529000-112196998	chr6	110529000	112196998	chr6	110529000	112196998	255,255,0	2.040000	1667998	1.855740	1.946072	1.937426	2.040255	1.977279	1.952379
chr6:111024000-112193998	chr6	111024000	112193998	chr6	111024000	112193998	255,255,0	2.046000	1169998	2.045729	2.015675	2.034497	1.888146	1.856887	1.832281
chr6:112200000-112373998	chr6	112200000	112373998	chr6	112200000	112373998	255,255,0	2.869000	173998	2.948040	2.967577	2.840190	2.815344	3.227335	2.758238
chr6:112398000-112490998	chr6	112398000	112490998	chr6	112398000	112490998	255,255,0	1.669000	92998	1.636921	1.643361	1.544466	1.589960	1.871801	1.646114
chr6:112485000-112694998	chr6	112485000	112694998	chr6	112485000	112694998	255,255,0	1.896000	209998	1.896237	1.864162	1.839636	1.989595	2.006841	1.847197
chr6:112695000-113018998	chr6	112695000	113018998	chr6	112695000	113018998	255,255,0	3.167000	323998	3.366348	3.340925	3.159147	3.273899	3.336697	3.179298
chr6:113034000-113156998	chr6	113034000	113156998	chr6	113034000	113156998	255,255,0	1.611000	122998	1.557888	1.630540	1.517564	1.703765	1.614865	1.610873
chr6:113034000-113321998	chr6	113034000	113321998	chr6	113034000	113321998	255,255,0	1.626000	287998	1.605594	1.587130	1.530119	1.586477	1.626248	1.557586
chr6:113631000-113693998	chr6	113631000	113693998	chr6	113631000	113693998	255,255,0	1.860000	62998	1.787954	1.720614	1.641944	1.661703	1.855405	1.712253
chr6:113751000-114080998	chr6	113751000	114080998	chr6	113751000	114080998	255,255,0	2.960000	329998	2.975479	2.960331	2.777582	2.892992	3.039260	2.793574
chr6:114081000-114350998	chr6	114081000	114350998	chr6	114081000	114350998	255,255,0	2.782000	269998	2.576643	2.539603	2.399420	2.625618	2.781980	2.474639
chr6:114714000-114926998	chr6	114714000	114926998	chr6	114714000	114926998	255,255,0	2.761000	212998	2.578338	2.581538	2.398305	2.557518	2.761239	2.577667
chr6:114924000-115034998	chr6	114924000	115034998	chr6	114924000	115034998	255,255,0	2.683000	110998	2.686589	2.683028	2.476499	2.742500	2.936753	2.659750
chr6:115038000-115274998	chr6	115038000	115274998	chr6	115038000	115274998	255,255,0	2.501000	236998	2.614383	2.544350	2.500571	2.471545	2.545999	2.434991
chr6:115275000-115547998	chr6	115275000	115547998	chr6	115275000	115547998	255,255,0	2.142000	272998	2.133483	2.086655	2.087172	2.215972	2.156301	2.142431
chr6:115551000-115823998	chr6	115551000	115823998	chr6	115551000	115823998	255,255,0	2.053000	272998	2.055630	1.923150	1.893316	2.041058	2.093118	2.043278
chr6:115893000-116009998	chr6	115893000	116009998	chr6	115893000	116009998	255,255,0	2.623000	116998	2.637242	2.622521	2.490392	2.452492	2.620971	2.353779
chr6:116007000-116138998	chr6	116007000	116138998	chr6	116007000	116138998	255,255,0	2.567000	131998	2.370605	2.512817	2.398503	2.567198	2.735125	2.486246
chr6:116256000-116432998	chr6	116256000	116432998	chr6	116256000	116432998	255,255,0	1.745000	176998	1.750056	1.760037	1.719624	1.751855	1.745244	1.697754
chr6:116628000-117839998	chr6	116628000	117839998	chr6	116628000	117839998	255,255,0	2.729000	1211998	2.595448	2.560632	2.510988	2.729358	2.657427	2.512974
