#TAD name	chr1	start1	end1	chr2	start2	end2	color	InclustionRatio(IR)	Length	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs IR
chr7:127761000-127913998	chr7	127761000	127913998	chr7	127761000	127913998	255,255,0	2.026000	152998	2.067077	1.899300	2.026360	1.942029	1.962414	1.916655
chr7:128301000-128351998	chr7	128301000	128351998	chr7	128301000	128351998	255,255,0	1.635000	50998	1.306819	1.334361	1.181599	1.677262	1.693252	1.635191
chr7:128454000-128711998	chr7	128454000	128711998	chr7	128454000	128711998	255,255,0	3.216000	257998	3.306703	3.168987	3.215089	3.259245	3.227155	3.331424
chr7:128772000-129611998	chr7	128772000	129611998	chr7	128772000	129611998	255,255,0	2.714000	839998	1.955202	1.959191	1.955108	2.570202	2.432968	2.691468
chr7:128775000-129557998	chr7	128775000	129557998	chr7	128775000	129557998	255,255,0	2.198000	782998	2.152388	2.172369	2.196867	2.566214	2.477402	2.630270
chr7:129633000-130490998	chr7	129633000	130490998	chr7	129633000	130490998	255,255,0	2.283000	857998	2.261211	2.283262	2.233148	2.556921	2.524313	2.621184
chr7:129642000-130280998	chr7	129642000	130280998	chr7	129642000	130280998	255,255,0	2.959000	638998	2.459234	2.191297	2.203855	2.985046	2.779431	2.959496
chr7:130665000-130769998	chr7	130665000	130769998	chr7	130665000	130769998	255,255,0	2.746000	104998	2.850313	2.729270	2.923573	3.195139	3.061716	3.210767
chr7:130767000-130922998	chr7	130767000	130922998	chr7	130767000	130922998	255,255,0	2.046000	155998	2.156248	2.072535	2.134558	2.072693	2.028608	2.052785
chr7:131052000-131336998	chr7	131052000	131336998	chr7	131052000	131336998	255,255,0	1.522000	284998	1.484206	1.431192	1.518432	1.483172	1.522067	1.461997
chr7:131346000-131429998	chr7	131346000	131429998	chr7	131346000	131429998	255,255,0	1.785000	83998	1.838845	1.681674	1.850758	1.616107	1.785486	1.670641
chr7:131517000-131885998	chr7	131517000	131885998	chr7	131517000	131885998	255,255,0	1.533000	368998	1.533241	1.499643	1.516044	1.747189	1.787666	1.870720
chr7:131889000-132218998	chr7	131889000	132218998	chr7	131889000	132218998	255,255,0	3.162000	329998	2.943760	2.824889	2.827918	3.173882	3.035821	3.161556
chr7:132216000-132557998	chr7	132216000	132557998	chr7	132216000	132557998	255,255,0	3.226000	341998	3.336729	3.226192	3.297462	3.352143	3.308335	3.348035
chr7:132648000-132818998	chr7	132648000	132818998	chr7	132648000	132818998	255,255,0	3.564000	170998	3.647377	3.386098	3.564031	3.568368	3.531518	3.576152
chr7:133011000-133640998	chr7	133011000	133640998	chr7	133011000	133640998	255,255,0	3.266000	629998	3.486795	3.425386	3.265681	3.230766	3.156962	3.323730
chr7:133842000-134363998	chr7	133842000	134363998	chr7	133842000	134363998	255,255,0	2.370000	521998	1.912324	1.919949	1.858488	2.484813	2.369521	2.355919
chr7:135528000-135644998	chr7	135528000	135644998	chr7	135528000	135644998	255,255,0	3.074000	116998	2.909525	2.774753	3.074458	2.965424	2.881456	3.106715
chr7:135756000-137384998	chr7	135756000	137384998	chr7	135756000	137384998	255,255,0	1.864000	1628998	1.854369	1.809173	1.796468	2.091349	2.037503	2.104734
chr7:137469000-138833998	chr7	137469000	138833998	chr7	137469000	138833998	255,255,0	2.530000	1364998	2.608781	2.530260	2.563880	2.590001	2.658701	2.706670
chr7:138831000-139028998	chr7	138831000	139028998	chr7	138831000	139028998	255,255,0	2.339000	197998	2.349711	2.295632	2.377597	2.183885	2.333843	2.217219
chr7:139062000-139208998	chr7	139062000	139208998	chr7	139062000	139208998	255,255,0	2.988000	146998	3.363052	2.988162	3.210896	2.988350	3.091461	3.037614
chr7:139227000-139301998	chr7	139227000	139301998	chr7	139227000	139301998	255,255,0	2.507000	74998	2.380815	2.392939	2.437899	2.612119	2.506769	2.615855
chr7:139299000-139481998	chr7	139299000	139481998	chr7	139299000	139481998	255,255,0	2.526000	182998	2.539025	2.523484	2.473783	2.496613	2.525834	2.548771
chr7:139695000-139880998	chr7	139695000	139880998	chr7	139695000	139880998	255,255,0	2.503000	185998	2.366337	2.326449	2.407600	2.466814	2.461086	2.468166
chr7:140073000-140147998	chr7	140073000	140147998	chr7	140073000	140147998	255,255,0	2.634000	74998	2.633521	2.429091	2.539005	2.507345	2.460980	2.687918
chr7:140175000-140810998	chr7	140175000	140810998	chr7	140175000	140810998	255,255,0	2.027000	635998	1.985863	2.024649	1.957645	2.125292	2.079418	2.084706
chr7:140838000-140909998	chr7	140838000	140909998	chr7	140838000	140909998	255,255,0	3.074000	71998	3.372661	3.074189	3.295074	3.175517	3.229301	3.185226
chr7:141057000-141188998	chr7	141057000	141188998	chr7	141057000	141188998	255,255,0	2.075000	131998	2.074690	1.944282	2.000725	2.032361	1.969680	1.966913
chr7:141219000-141392998	chr7	141219000	141392998	chr7	141219000	141392998	255,255,0	1.949000	173998	1.952379	1.923497	2.009399	2.022813	1.939739	1.949404
chr7:141474000-141530998	chr7	141474000	141530998	chr7	141474000	141530998	255,255,0	2.706000	56998	2.693275	2.595799	2.523716	2.575144	2.705938	2.774707
chr7:141696000-141752998	chr7	141696000	141752998	chr7	141696000	141752998	255,255,0	1.893000	56998	2.082136	2.114331	1.885016	1.870913	2.175616	1.892888
chr7:141744000-142133998	chr7	141744000	142133998	chr7	141744000	142133998	255,255,0	1.745000	389998	1.768387	1.745123	1.736525	1.800307	1.780856	1.701064
chr7:141747000-141872998	chr7	141747000	141872998	chr7	141747000	141872998	255,255,0	1.825000	125998	1.784361	1.725200	1.734804	1.704083	1.733342	1.690997
chr7:141876000-142118998	chr7	141876000	142118998	chr7	141876000	142118998	255,255,0	1.908000	242998	1.914947	1.700705	1.848244	1.908203	1.903037	1.806306
chr7:142302000-142691998	chr7	142302000	142691998	chr7	142302000	142691998	255,255,0	2.995000	389998	3.096996	2.920471	2.928897	3.045351	2.995313	3.001543
chr7:143001000-143090998	chr7	143001000	143090998	chr7	143001000	143090998	255,255,0	2.250000	89998	2.403745	2.250246	2.298268	2.352289	2.428006	2.609993
chr7:143088000-143147998	chr7	143088000	143147998	chr7	143088000	143147998	255,255,0	2.789000	59998	2.482451	2.257283	2.495830	2.750662	2.788832	2.882054
chr7:143148000-143477998	chr7	143148000	143477998	chr7	143148000	143477998	255,255,0	3.595000	329998	3.561820	3.257652	3.517266	3.715217	3.558889	3.630629
chr7:143697000-143771998	chr7	143697000	143771998	chr7	143697000	143771998	255,255,0	3.344000	74998	2.837866	2.497412	2.706559	3.344227	3.205112	3.563441
chr7:143868000-143924998	chr7	143868000	143924998	chr7	143868000	143924998	255,255,0	1.536000	56998	1.536490	1.265775	1.285011	1.262492	1.213425	1.067218
chr7:144210000-144434998	chr7	144210000	144434998	chr7	144210000	144434998	255,255,0	3.031000	224998	2.872571	2.567032	2.685260	3.167889	3.030802	3.146372
chr7:144438000-144590998	chr7	144438000	144590998	chr7	144438000	144590998	255,255,0	2.401000	152998	2.583070	2.366634	2.516725	2.401032	2.275307	2.340651
chr7:144585000-144782998	chr7	144585000	144782998	chr7	144585000	144782998	255,255,0	2.298000	197998	1.934106	1.886042	2.070490	2.472866	2.298367	2.488860
chr7:144588000-144905998	chr7	144588000	144905998	chr7	144588000	144905998	255,255,0	2.015000	317998	1.979888	2.014907	1.991689	2.189711	2.160730	2.294115
chr7:144780000-144905998	chr7	144780000	144905998	chr7	144780000	144905998	255,255,0	2.535000	125998	1.908590	1.851729	2.002540	2.534552	2.297705	2.539930
chr8:4809000-6491998	chr8	4809000	6491998	chr8	4809000	6491998	255,255,0	1.992000	1682998	1.969170	1.939183	1.991961	1.973611	1.950042	1.977971
chr8:8127000-8669998	chr8	8127000	8669998	chr8	8127000	8669998	255,255,0	1.679000	542998	1.572348	1.582035	1.598305	1.609118	1.706400	1.678710
chr8:8166000-8666998	chr8	8166000	8666998	chr8	8166000	8666998	255,255,0	1.720000	500998	1.596151	1.599438	1.633901	1.643862	1.719549	1.649150
chr8:8166000-8699998	chr8	8166000	8699998	chr8	8166000	8699998	255,255,0	1.606000	533998	1.567158	1.605850	1.625771	1.618607	1.709481	1.628892
chr8:8205000-8666998	chr8	8205000	8666998	chr8	8205000	8666998	255,255,0	1.666000	461998	1.666046	1.576922	1.669426	1.635116	1.703145	1.646544
chr8:8703000-9200998	chr8	8703000	9200998	chr8	8703000	9200998	255,255,0	1.873000	497998	1.521133	1.532144	1.530742	1.855918	1.854487	1.865363
chr8:9207000-9956998	chr8	9207000	9956998	chr8	9207000	9956998	255,255,0	3.673000	749998	3.666598	3.447462	3.523883	3.966389	3.896408	3.839962
chr8:9969000-10412998	chr8	9969000	10412998	chr8	9969000	10412998	255,255,0	2.290000	443998	2.350667	2.289607	2.247075	2.542733	2.457193	2.536509
chr8:10029000-10409998	chr8	10029000	10409998	chr8	10029000	10409998	255,255,0	2.687000	380998	2.376686	2.245276	2.248608	2.655411	2.613572	2.686683
chr8:10419000-11222998	chr8	10419000	11222998	chr8	10419000	11222998	255,255,0	2.503000	803998	2.573845	2.479731	2.482497	2.485209	2.499509	2.588053
chr8:11244000-11402998	chr8	11244000	11402998	chr8	11244000	11402998	255,255,0	2.484000	158998	2.037290	2.172362	2.151903	2.484204	2.287784	2.379866
chr8:11415000-11492998	chr8	11415000	11492998	chr8	11415000	11492998	255,255,0	1.967000	77998	1.975383	1.866923	1.919276	2.358591	2.284944	2.407468
chr8:11499000-11546998	chr8	11499000	11546998	chr8	11499000	11546998	255,255,0	1.593000	47998	1.592838	1.521010	1.407823	1.443209	1.379485	1.432976
chr8:11538000-11615998	chr8	11538000	11615998	chr8	11538000	11615998	255,255,0	1.614000	77998	1.343571	1.281482	1.312766	1.350330	1.311703	1.614152
chr8:11628000-11708998	chr8	11628000	11708998	chr8	11628000	11708998	255,255,0	1.961000	80998	1.531168	1.524139	1.637977	1.951421	1.798591	1.918154
chr8:11724000-11840998	chr8	11724000	11840998	chr8	11724000	11840998	255,255,0	2.111000	116998	2.093566	2.095656	2.145174	2.101313	2.015543	1.881228
chr8:11952000-12614998	chr8	11952000	12614998	chr8	11952000	12614998	255,255,0	2.810000	662998	2.335972	2.371387	2.365026	2.690706	2.726786	2.803249
chr8:12750000-12821998	chr8	12750000	12821998	chr8	12750000	12821998	255,255,0	1.848000	71998	1.538564	1.423484	1.484996	1.767977	1.745420	1.671684
chr8:12864000-12992998	chr8	12864000	12992998	chr8	12864000	12992998	255,255,0	2.192000	128998	2.078970	1.809094	1.958372	2.191798	2.032656	2.092225
chr8:13398000-13799998	chr8	13398000	13799998	chr8	13398000	13799998	255,255,0	2.558000	401998	2.728217	2.558353	2.634076	2.650327	2.650175	2.525548
chr8:13482000-13547998	chr8	13482000	13547998	chr8	13482000	13547998	255,255,0	1.586000	65998	1.430136	1.514024	1.590297	1.554917	1.526676	1.586188
chr8:13545000-13763998	chr8	13545000	13763998	chr8	13545000	13763998	255,255,0	2.577000	218998	2.636967	2.503688	2.550217	2.654239	2.636586	2.577156
chr8:13923000-14876998	chr8	13923000	14876998	chr8	13923000	14876998	255,255,0	2.367000	953998	2.261865	2.178025	2.144881	2.430660	2.282142	2.366690
chr8:14943000-15050998	chr8	14943000	15050998	chr8	14943000	15050998	255,255,0	4.313000	107998	4.489652	3.839306	4.364262	4.313191	4.161638	4.332670
chr8:15216000-15737998	chr8	15216000	15737998	chr8	15216000	15737998	255,255,0	1.526000	521998	1.507071	1.465612	1.525578	1.779794	1.750456	1.745792
chr8:15261000-15737998	chr8	15261000	15737998	chr8	15261000	15737998	255,255,0	1.819000	476998	1.490951	1.462861	1.451474	1.799003	1.819417	1.769036
chr8:17385000-17546998	chr8	17385000	17546998	chr8	17385000	17546998	255,255,0	2.653000	161998	2.621935	2.404749	2.520981	2.493665	2.453366	2.604469
chr8:17553000-18572998	chr8	17553000	18572998	chr8	17553000	18572998	255,255,0	1.929000	1019998	1.661741	1.651628	1.621444	2.020720	1.928856	2.075740
chr8:18576000-18956998	chr8	18576000	18956998	chr8	18576000	18956998	255,255,0	3.072000	380998	2.907816	2.810294	3.018793	3.027190	2.954962	2.920511
chr8:18960000-19805998	chr8	18960000	19805998	chr8	18960000	19805998	255,255,0	2.135000	845998	2.160583	1.617393	2.135201	2.312498	2.234306	2.169747
chr8:19470000-19694998	chr8	19470000	19694998	chr8	19470000	19694998	255,255,0	1.668000	224998	1.353018	1.668201	1.307634	1.279485	1.261151	1.373742
chr8:20256000-20606998	chr8	20256000	20606998	chr8	20256000	20606998	255,255,0	2.970000	350998	2.665003	2.970177	2.522070	2.656012	2.705137	2.746926
chr8:20322000-20525998	chr8	20322000	20525998	chr8	20322000	20525998	255,255,0	3.221000	203998	2.766561	2.250851	2.358073	3.073788	3.256701	3.220856
chr8:20811000-21371998	chr8	20811000	21371998	chr8	20811000	21371998	255,255,0	2.804000	560998	2.607782	2.398957	2.785329	2.733166	2.615932	2.685215
chr8:21297000-21350998	chr8	21297000	21350998	chr8	21297000	21350998	255,255,0	1.565000	53998	1.523903	1.565199	1.355334	1.680932	1.406882	1.622352
chr8:21651000-22388998	chr8	21651000	22388998	chr8	21651000	22388998	255,255,0	1.910000	737998	1.925916	2.066995	1.952503	1.910466	1.837751	1.935348
chr8:21681000-21971998	chr8	21681000	21971998	chr8	21681000	21971998	255,255,0	1.741000	290998	1.741067	1.680523	1.568298	1.697253	1.611040	1.648085
chr8:22389000-23264998	chr8	22389000	23264998	chr8	22389000	23264998	255,255,0	3.222000	875998	3.465199	3.418801	3.398348	3.393950	3.221680	3.180966
chr8:22422000-22580998	chr8	22422000	22580998	chr8	22422000	22580998	255,255,0	3.632000	158998	3.631769	3.328770	3.172729	3.141146	3.018171	2.996049
chr8:23265000-24791998	chr8	23265000	24791998	chr8	23265000	24791998	255,255,0	2.255000	1526998	2.255012	2.314755	2.375210	2.290760	2.284844	2.442446
chr8:23265000-24935998	chr8	23265000	24935998	chr8	23265000	24935998	255,255,0	2.356000	1670998	2.245804	2.370393	2.290247	2.352973	2.355871	2.390940
chr8:25263000-25583998	chr8	25263000	25583998	chr8	25263000	25583998	255,255,0	3.659000	320998	3.659486	3.491036	3.522135	3.628995	3.540254	3.638121
chr8:26178000-27029998	chr8	26178000	27029998	chr8	26178000	27029998	255,255,0	3.895000	851998	3.856249	3.679551	3.940981	3.802357	3.928773	3.895054
chr8:27540000-29537998	chr8	27540000	29537998	chr8	27540000	29537998	255,255,0	1.773000	1997998	1.578572	1.772761	1.566701	1.776008	1.716160	1.765870
chr8:27582000-29348998	chr8	27582000	29348998	chr8	27582000	29348998	255,255,0	1.967000	1766998	1.629360	1.687410	1.630908	1.914322	1.852947	1.930610
chr8:29529000-29579998	chr8	29529000	29579998	chr8	29529000	29579998	255,255,0	1.520000	50998	1.466640	1.509380	1.563223	1.302910	1.403726	1.342066
chr8:29529000-31025998	chr8	29529000	31025998	chr8	29529000	31025998	255,255,0	1.771000	1496998	1.548515	1.382662	1.509946	1.764853	1.771385	1.822112
chr8:31077000-31226998	chr8	31077000	31226998	chr8	31077000	31226998	255,255,0	2.557000	149998	2.615135	2.718539	2.391306	2.557416	2.650175	2.595690
chr8:31089000-31157998	chr8	31089000	31157998	chr8	31089000	31157998	255,255,0	2.677000	68998	2.657728	2.529389	2.423018	2.446058	2.723773	2.484470
chr8:31230000-33206998	chr8	31230000	33206998	chr8	31230000	33206998	255,255,0	2.055000	1976998	2.052474	1.964092	2.048450	2.385839	2.268657	2.330432
chr8:31272000-33206998	chr8	31272000	33206998	chr8	31272000	33206998	255,255,0	2.072000	1934998	2.026009	2.010755	2.071853	2.288864	2.209015	2.157548
chr8:33588000-33758998	chr8	33588000	33758998	chr8	33588000	33758998	255,255,0	2.209000	170998	2.208259	2.109643	2.237940	2.107067	2.079362	2.191934
chr8:34101000-34154998	chr8	34101000	34154998	chr8	34101000	34154998	255,255,0	2.169000	53998	1.983422	2.168971	1.635534	1.831798	1.870739	2.052846
chr8:34170000-34826998	chr8	34170000	34826998	chr8	34170000	34826998	255,255,0	3.143000	656998	3.090968	3.046481	3.028539	3.143345	3.193385	3.459042
chr8:34827000-35483998	chr8	34827000	35483998	chr8	34827000	35483998	255,255,0	2.212000	656998	2.350051	2.155287	2.233715	2.131152	2.199758	2.265239
chr8:35577000-35714998	chr8	35577000	35714998	chr8	35577000	35714998	255,255,0	2.612000	137998	2.480267	2.611935	2.456527	2.668329	2.824772	2.930698
chr8:35718000-35855998	chr8	35718000	35855998	chr8	35718000	35855998	255,255,0	3.036000	137998	2.984927	2.424004	2.821166	2.970764	2.839485	3.188209
chr8:35850000-36191998	chr8	35850000	36191998	chr8	35850000	36191998	255,255,0	3.700000	341998	3.939922	3.920526	3.700130	4.087253	4.054340	4.072337
chr8:36195000-36353998	chr8	36195000	36353998	chr8	36195000	36353998	255,255,0	3.106000	158998	3.274572	2.996641	3.106184	3.288960	3.272657	3.623643
chr8:36354000-36530998	chr8	36354000	36530998	chr8	36354000	36530998	255,255,0	3.642000	176998	3.870099	3.718366	3.642103	4.154033	4.228457	4.307228
chr8:36531000-37088998	chr8	36531000	37088998	chr8	36531000	37088998	255,255,0	2.145000	557998	2.129718	1.922653	2.017366	2.191620	2.061911	2.077584
chr8:37131000-37547998	chr8	37131000	37547998	chr8	37131000	37547998	255,255,0	1.567000	416998	1.320453	1.367531	1.390040	1.442723	1.476996	1.567277
chr8:38787000-39617998	chr8	38787000	39617998	chr8	38787000	39617998	255,255,0	1.657000	830998	1.582932	1.602343	1.635843	1.656442	1.619432	1.654177
chr8:40125000-41438998	chr8	40125000	41438998	chr8	40125000	41438998	255,255,0	4.043000	1313998	3.402253	3.896196	3.235927	3.726730	4.043020	3.839561
chr8:40956000-41051998	chr8	40956000	41051998	chr8	40956000	41051998	255,255,0	4.113000	95998	3.640550	3.639339	3.507650	4.113472	3.980777	3.979566
chr8:41445000-42239998	chr8	41445000	42239998	chr8	41445000	42239998	255,255,0	1.536000	794998	1.493649	1.471280	1.474112	1.498190	1.446901	1.536309
chr8:41445000-42473998	chr8	41445000	42473998	chr8	41445000	42473998	255,255,0	1.580000	1028998	1.619075	1.543547	1.580327	1.570852	1.494927	1.526375
chr8:41466000-41603998	chr8	41466000	41603998	chr8	41466000	41603998	255,255,0	1.582000	137998	1.415487	1.414455	1.399057	1.535453	1.582096	1.326778
chr8:42795000-42842998	chr8	42795000	42842998	chr8	42795000	42842998	255,255,0	1.529000	47998	1.261391	1.528672	1.432759	1.399844	1.359394	1.250156
chr8:42936000-42989998	chr8	42936000	42989998	chr8	42936000	42989998	255,255,0	1.609000	53998	1.455561	1.351300	1.307616	1.227607	1.687697	1.569576
chr8:44265000-44930998	chr8	44265000	44930998	chr8	44265000	44930998	255,255,0	1.805000	665998	1.738399	1.752544	1.799447	1.743902	1.805430	1.742568
chr8:44685000-44933998	chr8	44685000	44933998	chr8	44685000	44933998	255,255,0	1.814000	248998	1.819555	1.851601	1.814052	1.748613	1.672494	1.828037
chr8:44931000-45029998	chr8	44931000	45029998	chr8	44931000	45029998	255,255,0	2.392000	98998	2.174008	2.242500	2.392491	2.287444	2.359499	2.269030
chr8:45063000-45248998	chr8	45063000	45248998	chr8	45063000	45248998	255,255,0	2.447000	185998	2.361613	2.217993	2.390260	2.638802	2.958375	2.820582
chr8:45441000-45791998	chr8	45441000	45791998	chr8	45441000	45791998	255,255,0	2.573000	350998	2.358731	2.299063	2.354155	2.482428	2.455801	2.573130
chr8:45969000-46229998	chr8	45969000	46229998	chr8	45969000	46229998	255,255,0	1.913000	260998	1.849474	1.753924	1.888915	1.909672	1.913350	1.852298
chr8:46236000-46310998	chr8	46236000	46310998	chr8	46236000	46310998	255,255,0	1.778000	74998	1.473952	1.659567	1.541245	1.778047	1.734786	1.789675
chr8:46305000-46553998	chr8	46305000	46553998	chr8	46305000	46553998	255,255,0	1.681000	248998	1.809972	1.757303	1.751987	1.756035	1.728802	1.680825
chr8:46662000-46958998	chr8	46662000	46958998	chr8	46662000	46958998	255,255,0	2.805000	296998	2.983091	2.805382	2.945599	3.099132	2.943629	2.959225
chr8:47007000-47384998	chr8	47007000	47384998	chr8	47007000	47384998	255,255,0	3.333000	377998	3.592841	3.265743	3.428923	3.331042	3.437491	3.368186
chr8:47484000-47732998	chr8	47484000	47732998	chr8	47484000	47732998	255,255,0	2.296000	248998	2.284653	2.127546	2.117801	1.971645	2.012634	2.007198
chr8:47526000-47720998	chr8	47526000	47720998	chr8	47526000	47720998	255,255,0	2.115000	194998	2.005722	1.769139	1.902963	1.858288	1.956647	2.115351
chr8:47859000-48023998	chr8	47859000	48023998	chr8	47859000	48023998	255,255,0	2.022000	164998	2.068099	2.022119	1.983898	2.240508	2.540079	2.424264
chr8:48216000-48536998	chr8	48216000	48536998	chr8	48216000	48536998	255,255,0	1.735000	320998	1.498011	1.420136	1.403293	1.670293	1.725874	1.716388
chr8:49683000-49832998	chr8	49683000	49832998	chr8	49683000	49832998	255,255,0	1.780000	149998	1.208948	1.147124	1.213288	1.680550	1.669402	1.779539
chr8:51285000-51332998	chr8	51285000	51332998	chr8	51285000	51332998	255,255,0	1.547000	47998	1.157675	1.546866	1.245995	0.816359	0.892532	1.051218
chr8:51498000-53441998	chr8	51498000	53441998	chr8	51498000	53441998	255,255,0	1.526000	1943998	1.492349	1.511903	1.556322	1.679700	1.664981	1.679185
chr8:51588000-53474998	chr8	51588000	53474998	chr8	51588000	53474998	255,255,0	1.779000	1886998	1.537380	1.516107	1.539272	1.766926	1.751909	1.745108
chr8:53475000-54494998	chr8	53475000	54494998	chr8	53475000	54494998	255,255,0	1.554000	1019998	1.525689	1.553846	1.532776	1.387292	1.387652	1.471474
chr8:53583000-54497998	chr8	53583000	54497998	chr8	53583000	54497998	255,255,0	1.602000	914998	1.597052	1.523457	1.568294	1.457149	1.408688	1.515652
chr8:54177000-54236998	chr8	54177000	54236998	chr8	54177000	54236998	255,255,0	1.500000	59998	1.376817	1.239626	1.157923	1.190381	1.500461	1.103273
chr8:55383000-55478998	chr8	55383000	55478998	chr8	55383000	55478998	255,255,0	2.617000	95998	2.435697	2.428655	2.178531	2.561768	2.261949	2.616702
chr8:56523000-56630998	chr8	56523000	56630998	chr8	56523000	56630998	255,255,0	2.407000	107998	2.483307	2.230232	2.626769	2.325791	2.346073	2.491099
chr8:57153000-57203998	chr8	57153000	57203998	chr8	57153000	57203998	255,255,0	1.540000	50998	1.082887	1.200070	1.244076	1.149007	1.539554	1.518387
chr8:57303000-57353998	chr8	57303000	57353998	chr8	57303000	57353998	255,255,0	1.630000	50998	1.424899	1.400754	1.629713	1.211139	1.213731	1.267700
chr8:57420000-57533998	chr8	57420000	57533998	chr8	57420000	57533998	255,255,0	2.862000	113998	2.862121	2.754545	2.776491	2.849355	2.742965	2.886126
chr8:57534000-57806998	chr8	57534000	57806998	chr8	57534000	57806998	255,255,0	3.355000	272998	3.229690	2.969181	3.037785	3.385675	3.072626	3.354905
chr8:57918000-58148998	chr8	57918000	58148998	chr8	57918000	58148998	255,255,0	1.502000	230998	1.536290	1.593165	1.675053	1.502492	1.605759	1.542039
chr8:58554000-60473998	chr8	58554000	60473998	chr8	58554000	60473998	255,255,0	1.514000	1919998	1.600385	1.578322	1.530998	1.556557	1.610247	1.513018
chr8:60609000-60875998	chr8	60609000	60875998	chr8	60609000	60875998	255,255,0	2.628000	266998	2.653388	2.546367	2.619063	2.490145	2.551373	2.471954
chr8:60858000-61001998	chr8	60858000	61001998	chr8	60858000	61001998	255,255,0	2.081000	143998	2.081304	2.022984	2.033095	2.138966	2.189460	2.161741
chr8:61035000-61523998	chr8	61035000	61523998	chr8	61035000	61523998	255,255,0	1.976000	488998	1.700739	1.709417	1.726748	1.904564	1.976390	1.959773
chr8:61524000-61886998	chr8	61524000	61886998	chr8	61524000	61886998	255,255,0	2.151000	362998	1.590827	1.668183	1.619607	2.072063	2.149219	2.259619
chr8:62070000-63914998	chr8	62070000	63914998	chr8	62070000	63914998	255,255,0	1.650000	1844998	1.516606	1.464320	1.479204	1.627450	1.568974	1.645712
chr8:64011000-64559998	chr8	64011000	64559998	chr8	64011000	64559998	255,255,0	3.810000	548998	4.072500	3.655949	3.924091	3.821898	3.806447	4.119427
chr8:64611000-64700998	chr8	64611000	64700998	chr8	64611000	64700998	255,255,0	3.450000	89998	3.172426	3.000161	3.273100	3.145541	3.010927	3.450030
chr8:64986000-66512998	chr8	64986000	66512998	chr8	64986000	66512998	255,255,0	1.616000	1526998	1.595348	1.616279	1.602726	1.643300	1.748536	1.671694
chr8:65130000-66449998	chr8	65130000	66449998	chr8	65130000	66449998	255,255,0	1.615000	1319998	1.533649	1.508830	1.563746	1.606567	1.608609	1.583574
chr8:65343000-65390998	chr8	65343000	65390998	chr8	65343000	65390998	255,255,0	1.669000	47998	1.432162	1.300212	1.669327	1.193783	1.373490	1.173968
chr8:65607000-65681998	chr8	65607000	65681998	chr8	65607000	65681998	255,255,0	1.521000	74998	1.508044	1.378320	1.340319	1.370490	1.459507	1.441948
chr8:66441000-66506998	chr8	66441000	66506998	chr8	66441000	66506998	255,255,0	1.767000	65998	1.701321	1.603467	1.676933	1.717495	1.765511	1.801625
chr8:66501000-67409998	chr8	66501000	67409998	chr8	66501000	67409998	255,255,0	1.634000	908998	1.607110	1.663974	1.626178	1.733054	1.754590	1.756178
chr8:67416000-67910998	chr8	67416000	67910998	chr8	67416000	67910998	255,255,0	4.484000	494998	4.138544	4.078313	4.158260	4.320265	4.483527	4.418741
chr8:67908000-67976998	chr8	67908000	67976998	chr8	67908000	67976998	255,255,0	1.527000	68998	1.626834	1.675951	1.652858	1.637209	1.527294	1.965159
chr8:67983000-68240998	chr8	67983000	68240998	chr8	67983000	68240998	255,255,0	2.316000	257998	2.161435	2.060801	2.111459	2.316403	2.290380	2.342161
chr8:68745000-69062998	chr8	68745000	69062998	chr8	68745000	69062998	255,255,0	2.284000	317998	2.283544	2.053582	2.109384	2.147601	2.250785	2.178591
chr8:69108000-69215998	chr8	69108000	69215998	chr8	69108000	69215998	255,255,0	4.314000	107998	3.816021	3.496691	3.610194	3.901420	3.792266	4.313807
chr8:69321000-69554998	chr8	69321000	69554998	chr8	69321000	69554998	255,255,0	2.336000	233998	2.384357	1.814748	2.336220	1.788894	2.247995	1.780672
chr8:69912000-70010998	chr8	69912000	70010998	chr8	69912000	70010998	255,255,0	1.987000	98998	1.926687	1.812576	1.801445	2.020474	1.986809	2.012865
chr8:70326000-70514998	chr8	70326000	70514998	chr8	70326000	70514998	255,255,0	2.925000	188998	3.079341	2.906086	2.917446	2.944713	3.045515	2.925216
chr8:70518000-70613998	chr8	70518000	70613998	chr8	70518000	70613998	255,255,0	1.951000	95998	1.830991	1.824525	1.863422	1.756820	1.940414	1.821580
chr8:70902000-71237998	chr8	70902000	71237998	chr8	70902000	71237998	255,255,0	1.816000	335998	1.753084	1.616404	1.751870	1.590561	1.734202	1.629311
chr8:71358000-71735998	chr8	71358000	71735998	chr8	71358000	71735998	255,255,0	2.327000	377998	2.224066	2.329332	2.196600	2.410273	2.211063	2.326756
chr8:71361000-71678998	chr8	71361000	71678998	chr8	71361000	71678998	255,255,0	2.279000	317998	2.295461	2.347374	2.279009	2.393730	2.284842	2.300063
