chrom1	start1	end1	chrom2	start2	end2	other	cluster	strand	gene	log2FC	cond
chr9	96855000	96860000	chr9	97400000	97405000	A	6	-	ZNF782	-1.8710039912385	control
chr9	97400000	97410000	chr9	97610000	97620000	A	1	+	TDRD7	-1.98688731132815	control
chr9	97920000	97930000	chr9	98260000	98270000	B	1	-	TBC1D2	-2.83596290413808	control
chr9	97920000	97930000	chr9	98780000	98790000	B	3	-	ANKS6	-2.31265422950723	control
chr9	98070000	98075000	chr9	98260000	98265000	B	1	-	TBC1D2	-2.83596290413808	control
chr9	98075000	98080000	chr9	98260000	98265000	B	1	-	TBC1D2	-2.83596290413808	control
chr9	98315000	98320000	chr9	98780000	98785000	B	1	-	ANKS6	-2.31265422950723	control
chrX	111710000	111720000	chrX	112040000	112050000	A	6	+	ALG13	-2.72158621552423	control
chrX	13505000	13510000	chrX	14030000	14035000	B	6	-	GEMIN8	-2.34151258205918	control
chrX	13655000	13660000	chrX	14030000	14035000	B	6	-	GEMIN8	-2.34151258205918	control
chrX	13750000	13755000	chrX	14030000	14035000	B	6	-	GEMIN8	-2.34151258205918	control
chrX	13755000	13760000	chrX	14025000	14030000	B	6	-	GEMIN8	-2.34151258205918	control
chrX	17370000	17380000	chrX	17520000	17530000	A	2	+	NHS	-1.976938691701	control
chrX	17370000	17380000	chrX	17680000	17690000	A	6	+	NHS	-1.976938691701	control
chrX	55130000	55140000	chrX	55710000	55720000	B	6	+	RRAGB	-1.99203429258373	control
chrX	85240000	85250000	chrX	85540000	85550000	A	6	+	ZNF711	-2.9006144856779	control
chrX	85380000	85390000	chrX	85540000	85550000	A	2	-	POF1B	-1.53069340011964	control
chr10	102225000	102230000	chr10	102580000	102585000	A	1	+	ELOVL3	3.22441451288924	degron
chr10	112560000	112565000	chr10	113125000	113130000	B	1	+	TCF7L2	-3.34076807027246	degron
chr10	112720000	112730000	chr10	113120000	113130000	B	1	+	TCF7L2	-3.34076807027246	degron
chr10	11820000	11825000	chr10	11980000	11985000	A	1	+	PROSER2	-2.24921211357969	degron
chr10	118730000	118740000	chr10	119180000	119190000	B	6	-	PRDX3	1.58829293441343	degron
chr10	121920000	121930000	chr10	122100000	122110000	B	1	+	TACC2	-2.44952763271763	degron
chr10	121920000	121930000	chr10	122110000	122120000	B	1	+	TACC2	-2.44952763271763	degron
chr10	170000	180000	chr10	1070000	1080000	A	6	+	ZMYND11	-2.00950656434013	degron
chr10	21520000	21530000	chr10	21730000	21740000	A	1	+	MLLT10	-2.39469924499838	degron
chr10	34675000	34680000	chr10	34820000	34825000	B	2	-	PARD3	-1.84898132190076	degron
chr10	4820000	4830000	chr10	6080000	6090000	B	3	+	RBM17	-1.67483382869669	degron
chr10	5440000	5445000	chr10	5620000	5625000	A	1	+	NET1	-2.26944889181974	degron
chr10	5440000	5445000	chr10	5870000	5875000	A	6	+	NET1	-2.26944889181974	degron
chr10	5440000	5450000	chr10	6400000	6410000	A	3	+	NET1	-2.26944889181974	degron
chr10	58300000	58305000	chr10	58640000	58645000	B	6	+	BICC1	2.33642830349442	degron
chr10	58300000	58310000	chr10	58510000	58520000	B	6	+	BICC1	2.33642830349442	degron
chr10	58410000	58420000	chr10	58640000	58650000	B	6	+	BICC1	2.33642830349442	degron
chr10	58780000	58785000	chr10	59180000	59185000	A	6	+	BICC1	2.33642830349442	degron
chr10	58780000	58785000	chr10	59230000	59235000	A	2	+	BICC1	2.33642830349442	degron
chr10	58780000	58785000	chr10	59620000	59625000	A	6	+	BICC1	2.33642830349442	degron
chr10	58780000	58790000	chr10	58950000	58960000	A	2	+	BICC1	2.33642830349442	degron
chr10	58780000	58790000	chr10	59800000	59810000	A	6	+	BICC1	2.33642830349442	degron
chr10	61740000	61750000	chr10	61890000	61900000	B	2	+	ARID5B	-2.15041646454913	degron
chr10	61900000	61910000	chr10	62240000	62250000	A	6	+	ARID5B	-2.15041646454913	degron
chr10	62040000	62045000	chr10	62240000	62245000	A	2	+	ARID5B	-2.15041646454913	degron
chr10	63215000	63220000	chr10	63465000	63470000	B	1	-	JMJD1C	-1.77552307926987	degron
chr10	63460000	63470000	chr10	63620000	63630000	A	1	-	JMJD1C	-1.77552307926987	degron
chr10	63460000	63470000	chr10	63710000	63720000	A	6	-	JMJD1C	-1.77552307926987	degron
chr1	108690000	108695000	chr1	108895000	108900000	A	1	+	PRPF38B	-2.48840906215196	degron
chr1	108690000	108695000	chr1	109105000	109110000	A	1	+	PRPF38B	-2.48840906215196	degron
chr1	108690000	108695000	chr1	109110000	109115000	A	1	+	PRPF38B	-2.48840906215196	degron
chr1	108690000	108700000	chr1	109400000	109410000	A	6	+	PRPF38B	-2.48840906215196	degron
chr11	100680000	100685000	chr11	100845000	100850000	A	2	+	ARHGAP42	-2.32039774961307	degron
chr11	100680000	100685000	chr11	100855000	100860000	A	2	+	ARHGAP42	-2.32039774961307	degron
chr11	100680000	100685000	chr11	100925000	100930000	A	2	+	ARHGAP42	-2.32039774961307	degron
chr11	100680000	100690000	chr11	100820000	100830000	A	2	+	ARHGAP42	-2.32039774961307	degron
chr11	10180000	10190000	chr11	10730000	10740000	A	6	-	SBF2	-1.97770995020374	degron
chr1	110190000	110200000	chr1	110610000	110620000	B	5	-	KCNA2	-2.45919953204779	degron
chr11	102100000	102110000	chr11	102260000	102270000	A	1	+	YAP1	-2.10236126508438	degron
chr11	102110000	102120000	chr11	102260000	102270000	A	1	+	YAP1	-2.10236126508438	degron
chr11	102110000	102120000	chr11	102340000	102350000	A	1	+	YAP1	-2.10236126508438	degron
chr11	102110000	102120000	chr11	102600000	102610000	A	6	+	YAP1	-2.10236126508438	degron
chr1	110625000	110630000	chr1	110775000	110780000	A	5	-	KCNA2	-2.45919953204779	degron
chr1	110625000	110630000	chr1	110990000	110995000	A	5	-	KCNA2	-2.45919953204779	degron
chr11	108000000	108005000	chr11	108650000	108655000	A	6	+	CUL5	-1.69659365265487	degron
chr11	108005000	108010000	chr11	108655000	108660000	A	6	+	CUL5	-1.69659365265487	degron
chr11	110080000	110090000	chr11	110370000	110380000	A	6	+	ZC3H12C	-2.57585059339264	degron
chr11	113300000	113310000	chr11	113790000	113800000	A	4	+	TTC12	-1.63131849370171	degron
chr11	113300000	113310000	chr11	114260000	114270000	A	3	+	TTC12	-1.63131849370171	degron
chr11	113305000	113310000	chr11	113530000	113535000	A	4	+	TTC12	-1.63131849370171	degron
chr11	113305000	113310000	chr11	113730000	113735000	A	4	+	TTC12	-1.63131849370171	degron
chr11	120330000	120335000	chr11	120500000	120505000	A	1	+	ARHGEF12	-1.55763964099314	degron
chr11	120330000	120340000	chr11	120490000	120500000	A	1	+	ARHGEF12	-1.55763964099314	degron
chr11	12670000	12675000	chr11	12885000	12890000	A	1	+	TEAD1	-1.62842290869297	degron
chr11	128880000	128890000	chr11	129110000	129120000	A	6	+	KCNJ5	-2.10001784387329	degron
chr11	128885000	128890000	chr11	129750000	129755000	A	1	+	KCNJ5	-2.10001784387329	degron
chr11	129120000	129125000	chr11	129750000	129755000	A	6	-	ARHGAP32	-3.17982211540104	degron
chr1	113070000	113075000	chr1	113675000	113680000	A	6	+	LRIG2	-1.78385502664825	degron
chr11	14290000	14300000	chr11	14890000	14900000	B	3	-	CYP2R1	-2.63896887931409	degron
chr11	14535000	14540000	chr11	14900000	14905000	B	6	-	CYP2R1	-2.63896887931409	degron
chr1	116570000	116580000	chr1	116810000	116820000	A	3	-	CD58	-2.18863558685071	degron
chr1	116570000	116580000	chr1	117050000	117060000	A	6	-	CD58	-2.18863558685071	degron
chr11	33835000	33840000	chr11	34360000	34365000	B	1	-	ABTB2	-1.95403038537734	degron
chr11	33850000	33855000	chr11	34360000	34365000	B	1	-	ABTB2	-1.95403038537734	degron
chr11	33995000	34000000	chr11	34360000	34365000	B	1	-	ABTB2	-1.95403038537734	degron
chr11	34170000	34175000	chr11	34355000	34360000	B	1	-	ABTB2	-1.95403038537734	degron
chr1	151440000	151445000	chr1	151735000	151740000	A	1	-	POGZ	-1.88533708070814	degron
chr1	151440000	151445000	chr1	151830000	151835000	A	1	-	POGZ	-1.88533708070814	degron
chr1	151440000	151445000	chr1	151835000	151840000	A	1	-	POGZ	-1.88533708070814	degron
chr1	156380000	156385000	chr1	156605000	156610000	B	1	-	GPATCH4	-1.97105024426579	degron
chr1	156445000	156450000	chr1	156605000	156610000	B	1	-	GPATCH4	-1.97105024426579	degron
chr1	156455000	156460000	chr1	156600000	156605000	B	1	-	GPATCH4	-1.97105024426579	degron
chr1	16070000	16080000	chr1	16350000	16360000	A	1	-	FAM131C	2.57750823888008	degron
chr1	16070000	16080000	chr1	16360000	16370000	A	1	-	FAM131C	2.57750823888008	degron
chr1	16075000	16080000	chr1	16240000	16245000	A	1	-	FAM131C	2.57750823888008	degron
chr11	60830000	60840000	chr11	61380000	61390000	A	1	+	CCDC86	-2.2145129161241	degron
chr1	161200000	161210000	chr1	161740000	161750000	B	1	+	DUSP12	-2.72513333917481	degron
chr1	161220000	161230000	chr1	161740000	161750000	B	1	+	DUSP12	-2.72513333917481	degron
chr1	161480000	161490000	chr1	161740000	161750000	B	1	+	DUSP12	-2.72513333917481	degron
chr11	65700000	65710000	chr11	65880000	65890000	A	1	+	KAT5	-2.98348847572285	degron
chr11	65710000	65720000	chr11	65980000	65990000	A	1	+	KAT5	-2.98348847572285	degron
chr11	68450000	68460000	chr11	69660000	69670000	A	1	+	PPP6R3	-1.789772243658	degron
chr1	171480000	171490000	chr1	171710000	171720000	A	6	+	PRRC2C	-1.98886646717713	degron
chr1	171480000	171490000	chr1	171980000	171990000	A	6	+	PRRC2C	-1.98886646717713	degron
chr11	8000000	8010000	chr11	8560000	8570000	B	3	-	STK33	1.97934039348634	degron
chr11	8225000	8230000	chr11	8565000	8570000	B	5	-	STK33	1.97934039348634	degron
chr11	8330000	8340000	chr11	8560000	8570000	B	5	-	STK33	1.97934039348634	degron
chr1	183470000	183475000	chr1	183620000	183625000	A	1	+	SMG7	-2.01135779421944	degron
chr1	183650000	183660000	chr1	184040000	184050000	B	6	+	TSEN15	-2.54083586002299	degron
chr1	184070000	184080000	chr1	184970000	184980000	B	3	-	NIBAN1	-1.69662626279419	degron
chr11	8570000	8580000	chr11	8950000	8960000	A	3	-	STK33	1.97934039348634	degron
chr1	192470000	192480000	chr1	193110000	193120000	B	3	+	CDC73	-1.60990782257238	degron
chr1	192800000	192810000	chr1	193120000	193130000	B	6	+	CDC73	-1.60990782257238	degron
chr11	94330000	94340000	chr11	94970000	94980000	B	3	-	CWC15	-1.85824607190907	degron
chr11	94970000	94980000	chr11	96420000	96430000	A	3	-	CWC15	-1.85824607190907	degron
chr11	95780000	95790000	chr11	96420000	96430000	A	2	+	CEP57	-1.94764253849815	degron
chr11	96050000	96055000	chr11	96340000	96345000	B	1	-	MAML2	-2.71939341846066	degron
chr11	96050000	96060000	chr11	96230000	96240000	B	1	-	MAML2	-2.71939341846066	degron
chr11	96055000	96060000	chr11	96340000	96345000	B	1	-	MAML2	-2.71939341846066	degron
chr1	197610000	197620000	chr1	197920000	197930000	A	2	-	DENND1B	-2.64339429031904	degron
chr1	197610000	197620000	chr1	198350000	198360000	A	6	-	DENND1B	-2.64339429031904	degron
chr1	200620000	200630000	chr1	200830000	200840000	A	2	-	KIF14	-1.54975291274459	degron
chr1	200620000	200630000	chr1	201040000	201050000	A	1	-	KIF14	-1.54975291274459	degron
chr1	200625000	200630000	chr1	200800000	200805000	A	2	-	KIF14	-1.54975291274459	degron
chr1	200625000	200630000	chr1	200805000	200810000	A	2	-	KIF14	-1.54975291274459	degron
chr1	200890000	200895000	chr1	201040000	201045000	A	1	+	INAVA	-1.69012012946304	degron
chr1	206730000	206735000	chr1	206975000	206980000	B	1	-	FCAMR	3.52805468604635	degron
chr12	107680000	107685000	chr12	107885000	107890000	A	4	+	PWP1	-1.65241182055492	degron
chr12	114680000	114685000	chr12	115395000	115400000	A	1	-	TBX3	-1.91221329239657	degron
chr12	114680000	114690000	chr12	114920000	114930000	A	1	-	TBX3	-1.91221329239657	degron
chr12	116270000	116280000	chr12	116520000	116530000	A	1	-	MED13L	-2.38996510234551	degron
chr12	116275000	116280000	chr12	116595000	116600000	A	1	-	MED13L	-2.38996510234551	degron
chr12	116280000	116290000	chr12	116590000	116600000	A	1	-	MED13L	-2.38996510234551	degron
chr1	211685000	211690000	chr1	212035000	212040000	B	1	-	INTS7	-2.25100966871247	degron
chr1	211690000	211700000	chr1	211830000	211840000	B	1	-	LPGAT1	-2.17426196724101	degron
chr1	212065000	212070000	chr1	212300000	212305000	B	2	+	PPP2R5A	-1.56474498971357	degron
chr12	12375000	12380000	chr12	12560000	12565000	B	1	-	DUSP16	-2.80428225041612	degron
chr12	12385000	12390000	chr12	12565000	12570000	B	1	-	DUSP16	-2.80428225041612	degron
chr12	12390000	12400000	chr12	12560000	12570000	B	1	-	DUSP16	-2.80428225041612	degron
chr12	12720000	12730000	chr12	12890000	12900000	A	1	+	APOLD1	-2.03712220864972	degron
chr12	12720000	12730000	chr12	12890000	12900000	B	1	+	GPRC5A	-1.99663844090171	degron
chr12	12785000	12790000	chr12	12980000	12985000	A	1	+	APOLD1	-2.03712220864972	degron
chr12	12800000	12810000	chr12	13200000	13210000	A	1	+	DDX47	-1.7823896142571	degron
chr1	214350000	214360000	chr1	214590000	214600000	B	2	+	CENPF	-1.53694281704843	degron
chr1	218340000	218345000	chr1	218520000	218525000	A	1	+	TGFB2	-1.67875163264729	degron
chr1	218340000	218350000	chr1	219170000	219180000	A	6	+	TGFB2	-1.67875163264729	degron
chr1	218340000	218350000	chr1	219170000	219180000	B	6	+	LYPLAL1	-2.72757207879786	degron
chr1	220520000	220530000	chr1	220770000	220780000	A	6	+	MARK1	-2.54137774508636	degron
chr12	21290000	21300000	chr12	21430000	21440000	B	2	+	PYROXD1	-1.75008458747361	degron
chr1	221540000	221550000	chr1	221740000	221750000	B	6	-	DUSP10	-2.29044614780731	degron
chr1	223800000	223810000	chr1	224060000	224070000	A	6	-	TP53BP2	-1.69932266825136	degron
chr12	26035000	26040000	chr12	26525000	26530000	A	6	+	RASSF8	-2.25099566751853	degron
chr1	230630000	230640000	chr1	231090000	231100000	A	3	+	COG2	-2.0779186260982	degron
chr1	230630000	230640000	chr1	231200000	231210000	A	3	+	COG2	-2.0779186260982	degron
chr1	230635000	230640000	chr1	230775000	230780000	A	2	+	COG2	-2.0779186260982	degron
chr1	230635000	230640000	chr1	231210000	231215000	A	3	+	COG2	-2.0779186260982	degron
chr1	234600000	234610000	chr1	234770000	234780000	A	1	-	IRF2BP2	-2.35456992444098	degron
chr1	234605000	234610000	chr1	234965000	234970000	A	1	-	IRF2BP2	-2.35456992444098	degron
chr1	234610000	234620000	chr1	234840000	234850000	A	1	-	IRF2BP2	-2.35456992444098	degron
chr1	236105000	236110000	chr1	236600000	236605000	B	1	-	HEATR1	-1.60377908174995	degron
chr1	236105000	236110000	chr1	236605000	236610000	B	1	-	HEATR1	-1.60377908174995	degron
chr1	236605000	236610000	chr1	236865000	236870000	A	6	-	HEATR1	-1.60377908174995	degron
chr1	236605000	236610000	chr1	237390000	237395000	A	3	-	HEATR1	-1.60377908174995	degron
chr1	236605000	236610000	chr1	237560000	237565000	A	3	-	HEATR1	-1.60377908174995	degron
chr1	24390000	24400000	chr1	24630000	24640000	B	1	+	SRRM1	-1.77993076589236	degron
chr12	4535000	4540000	chr12	4755000	4760000	A	2	-	C12orf4	-1.6687379883104	degron
chr12	46370000	46375000	chr12	46660000	46665000	A	1	-	SLC38A2	-3.76951271373437	degron
chr12	47075000	47080000	chr12	47305000	47310000	A	1	-	AMIGO2	-1.88242505304943	degron
chr12	47075000	47080000	chr12	47305000	47310000	A	1	+	PCED1B	-2.31801868928967	degron
chr12	47075000	47080000	chr12	47310000	47315000	A	1	-	AMIGO2	-1.88242505304943	degron
chr12	47075000	47080000	chr12	47310000	47315000	A	1	+	PCED1B	-2.31801868928967	degron
chr12	47710000	47720000	chr12	48180000	48190000	A	1	-	RPAP3	-1.70420208657226	degron
chr12	47710000	47720000	chr12	48610000	48620000	A	3	-	RPAP3	-1.70420208657226	degron
chr12	50825000	50830000	chr12	51025000	51030000	B	1	-	SLC11A2	-1.66750819246217	degron
chr12	50825000	50830000	chr12	51030000	51035000	B	1	-	SLC11A2	-1.66750819246217	degron
chr12	575000	580000	chr12	750000	755000	B	1	+	WNK1	-1.56949340144938	degron
chr1	26100000	26110000	chr1	26270000	26280000	A	1	+	PDIK1L	-2.193594923083	degron
chr1	26100000	26110000	chr1	26390000	26400000	A	1	+	PDIK1L	-2.193594923083	degron
chr12	6330000	6340000	chr12	6530000	6540000	B	1	+	GAPDH	2.07683463778288	degron
chr12	63830000	63840000	chr12	64390000	64400000	A	6	+	SRGAP1	-2.74494762151228	degron
chr12	63830000	63840000	chr12	64390000	64400000	B	6	+	XPOT	-2.28182190965313	degron
chr12	63835000	63840000	chr12	64255000	64260000	A	1	+	SRGAP1	-2.74494762151228	degron
chr12	63840000	63845000	chr12	64180000	64185000	A	1	+	SRGAP1	-2.74494762151228	degron
chr12	63840000	63850000	chr12	64080000	64090000	A	1	+	SRGAP1	-2.74494762151228	degron
chr12	88110000	88120000	chr12	88990000	89000000	A	1	-	CEP290	-1.58796218328392	degron
chr12	88140000	88150000	chr12	88570000	88580000	A	6	-	CEP290	-1.58796218328392	degron
chr12	95210000	95220000	chr12	95530000	95540000	A	1	+	VEZT	-2.17479087762433	degron
chr12	96030000	96040000	chr12	96390000	96400000	B	6	-	CDK17	-1.89026914634631	degron
chr13	103770000	103780000	chr13	106530000	106540000	B	6	-	EFNB2	-1.62294828841475	degron
chr13	103880000	103890000	chr13	106530000	106540000	B	6	-	EFNB2	-1.62294828841475	degron
chr13	104570000	104575000	chr13	106530000	106535000	B	6	-	EFNB2	-1.62294828841475	degron
chr13	104770000	104780000	chr13	106530000	106540000	B	6	-	EFNB2	-1.62294828841475	degron
chr13	105140000	105150000	chr13	106530000	106540000	B	6	-	EFNB2	-1.62294828841475	degron
chr13	105240000	105250000	chr13	106530000	106540000	B	6	-	EFNB2	-1.62294828841475	degron
chr13	105510000	105520000	chr13	106530000	106540000	B	6	-	EFNB2	-1.62294828841475	degron
chr13	106080000	106085000	chr13	106525000	106530000	B	1	-	EFNB2	-1.62294828841475	degron
chr13	106340000	106350000	chr13	106520000	106530000	B	1	-	EFNB2	-1.62294828841475	degron
chr13	106540000	106545000	chr13	106915000	106920000	A	3	-	EFNB2	-1.62294828841475	degron
chr13	106540000	106550000	chr13	107120000	107130000	A	3	-	EFNB2	-1.62294828841475	degron
chr13	113570000	113580000	chr13	114220000	114230000	B	6	+	CDC16	-1.85524366407476	degron
chr13	20490000	20500000	chr13	21180000	21190000	B	6	-	SKA3	-2.12324751936829	degron
chr13	20940000	20945000	chr13	21175000	21180000	B	1	-	SKA3	-2.12324751936829	degron
chr13	26980000	26990000	chr13	27970000	27980000	B	1	-	CDX2	-3.07045949699309	degron
chr13	31910000	31915000	chr13	32580000	32585000	B	3	+	PDS5B	-2.00054124769274	degron
chr13	32020000	32025000	chr13	32580000	32585000	B	3	+	PDS5B	-2.00054124769274	degron
chr13	32240000	32250000	chr13	32580000	32590000	B	6	+	PDS5B	-2.00054124769274	degron
chr13	32580000	32590000	chr13	33720000	33730000	A	6	+	PDS5B	-2.00054124769274	degron
chr13	32585000	32590000	chr13	33540000	33545000	A	6	+	PDS5B	-2.00054124769274	degron
chr13	36280000	36290000	chr13	36990000	37000000	B	6	+	EXOSC8	-2.35815743693063	degron
chr13	41065000	41070000	chr13	41650000	41655000	A	6	-	ELF1	-2.84823005074164	degron
chr13	41660000	41670000	chr13	43870000	43880000	B	3	-	CCDC122	-1.92271351643786	degron
chr13	42590000	42600000	chr13	43870000	43880000	B	3	-	CCDC122	-1.92271351643786	degron
chr13	42970000	42980000	chr13	43870000	43880000	B	6	-	CCDC122	-1.92271351643786	degron
chr13	43080000	43090000	chr13	43870000	43880000	B	6	-	CCDC122	-1.92271351643786	degron
chr13	43905000	43910000	chr13	44470000	44475000	B	2	-	TSC22D1	-2.16247414855982	degron
chr13	44045000	44050000	chr13	44470000	44475000	B	2	-	TSC22D1	-2.16247414855982	degron
chr13	44050000	44055000	chr13	44435000	44440000	B	2	-	TSC22D1	-2.16247414855982	degron
chr13	44240000	44245000	chr13	44435000	44440000	B	1	-	TSC22D1	-2.16247414855982	degron
chr13	44570000	44580000	chr13	44870000	44880000	A	2	-	TSC22D1	-2.16247414855982	degron
chr13	52000000	52010000	chr13	52190000	52200000	A	6	+	ALG11	-1.66966205166099	degron
chr13	52150000	52160000	chr13	52450000	52460000	B	6	+	CKAP2	-2.20821267063629	degron
chr13	60460000	60470000	chr13	61250000	61260000	A	6	+	TDRD3	-2.15721507020173	degron
chr13	60460000	60470000	chr13	61950000	61960000	A	6	+	TDRD3	-2.15721507020173	degron
chr13	72840000	72845000	chr13	73055000	73060000	B	1	+	KLF5	-3.03150764666342	degron
chr13	73055000	73060000	chr13	73700000	73705000	A	6	+	KLF5	-3.03150764666342	degron
chr13	73840000	73845000	chr13	74135000	74140000	B	6	-	KLF12	-1.87580986682981	degron
chr13	74130000	74140000	chr13	74280000	74290000	A	2	-	KLF12	-1.87580986682981	degron
chr13	77020000	77030000	chr13	77320000	77330000	A	6	-	FBXL3	-1.85666982197823	degron
chr13	95490000	95500000	chr13	95970000	95980000	B	6	-	UGGT2	-1.47465297482138	degron
chr13	95620000	95625000	chr13	95975000	95980000	B	6	-	UGGT2	-1.47465297482138	degron
chr13	95830000	95840000	chr13	95980000	95990000	B	6	-	UGGT2	-1.47465297482138	degron
chr13	99980000	99985000	chr13	100230000	100235000	A	2	+	ZIC2	-2.1032598706676	degron
chr14	101960000	101970000	chr14	102310000	102320000	B	1	+	ZNF839	-2.39423496646241	degron
chr14	101970000	101975000	chr14	102315000	102320000	B	1	+	ZNF839	-2.39423496646241	degron
chr14	102055000	102060000	chr14	102315000	102320000	B	1	+	ZNF839	-2.39423496646241	degron
chr14	102060000	102070000	chr14	102310000	102320000	B	1	+	ZNF839	-2.39423496646241	degron
chr14	22555000	22560000	chr14	22975000	22980000	B	1	-	AJUBA	-2.83084970194309	degron
chr14	22560000	22570000	chr14	22980000	22990000	B	1	-	AJUBA	-2.83084970194309	degron
chr14	23070000	23080000	chr14	23370000	23380000	A	1	-	ACIN1	-1.51188648172457	degron
chr14	23070000	23080000	chr14	23460000	23470000	A	1	-	ACIN1	-1.51188648172457	degron
chr14	23070000	23080000	chr14	23560000	23570000	A	1	-	ACIN1	-1.51188648172457	degron
chr1	42340000	42350000	chr1	42740000	42750000	A	1	-	FOXJ3	-1.55545868164501	degron
chr14	31930000	31940000	chr14	32070000	32080000	B	1	+	ARHGAP5	-1.79397299932901	degron
chr14	32070000	32075000	chr14	32245000	32250000	A	2	+	ARHGAP5	-1.79397299932901	degron
chr14	32070000	32075000	chr14	32250000	32255000	A	2	+	ARHGAP5	-1.79397299932901	degron
chr14	32070000	32075000	chr14	32465000	32470000	A	6	+	ARHGAP5	-1.79397299932901	degron
chr14	32075000	32080000	chr14	32225000	32230000	A	2	+	ARHGAP5	-1.79397299932901	degron
chr1	43525000	43530000	chr1	44035000	44040000	B	1	-	SLC6A9	-2.72340491684913	degron
chr1	43530000	43535000	chr1	44035000	44040000	B	1	-	SLC6A9	-2.72340491684913	degron
chr14	37250000	37255000	chr14	37590000	37595000	B	1	-	FOXA1	-3.12216450452324	degron
chr14	37420000	37430000	chr14	37590000	37600000	B	1	-	FOXA1	-3.12216450452324	degron
chr14	37600000	37610000	chr14	37870000	37880000	A	1	-	FOXA1	-3.12216450452324	degron
chr1	43760000	43765000	chr1	44035000	44040000	B	1	-	SLC6A9	-2.72340491684913	degron
chr1	44210000	44220000	chr1	44590000	44600000	A	4	+	DMAP1	-2.40949526179339	degron
chr1	44210000	44220000	chr1	44650000	44660000	A	1	+	DMAP1	-2.40949526179339	degron
chr14	44915000	44920000	chr14	45260000	45265000	B	2	-	MIS18BP1	-2.92179736929716	degron
chr14	49460000	49470000	chr14	49850000	49860000	B	1	-	NEMF	-1.50082613092488	degron
chr14	49630000	49635000	chr14	49835000	49840000	B	1	-	NEMF	-1.50082613092488	degron
chr14	49635000	49640000	chr14	49835000	49840000	B	1	-	NEMF	-1.50082613092488	degron
chr14	49890000	49900000	chr14	50060000	50070000	A	1	+	ARF6	-2.30590831493025	degron
chr14	53430000	53440000	chr14	53950000	53960000	B	1	-	BMP4	-3.59220016810457	degron
chr14	53535000	53540000	chr14	53955000	53960000	B	1	-	BMP4	-3.59220016810457	degron
chr14	53540000	53545000	chr14	53950000	53955000	B	1	-	BMP4	-3.59220016810457	degron
chr14	53950000	53960000	chr14	54170000	54180000	A	1	-	BMP4	-3.59220016810457	degron
chr14	53950000	53960000	chr14	54330000	54340000	A	1	-	BMP4	-3.59220016810457	degron
chr14	53960000	53965000	chr14	54105000	54110000	A	1	-	BMP4	-3.59220016810457	degron
chr14	53960000	53970000	chr14	54110000	54120000	A	1	-	BMP4	-3.59220016810457	degron
chr14	54565000	54570000	chr14	54770000	54775000	A	1	+	SAMD4A	-1.8518906044162	degron
chr14	55270000	55280000	chr14	55420000	55430000	A	1	+	FBXO34	-2.09015581586889	degron
chr1	45570000	45580000	chr1	45880000	45890000	A	1	+	NASP	-2.15643617634311	degron
chr14	58100000	58110000	chr14	58390000	58400000	B	4	+	TOMM20L	3.03219318408794	degron
chr14	71320000	71330000	chr14	71850000	71860000	A	6	+	SIPA1L1	-1.87658503682123	degron
chr15	101295000	101300000	chr15	101485000	101490000	B	1	-	PCSK6	-1.68802678248536	degron
chr15	40580000	40590000	chr15	40890000	40900000	A	1	+	KNL1	-1.73215258175438	degron
chr15	40930000	40940000	chr15	41180000	41190000	A	1	+	CHAC1	-2.27479989461363	degron
chr15	45205000	45210000	chr15	45395000	45400000	B	1	+	SPATA5L1	-1.90441502180309	degron
chr15	49620000	49625000	chr15	49830000	49835000	A	2	+	DTWD1	-2.51991649109261	degron
chr15	49620000	49630000	chr15	49820000	49830000	A	2	+	DTWD1	-2.51991649109261	degron
chr15	55640000	55650000	chr15	56240000	56250000	B	3	-	RFX7	-2.58191175432919	degron
chr15	56245000	56250000	chr15	56425000	56430000	A	2	-	RFX7	-2.58191175432919	degron
chr15	56250000	56255000	chr15	56425000	56430000	A	2	-	RFX7	-2.58191175432919	degron
chr15	56490000	56500000	chr15	57210000	57220000	B	6	+	TCF12	-1.89436672983951	degron
chr15	56820000	56825000	chr15	57210000	57215000	B	6	+	TCF12	-1.89436672983951	degron
chr15	56910000	56920000	chr15	57130000	57140000	A	2	+	TCF12	-1.89436672983951	degron
chr15	66250000	66255000	chr15	66495000	66500000	A	1	-	MEGF11	2.66367723299519	degron
chr15	67060000	67070000	chr15	67290000	67300000	A	1	+	SMAD3	-1.8120587506128	degron
chr15	69250000	69260000	chr15	69400000	69410000	B	1	+	KIF23	-1.97413119721313	degron
chr15	69570000	69580000	chr15	70090000	70100000	B	1	-	TLE3	-2.26729672361164	degron
chr15	69730000	69735000	chr15	70095000	70100000	B	1	-	TLE3	-2.26729672361164	degron
chr15	69750000	69760000	chr15	70090000	70100000	B	1	-	TLE3	-2.26729672361164	degron
chr15	75030000	75040000	chr15	75670000	75680000	A	1	+	PPCDC	-1.95721072067537	degron
chr15	75035000	75040000	chr15	75200000	75205000	A	1	+	PPCDC	-1.95721072067537	degron
chr15	80455000	80460000	chr15	80775000	80780000	B	1	+	CEMIP	-2.41626250225437	degron
chr15	80565000	80570000	chr15	80775000	80780000	B	2	+	CEMIP	-2.41626250225437	degron
chr15	80775000	80780000	chr15	80970000	80975000	A	1	+	CEMIP	-2.41626250225437	degron
