chr	start	end	name	score	strand	Ensembl_ID	gene_type	symbol	tss	Expression	is_ue	cellType	ATAC.mut_ATAC.tagAlign.bgz.readCount	ATAC.mut_ATAC.tagAlign.bgz.RPM	ATAC.mut_ATAC.tagAlign.bgz.readCount.quantile	ATAC.mut_ATAC.tagAlign.bgz.RPM.quantile	ATAC.mut_ATAC.tagAlign.bgz.RPKM	ATAC.mut_ATAC.tagAlign.bgz.RPKM.quantile	ATAC.RPM	ATAC.RPM.quantile	ATAC.RPKM	ATAC.RPKM.quantile	ATAC.mut_ATAC.tagAlign.bgz.readCount.TSS1Kb	ATAC.mut_ATAC.tagAlign.bgz.RPM.TSS1Kb	ATAC.mut_ATAC.tagAlign.bgz.readCount.quantile.TSS1Kb	ATAC.mut_ATAC.tagAlign.bgz.RPM.quantile.TSS1Kb	ATAC.mut_ATAC.tagAlign.bgz.RPKM.TSS1Kb	ATAC.mut_ATAC.tagAlign.bgz.RPKM.quantile.TSS1Kb	ATAC.RPM.TSS1Kb	ATAC.RPM.quantile.TSS1Kb	ATAC.RPKM.TSS1Kb	ATAC.RPKM.quantile.TSS1Kb	PromoterActivityQuantile
chr11	102604395	102608058	Fzd2	0	+	ENSMUSG00000050288	protein_coding	Fzd2	102604395		False		1148	5.030892	0.396995	0.396995	1.373435	0.819010	5.030892	0.396995	1.373435	0.819010	1576	6.906521	0.665131	0.665131	6.906521	0.665131	6.906521	0.665131	6.906521	0.665131	0.665131
chr11	102614891	102616546	Gm11636	0	-	ENSMUSG00000086105	lincRNA	Gm11636	102616546		False		20	0.087646	0.010632	0.010632	0.052958	0.023922	0.087646	0.010632	0.052958	0.023922	8	0.035058	0.031222	0.031222	0.035058	0.031222	0.035058	0.031222	0.035058	0.031222	0.031222
chr11	102619795	102624416	2810433D01Rik	0	-	ENSMUSG00000086283	lincRNA	2810433D01Rik	102624416		False		133	0.582847	0.093525	0.093525	0.126130	0.113407	0.582847	0.093525	0.126130	0.113407	168	0.736228	0.453928	0.453928	0.736228	0.453928	0.736228	0.453928	0.736228	0.453928	0.453928
chr11	102663715	102682237	Meioc	0	+	ENSMUSG00000051455	protein_coding	Meioc	102663715		False		294	1.288399	0.204682	0.204682	0.069560	0.039976	1.288399	0.204682	0.069560	0.039976	0	0.000000	0.008966	0.008966	0.000000	0.008966	0.000000	0.008966	0.000000	0.008966	0.008966
chr11	102684685	102697782	Ccdc43	0	-	ENSMUSG00000020925	protein_coding	Ccdc43	102697782		False		3196	14.005864	0.601942	0.601942	1.069395	0.770351	14.005864	0.601942	1.069395	0.770351	2763	12.108323	0.748077	0.748077	12.108323	0.748077	12.108323	0.748077	12.108323	0.748077	0.748077
chr11	102761438	102780262	Adam11	0	+	ENSMUSG00000020926	protein_coding	Adam11	102761438		False		20160	88.347375	0.947053	0.947053	4.693337	0.957295	88.347375	0.947053	4.693337	0.957295	829	3.632935	0.595262	0.595262	3.632935	0.595262	3.632935	0.595262	3.632935	0.595262	0.595262
chr11	102799578	102819700	Gjc1	0	-	ENSMUSG00000034520	protein_coding	Gjc1	102819700		False		1077	4.719748	0.387125	0.387125	0.234557	0.291066	4.719748	0.387125	0.234557	0.291066	582	2.550505	0.567247	0.567247	2.550505	0.567247	2.550505	0.567247	2.550505	0.567247	0.567247
chr11	102835848	102838040	Higd1b	0	+	ENSMUSG00000020928	protein_coding	Higd1b	102835848		False		232	1.016696	0.168321	0.168321	0.463821	0.550661	1.016696	0.168321	0.463821	0.550661	65	0.284850	0.251905	0.251905	0.284850	0.251905	0.284850	0.251905	0.284850	0.251905	0.251905
chr11	102838472	102880985	Eftud2	0	-	ENSMUSG00000020929	protein_coding	Eftud2	102880985		False		6101	26.736475	0.764681	0.764681	0.628901	0.642024	26.736475	0.764681	0.628901	0.642024	1513	6.630435	0.660364	0.660364	6.630435	0.660364	6.630435	0.660364	6.630435	0.660364	0.660364
chr11	102881203	102885216	Ccdc103	0	+	ENSMUSG00000020930	protein_coding	Ccdc103	102881203		False		838	3.672376	0.351685	0.351685	0.915120	0.737038	3.672376	0.351685	0.915120	0.737038	1542	6.757522	0.662367	0.662367	6.757522	0.662367	6.757522	0.662367	6.757522	0.662367	0.662367
chr11	102885168	102886731	Fam187a	0	+	ENSMUSG00000075510	protein_coding	Fam187a	102885168		False		179	0.784434	0.130755	0.130755	0.501877	0.575575	0.784434	0.130755	0.501877	0.575575	65	0.284850	0.251905	0.251905	0.284850	0.251905	0.284850	0.251905	0.284850	0.251905	0.251905
chr11	102887335	102900912	Gfap	0	-	ENSMUSG00000020932	protein_coding	Gfap	102900912		False		3549	15.552819	0.629231	0.629231	1.145527	0.783889	15.552819	0.629231	1.145527	0.783889	1452	6.363114	0.655438	0.655438	6.363114	0.655438	6.363114	0.655438	6.363114	0.655438	0.655438
chr11	102905528	102925124	Kif18b	0	-	ENSMUSG00000051378	protein_coding	Kif18b	102925124		False		1283	5.622504	0.415158	0.415158	0.286921	0.370628	5.622504	0.415158	0.286921	0.370628	1132	4.960775	0.626856	0.626856	4.960775	0.626856	4.960775	0.626856	4.960775	0.626856	0.626856
chr11	102939263	102946688	C1ql1	0	-	ENSMUSG00000045532	protein_coding	C1ql1	102946688		False		536	2.348918	0.288798	0.288798	0.316353	0.408477	2.348918	0.288798	0.316353	0.408477	496	2.173626	0.553762	0.553762	2.173626	0.553762	2.173626	0.553762	2.173626	0.553762	0.553762
chr11	102958299	102964387	2410004I01Rik	0	-	ENSMUSG00000085338	lincRNA	2410004I01Rik	102964387		False		517	2.265654	0.284013	0.284013	0.372151	0.471879	2.265654	0.284013	0.372151	0.471879	357	1.564485	0.526456	0.526456	1.564485	0.526456	1.564485	0.526456	1.564485	0.526456	0.526456
chr11	102994046	103028333	Dcakd	0	-	ENSMUSG00000020935	protein_coding	Dcakd	103028333		False		10139	44.432244	0.865719	0.865719	1.295892	0.808413	44.432244	0.865719	1.295892	0.808413	16960	74.323982	0.983237	0.983237	74.323982	0.983237	74.323982	0.983237	74.323982	0.983237	0.983237
chr11	103028189	103068912	Nmt1	0	+	ENSMUSG00000020936	protein_coding	Nmt1	103028189		False		20498	89.828596	0.948294	0.948294	2.205844	0.890811	89.828596	0.948294	2.205844	0.890811	15213	66.668086	0.977035	0.977035	66.668086	0.977035	66.668086	0.977035	66.668086	0.977035	0.977035
chr11	103070303	103101658	Plcd3	0	-	ENSMUSG00000020937	protein_coding	Plcd3	103101658		False		4064	17.809709	0.664387	0.664387	0.568002	0.614098	17.809709	0.664387	0.568002	0.614098	1358	5.951177	0.646702	0.646702	5.951177	0.646702	5.951177	0.646702	5.951177	0.646702	0.646702
chr11	103101681	103112200	Acbd4	0	+	ENSMUSG00000056938	protein_coding	Acbd4	103101681		False		15382	67.408696	0.922423	0.922423	6.408280	0.973066	67.408696	0.922423	6.408280	0.973066	1374	6.021294	0.647943	0.647943	6.021294	0.647943	6.021294	0.647943	6.021294	0.647943	0.647943
chr11	103116230	103119725	Hexim1	0	+	ENSMUSG00000048878	protein_coding	Hexim1	103116230		False		5499	24.098324	0.740263	0.740263	6.895086	0.976007	24.098324	0.740263	6.895086	0.976007	15100	66.172885	0.976557	0.976557	66.172885	0.976557	66.172885	0.976557	66.172885	0.976557	0.976557
chr11	103132428	103139876	Hexim2	0	+	ENSMUSG00000043372	protein_coding	Hexim2	103132428		False		12240	53.639478	0.892972	0.892972	7.201863	0.977425	53.639478	0.892972	7.201863	0.977425	3031	13.282782	0.763423	0.763423	13.282782	0.763423	13.282782	0.763423	13.282782	0.763423	0.763423
chr11	103171106	103198901	Fmnl1	0	+	ENSMUSG00000055805	protein_coding	Fmnl1	103171106		False		7736	33.901552	0.817397	0.817397	1.219700	0.796860	33.901552	0.817397	1.219700	0.796860	939	4.114989	0.606762	0.606762	4.114989	0.606762	4.114989	0.606762	4.114989	0.606762	0.606762
chr11	103198943	103208558	Efcab15	0	-	ENSMUSG00000020940	protein_coding	Efcab15	103208558		False		6685	29.295744	0.784137	0.784137	3.046879	0.924584	29.295744	0.784137	3.046879	0.924584	108	0.473290	0.380657	0.380657	0.473290	0.380657	0.473290	0.380657	0.473290	0.380657	0.380657
chr11	103208126	103218432	Spata32	0	-	ENSMUSG00000044787	protein_coding	Spata32	103218432		False		3282	14.382742	0.607896	0.607896	1.395570	0.821810	14.382742	0.607896	1.395570	0.821810	3057	13.396722	0.764858	0.764858	13.396722	0.764858	13.396722	0.764858	13.396722	0.764858	0.764858
chr11	103219761	103267472	Map3k14	0	-	ENSMUSG00000020941	protein_coding	Map3k14	103267472		False		7445	32.626300	0.809477	0.809477	0.683832	0.663678	32.626300	0.809477	0.683832	0.663678	16737	73.346727	0.982599	0.982599	73.346727	0.982599	73.346727	0.982599	73.346727	0.982599	0.982599
chr11	103264859	103267745	1700028N14Rik	0	-	ENSMUSG00000078635	processed_transcript	1700028N14Rik	103267745		False		15998	70.108200	0.926427	0.926427	24.292515	0.997590	70.108200	0.926427	24.292515	0.997590	16154	70.791840	0.980845	0.980845	70.791840	0.980845	70.791840	0.980845	70.791840	0.980845	0.980845
chr11	103331496	103363692	Arhgap27	0	-	ENSMUSG00000034255	protein_coding	Arhgap27	103363692		False		12659	55.475666	0.898536	0.898536	1.723061	0.856363	55.475666	0.898536	1.723061	0.856363	891	3.904638	0.601464	0.601464	3.904638	0.601464	3.904638	0.601464	3.904638	0.601464	0.601464
chr11	103364274	103412687	Plekhm1	0	-	ENSMUSG00000034247	protein_coding	Plekhm1	103412687		False		5731	25.115020	0.750328	0.750328	0.518766	0.585782	25.115020	0.750328	0.518766	0.585782	5519	24.185970	0.867615	0.867615	24.185970	0.867615	24.185970	0.867615	24.185970	0.867615	0.867615
chr11	103421735	103422062	Gm39397	0	+	ENSMUSG00000110636	lincRNA	Gm39397	103421735		False		13	0.056970	0.007797	0.007797	0.174220	0.193536	0.056970	0.007797	0.174220	0.193536	52	0.227880	0.199206	0.199206	0.227880	0.199206	0.227880	0.199206	0.227880	0.199206	0.199206
chr11	103450708	103504597	Lrrc37a	0	-	ENSMUSG00000078632	protein_coding	Lrrc37a	103504597		False		911	3.992285	0.363504	0.363504	0.074083	0.044618	3.992285	0.363504	0.074083	0.044618	48	0.210351	0.181398	0.181398	0.210351	0.181398	0.210351	0.181398	0.210351	0.181398	0.181398
chr11	103534576	103621140	Gm884	0	-	ENSMUSG00000034239	protein_coding	Gm884	103621140		False		1052	4.610190	0.383652	0.383652	0.053258	0.024241	4.610190	0.383652	0.053258	0.024241	51	0.223498	0.194918	0.194918	0.223498	0.194918	0.223498	0.194918	0.223498	0.194918	0.194918
chr11	103631069	103638890	Lyzl6	0	-	ENSMUSG00000020945	protein_coding	Lyzl6	103638890		False		218	0.955344	0.160010	0.160010	0.122151	0.106602	0.955344	0.160010	0.122151	0.106602	68	0.297997	0.263316	0.263316	0.297997	0.263316	0.297997	0.263316	0.297997	0.263316	0.263316
chr11	103649569	103650579	Rprml	0	+	ENSMUSG00000046215	protein_coding	Rprml	103649569		False		623	2.730179	0.310026	0.310026	2.703148	0.912641	2.730179	0.310026	2.703148	0.912641	639	2.800296	0.574600	0.574600	2.800296	0.574600	2.800296	0.574600	2.800296	0.574600	0.574600
chr11	103676848	103697898	Gosr2	0	-	ENSMUSG00000020946	protein_coding	Gosr2	103697898		False		3419	14.983119	0.618918	0.618918	0.711787	0.674558	14.983119	0.618918	0.711787	0.674558	2888	12.656112	0.755325	0.755325	12.656112	0.755325	12.656112	0.755325	12.656112	0.755325	0.755325
chr11	103697723	103722832	C130046K22Rik	0	+	ENSMUSG00000085154	processed_transcript	C130046K22Rik	103697723		False		4123	18.068265	0.668303	0.668303	0.719593	0.677287	18.068265	0.668303	0.719593	0.677287	2917	12.783199	0.756760	0.756760	12.783199	0.756760	12.783199	0.756760	12.783199	0.756760	0.756760
chr11	103723949	103724532	Gm11642	0	+	ENSMUSG00000086794	processed_transcript	Gm11642	103723949		False		29	0.127087	0.015239	0.015239	0.217988	0.265797	0.127087	0.015239	0.217988	0.265797	10	0.043823	0.035422	0.035422	0.043823	0.035422	0.043823	0.035422	0.043823	0.035422	0.035422
chr11	103727363	103749821	Wnt9b	0	-	ENSMUSG00000018486	protein_coding	Wnt9b	103749821		False		2161	9.470172	0.512528	0.512528	0.421684	0.517702	9.470172	0.512528	0.421684	0.517702	619	2.712650	0.571801	0.571801	2.712650	0.571801	2.712650	0.571801	2.712650	0.571801	0.571801
chr11	103774149	103817957	Wnt3	0	+	ENSMUSG00000000125	protein_coding	Wnt3	103774149		False		8974	39.326852	0.846015	0.846015	0.897709	0.732183	39.326852	0.846015	0.897709	0.732183	744	3.260439	0.586242	0.586242	3.260439	0.586242	3.260439	0.586242	3.260439	0.586242	0.586242
chr11	103821781	103954056	Nsf	0	-	ENSMUSG00000034187	protein_coding	Nsf	103954056		True		8988	39.388205	0.846298	0.846298	0.297775	0.385760	39.388205	0.846298	0.297775	0.385760	2140	9.378144	0.706595	0.706595	9.378144	0.706595	9.378144	0.706595	9.378144	0.706595	0.706595
chr11	103966738	103985337	Arf2	0	+	ENSMUSG00000062421	protein_coding	Arf2	103966738		False		3167	13.878777	0.599674	0.599674	0.746211	0.686643	13.878777	0.599674	0.746211	0.686643	16524	72.413295	0.981784	0.981784	72.413295	0.981784	72.413295	0.981784	72.413295	0.981784	0.981784
chr11	104132854	104175523	Crhr1	0	+	ENSMUSG00000018634	protein_coding	Crhr1	104132854		False		29277	128.300897	0.970372	0.970372	3.006888	0.923628	128.300897	0.970372	3.006888	0.923628	2896	12.691171	0.755732	0.755732	12.691171	0.755732	12.691171	0.755732	12.691171	0.755732	0.755732
chr11	104186326	104191163	Sppl2c	0	+	ENSMUSG00000049506	protein_coding	Sppl2c	104186326		False		14923	65.397216	0.919091	0.919091	13.520202	0.992168	65.397216	0.919091	13.520202	0.992168	169	0.740610	0.454726	0.454726	0.740610	0.454726	0.740610	0.454726	0.740610	0.454726	0.454726
chr11	104231389	104332090	Mapt	0	+	ENSMUSG00000018411	protein_coding	Mapt	104231389		True		47259	207.103600	0.988837	0.988837	2.056619	0.881419	207.103600	0.988837	2.056619	0.881419	6873	30.119618	0.899032	0.899032	30.119618	0.899032	30.119618	0.899032	30.119618	0.899032	0.899032
chr11	104333228	104468861	Kansl1	0	-	ENSMUSG00000018412	protein_coding	Kansl1	104468861		True		12395	54.318736	0.894797	0.894797	0.400483	0.498742	54.318736	0.894797	0.400483	0.498742	309	1.354134	0.514300	0.514300	1.354134	0.514300	1.354134	0.514300	1.354134	0.514300	0.514300
chr11	104502744	104550620	Cdc27	0	-	ENSMUSG00000020687	protein_coding	Cdc27	104550620		False		3961	17.358331	0.657742	0.657742	0.362569	0.461601	17.358331	0.657742	0.362569	0.461601	4104	17.985001	0.816246	0.816246	17.985001	0.816246	17.985001	0.816246	17.985001	0.816246	0.816246
chr11	104550662	104595753	Myl4	0	+	ENSMUSG00000061086	protein_coding	Myl4	104550662		False		3937	17.253155	0.656413	0.656413	0.382630	0.481447	17.253155	0.656413	0.382630	0.481447	4063	17.805327	0.814598	0.814598	17.805327	0.814598	17.805327	0.814598	17.805327	0.814598	0.814598
chr11	104557921	104565661	Gm22000	0	-	ENSMUSG00000086932	processed_transcript	Gm22000	104565661		False		120	0.525877	0.084807	0.084807	0.067943	0.038771	0.525877	0.084807	0.067943	0.038771	39	0.170910	0.140979	0.140979	0.170910	0.140979	0.170910	0.140979	0.170910	0.140979	0.140979
chr11	104607999	104670476	Itgb3	0	+	ENSMUSG00000020689	protein_coding	Itgb3	104607999		False		6923	30.338734	0.792288	0.792288	0.485598	0.564979	30.338734	0.792288	0.485598	0.564979	1050	4.601426	0.619006	0.619006	4.601426	0.619006	4.601426	0.619006	4.601426	0.619006	0.619006
chr11	104685706	105117394	Gm11639	0	+	ENSMUSG00000040838	protein_coding	Gm11639	104685706		False		5363	23.502330	0.734398	0.734398	0.054443	0.025304	23.502330	0.734398	0.054443	0.025304	80	0.350585	0.305135	0.305135	0.350585	0.305135	0.350585	0.305135	0.350585	0.305135	0.305135
chr11	105063591	105117537	Efcab3	0	+	ENSMUSG00000020690	protein_coding	Efcab3	105063591		False		687	3.010647	0.324733	0.324733	0.055809	0.026686	3.010647	0.324733	0.055809	0.026686	7	0.030676	0.029255	0.029255	0.030676	0.029255	0.030676	0.029255	0.030676	0.029255	0.029255
chr11	105126424	105140394	Mettl2	0	+	ENSMUSG00000020691	protein_coding	Mettl2	105126424		False		1178	5.162361	0.401779	0.401779	0.369532	0.468335	5.162361	0.401779	0.369532	0.468335	1339	5.867913	0.644682	0.644682	5.867913	0.644682	5.867913	0.644682	5.867913	0.644682	0.644682
chr11	105178806	105283959	Tlk2	0	+	ENSMUSG00000020694	protein_coding	Tlk2	105178806		False		7639	33.476468	0.814668	0.814668	0.318360	0.411171	33.476468	0.814668	0.318360	0.411171	32	0.140234	0.110820	0.110820	0.140234	0.110820	0.140234	0.110820	0.140234	0.110820	0.110820
chr11	105292642	105351139	Mrc2	0	+	ENSMUSG00000020695	protein_coding	Mrc2	105292642		False		5401	23.668858	0.735674	0.735674	0.404617	0.502782	23.668858	0.735674	0.404617	0.502782	343	1.503132	0.523532	0.523532	1.503132	0.523532	1.503132	0.523532	1.503132	0.523532	0.523532
chr11	105360797	105456735	Marchf10	0	-	ENSMUSG00000078627	protein_coding	Marchf10	105456735		False		6303	27.621702	0.771592	0.771592	0.287912	0.371655	27.621702	0.771592	0.287912	0.371655	268	1.174459	0.502410	0.502410	1.174459	0.502410	1.174459	0.502410	1.174459	0.502410	0.502410
chr11	105363251	105390642	Gm11638	0	+	ENSMUSG00000086487	processed_transcript	Gm11638	105363251		False		2134	9.351850	0.509976	0.509976	0.341421	0.438176	9.351850	0.509976	0.341421	0.438176	1037	4.544456	0.617713	0.617713	4.544456	0.617713	4.544456	0.617713	4.544456	0.617713	0.617713
chr11	105589985	105929304	Tanc2	0	+	ENSMUSG00000053580	protein_coding	Tanc2	105589985		False		7645	33.502762	0.814881	0.814881	0.098735	0.072687	33.502762	0.814881	0.098735	0.072687	585	2.563652	0.567725	0.567725	2.563652	0.567725	2.563652	0.567725	2.563652	0.567725	0.567725
chr11	105933701	105953336	Cyb561	0	-	ENSMUSG00000019590	protein_coding	Cyb561	105953336		False		3150	13.804277	0.598540	0.598540	0.703044	0.671368	13.804277	0.598540	0.703044	0.671368	118	0.517113	0.399777	0.399777	0.517113	0.399777	0.517113	0.399777	0.517113	0.399777	0.399777
chr11	105967944	105989964	Ace	0	+	ENSMUSG00000020681	protein_coding	Ace	105967944		False		7448	32.639447	0.809654	0.809654	1.482264	0.832796	32.639447	0.809654	1.482264	0.832796	323	1.415486	0.518694	0.518694	1.415486	0.518694	1.415486	0.518694	1.415486	0.518694	0.518694
chr11	105994674	106005443	Ace3	0	+	ENSMUSG00000101605	protein_coding	Ace3	105994674		False		1149	5.035274	0.397207	0.397207	0.467571	0.552716	5.035274	0.397207	0.467571	0.552716	44	0.192822	0.163093	0.163093	0.192822	0.163093	0.192822	0.163093	0.192822	0.163093	0.163093
chr11	106008123	106034549	Kcnh6	0	+	ENSMUSG00000001901	protein_coding	Kcnh6	106008123		False		2949	12.923433	0.582734	0.582734	0.489042	0.567282	12.923433	0.582734	0.489042	0.567282	182	0.797580	0.463302	0.463302	0.797580	0.463302	0.797580	0.463302	0.797580	0.463302	0.463302
chr11	106036871	106059324	Dcaf7	0	+	ENSMUSG00000049354	protein_coding	Dcaf7	106036871		False		6278	27.512144	0.770404	0.770404	1.225322	0.797959	27.512144	0.770404	1.225322	0.797959	10511	46.062463	0.948719	0.948719	46.062463	0.948719	46.062463	0.948719	46.062463	0.948719	0.948719
chr11	106066060	106073612	Taco1	0	+	ENSMUSG00000001983	protein_coding	Taco1	106066060		False		2413	10.574515	0.535422	0.535422	1.400227	0.822341	10.574515	0.535422	1.400227	0.822341	3669	16.078696	0.796417	0.796417	16.078696	0.796417	16.078696	0.796417	16.078696	0.796417	0.796417
chr11	106084612	106155446	Map3k3	0	+	ENSMUSG00000020700	protein_coding	Map3k3	106084612		False		6381	27.963522	0.774480	0.774480	0.394775	0.492540	27.963522	0.774480	0.394775	0.492540	35676	156.343301	0.998760	0.998760	156.343301	0.998760	156.343301	0.998760	156.343301	0.998760	0.998760
chr11	106156255	106160860	Limd2	0	-	ENSMUSG00000040699	protein_coding	Limd2	106160860		False		4388	19.229577	0.683879	0.683879	4.175804	0.950136	19.229577	0.683879	4.175804	0.950136	2530	11.087245	0.733335	0.733335	11.087245	0.733335	11.087245	0.733335	11.087245	0.733335	0.733335
chr11	106163329	106202168	Strada	0	-	ENSMUSG00000069631	protein_coding	Strada	106202168		False		14488	63.490911	0.915795	0.915795	1.634721	0.848815	63.490911	0.915795	1.634721	0.848815	31	0.135852	0.106939	0.106939	0.135852	0.106939	0.135852	0.106939	0.135852	0.106939	0.106939
chr11	106197407	106216344	Ccdc47	0	-	ENSMUSG00000078622	protein_coding	Ccdc47	106216344		False		1701	7.454310	0.464614	0.464614	0.393637	0.491619	7.454310	0.464614	0.393637	0.491619	17519	76.773693	0.984796	0.984796	76.773693	0.984796	76.773693	0.984796	76.773693	0.984796	0.984796
chr11	106216925	106249139	Ddx42	0	+	ENSMUSG00000020705	protein_coding	Ddx42	106216925		False		4618	20.237509	0.697239	0.697239	0.628221	0.641847	20.237509	0.697239	0.628221	0.641847	19639	86.064191	0.989474	0.989474	86.064191	0.989474	86.064191	0.989474	86.064191	0.989474	0.989474
chr11	106249141	106256079	Ftsj3	0	-	ENSMUSG00000020706	protein_coding	Ftsj3	106256079		False		1902	8.335154	0.485629	0.485629	1.201377	0.793670	8.335154	0.485629	1.201377	0.793670	3327	14.579946	0.779636	0.779636	14.579946	0.779636	14.579946	0.779636	14.579946	0.779636	0.779636
chr11	106256153	106263120	Psmc5	0	+	ENSMUSG00000020708	protein_coding	Psmc5	106256153		False		2356	10.324723	0.530496	0.530496	1.481947	0.832760	10.324723	0.530496	1.481947	0.832760	3327	14.579946	0.779636	0.779636	14.579946	0.779636	14.579946	0.779636	14.579946	0.779636	0.779636
chr11	106263178	106272972	Smarcd2	0	-	ENSMUSG00000078619	protein_coding	Smarcd2	106272972		False		22160	97.111995	0.954885	0.954885	9.915458	0.987065	97.111995	0.954885	9.915458	0.987065	11553	50.628830	0.957402	0.957402	50.628830	0.957402	50.628830	0.957402	50.628830	0.957402	0.957402
chr11	106276671	106288745	Tcam1	0	+	ENSMUSG00000020712	protein_coding	Tcam1	106276671		False		6221	27.262352	0.768526	0.768526	2.257939	0.893043	27.262352	0.768526	2.257939	0.893043	2175	9.531525	0.709395	0.709395	9.531525	0.709395	9.531525	0.709395	9.531525	0.709395	0.709395
chr11	106300270	106301865	Gh	0	-	ENSMUSG00000020713	protein_coding	Gh	106301865		False		218	0.955344	0.160010	0.160010	0.598962	0.629869	0.955344	0.160010	0.598962	0.629869	141	0.617906	0.430733	0.430733	0.617906	0.430733	0.617906	0.430733	0.617906	0.430733	0.430733
chr11	106311340	106314762	Cd79b	0	-	ENSMUSG00000040592	protein_coding	Cd79b	106314762		False		321	1.406722	0.217741	0.217741	0.411082	0.508098	1.406722	0.217741	0.411082	0.508098	110	0.482054	0.384715	0.384715	0.482054	0.384715	0.482054	0.384715	0.482054	0.384715	0.384715
chr11	106318591	106353288	Scn4a	0	-	ENSMUSG00000001027	protein_coding	Scn4a	106353288		False		3776	16.547604	0.645214	0.645214	0.476917	0.559769	16.547604	0.645214	0.476917	0.559769	36	0.157763	0.128185	0.128185	0.157763	0.128185	0.157763	0.128185	0.157763	0.128185	0.128185
chr11	106365471	106377558	Prr29	0	+	ENSMUSG00000009210	protein_coding	Prr29	106365471		False		1278	5.600593	0.414573	0.414573	0.463357	0.550307	5.600593	0.414573	0.463357	0.550307	273	1.196371	0.504005	0.504005	1.196371	0.504005	1.196371	0.504005	1.196371	0.504005	0.504005
chr11	106377655	106388075	Icam2	0	-	ENSMUSG00000001029	protein_coding	Icam2	106388075		False		470	2.059686	0.270776	0.270776	0.197667	0.232590	2.059686	0.270776	0.197667	0.232590	33	0.144616	0.115019	0.115019	0.144616	0.115019	0.144616	0.115019	0.144616	0.115019	0.115019
chr11	106394649	106487852	Ern1	0	-	ENSMUSG00000020715	protein_coding	Ern1	106487852		False		7212	31.605222	0.802282	0.802282	0.339101	0.435553	31.605222	0.802282	0.339101	0.435553	6047	26.499830	0.880568	0.880568	26.499830	0.880568	26.499830	0.880568	26.499830	0.880568	0.880568
chr11	106502146	106613423	Tex2	0	-	ENSMUSG00000040548	protein_coding	Tex2	106613423		False		16729	73.311668	0.930786	0.930786	0.658821	0.654818	73.311668	0.930786	0.658821	0.654818	4474	19.606456	0.831307	0.831307	19.606456	0.831307	19.606456	0.831307	19.606456	0.831307	0.831307
chr11	106654216	106750628	Pecam1	0	-	ENSMUSG00000020717	protein_coding	Pecam1	106750628		False		8603	37.701015	0.837757	0.837757	0.391041	0.489350	37.701015	0.837757	0.391041	0.489350	27	0.118322	0.090885	0.090885	0.118322	0.090885	0.118322	0.090885	0.118322	0.090885	0.090885
chr11	106751225	106768794	Milr1	0	+	ENSMUSG00000040528	protein_coding	Milr1	106751225		False		850	3.724964	0.353936	0.353936	0.212019	0.255839	3.724964	0.353936	0.212019	0.255839	39	0.170910	0.140979	0.140979	0.170910	0.140979	0.170910	0.140979	0.170910	0.140979	0.140979
chr11	106768252	106779537	Polg2	0	-	ENSMUSG00000020718	protein_coding	Polg2	106779537		False		3095	13.563250	0.593773	0.593773	1.201883	0.793706	13.563250	0.593773	1.201883	0.793706	3790	16.608956	0.802211	0.802211	16.608956	0.802211	16.608956	0.802211	16.608956	0.802211	0.802211
chr11	106780354	106789185	Ddx5	0	-	ENSMUSG00000020719	protein_coding	Ddx5	106789185		True		11827	51.829583	0.888365	0.888365	5.869050	0.969026	51.829583	0.888365	5.869050	0.969026	12619	55.300373	0.964808	0.964808	55.300373	0.964808	55.300373	0.964808	55.300373	0.964808	0.964808
chr11	106789251	106819930	Cep95	0	+	ENSMUSG00000018372	protein_coding	Cep95	106789251		False		23792	104.263926	0.959386	0.959386	3.398544	0.934401	104.263926	0.959386	3.398544	0.934401	11980	52.500077	0.960272	0.960272	52.500077	0.960272	52.500077	0.960272	52.500077	0.960272	0.960272
chr11	106820065	106920715	Smurf2	0	-	ENSMUSG00000018363	protein_coding	Smurf2	106920715		False		18996	83.246366	0.942216	0.942216	0.827088	0.712904	83.246366	0.942216	0.827088	0.712904	4396	19.264636	0.828171	0.828171	19.264636	0.828171	19.264636	0.828171	19.264636	0.828171	0.828171
chr11	106972057	106973090	Gm11707	0	-	ENSMUSG00000086481	lincRNA	Gm11707	106973090		False		48	0.210351	0.029628	0.029628	0.203631	0.241698	0.210351	0.029628	0.203631	0.241698	40	0.175292	0.145728	0.145728	0.175292	0.145728	0.175292	0.145728	0.175292	0.145728	0.145728
chr11	106988628	106999541	Kpna2	0	-	ENSMUSG00000018362	protein_coding	Kpna2	106999541		False		2496	10.938246	0.543148	0.543148	1.002313	0.756494	10.938246	0.543148	1.002313	0.756494	5395	23.642564	0.863965	0.863965	23.642564	0.863965	23.642564	0.863965	23.642564	0.863965	0.863965
chr11	107025680	107030443	1810010H24Rik	0	+	ENSMUSG00000078607	protein_coding	1810010H24Rik	107025680		False		4835	21.188470	0.709271	0.709271	4.448556	0.954283	21.188470	0.709271	4.448556	0.954283	429	1.880011	0.541978	0.541978	1.880011	0.541978	1.880011	0.541978	1.880011	0.541978	0.541978
chr11	107033080	107132127	Bptf	0	-	ENSMUSG00000040481	protein_coding	Bptf	107132127		True		10266	44.988797	0.867544	0.867544	0.454217	0.544034	44.988797	0.867544	0.454217	0.544034	3894	17.064716	0.806943	0.806943	17.064716	0.806943	17.064716	0.806943	17.064716	0.806943	0.806943
