chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
chr12	116865001	116890000	chr12	116630001	116890000	260000	25000	512662.677590777	99.0%	0.051000000000000004	-4.421032899804065
chr4	117645001	117670000	chr4	117025001	117670000	645000	25000	215905.62639536225	95.0%	0.082	-4.424771753872403
chr9	101395001	101415000	chr9	101395001	102375000	980000	20000	133228.05390892323	97.0%	0.0825	-4.424943040802052
chr4	127230001	127255000	chr4	126850001	127255000	405000	25000	413976.73884301534	99.0%	0.061	-4.428571290771656
chr1	25150001	25175000	chr1	25150001	25835000	685000	25000	173231.5622242223	99.0%	0.095	-4.429694263639759
chr16	20485001	20505000	chr16	20485001	20905000	420000	20000	292256.6021427251	98.0%	0.0745	-4.432052790189471
chr19	6305001	6340000	chr19	6015001	6340000	325000	35000	514551.11488606915	99.0%	0.017	-4.445132871680783
chr8	115970001	115990000	chr8	114640001	115990000	1350000	20000	106286.77443876522	95.0%	0.0475	-4.465070409364205
chr10	98900001	98920000	chr10	98185001	98920000	735000	20000	122901.39140420829	96.0%	0.072	-4.468562828416908
chr1	191965001	191990000	chr1	191965001	193325000	1360000	25000	76970.42681755865	95.0%	0.054	-4.474087495770328
chr11	88030001	88060000	chr11	88030001	89000000	970000	30000	199376.7275762799	95.0%	0.057999999999999996	-4.476524278818352
chr5	137275001	137295000	chr5	136965001	137295000	330000	20000	363854.51692803344	99.0%	0.036500000000000005	-4.476645543110463
chr7	4600001	4620000	chr7	4600001	5070000	470000	20000	365449.0714541336	98.0%	0.0295	-4.479156006306825
chr17	26650001	26670000	chr17	26650001	26885000	235000	20000	490645.55800481536	99.0%	0.057	-4.482073342544611
chr9	47040001	47060000	chr9	47040001	48150000	1110000	20000	105271.27116405133	95.0%	0.0955	-4.483114843550206
chr16	6775001	6795000	chr16	6775001	7725000	950000	20000	212123.68637611583	97.0%	0.017	-4.488151474535126
chr8	115970001	115990000	chr8	115970001	116480000	510000	20000	247753.19042797826	99.0%	0.059	-4.4927685365748555
chr4	99880001	99900000	chr4	99220001	99900000	680000	20000	87229.25115132511	99.0%	0.064	-4.505871581841445
chr15	37105001	37135000	chr15	37105001	38085000	980000	30000	90940.6849463109	98.0%	0.0745	-4.506134678077325
chr17	87775001	87805000	chr17	87775001	88655000	880000	30000	184407.02558665874	96.0%	0.0895	-4.512131646816735
chr4	33515001	33535000	chr4	33515001	34615000	1100000	20000	165379.77495885998	99.0%	0.0625	-4.512829855914105
chr16	42865001	42885000	chr16	41640001	42885000	1245000	20000	86934.45202646183	97.0%	0.068	-4.518487517349272
chr14	66865001	66880000	chr14	66865001	67225000	360000	15000	418620.32888485264	99.0%	0.0475	-4.523828950979457
chr9	63375001	63400000	chr9	63155001	63400000	245000	25000	499847.7807628303	99.0%	0.099	-4.52928839094198
chr4	128130001	128150000	chr4	128130001	128835000	705000	20000	260650.4519980635	96.0%	0.075	-4.536792855704282
chr3	88540001	88560000	chr3	88540001	89280000	740000	20000	185726.74059405955	98.0%	0.0595	-4.546713636326062
chr12	91085001	91105000	chr12	90555001	91105000	550000	20000	166091.94806259638	99.0%	0.057999999999999996	-4.556868513036872
chr11	74820001	74840000	chr11	74820001	76295000	1475000	20000	138839.48070208306	95.0%	0.092	-4.557528930517405
chr7	16045001	16065000	chr7	16045001	17085000	1040000	20000	211777.84585266648	97.0%	0.059	-4.572067740323323
chr7	132200001	132230000	chr7	132200001	133005000	805000	30000	254951.4774986912	98.0%	0.082	-4.585340264405884
chr14	32070001	32090000	chr14	31110001	32090000	980000	20000	211620.5574717071	98.0%	0.025500000000000002	-4.605491747211896
chr1	35955001	35990000	chr1	35560001	35990000	430000	35000	278076.4171735147	99.0%	0.064	-4.606360668199532
chr1	25150001	25175000	chr1	24475001	25175000	700000	25000	170708.45429721012	97.0%	0.095	-4.618350747933048
chr1	175285001	175305000	chr1	175285001	175610000	325000	20000	347482.0402753436	97.0%	0.037	-4.627840179771363
chr15	87375001	87395000	chr15	86050001	87395000	1345000	20000	209798.56196993263	98.0%	0.012	-4.629890811764462
chr10	70160001	70180000	chr10	69580001	70180000	600000	20000	228988.124537853	97.0%	0.099	-4.639211085261562
chr1	38735001	38765000	chr1	38245001	38765000	520000	30000	188509.78336288186	98.0%	0.0715	-4.647045720601467
chr7	125145001	125170000	chr7	124265001	125170000	905000	25000	124591.9350457311	99.0%	0.086	-4.6493254800442445
chr12	39025001	39050000	chr12	38355001	39050000	695000	25000	208532.78203456453	95.0%	0.098	-4.657966531105427
chr1	91995001	92015000	chr1	91995001	93485000	1490000	20000	129406.72408755579	95.0%	0.039	-4.666085268555573
chr6	126685001	126710000	chr6	126095001	126710000	615000	25000	310182.7106494562	99.0%	0.086	-4.671625971030402
chr12	102045001	102065000	chr12	102045001	103430000	1385000	20000	120201.99143813988	95.0%	0.083	-4.685079064993298
chr18	39375001	39395000	chr18	37805001	39395000	1590000	20000	149548.8977246622	96.0%	0.057999999999999996	-4.688484486537798
chr7	111070001	111090000	chr7	111070001	112490000	1420000	20000	88580.90902408688	95.0%	0.0775	-4.689253510648719
chr5	133790001	133820000	chr5	133790001	134065000	275000	30000	403495.7622104189	99.0%	0.046	-4.704106325234963
chr10	96820001	96840000	chr10	96820001	97215000	395000	20000	375816.9150360007	98.0%	0.077	-4.7074959469809405
chr7	45295001	45315000	chr7	44890001	45315000	425000	20000	329779.53733688995	99.0%	0.058	-4.708224767718208
chr12	28580001	28605000	chr12	28580001	29895000	1315000	25000	101004.49884542818	97.0%	0.039	-4.713130350557708
chr6	23290001	23310000	chr6	23290001	24425000	1135000	20000	112889.57783162885	96.0%	0.099	-4.714741984295675
chr17	11305001	11320000	chr17	11305001	11565000	260000	15000	524158.2935416287	99.0%	0.0935	-4.717316070211257
chr2	162190001	162210000	chr2	161150001	162210000	1060000	20000	105232.538359598	97.0%	0.0725	-4.7221131576088995
chr5	132160001	132175000	chr5	130800001	132175000	1375000	15000	92544.74346964824	95.0%	0.053	-4.726190067704372
chr4	125915001	125940000	chr4	125170001	125940000	770000	25000	132190.8668164819	99.0%	0.0665	-4.730716720145082
chr8	115840001	115855000	chr8	114710001	115855000	1145000	15000	119612.43087208329	97.0%	0.076	-4.731088251710536
chr11	60925001	60945000	chr11	60925001	61870000	945000	20000	176570.6011020691	96.0%	0.047	-4.734814902951275
chr12	71695001	71715000	chr12	71140001	71715000	575000	20000	206145.61834089586	99.0%	0.036	-4.743755463736738
chr11	118575001	118595000	chr11	118575001	119080000	505000	20000	485762.3141840321	97.0%	0.039	-4.750915193576234
chr11	61175001	61195000	chr11	61175001	61720000	545000	20000	344163.63766172406	98.0%	0.021	-4.756841607670028
chr5	36565001	36585000	chr5	36565001	37000000	435000	20000	308560.81625386485	99.0%	0.05	-4.772142624411009
chr3	56065001	56085000	chr3	56065001	56865000	800000	20000	125799.97097896015	99.0%	0.045	-4.784345517109697
chr6	8200001	8220000	chr6	8200001	8785000	585000	20000	185356.04556108694	98.0%	0.078	-4.793141129312983
chr7	45695001	45720000	chr7	44510001	45720000	1210000	25000	117742.79631009682	97.0%	0.048	-4.804481160814229
chr4	66095001	66120000	chr4	66095001	66825000	730000	25000	195273.78212772153	96.0%	0.054	-4.808150776636441
chr16	50030001	50050000	chr16	49400001	50050000	650000	20000	301926.02010511345	96.0%	0.013	-4.832143242683888
chr4	122020001	122055000	chr4	121255001	122055000	800000	35000	211010.1775149541	97.0%	0.0995	-4.832372363479536
chr19	5290001	5310000	chr19	4450001	5310000	860000	20000	160012.4892419152	98.0%	0.0715	-4.847838728770039
chr1	81250001	81275000	chr1	79630001	81275000	1645000	25000	78185.30945127466	95.0%	0.09	-4.86133509942669
chr14	28520001	28540000	chr14	28520001	29715000	1195000	20000	87725.29900337246	97.0%	0.056	-4.869538229334567
chr3	141460001	141480000	chr3	139845001	141480000	1635000	20000	71272.9367075898	99.0%	0.071	-4.871030185129439
chr17	90600001	90635000	chr17	90600001	91090000	490000	35000	260509.0799556105	99.0%	0.06	-4.872356254961549
chr1	24735001	24755000	chr1	24735001	25625000	890000	20000	106465.7038736664	98.0%	0.0525	-4.874332723890036
chr9	21410001	21440000	chr9	20855001	21440000	585000	30000	274446.17114558007	95.0%	0.087	-4.87835428801955
chr1	64715001	64735000	chr1	64715001	65015000	300000	20000	247587.93840489828	99.0%	0.0895	-4.888028786027237
chr18	64330001	64350000	chr18	63750001	64350000	600000	20000	177098.46413896594	98.0%	0.077	-4.903469815214966
chr19	44395001	44420000	chr19	44205001	44420000	215000	25000	1053227.0443046605	99.0%	0.016	-4.919223795112925
chr4	47570001	47600000	chr4	47570001	48075000	505000	30000	338586.18421595666	99.0%	0.021	-4.926797135607028
chr14	78260001	78280000	chr14	76835001	78280000	1445000	20000	55805.08731439093	95.0%	0.086	-4.927171666940536
chr15	86540001	86560000	chr15	86540001	87960000	1420000	20000	115533.603614347	96.0%	0.02	-4.9297548353829095
chr5	131755001	131775000	chr5	131755001	132545000	790000	20000	253427.21430383617	99.0%	0.054	-4.932713963838113
chr18	54735001	54755000	chr18	54735001	56335000	1600000	20000	58547.803674243485	95.0%	0.091	-4.95982974575633
chr6	119330001	119350000	chr6	118790001	119350000	560000	20000	310715.0407647413	98.0%	0.0715	-4.967267906245201
chr11	76880001	76900000	chr11	76745001	76900000	155000	20000	648421.7277020073	99.0%	0.067	-4.989711653134436
chr1	177590001	177610000	chr1	176985001	177610000	625000	20000	373100.3129349673	99.0%	0.079	-4.99488733739763
chr13	113610001	113630000	chr13	113215001	113630000	415000	20000	210180.10199802736	98.0%	0.089	-5.000556473674432
chr15	99305001	99325000	chr15	99305001	100425000	1120000	20000	137916.80809018263	95.0%	0.0965	-5.004705260151634
chr15	78000001	78020000	chr15	78000001	78905000	905000	20000	246167.9779793366	95.0%	0.096	-5.006453955540271
chr6	33810001	33830000	chr6	33300001	33830000	530000	20000	254053.8572494796	99.0%	0.051000000000000004	-5.011721627926637
chr13	100880001	100905000	chr13	100880001	102050000	1170000	25000	78464.61630047616	97.0%	0.0475	-5.01329243798313
chr4	131930001	131950000	chr4	131930001	132985000	1055000	20000	152420.84578247755	97.0%	0.092	-5.016512139984009
chr8	69920001	69940000	chr8	69920001	70290000	370000	20000	232671.8385759955	99.0%	0.07050000000000001	-5.027210879665695
chr12	100420001	100445000	chr12	100420001	101045000	625000	25000	278955.27446710033	97.0%	0.078	-5.028752591149136
chr16	37805001	37830000	chr16	37130001	37830000	700000	25000	137450.81051287567	98.0%	0.076	-5.029204272087572
chr19	6570001	6590000	chr19	6370001	6590000	220000	20000	669120.5187172893	99.0%	0.0905	-5.035005581567522
chr6	48625001	48650000	chr6	47800001	48650000	850000	25000	150513.9958780298	95.0%	0.064	-5.041465528865695
chr9	78830001	78850000	chr9	78830001	79635000	805000	20000	116519.63856941329	96.0%	0.098	-5.051422860925558
chr2	92795001	92815000	chr2	92640001	92815000	175000	20000	633292.5047574794	99.0%	0.051	-5.0587823956894615
chr14	34300001	34320000	chr14	34300001	34740000	440000	20000	247919.22713524845	97.0%	0.08299999999999999	-5.066285789199229
chr2	128445001	128465000	chr2	127760001	128465000	705000	20000	165765.4899263624	99.0%	0.076	-5.0689445252039045
chr7	111930001	111955000	chr7	110845001	111955000	1110000	25000	116844.15908834853	96.0%	0.0325	-5.0693340134751175
chr11	79895001	79920000	chr11	79585001	79920000	335000	25000	279707.89403797896	99.0%	0.061	-5.11437875439196
chr2	170935001	170950000	chr2	170935001	172405000	1470000	15000	66307.79019727623	97.0%	0.089	-5.1171405056198935
chr19	3845001	3875000	chr19	3845001	4340000	495000	30000	292023.44537895144	98.0%	0.098	-5.130811085087024
chr9	72265001	72285000	chr9	71810001	72285000	475000	20000	217220.21382934577	99.0%	0.062	-5.135187368667453
chr8	115320001	115335000	chr8	115320001	116050000	730000	15000	200588.1716523194	97.0%	0.08	-5.141426500534775
chr12	111950001	111970000	chr12	111320001	111970000	650000	20000	158897.2683706094	96.0%	0.097	-5.17790718092303
chr4	130530001	130565000	chr4	130530001	132075000	1545000	35000	148764.3296393297	97.0%	0.04	-5.184467877702626
chr3	55990001	56010000	chr3	55990001	57165000	1175000	20000	62608.82883179495	98.0%	0.086	-5.187113046930405
chr9	22135001	22165000	chr9	21515001	22165000	650000	30000	235380.05428044862	95.0%	0.0625	-5.199331512118198
chr8	13740001	13760000	chr8	13265001	13760000	495000	20000	256483.85169772504	99.0%	0.053	-5.209905010696233
chr8	84965001	84990000	chr8	84495001	84990000	495000	25000	467263.38019137585	99.0%	0.057	-5.2140482214140365
chr2	161690001	161715000	chr2	161690001	162690000	1000000	25000	141380.58027231996	99.0%	0.0455	-5.215271002438518
chr17	81650001	81675000	chr17	81360001	81675000	315000	25000	371464.94860614033	99.0%	0.049	-5.216943717680812
chr10	41025001	41040000	chr10	41025001	41645000	620000	15000	155270.38993690046	97.0%	0.0975	-5.226116845735553
chr13	44035001	44060000	chr13	43420001	44060000	640000	25000	292911.4972357757	97.0%	0.0735	-5.233827634794603
chr6	38745001	38770000	chr6	38745001	39295000	550000	25000	225508.1978913905	98.0%	0.076	-5.238588068862054
chr2	26300001	26320000	chr2	25175001	26320000	1145000	20000	204738.1294202253	95.0%	0.052	-5.2392870308426716
chr4	128210001	128230000	chr4	127020001	128230000	1210000	20000	152236.8459659174	95.0%	0.041	-5.241281612930673
chr4	151625001	151660000	chr4	151265001	151660000	395000	35000	269976.0224877372	99.0%	0.071	-5.24202177050736
chr10	37060001	37080000	chr10	37060001	38305000	1245000	20000	71241.19307349021	99.0%	0.092	-5.248814951122442
chr6	89455001	89475000	chr6	88695001	89475000	780000	20000	304373.9613471434	98.0%	0.049	-5.2500179447774
chr6	100235001	100255000	chr6	99345001	100255000	910000	20000	183807.50141125257	97.0%	0.069	-5.258347281141037
chr10	84450001	84470000	chr10	82985001	84470000	1485000	20000	164300.9133155319	98.0%	0.019	-5.259046291938085
chr9	49865001	49885000	chr9	49490001	49885000	395000	20000	394504.1295972147	99.0%	0.029	-5.260237015143092
chr11	93380001	93400000	chr11	93380001	93650000	270000	20000	674782.8412136212	98.0%	0.07	-5.262843009978247
chr17	49525001	49545000	chr17	49525001	50480000	955000	20000	252872.98790841008	95.0%	0.078	-5.271256796993073
chr3	120710001	120735000	chr3	120710001	121295000	585000	25000	164225.3079237448	99.0%	0.066	-5.277304558179533
chr2	52835001	52865000	chr2	52835001	53180000	345000	30000	299050.4802114538	98.0%	0.072	-5.288337559581373
chr12	82100001	82120000	chr12	82100001	83010000	910000	20000	168713.4673298407	99.0%	0.028	-5.291757923152887
chr7	135470001	135495000	chr7	133630001	135495000	1865000	25000	67705.51587773638	98.0%	0.057	-5.292492382944735
chr8	124270001	124295000	chr8	124270001	124720000	450000	25000	544720.3649697417	99.0%	0.0725	-5.297521010996014
chr5	16005001	16025000	chr5	16005001	16270000	265000	20000	468824.2594246872	99.0%	0.055	-5.299896016395967
chr18	32275001	32295000	chr18	32275001	32475000	200000	20000	450926.26088677236	99.0%	0.063	-5.306597585404817
chr12	76985001	77020000	chr12	76985001	77690000	705000	35000	246904.9279973134	99.0%	0.016	-5.315025533885207
chr4	106555001	106575000	chr4	106555001	108405000	1850000	20000	74375.8398104031	95.0%	0.09	-5.317329331484345
chr7	45425001	45440000	chr7	44520001	45440000	920000	15000	154758.86268144764	95.0%	0.054	-5.319614655765395
chr9	58235001	58255000	chr9	57450001	58255000	805000	20000	150477.4657536491	98.0%	0.059	-5.328162092593356
chr1	35510001	35545000	chr1	35510001	36215000	705000	35000	163421.38932283196	97.0%	0.089	-5.329322387935539
chr14	30450001	30480000	chr14	30000001	30480000	480000	30000	218916.3944501956	97.0%	0.035	-5.331076809243142
chr11	6955001	6975000	chr11	6675001	6975000	300000	20000	701215.1742626637	98.0%	0.08349999999999999	-5.339770409518597
chr17	70120001	70140000	chr17	69350001	70140000	790000	20000	185983.55467538675	95.0%	0.0745	-5.341357572415824
chr7	139090001	139110000	chr7	139090001	140175000	1085000	20000	207101.0150014338	96.0%	0.026	-5.341951606242881
chr4	43655001	43680000	chr4	43375001	43680000	305000	25000	549471.7205303039	99.0%	0.027	-5.3527971377527015
chr6	127955001	127975000	chr6	127955001	128420000	465000	20000	398636.93590707204	95.0%	0.023	-5.3571244783434455
chr7	28760001	28775000	chr7	28760001	30065000	1305000	15000	128523.0191932784	96.0%	0.063	-5.357152942556871
chr17	56070001	56090000	chr17	56070001	57100000	1030000	20000	127626.3614526652	98.0%	0.059	-5.357712177385136
chr15	4375001	4400000	chr15	4375001	4575000	200000	25000	532990.7559446387	99.0%	0.034	-5.36113550663911
chr19	5075001	5095000	chr19	4335001	5095000	760000	20000	210827.3707185114	98.0%	0.08399999999999999	-5.371760052912232
chr5	38985001	39020000	chr5	38985001	40055000	1070000	35000	104277.61977179523	95.0%	0.0775	-5.3821531437263985
chr4	116500001	116520000	chr4	116040001	116520000	480000	20000	243231.90816961377	96.0%	0.0525	-5.38569017636484
chr8	123805001	123825000	chr8	123805001	124715000	910000	20000	273820.5064326632	95.0%	0.079	-5.386637830876983
chr7	141885001	141905000	chr7	140810001	141905000	1095000	20000	134396.38240999746	96.0%	0.071	-5.396639966312348
chr1	176220001	176240000	chr1	176220001	176860000	640000	20000	166183.74189988276	99.0%	0.079	-5.398598009430759
chr3	52015001	52035000	chr3	52015001	53460000	1445000	20000	145322.66375915657	95.0%	0.083	-5.400083380377304
chr10	90355001	90375000	chr10	89660001	90375000	715000	20000	202518.33867758053	97.0%	0.041	-5.415672477770774
chr7	111690001	111710000	chr7	110990001	111710000	720000	20000	206369.2163068622	97.0%	0.0955	-5.430249391768425
chr3	96920001	96945000	chr3	96920001	97345000	425000	25000	283853.98546430725	99.0%	0.038	-5.430707190089848
chr10	82975001	82995000	chr10	82975001	84490000	1515000	20000	129207.42664997207	95.0%	0.081	-5.4348660859016755
chr19	5905001	5925000	chr19	4775001	5925000	1150000	20000	131161.09034694816	95.0%	0.0565	-5.43541098405739
chr4	101445001	101465000	chr4	101155001	101465000	310000	20000	921594.1965612137	99.0%	0.042499999999999996	-5.443172164491827
chr1	35870001	35890000	chr1	34505001	35890000	1385000	20000	119622.753818931	97.0%	0.086	-5.447699953800067
chr5	8045001	8065000	chr5	8045001	8515000	470000	20000	277582.2388850889	98.0%	0.0545	-5.449673638615911
chr14	15590001	15615000	chr14	14830001	15615000	785000	25000	151401.16482861433	96.0%	0.055	-5.460110795138731
chr5	43360001	43395000	chr5	41985001	43395000	1410000	35000	90344.70891991052	98.0%	0.025	-5.470738123588885
chr7	63445001	63475000	chr7	63445001	64010000	565000	30000	395980.7518123914	99.0%	0.082	-5.4797193249150125
chr14	61320001	61340000	chr14	61320001	61680000	360000	20000	246404.00839667534	98.0%	0.0905	-5.497996655990727
chr8	124625001	124640000	chr8	123525001	124640000	1115000	15000	178808.76206774605	95.0%	0.075	-5.498538315745771
chr18	33345001	33365000	chr18	33345001	34490000	1145000	20000	122565.05444344309	95.0%	0.047	-5.501691141821699
chr10	57830001	57850000	chr10	57460001	57850000	390000	20000	183366.84905045174	99.0%	0.0535	-5.515153075682904
chr7	112670001	112690000	chr7	111995001	112690000	695000	20000	160592.56771355995	97.0%	0.093	-5.5233172750352
chr14	54235001	54260000	chr14	54235001	54660000	425000	25000	278654.16041251656	99.0%	0.063	-5.5240065032706696
chr18	68795001	68830000	chr18	68795001	69490000	695000	35000	187292.43082987584	99.0%	0.085	-5.524398216348155
chr8	122495001	122515000	chr8	122495001	123215000	720000	20000	134330.7263570484	99.0%	0.0785	-5.528784474162209
chr7	122585001	122610000	chr7	122025001	122610000	585000	25000	237723.61615585355	97.0%	0.089	-5.5481707018162485
chr8	82075001	82095000	chr8	80735001	82095000	1360000	20000	64280.69168648424	95.0%	0.0985	-5.556564330117112
chr5	116550001	116565000	chr5	115510001	116565000	1055000	15000	264795.8100666031	96.0%	0.088	-5.56063790704204
chr2	54540001	54565000	chr2	54540001	55000000	460000	25000	311728.72449752456	98.0%	0.086	-5.565357694084182
chr2	35320001	35340000	chr2	35320001	35980000	660000	20000	224997.05966271026	96.0%	0.064	-5.567524528293898
chr6	108700001	108720000	chr6	108105001	108720000	615000	20000	223313.77800225565	95.0%	0.083	-5.568411124272222
chr18	54960001	54990000	chr18	54135001	54990000	855000	30000	181283.69935992136	96.0%	0.096	-5.57735204335376
chr2	52585001	52615000	chr2	52075001	52615000	540000	30000	277315.56499820406	99.0%	0.0235	-5.591170423726495
chr2	30415001	30435000	chr2	30415001	31220000	805000	20000	185099.89434262397	98.0%	0.08	-5.593224463741568
chr12	29545001	29565000	chr12	28910001	29565000	655000	20000	231469.663675171	97.0%	0.053	-5.594843947615189
chr7	112465001	112485000	chr7	112465001	112840000	375000	20000	339150.9545754642	99.0%	0.035	-5.5963777017451735
chr11	93445001	93480000	chr11	92790001	93480000	690000	35000	380629.5604383968	97.0%	0.01	-5.597948313151025
chr5	74020001	74040000	chr5	74020001	74670000	650000	20000	204659.68473286365	95.0%	0.088	-5.632476927783408
chr9	28390001	28410000	chr9	28390001	29390000	1000000	20000	289847.42666327796	98.0%	0.005	-5.6400846944711915
chr8	124660001	124680000	chr8	124365001	124680000	315000	20000	371173.53543219663	99.0%	0.094	-5.644821744289276
chr6	37090001	37110000	chr6	37090001	37350000	260000	20000	402750.9513734631	99.0%	0.0395	-5.654492524402914
chr3	96660001	96675000	chr3	95750001	96675000	925000	15000	188111.9781471295	96.0%	0.081	-5.675068194699564
chr6	20970001	20995000	chr6	19775001	20995000	1220000	25000	71472.76228455515	98.0%	0.08149999999999999	-5.675860572720823
chr5	4250001	4270000	chr5	4250001	4975000	725000	20000	135170.72191013215	99.0%	0.032	-5.6793010549747525
chr18	57880001	57900000	chr18	57545001	57900000	355000	20000	291687.6732680195	99.0%	0.036	-5.679314403572701
chr12	86975001	86995000	chr12	86975001	87365000	390000	20000	355365.3756416806	95.0%	0.0795	-5.682994314842033
chr9	113335001	113355000	chr9	111675001	113355000	1680000	20000	78334.51487080824	95.0%	0.037	-5.6872609836208206
chr11	67640001	67660000	chr11	67005001	67660000	655000	20000	316379.92620140995	96.0%	0.028	-5.693169761331876
chr2	164940001	164960000	chr2	164940001	165495000	555000	20000	342964.66949382506	98.0%	0.018	-5.700728110067634
chr17	29600001	29620000	chr17	29600001	30615000	1015000	20000	173723.7249474444	98.0%	0.029	-5.716848729911136
chr6	19565001	19585000	chr6	19565001	21435000	1870000	20000	106613.15024175572	99.0%	0.014499999999999999	-5.734676168303654
chr3	101860001	101880000	chr3	100620001	101880000	1260000	20000	143470.42402920415	95.0%	0.045	-5.742994725544287
chr17	56545001	56580000	chr17	56120001	56580000	460000	35000	356642.3183865825	99.0%	0.0435	-5.743226476160902
chr7	45115001	45135000	chr7	44850001	45135000	285000	20000	481378.23517687526	99.0%	0.055	-5.75715484048804
chr16	6165001	6190000	chr16	6165001	6785000	620000	25000	276588.95141480153	98.0%	0.0405	-5.761959205060098
chr5	132880001	132900000	chr5	132880001	134070000	1190000	20000	185189.92656736416	99.0%	0.0415	-5.7678426831866485
chr8	114440001	114460000	chr8	114440001	115490000	1050000	20000	125946.90357551123	99.0%	0.035500000000000004	-5.771384248730696
chr5	89215001	89245000	chr5	88615001	89245000	630000	30000	188170.72727103528	97.0%	0.0315	-5.780861274855084
chr17	73875001	73895000	chr17	72775001	73895000	1120000	20000	120787.33389642737	95.0%	0.095	-5.807440155676456
chr10	81260001	81295000	chr10	79770001	81295000	1525000	35000	119180.6935588993	97.0%	0.094	-5.8110685051019555
chr7	133280001	133310000	chr7	133280001	133535000	255000	30000	505410.22399878077	99.0%	0.089	-5.811183273657229
chr5	141045001	141065000	chr5	141045001	142460000	1415000	20000	86902.46594990267	95.0%	0.077	-5.827702621383268
chr18	34215001	34235000	chr18	33070001	34235000	1165000	20000	130229.85669535864	99.0%	0.098	-5.82793037458556
chr14	49775001	49790000	chr14	49025001	49790000	765000	15000	198672.8211266036	96.0%	0.06	-5.833035125817841
chr15	86790001	86810000	chr15	86050001	86810000	760000	20000	206579.0508610895	97.0%	0.0965	-5.840421805812595
chr19	16325001	16345000	chr19	15985001	16345000	360000	20000	476260.9449559011	99.0%	0.0225	-5.843258506931226
chr2	32620001	32640000	chr2	32620001	32970000	350000	20000	368605.00789016305	99.0%	0.096	-5.8469243372716235
chr16	11895001	11915000	chr16	11060001	11915000	855000	20000	147742.22527092687	98.0%	0.058	-5.8679422042896325
chr13	51845001	51860000	chr13	51845001	52490000	645000	15000	269361.57888487907	97.0%	0.021	-5.87148944064282
chr12	76825001	76845000	chr12	76825001	77690000	865000	20000	239915.01668368644	99.0%	0.023	-5.875996370291932
chr16	24925001	24945000	chr16	24140001	24945000	805000	20000	232201.419648743	98.0%	0.026	-5.877799109062148
chr15	76350001	76375000	chr15	76350001	76715000	365000	25000	482563.1752782258	99.0%	0.097	-5.8901183000941995
chr9	40320001	40340000	chr9	40320001	41165000	845000	20000	320293.8024759186	97.0%	0.053	-5.8919096015415064
chr3	53140001	53170000	chr3	53140001	53480000	340000	30000	570314.4172167466	98.0%	0.022	-5.904320835924392
chr9	101445001	101465000	chr9	101445001	102445000	1000000	20000	127635.45749687303	95.0%	0.0905	-5.908819708776523
chr18	38585001	38615000	chr18	38585001	39130000	545000	30000	245206.89078466804	97.0%	0.097	-5.910056830482431
chr12	28745001	28765000	chr12	28745001	29860000	1115000	20000	116123.24415291325	99.0%	0.082	-5.912094612608449
chr2	155990001	156010000	chr2	155990001	157070000	1080000	20000	142751.5168920517	97.0%	0.084	-5.930514948978694
chr2	33745001	33765000	chr2	33745001	34805000	1060000	20000	155687.97975421068	95.0%	0.065	-5.937856845820485
chr10	122790001	122815000	chr10	122790001	123195000	405000	25000	324628.4138880821	98.0%	0.077	-5.942615415106568
chr17	73745001	73765000	chr17	72720001	73765000	1045000	20000	117003.41843431405	95.0%	0.072	-5.966588247724918
chr1	13130001	13150000	chr1	13130001	13715000	585000	20000	178196.40557200724	98.0%	0.084	-5.970902082346375
chr8	93650001	93675000	chr8	93650001	94110000	460000	25000	246772.16596138888	99.0%	0.038500000000000006	-5.98038150479006
chr9	102105001	102125000	chr9	102105001	102340000	235000	20000	484716.7291376571	99.0%	0.091	-5.985637427656856
chr5	16150001	16170000	chr5	15835001	16170000	335000	20000	330406.44720746536	99.0%	0.061	-5.989080142770345
chr2	91780001	91795000	chr2	91780001	92350000	570000	15000	257209.88028838238	97.0%	0.079	-6.004552327453779
chr10	60305001	60325000	chr10	60305001	61185000	880000	20000	175546.04622593237	98.0%	0.038	-6.005051700353862
chr7	64625001	64645000	chr7	63520001	64645000	1125000	20000	195072.75351417362	96.0%	0.046	-6.013681627751427
chr17	27560001	27580000	chr17	27560001	27975000	415000	20000	451170.3898059083	98.0%	0.054	-6.018300750934169
chr10	62965001	62985000	chr10	62495001	62985000	490000	20000	255115.10665067722	98.0%	0.0845	-6.025590303790669
chr10	42265001	42300000	chr10	41920001	42300000	380000	35000	481785.72357583715	99.0%	0.025	-6.044716139641162
chr7	73370001	73395000	chr7	72440001	73395000	955000	25000	168702.7713008796	99.0%	0.028	-6.064334192339776
chr2	132785001	132815000	chr2	132235001	132815000	580000	30000	342303.81844887434	96.0%	0.0895	-6.070358869172922
chr19	60120001	60140000	chr19	59255001	60140000	885000	20000	117158.04696681567	97.0%	0.071	-6.07049256563736
chr13	46620001	46645000	chr13	45725001	46645000	920000	25000	143143.05033594815	98.0%	0.0535	-6.076556440149025
chr18	35205001	35230000	chr18	35205001	35945000	740000	25000	195511.9330493495	98.0%	0.0755	-6.100116133953805
chr5	30230001	30250000	chr5	30230001	30960000	730000	20000	179862.74526878117	96.0%	0.088	-6.1007527353170214
chr13	55170001	55185000	chr13	54700001	55185000	485000	15000	197300.89716978453	97.0%	0.088	-6.119083762328467
