chr	start	end	name	score	strand	Ensembl_ID	gene_type	symbol	tss	Expression	is_ue	cellType	ATAC.ctrl_ATAC.tagAlign.bgz.readCount	ATAC.ctrl_ATAC.tagAlign.bgz.RPM	ATAC.ctrl_ATAC.tagAlign.bgz.readCount.quantile	ATAC.ctrl_ATAC.tagAlign.bgz.RPM.quantile	ATAC.ctrl_ATAC.tagAlign.bgz.RPKM	ATAC.ctrl_ATAC.tagAlign.bgz.RPKM.quantile	ATAC.RPM	ATAC.RPM.quantile	ATAC.RPKM	ATAC.RPKM.quantile	ATAC.ctrl_ATAC.tagAlign.bgz.readCount.TSS1Kb	ATAC.ctrl_ATAC.tagAlign.bgz.RPM.TSS1Kb	ATAC.ctrl_ATAC.tagAlign.bgz.readCount.quantile.TSS1Kb	ATAC.ctrl_ATAC.tagAlign.bgz.RPM.quantile.TSS1Kb	ATAC.ctrl_ATAC.tagAlign.bgz.RPKM.TSS1Kb	ATAC.ctrl_ATAC.tagAlign.bgz.RPKM.quantile.TSS1Kb	ATAC.RPM.TSS1Kb	ATAC.RPM.quantile.TSS1Kb	ATAC.RPKM.TSS1Kb	ATAC.RPKM.quantile.TSS1Kb	PromoterActivityQuantile
chr18	57468515	57478133	Ctxn3	0	+	ENSMUSG00000069372	protein_coding	Ctxn3	57468515		False		828	3.540796	0.342701	0.342701	0.368143	0.453273	3.540796	0.342701	0.368143	0.453273	135	0.577304	0.409576	0.409576	0.577304	0.409576	0.577304	0.409576	0.577304	0.409576	0.409576
chr18	57504421	57533752	1700066O22Rik	0	-	ENSMUSG00000085800	lincRNA	1700066O22Rik	57533752		False		5230	22.365171	0.721515	0.721515	0.762510	0.691569	22.365171	0.721515	0.762510	0.691569	5438	23.254646	0.865294	0.865294	23.254646	0.865294	23.254646	0.865294	23.254646	0.865294	0.865294
chr18	57533779	57731065	Ccdc192	0	+	ENSMUSG00000058925	protein_coding	Ccdc192	57533779		False		48756	208.496416	0.989191	0.989191	1.056823	0.767906	208.496416	0.989191	1.056823	0.767906	5431	23.224712	0.864922	0.864922	23.224712	0.864922	23.224712	0.864922	23.224712	0.864922	0.864922
chr18	57878677	57946821	Slc12a2	0	+	ENSMUSG00000024597	protein_coding	Slc12a2	57878677		False		6304	26.957942	0.766488	0.766488	0.395603	0.480455	26.957942	0.766488	0.395603	0.480455	3519	15.048382	0.792749	0.792749	15.048382	0.792749	15.048382	0.792749	15.048382	0.792749	0.792749
chr18	58008622	58210487	Fbn2	0	-	ENSMUSG00000024598	protein_coding	Fbn2	58210487		False		13605	58.179378	0.903852	0.903852	0.288209	0.359500	58.179378	0.903852	0.288209	0.359500	160	0.684212	0.440267	0.440267	0.684212	0.440267	0.684212	0.440267	0.684212	0.440267	0.440267
chr18	58556256	58612773	Slc27a6	0	+	ENSMUSG00000024600	protein_coding	Slc27a6	58556256		False		2259	9.660214	0.516958	0.516958	0.170926	0.182620	9.660214	0.516958	0.170926	0.182620	379	1.620727	0.544512	0.544512	1.620727	0.544512	1.620727	0.544512	1.620727	0.544512	0.544512
chr18	58659465	58680368	Isoc1	0	+	ENSMUSG00000024601	protein_coding	Isoc1	58659465		False		2522	10.784887	0.540968	0.540968	0.515949	0.576071	10.784887	0.540968	0.515949	0.576071	820	3.506585	0.606850	0.606850	3.506585	0.606850	3.506585	0.606850	3.506585	0.606850	0.606850
chr18	58778424	58786768	Gm50227	0	+	ENSMUSG00000118337	lincRNA	Gm50227	58778424		False		369	1.577963	0.225839	0.225839	0.189114	0.210759	1.577963	0.225839	0.189114	0.210759	69	0.295066	0.246855	0.246855	0.295066	0.246855	0.295066	0.246855	0.295066	0.246855	0.246855
chr18	58836666	59054060	Adamts19	0	+	ENSMUSG00000053441	protein_coding	Adamts19	58836666		False		7120	30.447422	0.794769	0.794769	0.140056	0.132296	30.447422	0.794769	0.140056	0.132296	181	0.774015	0.460432	0.460432	0.774015	0.460432	0.774015	0.460432	0.774015	0.460432	0.460432
chr18	59062247	59076962	Minar2	0	+	ENSMUSG00000050875	protein_coding	Minar2	59062247		False		839	3.587835	0.344650	0.344650	0.243822	0.294503	3.587835	0.344650	0.243822	0.294503	118	0.504606	0.381437	0.381437	0.504606	0.381437	0.504606	0.381437	0.504606	0.381437	0.381437
chr18	59175400	59535999	Chsy3	0	+	ENSMUSG00000058152	protein_coding	Chsy3	59175400		False		11345	48.514887	0.877910	0.877910	0.134540	0.122905	48.514887	0.877910	0.134540	0.122905	1102	4.712508	0.633678	0.633678	4.712508	0.633678	4.712508	0.633678	4.712508	0.633678	0.633678
chr18	59825430	59855462	Gm38695	0	-	ENSMUSG00000117701	lincRNA	Gm38695	59855462		False		762	3.258558	0.331520	0.331520	0.108503	0.085870	3.258558	0.331520	0.108503	0.085870	52	0.222369	0.182815	0.182815	0.222369	0.182815	0.222369	0.182815	0.222369	0.182815	0.182815
chr18	60212079	60247820	Gm4951	0	+	ENSMUSG00000073555	protein_coding	Gm4951	60212079		False		958	4.096718	0.365577	0.365577	0.114622	0.094234	4.096718	0.365577	0.114622	0.094234	69	0.295066	0.246855	0.246855	0.295066	0.246855	0.295066	0.246855	0.295066	0.246855	0.246855
chr18	60268304	60273272	Gm4841	0	-	ENSMUSG00000068606	protein_coding	Gm4841	60273272		False		187	0.799672	0.129461	0.129461	0.160965	0.166141	0.799672	0.129461	0.160965	0.166141	71	0.303619	0.253801	0.253801	0.303619	0.253801	0.303619	0.253801	0.303619	0.253801	0.253801
chr18	60283519	60356179	Gm50237	0	-	ENSMUSG00000118361	lincRNA	Gm50237	60356179		False		937	4.006915	0.362388	0.362388	0.055146	0.024631	4.006915	0.362388	0.055146	0.024631	48	0.205264	0.166478	0.166478	0.205264	0.166478	0.205264	0.166478	0.205264	0.166478	0.166478
chr18	60293379	60303016	F830016B08Rik	0	+	ENSMUSG00000090942	protein_coding	F830016B08Rik	60293379		False		204	0.872370	0.141918	0.141918	0.090523	0.062019	0.872370	0.141918	0.090523	0.062019	120	0.513159	0.385246	0.385246	0.513159	0.385246	0.513159	0.385246	0.513159	0.385246	0.385246
chr18	60376026	60392634	Iigp1	0	+	ENSMUSG00000054072	protein_coding	Iigp1	60376026		False		554	2.369083	0.285714	0.285714	0.142647	0.136832	2.369083	0.285714	0.142647	0.136832	64	0.273685	0.228444	0.228444	0.273685	0.228444	0.273685	0.228444	0.273685	0.228444	0.228444
chr18	60474190	60501987	Smim3	0	-	ENSMUSG00000038059	protein_coding	Smim3	60501987		False		2617	11.191138	0.549580	0.549580	0.402602	0.489173	11.191138	0.549580	0.402602	0.489173	275	1.175989	0.513945	0.513945	1.175989	0.513945	1.175989	0.513945	1.175989	0.513945	0.513945
chr18	60526184	60558766	Dctn4	0	+	ENSMUSG00000024603	protein_coding	Dctn4	60526184		False		8044	34.398744	0.819471	0.819471	1.055759	0.767587	34.398744	0.819471	1.055759	0.767587	8991	38.448422	0.932417	0.932417	38.448422	0.932417	38.448422	0.932417	38.448422	0.932417	0.932417
chr18	60560735	60572810	Rbm22	0	+	ENSMUSG00000024604	protein_coding	Rbm22	60560735		False		3052	13.051339	0.584736	0.584736	1.080856	0.772655	13.051339	0.584736	1.080856	0.772655	2924	12.503969	0.761757	0.761757	12.503969	0.761757	12.503969	0.761757	12.503969	0.761757	0.761757
chr18	60573749	60591788	Myoz3	0	-	ENSMUSG00000049173	protein_coding	Myoz3	60591788		False		1116	4.772377	0.388649	0.388649	0.264559	0.326257	4.772377	0.388649	0.264559	0.326257	111	0.474672	0.366517	0.366517	0.474672	0.366517	0.474672	0.366517	0.474672	0.366517	0.366517
chr18	60593972	60660142	Synpo	0	-	ENSMUSG00000043079	protein_coding	Synpo	60660142		False		15770	67.437618	0.921218	0.921218	1.019157	0.760003	67.437618	0.921218	1.019157	0.760003	91	0.389145	0.316494	0.316494	0.389145	0.316494	0.389145	0.316494	0.389145	0.316494	0.316494
chr18	60684493	60748650	Ndst1	0	-	ENSMUSG00000054008	protein_coding	Ndst1	60748650		False		16523	70.657689	0.926073	0.926073	1.101325	0.776695	70.657689	0.926073	1.101325	0.776695	436	1.864477	0.556384	0.556384	1.864477	0.556384	1.864477	0.556384	1.864477	0.556384	0.556384
chr18	60747097	60778546	Rps14	0	+	ENSMUSG00000024608	protein_coding	Rps14	60747097		False		11195	47.873439	0.875784	0.875784	1.522256	0.837438	47.873439	0.875784	1.522256	0.837438	582	2.488820	0.579172	0.579172	2.488820	0.579172	2.488820	0.579172	2.488820	0.579172	0.579172
chr18	60803847	60812652	Cd74	0	+	ENSMUSG00000024610	protein_coding	Cd74	60803847		False		1164	4.977640	0.394922	0.394922	0.565320	0.605309	4.977640	0.394922	0.565320	0.605309	113	0.483225	0.370911	0.370911	0.483225	0.370911	0.483225	0.370911	0.483225	0.370911	0.370911
chr18	60813754	60848971	Tcof1	0	-	ENSMUSG00000024613	protein_coding	Tcof1	60848971		False		9942	42.515206	0.857958	0.857958	1.207235	0.794840	42.515206	0.857958	1.207235	0.794840	6533	27.937220	0.891945	0.891945	27.937220	0.891945	27.937220	0.891945	27.937220	0.891945	0.891945
chr18	60911779	60918561	Arsi	0	+	ENSMUSG00000036412	protein_coding	Arsi	60911779		False		753	3.220071	0.329642	0.329642	0.474797	0.548322	3.220071	0.329642	0.474797	0.548322	256	1.094739	0.505865	0.505865	1.094739	0.505865	1.094739	0.505865	1.094739	0.505865	0.505865
chr18	60925617	60988152	Camk2a	0	+	ENSMUSG00000024617	protein_coding	Camk2a	60925617		False		10326	44.157314	0.864107	0.864107	0.706122	0.670730	44.157314	0.864107	0.706122	0.670730	538	2.300662	0.572634	0.572634	2.300662	0.572634	2.300662	0.572634	2.300662	0.572634	0.572634
chr18	60995379	61014222	Slc6a7	0	-	ENSMUSG00000052026	protein_coding	Slc6a7	61014222		False		4035	17.254964	0.655704	0.655704	0.915723	0.736081	17.254964	0.655704	0.915723	0.736081	430	1.838819	0.555109	0.555109	1.838819	0.555109	1.838819	0.555109	1.838819	0.555109	0.555109
chr18	61018861	61036199	Cdx1	0	-	ENSMUSG00000024619	protein_coding	Cdx1	61036199		False		2196	9.390806	0.511128	0.511128	0.541631	0.592019	9.390806	0.511128	0.541631	0.592019	202	0.863817	0.476698	0.476698	0.863817	0.476698	0.863817	0.476698	0.863817	0.476698	0.476698
chr18	61045149	61085061	Pdgfrb	0	+	ENSMUSG00000024620	protein_coding	Pdgfrb	61045149		False		6171	26.389191	0.761544	0.761544	0.661184	0.652373	26.389191	0.761544	0.661184	0.652373	437	1.868753	0.556562	0.556562	1.868753	0.556562	1.868753	0.556562	1.868753	0.556562	0.556562
chr18	61100597	61132149	Csf1r	0	+	ENSMUSG00000024621	protein_coding	Csf1r	61100597		False		6206	26.538862	0.762590	0.762590	0.841115	0.716696	26.538862	0.762590	0.841115	0.716696	4	0.017105	0.023124	0.023124	0.017105	0.023124	0.017105	0.023124	0.017105	0.023124	0.023124
chr18	61131276	61177050	Hmgxb3	0	-	ENSMUSG00000024622	protein_coding	Hmgxb3	61177050		False		4591	19.632600	0.689921	0.689921	0.428903	0.512741	19.632600	0.689921	0.428903	0.512741	2604	11.135546	0.742248	0.742248	11.135546	0.742248	11.135546	0.742248	11.135546	0.742248	0.742248
chr18	61192918	61211612	Slc26a2	0	-	ENSMUSG00000034320	protein_coding	Slc26a2	61211612		False		5608	23.981621	0.739023	0.739023	1.282851	0.806358	23.981621	0.739023	1.282851	0.806358	7715	32.991834	0.913421	0.913421	32.991834	0.913421	32.991834	0.913421	32.991834	0.913421	0.913421
chr18	61220314	61289924	Pde6a	0	+	ENSMUSG00000024575	protein_coding	Pde6a	61220314		False		3838	16.412529	0.643300	0.643300	0.235778	0.282135	16.412529	0.643300	0.235778	0.282135	85	0.363487	0.298349	0.298349	0.363487	0.298349	0.363487	0.298349	0.363487	0.298349	0.298349
chr18	61298135	61400431	Ppargc1b	0	-	ENSMUSG00000033871	protein_coding	Ppargc1b	61400431		True		58325	249.416553	0.992806	0.992806	2.438185	0.903356	249.416553	0.992806	2.438185	0.903356	1976	8.450015	0.702396	0.702396	8.450015	0.702396	8.450015	0.702396	8.450015	0.702396	0.702396
chr18	61470224	61484607	Lncbate10	0	-	ENSMUSG00000118229	lincRNA	Lncbate10	61484607		False		2248	9.613175	0.516072	0.516072	0.668371	0.655385	9.613175	0.516072	0.668371	0.655385	29	0.124013	0.092232	0.092232	0.124013	0.092232	0.124013	0.092232	0.124013	0.092232	0.092232
chr18	61484765	61489220	Gm46637	0	+	ENSMUSG00000117713	lincRNA	Gm46637	61484765		False		512	2.189478	0.274001	0.274001	0.491465	0.559840	2.189478	0.274001	0.491465	0.559840	52	0.222369	0.182815	0.182815	0.222369	0.182815	0.222369	0.182815	0.222369	0.182815	0.182815
chr18	61491656	61536594	Arhgef37	0	-	ENSMUSG00000045094	protein_coding	Arhgef37	61536594		False		14604	62.451425	0.913137	0.913137	1.389724	0.822164	62.451425	0.913137	1.389724	0.822164	2249	9.617451	0.721072	0.721072	9.617451	0.721072	9.617451	0.721072	9.617451	0.721072	0.721072
chr18	61555273	61590061	Csnk1a1	0	+	ENSMUSG00000024576	protein_coding	Csnk1a1	61555273		True		7155	30.597093	0.795939	0.795939	0.879530	0.726725	30.597093	0.795939	0.879530	0.726725	13837	59.171485	0.970302	0.970302	59.171485	0.970302	59.171485	0.970302	59.171485	0.970302	0.970302
chr18	61639541	61647472	Bvht	0	+	ENSMUSG00000098098	lincRNA	Bvht	61639541		False		1653	7.068762	0.454708	0.454708	0.891283	0.729985	7.068762	0.454708	0.891283	0.729985	343	1.466779	0.535138	0.535138	1.466779	0.535138	1.466779	0.535138	1.466779	0.535138	0.535138
chr18	61649624	61665537	Carmn	0	-	ENSMUSG00000097324	lincRNA	Carmn	61665537		False		2179	9.318108	0.509445	0.509445	0.585566	0.616685	9.318108	0.509445	0.585566	0.616685	384	1.642108	0.545646	0.545646	1.642108	0.545646	1.642108	0.545646	1.642108	0.545646	0.545646
chr18	61684886	61692538	Il17b	0	+	ENSMUSG00000024578	protein_coding	Il17b	61684886		False		6332	27.077679	0.767445	0.767445	3.538641	0.938619	27.077679	0.767445	3.538641	0.938619	5220	22.322407	0.859057	0.859057	22.322407	0.859057	22.322407	0.859057	22.322407	0.859057	0.859057
chr18	61696836	61707635	Pcyox1l	0	-	ENSMUSG00000024579	protein_coding	Pcyox1l	61707635		False		6207	26.543138	0.762643	0.762643	2.457926	0.904384	26.543138	0.762643	2.457926	0.904384	13548	57.935627	0.968973	0.968973	57.935627	0.968973	57.935627	0.968973	57.935627	0.968973	0.968973
chr18	61712423	61726325	Grpel2	0	-	ENSMUSG00000024580	protein_coding	Grpel2	61726325		False		6911	29.553670	0.787380	0.787380	2.125857	0.887515	29.553670	0.787380	2.125857	0.887515	3975	16.998385	0.813304	0.813304	16.998385	0.813304	16.998385	0.813304	16.998385	0.813304	0.813304
chr18	61730260	61786702	Afap1l1	0	-	ENSMUSG00000033032	protein_coding	Afap1l1	61786702		False		7263	31.058936	0.799110	0.799110	0.550281	0.596839	31.058936	0.799110	0.550281	0.596839	1020	4.361850	0.626732	0.626732	4.361850	0.626732	4.361850	0.626732	4.361850	0.626732	0.626732
chr18	61799391	61911824	Ablim3	0	-	ENSMUSG00000032735	protein_coding	Ablim3	61911824		True		41131	175.889452	0.984017	0.984017	1.564393	0.841939	175.889452	0.984017	1.564393	0.841939	3446	14.736210	0.788904	0.788904	14.736210	0.788904	14.736210	0.788904	14.736210	0.788904	0.788904
chr18	61953074	62024402	Sh3tc2	0	+	ENSMUSG00000045629	protein_coding	Sh3tc2	61953074		False		4920	21.039510	0.706578	0.706578	0.294968	0.368962	21.039510	0.706578	0.294968	0.368962	909	3.887178	0.615019	0.615019	3.887178	0.615019	3.887178	0.615019	3.887178	0.615019	0.615019
chr18	62142617	62146508	Gm41750	0	+	ENSMUSG00000118370	lincRNA	Gm41750	62142617		False		343	1.466779	0.215845	0.215845	0.376967	0.462593	1.466779	0.215845	0.376967	0.462593	3393	14.509565	0.785874	0.785874	14.509565	0.785874	14.509565	0.785874	14.509565	0.785874	0.785874
chr18	62177815	62179959	Adrb2	0	-	ENSMUSG00000045730	protein_coding	Adrb2	62179959		False		799	3.416782	0.337970	0.337970	1.593648	0.845554	3.416782	0.337970	1.593648	0.845554	2564	10.964493	0.739412	0.739412	10.964493	0.739412	10.964493	0.739412	10.964493	0.739412	0.739412
chr18	62180125	62184405	Gm9949	0	+	ENSMUSG00000054589	lincRNA	Gm9949	62180125		False		1513	6.470077	0.438849	0.438849	1.511700	0.836056	6.470077	0.438849	1.511700	0.836056	2574	11.007256	0.740281	0.740281	11.007256	0.740281	11.007256	0.740281	11.007256	0.740281	0.740281
chr18	62324203	62496577	Htr4	0	+	ENSMUSG00000026322	protein_coding	Htr4	62324203		False		5993	25.628005	0.755041	0.755041	0.148677	0.146047	25.628005	0.755041	0.148677	0.146047	179	0.765462	0.458890	0.458890	0.765462	0.458890	0.765462	0.458890	0.765462	0.458890	0.458890
chr18	62504154	62548695	Fbxo38	0	-	ENSMUSG00000042211	protein_coding	Fbxo38	62548695		False		4269	18.255624	0.670181	0.670181	0.409861	0.496119	18.255624	0.670181	0.409861	0.496119	10137	43.349089	0.944714	0.944714	43.349089	0.944714	43.349089	0.944714	43.349089	0.944714	0.944714
chr18	62548910	62668070	Spink10	0	+	ENSMUSG00000044176	protein_coding	Spink10	62548910		False		4883	20.881286	0.704752	0.704752	0.175237	0.189389	20.881286	0.704752	0.175237	0.189389	10126	43.302049	0.944466	0.944466	43.302049	0.944466	43.302049	0.944466	43.302049	0.944466	0.944466
chr18	62566409	62579152	Gm36368	0	-	ENSMUSG00000110576	protein_coding	Gm36368	62579152		False		364	1.556582	0.224085	0.224085	0.122152	0.104405	1.556582	0.224085	0.122152	0.104405	51	0.218092	0.178722	0.178722	0.218092	0.178722	0.218092	0.178722	0.218092	0.178722	0.178722
chr18	62592193	62596327	Spink7	0	-	ENSMUSG00000060201	protein_coding	Spink7	62596327		False		176	0.752633	0.121239	0.121239	0.182059	0.199242	0.752633	0.121239	0.182059	0.199242	81	0.346382	0.284616	0.284616	0.346382	0.284616	0.346382	0.284616	0.346382	0.284616	0.284616
chr18	62607534	62741387	Spink13	0	-	ENSMUSG00000073551	protein_coding	Spink13	62741387		False		6845	29.271433	0.785183	0.785183	0.218683	0.256264	29.271433	0.785183	0.218683	0.256264	626	2.676978	0.584683	0.584683	2.676978	0.584683	2.676978	0.584683	2.676978	0.584683	0.584683
chr18	62751673	62756347	2700046A07Rik	0	-	ENSMUSG00000041789	lincRNA	2700046A07Rik	62756347		False		505	2.159543	0.272088	0.272088	0.462033	0.539994	2.159543	0.272088	0.462033	0.539994	477	2.039806	0.564128	0.564128	2.039806	0.564128	2.039806	0.564128	2.039806	0.564128	0.564128
chr18	62922230	62961179	Apcdd1	0	+	ENSMUSG00000071847	protein_coding	Apcdd1	62922230		False		7717	33.000387	0.811054	0.811054	0.847272	0.718503	33.000387	0.811054	0.847272	0.718503	3796	16.232923	0.805348	0.805348	16.232923	0.805348	16.232923	0.805348	16.232923	0.805348	0.805348
chr18	62977830	62999450	Napg	0	+	ENSMUSG00000024581	protein_coding	Napg	62977830		False		2788	11.922389	0.563951	0.563951	0.551452	0.597760	11.922389	0.563951	0.551452	0.597760	2139	9.147055	0.713098	0.713098	9.147055	0.713098	9.147055	0.713098	9.147055	0.713098	0.713098
chr18	63010212	63387183	Piezo2	0	-	ENSMUSG00000041482	protein_coding	Piezo2	63387183		False		22404	95.806746	0.952901	0.952901	0.254149	0.310239	95.806746	0.952901	0.254149	0.310239	231	0.987831	0.494046	0.494046	0.987831	0.494046	0.987831	0.494046	0.987831	0.494046	0.494046
chr18	63399213	63421197	Gm26972	0	+	ENSMUSG00000097980	lincRNA	Gm26972	63399213		False		1125	4.810864	0.389854	0.389854	0.218835	0.256512	4.810864	0.389854	0.218835	0.256512	19	0.081250	0.056526	0.056526	0.081250	0.056526	0.081250	0.056526	0.081250	0.056526	0.056526
chr18	63661093	63708801	Txnl1	0	-	ENSMUSG00000024583	protein_coding	Txnl1	63708801		False		10180	43.532971	0.861715	0.861715	0.912488	0.735372	43.532971	0.861715	0.912488	0.735372	4071	17.408912	0.818088	0.818088	17.408912	0.818088	17.408912	0.818088	17.408912	0.818088	0.818088
chr18	63708684	63989776	Wdr7	0	+	ENSMUSG00000040560	protein_coding	Wdr7	63708684		False		21090	90.187657	0.948010	0.948010	0.320847	0.401354	90.187657	0.948010	0.320847	0.401354	4002	17.113846	0.814332	0.814332	17.113846	0.814332	17.113846	0.814332	17.113846	0.814332	0.814332
chr18	64254358	64279611	St8sia3	0	+	ENSMUSG00000056812	protein_coding	St8sia3	64254358		False		9252	39.564543	0.846121	0.846121	1.566726	0.842365	39.564543	0.846121	1.566726	0.842365	28	0.119737	0.088635	0.088635	0.119737	0.088635	0.119737	0.088635	0.119737	0.088635	0.088635
chr18	64340019	64400987	Onecut2	0	+	ENSMUSG00000045991	protein_coding	Onecut2	64340019		False		6576	28.121102	0.776270	0.776270	0.461244	0.539533	28.121102	0.776270	0.461244	0.539533	1798	7.688829	0.690293	0.690293	7.688829	0.690293	7.688829	0.690293	7.688829	0.690293	0.690293
chr18	64452913	64490251	Fech	0	-	ENSMUSG00000024588	protein_coding	Fech	64490251		False		6584	28.155312	0.776624	0.776624	0.754066	0.688521	28.155312	0.776624	0.754066	0.688521	9	0.038487	0.031931	0.031931	0.038487	0.031931	0.038487	0.031931	0.038487	0.031931	0.031931
chr18	64499646	64516652	Nars	0	-	ENSMUSG00000024587	protein_coding	Nars	64516652		False		6724	28.753998	0.781178	0.781178	1.690815	0.855265	28.753998	0.781178	1.690815	0.855265	6523	27.894457	0.891750	0.891750	27.894457	0.891750	27.894457	0.891750	27.894457	0.891750	0.891750
chr18	64528966	64661267	Atp8b1	0	-	ENSMUSG00000039529	protein_coding	Atp8b1	64661267		False		7591	32.461570	0.807634	0.807634	0.245361	0.296417	32.461570	0.807634	0.245361	0.296417	1500	6.414485	0.667346	0.667346	6.414485	0.667346	6.414485	0.667346	6.414485	0.667346	0.667346
chr18	64693535	64700054	Gm50353	0	-	ENSMUSG00000118356	lincRNA	Gm50353	64700054		False		123	0.525988	0.081724	0.081724	0.080685	0.049864	0.525988	0.081724	0.080685	0.049864	52	0.222369	0.182815	0.182815	0.222369	0.182815	0.222369	0.182815	0.222369	0.182815	0.182815
chr18	64799868	64806496	Gm29860	0	-	ENSMUSG00000118045	lincRNA	Gm29860	64806496		False		830	3.549348	0.343144	0.343144	0.535508	0.588759	3.549348	0.343144	0.535508	0.588759	14	0.059869	0.042811	0.042811	0.059869	0.042811	0.059869	0.042811	0.059869	0.042811	0.042811
chr18	64887704	65217828	Nedd4l	0	+	ENSMUSG00000024589	protein_coding	Nedd4l	64887704		True		71770	306.911719	0.995924	0.995924	0.929686	0.739519	306.911719	0.995924	0.929686	0.739519	5698	24.366490	0.873268	0.873268	24.366490	0.873268	24.366490	0.873268	24.366490	0.873268	0.873268
chr18	65244286	65252621	Gm29966	0	+	ENSMUSG00000118017	lincRNA	Gm29966	65244286		False		415	1.774674	0.243258	0.243258	0.212918	0.247723	1.774674	0.243258	0.212918	0.247723	130	0.555922	0.401301	0.401301	0.555922	0.401301	0.555922	0.401301	0.555922	0.401301	0.401301
chr18	65265528	65394066	Alpk2	0	-	ENSMUSG00000032845	protein_coding	Alpk2	65394066		False		8893	38.029343	0.837935	0.837935	0.295861	0.369883	38.029343	0.837935	0.295861	0.369883	91	0.389145	0.316494	0.316494	0.389145	0.316494	0.389145	0.316494	0.389145	0.316494	0.316494
chr18	65414998	65415523	Gm50228	0	+	ENSMUSG00000118078	lincRNA	Gm50228	65414998		False		31	0.132566	0.014849	0.014849	0.252507	0.307031	0.132566	0.014849	0.252507	0.307031	43	0.183882	0.147039	0.147039	0.183882	0.147039	0.183882	0.147039	0.183882	0.147039	0.147039
chr18	65430937	65479067	Malt1	0	+	ENSMUSG00000032688	protein_coding	Malt1	65430937		False		3907	16.707595	0.647819	0.647819	0.347135	0.431123	16.707595	0.647819	0.347135	0.431123	8829	37.755658	0.931070	0.931070	37.755658	0.931070	37.755658	0.931070	37.755658	0.931070	0.931070
chr18	65526152	65531801	Gm30018	0	-	ENSMUSG00000117860	lincRNA	Gm30018	65531801		False		252	1.077633	0.171404	0.171404	0.190765	0.213807	1.077633	0.171404	0.190765	0.213807	10	0.042763	0.033809	0.033809	0.042763	0.033809	0.042763	0.033809	0.042763	0.033809	0.033809
chr18	65579911	65689443	Zfp532	0	+	ENSMUSG00000042439	protein_coding	Zfp532	65579911		False		17452	74.630393	0.931708	0.931708	0.681357	0.661268	74.630393	0.931708	0.681357	0.661268	391	1.672042	0.547170	0.547170	1.672042	0.547170	1.672042	0.547170	1.672042	0.547170	0.547170
chr18	65698267	65751601	Oacyl	0	+	ENSMUSG00000046610	protein_coding	Oacyl	65698267		False		4476	19.140823	0.682833	0.682833	0.358886	0.443810	19.140823	0.682833	0.358886	0.443810	260	1.111844	0.507726	0.507726	1.111844	0.507726	1.111844	0.507726	1.111844	0.507726	0.507726
chr18	65800514	65817684	Sec11c	0	+	ENSMUSG00000024516	protein_coding	Sec11c	65800514		False		4295	18.366808	0.671882	0.671882	1.069703	0.770706	18.366808	0.671882	1.069703	0.770706	10363	44.315538	0.946876	0.946876	44.315538	0.946876	44.315538	0.946876	44.315538	0.946876	0.946876
chr18	65872819	65886596	Grp	0	+	ENSMUSG00000024517	protein_coding	Grp	65872819		False		864	3.694743	0.349134	0.349134	0.268182	0.330900	3.694743	0.349134	0.268182	0.330900	91	0.389145	0.316494	0.316494	0.389145	0.316494	0.389145	0.316494	0.389145	0.316494	0.316494
chr18	65928276	65939787	Rax	0	-	ENSMUSG00000024518	protein_coding	Rax	65939787		False		2116	9.048700	0.503597	0.503597	0.786092	0.699897	9.048700	0.503597	0.786092	0.699897	134	0.573027	0.408265	0.408265	0.573027	0.408265	0.573027	0.408265	0.573027	0.408265	0.408265
chr18	65955721	65970237	Cplx4	0	-	ENSMUSG00000024519	protein_coding	Cplx4	65970237		False		2057	8.796397	0.497643	0.497643	0.605979	0.626573	8.796397	0.497643	0.605979	0.626573	91	0.389145	0.316494	0.316494	0.389145	0.316494	0.389145	0.316494	0.389145	0.316494	0.316494
chr18	65980737	66022580	Lman1	0	-	ENSMUSG00000041891	protein_coding	Lman1	66022580		False		9303	39.782635	0.847149	0.847149	0.950760	0.744126	39.782635	0.847149	0.950760	0.744126	61	0.260856	0.217085	0.217085	0.260856	0.217085	0.260856	0.217085	0.260856	0.217085	0.217085
chr18	66036826	66038283	Gm50142	0	+	ENSMUSG00000117907	lincRNA	Gm50142	66036826		False		90	0.384869	0.058865	0.058865	0.264152	0.325584	0.384869	0.058865	0.264152	0.325584	30	0.128290	0.095846	0.095846	0.128290	0.095846	0.128290	0.095846	0.128290	0.095846	0.095846
chr18	66045301	66302741	Ccbe1	0	-	ENSMUSG00000046318	protein_coding	Ccbe1	66302741		False		20462	87.502126	0.945706	0.945706	0.339893	0.423220	87.502126	0.945706	0.339893	0.423220	31	0.132566	0.099763	0.099763	0.132566	0.099763	0.132566	0.099763	0.132566	0.099763	0.099763
chr18	66458532	66465565	Pmaip1	0	+	ENSMUSG00000024521	protein_coding	Pmaip1	66458532		False		630	2.694084	0.304745	0.304745	0.383063	0.468406	2.694084	0.304745	0.383063	0.468406	467	1.997043	0.562852	0.562852	1.997043	0.562852	1.997043	0.562852	1.997043	0.562852	0.562852
