PeakID (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/Superenhancers_P60.bed mm10 -size 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph bedGraph avg over 1000 bp	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph bedGraph avg over 1000 bp
SE_12_052300880	chr11	120045538	120046538	+	0	NA	intron (NM_001198785, intron 1 of 13)	intron (NM_001198785, intron 1 of 13)	1107	NM_001198785	11302		NM_007377	ENSMUSG00000025375	Aatk	AATYK|aatyk1|mKIAA0641	apoptosis-associated tyrosine kinase	protein-coding	1.324	1.283
SE_12_052300581	chr19	56992354	56993354	+	0	NA	intron (NM_146102, intron 1 of 20)	RLTR17B_Mm|LTR|ERVK	15721	NM_001177797	226250		NM_146102	ENSMUSG00000025083	Afap1l2	mKIAA1914	actin filament associated protein 1-like 2	protein-coding	1.736	1.692
SE_12_052300751	chr7	105567225	105568225	+	0	NA	exon (NM_001253885, exon 3 of 14)	exon (NM_001253885, exon 3 of 14)	1052	NM_001310600	11785		NM_009685	ENSMUSG00000037032	Apbb1	Fe65|Rir	amyloid beta precursor protein binding family B member 1	protein-coding	1.118	0.967
SE_12_052300500	chr16	93726742	93727742	+	0	NA	intron (NM_027293, intron 2 of 36)	B3|SINE|B2	-2857	NM_001357118	70028		NM_026700	ENSMUSG00000022946	Dop1b	0610038M01Rik|2610510B01Rik|C21orf5|Dopey2|mKIAA0933	DOP1 leucine zipper like protein B	protein-coding	1.681	1.624
SE_12_052300801	chr8	110171403	110172403	+	0	NA	Intergenic	Intergenic	-3691	NM_001368294	12308		NM_007586	ENSMUSG00000003657	Calb2	CR	calbindin 2	protein-coding	1.663	1.639
SE_12_052300305	chr1	193329416	193330416	+	0	NA	intron (NM_008484, intron 10 of 22)	intron (NM_008484, intron 10 of 22)	27673	NM_001277928	16780		NM_008484	ENSMUSG00000026639	Lamb3	-	laminin, beta 3	protein-coding	1.545	1.498
SE_12_052300059	chr18	36104939	36105939	+	0	NA	promoter-TSS (NR_015571)	promoter-TSS (NR_015571)	-764	NR_015571	74966		NM_030089	ENSMUSG00000117852	4930471G03Rik	1700007N01Rik	RIKEN cDNA 4930471G03 gene	ncRNA	1.534	1.362
SE_12_052300949	chr6	54453685	54454685	+	0	NA	intron (NM_001167861, intron 2 of 7)	intron (NM_001167861, intron 2 of 7)	-23964	NR_033635	100042056		NM_198118	ENSMUSG00000073067	9130019P16Rik	6430501H15Rik	RIKEN cDNA 9130019P16 gene	ncRNA	1.613	1.626
SE_12_052300105	chr12	108248251	108249251	+	0	NA	intron (NM_001159910, intron 1 of 5)	(TTGG)n|Simple_repeat|Simple_repeat	26642	NM_001159910	668158		NM_001159910	ENSMUSG00000084883	Ccdc85c	EG668158|Gm265|Gm9010|hhy	coiled-coil domain containing 85C	protein-coding	1.597	1.520
SE_12_052300842	chr5	123671114	123672114	+	0	NA	intron (NM_001359223, intron 1 of 19)	intron (NM_001359223, intron 1 of 19)	12747	NM_001359220	56430		NM_019765	ENSMUSG00000049550	Clip1	1110007I12Rik|4631429H07Rik|CLIP-170|CLIP170|CYLN1|Clip50|Rsn|mKIAA4046|restin	CAP-GLY domain containing linker protein 1	protein-coding	1.312	1.326
SE_12_052300553	chr1	20913477	20914477	+	0	NA	intron (NM_028829, intron 1 of 2)	T-rich|Low_complexity|Low_complexity	-3863	NM_001355122	74229		NM_028829	ENSMUSG00000025931	Paqr8	1700019B16Rik|3110001D06Rik	progestin and adipoQ receptor family member VIII	protein-coding	1.351	1.224
SE_12_052300783	chr3	51530492	51531492	+	0	NA	intron (NM_080793, intron 5 of 7)	intron (NM_080793, intron 5 of 7)	-28993	NR_160685	100039684		NR_033624		5031434O11Rik	Gm2370	RIKEN cDNA 5031434O11 gene	ncRNA	1.920	1.846
SE_12_052300609	chr4	131192945	131193945	+	0	NA	Intergenic	Intergenic	-182971	NR_130167	77835		NR_130167	ENSMUSG00000086262	A930031H19Rik	A930004I12Rik	RIKEN cDNA A930031H19 gene	ncRNA	1.388	1.300
SE_12_052300027	chr4	134625846	134626846	+	0	NA	intron (NM_207237, intron 2 of 11)	MIRb|SINE|MIR	-58495	NR_105829	102465216		NR_105829	ENSMUSG00000099289	Mir6403	Gm27992|mmu-mir-6403	microRNA 6403	ncRNA	1.301	1.332
SE_12_052300818	chr11	61226769	61227769	+	0	NA	intron (NR_138545, intron 10 of 10)	RLTR30D2_MM|LTR|ERV1	18527	NM_001331112	11670		NM_007436	ENSMUSG00000019102	Aldh3a1	Ahd-4|Ahd4|Aldh|Aldh3	aldehyde dehydrogenase family 3, subfamily A1	protein-coding	1.443	1.447
SE_12_052300109	chr2	79430929	79431929	+	0	NA	Intergenic	Intergenic	-2441	NM_001048176	228094		NM_001033295	ENSMUSG00000075256	Cerkl	Gm1958|Rp26	ceramide kinase-like	protein-coding	1.305	1.224
SE_12_052300605	chr1	131320239	131321239	+	0	NA	intron (NM_001081011, intron 14 of 22)	intron (NM_001081011, intron 14 of 22)	-41176	NM_019777	56489		NM_019777	ENSMUSG00000042349	Ikbke	IKK-E|IKK-i|IKKepsilon|Ikki	inhibitor of kappaB kinase epsilon	protein-coding	1.605	1.557
SE_12_052300513	chr5	112590490	112591490	+	0	NA	promoter-TSS (NR_045397)	promoter-TSS (NR_045397)	-994	NR_045396	67325		NR_045396	ENSMUSG00000097962	1700034G24Rik	-	RIKEN cDNA 1700034G24 gene	ncRNA	1.382	1.351
SE_12_052300337	chr5	133929418	133930418	+	0	NA	Intergenic	MTD|LTR|ERVL-MaLR	169723	NR_166664	102640952		NR_166664		Gm15627	-	predicted gene 15627	ncRNA	0.982	0.910
SE_12_052300771	chr4	117910389	117911389	+	0	NA	intron (NM_146152, intron 2 of 19)	B2_Mm2|SINE|B2	4110	NM_146152	230673		NM_146152	ENSMUSG00000033365	Ipo13	Imp13|Kap13|Ranbp13	importin 13	protein-coding	1.426	1.362
SE_12_052301020	chr16	13422291	13423291	+	0	NA	Intergenic	L1M2|LINE|L1	-25161	NR_169187	118027462		NR_169185	ENSMUSG00000109857	Gm53058	-	predicted gene 53058	ncRNA	1.330	1.078
SE_12_052300761	chr7	45706655	45707655	+	0	NA	intron (NM_016974, intron 2 of 3)	intron (NM_016974, intron 2 of 3)	1908	NM_016974	13170		NM_016974	ENSMUSG00000059824	Dbp	-	D site albumin promoter binding protein	protein-coding	1.241	1.142
SE_12_052300746	chr4	151091003	151092003	+	0	NA	TTS (NM_001308446)	TTS (NM_001308446)	1933	NM_001308446	105704528		NM_001308446	ENSMUSG00000078491	Gm13090	-	predicted gene 13090	protein-coding	1.534	1.475
SE_12_052300920	chr3	84209479	84210479	+	0	NA	intron (NM_001271725, intron 2 of 11)	intron (NM_001271725, intron 2 of 11)	2859	NM_001271728	80890		NM_030706	ENSMUSG00000027993	Trim2	mKIAA0517|narf	tripartite motif-containing 2	protein-coding	1.831	1.811
SE_12_052300079	chr2	165878887	165879887	+	0	NA	promoter-TSS (NM_001291158)	promoter-TSS (NM_001291158)	143	NM_001363019	228880		NM_027230	ENSMUSG00000039671	Zmynd8	1110013E22Rik|2010005I16Rik|3632413B07Rik|Prkcbp1|RACK7	zinc finger, MYND-type containing 8	protein-coding	1.652	1.508
SE_12_052300480	chr2	25265973	25266973	+	0	NA	intron (NM_175286, intron 1 of 3)	intron (NM_175286, intron 1 of 3)	3875	NM_175286	97031		NM_175286	ENSMUSG00000048707	Tprn	C430004E15Rik	taperin	protein-coding	1.510	1.499
SE_12_052300221	chr6	113993338	113994338	+	0	NA	intron (NM_009723, intron 1 of 21)	ORR1F|LTR|ERVL-MaLR	-10918	NR_167895	102639720		NR_167895	ENSMUSG00000087083	Gm15083	-	predicted gene 15083	ncRNA	1.590	1.573
SE_12_052300401	chr15	99601439	99602439	+	0	NA	intron (NM_175087, intron 1 of 4)	intron (NM_175087, intron 1 of 4)	739	NM_175087	11831		NM_175087	ENSMUSG00000043144	Aqp6	-	aquaporin 6	protein-coding	1.480	1.463
SE_12_052300069	chr2	32327625	32328625	+	0	NA	intron (NR_125959, intron 10 of 21)	intron (NR_125959, intron 10 of 21)	9665	NR_029811	387239		NR_029811	ENSMUSG00000092807	Mir199b	Mirn199b|mir-199b	microRNA 199b	ncRNA	1.412	1.360
SE_12_052301024	chr7	97415803	97416803	+	0	NA	intron (NM_009381, intron 1 of 1)	intron (NM_009381, intron 1 of 1)	1247	NM_009381	21835		NM_009381	ENSMUSG00000035686	Thrsp	S14|SPOT14	thyroid hormone responsive	protein-coding	1.534	1.395
SE_12_052300468	chr2	59198025	59199025	+	0	NA	intron (NM_001362996, intron 1 of 22)	B1_Mus1|SINE|Alu	36656	NM_001362996	227937		NM_026361	ENSMUSG00000026991	Pkp4	5031422I09Rik|9430019K17Rik|Armrp|p0071	plakophilin 4	protein-coding	1.203	1.140
SE_12_052300592	chr6	115963110	115964110	+	0	NA	intron (NM_026376, intron 22 of 35)	intron (NM_026376, intron 22 of 35)	18679	NM_001346702	171506		NM_138311	ENSMUSG00000042279	H1f8	H1-8|H1.8|H1fo|H1foo|H1oo	H1.8 linker histone	protein-coding	1.639	1.639
SE_12_052300478	chr4	155699067	155700067	+	0	NA	Intergenic	Intergenic	5225	NM_178699	230991		NM_178699	ENSMUSG00000074738	Fndc10	B930041F14Rik|MNCb-3966	fibronectin type III domain containing 10	protein-coding	1.354	1.294
SE_12_052300858	chr4	62683909	62684909	+	0	NA	intron (NM_001310706, intron 1 of 6)	intron (NM_001310706, intron 1 of 6)	10435	NM_001310706	50780		NM_019492	ENSMUSG00000059810	Rgs3	4930506N09Rik|C2PA-RGS3|C2pa|PDZ-RGS3|RGS3S	regulator of G-protein signaling 3	protein-coding	1.281	1.165
SE_12_052300075	chr8	57593355	57594355	+	0	NA	intron (NM_144731, intron 1 of 11)	intron (NM_144731, intron 1 of 11)	-57898	NR_040698	100502619		NR_040698		AW046200	-	expressed sequence AW046200	ncRNA	1.552	1.351
SE_12_052300708	chr4	6427559	6428559	+	0	NA	intron (NM_010945, intron 10 of 30)	intron (NM_010945, intron 10 of 30)	26212	NM_010945	18201		NM_010945	ENSMUSG00000028245	Nsmaf	C630007J05|Fan	neutral sphingomyelinase (N-SMase) activation associated factor	protein-coding	0.910	0.630
SE_12_052300924	chr5	137525950	137526950	+	0	NA	3' UTR (NM_031408, exon 24 of 24)	3' UTR (NM_031408, exon 24 of 24)	3144	NR_105846	102465227		NR_105846	ENSMUSG00000098597	Mir6418	Gm27629|mir-6418|mmu-mir-6418	microRNA 6418	ncRNA	1.350	1.359
SE_12_052300065	chr14	64338396	64339396	+	0	NA	intron (NM_001253712, intron 1 of 5)	B4A|SINE|B4	78060	NM_001253716	110265		NM_026322	ENSMUSG00000054733	Msra	2310045J23Rik|6530413P12Rik|MSR-A	methionine sulfoxide reductase A	protein-coding	1.415	1.250
SE_12_052300484	chr19	3844200	3845200	+	0	NA	Intergenic	Intergenic	6116	NR_162795	114482860		NR_162795		Mir12192	Gm51271|mmu-mir-12192	microRNA 12192	ncRNA	1.636	1.582
SE_12_052300528	chr8	126589645	126590645	+	0	NA	3' UTR (NM_001164598, exon 2 of 2)	3' UTR (NM_001164598, exon 2 of 2)	3841	NM_001164598	270110		NM_001164598	ENSMUSG00000051495	Irf2bp2	E130305N23Rik|IRF-2BP2	interferon regulatory factor 2 binding protein 2	protein-coding	1.655	1.622
SE_12_052300254	chr10	78325119	78326119	+	0	NA	intron (NM_053014, intron 2 of 9)	intron (NM_053014, intron 2 of 9)	14588	NR_106119	102465765		NR_106119	ENSMUSG00000098885	Mir7659	Gm27433|mmu-mir-7659	microRNA 7659	ncRNA	1.688	1.664
SE_12_052300997	chr11	73019632	73020632	+	0	NA	intron (NM_001362841, intron 2 of 16)	intron (NM_001362841, intron 2 of 16)	1144	NM_001362841	55984		NM_018883	ENSMUSG00000020785	Camkk1	CaMKKalpha|Camkk|caM-KK 1|caM-KK alpha|caMKK 1|caMKK alpha	calcium/calmodulin-dependent protein kinase kinase 1, alpha	protein-coding	1.051	0.979
SE_12_052300745	chr1	39450119	39451119	+	0	NA	intron (NM_001357521, intron 1 of 19)	(GGGGA)n|Simple_repeat|Simple_repeat	28128	NM_018775	54610		NM_018775	ENSMUSG00000003134	Tbc1d8	AD3|HBLP1|VRP	TBC1 domain family, member 8	protein-coding	1.649	1.605
SE_12_052300733	chr11	87769809	87770809	+	0	NA	intron (NM_172449, intron 13 of 31)	intron (NM_172449, intron 13 of 31)	9768	NM_172449	207777		NM_172449	ENSMUSG00000034156	Tspoap1	Bzrap1|D230016K05|PRAX-1|mKIAA0612	TSPO associated protein 1	protein-coding	1.314	1.326
SE_12_052300152	chr3	127191139	127192139	+	0	NA	intron (NM_001327938, intron 1 of 47)	intron (NM_001327938, intron 1 of 47)	30334	NR_105029	100862268		NR_105029	ENSMUSG00000097456	Gm16958	-	predicted gene, 16958	ncRNA	1.863	1.773
SE_12_052300951	chr18	16794266	16795266	+	0	NA	intron (NM_007664, intron 1 of 15)	(TG)n|Simple_repeat|Simple_repeat	14480	NM_007664	12558		NM_007664	ENSMUSG00000024304	Cdh2	CDHN|N-CAD|Ncad	cadherin 2	protein-coding	1.456	1.312
SE_12_052300652	chr7	28916521	28917521	+	0	NA	intron (NM_001360549, intron 3 of 20)	intron (NM_001360549, intron 3 of 20)	35365	NM_001110807	60594		NM_021894	ENSMUSG00000054083	Capn12	CANP 12	calpain 12	protein-coding	1.395	1.276
SE_12_052300066	chr11	55341992	55342992	+	0	NA	Intergenic	Intergenic	-30235	NM_001029988	245827		NM_001029988	ENSMUSG00000055333	Fat2	EMI2|Fath2|Gm523|mKIAA0811	FAT atypical cadherin 2	protein-coding	1.330	1.350
SE_12_052300041	chr6	90752953	90753953	+	0	NA	intron (NM_001356440, intron 1 of 13)	intron (NM_001356440, intron 1 of 13)	-36924	NM_001134383	232227		NM_182784	ENSMUSG00000034312	Iqsec1	BRAG2|D6Ertd349e|cI-43	IQ motif and Sec7 domain 1	protein-coding	1.654	1.640
SE_12_052300076	chr11	19956175	19957175	+	0	NA	intron (NM_033523, intron 1 of 5)	B3A|SINE|B2	32233	NM_033523	114716		NM_033523	ENSMUSG00000045671	Spred2	-	sprouty-related EVH1 domain containing 2	protein-coding	1.137	1.125
SE_12_052300250	chr10	76802683	76803683	+	0	NA	intron (NM_021568, intron 3 of 15)	B4A|SINE|B4	13558	NR_152850	59093		NM_021568	ENSMUSG00000001120	Pcbp3	AlphaCP-3	poly(rC) binding protein 3	protein-coding	1.757	1.766
SE_12_052300749	chr10	17724401	17725401	+	0	NA	3' UTR (NM_010828, exon 2 of 2)	3' UTR (NM_010828, exon 2 of 2)	1673	NM_010828	17684		NM_010828	ENSMUSG00000039910	Cited2	ER154-like|Mrg1|Msg2|p35srj	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	protein-coding	0.543	0.514
SE_12_052300090	chr11	75237351	75238351	+	0	NA	intron (NM_177708, intron 1 of 1)	B1_Mus1|SINE|Alu	43858	NM_177708	237847		NM_177708	ENSMUSG00000045287	Rtn4rl1	Ngr3|Ngrh2|Ngrl2	reticulon 4 receptor-like 1	protein-coding	1.431	1.417
SE_12_052300372	chr8	124284502	124285502	+	0	NA	intron (NM_139272, intron 1 of 15)	intron (NM_139272, intron 1 of 15)	53608	NM_139272	108148		NM_139272	ENSMUSG00000089704	Galnt2	-	polypeptide N-acetylgalactosaminyltransferase 2	protein-coding	1.577	1.503
SE_12_052300362	chr1	152022108	152023108	+	0	NA	intron (NM_197990, intron 1 of 5)	intron (NM_197990, intron 1 of 5)	67712	NM_197990	69399		NM_197990	ENSMUSG00000032666	1700025G04Rik	2610510E02Rik|2900042O04Rik	RIKEN cDNA 1700025G04 gene	protein-coding	1.492	1.454
SE_12_052300112	chr9	55373870	55374870	+	0	NA	intron (NM_172923, intron 1 of 10)	intron (NM_172923, intron 1 of 10)	47457	NM_172923	244886		NM_172923	ENSMUSG00000032313	Tmem266	9630029F15|HVRP1	transmembrane protein 266	protein-coding	1.688	1.638
SE_12_052300387	chr7	30344908	30345908	+	0	NA	Intergenic	Intergenic	17364	NM_175478	233067		NM_175478	ENSMUSG00000036957	Lrfn3	A530045B06Rik|SALM4	leucine rich repeat and fibronectin type III domain containing 3	protein-coding	1.239	1.148
SE_12_052300214	chr2	102051629	102052629	+	0	NA	intron (NM_178886, intron 4 of 5)	intron (NM_178886, intron 4 of 5)	134331	NM_178886	241576		NM_178886	ENSMUSG00000048058	Ldlrad3	6430500P08|Lrad3	low density lipoprotein receptor class A domain containing 3	protein-coding	1.366	1.262
SE_12_052300693	chr11	118955693	118956693	+	0	NA	Intergenic	Intergenic	-31988	NM_001359574	238011		NM_001030291	ENSMUSG00000046697	Enpp7	Alk-SMase|E-NPP 7|Gm254|NPP-7	ectonucleotide pyrophosphatase/phosphodiesterase 7	protein-coding	1.170	1.161
SE_12_052300648	chr3	53151051	53152051	+	0	NA	intron (NM_175386, intron 2 of 3)	intron (NM_175386, intron 2 of 3)	110004	NM_175386	108927		NM_175386	ENSMUSG00000048332	Lhfpl6	2810489O06Rik|Lhfp	LHFPL tetraspan subfamily member 6	protein-coding	1.808	1.728
SE_12_052300430	chr17	56014164	56015164	+	0	NA	intron (NM_026530, intron 8 of 12)	B2_Mm1t|SINE|B2	5463	NM_026530	68047		NM_026530	ENSMUSG00000003199	Mpnd	E130307M08Rik	MPN domain containing	protein-coding	1.246	1.222
SE_12_052300106	chr8	126015967	126016967	+	0	NA	intron (NM_008430, intron 1 of 2)	ORR1A2|LTR|ERVL-MaLR	21365	NM_008430	16525		NM_008430	ENSMUSG00000033998	Kcnk1	TWIK-1	potassium channel, subfamily K, member 1	protein-coding	1.588	1.504
SE_12_052300823	chr14	120312312	120313312	+	0	NA	intron (NM_001360376, intron 1 of 8)	intron (NM_001360376, intron 1 of 8)	6360	NM_001360376	105559		NM_175341	ENSMUSG00000022139	Mbnl2	1110002M11Rik|MBLL|mKIAA4072	muscleblind like splicing factor 2	protein-coding	1.547	1.434
SE_12_052300193	chr4	130556280	130557280	+	0	NA	intron (NM_025998, intron 1 of 6)	B1F|SINE|Alu	17256	NM_025998	67149		NM_025998	ENSMUSG00000078532	Nkain1	2610200G18Rik|2810426C15Rik	Na+/K+ transporting ATPase interacting 1	protein-coding	1.362	1.262
SE_12_052300148	chr5	113488356	113489356	+	0	NA	Intergenic	MTC|LTR|ERVL-MaLR	-61564	NM_177292	320916		NM_177292	ENSMUSG00000063430	Wscd2	4933413A10Rik|C530024P05Rik|Gm450	WSC domain containing 2	protein-coding	1.157	1.095
SE_12_052300247	chr12	98537923	98538923	+	0	NA	intron (NM_029911, intron 1 of 6)	C-rich|Low_complexity|Low_complexity	14579	NR_136759	105245437		NR_136759	ENSMUSG00000113613	Gm40893	-	predicted gene, 40893	ncRNA	1.437	1.370
SE_12_052300606	chr14	60375818	60376818	+	0	NA	Intergenic	Intergenic	-1374	NM_001368677	72125		NM_028113	ENSMUSG00000021986	Amer2	2600011E07Rik|Fam123a	APC membrane recruitment 2	protein-coding	1.709	1.638
SE_12_052300094	chr11	119530635	119531635	+	0	NA	Intergenic	B3|SINE|B2	16685	NM_008730	18164		NM_008730	ENSMUSG00000025582	Nptx1	D11Bwg1004e|Np1	neuronal pentraxin 1	protein-coding	1.234	1.223
SE_12_052301011	chr1	6804792	6805792	+	0	NA	intron (NR_045189, intron 7 of 22)	intron (NR_045189, intron 7 of 22)	75241	NM_173868	240690		NM_173868	ENSMUSG00000033740	St18	Myt3|NZF-3|Nzf3|mKIAA0535	suppression of tumorigenicity 18	protein-coding	1.345	1.252
SE_12_052300612	chr11	103122794	103123794	+	0	NA	Intergenic	Intergenic	6969	NM_138753	192231		NM_138753	ENSMUSG00000048878	Hexim1	7330426E13Rik|CLP-1|Clp1|HIS1	hexamethylene bis-acetamide inducible 1	protein-coding	1.439	1.392
SE_12_052300911	chr3	105705574	105706574	+	0	NA	intron (NM_001163356, intron 1 of 1)	intron (NM_001163356, intron 1 of 1)	616	NM_001163356	109050		NM_175398	ENSMUSG00000048458	Inka2	6530418L21Rik|Fam212b	inka box actin regulator 2	protein-coding	1.872	1.776
SE_12_052300434	chr9	64463970	64464970	+	0	NA	intron (NM_172522, intron 1 of 22)	intron (NM_172522, intron 1 of 22)	78844	NM_172522	214058		NM_172522	ENSMUSG00000036466	Megf11	2410080H04Rik|D130061K05	multiple EGF-like-domains 11	protein-coding	1.670	1.580
SE_12_052300210	chr8	124404196	124405196	+	0	NA	intron (NM_171824, intron 1 of 6)	intron (NM_171824, intron 1 of 6)	29240	NM_171824	209966		NM_171824	ENSMUSG00000050751	Pgbd5	2900019M05Rik	piggyBac transposable element derived 5	protein-coding	1.437	1.430
SE_12_052300521	chr6	48417317	48418317	+	0	NA	3' UTR (NM_133922, exon 18 of 18)	3' UTR (NM_133922, exon 18 of 18)	22231	NM_001362144	77827		NM_133922	ENSMUSG00000042810	Krba1	A930040G15Rik	KRAB-A domain containing 1	protein-coding	1.561	1.345
SE_12_052300820	chr6	118950381	118951381	+	0	NA	intron (NM_001256000, intron 3 of 46)	intron (NM_001256000, intron 3 of 46)	70723	NR_046053	74363		NR_046053		4931430N09Rik	-	RIKEN cDNA 4931430N09 gene	ncRNA	1.472	1.444
SE_12_052300190	chr9	96854213	96855213	+	0	NA	intron (NM_001289645, intron 3 of 6)	intron (NM_001289645, intron 3 of 6)	34761	NM_001289646	235534		NM_153420	ENSMUSG00000043587	Pxylp1	9430094M07Rik|Acpl2|C130099A20Rik	2-phosphoxylose phosphatase 1	protein-coding	1.482	1.385
SE_12_052300012	chr8	84756935	84757935	+	0	NA	intron (NM_001371056, intron 2 of 9)	intron (NM_001371056, intron 2 of 9)	15440	NM_001371052	18032		NM_010906	ENSMUSG00000001911	Nfix	CTF|NF-I/X|NF1-X|NFI-X	nuclear factor I/X	protein-coding	1.364	1.270
SE_12_052300694	chr11	98748313	98749313	+	0	NA	intron (NM_001313983, intron 1 of 9)	intron (NM_001313983, intron 1 of 9)	7028	NM_001313983	21833		NM_178060	ENSMUSG00000058756	Thra	6430529J03Rik|Erba|Nr1a1|Rvr|T3R[a]|T3Ralpha|Thra1|Thra2|c-erbA-1|c-erbA-alpha|c-erbAalpha	thyroid hormone receptor alpha	protein-coding	1.376	1.369
SE_12_052300213	chr6	91375277	91376277	+	0	NA	intron (NM_001363757, intron 3 of 3)	(CA)n|Simple_repeat|Simple_repeat	35576	NM_009527	22421		NM_009527	ENSMUSG00000030093	Wnt7a	Wnt-7a|px|tw	wingless-type MMTV integration site family, member 7A	protein-coding	1.654	1.630
SE_12_052300449	chr12	39325001	39326001	+	0	NA	Intergenic	Intergenic	541790	NM_001163154	14009		NM_007960	ENSMUSG00000004151	Etv1	ER81|Etsrp81	ets variant 1	protein-coding	1.159	1.128
SE_12_052300006	chr4	8802545	8803545	+	0	NA	intron (NM_001355382, intron 3 of 36)	intron (NM_001355382, intron 3 of 36)	51721	NM_001355382	320790		NM_001033395	ENSMUSG00000041235	Chd7	A730019I05Rik|Cycn|Cyn|Dz|Edy|Flo|GENA 47|GENA 60|Gena 52|Lda|Mt|Obt|Todo|WBE1|Whi|metis	chromodomain helicase DNA binding protein 7	protein-coding	1.493	1.438
SE_12_052300958	chr5	113038978	113039978	+	0	NA	Intergenic	B3|SINE|B2	-23940	NM_177078	320129		NM_177078	ENSMUSG00000042249	Grk3	4833444A01Rik|Adrbk-2|Adrbk2|Bark-2	G protein-coupled receptor kinase 3	protein-coding	1.352	1.392
SE_12_052300093	chr12	76633773	76634773	+	0	NA	intron (NM_013675, intron 2 of 35)	intron (NM_013675, intron 2 of 35)	76274	NM_013675	20741		NM_013675	ENSMUSG00000021061	Sptb	D330027P03Rik|Gm1301|Spnb-1|Spnb1|ja|jaundiced|mKIAA4219	spectrin beta, erythrocytic	protein-coding	1.483	1.470
SE_12_052300048	chr3	138817184	138818184	+	0	NA	intron (NR_121195, intron 1 of 7)	intron (NR_121195, intron 1 of 7)	75476	NR_121195	56224		NM_019571	ENSMUSG00000028152	Tspan5	2810455A09Rik|4930505M03Rik|NET-4|Tm4sf9	tetraspanin 5	protein-coding	1.799	1.745
SE_12_052300824	chr11	84524091	84525091	+	0	NA	5' UTR (NM_008498, exon 1 of 5)	5' UTR (NM_008498, exon 1 of 5)	943	NM_008498	16869		NM_008498	ENSMUSG00000018698	Lhx1	Lim1	LIM homeobox protein 1	protein-coding	1.348	1.327
SE_12_052300194	chr11	98327811	98328811	+	0	NA	exon (NM_010895, exon 2 of 2)	exon (NM_010895, exon 2 of 2)	1334	NM_010895	18013		NM_010895	ENSMUSG00000038255	Neurod2	Ndrf|bHLHa1	neurogenic differentiation 2	protein-coding	1.443	1.425
SE_12_052300356	chr18	35927606	35928606	+	0	NA	Intergenic	CT-rich|Low_complexity|Low_complexity	14974	NR_165176	115488923		NR_165175	ENSMUSG00000118347	C330008A17Rik	-	RIKEN cDNA C330008A17 gene	ncRNA	1.503	1.412
SE_12_052300292	chr19	10412012	10413012	+	0	NA	intron (NM_001373944, intron 1 of 11)	intron (NM_001373944, intron 1 of 11)	23422	NM_018801	54525		NM_018801	ENSMUSG00000024743	Syt7	B230112P13Rik	synaptotagmin VII	protein-coding	1.539	1.554
SE_12_052300445	chr5	43251656	43252656	+	0	NA	intron (NM_001368807, intron 3 of 10)	intron (NM_001368807, intron 3 of 10)	-16802	NR_028417	665934		NR_028417	ENSMUSG00000085720	Gm7854	EG665934	predicted gene 7854	ncRNA	0.581	0.479
SE_12_052300690	chr8	70702569	70703569	+	0	NA	5' UTR (NM_001370846, exon 1 of 4)	5' UTR (NM_001370846, exon 1 of 4)	1044	NM_001370846	637079		NM_001370846	ENSMUSG00000110622	Iqcn	Gm16486	IQ motif containing N	protein-coding	1.596	1.549
SE_12_052300433	chr1	86509034	86510034	+	0	NA	Intergenic	Intergenic	-17023	NR_153833	19231		NM_008972	ENSMUSG00000026238	Ptma	Thym	prothymosin alpha	protein-coding	1.588	1.545
SE_12_052301042	chr10	41883971	41884971	+	0	NA	intron (NM_001162908, intron 1 of 9)	intron (NM_001162908, intron 1 of 9)	-2968	NM_001013370	140742		NM_001013370	ENSMUSG00000038332	Sesn1	1110002G11Rik|Pa26|Sest1	sestrin 1	protein-coding	1.753	1.729
SE_12_052300253	chr5	124196149	124197149	+	0	NA	non-coding (NR_165287, exon 2 of 2)	non-coding (NR_165287, exon 2 of 2)	1749	NR_165287	100047482		NR_165287	ENSMUSG00000089842	Pitpnm2os2	Gm16338|Gm34166	phosphatidylinositol transfer protein, membrane-associated 2, opposite strand 2	ncRNA	1.279	1.300
SE_12_052300676	chr9	48733306	48734306	+	0	NA	intron (NM_001033324, intron 3 of 6)	intron (NM_001033324, intron 3 of 6)	102135	NM_001033324	235320		NM_001033324	ENSMUSG00000066687	Zbtb16	PLZF|Zfp145|lu	zinc finger and BTB domain containing 16	protein-coding	1.164	1.282
