PeakID (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/CTCF.bed mm10 -size 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp
1-5092	chr7	63964875	63965875	+	826	NA	Intergenic	Intergenic	-21460	NR_169109	102635243		NR_169109	ENSMUSG00000108393	Gm32633	Gm45055	predicted gene, 32633	ncRNA	-1.547	-1.372
1-4114	chr13	47917048	47918048	+	826	NA	intron (NR_045156, intron 1 of 2)	B3A|SINE|B2	7113	NR_045156	619327		NR_045156	ENSMUSG00000114959	G630093K05Rik	-	RIKEN cDNA G630093K05 gene	ncRNA	-0.426	-0.248
1-2438	chr12	83971740	83972740	+	826	NA	intron (NM_001376939, intron 6 of 16)	intron (NM_001376939, intron 6 of 16)	12594	NM_001376939	101055670		NM_001376939	ENSMUSG00000090843	Heatr4	Gm17673	HEAT repeat containing 4	protein-coding	-2.115	-1.915
1-4055	chr13	38036871	38037871	+	826	NA	promoter-TSS (NM_027724)	promoter-TSS (NM_027724)	382	NM_024242	71340		NM_024242	ENSMUSG00000021428	Riok1	3110046C13Rik|5430416A05Rik|Ad034	RIO kinase 1	protein-coding	-0.125	-0.198
1-11389	chr15	91754292	91755292	+	826	NA	intron (NM_025730, intron 31 of 50)	intron (NM_025730, intron 31 of 50)	81568	NM_025730	66725		NM_025730	ENSMUSG00000036273	Lrrk2	4921513O20Rik|9330188B09Rik|D630001M17Rik|Gm927|cI-46	leucine-rich repeat kinase 2	protein-coding	-1.468	-1.565
1-3887	chr19	25340683	25341683	+	825	NA	intron (NM_181404, intron 3 of 13)	intron (NM_181404, intron 3 of 13)	104208	NM_181404	107351		NM_181404	ENSMUSG00000032702	Kank1	A930031B09Rik|Ankrd15|D330024H06Rik|mKIAA0172	KN motif and ankyrin repeat domains 1	protein-coding	-0.755	-0.754
1-6123	chr7	44519229	44520229	+	825	NA	intron (NM_146189, intron 7 of 27)	B3A|SINE|B2	4940	NM_146189	233199		NM_146189	ENSMUSG00000038670	Mybpc2	-	myosin binding protein C, fast-type	protein-coding	-1.622	-1.525
1-8396	chr7	98606860	98607860	+	825	NA	intron (NM_001381870, intron 13 of 17)	intron (NM_001381870, intron 13 of 17)	49209	NM_172280	233545		NM_172280	ENSMUSG00000035401	Emsy	2210018M11Rik|2310016L09Rik	EMSY, BRCA2-interacting transcriptional repressor	protein-coding	-1.757	-1.873
1-2473	chr3	102787033	102788033	+	825	NA	Intergenic	Intergenic	-4819	NM_001165939	22094		NM_009432	ENSMUSG00000027857	Tshb	-	thyroid stimulating hormone, beta subunit	protein-coding	-0.436	-0.516
1-3999	chr4	128909163	128910163	+	825	NA	3' UTR (NM_178110, exon 5 of 5)	3' UTR (NM_178110, exon 5 of 5)	25619	NM_001370756	67525		NM_178110	ENSMUSG00000041000	Trim62	6330414G21Rik|Dear1	tripartite motif-containing 62	protein-coding	-2.023	-2.024
1-5736	chr13	49399835	49400835	+	825	NA	Intergenic	MER20|DNA|hAT-Charlie	-20888	NR_075085	75678		NM_199056	ENSMUSG00000021385	Ippk	1810043M15Rik|InsP6	inositol 1,3,4,5,6-pentakisphosphate 2-kinase	protein-coding	-0.458	-0.375
1-4845	chr1	10037304	10038304	+	825	NA	promoter-TSS (NM_026493)	promoter-TSS (NM_026493)	355	NM_013715	26754		NM_013715	ENSMUSG00000025917	Cops5	CSN5|Jab1|Mov34|Sgn5	COP9 signalosome subunit 5	protein-coding	0.022	-0.021
1-4182	chr6	11283735	11284735	+	825	NA	Intergenic	Intergenic	-309857	NR_033776	57866		NR_033776		AA545190	-	EST AA545190	ncRNA	-0.673	-0.491
1-6582	chr6	54204683	54205683	+	825	NA	intron (NM_001163640, intron 3 of 12)	intron (NM_001163640, intron 3 of 12)	-59675	NM_001311133	69993		NM_023543	ENSMUSG00000004633	Chn2	1700026N20Rik|4930557O16Rik|ARHGAP3|Bch	chimerin 2	protein-coding	-2.061	-2.072
1-5109	chr2	167610960	167611960	+	825	NA	intron (NM_023230, intron 2 of 3)	intron (NM_023230, intron 2 of 3)	20545	NM_023230	66589		NM_023230	ENSMUSG00000078923	Ube2v1	0610011J09Rik|CROC-1|CROC1|D7Bwg1382e|UEV-1	ubiquitin-conjugating enzyme E2 variant 1	protein-coding	-1.125	-1.261
1-3874	chr16	17488408	17489408	+	824	NA	promoter-TSS (NM_175178)	promoter-TSS (NM_175178)	-769	NM_175178	72168		NM_175178	ENSMUSG00000022763	Aifm3	2810401C16Rik|Aifl	apoptosis-inducing factor, mitochondrion-associated 3	protein-coding	-1.574	-1.414
1-4426	chr5	95949951	95950951	+	824	NA	Intergenic	Intergenic	-6488	NM_018866	55985		NM_018866	ENSMUSG00000023078	Cxcl13	4631412M08Rik|ANGIE2|Angie|BCA-1|BLC|BLR1L|Scyb13	C-X-C motif chemokine ligand 13	protein-coding	-0.149	0.024
1-3058	chr8	122285665	122286665	+	824	NA	intron (NM_009569, intron 1 of 9)	intron (NM_009569, intron 1 of 9)	4024	NM_009569	22761		NM_009569	ENSMUSG00000049577	Zfpm1	FOG|Fog1	zinc finger protein, multitype 1	protein-coding	-2.203	-2.361
1-2994	chr6	40390666	40391666	+	824	NA	intron (NM_023538, intron 13 of 15)	L2|LINE|L2	44969	NM_001356375	243780		NM_133929	ENSMUSG00000037172	Dennd11	E330009J07Rik|Lchn|mKIAA1147	DENN domain containing 11	protein-coding	-0.928	-0.622
1-6544	chr9	14764478	14765478	+	824	NA	intron (NM_029306, intron 2 of 3)	intron (NM_029306, intron 2 of 3)	6052	NM_029306	69325		NM_029306	ENSMUSG00000031927	1700012B09Rik	1700007P19Rik	RIKEN cDNA 1700012B09 gene	protein-coding	-0.529	-0.364
1-2177	chr18	12696106	12697106	+	824	NA	intron (NM_028341, intron 5 of 13)	B3|SINE|B2	-18205	NR_035471	100316699		NR_035471	ENSMUSG00000087950	Mir1948	mir-1948|mmu-mir-1948	microRNA 1948	ncRNA	-1.541	-1.392
1-2645	chr9	113759408	113760408	+	824	NA	intron (NM_001114347, intron 1 of 39)	B3|SINE|B2	18435	NM_001286599	76499		NM_029633	ENSMUSG00000033392	Clasp2	1500004F14Rik|8030404L10Rik|CLASP2beta|mKIAA0627	CLIP associating protein 2	protein-coding	-0.864	-0.809
1-4534	chr2	112481259	112482259	+	824	NA	promoter-TSS (NM_205783)	promoter-TSS (NM_205783)	-942	NM_205783	213788		NM_205783	ENSMUSG00000074939	Chrm5	AChR-M5|M5R|m5	cholinergic receptor, muscarinic 5	protein-coding	-0.498	-0.357
1-3990	chr5	127252969	127253969	+	824	NA	intron (NM_175432, intron 1 of 8)	B3|SINE|B2	11643	NM_175432	208213		NM_175432	ENSMUSG00000034324	Tmem132c	2810482M11Rik|3230401P16|4632425D07Rik	transmembrane protein 132C	protein-coding	-0.947	-0.884
1-2010	chr8	121497320	121498320	+	824	NA	Intergenic	B3A|SINE|B2	44134	NM_001357260	76405		NM_029597	ENSMUSG00000031809	1700018B08Rik	1700084O22Rik	RIKEN cDNA 1700018B08 gene	protein-coding	-1.329	-1.693
1-2712	chr10	85334660	85335660	+	824	NA	Intergenic	(TGGG)n|Simple_repeat|Simple_repeat	-51654	NM_028709	74007		NM_028709	ENSMUSG00000020042	Abtb3	6330404E16Rik|Btbd11	ankyrin repeat and BTB domain containing 3	protein-coding	-0.576	-0.523
1-1965	chr10	77815190	77816190	+	823	NA	TTS (NM_001205009)	TTS (NM_001205009)	1068	NM_001205009	100040299		NM_001205009	ENSMUSG00000112600	Krtap10-20	Gm2696	keratin associated protein 10-20	protein-coding	-0.102	-0.100
1-2570	chr17	46578314	46579314	+	823	NA	intron (NM_175168, intron 10 of 19)	intron (NM_175168, intron 10 of 19)	-22652	NM_020493	20807		NM_020493	ENSMUSG00000015605	Srf	-	serum response factor	protein-coding	-1.784	-1.730
1-5077	chr5	140857020	140858020	+	823	NA	Intergenic	Intergenic	-27089	NM_010302	14673		NM_010302	ENSMUSG00000000149	Gna12	Galpha12	guanine nucleotide binding protein, alpha 12	protein-coding	-1.284	-1.630
1-507	chr4	45409022	45410022	+	823	NA	promoter-TSS (NM_001009949)	promoter-TSS (NM_001009949)	-756	NM_001009949	230125		NM_001009949	ENSMUSG00000045973	Slc25a51	9130208E07Rik|D130005A03Rik|Gm138|Mcart1	solute carrier family 25, member 51	protein-coding	-1.116	-1.623
1-4948	chr3	156563108	156564108	+	823	NA	intron (NM_177274, intron 1 of 6)	intron (NM_177274, intron 1 of 6)	1814	NM_001039094	320840		NM_177274	ENSMUSG00000040037	Negr1	5330422G01Rik|KILON|Ntra	neuronal growth regulator 1	protein-coding	-2.245	-2.089
1-4164	chr6	82771596	82772596	+	823	NA	intron (NM_013820, intron 1 of 17)	intron (NM_013820, intron 1 of 17)	2358	NM_013820	15277		NM_013820	ENSMUSG00000000628	Hk2	HKII	hexokinase 2	protein-coding	0.033	-0.049
1-3738	chr9	80168663	80169663	+	823	NA	intron (NM_001039546, intron 1 of 32)	intron (NM_001039546, intron 1 of 32)	4129	NM_001039546	17920		NM_008662	ENSMUSG00000033577	Myo6	Myo6<rsv>|Tlc|rsv|sv	myosin VI	protein-coding	-0.184	-0.023
1-5302	chr11	80200034	80201034	+	823	NA	TTS (NM_028019)	TTS (NM_028019)	-8517	NM_001362868	59040		NM_021536	ENSMUSG00000017686	Rhot1	2210403N23Rik|Arht1|C430039G08Rik|Miro1	ras homolog family member T1	protein-coding	-0.615	-0.557
1-1275	chr10	116017850	116018850	+	823	NA	promoter-TSS (NM_011217)	promoter-TSS (NM_011217)	-13	NM_011217	19279		NM_011217	ENSMUSG00000020151	Ptprr	Gmcp1|PTP-SL|PTPBR7|RPTPRR|mPTP213	protein tyrosine phosphatase receptor type R	protein-coding	-1.331	-1.100
1-2397	chr8	95606247	95607247	+	823	NA	Intergenic	Intergenic	-26812	NM_030198	78833		NM_030198	ENSMUSG00000031669	Gins3	2700085M18Rik|Psf3	GINS complex subunit 3	protein-coding	-0.556	-0.674
1-4841	chr17	34003099	34004099	+	823	NA	Intergenic	Intergenic	-3252	NM_001347346	14972		NM_001001892	ENSMUSG00000061232	H2-K1	H-2K|H-2K(d)|H2-D1|H2-K|K-f	histocompatibility 2, K1, K region	protein-coding	-1.413	-1.437
1-3837	chr13	51832152	51833152	+	822	NA	Intergenic	MTE2a|LTR|ERVL-MaLR	-14023	NM_011817	23882		NM_011817	ENSMUSG00000021453	Gadd45g	CR6|DDIT2|OIG37	growth arrest and DNA-damage-inducible 45 gamma	protein-coding	-1.865	-1.773
1-9514	chr7	105744030	105745030	+	822	NA	promoter-TSS (NM_020024)	promoter-TSS (NM_020024)	-192	NM_020024	24075		NM_020024	ENSMUSG00000043866	Taf10	30kDa|TAFII30|Taf2h	TATA-box binding protein associated factor 10	protein-coding	-0.056	-0.027
1-4581	chr4	137315710	137316710	+	822	NA	Intergenic	B3|SINE|B2	38575	NM_009523	22417		NM_009523	ENSMUSG00000036856	Wnt4	Wnt-4	wingless-type MMTV integration site family, member 4	protein-coding	-2.435	-2.414
1-2971	chr11	26292347	26293347	+	822	NA	Intergenic	Intergenic	-82271	NR_027973	70626		NM_027486		5730522E02Rik	-	RIKEN cDNA 5730522E02 gene	ncRNA	-0.703	-0.526
1-2250	chr6	103304776	103305776	+	822	NA	Intergenic	(TAGA)n|Simple_repeat|Simple_repeat	-205600	NM_007697	12661		NM_007697	ENSMUSG00000030077	Chl1	A530023M13Rik|CALL|LICAM2	cell adhesion molecule L1-like	protein-coding	-1.230	-1.149
1-5773	chr16	58514205	58515205	+	822	NA	intron (NM_001357433, intron 1 of 10)	intron (NM_001357433, intron 1 of 10)	8721	NM_018784	54613		NM_018784	ENSMUSG00000022747	St3gal6	1700023B24Rik|Siat10|St3galVI	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	protein-coding	-0.585	-0.482
1-4718	chr16	94312201	94313201	+	822	NA	intron (NM_139145, intron 1 of 10)	intron (NM_139145, intron 1 of 10)	862	NM_139145	110948		NM_139145	ENSMUSG00000040820	Hlcs	410I21.SP6|D16Jhu34	holocarboxylase synthetase (biotin- [propriony-Coenzyme A-carboxylase (ATP-hydrolysing)] ligase)	protein-coding	-2.452	-2.363
1-5042	chr6	83801700	83802700	+	822	NA	intron (NM_019542, intron 9 of 9)	intron (NM_019542, intron 9 of 9)	7042	NM_001164187	56174		NM_019542	ENSMUSG00000034744	Nagk	Gnk	N-acetylglucosamine kinase	protein-coding	-0.582	-0.938
1-3687	chr9	58661713	58662713	+	822	NA	intron (NM_028598, intron 3 of 5)	B3A|SINE|B2	79346	NM_028598	73673		NM_028598	ENSMUSG00000074269	Rec114	2410076I21Rik|4930527A11Rik	REC114 meiotic recombination protein	protein-coding	-1.795	-1.742
1-3118	chr1	146305124	146306124	+	822	NA	Intergenic	(TG)n|Simple_repeat|Simple_repeat	189538	NR_166160	102639375		NR_166158	ENSMUSG00000099964	Gm29514	-	predicted gene 29514	ncRNA	-1.352	-1.023
1-2259	chr10	42278127	42279127	+	822	NA	Intergenic	Intergenic	-1932	NM_001376967	56484		NM_019740	ENSMUSG00000048756	Foxo3	1110048B16Rik|2010203A17Rik|FKHRL1|Fkhr2|Foxo3a	forkhead box O3	protein-coding	-1.933	-1.850
1-2761	chr16	31896671	31897671	+	821	NA	exon (NM_013900, exon 16 of 16)	exon (NM_013900, exon 16 of 16)	18361	NM_013900	30060		NM_013900	ENSMUSG00000022780	Meltf	CD228|MTf|Mfi2	melanotransferrin	protein-coding	-1.993	-1.866
1-10728	chr11	71337133	71338133	+	821	NA	Intergenic	Intergenic	-52401	NR_027858	627984		NM_001039234	ENSMUSG00000121474	Nlrp1c-ps	Nalp1c|Nlrp1c	NLR family, pyrin domain containing 1C, pseudogene	pseudo	-0.921	-0.806
1-3390	chr9	22703261	22704261	+	821	NA	intron (NM_001360259, intron 19 of 22)	B3|SINE|B2	228046	NM_001360258	319845		NM_178415	ENSMUSG00000035919	Bbs9	E130103I17Rik	Bardet-Biedl syndrome 9	protein-coding	-0.932	-0.971
1-8910	chr15	73642146	73643146	+	821	NA	Intergenic	ID_B1|SINE|B4	-17902	NM_001033219	106068		NM_001033219	ENSMUSG00000079020	Slc45a4	9330175B01Rik	solute carrier family 45, member 4	protein-coding	-0.757	-1.047
1-3893	chr1	160935265	160936265	+	821	NA	intron (NM_001024952, intron 2 of 19)	B2_Mm2|SINE|B2	29354	NM_001024952	381305		NM_001024952	ENSMUSG00000040423	Rc3h1	5730557L09Rik|Gm551|mKIAA2025	RING CCCH (C3H) domains 1	protein-coding	-1.374	-1.171
1-3685	chr17	75616906	75617906	+	821	NA	Intergenic	Intergenic	-65460	NM_001357860	72722		NM_133747	ENSMUSG00000002017	Fam98a	2810405J04Rik	family with sequence similarity 98, member A	protein-coding	-0.516	-0.429
1-7013	chr4	137713700	137714700	+	821	NA	intron (NM_001379233, intron 7 of 25)	intron (NM_001379233, intron 7 of 25)	6695	NM_001331215	110351		NM_029563	ENSMUSG00000041351	Rap1gap	1300019I11Rik|2310004O14Rik|ARPP-90|Gap|Rap1GAP1|Rap1ga1	Rap1 GTPase-activating protein	protein-coding	-2.428	-2.471
1-2668	chr8	119284706	119285706	+	821	NA	intron (NM_019707, intron 10 of 13)	intron (NM_019707, intron 10 of 13)	-59332	NM_024219	68196		NM_024219	ENSMUSG00000031839	Hsbp1	0610007A03Rik|Hsp25	heat shock factor binding protein 1	protein-coding	-1.163	-1.125
1-2815	chr5	34489094	34490094	+	821	NA	Intergenic	Intergenic	24385	NM_139064	231130		NM_139064	ENSMUSG00000059866	Tnip2	1810020H16Rik|ABIN-2	TNFAIP3 interacting protein 2	protein-coding	-1.845	-1.928
1-3497	chr11	75631295	75632295	+	821	NA	intron (NM_008916, intron 1 of 11)	intron (NM_008916, intron 1 of 11)	775	NM_008916	19062		NM_008916	ENSMUSG00000006127	Inpp5k	C62|Pps|SKIP	inositol polyphosphate 5-phosphatase K	protein-coding	-1.762	-1.629
1-2496	chr8	111358585	111359585	+	821	NA	intron (NM_178086, intron 2 of 6)	B2_Mm2|SINE|B2	-20880	NM_029005	74568		NM_029005	ENSMUSG00000012519	Mlkl	9130019I15Rik	mixed lineage kinase domain-like	protein-coding	-1.449	-1.220
1-2241	chr3	150345488	150346488	+	820	NA	Intergenic	Intergenic	-55926	NR_168329	105244587		NR_168329		Gm40178	-	predicted gene, 40178	ncRNA	-0.962	-0.792
1-3274	chr5	51908502	51909502	+	820	NA	Intergenic	Intergenic	227015	NR_105845	102466648		NR_105845	ENSMUSG00000098726	Mir6417	Gm27334|mmu-mir-6417	microRNA 6417	ncRNA	-0.576	-1.111
1-2730	chr2	93277814	93278814	+	820	NA	intron (NM_183180, intron 2 of 9)	intron (NM_183180, intron 2 of 9)	56173	NM_183180	241556		NM_183180	ENSMUSG00000027217	Tspan18	2610042G18Rik|6720430O15	tetraspanin 18	protein-coding	-1.170	-1.290
1-9808	chr7	139916047	139917047	+	820	NA	intron (NM_177261, intron 9 of 30)	B2_Mm2|SINE|B2	21851	NM_177261	76484		NM_177261	ENSMUSG00000066129	Kndc1	2410012C07Rik|B830014K08Rik|VKIND|v-KIND|very-kind	kinase non-catalytic C-lobe domain (KIND) containing 1	protein-coding	-1.286	-1.136
1-2857	chr9	58092320	58093320	+	820	NA	intron (NM_001311085, intron 2 of 18)	intron (NM_001311085, intron 2 of 18)	9405	NM_029212	382077		NM_029212	ENSMUSG00000037716	Ccdc33	4930535E21Rik|Gm1117|Tzip1	coiled-coil domain containing 33	protein-coding	-1.749	-1.712
1-3314	chr17	87981860	87982860	+	820	NA	intron (NM_010830, intron 2 of 9)	B2_Mm2|SINE|B2	7310	NM_010830	17688		NM_010830	ENSMUSG00000005370	Msh6	GTBP|Gtmbp	mutS homolog 6	protein-coding	-1.679	-1.501
1-5310	chr1	34522620	34523620	+	820	NA	Intergenic	Intergenic	-12528	NR_153806	12627		NM_007685	ENSMUSG00000026124	Cfc1	b2b970Clo|cryptic	cryptic, EGF-CFC family member 1	protein-coding	-0.995	-1.009
1-4847	chr17	29020168	29021168	+	820	NA	Intergenic	Intergenic	-11992	NR_036613	20383		NM_013663	ENSMUSG00000071172	Srsf3	Sfrs3|X16	serine and arginine-rich splicing factor 3	protein-coding	-2.553	-2.612
1-3217	chr8	9747779	9748779	+	820	NA	intron (NM_173446, intron 1 of 2)	intron (NM_173446, intron 1 of 2)	22744	NM_173446	270028		NM_173446	ENSMUSG00000079157	Nalf1	6430500D16|Fam155a|Tmem28	NALCN channel auxiliary factor 1	protein-coding	-1.050	-1.256
1-2591	chr11	114923677	114924677	+	820	NA	3' UTR (NM_001347651, exon 4 of 4)	3' UTR (NM_001347651, exon 4 of 4)	10194	NM_001347651	217304		NM_199221	ENSMUSG00000063193	Cd300lb	CLM-7|Clm7|Gm253|LMIR5	CD300 molecule like family member B	protein-coding	-1.907	-1.865
1-2430	chr19	22071398	22072398	+	820	NA	Intergenic	Intergenic	-67148	NM_001035242	226025		NM_177341	ENSMUSG00000052387	Trpm3	6330504P12Rik|9330180E14|B930001P07Rik|LTRPC3|MLSN2	transient receptor potential cation channel, subfamily M, member 3	protein-coding	-1.434	-1.319
1-6353	chr4	149604210	149605210	+	819	NA	intron (NM_023051, intron 1 of 18)	B3|SINE|B2	18242	NM_023051	65945		NM_023051	ENSMUSG00000039953	Clstn1	1810034E21Rik|Cst-1|Cstn1	calsyntenin 1	protein-coding	-2.203	-2.138
1-2090	chr6	138037299	138038299	+	819	NA	intron (NM_177787, intron 4 of 8)	B3|SINE|B2	42117	NM_177787	277898		NM_177787	ENSMUSG00000044378	Slc15a5	9830102E05Rik	solute carrier family 15, member 5	protein-coding	0.191	0.047
1-6575	chr3	81483060	81484060	+	819	NA	Intergenic	Intergenic	-318465	NR_138586	320566		NR_138586	ENSMUSG00000103695	A830029E22Rik	-	RIKEN cDNA A830029E22 gene	ncRNA	-0.349	-0.198
1-2158	chr16	33809698	33810698	+	819	NA	intron (NM_001382834, intron 6 of 11)	B3A|SINE|B2	15709	NM_001382834	17063		NM_010739	ENSMUSG00000022824	Muc13	114/A10|14/A10|Lrrp|Ly64|NJ-1	mucin 13, epithelial transmembrane	protein-coding	-1.800	-1.662
1-3185	chr6	31197642	31198642	+	819	NA	intron (NR_110469, intron 1 of 3)	intron (NR_110469, intron 1 of 3)	20332	NR_110470	232685		NM_144555	ENSMUSG00000044471	Lncpint	Lincpint|MNCb-1768|Pint|linc-Pint	long non-protein coding RNA, Trp53 induced transcript	ncRNA	-1.568	-1.632
1-5341	chr11	59640885	59641885	+	819	NA	Intergenic	Intergenic	-21110	NM_201245	26936		NM_012027	ENSMUSG00000005417	Mprip	9530046C02|Gm34094|RIP3|Rhoip3|mKIAA0864|p116Rip	myosin phosphatase Rho interacting protein	protein-coding	-1.169	-1.078
1-5231	chr8	123406143	123407143	+	819	NA	promoter-TSS (NM_008559)	promoter-TSS (NM_008559)	-439	NM_008559	17199		NM_008559	ENSMUSG00000074037	Mc1r	Mcr1|Mshra|Tob|e	melanocortin 1 receptor	protein-coding	-2.421	-2.383
1-4109	chr19	56996750	56997750	+	819	NA	intron (NM_146102, intron 1 of 20)	intron (NM_146102, intron 1 of 20)	11325	NM_001177797	226250		NM_146102	ENSMUSG00000025083	Afap1l2	mKIAA1914	actin filament associated protein 1-like 2	protein-coding	-1.758	-1.695
1-2759	chr2	29216349	29217349	+	819	NA	intron (NM_133500, intron 2 of 6)	intron (NM_133500, intron 2 of 6)	31250	NM_133500	171171		NM_133500	ENSMUSG00000035513	Ntng2	2610016D08Rik|Lmnt2	netrin G2	protein-coding	-1.793	-1.908
1-4507	chr13	49468678	49469678	+	819	NA	intron (NM_025495, intron 5 of 7)	B3|SINE|B2	-35632	NM_001012324	407800		NM_001012324	ENSMUSG00000043631	Ecm2	9030618O22Rik|tenonectin	extracellular matrix protein 2, female organ and adipocyte specific	protein-coding	-0.346	-0.290
1-4791	chr8	70286447	70287447	+	819	NA	intron (NM_001146153, intron 4 of 9)	B3|SINE|B2	3948	NM_011984	26558		NM_011984	ENSMUSG00000003573	Homer3	-	homer scaffolding protein 3	protein-coding	-1.687	-1.796
1-3939	chr12	46684062	46685062	+	818	NA	Intergenic	Intergenic	134205	NM_001364634	664883		NM_021361	ENSMUSG00000021047	Nova1	9430099M15Rik|G630039L02|Nova-1	NOVA alternative splicing regulator 1	protein-coding	-1.168	-1.085
1-3577	chr3	14678917	14679917	+	818	NA	Intergenic	Intergenic	37690	NM_024495	71934		NM_024495	ENSMUSG00000027555	Car13	2310075C21Rik|Ca13	carbonic anhydrase 13	protein-coding	-0.184	-0.106
1-2529	chr1	170777403	170778403	+	818	NA	intron (NM_001081304, intron 14 of 15)	B2_Mm2|SINE|B2	73078	NM_001372466	101055854		NM_001372466		Gm29733	-	predicted gene, 29733	protein-coding	-0.507	-0.564
1-1780	chr15	64018453	64019453	+	818	NA	intron (NM_144846, intron 1 of 11)	B3|SINE|B2	-20887	NM_001360035	223601		NM_144846	ENSMUSG00000022378	Cyrib	0910001A06Rik|Fam49b	CYFIP related Rac1 interactor B	protein-coding	-0.675	-0.643
1-6957	chr1	181464707	181465707	+	818	NA	Intergenic	Intergenic	46244	NM_207280	403180		NM_207280	ENSMUSG00000050625	Ccdc121rt1	6530421E24Rik|Ccdc121|Gm755	coiled-coil domain containing 121, retrogene 1	protein-coding	-0.406	-0.445
1-3224	chr8	15601242	15602242	+	818	NA	Intergenic	Intergenic	544089	NM_008664	17930		NM_008664	ENSMUSG00000031461	Myom2	-	myomesin 2	protein-coding	-0.557	-0.841
1-6811	chr6	42859940	42860940	+	818	NA	Intergenic	Intergenic	26024	NM_001356410	259067		NM_001356410	ENSMUSG00000049168	Or6b1	GA_x6K02T2P3E9-4722003-4721068|MOR103-1|Olfr449	olfactory receptor family 6 subfamily B member 1	protein-coding	-0.905	-0.451
1-2884	chr6	60985623	60986623	+	818	NA	intron (NM_001163507, intron 6 of 7)	intron (NM_001163507, intron 6 of 7)	41806	NM_001163507	70945		NM_027613	ENSMUSG00000054641	Mmrn1	4921530G03Rik|Emilin4|Mmrn	multimerin 1	protein-coding	-0.719	-0.552
1-4122	chr16	71966738	71967738	+	818	NA	Intergenic	(TAGA)n|Simple_repeat|Simple_repeat	267089	NR_131115	319533		NR_131115	ENSMUSG00000116769	8030451O07Rik	-	RIKEN cDNA 8030451O07 gene	ncRNA	-0.989	-1.171
1-5385	chr16	65664403	65665403	+	818	NA	Intergenic	RMER1A|Other|Other	102095	NR_166048	102640387		NR_166048	ENSMUSG00000120193	Gm36457	-	predicted gene, 36457	ncRNA	-0.100	-0.124
1-4257	chr9	97162186	97163186	+	818	NA	Intergenic	Intergenic	-51645	NM_138756	192287		NM_138756	ENSMUSG00000032449	Slc25a36	C330005L02Rik	solute carrier family 25, member 36	protein-coding	-0.356	-0.459
1-3166	chr9	115880847	115881847	+	817	NA	Intergenic	Intergenic	-28108	NM_028638	73748		NM_028638	ENSMUSG00000056880	Gadl1	1110027M19Rik|ADC|CSADC	glutamate decarboxylase-like 1	protein-coding	-0.418	-0.511
1-4491	chr8	10879065	10880065	+	817	NA	intron (NR_040705, intron 2 of 5)	intron (NR_040705, intron 2 of 5)	2889	NR_040705	320014		NR_040705	ENSMUSG00000109473	B930025P03Rik	-	RIKEN cDNA B930025P03 gene	ncRNA	-1.113	-1.328
1-1940	chr12	70430275	70431275	+	817	NA	intron (NR_037248, intron 2 of 4)	intron (NR_037248, intron 2 of 4)	-22379	NM_028339	72736		NM_028339	ENSMUSG00000021072	Tmx1	2810425A04Rik|Txndc1	thioredoxin-related transmembrane protein 1	protein-coding	-1.841	-1.761
1-2602	chr19	32387024	32388024	+	817	NA	intron (NM_144792, intron 1 of 9)	CpG	525	NM_001362423	208449		NM_144792	ENSMUSG00000040451	Sgms1	9530058O11Rik|Mob|Sms1|Sor1|Tmem23	sphingomyelin synthase 1	protein-coding	-1.546	-1.229
1-3342	chr15	102807045	102808045	+	817	NA	Intergenic	Intergenic	-60636	NR_104334	102216269		NR_104334		Cistr	Cistr-act|Gm38436	chondrogenesis associated transcript	ncRNA	-0.262	-0.342
1-2724	chr11	84879847	84880847	+	817	NA	promoter-TSS (NM_001077636)	promoter-TSS (NM_001077636)	-62	NM_001077636	70325		NM_027388	ENSMUSG00000045140	Pigw	2610044A17Rik|Gwt1|PIG-W	phosphatidylinositol glycan anchor biosynthesis, class W	protein-coding	-1.096	-1.148
1-3070	chr6	31190269	31191269	+	817	NA	intron (NR_110470, intron 1 of 2)	intron (NR_110470, intron 1 of 2)	27705	NR_110470	232685		NM_144555	ENSMUSG00000044471	Lncpint	Lincpint|MNCb-1768|Pint|linc-Pint	long non-protein coding RNA, Trp53 induced transcript	ncRNA	-1.571	-1.671
1-3113	chr14	35702998	35703998	+	817	NA	Intergenic	Intergenic	108480	NM_001033766	239036		NM_001033766	ENSMUSG00000041068	4930596D02Rik	-	RIKEN cDNA 4930596D02 gene	protein-coding	-0.334	-0.572
