PeakID (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/H3K27ac.bed mm10 -size 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.DLR.bedGraph)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp
29696	chr2	162658380	162659380	+	17	NA	intron (NM_021464, intron 1 of 29)	intron (NM_021464, intron 1 of 29)	2267	NM_001291151	19281		NM_021464	ENSMUSG00000053141	Ptprt	R-PTP-T|RPTP-rfo|RPTP-rho|RPTPmam4|RPTPrho|mKIAA0283|mRPTPrho	protein tyrosine phosphatase receptor type T	protein-coding	-1.236	-1.856
21625	chr11	120065087	120066087	+	17	NA	intron (NM_009734, intron 23 of 25)	intron (NM_009734, intron 23 of 25)	-18435	NR_165305	11302		NM_007377	ENSMUSG00000025375	Aatk	AATYK|aatyk1|mKIAA0641	apoptosis-associated tyrosine kinase	protein-coding	-2.257	-2.225
22807	chrX	152201831	152202831	+	17	NA	intron (NM_001005475, intron 2 of 13)	intron (NM_001005475, intron 2 of 13)	23322	NM_001005475	245666		NM_001005475	ENSMUSG00000041115	Iqsec2	Brag1	IQ motif and Sec7 domain 2	protein-coding	-1.293	-1.427
19310-2	chr1	51096423	51097423	+	17	NA	intron (NM_019790, intron 5 of 9)	intron (NM_019790, intron 5 of 9)	169400	NM_019790	56363		NM_019790	ENSMUSG00000026109	Tmeff2	4832418D20Rik|7630402F16Rik|TR-2	transmembrane protein with EGF-like and two follistatin-like domains 2	protein-coding	-1.136	-0.936
19417-2	chrX	51680221	51681221	+	17	NA	promoter-TSS (NM_001290468)	promoter-TSS (NM_001290468)	-244	NM_015819	50786		NM_015819	ENSMUSG00000062184	Hs6st2	6OST2	heparan sulfate 6-O-sulfotransferase 2	protein-coding	-0.855	-1.015
18207	chr9	47760370	47761370	+	17	NA	intron (NM_018770, intron 1 of 9)	intron (NM_018770, intron 1 of 9)	57338	NR_046048	100038460		NR_046048		Gm10677	-	predicted gene 10677	ncRNA	-1.086	-1.041
16538	chr5	27398868	27399868	+	17	NA	intron (NM_001198886, intron 3 of 25)	intron (NM_001198886, intron 3 of 25)	102024	NM_028561	73526		NM_028561	ENSMUSG00000048703	Speer4b	1700081O22Rik|SPEER-4B	spermatogenesis associated glutamate (E)-rich protein 4B	protein-coding	-2.042	-2.164
15688-2	chr2	91526747	91527747	+	17	NA	intron (NM_001165989, intron 1 of 43)	intron (NM_001165989, intron 1 of 43)	485	NM_001165989	75786		NM_029437	ENSMUSG00000040549	Ckap5	3110043H24Rik|4930432B04Rik|D730027C18Rik|mKIAA0097	cytoskeleton associated protein 5	protein-coding	-1.419	-1.391
22573	chr2	37672158	37673158	+	17	NA	intron (NR_166614, intron 1 of 16)	intron (NR_166614, intron 1 of 16)	-10316	NR_166612	20744		NM_009261	ENSMUSG00000026915	Strbp	6430510M02Rik|C230082I21Rik|Spnr	spermatid perinuclear RNA binding protein	protein-coding	-0.702	-0.749
21930-2	chr8	91330059	91331059	+	17	NA	intron (NM_011936, intron 1 of 8)	intron (NM_011936, intron 1 of 8)	17034	NM_011936	26383		NM_011936	ENSMUSG00000055932	Fto	mKIAA1752	FTO alpha-ketoglutarate dependent dioxygenase	protein-coding	-0.649	-0.791
15879-2	chr1	131453055	131454055	+	17	NA	intron (NM_001081011, intron 2 of 22)	intron (NM_001081011, intron 2 of 22)	73806	NM_001081011	14270		NM_019520	ENSMUSG00000026425	Srgap2	9930124L22Rik|FBP2|Fnbp2|srGAP3	SLIT-ROBO Rho GTPase activating protein 2	protein-coding	-0.771	-0.904
16875	chr4	116720782	116721782	+	17	NA	intron (NM_146151, intron 1 of 10)	CpG	327	NM_146151	230661		NM_146151	ENSMUSG00000033985	Tesk2	-	testis-specific kinase 2	protein-coding	-0.807	-0.910
16813	chr4	57295041	57296041	+	17	NA	intron (NM_011207, intron 1 of 25)	intron (NM_011207, intron 1 of 25)	4828	NM_001384115	545622		NM_011207	ENSMUSG00000038764	Ptpn3	9530011I20Rik|PTP-H1|PTPCL	protein tyrosine phosphatase, non-receptor type 3	protein-coding	-0.330	-0.389
20444	chr16	89912882	89913882	+	17	NA	intron (NM_009384, intron 2 of 27)	intron (NM_009384, intron 2 of 27)	47445	NM_009384	21844		NM_009384	ENSMUSG00000002489	Tiam1	D16Ium10|D16Ium10e	T cell lymphoma invasion and metastasis 1	protein-coding	-1.586	-1.852
20145	chr6	120490083	120491083	+	17	NA	3' UTR (NM_033567, exon 1 of 1)	3' UTR (NM_033567, exon 1 of 1)	3363	NM_033567	94047		NM_033567	ENSMUSG00000094626	Tmem121b	Cecr6	transmembrane protein 121B	protein-coding	-0.792	-1.013
24448-2	chr19	10787263	10788263	+	17	NA	Intergenic	Intergenic	42295	NM_009852	12511		NM_009852	ENSMUSG00000024670	Cd6	-	CD6 antigen	protein-coding	-1.774	-1.671
16599-2	chr19	59343834	59344834	+	17	NA	intron (NM_001033222, intron 1 of 4)	intron (NM_001033222, intron 1 of 4)	1446	NM_001033222	107368		NM_001033222	ENSMUSG00000074746	Pdzd8	A630041P07Rik|Pdzk8	PDZ domain containing 8	protein-coding	-0.588	-0.618
19798	chr15	83349293	83350293	+	17	NA	intron (NM_001357757, intron 1 of 15)	intron (NM_001357757, intron 1 of 15)	454	NM_025445	66251		NM_025445	ENSMUSG00000054277	Arfgap3	0610009H19Rik|1810004P07Rik|1810035F16Rik|9130416J18Rik|Arfgap1	ADP-ribosylation factor GTPase activating protein 3	protein-coding	-0.884	-0.969
37449-2	chr2	45107760	45108760	+	17	NA	intron (NR_149354, intron 2 of 2)	intron (NR_149354, intron 2 of 2)	2017	NM_001289521	24136		NM_015753	ENSMUSG00000026872	Zeb2	9130203F04Rik|D130016B08Rik|SIP1|Zfhx1b|Zfx1b|Zfxh1b	zinc finger E-box binding homeobox 2	protein-coding	-0.319	-0.662
18014-2	chr4	150230823	150231823	+	17	NA	Intergenic	Intergenic	-5385	NM_001379128	13806		NM_023119	ENSMUSG00000063524	Eno1	Eno-1|MBP-1|NNE	enolase 1, alpha non-neuron	protein-coding	-1.620	-1.794
18889	chr11	116285984	116286984	+	17	NA	Intergenic	Intergenic	5545	NM_010254	14428		NM_010254	ENSMUSG00000020793	Galr2	mGalR	galanin receptor 2	protein-coding	-1.892	-1.905
16357-2	chr5	137338753	137339753	+	17	NA	Intergenic	Intergenic	-2393	NM_001359611	83704		NM_031406	ENSMUSG00000037344	Slc12a9	CIP1	solute carrier family 12 (potassium/chloride transporters), member 9	protein-coding	-1.027	-0.983
21386	chrX	122397143	122398143	+	17	NA	promoter-TSS (NM_138742)	promoter-TSS (NM_138742)	-258	NM_138742	54561		NM_138742	ENSMUSG00000055733	Nap1l3	MB20	nucleosome assembly protein 1-like 3	protein-coding	1.067	1.044
17294	chr6	107019142	107020142	+	17	NA	Intergenic	Intergenic	-219555	NM_021449	58799		NM_021449	ENSMUSG00000005362	Crbn	2610203G15Rik|2900045O07Rik|piL	cereblon	protein-coding	-1.753	-1.474
42333	chr16	77402357	77403357	+	17	NA	intron (NR_015543, intron 2 of 4)	intron (NR_015543, intron 2 of 4)	73529	NR_015543	77994		NR_015543	ENSMUSG00000090386	Mir99ahg	2810055G20Rik|D730043B02Rik	Mir99a and Mirlet7c-1 host gene (non-protein coding)	ncRNA	-1.270	-1.282
33318-2	chr12	29904718	29905718	+	17	NA	intron (NM_001361657, intron 21 of 24)	intron (NM_001361657, intron 21 of 24)	-32818	NM_181395	69675		NM_177804	ENSMUSG00000020674	Pxdn	2310075M15Rik|E330004E07|VPO1|mKIAA0230	peroxidasin	protein-coding	-0.888	-0.840
15958-3	chr15	86242180	86243180	+	17	NA	intron (NM_145476, intron 4 of 12)	intron (NM_145476, intron 4 of 12)	28221	NM_145476	223754		NM_145476	ENSMUSG00000051864	Tbc1d22a	D15Ertd781e	TBC1 domain family, member 22a	protein-coding	-2.599	-2.800
24687	chr12	80259600	80260600	+	17	NA	5' UTR (NM_001379076, exon 1 of 21)	5' UTR (NM_001379076, exon 1 of 21)	263	NM_001379076	109711		NM_134156	ENSMUSG00000015143	Actn1	3110023F10Rik|Actn1a	actinin, alpha 1	protein-coding	-1.137	-1.144
16445	chr11	103220131	103221131	+	17	NA	3' UTR (NM_016896, exon 16 of 16)	3' UTR (NM_016896, exon 16 of 16)	-2199	NM_177801	328019		NM_177801	ENSMUSG00000044787	Spata32	4933400C05Rik|VAD1.2	spermatogenesis associated 32	protein-coding	-1.403	-1.413
17199	chr3	153664511	153665511	+	17	NA	intron (NM_011372, intron 1 of 4)	intron (NM_011372, intron 1 of 4)	60122	NM_011372	20447		NM_011372	ENSMUSG00000052544	St6galnac3	Siat7c	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	protein-coding	-0.982	-1.107
20171	chr6	23706578	23707578	+	17	NA	intron (NM_001252107, intron 1 of 13)	intron (NM_001252107, intron 1 of 13)	-51942	NM_027754	71300		NM_027754	ENSMUSG00000078179	Rnf148	4933432M07Rik|Greul3	ring finger protein 148	protein-coding	-1.299	-1.411
16046	chr12	70111163	70112163	+	17	NA	promoter-TSS (NR_104398)	promoter-TSS (NR_104398)	-34	NR_104398	18080		NM_008697	ENSMUSG00000021068	Nin	3110068G20Rik|mKIAA1565	ninein	protein-coding	-0.961	-1.030
18175	chr18	54452115	54453115	+	17	NA	non-coding (NR_040338, exon 3 of 3)	non-coding (NR_040338, exon 3 of 3)	30320	NR_040338	77433		NR_040338	ENSMUSG00000096982	Redrum	9430076G02Rik	Redrum, erythroid developmental long intergenic non-protein coding transcript	ncRNA	-1.871	-1.754
23928	chr10	49713354	49714354	+	17	NA	intron (NM_001358866, intron 2 of 16)	intron (NM_001358866, intron 2 of 16)	74060	NM_001358866	14806		NM_010349	ENSMUSG00000056073	Grik2	C130030K03Rik|GluK2|Glur-6|Glur6|Glurbeta2	glutamate receptor, ionotropic, kainate 2 (beta 2)	protein-coding	-1.412	-1.587
17087-3	chr15	95313152	95314152	+	17	NA	intron (NM_001289653, intron 14 of 20)	intron (NM_001289653, intron 14 of 20)	-164334	NR_015482	100043315		NR_015482	ENSMUSG00000100603	LOC100043315	-	uncharacterized LOC100043315	ncRNA	-1.413	-1.386
16819	chr11	102166409	102167409	+	17	NA	intron (NM_172947, intron 3 of 4)	intron (NM_172947, intron 3 of 4)	-10502	NM_029649	76547		NM_029649	ENSMUSG00000020921	Tmem101	2610511E22Rik	transmembrane protein 101	protein-coding	-1.696	-1.737
32783	chr6	114284829	114285829	+	17	NA	intron (NM_178703, intron 1 of 15)	intron (NM_178703, intron 1 of 15)	2694	NM_178703	232333		NM_178703	ENSMUSG00000030310	Slc6a1	A730043E01|GABATHG|GABATR|GAT-1|Gabt|Gabt1|Gat1|XT-1|Xtrp1	solute carrier family 6 (neurotransmitter transporter, GABA), member 1	protein-coding	-0.699	-1.094
16210	chr15	76076789	76077789	+	17	NA	intron (NM_001378985, intron 2 of 10)	intron (NM_001378985, intron 2 of 10)	3581	NM_001164600	67959		NM_028364	ENSMUSG00000002524	Puf60	2410104I19Rik|2810454F19Rik|SIAHBP1	poly-U binding splicing factor 60	protein-coding	-1.278	-1.286
19748-3	chr3	110141300	110142300	+	17	NA	intron (NM_001163349, intron 1 of 5)	intron (NM_001163349, intron 1 of 5)	1672	NM_001163348	80883		NM_030699	ENSMUSG00000059857	Ntng1	A930010C08Rik|Lmnt1	netrin G1	protein-coding	-0.950	-1.028
16274	chr1	106204100	106205100	+	17	NA	intron (NM_133821, intron 1 of 16)	intron (NM_133821, intron 1 of 16)	32731	NM_133821	98432		NM_133821	ENSMUSG00000044340	Phlpp1	Phlpp|Plekhe1|SCOP|mKIAA0606	PH domain and leucine rich repeat protein phosphatase 1	protein-coding	-0.565	-0.555
18435-2	chr2	31027254	31028254	+	17	NA	3' UTR (NM_001177648, exon 17 of 17)	3' UTR (NM_001177648, exon 17 of 17)	45475	NM_028846	74270		NM_028846	ENSMUSG00000026854	Usp20	1700055M05Rik|Vdu2	ubiquitin specific peptidase 20	protein-coding	-2.383	-2.549
16785	chr1	64048400	64049400	+	17	NA	intron (NM_033563, intron 2 of 3)	intron (NM_033563, intron 2 of 3)	-6399	NR_105864	102466760		NR_105864	ENSMUSG00000098487	Mir6899	Gm27384|mmu-mir-6899	microRNA 6899	ncRNA	-1.488	-1.491
27420-2	chr18	13693868	13694868	+	17	NA	intron (NM_001360804, intron 7 of 7)	intron (NM_001360804, intron 7 of 7)	185977	NR_166720	102640755		NR_166720		Gm36747	-	predicted gene, 36747	ncRNA	-1.901	-1.988
17270	chr11	62538299	62539299	+	17	NA	intron (NM_028448, intron 1 of 4)	CpG	462	NM_028448	73139		NM_028448	ENSMUSG00000018509	Cenpv	3110013H01Rik|Prr6	centromere protein V	protein-coding	-0.712	-0.788
16483-3	chr2	165274944	165275944	+	17	NA	Intergenic	Intergenic	12343	NM_001252573	228875		NM_144893	ENSMUSG00000017664	Slc35c2	CGI-15|D2Wsu58e|Ovcov1	solute carrier family 35, member C2	protein-coding	-1.875	-2.295
20462	chr10	13973311	13974311	+	17	NA	intron (NM_001358782, intron 1 of 9)	intron (NM_001358782, intron 1 of 9)	7432	NM_010437	15273		NM_010437	ENSMUSG00000015501	Hivep2	Gm20114|MIBP-1|MIBP1|Schnurri-2|Shn-2	human immunodeficiency virus type I enhancer binding protein 2	protein-coding	-1.672	-1.651
18349	chr11	49712229	49713229	+	17	NA	promoter-TSS (NM_001290741)	promoter-TSS (NM_001290741)	-7	NM_001290741	104625		NM_212484	ENSMUSG00000020362	Cnot6	CCR4	CCR4-NOT transcription complex, subunit 6	protein-coding	-0.133	-0.188
18913	chr2	60013760	60014760	+	17	NA	intron (NM_001001182, intron 2 of 35)	intron (NM_001001182, intron 2 of 35)	-22881	NR_166198	102636022		NR_166198	ENSMUSG00000085975	Gm13572	-	predicted gene 13572	ncRNA	-1.012	-1.064
28879	chr8	87956425	87957425	+	17	NA	intron (NM_033327, intron 1 of 7)	intron (NM_033327, intron 1 of 7)	2670	NM_033327	94187		NM_033327	ENSMUSG00000045333	Zfp423	Ebfaz|Roaz|Zfp104|Znf423|ataxia1|mKIAA0760|nur12	zinc finger protein 423	protein-coding	-1.324	-1.605
18236	chr9	44723240	44724240	+	17	NA	intron (NM_153537, intron 4 of 21)	intron (NM_153537, intron 4 of 21)	11458	NM_153537	102693		NM_153537	ENSMUSG00000048537	Phldb1	D330037A14Rik|Ll5a|Ll5alpha	pleckstrin homology like domain, family B, member 1	protein-coding	-1.947	-1.941
19999-2	chr3	101378234	101379234	+	17	NA	intron (NM_207205, intron 2 of 10)	intron (NM_207205, intron 2 of 10)	1609	NM_207205	78908		NM_207205	ENSMUSG00000042035	Igsf3	1700016K10Rik|2810035F16Rik|4833439O17Rik|mKIAA0466	immunoglobulin superfamily, member 3	protein-coding	-0.652	-0.910
30128	chr19	22669579	22670579	+	17	NA	intron (NM_001362487, intron 1 of 26)	intron (NM_001362487, intron 1 of 26)	-22522	NM_001035246	226025		NM_177341	ENSMUSG00000052387	Trpm3	6330504P12Rik|9330180E14|B930001P07Rik|LTRPC3|MLSN2	transient receptor potential cation channel, subfamily M, member 3	protein-coding	-2.725	-2.476
18132	chr13	19600623	19601623	+	17	NA	intron (NM_134065, intron 1 of 2)	intron (NM_134065, intron 1 of 2)	18707	NM_134065	105298		NM_134065	ENSMUSG00000002808	Epdr1	Epdm2|Epdr2|MERP-1|MERP-2|MERP2|Ucc1	ependymin related 1	protein-coding	-1.061	-1.079
16942-2	chr7	25383407	25384407	+	17	NA	intron (NR_073028, intron 4 of 6)	intron (NR_073028, intron 4 of 6)	6205	NM_001039507	16890		NM_010719	ENSMUSG00000003123	Lipe	4933403G17Rik|HSL|REH	lipase, hormone sensitive	protein-coding	-0.824	-0.663
18850	chr10	13710390	13711390	+	17	NA	intron (NM_001347362, intron 3 of 5)	intron (NM_001347362, intron 3 of 5)	-157748	NM_019961	56535		NM_019961	ENSMUSG00000019809	Pex3	1700014F15Rik|2810027F19Rik|2900010N04Rik	peroxisomal biogenesis factor 3	protein-coding	-1.255	-1.434
21331	chr2	52204691	52205691	+	17	NA	intron (NM_010889, intron 101 of 156)	intron (NM_010889, intron 101 of 156)	-85811	NR_040620	78049		NR_040620		4930573O16Rik	-	RIKEN cDNA 4930573O16 gene	ncRNA	-1.319	-1.568
17071-2	chr11	68206502	68207502	+	17	NA	3' UTR (NM_001361351, exon 7 of 7)	3' UTR (NM_001361351, exon 7 of 7)	-13890	NR_105833	102465219		NR_105833	ENSMUSG00000099174	Mir6406	Gm27981|mmu-mir-6406	microRNA 6406	ncRNA	-0.742	-0.941
21181-2	chrX	134807721	134808721	+	17	NA	intron (NM_001166397, intron 2 of 5)	intron (NM_001166397, intron 2 of 5)	1000	NM_001166398	67416		NM_026139	ENSMUSG00000033436	Armcx2	3230401N03Rik|ALEX2	armadillo repeat containing, X-linked 2	protein-coding	-0.584	-0.646
19512	chr1	133209700	133210700	+	17	NA	Intergenic	Intergenic	-35897	NM_001160268	240753		NM_182930	ENSMUSG00000041757	Plekha6	9530028L01Rik|Pepp3	pleckstrin homology domain containing, family A member 6	protein-coding	-0.810	-1.179
16775	chr2	59671937	59672937	+	17	NA	intron (NM_198294, intron 2 of 26)	intron (NM_198294, intron 2 of 26)	25668	NM_001290659	66860		NM_198294	ENSMUSG00000035168	Tanc1	1200003E16Rik|Tanc|mKIAA1728	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1	protein-coding	-1.118	-1.176
18744	chr14	124587604	124588604	+	17	NA	intron (NM_207667, intron 1 of 4)	intron (NM_207667, intron 1 of 4)	89023	NM_207667	14169		NM_010201	ENSMUSG00000025551	Fgf14	FGF-14|FHF-4|Fgf1b|Fhf4|Tg(tetO-MAPT*P301L)4510Kha|mFHF-4(1B)	fibroblast growth factor 14	protein-coding	-2.769	-2.675
16708-2	chr10	80570823	80571823	+	17	NA	intron (NM_078477, intron 1 of 1)	intron (NM_078477, intron 1 of 1)	5973	NM_078477	118445		NM_078477	ENSMUSG00000035397	Klf16	BTEB4|DRRF	Kruppel-like transcription factor 16	protein-coding	-2.497	-2.643
19385	chr9	120303647	120304647	+	17	NA	promoter-TSS (NM_144557)	promoter-TSS (NM_144557)	74	NM_144557	245049		NM_144557	ENSMUSG00000041794	Myrip	A230081N12Rik|Slac2-c|Slac2c	myosin VIIA and Rab interacting protein	protein-coding	-0.477	-0.904
17795	chr1	85793511	85794511	+	17	NA	promoter-TSS (NM_001355047)	promoter-TSS (NM_001355047)	-6	NM_001355047	12283		NM_133781	ENSMUSG00000036707	Cab39	MO25|MO25alpha	calcium binding protein 39	protein-coding	0.561	0.429
15990	chr16	95202395	95203395	+	17	NA	intron (NR_153766, intron 3 of 4)	intron (NR_153766, intron 3 of 4)	-54663	NM_001271693	16516		NM_019664	ENSMUSG00000062609	Kcnj15	4930414N08Rik|IRKK|Kir4.2	potassium inwardly-rectifying channel, subfamily J, member 15	protein-coding	-2.215	-2.463
20584-3	chr17	86272257	86273257	+	17	NA	intron (NM_011104, intron 1 of 14)	intron (NM_011104, intron 1 of 14)	14421	NR_045435	72104		NR_045435	ENSMUSG00000100738	2010106C02Rik	-	RIKEN cDNA 2010106C02 gene	ncRNA	-1.927	-2.210
20650	chr6	105677092	105678092	+	17	NA	promoter-TSS (NM_173004)	promoter-TSS (NM_173004)	-11	NR_132434	102638038		NR_132434		Gm15631	-	predicted gene 15631	ncRNA	-1.851	-1.541
22938	chr1	52722948	52723948	+	17	NA	intron (NM_001357464, intron 1 of 7)	intron (NM_001357464, intron 1 of 7)	3870	NM_133829	98682		NM_133829	ENSMUSG00000041439	Mfsd6	2210010L05Rik|9630025I22Rik|MMR2	major facilitator superfamily domain containing 6	protein-coding	-1.072	-0.985
17438	chr17	70458290	70459290	+	17	NA	intron (NM_027712, intron 1 of 9)	intron (NM_027712, intron 1 of 9)	33998	NM_177639	224997		NM_027712	ENSMUSG00000003279	Dlgap1	4933422O14Rik|9630002F18|D17Bwg0511e|GKAP/SAPAP|GKPA/SAPAP|Gkap|Sapap1|mKIAA4162	DLG associated protein 1	protein-coding	-1.789	-1.968
19429	chr13	56103585	56104585	+	17	NA	intron (NM_001159514, intron 4 of 8)	intron (NM_001159514, intron 4 of 8)	31465	NM_001159515	26914		NM_012015	ENSMUSG00000015937	Macroh2a1	H2AF12M|H2afy|mH2a1	macroH2A.1 histone	protein-coding	-0.536	-0.936
22696	chr3	17895962	17896962	+	17	NA	Intergenic	Intergenic	-51982	NM_029289	75439		NM_029289	ENSMUSG00000027564	Cypt12	1700001F04Rik	cysteine-rich perinuclear theca 12	protein-coding	-0.697	-0.699
24299	chr5	88929944	88930944	+	17	NA	intron (NM_001359211, intron 1 of 26)	intron (NM_001359211, intron 1 of 26)	43184	NM_001197147	54403		NM_018760	ENSMUSG00000060961	Slc4a4	NBC|NBC1	solute carrier family 4 (anion exchanger), member 4	protein-coding	-1.428	-1.606
26523-2	chr6	54273082	54274082	+	17	NA	intron (NM_001163640, intron 7 of 12)	intron (NM_001163640, intron 7 of 12)	760	NM_023543	69993		NM_023543	ENSMUSG00000004633	Chn2	1700026N20Rik|4930557O16Rik|ARHGAP3|Bch	chimerin 2	protein-coding	-1.678	-1.729
31486	chr7	139909582	139910582	+	17	NA	intron (NM_177261, intron 5 of 30)	intron (NM_177261, intron 5 of 30)	15386	NM_177261	76484		NM_177261	ENSMUSG00000066129	Kndc1	2410012C07Rik|B830014K08Rik|VKIND|v-KIND|very-kind	kinase non-catalytic C-lobe domain (KIND) containing 1	protein-coding	-1.022	-1.114
16639	chr1	83364039	83365039	+	17	NA	intron (NM_172430, intron 1 of 10)	intron (NM_172430, intron 1 of 10)	43661	NM_001356547	77629		NM_172430	ENSMUSG00000026163	Sphkap	4930544G21Rik|A930009L15Rik|SKIP|mKIAA1678	SPHK1 interactor, AKAP domain containing	protein-coding	-1.043	-1.187
24796	chr11	55310264	55311264	+	17	NA	exon (NM_001029988, exon 1 of 23)	exon (NM_001029988, exon 1 of 23)	1493	NM_001029988	245827		NM_001029988	ENSMUSG00000055333	Fat2	EMI2|Fath2|Gm523|mKIAA0811	FAT atypical cadherin 2	protein-coding	-1.179	-1.341
17250	chr3	107450740	107451740	+	17	NA	intron (NM_001356447, intron 1 of 3)	intron (NM_001356447, intron 1 of 3)	7658	NM_001356447	99738		NM_145922	ENSMUSG00000027895	Kcnc4	KSHIIIC|Kcr2-4|Kv3.4	potassium voltage gated channel, Shaw-related subfamily, member 4	protein-coding	-0.971	-0.959
18728-3	chr16	73107602	73108602	+	17	NA	Intergenic	Intergenic	444953	NM_019413	19876		NM_019413	ENSMUSG00000022883	Robo1	DUTT1|Gm310	roundabout guidance receptor 1	protein-coding	-0.962	-1.080
38119	chr2	77776180	77777180	+	17	NA	intron (NM_178723, intron 1 of 9)	intron (NM_178723, intron 1 of 9)	40136	NM_178723	241494		NM_178723	ENSMUSG00000027016	Zfp385b	B830010L13Rik|C130013B13Rik|Zfp533|Znf385b	zinc finger protein 385B	protein-coding	-1.346	-1.267
20148	chr11	83964577	83965577	+	17	NA	intron (NM_194341, intron 1 of 19)	intron (NM_194341, intron 1 of 19)	646	NM_194341	217030		NM_194341	ENSMUSG00000034940	Synrg	Ap1gbp1|SYNG	synergin, gamma	protein-coding	-0.538	-0.648
20732	chr1	20926312	20927312	+	17	NA	intron (NM_001355122, intron 1 of 2)	intron (NM_001355122, intron 1 of 2)	8972	NM_001355122	74229		NM_028829	ENSMUSG00000025931	Paqr8	1700019B16Rik|3110001D06Rik	progestin and adipoQ receptor family member VIII	protein-coding	-0.266	-0.387
20032	chr10	75898016	75899016	+	17	NA	intron (NM_011418, intron 7 of 8)	intron (NM_011418, intron 7 of 8)	5118	NM_001358985	70377		NM_024440	ENSMUSG00000009092	Derl3	1810006I20Rik|1810063P04Rik|IZP6|derlin-3	Der1-like domain family, member 3	protein-coding	-1.116	-1.255
17304-2	chr4	142238760	142239760	+	17	NA	5' UTR (NM_001109685, exon 1 of 8)	5' UTR (NM_001109685, exon 1 of 8)	141	NM_001109685	71529		NM_144531	ENSMUSG00000040606	Kazn	2310007B04Rik|9030409G11Rik|Kaz|Kazrin	kazrin, periplakin interacting protein	protein-coding	-1.558	-1.557
17839-2	chr18	13750515	13751515	+	17	NA	intron (NM_001360804, intron 5 of 7)	intron (NM_001360804, intron 5 of 7)	221718	NM_001360804	225207		NM_145492	ENSMUSG00000024420	Zfp521	B930086A16Rik|Evi3|Znf521	zinc finger protein 521	protein-coding	-1.780	-1.885
16492	chr14	120380586	120381586	+	17	NA	intron (NM_001360376, intron 3 of 8)	intron (NM_001360376, intron 3 of 8)	74634	NM_001360376	105559		NM_175341	ENSMUSG00000022139	Mbnl2	1110002M11Rik|MBLL|mKIAA4072	muscleblind like splicing factor 2	protein-coding	-1.325	-1.403
15794-3	chr9	34891228	34892228	+	17	NA	intron (NM_001190912, intron 1 of 15)	intron (NM_001190912, intron 1 of 15)	-225000	NR_029475	78934		NR_029475	ENSMUSG00000070315	4930581F22Rik	-	RIKEN cDNA 4930581F22 gene	ncRNA	-1.331	-1.576
16717	chr12	113027958	113028958	+	17	NA	intron (NM_001291444, intron 1 of 23)	intron (NM_001291444, intron 1 of 23)	13950	NM_001081170	217893		NM_198165	ENSMUSG00000021143	Pacs2	6720425G15Rik|E230011J22|Pacs1l|mKIAA0602	phosphofurin acidic cluster sorting protein 2	protein-coding	-0.597	-0.826
28313	chr19	60950620	60951620	+	17	NA	intron (NM_018869, intron 1 of 15)	intron (NM_018869, intron 1 of 15)	61371	NM_018869	14773		NM_018869	ENSMUSG00000003228	Grk5	Gprk5	G protein-coupled receptor kinase 5	protein-coding	-1.001	-1.038
20226-2	chr12	99274379	99275379	+	17	NA	intron (NM_183186, intron 4 of 5)	intron (NM_183186, intron 4 of 5)	-66152	NR_166805	100503812		NR_166805		3300002A11Rik	2700016B18Rik	RIKEN cDNA 3300002A11 gene	ncRNA	-1.950	-2.171
17938	chr3	156958152	156959152	+	17	NA	intron (NM_177274, intron 2 of 6)	intron (NM_177274, intron 2 of 6)	396858	NM_177274	320840		NM_177274	ENSMUSG00000040037	Negr1	5330422G01Rik|KILON|Ntra	neuronal growth regulator 1	protein-coding	-1.563	-1.719
16114	chr5	22335608	22336608	+	17	NA	intron (NM_001310464, intron 1 of 63)	intron (NM_001310464, intron 1 of 63)	8597	NM_011261	19699		NM_011261	ENSMUSG00000042453	Reln	reeler|rl	reelin	protein-coding	-1.937	-2.192
18831	chr11	54319351	54320351	+	17	NA	intron (NM_001033599, intron 1 of 20)	intron (NM_001033599, intron 1 of 20)	4948	NM_001033599	216739		NM_144823	ENSMUSG00000020333	Acsl6	A330035H04Rik|Facl6|LACS|Lacsl|mKIAA0837	acyl-CoA synthetase long-chain family member 6	protein-coding	-1.124	-1.260
