PeakID (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/H3K27me3.bed mm10 -size 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.DLR.bedGraph)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp
39160	chr12	27952936	27953936	+	24	NA	Intergenic	Intergenic	594901	NM_001177964	68511		NM_001177964	ENSMUSG00000020633	Dcdc2c	1110015M06Rik	doublecortin domain containing 2C	protein-coding	-0.457	-0.867
26225	chr14	77794352	77795352	+	24	NA	non-coding (NR_157389, exon 3 of 3)	non-coding (NR_157389, exon 3 of 3)	4116	NR_157389	380920		NR_157389	ENSMUSG00000075512	Gm1587	-	predicted gene 1587	ncRNA	-1.162	-1.459
26849	chr5	98189073	98190073	+	24	NA	Intergenic	Intergenic	-3589	NR_153823	102637492		NR_153823		A730035I17Rik	Gm34285	RIKEN cDNA A730035I17 gene	ncRNA	-0.922	-1.213
27024	chr8	122075986	122076986	+	24	NA	Intergenic	Intergenic	98462	NR_106096	102466915		NR_106096	ENSMUSG00000099140	Mir7237	Gm27482|mmu-mir-7237	microRNA 7237	ncRNA	-1.587	-2.012
26961	chr11	55600759	55601759	+	24	NA	intron (NM_020492, intron 1 of 8)	intron (NM_020492, intron 1 of 8)	6939	NM_001290821	14654		NM_020492	ENSMUSG00000000263	Glra1	nmf11|oscillator|ot|spasmodic|spd	glycine receptor, alpha 1 subunit	protein-coding	-0.241	-0.384
33347	chr7	100942096	100943096	+	24	NA	intron (NM_183168, intron 1 of 2)	intron (NM_183168, intron 1 of 2)	-10435	NM_001081116	207212		NM_001081116	ENSMUSG00000032875	Arhgef17	8030463K16|mKIAA0337	Rho guanine nucleotide exchange factor 17	protein-coding	-1.595	-1.793
27469	chr18	78452610	78453610	+	24	NA	intron (NM_207651, intron 2 of 21)	intron (NM_207651, intron 2 of 21)	-23757	NR_167721	74367		NR_167721	ENSMUSG00000117661	4931439C15Rik	-	RIKEN cDNA 4931439C15 gene	ncRNA	-1.502	-1.531
26659-2	chr16	23014570	23015570	+	24	NA	intron (NM_201375, intron 3 of 9)	intron (NM_201375, intron 3 of 9)	14031	NM_001102409	385643		NM_201375	ENSMUSG00000060459	Kng2	-	kininogen 2	protein-coding	-0.286	-0.211
30994	chr8	80481335	80482335	+	24	NA	Intergenic	Intergenic	-12210	NM_010369	14934		NM_010369	ENSMUSG00000051839	Gypa	CD235a|GPA	glycophorin A	protein-coding	-0.669	-0.997
28350	chr10	110804299	110805299	+	24	NA	intron (NR_045979, intron 2 of 2)	intron (NR_045979, intron 2 of 2)	59360	NM_001358560	52679		NM_178609	ENSMUSG00000020185	E2f7	A630014C11Rik|D10Ertd739e|E2F-7	E2F transcription factor 7	protein-coding	-1.019	-1.133
26545	chr18	60916760	60917760	+	24	NA	exon (NM_001038499, exon 2 of 2)	exon (NM_001038499, exon 2 of 2)	5269	NM_001038499	545260		NM_001038499	ENSMUSG00000036412	Arsi	-	arylsulfatase i	protein-coding	-0.410	-0.451
67927	chr11	24088040	24089040	+	24	NA	intron (NM_001242934, intron 2 of 3)	intron (NM_001242934, intron 2 of 3)	7845	NM_001159290	14025		NM_016707	ENSMUSG00000000861	Bcl11a	2810047E18Rik|BCL-11A|Ctip1|D930021L15Rik|Evi9|Evi9a|Evi9b|Evi9c|mKIAA1809	BCL11 transcription factor A	protein-coding	-0.922	-1.453
28424	chr12	79929504	79930504	+	24	NA	intron (NR_131074, intron 2 of 3)	intron (NR_131074, intron 2 of 3)	-4510	NR_131073	77290		NR_131073	ENSMUSG00000112765	9430078K24Rik	-	RIKEN cDNA 9430078K24 gene	ncRNA	-0.895	-1.098
24705	chr2	60717454	60718454	+	24	NA	intron (NM_001159564, intron 1 of 17)	intron (NM_001159564, intron 1 of 17)	4649	NM_001159564	16420		NM_021359	ENSMUSG00000026971	Itgb6	2210409C20Rik|4831415H04Rik	integrin beta 6	protein-coding	-0.415	-0.555
38459	chrX	99658476	99659476	+	24	NA	Intergenic	Intergenic	-161188	NM_001081283	620592		NM_001081283	ENSMUSG00000071719	Nalf2	EG620592|Fam155b|Tmem28|Tnen28	NALCN channel auxiliary factor 2	protein-coding	-1.016	-1.125
43905	chr18	74641391	74642391	+	24	NA	intron (NM_201600, intron 9 of 38)	intron (NM_201600, intron 9 of 38)	-110767	NR_045368	73606		NR_045368		1700120E14Rik	-	RIKEN cDNA 1700120E14 gene	ncRNA	-0.208	-0.044
26905	chr8	20647522	20648522	+	24	NA	Intergenic	Intergenic	33095	NM_001270553	100861668		NM_001270553	ENSMUSG00000095294	Potefam3b	Gm21119|Pote3b	POTE ankyrin domain family member 3B	protein-coding	1.146	0.799
25286	chr16	56477510	56478510	+	24	NA	intron (NM_001014424, intron 1 of 36)	intron (NM_001014424, intron 1 of 36)	164	NM_178790	320712		NM_178790	ENSMUSG00000035258	Abi3bp	5033411B22Rik|D930038M13Rik|TARSH|eratin	ABI family member 3 binding protein	protein-coding	-0.731	-0.570
27057-3	chr9	32469133	32470133	+	24	NA	intron (NM_008026, intron 2 of 8)	intron (NM_008026, intron 2 of 8)	71819	NM_008026	14247		NM_008026	ENSMUSG00000016087	Fli1	EWSR2|Fli-1|SIC-1|Sic1	Friend leukemia integration 1	protein-coding	-0.209	-0.473
26436	chr4	154070057	154071057	+	24	NA	intron (NM_011642, intron 4 of 13)	intron (NM_011642, intron 4 of 13)	26616	NM_001126330	22062		NM_011642	ENSMUSG00000029026	Trp73	TAp73|Tp73|deltaNp73|p73	transformation related protein 73	protein-coding	-1.205	-1.548
34891	chr8	91685025	91686025	+	24	NA	Intergenic	Intergenic	116129	NM_001253822	16373		NM_008393	ENSMUSG00000031734	Irx3	-	Iroquois related homeobox 3	protein-coding	-1.044	-1.195
41078	chrX	140568405	140569405	+	24	NA	intron (NM_001077364, intron 2 of 3)	intron (NM_001077364, intron 2 of 3)	-20334	NM_010286	14605		NM_010286	ENSMUSG00000031431	Tsc22d3	DIP|Dsip1|Gilz|TSC-22R|Tilz3	TSC22 domain family, member 3	protein-coding	-1.023	-0.881
43422	chr14	27057928	27058928	+	24	NA	intron (NM_134437, intron 1 of 12)	intron (NM_134437, intron 1 of 12)	19427	NM_134437	171463		NM_027265	ENSMUSG00000040717	Il17rd	2810004A10Rik|IL-17RD|Sef|Sef-S|mSef	interleukin 17 receptor D	protein-coding	-0.767	-0.885
25149	chr10	120249237	120250237	+	24	NA	Intergenic	Intergenic	22677	NM_025431	66225		NM_025431	ENSMUSG00000020224	Llph	1190005P17Rik	LLP homolog, long-term synaptic facilitation (Aplysia)	protein-coding	-0.514	-0.711
56284	chr4	91279653	91280653	+	24	NA	intron (NM_001374237, intron 5 of 8)	intron (NM_001374237, intron 5 of 8)	91887	NM_001374238	15569		NM_010486	ENSMUSG00000008489	Elavl2	Hub|mel-N1	ELAV like RNA binding protein 1	protein-coding	-0.886	-0.815
26175-3	chr11	95210027	95211027	+	24	NA	Intergenic	Intergenic	-51002	NM_053093	93670		NM_053093	ENSMUSG00000020872	Tac4	PPT-C	tachykinin 4	protein-coding	-0.607	-0.733
33623	chr8	92734665	92735665	+	24	NA	Intergenic	Intergenic	60876	NM_001301137	64379		NM_022428	ENSMUSG00000031738	Irx6	-	Iroquois homeobox 6	protein-coding	-0.473	-0.613
32033-2	chr18	58508515	58509515	+	24	NA	Intergenic	Intergenic	-47225	NM_001081072	225579		NM_001081072	ENSMUSG00000024600	Slc27a6	4732438L20Rik|FACVL2|FATP-6|FATP6|VLACS2|VLCS-H1|VLCSH1|mVLCS-H1	solute carrier family 27 (fatty acid transporter), member 6	protein-coding	-1.013	-1.136
37781	chr11	121703068	121704068	+	24	NA	intron (NM_144797, intron 1 of 3)	CpG	1141	NM_144797	210029		NM_144797	ENSMUSG00000039208	Metrnl	9430048M07Rik	meteorin, glial cell differentiation regulator-like	protein-coding	-0.233	-0.208
31034	chr6	89023619	89024619	+	24	NA	Intergenic	Intergenic	-71991	NR_134978	232217		NM_175017	ENSMUSG00000055403	4933427D06Rik	-	RIKEN cDNA 4933427D06 gene	ncRNA	-0.833	-0.848
31766	chr5	35489086	35490086	+	24	NA	Intergenic	Intergenic	36040	NM_153107	242939		NM_153107	ENSMUSG00000036596	Cpz	-	carboxypeptidase Z	protein-coding	-0.888	-1.150
33466	chr6	32432338	32433338	+	24	NA	intron (NM_175750, intron 3 of 31)	intron (NM_175750, intron 3 of 31)	-78303	NR_040277	319849		NR_040277	ENSMUSG00000086763	Plxna4os1	B230378P21Rik	plexin A4, opposite strand 1	ncRNA	-1.286	-1.665
24680-2	chr3	87788603	87789603	+	24	NA	intron (NM_001033124, intron 4 of 16)	intron (NM_001033124, intron 4 of 16)	6059	NM_001033124	18211		NM_001033124	ENSMUSG00000028072	Ntrk1	Tkr|TrkA|trk	neurotrophic tyrosine kinase, receptor, type 1	protein-coding	-0.348	-0.581
31190-2	chr12	83037542	83038542	+	24	NA	intron (NM_015812, intron 3 of 16)	intron (NM_015812, intron 3 of 16)	-98887	NR_046045	74283		NR_046045	ENSMUSG00000100890	1700085C21Rik	-	RIKEN cDNA 1700085C21 gene	ncRNA	-1.748	-1.923
34971-2	chrX	161120347	161121347	+	24	NA	Intergenic	Intergenic	-41903	NM_001290652	107815		NM_133194	ENSMUSG00000000037	Scml2	4932420G07Rik	Scm polycomb group protein like 2	protein-coding	-0.339	-0.780
33038	chr12	112488998	112489998	+	24	NA	promoter-TSS (NM_177039)	promoter-TSS (NM_177039)	50	NM_177039	319942		NM_177039	ENSMUSG00000043122	A530016L24Rik	Nrac	RIKEN cDNA A530016L24 gene	protein-coding	-0.982	-1.530
28637	chr1	69787303	69788303	+	24	NA	Intergenic	Intergenic	-39167	NM_029160	66722		NM_025728	ENSMUSG00000053153	Spag16	4921511D23Rik|4930524F24Rik|4930585K05Rik|Pf20|Wdr29	sperm associated antigen 16	protein-coding	-0.308	-0.246
39669-2	chr10	89443667	89444667	+	24	NA	promoter-TSS (NM_001033331)	promoter-TSS (NM_001033331)	-200	NM_001284344	237436		NM_001033331	ENSMUSG00000074802	Gas2l3	8430435B07Rik|Gm240	growth arrest-specific 2 like 3	protein-coding	-0.225	-0.235
26170	chr11	18114683	18115683	+	24	NA	Intergenic	Intergenic	19197	NR_131129	327872		NR_131129	ENSMUSG00000085453	Gm12018	-	predicted gene 12018	ncRNA	-1.661	-1.525
29804-2	chr6	96343713	96344713	+	24	NA	intron (NM_182808, intron 2 of 4)	intron (NM_182808, intron 2 of 4)	-178008	NR_003643	78482		NM_030107	ENSMUSG00000072878	Nup50l	1700123L14Rik|Npap60|Nup50	nucleoporin 50 like	pseudo	0.013	0.023
34672	chr11	31608121	31609121	+	24	NA	Intergenic	Intergenic	63241	NM_001024919	69556		NM_001024919	ENSMUSG00000044502	Bod1	2310022M17Rik|BOD2.1|Bodq1|Fam44b	biorientation of chromosomes in cell division 1	protein-coding	-0.764	-0.996
35963	chr11	96594790	96595790	+	24	NA	intron (NM_001033186, intron 4 of 12)	intron (NM_001033186, intron 4 of 12)	130699	NM_001033186	78473		NM_001033186	ENSMUSG00000057058	Skap1	1700091G21Rik|Scap1|Skap-55	src family associated phosphoprotein 1	protein-coding	-0.390	-0.345
28031	chr12	9252231	9253231	+	24	NA	Intergenic	Intergenic	222734	NM_029321	75516		NM_029321	ENSMUSG00000066637	Ttc32	1700013G20Rik	tetratricopeptide repeat domain 32	protein-coding	-1.065	-1.517
27572	chr4	13742714	13743714	+	24	NA	promoter-TSS (NM_001111026)	promoter-TSS (NM_001111026)	-88	NM_001111026	12395		NM_009822	ENSMUSG00000006586	Runx1t1	Cbfa2t1h|ETO|MTG8	RUNX1 translocation partner 1	protein-coding	-2.148	-2.088
27538	chr6	110666261	110667261	+	24	NA	intron (NM_177328, intron 1 of 9)	intron (NM_177328, intron 1 of 9)	21163	NM_177328	108073		NM_177328	ENSMUSG00000056755	Grm7	6330570A01Rik|C030018L03|E130018M02Rik|Gpr1g|Gprc1g|SMN2|Tg(SMN2)89Ahmb|mGluR7	glutamate receptor, metabotropic 7	protein-coding	-0.022	-0.317
25424	chr15	26392618	26393618	+	24	NA	intron (NM_177597, intron 3 of 3)	intron (NM_177597, intron 3 of 3)	84070	NM_001310774	211147		NM_177597	ENSMUSG00000022269	Marchf11	9630025C22|March11	membrane associated ring-CH-type finger 11	protein-coding	-0.304	-0.480
25864	chr11	113728129	113729129	+	24	NA	exon (NM_001163346, exon 2 of 2)	exon (NM_001163346, exon 2 of 2)	-18612	NM_029794	52670		NM_026682	ENSMUSG00000018727	Cpsf4l	0610010C04Rik|1500000C01Rik|D11Ertd636e	cleavage and polyadenylation specific factor 4-like	protein-coding	-0.935	-1.037
26350	chr1	159486929	159487929	+	24	NA	Intergenic	Intergenic	-36340	NM_022312	21960		NM_022312	ENSMUSG00000015829	Tnr	J1-tenascin|TN-R|janusin|restrictin	tenascin R	protein-coding	-1.025	-1.145
27155-2	chrX	71599755	71600755	+	24	NA	Intergenic	Intergenic	44338	NM_008253	15354		NM_008253	ENSMUSG00000015217	Hmgb3	Hmg2a|Hmg4	high mobility group box 3	protein-coding	-1.239	-1.544
42462-2	chr5	35671568	35672568	+	24	NA	intron (NM_030127, intron 1 of 8)	MIRb|SINE|MIR	7712	NM_030127	78558		NM_030127	ENSMUSG00000029096	Htra3	2210021K23Rik|9530081K03Rik|Prsp|Tasp	HtrA serine peptidase 3	protein-coding	-0.717	-1.033
31097	chr15	74412551	74413551	+	24	NA	TTS (NR_144499)	TTS (NR_144499)	74595	NR_144499	102634630		NR_144499		Gm32168	-	predicted gene, 32168	ncRNA	-0.780	-1.186
26954	chr19	54094521	54095521	+	24	NA	Intergenic	Intergenic	49762	NM_007417	11551		NM_007417	ENSMUSG00000033717	Adra2a	Adra-2|Adra-2a|alpha(2A)AR|alpha2-C10|alpha2A|alpha2A-AR	adrenergic receptor, alpha 2a	protein-coding	-0.940	-0.820
25368-2	chr7	67003051	67004051	+	24	NA	intron (NM_001033877, intron 9 of 22)	intron (NM_001033877, intron 9 of 22)	163816	NM_001033877	233332		NM_001033877	ENSMUSG00000058145	Adamts17	-	ADAM metallopeptidase with thrombospondin type 1 motif 17	protein-coding	-0.944	-1.136
29717	chr7	136073261	136074261	+	24	NA	intron (NR_169162, intron 1 of 1)	intron (NR_169162, intron 1 of 1)	25691	NR_169162	115486552		NR_169162		Gm51502	-	predicted gene, 51502	ncRNA	-0.486	-0.982
24738	chr19	40790660	40791660	+	24	NA	intron (NM_001376940, intron 18 of 34)	intron (NM_001376940, intron 18 of 34)	-40119	NM_172839	240665		NM_172839	ENSMUSG00000025010	Ccnj	D430039C20Rik	cyclin J	protein-coding	-0.527	-0.554
28132	chr6	51180491	51181491	+	24	NA	Intergenic	Intergenic	88919	NR_029719	387166		NR_029719	ENSMUSG00000065505	Mir148a	Mirn148|Mirn148a|mir-148a	microRNA 148a	ncRNA	-1.666	-1.278
31134	chr4	107581649	107582649	+	24	NA	intron (NM_147221, intron 4 of 10)	intron (NM_147221, intron 4 of 10)	101440	NR_151717	56296		NM_019872	ENSMUSG00000028610	Dmrtb1	Dmrt6|Prp13	DMRT-like family B with proline-rich C-terminal, 1	protein-coding	-0.585	-1.042
24548-2	chr13	101804367	101805367	+	24	NA	Intergenic	Intergenic	-36650	NM_001077495	18708		NM_001024955	ENSMUSG00000041417	Pik3r1	PI3K|p50alpha|p55alpha|p85alpha	phosphoinositide-3-kinase regulatory subunit 1	protein-coding	-0.975	-0.802
30270	chr8	90291584	90292584	+	24	NA	intron (NM_172913, intron 1 of 6)	intron (NM_172913, intron 1 of 6)	56168	NM_172913	244579		NM_172913	ENSMUSG00000043668	Tox3	500-9|C230068E13|CAGF9|Tnrc9	TOX high mobility group box family member 3	protein-coding	-0.358	-0.718
29380	chr11	25870474	25871474	+	24	NA	intron (NR_027973, intron 2 of 5)	intron (NR_027973, intron 2 of 5)	-331266	NR_105791	102466154		NR_105791	ENSMUSG00000099015	Mir6372	Gm27358|mmu-mir-6372	microRNA 6372	ncRNA	-0.814	-1.113
49862	chr9	107915909	107916909	+	24	NA	intron (NR_109782, intron 14 of 18)	intron (NR_109782, intron 14 of 18)	1406	NM_001287261	19882		NM_009074	ENSMUSG00000032584	Mst1r	CD136|CDw136|Fv-2|Fv2|PTK8|Ron|STK|p185-Ron	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	protein-coding	-2.039	-1.921
32432	chr2	93489261	93490261	+	24	NA	Intergenic	Intergenic	-26811	NM_001136055	12521		NM_007656	ENSMUSG00000027215	Cd82	C33|IA4|Kai1|Tspan27	CD82 antigen	protein-coding	-1.345	-1.474
39555	chr1	90467506	90468506	+	24	NA	Intergenic	Intergenic	-135419	NM_133805	108679		NM_133805	ENSMUSG00000034432	Cops8	9430009J09Rik|Csn8|Sgn8	COP9 signalosome subunit 8	protein-coding	-1.045	-1.468
30543-2	chr7	36491951	36492951	+	24	NA	Intergenic	Intergenic	-205667	NM_172298	243931		NM_172298	ENSMUSG00000021217	Tshz3	A630038G13Rik|Tsh3|Zfp537|mKIAA1474|teashirt3	teashirt zinc finger family member 3	protein-coding	-0.862	-0.833
24643	chrX	102908348	102909348	+	24	NA	promoter-TSS (NM_027591)	promoter-TSS (NM_027591)	-57	NR_073044	75443		NR_073044	ENSMUSG00000079476	Fam236e	1700011M02Rik	family with sequence similarity 236, member E	ncRNA	-0.392	-0.646
45655	chr2	122125443	122126443	+	24	NA	intron (NM_026251, intron 8 of 17)	intron (NM_026251, intron 8 of 17)	-7557	NM_145531	214585		NM_145531	ENSMUSG00000033396	Spg11	6030465E24Rik|A330015I11|C530005A01Rik	SPG11, spatacsin vesicle trafficking associated	protein-coding	-0.249	-0.278
24687	chr4	154757503	154758503	+	24	NA	Intergenic	Intergenic	-79413	NM_172878	242800		NM_172878	ENSMUSG00000046637	Ttc34	4932418L02|B230396O12Rik	tetratricopeptide repeat domain 34	protein-coding	-0.690	-0.891
25368	chr18	32138543	32139543	+	24	NA	promoter-TSS (NM_008934)	promoter-TSS (NM_008934)	527	NM_001042767	19123		NM_008934	ENSMUSG00000024386	Proc	PC	protein C	protein-coding	-0.809	-0.890
32889	chr10	43705917	43706917	+	24	NA	Intergenic	Intergenic	-39741	NR_040581	69443		NR_040581	ENSMUSG00000111422	1700027J07Rik	-	RIKEN cDNA 1700027J07 gene	ncRNA	0.067	-0.137
25369	chr2	158784782	158785782	+	24	NA	exon (NM_027975, exon 4 of 4)	exon (NM_027975, exon 4 of 4)	-9525	NM_145742	71715		NM_145742	ENSMUSG00000027655	Dhx35	1200009D07Rik|Ddx35	DEAH-box helicase 35	protein-coding	0.429	0.179
39223	chr4	13724040	13725040	+	24	NA	Intergenic	Intergenic	-18762	NM_001111026	12395		NM_009822	ENSMUSG00000006586	Runx1t1	Cbfa2t1h|ETO|MTG8	RUNX1 translocation partner 1	protein-coding	-2.082	-2.051
32551	chr8	8377636	8378636	+	24	NA	Intergenic	Intergenic	283106	NM_001368299	13642		NM_010111	ENSMUSG00000001300	Efnb2	ELF-2|Epl5|Eplg5|Htk-L|LERK-5|Lerk5|NLERK-1	ephrin B2	protein-coding	-1.087	-1.295
71956	chrX	101794365	101795365	+	24	NA	promoter-TSS (NM_001374240)	promoter-TSS (NM_001374240)	209	NM_001359671	382231		NM_001359671	ENSMUSG00000046774	8030474K03Rik	Gm1142	RIKEN cDNA 8030474K03 gene	protein-coding	-1.968	-1.998
26250	chr15	84676251	84677251	+	24	NA	intron (NM_001346662, intron 1 of 8)	intron (NM_001346662, intron 1 of 8)	-4247	NM_146061	109270		NM_146061	ENSMUSG00000036106	Prr5	Arhgap8|C030017C09Rik|Protor-1|Protor1	proline rich 5 (renal)	protein-coding	-1.099	-1.449
33398-2	chr2	49909126	49910126	+	24	NA	intron (NM_027990, intron 4 of 9)	intron (NM_027990, intron 4 of 9)	121943	NM_027990	71897		NM_027990	ENSMUSG00000026765	Lypd6b	2310010M24Rik	LY6/PLAUR domain containing 6B	protein-coding	-0.438	-0.675
32608	chr15	26309127	26310127	+	24	NA	exon (NM_001310774, exon 1 of 3)	exon (NM_001310774, exon 1 of 3)	579	NM_001310774	211147		NM_177597	ENSMUSG00000022269	Marchf11	9630025C22|March11	membrane associated ring-CH-type finger 11	protein-coding	-0.227	-0.654
31178	chr18	62923267	62924267	+	24	NA	intron (NM_133237, intron 1 of 4)	intron (NM_133237, intron 1 of 4)	1440	NM_133237	494504		NM_133237	ENSMUSG00000071847	Apcdd1	Drapc1|EIG180	adenomatosis polyposis coli down-regulated 1	protein-coding	-0.790	-0.806
25316-3	chr5	111943215	111944215	+	24	NA	Intergenic	Intergenic	-181987	NR_045834	269683		NM_207252	ENSMUSG00000085271	E130006D01Rik	Gm16018|Gm681|Hrtlincr5	RIKEN cDNA E130006D01 gene	ncRNA	-0.321	-0.665
27772	chr14	37318002	37319002	+	24	NA	Intergenic	Intergenic	-183180	NM_078478	66092		NM_078478	ENSMUSG00000041028	Ghitm	1010001P14Rik|MICS1|PTD010|Tmbim5	growth hormone inducible transmembrane protein	protein-coding	-0.712	-0.893
46868	chr7	140921833	140922833	+	23	NA	intron (NM_133946, intron 3 of 7)	intron (NM_133946, intron 3 of 7)	1431	NM_133946	101613		NM_133946	ENSMUSG00000038745	Nlrp6	Avr|Nalp6|Navr|Navr/Avr|Non-AVR|Pypaf5	NLR family, pyrin domain containing 6	protein-coding	-1.122	-0.981
25000-2	chr6	49806702	49807702	+	23	NA	Intergenic	Intergenic	-15508	NM_023456	109648		NM_023456	ENSMUSG00000029819	Npy	0710005A05Rik	neuropeptide Y	protein-coding	-0.367	-0.443
26165	chr4	104233081	104234081	+	23	NA	intron (NM_001369046, intron 3 of 16)	intron (NM_001369046, intron 3 of 16)	-133957	NM_010014	13131		NM_010014	ENSMUSG00000028519	Dab1	C630028C02Rik|scm|scr|scrambler|yot	disabled 1	protein-coding	-1.150	-1.374
33095	chr9	97609817	97610817	+	23	NA	intron (NM_022319, intron 2 of 17)	intron (NM_022319, intron 2 of 17)	-240359	NM_030219	78911		NM_030219	ENSMUSG00000032451	Trim42	4930486B16Rik	tripartite motif-containing 42	protein-coding	-0.529	-0.680
27226-2	chrX	140384675	140385675	+	23	NA	intron (NR_166880, intron 1 of 1)	intron (NR_166880, intron 1 of 1)	690	NR_166881	102634564		NR_166880	ENSMUSG00000120773	Gm32113	-	predicted gene, 32113	ncRNA	-0.634	-0.886
40045	chr8	11405663	11406663	+	23	NA	intron (NM_009932, intron 11 of 47)	intron (NM_009932, intron 11 of 47)	-71766	NR_126558	102132		NR_126558	ENSMUSG00000096957	E230013L22Rik	-	RIKEN cDNA E230013L22 gene	ncRNA	-1.085	-1.414
28551-2	chr4	31703234	31704234	+	23	NA	Intergenic	Intergenic	-260373	NM_009316	26409		NM_009316	ENSMUSG00000028284	Map3k7	B430101B05|Tak1	mitogen-activated protein kinase kinase kinase 7	protein-coding	0.061	0.113
25245	chr15	93832286	93833286	+	23	NA	Intergenic	Intergenic	94325	NR_045737	77248		NR_045737	ENSMUSG00000116360	9430014N10Rik	-	RIKEN cDNA 9430014N10 gene	ncRNA	-0.486	-0.852
28538	chr11	102101325	102102325	+	23	NA	promoter-TSS (NM_008918)	promoter-TSS (NM_008918)	-506	NM_008918	19064		NM_008918	ENSMUSG00000017316	Ppy	IGSPP|PP	pancreatic polypeptide	protein-coding	-1.883	-1.787
29967	chr7	143322609	143323609	+	23	NA	non-coding (NR_045842, exon 3 of 3)	non-coding (NR_045842, exon 3 of 3)	7541	NR_045842	71153		NR_045842	ENSMUSG00000101360	4933417O13Rik	-	RIKEN cDNA 4933417O13 gene	ncRNA	-0.684	-0.891
27230	chr17	34267729	34268729	+	23	NA	intron (NM_207105, intron 4 of 5)	intron (NM_207105, intron 4 of 5)	5002	NM_207105	14961		NM_207105	ENSMUSG00000073421	H2-Ab1	Abeta|H-2Ab|H2-Ab|I-Abeta|IAb|Ia-2|Ia2|Rmcs1	histocompatibility 2, class II antigen A, beta 1	protein-coding	-1.038	-1.084
28129	chr12	73996814	73997814	+	23	NA	promoter-TSS (NM_172804)	promoter-TSS (NM_172804)	-463	NM_001364285	238266		NM_172804	ENSMUSG00000044912	Syt16	Strep14|Syt14l|syt14r	synaptotagmin XVI	protein-coding	-1.301	-1.376
26719	chr13	53920603	53921603	+	23	NA	Intergenic	Intergenic	-5355	NR_152124	78550		NR_152124	ENSMUSG00000114069	E130119H09Rik	-	RIKEN cDNA E130119H09 gene	ncRNA	-0.675	-0.868
36137	chr1	126540672	126541672	+	23	NA	intron (NM_176957, intron 2 of 12)	intron (NM_176957, intron 2 of 12)	-48245	NM_172484	210356		NM_172484	ENSMUSG00000049690	Nckap5	8430408F21|D130011D22Rik|E030049G20Rik|Erih1|Erih2|Gm1548|Nap5	NCK-associated protein 5	protein-coding	-0.375	-0.658
27443	chr1	90740468	90741468	+	23	NA	Intergenic	Intergenic	103003	NM_001243009	12835		NM_009935	ENSMUSG00000048126	Col6a3	Col6a-3	collagen, type VI, alpha 3	protein-coding	-0.619	-0.874
24872	chr18	26194354	26195354	+	23	NA	Intergenic	Intergenic	-440697	NM_001146294	108013		NM_133195	ENSMUSG00000024268	Celf4	A230070D14Rik|BRUNOL-4|Brul4|Brunol4|C130060B05Rik	CUGBP, Elav-like family member 4	protein-coding	-1.280	-1.241
45456	chrX	96713646	96714646	+	23	NA	exon (NM_029536, exon 1 of 5)	exon (NM_029536, exon 1 of 5)	678	NM_029536	76206		NM_029536	ENSMUSG00000031210	Gpr165	6530406P05Rik	G protein-coupled receptor 165	protein-coding	0.160	0.059
31157-3	chr6	120915488	120916488	+	23	NA	intron (NM_007544, intron 1 of 5)	intron (NM_007544, intron 1 of 5)	836	NM_007544	12122		NM_007544	ENSMUSG00000004446	Bid	2700049M22Rik	BH3 interacting domain death agonist	protein-coding	-0.559	-0.827
29811	chr7	137233659	137234659	+	23	NA	promoter-TSS (NR_045885)	promoter-TSS (NR_045885)	-524	NR_045885	100038555		NR_045885	ENSMUSG00000109722	Gm10578	-	predicted gene 10578	ncRNA	-0.485	-1.011
31308-2	chr16	34440001	34441001	+	23	NA	intron (NM_177357, intron 1 of 59)	intron (NM_177357, intron 1 of 59)	73526	NM_001164268	545156		NM_177357	ENSMUSG00000061751	Kalrn	2210407G14Rik|DUET|E530005C20Rik|Gm539|Hapip|TRAD	kalirin, RhoGEF kinase	protein-coding	-0.773	-0.945
26102-2	chr8	89457197	89458197	+	23	NA	Intergenic	Intergenic	-413535	NM_021390	58198		NM_021390	ENSMUSG00000031665	Sall1	Msal-3	spalt like transcription factor 1	protein-coding	0.047	-0.124
24658	chr13	34563764	34564764	+	23	NA	Intergenic	Intergenic	88417	NR_168613	66895		NM_025831	ENSMUSG00000021411	Pxdc1	1300014I06Rik	PX domain containing 1	protein-coding	-0.548	-0.596
