PeakID (cmd=annotatePeaks.pl tss mm10 -size 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph)	Chr	Start	End	Strand	Not Used	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp
NM_009141	chr5	90758798	90759798	+	0	NA	promoter-TSS (NM_009141)	promoter-TSS (NM_009141)	0	NM_009141	20311		NM_009141	ENSMUSG00000029371	Cxcl5	AMCF-II|Cxcl6|ENA-78|GCP-2|LIX|Scyb5|Scyb6	C-X-C motif chemokine ligand 5	protein-coding	-0.459	-0.453
NM_024414	chr7	127824031	127825031	-	0	NA	promoter-TSS (NM_024414)	promoter-TSS (NM_024414)	0	NM_024414	56216		NM_024414	ENSMUSG00000030806	Stx1b	Stx1b2|Stx1bl|Syn1b	syntaxin 1B	protein-coding	-2.402	-2.075
NR_105757	chr2	130015908	130016908	-	0	NA	promoter-TSS (NR_105757)	promoter-TSS (NR_105757)	0	NR_105757	102466628		NR_105757	ENSMUSG00000098347	Mir6339	Gm27848|mmu-mir-6339	microRNA 6339	ncRNA	-0.780	-0.777
NM_009995	chr17	34803926	34804926	-	0	NA	promoter-TSS (NM_009995)	promoter-TSS (NM_009995)	0	NM_009995	13079		NM_009995	ENSMUSG00000024365	Cyp21a1	21-OH|21OH|21OHA|21OHB|CYP21OH-A|Cyp21|Cyp21-ps1|Cyp21B|Cyp21a2-ps|Cyp21a2ps|Oh21-1|Oh21-2	cytochrome P450, family 21, subfamily a, polypeptide 1	protein-coding	-1.352	-1.422
NM_146334	chr4	118892585	118893585	+	0	NA	promoter-TSS (NM_146334)	promoter-TSS (NM_146334)	0	NM_146334	258331		NM_146334	ENSMUSG00000073768	Or10ak16	MOR259-8|Olfr1330	olfactory receptor family 10 subfamily AK member 16	protein-coding	0.189	0.088
NM_001381867	chr7	98656077	98657077	-	0	NA	promoter-TSS (NM_172280)	promoter-TSS (NM_172280)	0	NM_001381867	233545		NM_172280	ENSMUSG00000035401	Emsy	2210018M11Rik|2310016L09Rik	EMSY, BRCA2-interacting transcriptional repressor	protein-coding	-1.751	-1.602
NM_001039214	chr18	73572205	73573205	+	0	NA	promoter-TSS (NM_001039214)	promoter-TSS (NM_001039214)	0	NM_001039214	240396		NM_001039214	ENSMUSG00000037253	Mex3c	A130001D14Rik|BM-013|Rkhd2	mex3 RNA binding family member C	protein-coding	-0.513	-0.421
NM_001289756	chr9	46235136	46236136	-	0	NA	promoter-TSS (NM_001289833)	promoter-TSS (NM_001289833)	0	NM_001289756	11814		NM_023114	ENSMUSG00000032081	Apoc3	apo-CIII|apoC-III	apolipoprotein C-III	protein-coding	-1.968	-1.819
NM_007410	chr3	138442593	138443593	+	0	NA	promoter-TSS (NM_007410)	promoter-TSS (NM_007410)	0	NM_007410	11532		NM_007410	ENSMUSG00000028138	Adh5	Adh-5|Adh3|GSNOR	alcohol dehydrogenase 5 (class III), chi polypeptide	protein-coding	-0.846	-0.635
NR_045345	chr10	116728677	116729677	-	0	NA	promoter-TSS (NR_045345)	promoter-TSS (NR_045345)	0	NR_045345	72286		NR_045345	ENSMUSG00000100198	1700030O20Rik	-	RIKEN cDNA 1700030O20 gene	ncRNA	-1.543	-1.507
NM_001252153	chr15	97963729	97964729	+	0	NA	promoter-TSS (NM_201359)	promoter-TSS (NM_201359)	0	NM_001252153	380967		NM_201359	ENSMUSG00000052369	Tmem106c	D15Ertd405e	transmembrane protein 106C	protein-coding	-0.610	-0.607
NR_027505	chr10	79766452	79767452	-	0	NA	promoter-TSS (NR_027505)	promoter-TSS (NR_027505)	0	NR_027505	70294		NM_144528	ENSMUSG00000035890	Rnf126	2610010O19Rik	ring finger protein 126	protein-coding	-1.596	-1.660
NM_001244628	chr6	131543262	131544262	+	0	NA	promoter-TSS (NM_001244628)	promoter-TSS (NM_001244628)	0	NM_001244628	71392		NM_001244628	ENSMUSG00000094113	5430401F13Rik	-	RIKEN cDNA 5430401F13 gene	protein-coding	-0.187	-0.195
NM_001357620	chr9	40375917	40376917	-	0	NA	promoter-TSS (NM_001357621)	promoter-TSS (NM_001357621)	0	NM_001357620	235283		NM_172768	ENSMUSG00000040111	Gramd1b	3222402H23|A930008A22Rik|mKIAA1201	GRAM domain containing 1B	protein-coding	-1.224	-0.888
NM_008070	chr11	42419207	42420207	+	0	NA	promoter-TSS (NM_008070)	promoter-TSS (NM_008070)	0	NM_008070	14401		NM_008070	ENSMUSG00000007653	Gabrb2	C030002O17Rik|C030021G16Rik|Gabrab2|Gabrb-2	gamma-aminobutyric acid type A receptor subunit beta 2	protein-coding	-2.903	-2.683
NM_029963	chr2	127586926	127587926	+	0	NA	promoter-TSS (NM_001355622)	promoter-TSS (NM_001355622)	0	NM_029963	77721		NM_029963	ENSMUSG00000027374	Mrps5	1620401I16Rik	mitochondrial ribosomal protein S5	protein-coding	-0.849	-0.728
NM_001081064	chr15	12739392	12740392	-	0	NA	promoter-TSS (NM_001081064)	promoter-TSS (NM_001081064)	0	NM_001081064	68070		NM_001081064	ENSMUSG00000022197	Pdzd2	4930537L06Rik|A930022H17Rik|Gm21706|Gm82|Pdzk3	PDZ domain containing 2	protein-coding	-0.847	-0.816
NM_197995	chr11	120467100	120468100	-	0	NA	promoter-TSS (NM_001159328)	promoter-TSS (NM_001159328)	0	NM_197995	70317		NM_197995	ENSMUSG00000057594	Arl16	2600005N12Rik	ADP-ribosylation factor-like 16	protein-coding	-1.391	-1.463
NR_049190	chrX	20862682	20863682	-	0	NA	promoter-TSS (NR_049190)	promoter-TSS (NR_049190)	0	NR_049190	100885829		NR_049190	ENSMUSG00000093408	Mir5617	Gm25192|mir-5617|mmu-mir-5617	microRNA 5617	ncRNA	-1.306	-1.377
NM_001159743	chr12	30883824	30884824	+	0	NA	promoter-TSS (NM_001377064)	promoter-TSS (NM_001377064)	0	NM_001159743	100294583		NM_001159743	ENSMUSG00000054204	Alkal2	6230419C23Rik|Augalpha|Fam150b	ALK and LTK ligand 2	protein-coding	-0.628	-0.478
NR_045185	chr4	10797302	10798302	-	0	NA	promoter-TSS (NR_045185)	promoter-TSS (NR_045185)	0	NR_045185	73624		NR_045185	ENSMUSG00000086080	1700123O12Rik	-	RIKEN cDNA 1700123O12 gene	ncRNA	-0.168	-0.007
NM_001286065	chr13	55444831	55445831	+	0	NA	promoter-TSS (NM_001286064)	promoter-TSS (NM_001286064)	0	NM_001286065	26385		NM_011938	ENSMUSG00000074886	Grk6	Gprk6	G protein-coupled receptor kinase 6	protein-coding	-1.892	-2.040
NM_009407	chr1	73015399	73016399	-	0	NA	promoter-TSS (NR_038001)	promoter-TSS (NR_038001)	0	NM_009407	21958		NM_009407	ENSMUSG00000026182	Tnp1	Stp-1|TP1|Tp-1	transition protein 1	protein-coding	-1.219	-1.087
NM_001360843	chr13	76098160	76099160	-	0	NA	promoter-TSS (NM_001081352)	promoter-TSS (NM_001081352)	0	NM_001360843	77041		NM_029847	ENSMUSG00000021592	Arsk	2810429K17Rik|4833414G15Rik|ASK	arylsulfatase K	protein-coding	-1.107	-1.034
NM_001013762	chr19	12599516	12600516	+	0	NA	promoter-TSS (NM_001167907)	promoter-TSS (NM_001167907)	0	NM_001013762	240549		NM_001013762	ENSMUSG00000071633	Gm4952	EG240549	predicted gene 4952	protein-coding	-1.090	-1.005
NM_001290351	chr4	62208046	62209046	-	0	NA	promoter-TSS (NM_001348347)	promoter-TSS (NM_001348347)	0	NM_001290351	22696		NM_009554	ENSMUSG00000028389	Zfp37	Tzn|Zfp-37	zinc finger protein 37	protein-coding	0.546	0.629
NR_152562	chrX	159532168	159533168	+	0	NA	promoter-TSS (NM_001033472)	promoter-TSS (NM_001033472)	0	NR_152562	382252		NM_001033472	ENSMUSG00000044150	Bclaf3	2310067E24Rik|A830080D01Rik|Gm1146	Bclaf1 and Thrap3 family member 3	protein-coding	-1.025	-0.961
NM_009381	chr7	97417050	97418050	-	0	NA	promoter-TSS (NM_009381)	promoter-TSS (NM_009381)	0	NM_009381	21835		NM_009381	ENSMUSG00000035686	Thrsp	S14|SPOT14	thyroid hormone responsive	protein-coding	-1.312	-1.069
NR_110471	chr6	31217974	31218974	-	0	NA	promoter-TSS (NR_110471)	promoter-TSS (NR_110471)	0	NR_110471	232685		NM_144555	ENSMUSG00000044471	Lncpint	Lincpint|MNCb-1768|Pint|linc-Pint	long non-protein coding RNA, Trp53 induced transcript	ncRNA	-1.451	-1.671
NM_146332	chr17	38207747	38208747	+	0	NA	promoter-TSS (NM_146332)	promoter-TSS (NM_146332)	0	NM_146332	258329		NM_146332	ENSMUSG00000057801	Or2n1c	MOR256-48|Olfr135	olfactory receptor family 2 subfamily N member 1C	protein-coding	-0.644	-0.619
NM_001361210	chr18	39490413	39491413	-	0	NA	promoter-TSS (NM_001361209)	promoter-TSS (NM_001361209)	0	NM_001361210	14815		NM_008173	ENSMUSG00000024431	Nr3c1	GR|Grl-1|Grl1	nuclear receptor subfamily 3, group C, member 1	protein-coding	-2.065	-1.829
NM_152922	chr17	34615471	34616471	-	0	NA	promoter-TSS (NM_152922)	promoter-TSS (NM_152922)	0	NM_152922	81701		NM_152922	ENSMUSG00000015467	Egfl8	Ng3	EGF-like domain 8	protein-coding	-1.773	-1.708
NM_172506	chr16	44558370	44559370	-	0	NA	promoter-TSS (NM_172506)	promoter-TSS (NM_172506)	0	NM_172506	117606		NM_172506	ENSMUSG00000022687	Boc	4732455C11|mFLJ00376	BOC cell adhesion associated, oncogene regulated	protein-coding	-1.977	-1.524
NM_001130484	chr16	33055982	33056982	+	0	NA	promoter-TSS (NM_001130485)	promoter-TSS (NM_001130485)	0	NM_001130484	57808		NM_021338	ENSMUSG00000060636	Rpl35a	2810431L15Rik|Rpl35	ribosomal protein L35A	protein-coding	-1.602	-1.591
NM_024412	chr4	141398206	141399206	-	0	NA	promoter-TSS (NM_001146307)	promoter-TSS (NM_001146307)	0	NM_024412	12733		NM_024412	ENSMUSG00000033770	Clcnka	CLC-K1|Clcnk1	chloride channel, voltage-sensitive Ka	protein-coding	-1.347	-1.575
NM_001111096	chr4	3677621	3678621	+	0	NA	promoter-TSS (NM_001111096)	promoter-TSS (NM_001111096)	0	NM_001111096	17096		NM_010747	ENSMUSG00000042228	Lyn	Hck-2|p53Lyn|p56Lyn	LYN proto-oncogene, Src family tyrosine kinase	protein-coding	-0.529	-0.129
NM_019713	chr9	107554083	107555083	+	0	NA	promoter-TSS (NM_019713)	promoter-TSS (NM_019713)	0	NM_019713	56289		NM_019713	ENSMUSG00000010067	Rassf1	123F2|NORE2A|RDA32|REH3P21|Rassf1A|Rassf1B|Rassf1C	Ras association (RalGDS/AF-6) domain family member 1	protein-coding	-2.135	-2.017
NM_001271586	chr16	4963788	4964788	+	0	NA	promoter-TSS (NM_028301)	promoter-TSS (NM_028301)	0	NM_001271586	74684		NM_001271586	ENSMUSG00000121881	Dnaaf8	4930451G09Rik	dynein axonemal assembly factor 8	protein-coding	-1.541	-1.486
NR_033303	chr9	119231192	119232192	-	0	NA	promoter-TSS (NR_033303)	promoter-TSS (NR_033303)	0	NR_033303	109280		NM_175420	ENSMUSG00000092212	Slc22a13b	9330176C04Rik|Slc22a13b-ps	solute carrier family 22 (organic cation transporter), member 13b	protein-coding	-0.298	-0.420
NM_025852	chr10	80561060	80562060	-	0	NA	promoter-TSS (NM_025852)	promoter-TSS (NM_025852)	0	NM_025852	66932		NM_025852	ENSMUSG00000047417	Rexo1	1700021P10Rik|2610511M11Rik|EloA-BP1|Rex1|Tceb3bp1	REX1, RNA exonuclease 1	protein-coding	-2.551	-2.579
NR_030464	chr16	74341567	74342567	-	0	NA	promoter-TSS (NR_030464)	promoter-TSS (NR_030464)	0	NR_030464	751561		NR_030464	ENSMUSG00000104758	Mir691	Mirn691|mir-691|mmu-mir-691	microRNA 691	ncRNA	-1.149	-1.173
NM_027477	chr6	47835161	47836161	+	0	NA	promoter-TSS (NM_027477)	promoter-TSS (NM_027477)	0	NM_027477	272347		NM_027477	ENSMUSG00000062519	Zfp398	5730513I23Rik	zinc finger protein 398	protein-coding	-1.130	-0.826
NM_001105056	chr7	42058481	42059481	-	0	NA	promoter-TSS (NM_001105056)	promoter-TSS (NM_001105056)	0	NM_001105056	628444		NM_001105056	ENSMUSG00000092032	Vmn2r59	EG628444	vomeronasal 2, receptor 59	protein-coding	-0.238	-0.192
NR_045517	chr16	58727410	58728410	+	0	NA	promoter-TSS (NM_171826)	promoter-TSS (NM_171826)	0	NR_045517	224250		NM_171826	ENSMUSG00000022744	Cldnd1	1110019C08Rik|Cldn25|claudin-25	claudin domain containing 1	protein-coding	-0.380	-0.373
NM_001161796	chr3	82074211	82075211	-	0	NA	promoter-TSS (NM_017469)	promoter-TSS (NM_017469)	0	NM_001161796	54195		NM_017469	ENSMUSG00000028005	Gucy1b1	GC-S-beta-1|GCbeta1|Gucy1b3	guanylate cyclase 1, soluble, beta 1	protein-coding	-0.643	-0.642
NM_201367	chr2	118372919	118373919	-	0	NA	promoter-TSS (NM_201367)	promoter-TSS (NM_201367)	0	NM_201367	381413		NM_201367	ENSMUSG00000040133	Gpr176	Gm1012	G protein-coupled receptor 176	protein-coding	-0.032	0.202
NR_156132	chr2	30285916	30286916	+	0	NA	promoter-TSS (NR_156132)	promoter-TSS (NR_156132)	0	NR_156132	227699		NM_198304	ENSMUSG00000052533	Nup188	-	nucleoporin 188	protein-coding	-2.535	-2.445
NM_028017	chr18	62977416	62978416	+	0	NA	promoter-TSS (NM_028017)	promoter-TSS (NM_028017)	0	NM_028017	108123		NM_028017	ENSMUSG00000024581	Napg	2400003O04Rik|SNARE	N-ethylmaleimide sensitive fusion protein attachment protein gamma	protein-coding	-0.931	-0.899
NM_001378844	chr18	74215712	74216712	+	0	NA	promoter-TSS (NM_001378844)	promoter-TSS (NM_001378844)	0	NM_001378844	74322		NM_028868	ENSMUSG00000024560	Cxxc1	2410002I16Rik|5830420C16Rik|Cfp1|Cgbp|PHF18	CXXC finger protein 1	protein-coding	-0.644	-0.631
NR_046067	chr8	50367612	50368612	+	0	NA	promoter-TSS (NR_046067)	promoter-TSS (NR_046067)	0	NR_046067	100039954		NR_046067	ENSMUSG00000110281	Gm2516	-	predicted gene 2516	ncRNA	-0.606	-0.562
NM_001379542	chr3	79852268	79853268	-	0	NA	promoter-TSS (NM_001379542)	promoter-TSS (NM_001379542)	0	NM_001379542	70652		NM_027495	ENSMUSG00000027956	Tmem144	1110057I03Rik|5730537D05Rik	transmembrane protein 144	protein-coding	-0.391	-0.150
NM_175518	chr4	56946929	56947929	-	0	NA	promoter-TSS (NM_175518)	promoter-TSS (NM_175518)	0	NM_175518	242474		NM_175518	ENSMUSG00000055296	Tmem245	A630051L19Rik|D730040F13Rik	transmembrane protein 245	protein-coding	-0.665	-0.605
NM_001038654	chr11	120948567	120949567	+	0	NA	promoter-TSS (NM_001038654)	promoter-TSS (NM_001038654)	0	NM_001038654	80879		NM_030696	ENSMUSG00000025161	Slc16a3	Mct3|Mct4	solute carrier family 16 (monocarboxylic acid transporters), member 3	protein-coding	-0.846	-0.800
NM_001033427	chr1	37915993	37916993	-	0	NA	promoter-TSS (NM_001033427)	promoter-TSS (NM_001033427)	0	NM_001033427	332427		NM_001033427	ENSMUSG00000061584	Lyg2	Gm776	lysozyme G-like 2	protein-coding	-0.741	-0.830
NM_001163512	chr5	34998578	34999578	+	0	NA	promoter-TSS (NM_001163512)	promoter-TSS (NM_001163512)	0	NM_001163512	71729		NM_173402	ENSMUSG00000029101	Rgs12	1200016K18Rik|4632412M04Rik|E130309H11	regulator of G-protein signaling 12	protein-coding	-1.257	-1.444
NM_001163589	chr15	99054674	99055674	+	0	NA	promoter-TSS (NM_001163589)	promoter-TSS (NM_001163589)	0	NM_001163589	19132		NM_013639	ENSMUSG00000023484	Prph	Prph1	peripherin	protein-coding	-1.805	-1.894
NR_033765	chr18	59061881	59062881	+	0	NA	promoter-TSS (NM_173759)	promoter-TSS (NM_173759)	0	NR_033765	225583		NM_173759	ENSMUSG00000050875	Minar2	A730017C20Rik	membrane integral NOTCH2 associated receptor 2	protein-coding	-0.550	-0.539
NM_001378410	chr19	9847058	9848058	+	0	NA	promoter-TSS (NM_001378410)	promoter-TSS (NM_001378410)	0	NM_001378410	102639117		NM_001378410	ENSMUSG00000096872	Scgb2a2	100040203	secretoglobin, family 2A, member 2	protein-coding	-0.892	-0.969
NM_146591	chr2	86988674	86989674	-	0	NA	promoter-TSS (NM_146591)	promoter-TSS (NM_146591)	0	NM_146591	258584		NM_146591	ENSMUSG00000075167	Or5t16	MOR179-3|Olfr1101	olfactory receptor family 5 subfamily T member 16	protein-coding	-0.716	-0.660
NM_001368848	chr2	93045665	93046665	-	0	NA	promoter-TSS (NM_001177536)	promoter-TSS (NM_001177536)	0	NM_001368848	100042784		NM_001177536	ENSMUSG00000075028	Prdm11	8030443D09Rik|Gm29694|Gm707	PR domain containing 11	protein-coding	-1.648	-1.626
NM_011867	chr12	31559484	31560484	-	0	NA	promoter-TSS (NM_011867)	promoter-TSS (NM_011867)	0	NM_011867	23985		NM_011867	ENSMUSG00000020651	Slc26a4	Pds|pendrin	solute carrier family 26, member 4	protein-coding	-1.201	-0.985
NM_001290993	chr2	122702163	122703163	-	0	NA	promoter-TSS (NM_001290993)	promoter-TSS (NM_001290993)	0	NM_001290993	22785		NM_011774	ENSMUSG00000005802	Slc30a4	Znt4|lm|znT-4	solute carrier family 30 (zinc transporter), member 4	protein-coding	-0.008	-0.022
NM_001102436	chr2	23067701	23068701	+	0	NA	promoter-TSS (NR_149742)	promoter-TSS (NR_149742)	0	NM_001102436	74159		NM_028793	ENSMUSG00000026781	Acbd5	1300014E15Rik	acyl-Coenzyme A binding domain containing 5	protein-coding	-0.149	-0.197
NM_025854	chr2	73312092	73313092	-	0	NA	promoter-TSS (NM_025854)	promoter-TSS (NM_025854)	0	NM_025854	66935		NM_025854	ENSMUSG00000041777	Cir1	1700023B02Rik|2810021A19Rik|Cicr|Cir	corepressor interacting with RBPJ, 1	protein-coding	-0.710	-0.685
NR_158206	chr17	44776666	44777666	+	0	NA	promoter-TSS (NR_158206)	promoter-TSS (NR_158206)	0	NR_158206	109115		NM_178652	ENSMUSG00000038954	Supt3	2310066G22Rik|SPT3|SPT3L|Supt3h	SPT3, SAGA and STAGA complex component	protein-coding	-0.854	-0.814
NR_030731	chr15	84855629	84856629	-	0	NA	promoter-TSS (NR_030731)	promoter-TSS (NR_030731)	0	NR_030731	271305		NM_001081166	ENSMUSG00000016624	Phf21b	A730032D07Rik	PHD finger protein 21B	protein-coding	-1.107	-1.522
NM_001166645	chr8	71908106	71909106	+	0	NA	promoter-TSS (NM_001166645)	promoter-TSS (NM_001166645)	0	NM_001166645	382019		NM_001166645	ENSMUSG00000089857	Zfp882	Gm15468	zinc finger protein 882	protein-coding	-0.671	-0.742
NM_172725	chr5	142463431	142464431	+	0	NA	promoter-TSS (NM_172725)	promoter-TSS (NM_172725)	0	NM_172725	231855		NM_172725	ENSMUSG00000039623	Ap5z1	C330006K01Rik	adaptor-related protein complex 5, zeta 1 subunit	protein-coding	-1.286	-1.404
NM_001356576	chr5	138170766	138171766	-	0	NA	promoter-TSS (NM_001356577)	promoter-TSS (NM_001356577)	0	NM_001356576	17220		NM_008568	ENSMUSG00000029730	Mcm7	Mcmd7|mCDC47	minichromosome maintenance complex component 7	protein-coding	-0.748	-0.559
NM_010385	chr17	33939843	33940843	-	0	NA	promoter-TSS (NM_020603)	promoter-TSS (NM_020603)	0	NM_010385	14976		NM_010385	ENSMUSG00000024309	Pfdn6	H-2Ke2|H2-Ke2|Ke-2	prefoldin subunit 6	protein-coding	-1.467	-1.498
NR_027493	chr17	31564273	31565273	+	0	NA	promoter-TSS (NM_016670)	promoter-TSS (NM_016670)	0	NR_027493	18771		NM_016670	ENSMUSG00000006705	Pknox1	D17Wsu76e|PREP1	Pbx/knotted 1 homeobox	protein-coding	-1.797	-1.756
NM_001114332	chr10	40141754	40142754	-	0	NA	promoter-TSS (NM_001114332)	promoter-TSS (NM_001114332)	0	NM_001114332	72472		NM_028247	ENSMUSG00000019838	Slc16a10	2610103N14Rik|9830169E08|Mct10|PRO0813|TAT1	solute carrier family 16 (monocarboxylic acid transporters), member 10	protein-coding	-1.024	-0.821
NM_010145	chr1	181017069	181018069	-	0	NA	promoter-TSS (NM_001312918)	promoter-TSS (NM_001312918)	0	NM_010145	13849		NM_010145	ENSMUSG00000038776	Ephx1	EH|Eph-1|Eph1|Epxh1|mEH	epoxide hydrolase 1, microsomal	protein-coding	-0.666	-0.752
NR_045551	chr4	41507264	41508264	-	0	NA	promoter-TSS (NM_001253780)	promoter-TSS (NM_001253780)	0	NR_045551	73721		NM_028624	ENSMUSG00000028441	Spmip6	1110017D15Rik|Cbe1|Smrp1	sperm microtubule inner protein 6	protein-coding	-1.180	-0.954
NM_001373885-HOMER11	chrY	71468937	71469937	+	0	NA	promoter-TSS (NM_001037748).11	promoter-TSS (NM_001037748).11	0	NM_001373885	100861839		NM_001373885	ENSMUSG00000095606	Gm21258	-	predicted gene, 21258	protein-coding		
NM_028051	chr10	128399966	128400966	-	0	NA	promoter-TSS (NM_028092)	promoter-TSS (NM_028092)	0	NM_028051	72002		NM_028051	ENSMUSG00000039878	Slc39a5	1810013D05Rik|2010205A06Rik|Zip5	solute carrier family 39 (metal ion transporter), member 5	protein-coding	-1.987	-1.965
NM_010991	chr14	54282425	54283425	-	0	NA	promoter-TSS (NM_010991)	promoter-TSS (NM_010991)	0	NM_010991	18348		NM_010991	ENSMUSG00000048153	Or6e1	IC6|MOR1181|Olfr49	olfactory receptor family 6 subfamily E member 1	protein-coding	-0.153	-0.260
NM_016920	chr11	101008941	101009941	+	0	NA	promoter-TSS (NM_001362641)	promoter-TSS (NM_001362641)	0	NM_016920	11975		NM_016920	ENSMUSG00000019302	Atp6v0a1	ATP6a1|Atp6n1|Atp6n1a|Atpv0a1|Vpp-1|Vpp1	ATPase, H+ transporting, lysosomal V0 subunit A1	protein-coding	-1.604	-1.585
NM_001167949	chr1	133753247	133754247	-	0	NA	promoter-TSS (NM_213616)	promoter-TSS (NM_213616)	0	NM_001167949	381290		NM_213616	ENSMUSG00000026463	Atp2b4	Pmca4	ATPase, Ca++ transporting, plasma membrane 4	protein-coding	-1.656	-1.426
NR_153348	chr5	110839277	110840277	-	0	NA	promoter-TSS (NM_001359835)	promoter-TSS (NM_001359835)	0	NR_153348	100900		NM_153571	ENSMUSG00000043510	Hscb	Hsc20	HscB iron-sulfur cluster co-chaperone	protein-coding	-1.296	-1.333
NM_028756	chr16	45158173	45159173	-	0	NA	promoter-TSS (NM_028756)	promoter-TSS (NM_028756)	0	NM_028756	74102		NM_028756	ENSMUSG00000022664	Slc35a5	1010001J06Rik|D16Ertd450e|D730043G07Rik	solute carrier family 35, member A5	protein-coding	-1.002	-0.846
NM_001290492	chr11	5098773	5099773	+	0	NA	promoter-TSS (NM_001362620)	promoter-TSS (NM_001362620)	0	NM_001290492	279766		NM_177370	ENSMUSG00000034175	Rhbdd3	Ptag	rhomboid domain containing 3	protein-coding	-1.720	-1.859
NM_138676	chr7	27355508	27356508	-	0	NA	promoter-TSS (NM_138676)	promoter-TSS (NM_138676)	0	NM_138676	192192		NM_138676	ENSMUSG00000089832	Shkbp1	B930062H15Rik|Sb1	Sh3kbp1 binding protein 1	protein-coding	-1.285	-1.375
NM_001081166	chr15	84855629	84856629	-	0	NA	promoter-TSS (NR_030731)	promoter-TSS (NR_030731)	0	NM_001081166	271305		NM_001081166	ENSMUSG00000016624	Phf21b	A730032D07Rik	PHD finger protein 21B	protein-coding	-1.107	-1.522
NR_015499	chr3	9402520	9403520	+	0	NA	promoter-TSS (NR_160691)	promoter-TSS (NR_160691)	0	NR_015499	320088		NR_015499	ENSMUSG00000097365	C030034L19Rik	A130044O20Rik	RIKEN cDNA C030034L19 gene	ncRNA	-1.318	-1.583
NM_008290	chr8	117701446	117702446	+	0	NA	promoter-TSS (NM_008290)	promoter-TSS (NM_008290)	0	NM_008290	15486		NM_008290	ENSMUSG00000031844	Hsd17b2	-	hydroxysteroid (17-beta) dehydrogenase 2	protein-coding	-0.617	-0.751
NM_026481	chr8	105470922	105471922	-	0	NA	promoter-TSS (NM_026481)	promoter-TSS (NM_026481)	0	NM_026481	67971		NM_026481	ENSMUSG00000014846	Tppp3	2700055K07Rik|CGI-38|Ceacam9|mmCGM8	tubulin polymerization-promoting protein family member 3	protein-coding	-1.428	-1.196
NM_001252055	chr15	75048337	75049337	-	0	NA	promoter-TSS (NM_001252058)	promoter-TSS (NM_001252058)	0	NM_001252055	17067		NM_010741	ENSMUSG00000079018	Ly6c1	Ly-6C|Ly-6C1|Ly6c	lymphocyte antigen 6 family member C1	protein-coding	-0.414	-0.311
NR_153829	chr1	136130890	136131890	+	0	NA	promoter-TSS (NR_046168)	promoter-TSS (NR_046168)	0	NR_153829	16565		NM_019962	ENSMUSG00000041642	Kif21b	2610511N21Rik|mKIAA0449	kinesin family member 21B	protein-coding	-0.346	-0.432
NM_013918	chr16	77013569	77014569	+	0	NA	promoter-TSS (NM_013918)	promoter-TSS (NM_013918)	0	NM_013918	30940		NM_013918	ENSMUSG00000022867	Usp25	-	ubiquitin specific peptidase 25	protein-coding	-0.925	-0.674
NM_001355253	chr6	88193391	88194391	+	0	NA	promoter-TSS (NM_001355253)	promoter-TSS (NM_001355253)	0	NM_001355253	14461		NM_008090	ENSMUSG00000015053	Gata2	Gata-2	GATA binding protein 2	protein-coding	-1.070	-0.998
NR_045913	chr17	47701496	47702496	-	0	NA	promoter-TSS (NR_045912)	promoter-TSS (NR_045912)	0	NR_045913	100126242		NR_045912	ENSMUSG00000086930	Frs3os	4930417B13Rik|Gm14873	fibroblast growth factor receptor substrate 3, opposite strand	ncRNA	-0.901	-0.835
NR_153188	chr3	37182385	37183385	+	0	NA	promoter-TSS (NR_153188)	promoter-TSS (NR_153188)	0	NR_153188	102639848		NR_153188	ENSMUSG00000084754	Gm12532	-	predicted gene 12532	ncRNA	-0.175	-0.081
NM_026307	chr17	26939038	26940038	-	0	NA	promoter-TSS (NM_026307)	promoter-TSS (NM_026307)	0	NM_026307	67675		NM_026307	ENSMUSG00000024194	Cuta	0610039D01Rik|1810022E02Rik|1810060C03Rik|2700094G22Rik	cutA divalent cation tolerance homolog	protein-coding	-2.858	-2.809
NM_001357631	chr15	36282647	36283647	-	0	NA	promoter-TSS (NM_001357631)	promoter-TSS (NM_001357631)	0	NM_001357631	30945		NM_013923	ENSMUSG00000022280	Rnf19a	Dorfin|Rnf19|UIP117|Ubce7ip2|XYbp	ring finger protein 19A	protein-coding	-1.697	-1.632
NM_177303	chr2	132880362	132881362	-	0	NA	promoter-TSS (NM_177303)	promoter-TSS (NM_177303)	0	NM_177303	320974		NM_177303	ENSMUSG00000043110	Lrrn4	B430119L13Rik|Nlrr4	leucine rich repeat neuronal 4	protein-coding	-0.271	-0.256
