Region_ID	Chr	Start	End	Gene_Name	Annotation	Difference	pvalue	adj_pvalue	Region_size	direction	direction_label	plot_label
chr5-123650000	chr5	123650000	123675000	Clip1	intron (NM_001359223, intron 1 of 19)	-0.0606666666666669	0.0150990465513226	0.0395520438820465	25000	A_to_B_in_Mutant	More Inactive (A->B)	Clip1
chr11-40425000	chr11	40425000	40450000	Mat2b	Intergenic	-0.0193333333333332	0.412301608184725	0.510179087892518	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mat2b
chr1-144300000	chr1	144300000	144325000	Rgs1	Intergenic	-0.112333333333333	0.0285218240318095	0.0633954086484768	25000	A_to_B_in_Mutant	More Inactive (A->B)	Rgs1
chr16-47725000	chr16	47725000	47750000	6430553K19Rik	Intergenic	0.201666666666667	0.000647846135763269	0.0046589396918592	25000	B_to_A_in_Mutant	More Active (B->A)	6430553K19Rik
chr2-70625000	chr2	70625000	70650000	Gorasp2	Intergenic	0.247333333333333	0.000522576565332895	0.00411186841053239	25000	B_to_A_in_Mutant	More Active (B->A)	Gorasp2
chr14-117875000	chr14	117875000	117900000	Mir6239	intron (NM_001079844, intron 5 of 9)	0.0936666666666667	0.0210981132603212	0.0506275055755162	25000	B_to_A_in_Mutant	More Active (B->A)	Mir6239
chr11-70550000	chr11	70550000	70575000	Mink1	promoter-TSS (NM_176893)	0.00766666666666652	0.793159530322493	0.844448985229639	25000	B_to_A_in_Mutant	More Active (B->A)	Mink1
chr11-39250000	chr11	39250000	39275000	4930553C11Rik	Intergenic	-0.0276666666666665	0.225442431051937	0.316466559342396	25000	A_to_B_in_Mutant	More Inactive (A->B)	4930553C11Rik
chr9-91975000	chr9	91975000	92000000	Plscr5	Intergenic	-0.187	0.000506637751812514	0.00403633776975102	25000	A_to_B_in_Mutant	More Inactive (A->B)	Plscr5
chr1-72925000	chr1	72925000	72950000	Igfbp5	Intergenic	0.126333333333333	0.0102431672057196	0.0297250631891094	25000	B_to_A_in_Mutant	More Active (B->A)	Igfbp5
chr15-45075000	chr15	45075000	45100000	Kcnv1	Intergenic	-0.0269999999999997	0.346094535878308	0.444476006747539	25000	A_to_B_in_Mutant	More Inactive (A->B)	Kcnv1
chr10-39175000	chr10	39175000	39200000	Ccn6	Intergenic	0.00599999999999976	0.918655270532555	0.940918859453578	25000	B_to_A_in_Mutant	More Active (B->A)	Ccn6
chrX-17725000	chrX	17725000	17750000	Fundc1	Intergenic	1.03166666666667	3.79970759885113e-07	0.000386420092462775	25000	B_to_A_in_Mutant	More Active (B->A)	Fundc1
chr17-34200000	chr17	34200000	34225000	Tap2	intron (NM_011530, intron 7 of 11)	-0.249	0.000244440080143978	0.00267725604366224	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tap2
chr15-81925000	chr15	81925000	81950000	Csdc2	intron (NM_145473, intron 1 of 3)	-0.0303333333333335	0.395917632135009	0.494102561501464	25000	A_to_B_in_Mutant	More Inactive (A->B)	Csdc2
chr11-43425000	chr11	43425000	43450000	Slu7	exon (NM_148673, exon 3 of 17)	-0.0443333333333333	0.182998290601339	0.267679357004238	25000	A_to_B_in_Mutant	More Inactive (A->B)	Slu7
chr5-120650000	chr5	120650000	120675000	Rasal1	intron (NM_013832, intron 8 of 21)	-0.0113333333333335	0.661499102297243	0.736597508875597	25000	A_to_B_in_Mutant	More Inactive (A->B)	Rasal1
chrX-137350000	chrX	137350000	137375000	Il1rapl2	Intergenic	-1.226	2.21759851557988e-06	0.000507866421676435	25000	A_to_B_in_Mutant	More Inactive (A->B)	Il1rapl2
chr11-73550000	chr11	73550000	73575000	Or1e26	Intergenic	0.0140000000000002	0.479848359426388	0.574913403793011	25000	B_to_A_in_Mutant	More Active (B->A)	Or1e26
chr19-17800000	chr19	17800000	17825000	Pcsk5	intron (NM_001190483, intron 1 of 37)	0.0363333333333333	0.200435132809237	0.287932951579093	25000	B_to_A_in_Mutant	More Active (B->A)	Pcsk5
chr13-94525000	chr13	94525000	94550000	Ap3b1	intron (NM_009680, intron 24 of 26)	-0.294333333333333	8.12846418394267e-05	0.00155949953222647	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ap3b1
chrX-107875000	chrX	107875000	107900000	Wmp	Intergenic	-1.12133333333333	0.000189003600703072	0.00233414779049161	25000	A_to_B_in_Mutant	More Inactive (A->B)	Wmp
chr16-62975000	chr16	62975000	63000000	Pros1	Intergenic	0.0370000000000001	0.170609765653569	0.253082269515048	25000	B_to_A_in_Mutant	More Active (B->A)	Pros1
chr5-85675000	chr5	85675000	85700000	Cenpc1	Intergenic	0.0303333333333335	0.165898400720172	0.247614205510737	25000	B_to_A_in_Mutant	More Active (B->A)	Cenpc1
chr10-89275000	chr10	89275000	89300000	Ano4	Intergenic	-0.159333333333333	0.00285856574950768	0.0120410900998762	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ano4
chr2-173250000	chr2	173250000	173275000	Pmepa1	intron (NM_022995, intron 1 of 3)	0.103666666666667	0.0724742391943644	0.12924814160861	25000	B_to_A_in_Mutant	More Active (B->A)	Pmepa1
chr18-38050000	chr18	38050000	38075000	Arap3	Intergenic	-0.152	0.000409447622663474	0.00354671377434841	25000	A_to_B_in_Mutant	More Inactive (A->B)	Arap3
chr4-55675000	chr4	55675000	55700000	Klf4	Intergenic	0.552	4.84788558497634e-06	0.000594634979279535	25000	B_to_A_in_Mutant	More Active (B->A)	Klf4
chr9-71875000	chr9	71875000	71900000	Tcf12	intron (NM_001253865, intron 3 of 14)	-0.0560000000000003	0.0743414702456865	0.131838188643873	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tcf12
chr17-84100000	chr17	84100000	84125000	4933433H22Rik	Intergenic	0.0643333333333331	0.0243081919047144	0.0563080435027218	25000	B_to_A_in_Mutant	More Active (B->A)	4933433H22Rik
chr7-141475000	chr7	141475000	141500000	Tspan4	intron (NM_001252588, intron 2 of 7)	-0.105333333333333	0.000809498842900914	0.00533271895967573	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tspan4
chr1-92825000	chr1	92825000	92850000	Gpc1	intron (NM_016696, intron 1 of 8)	-0.0636666666666669	0.0343155867949203	0.0729607135944523	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gpc1
chrX-150675000	chrX	150675000	150700000	Tro	Intergenic	-2.10633333333333	0.0127313787081276	0.0348154451526799	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tro
chr19-31950000	chr19	31950000	31975000	A1cf	Intergenic	-0.0993333333333333	0.00756097264397536	0.0238670705097318	25000	A_to_B_in_Mutant	More Inactive (A->B)	A1cf
chr4-105600000	chr4	105600000	105625000	Plpp3	Intergenic	0.374333333333333	6.09439288577672e-05	0.00139060257921373	25000	B_to_A_in_Mutant	More Active (B->A)	Plpp3
chr4-66350000	chr4	66350000	66375000	Astn2	intron (NM_019514, intron 1 of 21)	-0.0783333333333334	0.0908489765954306	0.154121669479194	25000	A_to_B_in_Mutant	More Inactive (A->B)	Astn2
chr1-60850000	chr1	60850000	60875000	Ctla4	Intergenic	0.191	0.000204822199651314	0.00243566315867148	25000	B_to_A_in_Mutant	More Active (B->A)	Ctla4
chr10-80975000	chr10	80975000	81000000	Gng7	intron (NM_010319, intron 2 of 3)	-0.127333333333334	0.00199741326984825	0.00949665548843922	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gng7
chr14-63225000	chr14	63225000	63250000	Gata4	intron (NM_001310610, intron 2 of 6)	0.134333333333333	0.00989226104808904	0.028986360221713	25000	B_to_A_in_Mutant	More Active (B->A)	Gata4
chr19-52150000	chr19	52150000	52175000	Ins1	Intergenic	-0.0593333333333332	0.020081048055512	0.0487681225334771	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ins1
chr2-75400000	chr2	75400000	75425000	9430019J16Rik	Intergenic	0.0813333333333331	0.266545741039264	0.361234667890664	25000	B_to_A_in_Mutant	More Active (B->A)	9430019J16Rik
chr19-41425000	chr19	41425000	41450000	Lcor	Intergenic	0.364	4.4637543826046e-06	0.00057766099168181	25000	B_to_A_in_Mutant	More Active (B->A)	Lcor
chr1-6250000	chr1	6250000	6275000	Rb1cc1	intron (NM_009826, intron 16 of 23)	-0.137666666666667	0.00337787761281756	0.0135312086877255	25000	A_to_B_in_Mutant	More Inactive (A->B)	Rb1cc1
chr15-52225000	chr15	52225000	52250000	Slc30a8	Intergenic	-0.0713333333333333	0.0591783516405202	0.110705193690019	25000	A_to_B_in_Mutant	More Inactive (A->B)	Slc30a8
chr14-113900000	chr14	113900000	113925000	4930524C18Rik	Intergenic	-0.0153333333333333	0.458107569192319	0.554657439647759	25000	A_to_B_in_Mutant	More Inactive (A->B)	4930524C18Rik
chr1-158650000	chr1	158650000	158675000	Mir488	intron (NM_007495, intron 17 of 22)	0.00133333333333318	0.967002415315111	0.97628427599546	25000	B_to_A_in_Mutant	More Active (B->A)	Mir488
chr18-7200000	chr18	7200000	7225000	Odad2	intron (NM_001357492, intron 16 of 20)	-0.0569999999999998	0.154147427568576	0.233613935835503	25000	A_to_B_in_Mutant	More Inactive (A->B)	Odad2
chr10-74325000	chr10	74325000	74350000	Pcdh15	intron (NM_001142746, intron 14 of 34)	-0.0503333333333332	0.0693527588207261	0.124943586831202	25000	A_to_B_in_Mutant	More Inactive (A->B)	Pcdh15
chr11-15650000	chr11	15650000	15675000	Vstm2a	Intergenic	-0.0453333333333331	0.0453967608799513	0.0903033028153872	25000	A_to_B_in_Mutant	More Inactive (A->B)	Vstm2a
chr16-58425000	chr16	58425000	58450000	Dcbld2	intron (NM_028523, intron 3 of 15)	-0.135	0.0199369422103052	0.0485073584502828	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dcbld2
chr9-103325000	chr9	103325000	103350000	Cdv3	intron (NM_176979, intron 19 of 27)	-0.222333333333334	0.000582018965428849	0.0043719343940731	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cdv3
chr2-111925000	chr2	111925000	111950000	Or4f14b	Intergenic	0.0460000000000002	0.0428730570783016	0.0864312126717424	25000	B_to_A_in_Mutant	More Active (B->A)	Or4f14b
chr11-33950000	chr11	33950000	33975000	Kcnmb1	promoter-TSS (NM_031169)	0.153666666666667	0.00145848117855142	0.00773223149946938	25000	B_to_A_in_Mutant	More Active (B->A)	Kcnmb1
chr9-8650000	chr9	8650000	8675000	Gm32014	intron (NM_013838, intron 10 of 12)	-0.0239999999999996	0.294413954397939	0.390894117856447	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm32014
chr18-65225000	chr18	65225000	65250000	Mir122	intron (NR_105742, intron 4 of 6)	-0.0573333333333337	0.330116472062476	0.42812493106651	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir122
chr8-15475000	chr8	15475000	15500000	Myom2	Intergenic	-0.0359999999999999	0.281510895518778	0.377192698641868	25000	A_to_B_in_Mutant	More Inactive (A->B)	Myom2
chr19-28425000	chr19	28425000	28450000	D930032P07Rik	intron (NM_175459, intron 4 of 10)	0.412333333333333	0.00067364295318332	0.00477209907004965	25000	B_to_A_in_Mutant	More Active (B->A)	D930032P07Rik
chr11-67275000	chr11	67275000	67300000	Myh8	intron (NM_177369, intron 14 of 39)	0.1	0.0491019647748995	0.0959302973499122	25000	B_to_A_in_Mutant	More Active (B->A)	Myh8
chr15-10000000	chr15	10000000	10025000	Prlr	Intergenic	-0.0509999999999998	0.115225688307872	0.185677298499218	25000	A_to_B_in_Mutant	More Inactive (A->B)	Prlr
chr2-3375000	chr2	3375000	3400000	Olah	Intergenic	0.0490000000000001	0.0312487563010192	0.0679475351918749	25000	B_to_A_in_Mutant	More Active (B->A)	Olah
chr17-52975000	chr17	52975000	53000000	Kcnh8	Intergenic	-0.0156666666666665	0.532752983673336	0.623533293256701	25000	A_to_B_in_Mutant	More Inactive (A->B)	Kcnh8
chr8-43050000	chr8	43050000	43075000	Triml1	Intergenic	0.0590000000000001	0.143002397330901	0.220083097320367	25000	B_to_A_in_Mutant	More Active (B->A)	Triml1
chr6-25250000	chr6	25250000	25275000	Tmem229a	Intergenic	0.0200000000000002	0.291508175869915	0.38781261117829	25000	B_to_A_in_Mutant	More Active (B->A)	Tmem229a
chrX-12000000	chrX	12000000	12025000	Bcor	Intergenic	-0.422333333333333	0.312064032230142	0.409581524812063	25000	A_to_B_in_Mutant	More Inactive (A->B)	Bcor
chr9-120075000	chr9	120075000	120100000	Ccr8	Intergenic	0.0619999999999999	0.0317228972212935	0.0687286632515874	25000	B_to_A_in_Mutant	More Active (B->A)	Ccr8
chr16-22150000	chr16	22150000	22175000	Igf2bp2	intron (NM_183029, intron 1 of 15)	0.0169999999999999	0.540894770959257	0.631041830815543	25000	B_to_A_in_Mutant	More Active (B->A)	Igf2bp2
chr7-78850000	chr7	78850000	78875000	Det1	Intergenic	0.0753333333333333	0.00978240170738628	0.0287522758473195	25000	B_to_A_in_Mutant	More Active (B->A)	Det1
chr4-74925000	chr4	74925000	74950000	Dmac1	Intergenic	-0.0559999999999999	0.048780761395032	0.0954531500373796	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dmac1
chrX-165425000	chrX	165425000	165450000	Glra2	Intergenic	-1.03766666666667	0.000170117704301564	0.00221195860592685	25000	A_to_B_in_Mutant	More Inactive (A->B)	Glra2
chr11-19300000	chr11	19300000	19325000	4933406G16Rik	Intergenic	-0.0686666666666664	0.0516842575787508	0.0997885172148578	25000	A_to_B_in_Mutant	More Inactive (A->B)	4933406G16Rik
chr9-84050000	chr9	84050000	84075000	Bckdhb	intron (NM_001305935, intron 8 of 10)	0.0133333333333335	0.573760010104374	0.660338338322315	25000	B_to_A_in_Mutant	More Active (B->A)	Bckdhb
chr10-124850000	chr10	124850000	124875000	4930503E24Rik	Intergenic	0.0476666666666669	0.0494287471414242	0.096403880702942	25000	B_to_A_in_Mutant	More Active (B->A)	4930503E24Rik
chr13-69225000	chr13	69225000	69250000	Gm26844	Intergenic	0.0103333333333336	0.630529136919562	0.710207859880021	25000	B_to_A_in_Mutant	More Active (B->A)	Gm26844
chr4-124300000	chr4	124300000	124325000	1700021L23Rik	intron (NR_166446, intron 4 of 4)	0.351	1.02910324941307e-05	0.000711375491592918	25000	B_to_A_in_Mutant	More Active (B->A)	1700021L23Rik
chr15-46100000	chr15	46100000	46125000	1700022A22Rik	Intergenic	-0.0229999999999998	0.306120659301934	0.403243469232416	25000	A_to_B_in_Mutant	More Inactive (A->B)	1700022A22Rik
chr2-167575000	chr2	167575000	167600000	Ube2v1	Intergenic	-0.0263333333333335	0.38594001324532	0.484146220074972	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ube2v1
chr5-12550000	chr5	12550000	12575000	Sema3d	intron (NM_028882, intron 11 of 17)	0.0593333333333336	0.144751125674277	0.222201860827331	25000	B_to_A_in_Mutant	More Active (B->A)	Sema3d
chr4-99350000	chr4	99350000	99375000	Atg4c	Intergenic	0.0190000000000001	0.754843434859183	0.813881111148801	25000	B_to_A_in_Mutant	More Active (B->A)	Atg4c
chr14-47475000	chr14	47475000	47500000	Fbxo34	intron (NM_030236, intron 1 of 1)	-0.0496666666666669	0.111455908097324	0.18093205046716	25000	A_to_B_in_Mutant	More Inactive (A->B)	Fbxo34
chr17-81275000	chr17	81275000	81300000	Thumpd2	Intergenic	0.157666666666667	0.00220673591544337	0.0101382431132673	25000	B_to_A_in_Mutant	More Active (B->A)	Thumpd2
chr16-44375000	chr16	44375000	44400000	Cfap44	3' UTR (NM_144550, exon 18 of 18)	-0.0853333333333335	0.0332093974051677	0.0711696037746407	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cfap44
chr5-116775000	chr5	116775000	116800000	Srrm4	Intergenic	0.0613333333333333	0.16646970108041	0.248273761875336	25000	B_to_A_in_Mutant	More Active (B->A)	Srrm4
chr6-100625000	chr6	100625000	100650000	Shq1	intron (NM_181590, intron 6 of 10)	0.121666666666667	0.00820825022508183	0.025310762854416	25000	B_to_A_in_Mutant	More Active (B->A)	Shq1
chr15-5675000	chr15	5675000	5700000	5430437J10Rik	Intergenic	0.037666666666667	0.396209269229138	0.494386635730242	25000	B_to_A_in_Mutant	More Active (B->A)	5430437J10Rik
chr13-60925000	chr13	60925000	60950000	Ctla2a	promoter-TSS (NM_007796)	0.0740000000000004	0.00696604839366551	0.0225168689955332	25000	B_to_A_in_Mutant	More Active (B->A)	Ctla2a
chr8-128275000	chr8	128275000	128300000	Mir21c	Intergenic	0.339666666666667	0.000102359081925163	0.00172952490636063	25000	B_to_A_in_Mutant	More Active (B->A)	Mir21c
chr2-180000000	chr2	180000000	180025000	Lsm14b	Intergenic	-0.0276666666666671	0.231030904993471	0.322592402721065	25000	A_to_B_in_Mutant	More Inactive (A->B)	Lsm14b
chr7-128475000	chr7	128475000	128500000	Tial1	Intergenic	-0.127	0.0281550827943898	0.0627874956436768	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tial1
chr4-139875000	chr4	139875000	139900000	4933427I22Rik	Intergenic	-0.0383333333333335	0.30103416652671	0.397909190270149	25000	A_to_B_in_Mutant	More Inactive (A->B)	4933427I22Rik
chr17-31175000	chr17	31175000	31200000	Tmprss3	intron (NM_080727, intron 8 of 11)	0.0153333333333331	0.634964056423423	0.714001029696104	25000	B_to_A_in_Mutant	More Active (B->A)	Tmprss3
chr13-7475000	chr13	7475000	7500000	Adarb2	Intergenic	-0.0366666666666667	0.242699555910621	0.335335239873028	25000	A_to_B_in_Mutant	More Inactive (A->B)	Adarb2
chr1-94125000	chr1	94125000	94150000	Pdcd1	Intergenic	0.00733333333333351	0.8306767284908	0.873851980755829	25000	B_to_A_in_Mutant	More Active (B->A)	Pdcd1
chr2-94500000	chr2	94500000	94525000	Api5	Intergenic	-0.0256666666666666	0.339233952513456	0.437505002162763	25000	A_to_B_in_Mutant	More Inactive (A->B)	Api5
chr17-68425000	chr17	68425000	68450000	L3mbtl4	intron (NM_177278, intron 5 of 20)	0.343333333333333	7.12259725106203e-05	0.0014770311288825	25000	B_to_A_in_Mutant	More Active (B->A)	L3mbtl4
chr15-90850000	chr15	90850000	90875000	Spn-ps	Intergenic	-0.0886666666666666	0.00906696411462098	0.0271781734820364	25000	A_to_B_in_Mutant	More Inactive (A->B)	Spn-ps
chr12-56650000	chr12	56650000	56675000	Pax9	Intergenic	-0.193333333333333	0.000159405195182707	0.00213960800240012	25000	A_to_B_in_Mutant	More Inactive (A->B)	Pax9
chr9-89825000	chr9	89825000	89850000	4930524O08Rik	intron (NR_040735, intron 3 of 5)	-0.031	0.306597995245182	0.403746720910046	25000	A_to_B_in_Mutant	More Inactive (A->B)	4930524O08Rik
chr3-108025000	chr3	108025000	108050000	Gstm4	Intergenic	-0.0773333333333334	0.0964132885330986	0.16152915214604	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gstm4
chr2-22275000	chr2	22275000	22300000	Myo3a	intron (NM_148413, intron 6 of 19)	-0.078	0.0125435195523976	0.0344443759699162	25000	A_to_B_in_Mutant	More Inactive (A->B)	Myo3a
chr7-56450000	chr7	56450000	56475000	Oca2	intron (NR_157030, intron 21 of 21)	0.0230000000000002	0.263996016840441	0.358395361562641	25000	B_to_A_in_Mutant	More Active (B->A)	Oca2
chr1-77375000	chr1	77375000	77400000	Mir6352	intron (NM_007936, intron 11 of 17)	0.149333333333333	0.00243419388156468	0.0108157557637327	25000	B_to_A_in_Mutant	More Active (B->A)	Mir6352
chr4-109350000	chr4	109350000	109375000	Eps15	intron (NM_007943, intron 15 of 24)	-0.126333333333333	0.0075232326065864	0.0237930348482659	25000	A_to_B_in_Mutant	More Inactive (A->B)	Eps15
chr4-99000000	chr4	99000000	99025000	Angptl3	intron (NM_001369285, intron 18 of 48)	-0.0823333333333334	0.00810172936927774	0.0250750669381396	25000	A_to_B_in_Mutant	More Inactive (A->B)	Angptl3
chr10-106100000	chr10	106100000	106125000	Ccdc59	Intergenic	0.224666666666667	0.00241744471652711	0.010768627001154	25000	B_to_A_in_Mutant	More Active (B->A)	Ccdc59
chr4-53925000	chr4	53925000	53950000	Tmem38b	Intergenic	0.424	1.34858229720366e-06	0.000445613529344481	25000	B_to_A_in_Mutant	More Active (B->A)	Tmem38b
chrX-18750000	chrX	18750000	18775000	Dipk2b	Intergenic	1.92733333333333	0.0271291349602163	0.0611066577905067	25000	B_to_A_in_Mutant	More Active (B->A)	Dipk2b
chr19-52900000	chr19	52900000	52925000	AA387883	Intergenic	-0.0566666666666665	0.0516329435081162	0.0997254207776185	25000	A_to_B_in_Mutant	More Inactive (A->B)	AA387883
chr7-98775000	chr7	98775000	98800000	Wnt11	Intergenic	-0.0220000000000003	0.240300870591786	0.33274542174508	25000	A_to_B_in_Mutant	More Inactive (A->B)	Wnt11
chr18-12550000	chr18	12550000	12575000	Lama3	intron (NM_010680, intron 67 of 74)	0.175	0.00883451816209382	0.0266864638005533	25000	B_to_A_in_Mutant	More Active (B->A)	Lama3
chr11-83200000	chr11	83200000	83225000	Slfnlnc	intron (NM_011409, intron 1 of 2)	0.132666666666667	0.00743487242586695	0.0236031085779536	25000	B_to_A_in_Mutant	More Active (B->A)	Slfnlnc
chr15-90725000	chr15	90725000	90750000	Cpne8	Intergenic	-0.145666666666667	0.0338337474856626	0.0721617325797042	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cpne8
chrX-22825000	chrX	22825000	22850000	Ppp1r2-ps7	Intergenic	1.71466666666667	1.96967240020604e-05	0.000883506781839412	25000	B_to_A_in_Mutant	More Active (B->A)	Ppp1r2-ps7
chr9-101000000	chr9	101000000	101025000	Pccb	intron (NM_001311149, intron 5 of 13)	-0.140333333333334	0.00553932933465251	0.0191144703188964	25000	A_to_B_in_Mutant	More Inactive (A->B)	Pccb
chr2-25150000	chr2	25150000	25175000	Gm13387	Intergenic	-0.0420000000000004	0.0980542975466269	0.163713831243306	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm13387
chr15-75600000	chr15	75600000	75625000	Zfp41	Intergenic	-0.0493333333333334	0.110451909093604	0.179670323536618	25000	A_to_B_in_Mutant	More Inactive (A->B)	Zfp41
chr16-3875000	chr16	3875000	3900000	Naa60	intron (NM_001290689, intron 1 of 5)	0.0286666666666667	0.435973676997708	0.533485130470468	25000	B_to_A_in_Mutant	More Active (B->A)	Naa60
chr5-37575000	chr5	37575000	37600000	Stk32b	intron (NM_022416, intron 3 of 11)	0.175666666666667	0.00374005678537015	0.0145037921575675	25000	B_to_A_in_Mutant	More Active (B->A)	Stk32b
chrX-63175000	chrX	63175000	63200000	Tslrn1	Intergenic	2.53133333333333	0.00597409462897631	0.0201662122532183	25000	B_to_A_in_Mutant	More Active (B->A)	Tslrn1
chr5-99275000	chr5	99275000	99300000	Rasgef1b	Intergenic	0.162	0.00954988206196093	0.0282386357912189	25000	B_to_A_in_Mutant	More Active (B->A)	Rasgef1b
chr2-162625000	chr2	162625000	162650000	Ptprt	intron (NM_021464, intron 1 of 29)	0.0863333333333332	0.0167276672510342	0.042612943100365	25000	B_to_A_in_Mutant	More Active (B->A)	Ptprt
chr6-9350000	chr6	9350000	9375000	Nxph1	Intergenic	-0.0656666666666666	0.0214929151576434	0.0513241647853509	25000	A_to_B_in_Mutant	More Inactive (A->B)	Nxph1
chr11-33100000	chr11	33100000	33125000	Fgf18	Intergenic	0.245666666666667	0.00183068590715364	0.00894786895707607	25000	B_to_A_in_Mutant	More Active (B->A)	Fgf18
chr3-115025000	chr3	115025000	115050000	Olfm3	intron (NM_001286750, intron 1 of 5)	-0.317333333333333	0.0220003564886292	0.0522000244817475	25000	A_to_B_in_Mutant	More Inactive (A->B)	Olfm3
chr5-83925000	chr5	83925000	83950000	Epha5	Intergenic	0.0143333333333335	0.566069198442149	0.6534799817141	25000	B_to_A_in_Mutant	More Active (B->A)	Epha5
chr6-34750000	chr6	34750000	34775000	Agbl3	intron (NM_145575, intron 8 of 11)	0.0573333333333331	0.0560271696231097	0.106171737321073	25000	B_to_A_in_Mutant	More Active (B->A)	Agbl3
chr17-92475000	chr17	92475000	92500000	Adcyap1	Intergenic	-0.0373333333333329	0.1836076280402	0.268393060142602	25000	A_to_B_in_Mutant	More Inactive (A->B)	Adcyap1
chr2-127500000	chr2	127500000	127525000	Kcnip3	intron (NR_110989, intron 1 of 8)	-0.0406666666666671	0.25096398280002	0.34435372673347	25000	A_to_B_in_Mutant	More Inactive (A->B)	Kcnip3
chr7-98900000	chr7	98900000	98925000	Wnt11	intron (NM_178635, intron 13 of 14)	-0.0196666666666668	0.359609042816956	0.458094608193119	25000	A_to_B_in_Mutant	More Inactive (A->B)	Wnt11
chr6-63825000	chr6	63825000	63850000	Grid2	intron (NM_001370966, intron 2 of 15)	-0.07	0.0268083703998717	0.0605571995055105	25000	A_to_B_in_Mutant	More Inactive (A->B)	Grid2
chr14-72650000	chr14	72650000	72675000	Fndc3a	intron (NM_207636, intron 2 of 25)	-0.166666666666667	0.000842735036673598	0.00546721484871924	25000	A_to_B_in_Mutant	More Inactive (A->B)	Fndc3a
chr4-18475000	chr4	18475000	18500000	Mmp16	Intergenic	0.028	0.265649291137704	0.36026464103344	25000	B_to_A_in_Mutant	More Active (B->A)	Mmp16
chr10-91775000	chr10	91775000	91800000	Gm31592	Intergenic	0.480666666666667	5.71780870807128e-05	0.00135075048924473	25000	B_to_A_in_Mutant	More Active (B->A)	Gm31592
chr11-100275000	chr11	100275000	100300000	Krt42	Intergenic	0.158333333333333	0.000124750627475984	0.00189300526894457	25000	B_to_A_in_Mutant	More Active (B->A)	Krt42
chr8-43300000	chr8	43300000	43325000	Zfp42	Intergenic	0.0796666666666668	0.0169540783244962	0.0430259282239126	25000	B_to_A_in_Mutant	More Active (B->A)	Zfp42
chr16-11675000	chr16	11675000	11700000	4833415N18Rik	intron (NM_001290148, intron 11 of 13)	0.06	0.14107193463703	0.217737105362835	25000	B_to_A_in_Mutant	More Active (B->A)	4833415N18Rik
chr15-13500000	chr15	13500000	13525000	Cdh6	Intergenic	0.0123333333333337	0.592225246764804	0.676855479285515	25000	B_to_A_in_Mutant	More Active (B->A)	Cdh6
chr1-175325000	chr1	175325000	175350000	Rgs7	intron (NM_001357129, intron 2 of 15)	-0.264333333333333	0.000441975597270575	0.00370929734506942	25000	A_to_B_in_Mutant	More Inactive (A->B)	Rgs7
chr16-72700000	chr16	72700000	72725000	Robo1	intron (NM_019413, intron 1 of 28)	-0.409	0.000182017655768915	0.00229010803800454	25000	A_to_B_in_Mutant	More Inactive (A->B)	Robo1
chr13-116625000	chr13	116625000	116650000	4930435F18Rik	Intergenic	-0.0326666666666667	0.59219894011203	0.676855479285515	25000	A_to_B_in_Mutant	More Inactive (A->B)	4930435F18Rik
chr9-123575000	chr9	123575000	123600000	Slc6a20b	intron (NM_001357485, intron 18 of 19)	-0.389333333333333	8.94376099905653e-06	0.000686122387045295	25000	A_to_B_in_Mutant	More Inactive (A->B)	Slc6a20b
chr17-84950000	chr17	84950000	84975000	Ppm1b	intron (NM_011151, intron 1 of 5)	-0.0380000000000003	0.262523103923688	0.356829291530227	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ppm1b
chrX-12350000	chrX	12350000	12375000	Gm14635	Intergenic	-0.167666666666667	0.591942851387115	0.676616383957187	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm14635
chr9-84300000	chr9	84300000	84325000	Bckdhb	Intergenic	0.0693333333333334	0.0138738589989174	0.0371152191119682	25000	B_to_A_in_Mutant	More Active (B->A)	Bckdhb
chr19-31100000	chr19	31100000	31125000	Cstf2t	intron (NM_001013833, intron 3 of 17)	-0.0503333333333333	0.0629267810730211	0.116003676764065	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cstf2t
