#TAD name (cmd=getDiffExpression.pl BAP1.tad.scores.txt ctrl ctrl ctrl mut mut mut)	chr1	start1	end1	chr2	start2	end2	color	InclustionRatio(IR)	Length	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M3/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M3/tagdirs IR	ctrl vs. mut Difference	ctrl vs. mut p-value	ctrl vs. mut adj. p-value
chr11:25866000-27014998	chr11	25866000	27014998	chr11	25866000	27014998	255,255,0	1.725000	1148998	1.706241	1.648990	1.722991	1.725164	1.804246	1.674218	0.0418019999999998	0.432748141854344	0.702239394052212
chr15:80082000-80261998	chr15	80082000	80261998	chr15	80082000	80261998	255,255,0	3.033000	179998	3.033318	3.026924	2.994040	2.855627	3.072394	2.793999	-0.110754000000001	0.191133386346008	0.503489934179933
chr7:29313000-29378998	chr7	29313000	29378998	chr7	29313000	29378998	255,255,0	1.609000	65998	1.699140	1.691862	1.609347	1.752071	1.750046	1.596520	0.0327626666666662	0.595556248577213	0.806817228554563
chr11:56124000-57473998	chr11	56124000	57473998	chr11	56124000	57473998	255,255,0	2.997000	1349998	2.951060	2.866242	2.750392	3.007255	3.138555	2.996896	0.191670666666666	0.0281616312399902	0.273355477048454
chr6:123630000-124406998	chr6	123630000	124406998	chr6	123630000	124406998	255,255,0	2.747000	776998	3.051465	2.913547	2.774366	2.853866	2.721110	2.711295	-0.151035666666667	0.106730949909547	0.402719157612512
chr9:94731000-95471998	chr9	94731000	95471998	chr9	94731000	95471998	255,255,0	3.151000	740998	3.017873	2.971567	2.895006	3.146869	3.257118	2.959538	0.159692999999999	0.0953607258445155	0.384293679665144
chr1:155223000-155288998	chr1	155223000	155288998	chr1	155223000	155288998	255,255,0	1.677000	65998	1.807423	1.605735	1.662633	1.726811	1.669406	1.617315	-0.0207530000000003	0.756998429527939	0.895088412492386
chr17:79098000-79586998	chr17	79098000	79586998	chr17	79098000	79586998	255,255,0	2.806000	488998	2.805562	2.780112	2.745352	2.786561	2.802765	2.746416	0.00157199999999996	0.970523037714959	0.991844684984991
chrX:51387000-52385998	chrX	51387000	52385998	chrX	51387000	52385998	255,255,0	2.142000	998998	1.698759	1.741207	1.698892	1.829962	1.848462	2.141608	0.227058	0.0380621428825903	0.292945520950956
chr19:53388000-53591998	chr19	53388000	53591998	chr19	53388000	53591998	255,255,0	3.285000	203998	3.578188	3.349451	3.271410	3.398713	3.513030	3.142749	-0.0481856666666677	0.695137750266543	0.859097019133638
chr1:133029000-133109998	chr1	133029000	133109998	chr1	133029000	133109998	255,255,0	2.350000	80998	2.461035	2.415813	2.351778	2.290598	2.665608	2.304929	0.010836333333333	0.921311933903568	0.971855136409141
chr9:108924000-108992998	chr9	108924000	108992998	chr9	108924000	108992998	255,255,0	1.682000	68998	1.698636	1.700286	1.704368	1.761998	1.812540	1.682307	0.0511849999999998	0.313715407637747	0.605081079035728
chr3:101298000-101474998	chr3	101298000	101474998	chr3	101298000	101474998	255,255,0	3.292000	176998	3.552406	3.369999	3.264235	3.063095	3.227120	2.953358	-0.314355666666667	0.0160710984720502	0.239491787316922
chr2:33480000-33563998	chr2	33480000	33563998	chr2	33480000	33563998	255,255,0	2.281000	83998	2.206963	2.281083	2.219261	1.963468	2.127596	2.054869	-0.187124666666667	0.0126171539997159	0.220618657061666
chr1:82767000-83006998	chr1	82767000	83006998	chr1	82767000	83006998	255,255,0	1.917000	239998	1.916981	1.836152	1.800476	1.734594	1.713201	1.724276	-0.127179333333334	0.0286218087585634	0.273793340961267
chr19:38412000-38792998	chr19	38412000	38792998	chr19	38412000	38792998	255,255,0	2.315000	380998	2.225135	2.295231	2.279259	2.378863	2.489602	2.410687	0.159842333333333	0.0133031911326393	0.221651683139482
chr10:69444000-69656998	chr10	69444000	69656998	chr10	69444000	69656998	255,255,0	2.514000	212998	2.645911	2.473151	2.465157	2.513924	2.634090	2.494344	0.0193796666666663	0.784230394728163	0.907013055499738
chr4:46140000-46193998	chr4	46140000	46193998	chr4	46140000	46193998	255,255,0	1.744000	53998	1.744155	1.399955	1.512726	1.602361	1.503329	1.452845	-0.032767	0.737538026514385	0.884669249618623
chr10:11352000-12650998	chr10	11352000	12650998	chr10	11352000	12650998	255,255,0	2.096000	1298998	2.272825	2.130553	2.089840	2.329871	2.367882	2.323587	0.176040666666666	0.0200560024141216	0.251689445076583
chr1:134469000-134630998	chr1	134469000	134630998	chr1	134469000	134630998	255,255,0	1.867000	161998	1.598411	1.645456	1.534150	1.718967	1.867016	1.666894	0.158286666666667	0.0461159329464395	0.305333532991086
chr17:68874000-69113998	chr17	68874000	69113998	chr17	68874000	69113998	255,255,0	2.676000	239998	2.675989	2.729756	2.609955	2.864094	2.926462	2.703721	0.159525666666666	0.0563034532622397	0.326213444852719
chr10:93030000-93584998	chr10	93030000	93584998	chr10	93030000	93584998	255,255,0	2.245000	554998	2.345067	2.305434	2.245239	2.375245	2.439133	2.305031	0.074556333333333	0.201132505621041	0.507592087148073
chr10:29079000-30545998	chr10	29079000	30545998	chr10	29079000	30545998	255,255,0	1.922000	1466998	1.751484	1.740139	1.705445	1.910460	1.928828	1.921994	0.188071333333333	0.00205575193894006	0.183027531489495
chrX:59175000-59618998	chrX	59175000	59618998	chrX	59175000	59618998	255,255,0	1.768000	443998	1.752842	1.757410	1.768390	1.725041	1.787785	1.936115	0.0567663333333332	0.385553337056913	0.669304272121967
chr12:111075000-111320998	chr12	111075000	111320998	chr12	111075000	111320998	255,255,0	1.635000	245998	1.609975	1.626244	1.576150	1.583694	1.635224	1.539048	-0.0181343333333337	0.692550718675171	0.857973111228872
chr3:121299000-121511998	chr3	121299000	121511998	chr3	121299000	121511998	255,255,0	2.164000	212998	1.976452	1.988421	1.988643	2.039959	2.163670	2.043646	0.0979196666666662	0.0854335857584485	0.373942274602551
chr2:79365000-79505998	chr2	79365000	79505998	chr2	79365000	79505998	255,255,0	2.666000	140998	2.684988	2.730413	2.659994	2.570410	2.666444	2.431285	-0.135752000000001	0.0836120560361075	0.371477776384891
chr11:75774000-75977998	chr11	75774000	75977998	chr11	75774000	75977998	255,255,0	2.237000	203998	2.310655	2.236634	2.114136	2.157058	2.211189	2.146153	-0.0490083333333336	0.441281169242077	0.706176551813276
chr7:139695000-139874998	chr7	139695000	139874998	chr7	139695000	139874998	255,255,0	2.348000	179998	2.249637	2.358237	2.342383	2.331493	2.492852	2.330371	0.0681529999999997	0.30810248254209	0.600074552627174
chr14:55761000-55934998	chr14	55761000	55934998	chr14	55761000	55934998	255,255,0	1.836000	173998	2.053182	1.816657	1.903119	1.951911	1.949382	1.825656	-0.0153363333333335	0.839601083519047	0.931877892769448
chr12:99078000-99887998	chr12	99078000	99887998	chr12	99078000	99887998	255,255,0	2.950000	809998	2.979400	2.913328	2.905638	2.943529	2.937024	2.753130	-0.0548943333333335	0.418189061826213	0.691517769831834
chr7:111027000-112016998	chr7	111027000	112016998	chr7	111027000	112016998	255,255,0	2.503000	989998	2.510993	2.458291	2.500552	2.560787	2.572238	2.502424	0.055204333333333	0.23289917898567	0.536012599968858
chr12:59229000-61175998	chr12	59229000	61175998	chr12	59229000	61175998	255,255,0	1.769000	1946998	1.771152	1.712227	1.717594	1.764495	1.788797	1.730201	0.0275066666666664	0.5289404330596	0.766249418351091
chr13:58281000-58391998	chr13	58281000	58391998	chr13	58281000	58391998	255,255,0	2.075000	110998	1.855374	2.075435	1.871887	1.794660	1.972824	1.766527	-0.089561666666667	0.320240492512122	0.608799268599151
chr1:111858000-112382998	chr1	111858000	112382998	chr1	111858000	112382998	255,255,0	1.866000	524998	1.809233	1.774451	1.757938	1.747785	1.866210	1.813805	0.0287259999999994	0.558918219415357	0.784092814052309
chr10:53856000-54569998	chr10	53856000	54569998	chr10	53856000	54569998	255,255,0	1.741000	713998	1.701275	1.706835	1.672636	1.687885	1.734269	1.668676	0.00336133333333312	0.935932343666561	0.977988388328069
chrX:74844000-74891998	chrX	74844000	74891998	chrX	74844000	74891998	255,255,0	2.078000	47998	1.045448	1.577566	2.077591	1.281841	1.582787	1.830579	-0.0017993333333337	0.994815437902225	1
chr2:30972000-31178998	chr2	30972000	31178998	chr2	30972000	31178998	255,255,0	2.227000	206998	2.226649	2.149751	2.071079	2.184501	2.138400	2.066246	-0.0194440000000003	0.744775366030003	0.888255933476352
chr3:137769000-138161998	chr3	137769000	138161998	chr3	137769000	138161998	255,255,0	2.633000	392998	2.630255	2.421727	2.408112	2.411067	2.595503	2.419222	-0.0114340000000001	0.893074238040741	0.957314860055695
chr13:112269000-112535998	chr13	112269000	112535998	chr13	112269000	112535998	255,255,0	2.674000	266998	2.643899	2.641022	2.516574	2.631516	2.820129	2.477496	0.0425486666666661	0.657581235379614	0.843759942468483
chr18:36804000-37895998	chr18	36804000	37895998	chr18	36804000	37895998	255,255,0	3.435000	1091998	3.560559	3.435176	3.309106	3.334260	3.186539	3.208153	-0.191963000000001	0.0426077604817743	0.301401818674767
chr7:34239000-34388998	chr7	34239000	34388998	chr7	34239000	34388998	255,255,0	2.565000	149998	2.435955	2.407426	2.343516	2.549791	2.531902	2.463738	0.119511333333333	0.0403631436832562	0.300063599201564
chr13:54105000-54242998	chr13	54105000	54242998	chr13	54105000	54242998	255,255,0	2.514000	137998	2.511276	2.509260	2.471878	2.462346	2.708278	2.484036	0.0540819999999999	0.47938969419238	0.728715517025724
chr13:12462000-12686998	chr13	12462000	12686998	chr13	12462000	12686998	255,255,0	3.180000	224998	3.349780	3.173543	3.106937	3.372632	3.481382	3.179742	0.134498666666666	0.208429981771336	0.514871920306262
chr5:104697000-105377998	chr5	104697000	105377998	chr5	104697000	105377998	255,255,0	2.032000	680998	2.016238	2.003580	1.950044	1.999704	2.079896	2.115668	0.0751353333333329	0.163378388074764	0.476955974217648
chr2:129894000-130064998	chr2	129894000	130064998	chr2	129894000	130064998	255,255,0	2.391000	170998	2.390545	2.613379	2.427410	2.452183	2.771097	2.518974	0.103639999999999	0.33676985597954	0.627318777114626
chr4:138447000-138566998	chr4	138447000	138566998	chr4	138447000	138566998	255,255,0	2.522000	119998	2.362035	2.521741	2.282217	2.250076	2.422203	2.224631	-0.0896943333333336	0.312165134456091	0.603995302881801
chr8:70998000-71045998	chr8	70998000	71045998	chr8	70998000	71045998	255,255,0	1.642000	47998	1.332450	1.384334	1.331837	1.357388	1.424599	1.641704	0.125023333333333	0.153786498207575	0.465480012520261
chr8:13779000-13892998	chr8	13779000	13892998	chr8	13779000	13892998	255,255,0	2.099000	113998	1.765141	1.908864	1.860730	1.869003	2.098881	1.975285	0.136144666666667	0.101492888454577	0.395095897367384
chr5:135228000-135293998	chr5	135228000	135293998	chr5	135228000	135293998	255,255,0	1.843000	65998	1.641637	1.843139	1.672496	1.876984	2.044517	1.751366	0.171864999999999	0.101320313425763	0.395095897367384
chr11:97890000-98015998	chr11	97890000	98015998	chr11	97890000	98015998	255,255,0	1.692000	125998	1.836043	1.726384	1.692638	1.691740	1.831219	1.651680	-0.026808666666667	0.694950876981484	0.859094187155451
chr13:62616000-62864998	chr13	62616000	62864998	chr13	62616000	62864998	255,255,0	2.060000	248998	1.741898	1.792055	1.670335	1.918234	2.033653	2.059560	0.269053	0.00256586513938014	0.183027531489495
chr18:22026000-22247998	chr18	22026000	22247998	chr18	22026000	22247998	255,255,0	1.784000	221998	1.684417	1.687541	1.702655	1.791178	1.784267	1.588520	0.0297839999999999	0.654516714606393	0.841711274228356
chr12:19548000-19976998	chr12	19548000	19976998	chr12	19548000	19976998	255,255,0	2.248000	428998	2.226844	2.177667	2.131811	2.266480	2.063259	2.238341	0.0105859999999998	0.875940159628773	0.94995696561211
chr4:73392000-73601998	chr4	73392000	73601998	chr4	73392000	73601998	255,255,0	1.877000	209998	1.876816	1.678008	1.618074	1.781403	1.585182	1.689441	-0.0389573333333336	0.657170539893174	0.843759942468483
chr14:50775000-51104998	chr14	50775000	51104998	chr14	50775000	51104998	255,255,0	2.832000	329998	3.024366	2.997785	2.832132	2.996311	3.039033	2.953959	0.0450066666666657	0.496095429832605	0.741412811751526
chr19:23256000-23543998	chr19	23256000	23543998	chr19	23256000	23543998	255,255,0	1.733000	287998	1.728434	1.753605	1.736189	1.718748	1.711357	1.710242	-0.0259603333333338	0.505319999719992	0.747214675022041
chr10:39162000-39530998	chr10	39162000	39530998	chr10	39162000	39530998	255,255,0	2.713000	368998	2.958507	2.702962	2.713180	2.894799	3.035868	2.831193	0.129070333333333	0.190868946442347	0.503489934179933
chr5:62121000-62201998	chr5	62121000	62201998	chr5	62121000	62201998	255,255,0	1.678000	80998	1.291122	1.554315	1.244740	1.470851	1.354285	1.415979	0.0503126666666665	0.585512057280482	0.799965269763025
chr4:58260000-58763998	chr4	58260000	58763998	chr4	58260000	58763998	255,255,0	2.777000	503998	2.602403	2.762836	2.701708	2.502350	2.771038	2.585292	-0.0694223333333333	0.420206598483685	0.693327479501958
chr18:4230000-4376998	chr18	4230000	4376998	chr18	4230000	4376998	255,255,0	3.645000	146998	3.183070	3.209639	3.050927	3.105600	3.644887	3.259576	0.188809	0.210880321709313	0.516281087081491
chr11:3201000-3932998	chr11	3201000	3932998	chr11	3201000	3932998	255,255,0	3.081000	731998	3.317954	3.133107	3.080814	2.940267	3.091525	2.906739	-0.197781333333334	0.0458135948970075	0.304960520461443
chr9:107682000-107741998	chr9	107682000	107741998	chr9	107682000	107741998	255,255,0	1.618000	59998	1.596859	1.617834	1.600792	1.739119	1.873067	1.649432	0.148711	0.0518844681132571	0.320439035682484
chr5:24669000-24788998	chr5	24669000	24788998	chr5	24669000	24788998	255,255,0	1.788000	119998	1.661141	1.829010	1.787533	1.731956	1.771724	1.652516	-0.040496	0.524498952655242	0.761609647143203
chr5:113310000-113357998	chr5	113310000	113357998	chr5	113310000	113357998	255,255,0	1.631000	47998	1.487370	1.306760	1.375255	1.450310	1.462646	1.630941	0.124837333333333	0.126689498551643	0.434336977585252
chr14:106509000-108158998	chr14	106509000	108158998	chr14	106509000	108158998	255,255,0	1.660000	1649998	1.701597	1.671679	1.642373	1.660084	1.648488	1.655323	-0.0172513333333337	0.670856078204893	0.848580425733244
chr8:111936000-111995998	chr8	111936000	111995998	chr8	111936000	111995998	255,255,0	1.553000	59998	1.425187	1.479568	1.459253	1.498514	1.658175	1.425781	0.0728206666666665	0.308769600788642	0.600672798907743
chr15:77970000-78176998	chr15	77970000	78176998	chr15	77970000	78176998	255,255,0	2.518000	206998	2.564401	2.558935	2.464375	2.617510	2.696519	2.517860	0.0813926666666663	0.219819031426595	0.524300835565924
chr2:152685000-152840998	chr2	152685000	152840998	chr2	152685000	152840998	255,255,0	4.038000	155998	4.037551	3.802411	3.498295	3.561135	3.860923	3.544689	-0.123836666666667	0.439954904762772	0.705573255846907
chr8:93006000-93494998	chr8	93006000	93494998	chr8	93006000	93494998	255,255,0	1.937000	488998	1.901617	1.928579	1.874455	2.111514	2.143256	2.032908	0.194342333333333	0.00461918740429703	0.183027531489495
chr3:89781000-89864998	chr3	89781000	89864998	chr3	89781000	89864998	255,255,0	2.052000	83998	1.965543	2.098025	1.889917	2.041579	2.144080	1.962029	0.0647343333333331	0.404616236812542	0.681881508292839
chr7:59217000-59420998	chr7	59217000	59420998	chr7	59217000	59420998	255,255,0	1.661000	203998	1.661322	1.659810	1.619274	1.702677	1.759183	1.814282	0.111912	0.0458638202349755	0.304960520461443
chr6:81960000-82709998	chr6	81960000	82709998	chr6	81960000	82709998	255,255,0	2.616000	749998	2.539852	2.462959	2.446477	2.616346	2.633385	2.559257	0.1199	0.0378276871682976	0.292945520950956
chr16:95202000-95345998	chr16	95202000	95345998	chr16	95202000	95345998	255,255,0	2.455000	143998	2.454584	2.328741	2.236395	2.359406	2.459199	2.337933	0.0456059999999995	0.525193354571294	0.761609647143203
chr4:88032000-88310998	chr4	88032000	88310998	chr4	88032000	88310998	255,255,0	2.552000	278998	2.836932	2.551676	2.426313	2.546094	2.642353	2.431836	-0.0648793333333334	0.582839211737271	0.79837392421018
chr6:133017000-133889998	chr6	133017000	133889998	chr6	133017000	133889998	255,255,0	1.763000	872998	1.745431	1.701392	1.746874	1.803894	1.686765	1.633693	-0.023115	0.686631602569029	0.855349566527972
chr11:96369000-96545998	chr11	96369000	96545998	chr11	96369000	96545998	255,255,0	1.578000	176998	1.397991	1.513230	1.370390	1.422302	1.577868	1.429153	0.0492373333333333	0.466984379080897	0.721430911884211
chr4:16209000-17852998	chr4	16209000	17852998	chr4	16209000	17852998	255,255,0	1.589000	1643998	1.588742	1.443954	1.458068	1.601731	1.581110	1.593270	0.0951156666666665	0.109594387109175	0.407706889022693
chr5:37155000-37292998	chr5	37155000	37292998	chr5	37155000	37292998	255,255,0	1.706000	137998	1.725838	1.687677	1.668019	1.705996	1.760253	1.658275	0.0143299999999998	0.760140030519839	0.895855681299278
chr5:148314000-148802998	chr5	148314000	148802998	chr5	148314000	148802998	255,255,0	2.627000	488998	2.619054	2.550537	2.492206	2.451042	2.563372	2.456842	-0.0635136666666669	0.283616820110828	0.578999627392907
chr14:72528000-73100998	chr14	72528000	73100998	chr14	72528000	73100998	255,255,0	2.016000	572998	1.989814	2.034403	2.037766	2.190881	2.376821	2.218230	0.241316333333333	0.00550576480064365	0.193675576762778
chr14:54459000-54518998	chr14	54459000	54518998	chr14	54459000	54518998	255,255,0	1.603000	59998	1.603447	1.384121	1.432875	1.338092	1.426221	1.358223	-0.0993023333333336	0.183532284885157	0.499460105149121
chr2:37344000-39236998	chr2	37344000	39236998	chr2	37344000	39236998	255,255,0	3.954000	1892998	4.163351	4.138208	4.154810	4.001294	3.836616	3.776229	-0.280743333333334	0.00383402615558598	0.183027531489495
chr13:60831000-62414998	chr13	60831000	62414998	chr13	60831000	62414998	255,255,0	1.738000	1583998	1.729895	1.563520	1.520627	1.530758	1.577613	1.594790	-0.0369603333333335	0.580157131187728	0.79743691198351
chr16:82665000-82715998	chr16	82665000	82715998	chr16	82665000	82715998	255,255,0	1.684000	50998	1.408621	1.423256	1.683858	1.498610	1.362792	1.418613	-0.0785733333333336	0.386107581050021	0.669304272121967
chr6:127131000-127454998	chr6	127131000	127454998	chr6	127131000	127454998	255,255,0	2.309000	323998	2.218318	2.260190	2.167899	2.308662	2.401287	2.184205	0.0825823333333331	0.24468719060108	0.547739161297916
chr8:110874000-110981998	chr8	110874000	110981998	chr8	110874000	110981998	255,255,0	2.254000	107998	2.062071	2.166811	2.086276	2.230099	2.376880	2.248451	0.180090666666667	0.0173074493414848	0.244281217055383
chr19:5160000-5285998	chr19	5160000	5285998	chr19	5160000	5285998	255,255,0	1.545000	125998	1.437262	1.432955	1.455203	1.454556	1.477432	1.545131	0.0505663333333332	0.274740298337445	0.572579760240048
chr15:82800000-83123998	chr15	82800000	83123998	chr15	82800000	83123998	255,255,0	2.426000	323998	2.534910	2.478949	2.395547	2.507662	2.605307	2.529639	0.0777339999999995	0.19212949496657	0.503544322608711
chr6:128850000-129260998	chr6	128850000	129260998	chr6	128850000	129260998	255,255,0	1.823000	410998	1.823458	1.753785	1.763933	1.821447	1.805044	1.722000	0.00243833333333299	0.959979201893493	0.986104976756308
chr1:121578000-123083998	chr1	121578000	123083998	chr1	121578000	123083998	255,255,0	1.832000	1505998	1.753565	1.781603	1.831562	1.843364	1.861480	1.837722	0.0586119999999999	0.197388296539215	0.505795283153756
chr1:32160000-33656998	chr1	32160000	33656998	chr1	32160000	33656998	255,255,0	1.879000	1496998	1.864668	1.875858	1.897997	1.995072	1.955738	1.904865	0.072384	0.134296251288941	0.44462891920243
chr11:119298000-119492998	chr11	119298000	119492998	chr11	119298000	119492998	255,255,0	2.112000	194998	2.008532	1.974917	1.985078	2.093909	2.112202	2.029859	0.0891476666666664	0.0740213250359191	0.359865640826305
chr12:5139000-5381998	chr12	5139000	5381998	chr12	5139000	5381998	255,255,0	1.962000	242998	1.923727	1.857660	1.830322	1.970960	2.014899	1.958531	0.110893666666666	0.0433419713901839	0.302894015835604
chr18:60579000-60686998	chr18	60579000	60686998	chr18	60579000	60686998	255,255,0	1.982000	107998	2.012631	2.024781	1.911772	1.981782	1.969421	1.851103	-0.0489593333333335	0.414983213137992	0.689549548565731
chr8:49686000-49832998	chr8	49686000	49832998	chr8	49686000	49832998	255,255,0	2.755000	146998	1.561870	1.863179	1.777285	2.573400	2.942525	2.755443	1.02301133333333	6.81751040629438e-05	0.102623918079027
chr14:105309000-106511998	chr14	105309000	106511998	chr14	105309000	106511998	255,255,0	2.674000	1202998	2.674440	2.572403	2.548741	2.496957	2.469574	2.419350	-0.136567666666667	0.0323825124053245	0.284406408631155
chr10:118155000-118220998	chr10	118155000	118220998	chr10	118155000	118220998	255,255,0	1.974000	65998	2.043965	1.968600	1.973585	1.846063	1.813406	2.042362	-0.0947730000000003	0.216870802290323	0.521748440222996
chr16:81192000-82535998	chr16	81192000	82535998	chr16	81192000	82535998	255,255,0	1.655000	1343998	1.597531	1.617403	1.537813	1.629700	1.693091	1.652477	0.0741736666666665	0.133826556116894	0.44442666530204
chr8:65133000-66449998	chr8	65133000	66449998	chr8	65133000	66449998	255,255,0	2.949000	1316998	2.604631	2.481181	2.485385	2.682143	2.948988	2.724525	0.261486333333333	0.0156812861049304	0.237794517444561
chr8:11952000-12614998	chr8	11952000	12614998	chr8	11952000	12614998	255,255,0	2.823000	662998	2.869264	2.823248	2.754781	2.908771	2.899089	2.836488	0.0656849999999995	0.216839367137439	0.521748440222996
chr1:131094000-131279998	chr1	131094000	131279998	chr1	131094000	131279998	255,255,0	2.040000	185998	2.230245	2.098049	1.994356	2.022970	2.068083	1.995006	-0.0788636666666672	0.278178980786869	0.574914850796415
chr4:61965000-62027998	chr4	61965000	62027998	chr4	61965000	62027998	255,255,0	1.912000	62998	1.817693	1.863015	1.910512	1.674167	1.915850	1.594437	-0.135588666666667	0.163720141991167	0.476955974217648
chr8:45060000-45245998	chr8	45060000	45245998	chr8	45060000	45245998	255,255,0	2.889000	185998	2.888992	2.809486	2.776934	2.772934	3.217931	2.861396	0.125616333333333	0.314803402048021	0.606104063123875
chr5:121542000-121616998	chr5	121542000	121616998	chr5	121542000	121616998	255,255,0	1.508000	74998	1.440303	1.328815	1.462834	1.342928	1.433782	1.419683	-0.0118530000000004	0.831262457968167	0.929351512951025
chr13:92982000-93152998	chr13	92982000	93152998	chr13	92982000	93152998	255,255,0	1.631000	170998	1.504979	1.475186	1.422156	1.471632	1.630620	1.408742	0.0362243333333329	0.600877035617614	0.809536087841578
chr8:126924000-126977998	chr8	126924000	126977998	chr8	126924000	126977998	255,255,0	1.714000	53998	1.713937	1.799177	1.610067	1.589560	1.851069	1.595786	-0.0289220000000003	0.751843167530056	0.893056768995426
chr7:127764000-127937998	chr7	127764000	127937998	chr7	127764000	127937998	255,255,0	1.809000	173998	1.808998	1.694192	1.701883	1.671132	1.729774	1.618821	-0.0617820000000005	0.282788576357205	0.578847132396086
chr10:64746000-66743998	chr10	64746000	66743998	chr10	64746000	66743998	255,255,0	1.628000	1997998	1.660531	1.627712	1.571971	1.622493	1.646974	1.625748	0.0116669999999999	0.789738749532907	0.910091098780731
chr14:73560000-74726998	chr14	73560000	74726998	chr14	73560000	74726998	255,255,0	2.563000	1166998	2.595320	2.499046	2.563063	2.797679	2.882552	2.813042	0.278614666666666	0.000767494757326056	0.155861168585197
chr8:58548000-60473998	chr8	58548000	60473998	chr8	58548000	60473998	255,255,0	1.747000	1925998	1.870485	1.677887	1.676080	1.634739	1.746990	1.694184	-0.0495130000000003	0.486453256650178	0.73529663552706
chr2:109698000-109883998	chr2	109698000	109883998	chr2	109698000	109883998	255,255,0	1.887000	185998	1.949431	1.886581	1.745000	1.932989	2.023402	1.959439	0.111606	0.123826808313765	0.43205696746996
chr17:49932000-50252998	chr17	49932000	50252998	chr17	49932000	50252998	255,255,0	3.467000	320998	3.535145	3.481699	3.407898	3.536241	3.623680	3.456166	0.0637816666666667	0.32439665307383	0.612855423118319
chr5:30699000-30794998	chr5	30699000	30794998	chr5	30699000	30794998	255,255,0	2.456000	95998	2.526651	2.483386	2.303457	2.401703	2.665897	2.456363	0.0701563333333334	0.464076580122244	0.71956221763482
chr8:104139000-104228998	chr8	104139000	104228998	chr8	104139000	104228998	255,255,0	1.765000	89998	1.554423	1.619649	1.585249	1.765238	1.866942	1.635346	0.169401666666667	0.0382606189325337	0.293975721396927
chr13:35991000-37403998	chr13	35991000	37403998	chr13	35991000	37403998	255,255,0	2.729000	1412998	2.759096	2.729021	2.634250	2.620975	2.671927	2.568678	-0.0869290000000003	0.143031681662444	0.454415830789133
chr7:99612000-99716998	chr7	99612000	99716998	chr7	99612000	99716998	255,255,0	2.669000	104998	2.375054	2.668718	2.001893	2.009666	2.081491	2.104586	-0.283307333333334	0.116814393633809	0.418895443467703
chr17:21642000-21755998	chr17	21642000	21755998	chr17	21642000	21755998	255,255,0	1.583000	113998	1.583495	1.627671	1.691487	1.620882	1.762683	1.583020	0.0213106666666663	0.738753098681255	0.884867115002655
chr5:62241000-62300998	chr5	62241000	62300998	chr5	62241000	62300998	255,255,0	1.627000	59998	1.441213	1.244408	1.428704	1.626962	1.419966	1.475819	0.136140666666667	0.128750556762761	0.436260693386155
chr9:122412000-122732998	chr9	122412000	122732998	chr9	122412000	122732998	255,255,0	2.025000	320998	2.025118	2.009485	2.017314	2.067474	2.175643	2.088809	0.0933363333333332	0.0781549358390532	0.366732462090512
chr8:94941000-95009998	chr8	94941000	95009998	chr8	94941000	95009998	255,255,0	1.936000	68998	2.161026	2.112254	1.935670	1.893350	2.128132	1.780535	-0.135644333333334	0.231941936153816	0.534956178345845
chr3:131562000-132719998	chr3	131562000	132719998	chr3	131562000	132719998	255,255,0	1.948000	1157998	2.055124	1.948247	1.906036	1.934969	1.985874	1.923931	-0.0215443333333339	0.694107313127969	0.858667204828882
chr2:93468000-93824998	chr2	93468000	93824998	chr2	93468000	93824998	255,255,0	2.314000	356998	2.387033	2.370381	2.313572	2.512636	2.570544	2.410864	0.141019333333333	0.0379152060587631	0.292945520950956
chr1:77928000-78485998	chr1	77928000	78485998	chr1	77928000	78485998	255,255,0	2.627000	557998	2.608483	2.505381	2.498840	2.600120	2.710542	2.653600	0.117186	0.0618212439609499	0.335443496875206
chr5:138075000-138662998	chr5	138075000	138662998	chr5	138075000	138662998	255,255,0	2.269000	587998	2.204881	2.074633	2.059736	2.201055	2.269260	2.158431	0.0964986666666666	0.13770334116253	0.447557496638243
chr7:141474000-141530998	chr7	141474000	141530998	chr7	141474000	141530998	255,255,0	2.310000	56998	2.151628	2.144541	2.091211	2.101676	2.310410	2.139118	0.0546079999999997	0.422124642200529	0.694718997870401
chr10:125649000-126896998	chr10	125649000	126896998	chr10	125649000	126896998	255,255,0	2.335000	1247998	2.185958	2.340824	2.329651	2.404597	2.353944	2.294016	0.0653746666666661	0.305914645691004	0.597169204944852
chr5:36672000-36743998	chr5	36672000	36743998	chr5	36672000	36743998	255,255,0	2.345000	71998	2.528633	2.262303	2.119769	2.214992	2.400958	2.345335	0.0168599999999998	0.88213193659157	0.951897615668471
chr5:32316000-32468998	chr5	32316000	32468998	chr5	32316000	32468998	255,255,0	2.202000	152998	2.105036	1.995113	2.003806	2.092199	2.201840	2.029673	0.0732523333333328	0.266095143509034	0.567413602921738
