chr1	x1	x2	chr2	y1	y2	DMSO_merge	4hr_merge	24hr_merge
chr5	142320000	142330000	chr5	142540000	142550000	0.0824464	0.03938895	0.04046586
chr5	111750000	111760000	chr5	112140000	112150000	0.05291977	0.0225788	0.02711681
chr5	57890000	57900000	chr5	58440000	58450000	0.0675645	0.02685207	0.02567979
chr5	10700000	10710000	chr5	10850000	10860000	0.0595356	0.02949971	0.02406506
chr5	160430000	160440000	chr5	160500000	160510000	0.06970037	0.04081414	0.03375666
chr5	131160000	131170000	chr5	131410000	131420000	0.05747866	0.01289668	0.01484662
chr5	54740000	54750000	chr5	54830000	54840000	0.0781073	0.06728466	0.0648586
chr5	34520000	34530000	chr5	34710000	34720000	0.0770598	0.05017801	0.04095193
chr5	34480000	34490000	chr5	34650000	34660000	0.05612653	0.02352161	0.02893558
chr5	127890000	127900000	chr5	128080000	128090000	0.05712439	0.02359846	0.02442985
chr5	32710000	32720000	chr5	32780000	32790000	0.0876792	0.0712814	0.07173096
chr5	67240000	67250000	chr5	67390000	67400000	0.05336312	0.03341209	0.0264956
chr5	110750000	110760000	chr5	111100000	111110000	0.0918412	0.02293507	0.0208416999999999
chr5	123420000	123430000	chr5	123510000	123520000	0.0751617	0.0374014899999999	0.04100975
chr5	10460000	10470000	chr5	10550000	10560000	0.111092	0.0913433	0.1001988
chr5	96220000	96230000	chr5	96320000	96330000	0.0792914	0.05154689	0.04886104
chr5	52950000	52960000	chr5	53040000	53050000	0.0926357	0.0446880699999999	0.03694185
chr5	110760000	110770000	chr5	111060000	111070000	0.0735035	0.03120004	0.02973345
chr5	103390000	103400000	chr5	103470000	103480000	0.0844645	0.0613296	0.05038883
chr5	135940000	135950000	chr5	136050000	136060000	0.1073822	0.05082199	0.0372278
chr5	149380000	149390000	chr5	149430000	149440000	0.1728318999999999	0.1317706	0.1415418
chr5	137370000	137380000	chr5	137490000	137500000	0.089771	0.0510508899999999	0.04997504
chr5	132420000	132430000	chr5	132490000	132500000	0.5760354	0.3659262	0.3214938
chr5	132380000	132390000	chr5	132490000	132500000	0.300305	0.1624482	0.11599786
chr5	134430000	134440000	chr5	134520000	134530000	0.110227	0.06145694	0.06433315
chr5	126350000	126360000	chr5	126420000	126430000	0.08761623	0.0804312	0.07566731
chr5	143310000	143320000	chr5	143390000	143400000	0.0743767	0.0493051699999999	0.04810528
chr5	159150000	159160000	chr5	159310000	159320000	0.06302372	0.02411377	0.01907521
chr5	157560000	157570000	chr5	157710000	157720000	0.083393	0.0492708399999999	0.0541176
chr5	170220000	170230000	chr5	170410000	170420000	0.22523901	0.17599773	0.0871421699999999
chr5	55960000	55970000	chr5	56190000	56200000	0.0984561	0.04435786	0.0456112
chr5	76620000	76630000	chr5	76710000	76720000	0.0775468	0.0499559	0.04888481
chr5	168980000	168990000	chr5	169570000	169580000	0.04158305	0.02269817	0.01466462
chr5	102580000	102590000	chr5	102790000	102800000	0.03474404	0.01318501	0.01312303
chr5	102780000	102790000	chr5	102970000	102980000	0.05232721	0.01611562	0.0160698
chr5	82100000	82110000	chr5	82220000	82230000	0.03908904	0.03323714	0.0339846
chr5	127750000	127760000	chr5	127870000	127880000	0.07020482	0.04042904	0.03184871
chr5	9230000	9240000	chr5	9540000	9550000	0.03838964	0.01732774	0.01513817
chr5	96060000	96070000	chr5	96330000	96340000	0.04802624	0.02159748	0.02368264
chr5	146660000	146670000	chr5	146770000	146780000	0.0718606	0.04360044	0.03777331
chr5	88140000	88150000	chr5	88260000	88270000	0.03996979	0.02435998	0.017840423
chr5	95860000	95870000	chr5	96060000	96070000	0.04450543	0.0280844	0.02669965
chr5	163560000	163570000	chr5	164000000	164010000	0.080533	0.04718896	0.0469107199999999
chr5	53960000	53970000	chr5	54210000	54220000	0.0537533	0.02106588	0.02132771
chr5	95860000	95870000	chr5	96250000	96260000	0.04587097	0.01940992	0.02096006
chr5	132230000	132240000	chr5	132360000	132370000	0.0656907	0.02670968	0.0189614299999999
chr5	8850000	8860000	chr5	9200000	9210000	0.04530326	0.03051328	0.0280504099999999
chr5	36170000	36180000	chr5	36300000	36310000	0.04068961	0.02237522	0.01514491
chr5	143700000	143710000	chr5	143960000	143970000	0.04114607	0.01815587	0.01801444
chr5	31020000	31030000	chr5	31190000	31200000	0.1083919	0.0717514599999999	0.07113416
chr5	59030000	59040000	chr5	59170000	59180000	0.18270942	0.10972005	0.11032026
chr5	56900000	56910000	chr5	57270000	57280000	0.11415534	0.09348508	0.04125982
chr5	37830000	37840000	chr5	38190000	38200000	0.16588701	0.09869553	0.11826315
chr5	177110000	177120000	chr5	177260000	177270000	0.0994509	0.0444021199999999	0.0361523
chr5	59380000	59390000	chr5	59670000	59680000	0.10515584	0.05068594	0.04377946
chr5	136080000	136090000	chr5	136210000	136220000	0.04612703	0.0285606	0.01387364
chr5	73310000	73320000	chr5	73430000	73440000	0.0806445	0.04705087	0.0403882
chr5	103940000	103950000	chr5	104170000	104180000	0.04396501	0.02348746	0.02754975
chr5	34580000	34590000	chr5	34710000	34720000	0.0615522	0.06033853	0.05865514
chr5	168980000	168990000	chr5	169190000	169200000	0.04484503	0.02707353	0.02430211
chr5	95860000	95870000	chr5	96020000	96030000	0.10825953	0.10009011	0.0986508
chr5	15490000	15500000	chr5	15790000	15800000	0.04841089	0.01895746	0.01783151
chr5	37530000	37540000	chr5	37720000	37730000	0.0485878	0.019645584	0.02293524
chr5	9240000	9250000	chr5	9350000	9360000	0.05847852	0.04224451	0.03425465
chr5	143000000	143010000	chr5	143310000	143320000	0.04060006	0.02015369	0.01579526
chr5	13350000	13360000	chr5	13470000	13480000	0.03523088	0.03564995	0.02950214
chr5	143830000	143840000	chr5	144140000	144150000	0.04918841	0.01624984	0.01254599
chr5	123410000	123420000	chr5	123590000	123600000	0.05477808	0.01974424	0.01961036
chr5	55720000	55730000	chr5	55910000	55920000	0.1404406	0.0677864	0.0721678
chr5	30800000	30810000	chr5	31230000	31240000	0.04805958	0.01961564	0.01674144
chr5	96800000	96810000	chr5	96930000	96940000	0.04441999	0.03088478	0.02429114
chr5	93080000	93090000	chr5	93510000	93520000	0.03813416	0.01906727	0.01465742
chr5	66810000	66820000	chr5	66950000	66960000	0.04634984	0.02061843	0.01569251
chr5	57490000	57500000	chr5	57810000	57820000	0.14702415	0.1175533199999999	0.10094649
chr5	113370000	113380000	chr5	113600000	113610000	0.08329412	0.05709202	0.0304499599999999
chr5	73210000	73220000	chr5	73360000	73370000	0.06720991	0.02959946	0.02808247
chr5	176410000	176420000	chr5	176530000	176540000	0.085236	0.04864766	0.04211247
chr5	92310000	92320000	chr5	92500000	92510000	0.0480902	0.04409424	0.056557
chr5	66810000	66820000	chr5	67140000	67150000	0.04914926	0.00889357	0.003812073
chr5	108150000	108160000	chr5	108340000	108350000	0.0389759499999999	0.01977047	0.01967755
chr5	174040000	174050000	chr5	174310000	174320000	0.11715276	0.07271448	0.07156428
chr5	142150000	142160000	chr5	142320000	142330000	0.05895933	0.02319991	0.02350485
chr5	50570000	50580000	chr5	50740000	50750000	0.0552367899999999	0.0373808	0.02410127
chr5	173290000	173295000	chr5	173570000	173575000	0.16479639	0.11896545	0.05199297
chr5	164045000	164050000	chr5	164475000	164480000	0.05093074	0.0343701	0.03409324
chr5	159155000	159160000	chr5	159205000	159210000	0.0576131099999999	0.03749277	0.0380037899999999
chr5	55990000	55995000	chr5	56180000	56185000	0.04901623	0.02674675	0.03007797
chr5	34485000	34490000	chr5	34895000	34900000	0.18702704	0.12291846	0.05705628
chr5	137655000	137660000	chr5	137740000	137745000	0.0919897	0.0635316	0.0638892
chr5	129770000	129775000	chr5	129850000	129855000	0.1513548	0.1182939	0.10183827
chr5	138460000	138465000	chr5	138500000	138505000	0.1171558	0.0468499	0.060335
chr5	150460000	150465000	chr5	150540000	150545000	0.1144826999999999	0.07189208	0.05022377
chr5	39420000	39425000	chr5	39545000	39550000	0.07459774	0.027686	0.03792776
chr5	72365000	72370000	chr5	72520000	72525000	0.0888369	0.0521941999999999	0.04715631
chr5	115635000	115640000	chr5	115830000	115835000	0.14494712	0.09921562	0.11143076
chr5	157250000	157255000	chr5	157310000	157315000	0.0836385	0.03564489	0.0301366299999999
chr5	52785000	52790000	chr5	52915000	52920000	0.05246157	0.01483489	0.02153155
chr5	141700000	141705000	chr5	141810000	141815000	0.0940679	0.05722341	0.04767232
chr5	14155000	14160000	chr5	14265000	14270000	0.0634629	0.02583957	0.02064666
chr5	52945000	52950000	chr5	53095000	53100000	0.06455693	0.02020972	0.01800976
chr5	68285000	68290000	chr5	68460000	68465000	0.06571485	0.02438064	0.02730355
chr5	14725000	14730000	chr5	15010000	15015000	0.2313171	0.2179287	0.1533144
chr5	153520000	153525000	chr5	153625000	153630000	0.04368823	0.03811249	0.02979095
chr5	157600000	157605000	chr5	157710000	157715000	0.14214114	0.13285404	0.12541731
chr5	65200000	65205000	chr5	65480000	65485000	0.09728226	0.05401998	0.0545445
chr5	140250000	140255000	chr5	140290000	140295000	0.0994341	0.0761211	0.0704863
chr5	81505000	81510000	chr5	81745000	81750000	0.091145	0.04496132	0.04280158
chr5	172765000	172770000	chr5	172865000	172870000	0.0859338	0.05360611	0.04167779
chr5	14035000	14040000	chr5	14140000	14145000	0.05376424	0.03440639	0.02853452
chr5	133110000	133115000	chr5	133285000	133290000	0.1695408	0.1160577	0.11262674
chr5	57175000	57180000	chr5	57215000	57220000	0.0894277	0.06198461	0.05287762
chr5	113335000	113340000	chr5	113505000	113510000	0.0783558	0.04037337	0.03305073
chr5	54940000	54945000	chr5	55145000	55150000	0.1772188	0.10906528	0.130993
chr5	72135000	72140000	chr5	72245000	72250000	0.05418285	0.02524612	0.01593624
chr5	149450000	149455000	chr5	149485000	149490000	0.1123234999999999	0.05469121	0.07411043
chr5	151445000	151450000	chr5	151495000	151500000	0.1628246	0.13845836	0.1541268
chr5	79020000	79025000	chr5	79130000	79135000	0.2133846	0.1915215	0.14547174
chr5	148735000	148740000	chr5	149035000	149040000	0.0575077499999999	0.01521201	0.00792772
chr5	41705000	41710000	chr5	41840000	41845000	0.164239	0.06524516	0.07211494
chr5	64145000	64150000	chr5	64205000	64210000	0.2531886	0.19321128	0.20088891
chr5	172770000	172775000	chr5	172900000	172905000	0.0815597999999999	0.04534452	0.04303871
chr5	132065000	132070000	chr5	132130000	132135000	0.15502756	0.10301264	0.11631436
chr5	141700000	141705000	chr5	141875000	141880000	0.0977396	0.04609456	0.04429693
chr5	14185000	14190000	chr5	14265000	14270000	0.07074699	0.04419461	0.04838415
chr5	54515000	54520000	chr5	54845000	54850000	0.1007903	0.06126597	0.06103274
chr5	96610000	96615000	chr5	96685000	96690000	0.0993492	0.0597636	0.06518003
chr5	95640000	95645000	chr5	95845000	95850000	0.1576798	0.10845592	0.0624089799999999
chr5	14035000	14040000	chr5	14105000	14110000	0.10957896	0.09925326	0.07815362
chr5	96625000	96630000	chr5	96660000	96665000	0.0954888	0.07030008	0.0761092
chr5	35775000	35780000	chr5	35920000	35925000	0.1560986	0.10780556	0.12474286
chr5	141420000	141425000	chr5	141475000	141480000	0.06700872	0.0592442299999999	0.05767821
chr5	115310000	115315000	chr5	115585000	115590000	0.081096	0.01899969	0.03131334
chr5	172715000	172720000	chr5	172930000	172935000	0.122628	0.0500579	0.02745029
chr5	57440000	57445000	chr5	57485000	57490000	0.0835609	0.0752680999999999	0.06884401
chr5	150125000	150130000	chr5	150215000	150220000	0.1031445	0.04508637	0.03171795
chr5	115375000	115380000	chr5	115540000	115545000	0.04902068	0.02112747	0.0257532899999999
chr5	39445000	39450000	chr5	39515000	39520000	0.0661954	0.05355569	0.0447565999999999
chr5	134300000	134305000	chr5	134585000	134590000	0.188566	0.08624772	0.0149949219999999
chr5	52985000	52990000	chr5	53040000	53045000	0.0657135	0.03221353	0.02629913
chr5	16930000	16935000	chr5	17185000	17190000	0.05292988	0.01907084	0.01570931
chr5	108260000	108265000	chr5	108340000	108345000	0.0630701999999999	0.03461806	0.04173994
chr5	142150000	142155000	chr5	142545000	142550000	0.06672969	0.010253301	0.008448224
chr5	147855000	147860000	chr5	147935000	147940000	0.2163846	0.1769367	0.1782693
chr5	98105000	98110000	chr5	98310000	98315000	0.19286592	0.19719261	0.14424051
chr5	75510000	75515000	chr5	75565000	75570000	0.05403093	0.04092036	0.03041945
chr5	53360000	53365000	chr5	53425000	53430000	0.0658494	0.05275223	0.04683146
chr5	18465000	18470000	chr5	18695000	18700000	0.23521305	0.15534351	0.17438457
chr5	59505000	59510000	chr5	59660000	59665000	0.0974373	0.0608425	0.06045549
chr5	134525000	134530000	chr5	134575000	134580000	0.07453925	0.0429539399999999	0.038068
chr5	151120000	151125000	chr5	151160000	151165000	0.096096	0.03347749	0.0445261599999999
chr5	134040000	134045000	chr5	134135000	134140000	0.1186632	0.03015079	0.02478331
chr5	91100000	91105000	chr5	91385000	91390000	0.0654374	0.03009897	0.01732581
chr5	54310000	54315000	chr5	54415000	54420000	0.11950344	0.07769332	0.07222438
chr5	35645000	35650000	chr5	35925000	35930000	0.14163636	0.06992396	0.07998806
chr5	145830000	145835000	chr5	145885000	145890000	0.0367134	0.0202327699999999	0.02267823
chr5	39145000	39150000	chr5	39280000	39285000	0.1268466	0.06608244	0.08851392
chr5	33890000	33895000	chr5	33930000	33935000	0.0774105	0.07122997	0.0660341899999999
chr5	22890000	22895000	chr5	23135000	23140000	0.0842566	0.04500934	0.05861184
chr5	177390000	177395000	chr5	177455000	177460000	0.1724502	0.1464328	0.10219866
chr5	149440000	149445000	chr5	149560000	149565000	0.183801	0.13066404	0.14826568
chr5	121965000	121970000	chr5	122095000	122100000	0.0791273399999999	0.03058347	0.02630694
chr5	128210000	128215000	chr5	128495000	128500000	0.13868588	0.06449726	0.077713
chr5	142610000	142615000	chr5	142655000	142660000	0.2461646	0.1264256	0.13427156
chr5	135885000	135890000	chr5	136080000	136085000	0.2567814	0.209592	0.10663164
chr5	141420000	141425000	chr5	141525000	141530000	0.0927270999999999	0.02176017	0.02520519
chr5	141415000	141420000	chr5	141555000	141560000	0.1028393	0.01788049	0.011711996
chr5	141475000	141480000	chr5	141520000	141525000	0.0704745	0.03102577	0.03007049
chr5	98905000	98910000	chr5	99030000	99035000	0.0830836	0.02567979	0.03226251
chr5	16485000	16490000	chr5	16550000	16555000	0.3924453	0.2893749	0.2700006
chr5	137630000	137635000	chr5	137740000	137745000	0.1139782	0.09156757	0.0865003
chr5	169700000	169705000	chr5	169980000	169985000	0.0727855	0.02654301	0.0143631
chr5	39215000	39220000	chr5	39280000	39285000	0.1614852	0.1578598	0.1784328
chr5	149035000	149040000	chr5	149110000	149115000	0.0710222	0.04494411	0.0500570199999999
chr5	150160000	150165000	chr5	150215000	150220000	0.3086358	0.3854289	0.4959252
chr5	76865000	76870000	chr5	77015000	77020000	0.2943201	0.25697115	0.3153129
chr5	173330000	173335000	chr5	173455000	173460000	0.1574006	0.151096	0.1225436199999999
chr5	157365000	157370000	chr5	157470000	157475000	0.0781005	0.03137729	0.02971975
chr5	148910000	148915000	chr5	149000000	149005000	0.06185813	0.04287054	0.04407521
chr5	142825000	142830000	chr5	142870000	142875000	0.06566824	0.07285479	0.06036315
chr5	39375000	39380000	chr5	39545000	39550000	0.201573	0.09628022	0.07308708
chr5	142770000	142775000	chr5	142870000	142875000	0.0844281	0.05272631	0.0557835599999999
chr5	96535000	96540000	chr5	96570000	96575000	0.08427229	0.06189319	0.05377964
chr5	111155000	111160000	chr5	111275000	111280000	0.06493999	0.04175286	0.04137199
chr5	31365000	31370000	chr5	31405000	31410000	0.0723169	0.05736582	0.0589506999999999
chr5	16790000	16795000	chr5	17185000	17190000	0.06416667	0.01918814	0.013359262
chr5	149125000	149130000	chr5	149265000	149270000	0.0891203999999999	0.04635344	0.02538801
chr5	67160000	67165000	chr5	67205000	67210000	0.0805861	0.04937069	0.05672516
chr5	14035000	14040000	chr5	14265000	14270000	0.14132754	0.08983449	0.07834854
chr5	103805000	103810000	chr5	104175000	104180000	0.1804376999999999	0.10109466	0.10593495
chr5	148735000	148740000	chr5	149000000	149005000	0.06380721	0.02021792	0.01124974
chr5	140070000	140075000	chr5	140155000	140160000	0.2285016	0.13422586	0.07534036
chr5	54905000	54910000	chr5	55150000	55155000	0.1099927	0.05465162	0.03944914
chr5	96345000	96350000	chr5	96600000	96605000	0.1999848	0.09091706	0.09175574
chr5	94965000	94970000	chr5	95235000	95240000	0.21700335	0.08977854	0.07359
chr5	138075000	138080000	chr5	138130000	138135000	0.5139042	0.3907353	0.4301919
chr5	103230000	103235000	chr5	103475000	103480000	0.2690682	0.17243991	0.2029191
chr5	151050000	151055000	chr5	151115000	151120000	0.1141206	0.03706963	0.0287157
chr5	150560000	150565000	chr5	150655000	150660000	0.1268403	0.05471388	0.03000758
chr5	142715000	142720000	chr5	142885000	142890000	0.2982018	0.2014842	0.2081082
chr5	149140000	149145000	chr5	149210000	149215000	0.0957784	0.04193149	0.03702901
chr5	173615000	173620000	chr5	173970000	173975000	0.34422651	0.26864589	0.2649418799999999
chr5	122090000	122095000	chr5	122155000	122160000	0.2284575	0.2257341	0.2605809
chr5	172475000	172480000	chr5	172695000	172700000	0.3652518	0.20893485	0.20194686
chr5	10450000	10455000	chr5	10625000	10630000	0.3528552	0.18979458	0.2171979
chr5	149635000	149640000	chr5	149825000	149830000	0.3680619	0.2241826499999999	0.1835573999999999
chr5	140240000	140245000	chr5	140350000	140355000	0.352803	0.165367	0.11273226
chr5	126350000	126355000	chr5	126535000	126540000	0.0979923	0.03948399	0.0389115899999999
chr5	135465000	135470000	chr5	135550000	135555000	0.3500872	0.2249267999999999	0.2143038
chr5	149835000	149840000	chr5	149985000	149990000	0.1206559	0.07317807	0.05404175
chr5	147450000	147455000	chr5	147555000	147560000	0.1995958	0.13194344	0.11233466
chr5	147885000	147890000	chr5	147930000	147935000	0.255179	0.1896026	0.2007458
chr5	170100000	170105000	chr5	170180000	170185000	0.2719688	0.2145982	0.2415222
chr5	149835000	149840000	chr5	149960000	149965000	0.3609216	0.17669574	0.18239415
chr5	142610000	142615000	chr5	142695000	142700000	0.3391527	0.2444808	0.21722949
chr5	142655000	142660000	chr5	142695000	142700000	0.5417613	0.3973581	0.4966317
chr5	151655000	151660000	chr5	151740000	151745000	0.3808146	0.19262526	0.19160667
chr5	53260000	53265000	chr5	53430000	53435000	0.1977994	0.1153035199999999	0.07484198
chr5	73590000	73595000	chr5	73790000	73795000	0.1757528	0.05735722	0.05181316
chr5	76600000	76605000	chr5	76640000	76645000	0.3395052	0.265356	0.2452101
chr5	134180000	134185000	chr5	134290000	134295000	0.3139848	0.1532094	0.170309
chr5	95780000	95785000	chr5	95845000	95850000	0.1024823	0.04681175	0.05376983
chr5	139785000	139790000	chr5	139840000	139845000	0.3952788	0.3084816	0.2868354
chr5	139420000	139425000	chr5	139515000	139520000	0.3700263	0.320577	0.30024582
chr5	90435000	90440000	chr5	90530000	90535000	0.11952948	0.05970868	0.08229996
chr5	57295000	57300000	chr5	58460000	58465000	0.09494226	0.0611598999999999	0.0141834759999999
chr5	72065000	72070000	chr5	72105000	72110000	0.05063867	0.04055582	0.03578177
chr5	135940000	135945000	chr5	136080000	136085000	0.1843095	0.1317711	0.13617372
chr5	149895000	149900000	chr5	149960000	149965000	0.05897345	0.0423947	0.0436224
chr5	90470000	90475000	chr5	90525000	90530000	0.0651582	0.04495593	0.0400447
chr5	36415000	36420000	chr5	36500000	36505000	0.2404719	0.20120178	0.2198796
chr5	76715000	76720000	chr5	76765000	76770000	0.06855861	0.05645576	0.05331591
chr5	13985000	13990000	chr5	14265000	14270000	0.04469278	0.01524651	0.01467338
chr5	115885000	115890000	chr5	116065000	116070000	0.05748776	0.02940545	0.04271102
chr5	139645000	139650000	chr5	139695000	139700000	0.0818694	0.0376215	0.027075311
chr5	115375000	115380000	chr5	115585000	115590000	0.04705697	0.01078786	0.0151595999999999
chr5	80090000	80095000	chr5	80305000	80310000	0.2743301999999999	0.21267528	0.19238748
chr5	32485000	32490000	chr5	32610000	32615000	0.13919776	0.10911778	0.0911421799999999
chr5	76600000	76605000	chr5	76770000	76775000	0.1864924	0.10271938	0.09389832
chr5	96880000	96885000	chr5	96930000	96935000	0.0724447	0.04474274	0.04851144
chr5	73375000	73380000	chr5	73430000	73435000	0.1828582	0.11455852	0.13075108
chr5	72410000	72415000	chr5	72520000	72525000	0.0714366	0.05258272	0.04620075
chr5	54440000	54445000	chr5	54490000	54495000	0.09955268	0.06128127	0.08197234
chr5	6630000	6635000	chr5	6745000	6750000	0.06762148	0.02291161	0.02830379
chr5	36260000	36265000	chr5	36305000	36310000	0.1392046	0.1211276	0.13539538
chr5	148445000	148450000	chr5	148725000	148730000	0.0551055099999999	0.0196408	0.01572313
chr5	147225000	147230000	chr5	147365000	147370000	0.0947322999999999	0.0713227	0.0611186
chr5	146540000	146545000	chr5	146965000	146970000	0.09810792	0.06717408	0.03463346
chr5	140295000	140300000	chr5	140345000	140350000	0.082231	0.0504281699999999	0.04123703
chr5	132065000	132070000	chr5	132175000	132180000	0.08150807	0.03864989	0.02848111
chr5	57300000	57305000	chr5	57430000	57435000	0.10617584	0.09863846	0.11868444
chr5	172105000	172110000	chr5	172185000	172190000	0.2731062	0.18608022	0.18653682
chr5	159915000	159920000	chr5	159985000	159990000	0.05158399	0.02741356	0.03247155
chr5	154070000	154075000	chr5	154175000	154180000	0.16311	0.1346588	0.1717316
chr5	148825000	148830000	chr5	148910000	148915000	0.05270929	0.02619623	0.0216629
chr5	95855000	95860000	chr5	96335000	96340000	0.04821621	0.01560884	0.0149167
chr5	57295000	57300000	chr5	57495000	57500000	0.05231288	0.0210462	0.02380209
chr5	24630000	24635000	chr5	25005000	25010000	0.12280767	0.07703223	0.07814625
chr5	127755000	127760000	chr5	128200000	128205000	0.09142072	0.0297087	0.01165193
chr5	59185000	59190000	chr5	59365000	59370000	0.11410416	0.07497376	0.05400836
chr5	172980000	172985000	chr5	173055000	173060000	0.0601818	0.03807505	0.04018747
chr5	160020000	160025000	chr5	160345000	160350000	0.0450294	0.007059852	0.003107524
chr5	129665000	129670000	chr5	129765000	129770000	0.10445244	0.08433974	0.0772524399999999
chr5	115095000	115100000	chr5	115245000	115250000	0.0697171	0.01016986	0.01755601
chr5	91280000	91285000	chr5	91380000	91385000	0.05623248	0.03506091	0.02667323
chr5	148735000	148740000	chr5	148950000	148955000	0.03626106	0.007003951	0.0075557839999999
chr5	52800000	52805000	chr5	52855000	52860000	0.04920143	0.02858953	0.02584207
chr5	13250000	13255000	chr5	13350000	13355000	0.03950923	0.0321957	0.02303986
chr5	154195000	154200000	chr5	154305000	154310000	0.04202715	0.01579959	0.0135352499999999
chr5	148735000	148740000	chr5	148825000	148830000	0.04587967	0.02957019	0.02750498
chr5	145700000	145705000	chr5	145810000	145815000	0.05555731	0.02464506	0.02447573
chr5	141580000	141585000	chr5	141625000	141630000	0.0890331	0.04623745	0.05107434
chr5	111550000	111555000	chr5	112145000	112150000	0.05251713	0.01490413	0.01276665
chr5	107385000	107390000	chr5	107465000	107470000	0.04127906	0.02490223	0.030856
chr5	74765000	74770000	chr5	74915000	74920000	0.10397218	0.05608568	0.07260854
chr5	74035000	74040000	chr5	74640000	74645000	0.05883856	0.03183129	0.01532655
chr5	72600000	72605000	chr5	72815000	72820000	0.04623311	0.02270266	0.02400952
chr5	157510000	157515000	chr5	157600000	157605000	0.03713929	0.0357868999999999	0.02890469
chr5	88140000	88145000	chr5	88680000	88685000	0.15492624	0.07657677	0.04572936
chr5	59670000	59675000	chr5	59800000	59805000	0.06160355	0.02590465	0.02823649
chr5	43230000	43235000	chr5	43300000	43305000	0.0824341	0.04430892	0.0525651399999999
chr5	34520000	34525000	chr5	34655000	34660000	0.0702118	0.03475774	0.02618591
chr5	16935000	16940000	chr5	16995000	17000000	0.0620798	0.03821561	0.04697469
chr5	91310000	91315000	chr5	91375000	91380000	0.07116828	0.04616362	0.04022971
chr5	84275000	84280000	chr5	84375000	84380000	0.05656378	0.02823347	0.02732534
chr5	54240000	54245000	chr5	54415000	54420000	0.11919116	0.05533876	0.0445282
chr5	16930000	16935000	chr5	17130000	17135000	0.05681361	0.02377224	0.02547314
chr5	6630000	6635000	chr5	6710000	6715000	0.06834601	0.03468109	0.03379333
chr5	173890000	173895000	chr5	173960000	173965000	0.05756181	0.0270295799999999	0.02942299
chr5	151445000	151450000	chr5	151650000	151655000	0.0975023399999999	0.0839107	0.0670516999999999
chr5	148735000	148740000	chr5	149110000	149115000	0.05291353	0.02087184	0.00951885
chr5	146300000	146305000	chr5	146425000	146430000	0.14867136	0.12025956	0.12519114
chr5	132960000	132965000	chr5	133050000	133055000	0.03579533	0.01676794	0.01439555
chr5	14035000	14040000	chr5	14185000	14190000	0.11550954	0.10040136	0.10810932
chr5	180780000	180785000	chr5	180860000	180865000	0.0550909299999999	0.0246173199999999	0.02172121
chr5	172715000	172720000	chr5	172765000	172770000	0.089178	0.05539836	0.06431503
chr5	140580000	140585000	chr5	140630000	140635000	0.0910103	0.0612865	0.0606456
chr5	137320000	137325000	chr5	137490000	137495000	0.06426644	0.0285195	0.03117992
chr5	112690000	112695000	chr5	112755000	112760000	0.06380603	0.03648221	0.02190989
chr5	95645000	95650000	chr5	95775000	95780000	0.05419271	0.0254749199999999	0.02147108
chr5	91105000	91110000	chr5	91215000	91220000	0.04067088	0.02038303	0.02396067
chr5	76640000	76645000	chr5	76770000	76775000	0.0789264	0.03426939	0.02428423
chr5	55935000	55940000	chr5	56200000	56205000	0.2885556	0.13773225	0.12847569
chr5	38840000	38845000	chr5	38920000	38925000	0.05163054	0.01928748	0.01583725
chr5	38665000	38670000	chr5	38805000	38810000	0.03892371	0.017734938	0.01315382
chr5	36260000	36265000	chr5	36395000	36400000	0.09358934	0.06057302	0.0605882
chr5	173455000	173460000	chr5	173570000	173575000	0.04347397	0.01839124	0.01908375
chr5	148825000	148830000	chr5	149000000	149005000	0.04017841	0.01514834	0.01566919
chr5	147095000	147100000	chr5	147185000	147190000	0.18912027	0.17421819	0.14039502
chr5	113375000	113380000	chr5	113505000	113510000	0.1151233	0.09674094	0.08732614
chr5	90865000	90870000	chr5	91095000	91100000	0.0394396	0.01101286	0.0148061599999999
chr5	35090000	35095000	chr5	35180000	35185000	0.12907994	0.07301046	0.08554074
chr5	147400000	147405000	chr5	147560000	147565000	0.05297776	0.02491254	0.01835891
chr5	142920000	142925000	chr5	143005000	143010000	0.0522855	0.03621375	0.02972959
chr5	141990000	141995000	chr5	142140000	142145000	0.075389	0.01849748	0.01147895
chr5	141690000	141695000	chr5	141960000	141965000	0.07319288	0.04966118	0.03111717
chr5	139635000	139640000	chr5	139760000	139765000	0.0722667	0.00607158	0.005562554
chr5	135205000	135210000	chr5	135330000	135335000	0.05563672	0.02121768	0.02182092
chr5	78905000	78910000	chr5	78960000	78965000	0.06165239	0.05071279	0.04015959
chr5	66805000	66810000	chr5	67205000	67210000	0.04422661	0.020224093	0.004568518
chr5	56270000	56275000	chr5	56835000	56840000	0.03903119	0.008297821	0.00786247
chr5	34520000	34525000	chr5	34585000	34590000	0.05676767	0.0467332	0.04853744
chr5	8755000	8760000	chr5	9205000	9210000	0.04559256	0.0128709899999999	0.01430601
chr5	168985000	168990000	chr5	169300000	169305000	0.10634808	0.04373934	0.05056296
chr5	160200000	160205000	chr5	160345000	160350000	0.1459986399999999	0.12729362	0.1398448
chr5	138220000	138225000	chr5	138285000	138290000	0.0693283	0.06729353	0.07145567
chr5	132755000	132760000	chr5	132815000	132820000	0.0806196999999999	0.04712639	0.05581235
chr5	122195000	122200000	chr5	122415000	122420000	0.05329541	0.03917303	0.03255226
