#rep1_rep2_merge_0 Stitched Peaks
#Created from /pbld/raidix/home/tpopay/GEO_data/Kang2020/interphase_H3K27ac_rep_june24/rep_merge/ROSE/TSS-2500_stitch-12500/rep1_rep2_merge_0_12.5KB_STITCHED_TSS_DISTAL_REGION_MAP.txt
#Ranked by rep1_rep2.interphase.H3K27ac.merge.bam
#Using cutoff of 13708.555 for Super-Stitched Peaks
#Created on Jul 05 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	rep1_rep2.interphase.H3K27ac.merge.bam	rep1_rep2.interphase.input.merge.bam	stitchedPeakRank	isSuper
2_rep1_rep2_merge_0.001_peak_23996_lociStitched	chr15	42427124	42428200	2	708	517.556	127.0756	17866	0
2_rep1_rep2_merge_0.001_peak_39345_lociStitched	chr2	165113933	165114883	2	624	510.91	120.555	17867	0
2_rep1_rep2_merge_0.001_peak_4752_lociStitched	chr1	166925452	166926379	2	685	469.989	79.722	17868	0
2_rep1_rep2_merge_0.001_peak_50604_lociStitched	chr3	168721836	168722768	2	723	496.5696	106.3412	17869	0
rep1_rep2_merge_0.001_peak_16458	chr12	52179128	52179938	1	811	434.484	44.307	17870	0
2_rep1_rep2_merge_0.001_peak_57219_lociStitched	chr5	56058185	56059129	2	779	513.4416	123.2864	17871	0
2_rep1_rep2_merge_0.001_peak_33207_lociStitched	chr19	6023089	6030194	2	828	814.9435	424.879	17872	0
2_rep1_rep2_merge_0.001_peak_63586_lociStitched	chr6	110590513	110591556	2	898	458.3985	68.4208	17873	0
2_rep1_rep2_merge_0.001_peak_54402_lociStitched	chr4	130210605	130211566	2	734	445.1352	55.1614	17874	0
2_rep1_rep2_merge_0.001_peak_72742_lociStitched	chr8	133320445	133321507	2	886	486.5022	96.5358	17875	0
2_rep1_rep2_merge_0.001_peak_17852_lociStitched	chr12	93415752	93416742	2	768	488.268	98.406	17876	0
2_rep1_rep2_merge_0.001_peak_40171_lociStitched	chr2	194825998	194826862	2	570	531.1872	141.3504	17877	0
1_rep1_rep2_merge_0.001_peak_61722_lociStitched	chr6	27687476	27688165	1	690	425.2508	35.4146	17878	0
1_rep1_rep2_merge_0.001_peak_27137_lociStitched	chr16	56910179	56910810	1	632	426.9346	37.1028	17879	0
2_rep1_rep2_merge_0.001_peak_41982_lociStitched	chr20	3616070	3617031	2	708	433.411	43.6294	17880	0
2_rep1_rep2_merge_0.001_peak_49472_lociStitched	chr3	130036777	130038191	2	484	389.6984	0	17881	0
2_rep1_rep2_merge_0.001_peak_36431_lociStitched	chr2	43467679	43468628	2	706	525.6511	136.0866	17882	0
1_rep1_rep2_merge_0.001_peak_66776_lociStitched	chr7	50782460	50783203	1	744	429.1568	39.6762	17883	0
2_rep1_rep2_merge_0.001_peak_4204_lociStitched	chr1	151237795	151238946	2	811	486.7579	97.3746	17884	0
2_rep1_rep2_merge_0.001_peak_48762_lociStitched	chr3	111373650	111374520	2	667	449.877	60.726	17885	0
2_rep1_rep2_merge_0.001_peak_38845_lociStitched	chr2	147828841	147829800	2	680	506.352	117.2857	17886	0
2_rep1_rep2_merge_0.001_peak_31510_lociStitched	chr18	9048735	9049875	2	982	483.816	95.304	17887	0
1_rep1_rep2_merge_0.001_peak_77674_lociStitched	chrX	108397628	108398121	1	494	428.91	40.426	17888	0
2_rep1_rep2_merge_0.001_peak_53282_lociStitched	chr4	83509305	83516156	2	499	835.1369	446.6852	17889	0
1_rep1_rep2_merge_0.001_peak_48660_lociStitched	chr3	106810576	106811383	1	808	475.1616	86.7525	17890	0
2_rep1_rep2_merge_0.001_peak_36897_lociStitched	chr2	55810823	55811672	2	727	470.346	82.1832	17891	0
2_rep1_rep2_merge_0.001_peak_9899_lociStitched	chr10	92100997	92101997	2	681	471.8	83.8	17892	0
rep1_rep2_merge_0.001_peak_41701	chr2	237424216	237424924	1	709	473.298	85.314	17893	0
1_rep1_rep2_merge_0.001_peak_50183_lociStitched	chr3	152853445	152853893	1	449	457.4976	69.7984	17894	0
1_rep1_rep2_merge_0.001_peak_9330_lociStitched	chr10	74822076	74822660	1	585	449.972	62.3128	17895	0
2_rep1_rep2_merge_0.001_peak_10683_lociStitched	chr10	110739363	110740225	2	616	451.3432	63.7018	17896	0
1_rep1_rep2_merge_0.001_peak_58610_lociStitched	chr5	108818272	108818812	1	541	445.5	57.942	17897	0
2_rep1_rep2_merge_0.001_peak_51282_lociStitched	chr3	189756471	189757454	2	764	466.0403	78.64	17898	0
1_rep1_rep2_merge_0.001_peak_58838_lociStitched	chr5	119411591	119412243	1	653	429.016	41.6628	17899	0
1_rep1_rep2_merge_0.001_peak_33311_lociStitched	chr19	8505727	8506343	1	617	397.8744	10.5336	17900	0
2_rep1_rep2_merge_0.001_peak_13886_lociStitched	chr11	88357187	88358197	2	551	585.093	197.758	17901	0
1_rep1_rep2_merge_0.001_peak_74800_lociStitched	chr9	103574422	103575028	1	607	490.0722	102.7776	17902	0
2_rep1_rep2_merge_0.001_peak_63226_lociStitched	chr6	85515728	85516866	2	759	534.9738	147.7124	17903	0
1_rep1_rep2_merge_0.001_peak_57156_lociStitched	chr5	54807783	54808582	1	800	411.1654	23.97	17904	0
1_rep1_rep2_merge_0.001_peak_47507_lociStitched	chr3	52465498	52466145	1	648	427.3435	40.1787	17905	0
2_rep1_rep2_merge_0.001_peak_48601_lociStitched	chr3	105473081	105474125	2	724	521.8956	134.7804	17906	0
2_rep1_rep2_merge_0.001_peak_2421_lociStitched	chr1	59393329	59394172	2	774	506.5587	119.4531	17907	0
1_rep1_rep2_merge_0.001_peak_49542_lociStitched	chr3	133805842	133806444	1	603	446.5034	59.4776	17908	0
2_rep1_rep2_merge_0.001_peak_36994_lociStitched	chr2	60706420	60707373	2	751	531.9646	144.9513	17909	0
2_rep1_rep2_merge_0.001_peak_21245_lociStitched	chr14	21263881	21265110	2	741	566.2003	179.1882	17910	0
2_rep1_rep2_merge_0.001_peak_49670_lociStitched	chr3	139447770	139448706	2	678	431.4024	44.46	17911	0
2_rep1_rep2_merge_0.001_peak_14845_lociStitched	chr11	127521046	127522122	2	701	485.4912	98.5616	17912	0
2_rep1_rep2_merge_0.001_peak_66563_lociStitched	chr7	44679027	44680165	2	667	464.304	77.384	17913	0
1_rep1_rep2_merge_0.001_peak_70841_lociStitched	chr8	72106804	72107499	1	696	494.2145	107.3775	17914	0
1_rep1_rep2_merge_0.001_peak_23688_lociStitched	chr15	35271157	35271859	1	703	426.5352	39.7332	17915	0
2_rep1_rep2_merge_0.001_peak_34175_lociStitched	chr19	40006061	40006920	2	734	464.1177	77.3959	17916	0
2_rep1_rep2_merge_0.001_peak_76594_lociStitched	chrX	16633649	16634628	2	826	489.5	102.795	17917	0
1_rep1_rep2_merge_0.001_peak_47632_lociStitched	chr3	56851991	56852635	1	645	456.8536	70.196	17918	0
2_rep1_rep2_merge_0.001_peak_72237_lociStitched	chr8	123585706	123586871	2	943	522.386	135.839	17919	0
1_rep1_rep2_merge_0.001_peak_109_lociStitched	chr1	3613760	3614372	1	613	419.0364	32.6808	17920	0
2_rep1_rep2_merge_0.001_peak_57326_lociStitched	chr5	58294606	58295466	2	725	481.514	95.46	17921	0
2_rep1_rep2_merge_0.001_peak_21426_lociStitched	chr14	29929919	29930847	2	701	499.8208	113.9584	17922	0
1_rep1_rep2_merge_0.001_peak_43814_lociStitched	chr21	17139302	17139978	1	677	444.47	58.6768	17923	0
2_rep1_rep2_merge_0.001_peak_16380_lociStitched	chr12	50641673	50642538	2	757	478.9505	93.1605	17924	0
2_rep1_rep2_merge_0.001_peak_35631_lociStitched	chr2	24996610	24997485	2	787	450.45	64.6625	17925	0
2_rep1_rep2_merge_0.001_peak_40473_lociStitched	chr2	203717941	203718914	2	782	463.148	77.4508	17926	0
1_rep1_rep2_merge_0.001_peak_39752_lociStitched	chr2	178824639	178825394	1	756	467.647	81.993	17927	0
2_rep1_rep2_merge_0.001_peak_62704_lociStitched	chr6	54335475	54336545	2	642	488.99	103.469	17928	0
1_rep1_rep2_merge_0.001_peak_64759_lociStitched	chr6	147288057	147288606	1	550	425.2005	39.8025	17929	0
1_rep1_rep2_merge_0.001_peak_147_lociStitched	chr1	6686376	6687085	1	710	462.7643	77.4228	17930	0
2_rep1_rep2_merge_0.001_peak_74965_lociStitched	chr9	108868939	108870052	2	816	452.5458	67.2252	17931	0
2_rep1_rep2_merge_0.001_peak_18155_lociStitched	chr12	103909286	103910390	2	881	517.5552	132.2592	17932	0
2_rep1_rep2_merge_0.001_peak_32607_lociStitched	chr18	61882449	61883521	2	778	496.336	111.1664	17933	0
2_rep1_rep2_merge_0.001_peak_20234_lociStitched	chr13	68099499	68100220	2	555	495.0386	109.8804	17934	0
1_rep1_rep2_merge_0.001_peak_38775_lociStitched	chr2	144452506	144453215	1	710	430.2212	45.0924	17935	0
2_rep1_rep2_merge_0.001_peak_73219_lociStitched	chr9	12708303	12709240	2	636	505.1367	120.0297	17936	0
1_rep1_rep2_merge_0.001_peak_21575_lociStitched	chr14	35878917	35879526	1	610	437.871	52.8612	17937	0
1_rep1_rep2_merge_0.001_peak_37075_lociStitched	chr2	63814298	63814913	1	616	472.5045	87.5145	17938	0
1_rep1_rep2_merge_0.001_peak_76578_lociStitched	chrX	16320423	16320998	1	576	429.6975	44.735	17939	0
1_rep1_rep2_merge_0.001_peak_49277_lociStitched	chr3	125334821	125335559	1	739	483.759	98.892	17940	0
2_rep1_rep2_merge_0.001_peak_61426_lociStitched	chr6	17837981	17838916	2	771	460.6745	75.922	17941	0
1_rep1_rep2_merge_0.001_peak_45299_lociStitched	chr22	37817713	37818228	1	516	433.733	49.0795	17942	0
1_rep1_rep2_merge_0.001_peak_4968_lociStitched	chr1	173453761	173454743	1	983	499.7398	115.0904	17943	0
1_rep1_rep2_merge_0.001_peak_39412_lociStitched	chr2	168254906	168255475	1	570	483.8776	99.2336	17944	0
2_rep1_rep2_merge_0.001_peak_21149_lociStitched	chr13	113304755	113305931	2	747	465.5784	81.0264	17945	0
2_rep1_rep2_merge_0.001_peak_53500_lociStitched	chr4	93658854	93659964	2	509	513.708	129.759	17946	0
2_rep1_rep2_merge_0.001_peak_27364_lociStitched	chr16	67916477	67917960	2	610	463.7341	79.7854	17947	0
2_rep1_rep2_merge_0.001_peak_77483_lociStitched	chrX	86037226	86038405	2	843	478.5561	94.6737	17948	0
rep1_rep2_merge_0.001_peak_62901	chr6	71416671	71417297	1	627	405.8358	21.9726	17949	0
rep1_rep2_merge_0.001_peak_59908	chr5	148949965	148950595	1	631	469.917	86.121	17950	0
2_rep1_rep2_merge_0.001_peak_68655_lociStitched	chr7	132501435	132502819	2	764	422.2584	38.4752	17951	0
2_rep1_rep2_merge_0.001_peak_40652_lociStitched	chr2	209638057	209639090	2	676	476.0064	92.4535	17952	0
2_rep1_rep2_merge_0.001_peak_19315_lociStitched	chr13	28574398	28575660	2	710	514.1388	130.617	17953	0
2_rep1_rep2_merge_0.001_peak_65444_lociStitched	chr7	1192050	1192902	2	628	383.4852	0	17954	0
1_rep1_rep2_merge_0.001_peak_63121_lociStitched	chr6	80790520	80791122	1	603	438.9784	55.5044	17955	0
2_rep1_rep2_merge_0.001_peak_51127_lociStitched	chr3	185934544	185935804	2	586	524.412	140.994	17956	0
2_rep1_rep2_merge_0.001_peak_20549_lociStitched	chr13	83073752	83074815	2	659	477.9248	94.607	17957	0
2_rep1_rep2_merge_0.001_peak_14234_lociStitched	chr11	106423737	106424634	2	777	496.8483	113.5602	17958	0
2_rep1_rep2_merge_0.001_peak_43927_lociStitched	chr21	27909132	27910417	2	517	412.742	29.6835	17959	0
1_rep1_rep2_merge_0.001_peak_11102_lociStitched	chr10	124647558	124648477	1	920	434.2275	51.2802	17960	0
2_rep1_rep2_merge_0.001_peak_39175_lociStitched	chr2	159744702	159745566	2	756	464.832	81.9936	17961	0
rep1_rep2_merge_0.001_peak_16484	chr12	52288327	52288846	1	520	413.1759	30.3615	17962	0
1_rep1_rep2_merge_0.001_peak_52815_lociStitched	chr4	65538569	65539243	1	675	491.4808	108.7162	17963	0
1_rep1_rep2_merge_0.001_peak_32079_lociStitched	chr18	44536864	44537641	1	778	442.6569	60.0621	17964	0
1_rep1_rep2_merge_0.001_peak_63163_lociStitched	chr6	82818853	82819680	1	828	506.124	123.5538	17965	0
1_rep1_rep2_merge_0.001_peak_68172_lociStitched	chr7	114764615	114765322	1	708	422.1497	39.7334	17966	0
1_rep1_rep2_merge_0.001_peak_35852_lociStitched	chr2	28897253	28897873	1	621	502.572	120.218	17967	0
2_rep1_rep2_merge_0.001_peak_718_lociStitched	chr1	19066633	19067640	2	779	437.5415	55.385	17968	0
2_rep1_rep2_merge_0.001_peak_38841_lociStitched	chr2	147635956	147636739	2	640	491.5674	109.5417	17969	0
1_rep1_rep2_merge_0.001_peak_48884_lociStitched	chr3	113428030	113428602	1	573	458.172	76.2476	17970	0
rep1_rep2_merge_0.001_peak_29904	chr17	48617522	48618495	1	974	469.1806	87.3754	17971	0
1_rep1_rep2_merge_0.001_peak_23599_lociStitched	chr15	32743272	32744204	1	933	480.5392	98.792	17972	0
2_rep1_rep2_merge_0.001_peak_53041_lociStitched	chr4	75496614	75497481	2	736	459.4233	77.7699	17973	0
1_rep1_rep2_merge_0.001_peak_19048_lociStitched	chr12	127676871	127677671	1	801	476.48	95.04	17974	0
1_rep1_rep2_merge_0.001_peak_32066_lociStitched	chr18	43688561	43689165	1	605	480.784	99.358	17975	0
1_rep1_rep2_merge_0.001_peak_19973_lociStitched	chr13	49063249	49064060	1	812	460.5669	79.1536	17976	0
2_rep1_rep2_merge_0.001_peak_35221_lociStitched	chr2	10346873	10347821	2	735	412.2852	30.9048	17977	0
1_rep1_rep2_merge_0.001_peak_67094_lociStitched	chr7	75596992	75597581	1	590	422.4897	41.1122	17978	0
2_rep1_rep2_merge_0.001_peak_2495_lociStitched	chr1	62230509	62231512	2	592	484.3487	103.0081	17979	0
1_rep1_rep2_merge_0.001_peak_7361_lociStitched	chr1	246727622	246728450	1	829	470.8008	89.5896	17980	0
2_rep1_rep2_merge_0.001_peak_16069_lociStitched	chr12	43407717	43408644	2	622	526.7214	145.539	17981	0
1_rep1_rep2_merge_0.001_peak_53486_lociStitched	chr4	90854648	90855392	1	745	459.9408	78.7896	17982	0
2_rep1_rep2_merge_0.001_peak_58646_lociStitched	chr5	110624380	110625450	2	849	515.419	134.285	17983	0
1_rep1_rep2_merge_0.001_peak_32833_lociStitched	chr18	76490953	76491545	1	593	381.0112	0.296	17984	0
2_rep1_rep2_merge_0.001_peak_40757_lociStitched	chr2	215565541	215566587	2	745	459.2986	78.7638	17985	0
2_rep1_rep2_merge_0.001_peak_51726_lociStitched	chr4	6855878	6856617	2	632	485.0796	104.5685	17986	0
2_rep1_rep2_merge_0.001_peak_35602_lociStitched	chr2	23636806	23637653	2	685	406.2212	25.7488	17987	0
1_rep1_rep2_merge_0.001_peak_9918_lociStitched	chr10	92643939	92644668	1	730	510.8832	130.491	17988	0
2_rep1_rep2_merge_0.001_peak_33736_lociStitched	chr19	18045745	18046843	2	807	441.6156	61.2684	17989	0
1_rep1_rep2_merge_0.001_peak_65910_lociStitched	chr7	19537905	19538655	1	751	462.3	82.125	17990	0
1_rep1_rep2_merge_0.001_peak_2451_lociStitched	chr1	60574043	60574582	1	540	394.9792	14.8225	17991	0
2_rep1_rep2_merge_0.001_peak_2628_lociStitched	chr1	66295004	66301939	2	1143	1152.597	772.559	17992	0
1_rep1_rep2_merge_0.001_peak_58239_lociStitched	chr5	92505747	92506373	1	627	483.6476	103.916	17993	0
1_rep1_rep2_merge_0.001_peak_32626_lociStitched	chr18	62485923	62486535	1	613	431.8272	52.2036	17994	0
1_rep1_rep2_merge_0.001_peak_48412_lociStitched	chr3	99842775	99843395	1	621	435.922	56.358	17995	0
2_rep1_rep2_merge_0.001_peak_13335_lociStitched	chr11	70209616	70210668	2	750	454.1484	74.5868	17996	0
1_rep1_rep2_merge_0.001_peak_25209_lociStitched	chr15	74344853	74345735	1	883	452.5542	73.0296	17997	0
2_rep1_rep2_merge_0.001_peak_46916_lociStitched	chr3	39055787	39056789	2	580	531.3606	151.9032	17998	0
2_rep1_rep2_merge_0.001_peak_5899_lociStitched	chr1	204520724	204521782	2	615	512.1778	132.779	17999	0
2_rep1_rep2_merge_0.001_peak_54101_lociStitched	chr4	118397110	118397999	2	799	451.9676	72.6313	18000	0
1_rep1_rep2_merge_0.001_peak_70479_lociStitched	chr8	51841410	51842286	1	877	477.42	98.1996	18001	0
1_rep1_rep2_merge_0.001_peak_49862_lociStitched	chr3	145182266	145182940	1	675	488.0434	108.851	18002	0
2_rep1_rep2_merge_0.001_peak_58636_lociStitched	chr5	109938660	109939743	2	685	461.7912	82.6329	18003	0
1_rep1_rep2_merge_0.001_peak_18293_lociStitched	chr12	106342717	106343498	1	782	462.7425	83.6451	18004	0
2_rep1_rep2_merge_0.001_peak_73473_lociStitched	chr9	20611536	20612565	2	727	494.1258	115.0422	18005	0
2_rep1_rep2_merge_0.001_peak_77779_lociStitched	chrX	115892729	115893435	2	635	386.535	7.5542	18006	0
1_rep1_rep2_merge_0.001_peak_55446_lociStitched	chr4	169098472	169099374	1	903	451.3608	72.4306	18007	0
2_rep1_rep2_merge_0.001_peak_6766_lociStitched	chr1	226428847	226429967	2	548	413.28	34.496	18008	0
2_rep1_rep2_merge_0.001_peak_55750_lociStitched	chr4	180521006	180521816	2	532	485.433	106.677	18009	0
1_rep1_rep2_merge_0.001_peak_54420_lociStitched	chr4	132217206	132217910	1	705	436.7616	58.2208	18010	0
1_rep1_rep2_merge_0.001_peak_7747_lociStitched	chr10	14253408	14254362	1	955	469.1772	90.7254	18011	0
3_rep1_rep2_merge_0.001_peak_59041_lociStitched	chr5	127987558	127988709	3	949	496.4263	118.0926	18012	0
2_rep1_rep2_merge_0.001_peak_7083_lociStitched	chr1	237442948	237444149	2	697	517.8712	139.6763	18013	0
1_rep1_rep2_merge_0.001_peak_50910_lociStitched	chr3	178618426	178618992	1	567	477.1946	99.05	18014	0
3_rep1_rep2_merge_0.001_peak_55032_lociStitched	chr4	154626966	154643551	3	1278	2121.2215	1743.0835	18015	0
1_rep1_rep2_merge_0.001_peak_50668_lociStitched	chr3	170614221	170614722	1	502	426.2508	48.1962	18016	0
2_rep1_rep2_merge_0.001_peak_62688_lociStitched	chr6	53615387	53616365	2	667	459.5622	81.5652	18017	0
1_rep1_rep2_merge_0.001_peak_1256_lociStitched	chr1	28884501	28884975	1	475	405.3174	27.6342	18018	0
2_rep1_rep2_merge_0.001_peak_74811_lociStitched	chr9	104255658	104256798	2	636	455.316	77.862	18019	0
1_rep1_rep2_merge_0.001_peak_18467_lociStitched	chr12	110384197	110385059	1	863	471.1692	93.7856	18020	0
1_rep1_rep2_merge_0.001_peak_40133_lociStitched	chr2	191976571	191977256	1	686	459.224	81.926	18021	0
2_rep1_rep2_merge_0.001_peak_56820_lociStitched	chr5	37552624	37553684	2	785	499.578	122.536	18022	0
1_rep1_rep2_merge_0.001_peak_17836_lociStitched	chr12	93249350	93250141	1	792	442.0899	65.3366	18023	0
2_rep1_rep2_merge_0.001_peak_66395_lociStitched	chr7	40546465	40547435	2	777	497.61	121.056	18024	0
1_rep1_rep2_merge_0.001_peak_21876_lociStitched	chr14	51930587	51931260	1	674	413.5585	37.0823	18025	0
2_rep1_rep2_merge_0.001_peak_6496_lociStitched	chr1	219582012	219588153	2	695	1098.0108	721.5675	18026	0
2_rep1_rep2_merge_0.001_peak_33910_lociStitched	chr19	33473361	33474239	2	652	465.6034	89.2048	18027	0
2_rep1_rep2_merge_0.001_peak_72705_lociStitched	chr8	131946377	131947404	2	701	558.0718	181.8817	18028	0
1_rep1_rep2_merge_0.001_peak_19748_lociStitched	chr13	43866172	43866776	1	605	440.4972	64.326	18029	0
1_rep1_rep2_merge_0.001_peak_35639_lociStitched	chr2	25377085	25377692	1	608	409.1787	33.2029	18030	0
2_rep1_rep2_merge_0.001_peak_77506_lociStitched	chrX	97238331	97239443	2	880	501.0672	125.3224	18031	0
1_rep1_rep2_merge_0.001_peak_70968_lociStitched	chr8	79434047	79434850	1	804	513.8397	138.1963	18032	0
2_rep1_rep2_merge_0.001_peak_22128_lociStitched	chr14	58488417	58489222	2	746	494.5115	118.8985	18033	0
2_rep1_rep2_merge_0.001_peak_71782_lociStitched	chr8	112079297	112080160	2	640	452.8161	77.2385	18034	0
1_rep1_rep2_merge_0.001_peak_42599_lociStitched	chr20	32685835	32686434	1	600	398.2152	22.762	18035	0
1_rep1_rep2_merge_0.001_peak_52513_lociStitched	chr4	47510135	47510738	1	604	449.838	74.4102	18036	0
2_rep1_rep2_merge_0.001_peak_12821_lociStitched	chr11	61602611	61603903	2	673	454.0088	78.6828	18037	0
2_rep1_rep2_merge_0.001_peak_71787_lociStitched	chr8	112462844	112463645	2	699	473.3109	98.0424	18038	0
1_rep1_rep2_merge_0.001_peak_6794_lociStitched	chr1	226930503	226931184	1	682	413.367	38.136	18039	0
2_rep1_rep2_merge_0.001_peak_58874_lociStitched	chr5	120807875	120808851	2	639	588.528	213.3536	18040	0
2_rep1_rep2_merge_0.001_peak_9012_lociStitched	chr10	69160603	69161666	2	663	500.0352	124.9025	18041	0
2_rep1_rep2_merge_0.001_peak_28768_lociStitched	chr17	18849578	18850650	2	669	453.992	78.8992	18042	0
2_rep1_rep2_merge_0.001_peak_47616_lociStitched	chr3	55663093	55668450	2	604	751.5871	376.5971	18043	0
1_rep1_rep2_merge_0.001_peak_71602_lociStitched	chr8	104072696	104073338	1	643	501.9798	127.0518	18044	0
1_rep1_rep2_merge_0.001_peak_38962_lociStitched	chr2	152054910	152055553	1	644	427.595	52.7903	18045	0
2_rep1_rep2_merge_0.001_peak_1696_lociStitched	chr1	40036217	40037233	2	931	468.5792	94.0816	18046	0
1_rep1_rep2_merge_0.001_peak_57313_lociStitched	chr5	58002479	58003070	1	592	454.5381	80.1396	18047	0
3_rep1_rep2_merge_0.001_peak_37455_lociStitched	chr2	73593816	73603798	3	1183	1270.7086	896.3836	18048	0
1_rep1_rep2_merge_0.001_peak_42104_lociStitched	chr20	6955733	6956448	1	716	458.6725	84.37	18049	0
1_rep1_rep2_merge_0.001_peak_25296_lociStitched	chr15	75532605	75533443	1	839	417.4916	43.3246	18050	0
2_rep1_rep2_merge_0.001_peak_58044_lociStitched	chr5	83367436	83368401	2	658	455.7695	81.639	18051	0
1_rep1_rep2_merge_0.001_peak_34653_lociStitched	chr19	48107545	48107987	1	443	393.3358	19.3596	18052	0
2_rep1_rep2_merge_0.001_peak_3005_lociStitched	chr1	85244294	85245385	2	827	486.0405	112.1548	18053	0
1_rep1_rep2_merge_0.001_peak_42935_lociStitched	chr20	41427835	41428363	1	529	397.9008	24.024	18054	0
1_rep1_rep2_merge_0.001_peak_15848_lociStitched	chr12	27383455	27384118	1	664	416.7618	42.8961	18055	0
rep1_rep2_merge_0.001_peak_29017	chr17	31554652	31555340	1	689	418.648	44.7888	18056	0
1_rep1_rep2_merge_0.001_peak_21376_lociStitched	chr14	24861295	24861902	1	608	414.3989	40.5476	18057	0
2_rep1_rep2_merge_0.001_peak_20150_lociStitched	chr13	60139214	60140143	2	707	493.2061	119.3765	18058	0
2_rep1_rep2_merge_0.001_peak_63671_lociStitched	chr6	112357491	112358452	2	715	465.0279	91.1989	18059	0
2_rep1_rep2_merge_0.001_peak_20952_lociStitched	chr13	106318840	106319668	2	763	467.9028	94.1436	18060	0
2_rep1_rep2_merge_0.001_peak_59025_lociStitched	chr5	127371096	127372066	2	672	484.418	110.677	18061	0
1_rep1_rep2_merge_0.001_peak_72065_lociStitched	chr8	121016779	121017443	1	665	439.3024	65.6032	18062	0
2_rep1_rep2_merge_0.001_peak_36468_lociStitched	chr2	44715452	44716447	2	752	444.964	71.3415	18063	0
1_rep1_rep2_merge_0.001_peak_73279_lociStitched	chr9	14347263	14348274	1	1012	434.6289	61.0644	18064	0
2_rep1_rep2_merge_0.001_peak_48764_lociStitched	chr3	111534559	111535459	2	646	518.04	144.54	18065	0
1_rep1_rep2_merge_0.001_peak_18794_lociStitched	chr12	121839788	121840284	1	497	375.968	2.48	18066	0
1_rep1_rep2_merge_0.001_peak_50582_lociStitched	chr3	166456012	166456761	1	750	465.6533	92.2019	18067	0
1_rep1_rep2_merge_0.001_peak_54657_lociStitched	chr4	141906057	141906686	1	630	426.9652	53.7795	18068	0
rep1_rep2_merge_0.001_peak_53786	chr4	106327005	106327607	1	603	468.4162	95.2364	18069	0
1_rep1_rep2_merge_0.001_peak_64489_lociStitched	chr6	139839540	139840067	1	528	426.2376	53.1743	18070	0
2_rep1_rep2_merge_0.001_peak_9702_lociStitched	chr10	86657154	86658072	2	749	387.7632	14.7798	18071	0
2_rep1_rep2_merge_0.001_peak_1687_lociStitched	chr1	39866687	39867728	2	855	430.8699	57.9837	18072	0
2_rep1_rep2_merge_0.001_peak_55741_lociStitched	chr4	180159976	180160999	2	678	522.1392	149.2557	18073	0
2_rep1_rep2_merge_0.001_peak_77782_lociStitched	chrX	116240441	116246759	2	466	809.9676	437.2056	18074	0
2_rep1_rep2_merge_0.001_peak_19728_lociStitched	chr13	42211426	42212367	2	704	462.3133	89.5832	18075	0
1_rep1_rep2_merge_0.001_peak_24970_lociStitched	chr15	69074280	69074883	1	604	397.3167	24.6627	18076	0
2_rep1_rep2_merge_0.001_peak_56045_lociStitched	chr5	458584	459503	2	796	429.0811	56.5185	18077	0
2_rep1_rep2_merge_0.001_peak_48648_lociStitched	chr3	106687972	106688981	2	591	515.4981	142.9753	18078	0
1_rep1_rep2_merge_0.001_peak_53270_lociStitched	chr4	83170813	83171594	1	782	418.4598	46.0009	18079	0
1_rep1_rep2_merge_0.001_peak_73717_lociStitched	chr9	34185696	34186346	1	651	402.025	29.575	18080	0
2_rep1_rep2_merge_0.001_peak_62210_lociStitched	chr6	37369173	37370058	2	812	464.094	91.686	18081	0
1_rep1_rep2_merge_0.001_peak_54092_lociStitched	chr4	117664349	117664987	1	639	459.7428	87.4698	18082	0
1_rep1_rep2_merge_0.001_peak_57510_lociStitched	chr5	67426274	67427039	1	766	436.509	64.26	18083	0
2_rep1_rep2_merge_0.001_peak_49875_lociStitched	chr3	146217106	146218090	2	714	570.6216	198.3744	18084	0
2_rep1_rep2_merge_0.001_peak_14815_lociStitched	chr11	126546921	126547955	2	738	410.6014	38.3614	18085	0
3_rep1_rep2_merge_0.001_peak_3555_lociStitched	chr1	99557547	99566083	3	1061	1416.1224	1043.9528	18086	0
2_rep1_rep2_merge_0.001_peak_40759_lociStitched	chr2	215579604	215580597	2	671	517.353	145.2759	18087	0
2_rep1_rep2_merge_0.001_peak_70030_lociStitched	chr8	32553724	32554680	2	661	492.818	120.7428	18088	0
2_rep1_rep2_merge_0.001_peak_40516_lociStitched	chr2	204950426	204951512	2	798	478.0572	105.9936	18089	0
2_rep1_rep2_merge_0.001_peak_10952_lociStitched	chr10	119620160	119621093	2	859	460.7154	88.7283	18090	0
2_rep1_rep2_merge_0.001_peak_20183_lociStitched	chr13	64540119	64541189	2	679	555.009	183.077	18091	0
2_rep1_rep2_merge_0.001_peak_23460_lociStitched	chr14	105087038	105087753	2	650	371.8	0	18092	0
2_rep1_rep2_merge_0.001_peak_17497_lociStitched	chr12	80509752	80510624	2	726	502.6208	130.8872	18093	0
1_rep1_rep2_merge_0.001_peak_12009_lociStitched	chr11	23079029	23079759	1	731	446.979	75.263	18094	0
2_rep1_rep2_merge_0.001_peak_67462_lociStitched	chr7	90623661	90624703	2	857	460.3556	88.6742	18095	0
2_rep1_rep2_merge_0.001_peak_57997_lociStitched	chr5	82158792	82159802	2	784	489.648	117.968	18096	0
