seqnames	start	end	width	strand	Conc	Conc_mut	Conc_ctrl	Fold	p.value	FDR	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chrX	103465603	103466003	401	*	3.476986462	3.585500988	3.359641126	0.025084322	0.852093502	0.938962287	"Exon (ENSMUST00000127786.3/213742, exon 7 of 7)"	20	103460496	103467256	6761	2	213742	ENSMUST00000153883.3	1253	ENSMUSG00000086503	Xist	inactive X specific transcripts
chr3	66959657	66960057	401	*	3.316311313	3.238288099	3.390330525	-0.034780504	0.852121358	0.938962287	Distal Intergenic	3	66972780	66978447	5668	2	20429	ENSMUST00000162060.8	18390	ENSMUSG00000027833	Shox2	SHOX homeobox 2
chr19	34746699	34747099	401	*	3.87642673	3.90355183	3.848781844	0.038495707	0.852125472	0.938962287	Promoter	19	34668403	34747289	78887	2	240638	ENSMUST00000009522.3	190	ENSMUSG00000009378	Slc16a12	"solute carrier family 16 (monocarboxylic acid transporters), member 12"
chr7	16202949	16203349	401	*	3.467043294	3.430050329	3.503111367	-0.038914985	0.852203849	0.939016222	Promoter	7	16197147	16204201	7055	2	71723	ENSMUST00000128452.1	852	ENSMUSG00000006019	Dhx34	DExH-box helicase 34
chr17	27701602	27702002	401	*	3.568541498	3.523382668	3.612329578	-0.039043914	0.852222691	0.939016222	5' UTR	17	27704457	27708692	4236	1	23969	ENSMUST00000231350.1	-2455	ENSMUSG00000040276	Pacsin1	protein kinase C and casein kinase substrate in neurons 1
chr5	27696894	27697294	401	*	3.981365083	3.945395818	4.016459334	-0.038664624	0.852259064	0.939029705	"Exon (ENSMUST00000071500.12/13483, exon 17 of 26)"	5	27744085	27751295	7211	2	55982	ENSMUST00000197625.1	54001	ENSMUSG00000002221	Paxip1	PAX interacting (with transcription-activation domain) protein 1
chr15	76904761	76905161	401	*	2.917925909	2.967394061	2.866701149	0.039276195	0.852375306	0.939123848	Promoter	15	76904303	76905351	1049	1	26961	ENSMUST00000229591.1	458	ENSMUSG00000003970	Rpl8	ribosomal protein L8
chr1	91284281	91284681	401	*	3.387013874	3.42332109	3.349769301	0.03926435	0.852392786	0.939123848	"Exon (ENSMUST00000185697.1/ENSMUST00000185697.1, exon 1 of 1)"	1	91276111	91285391	9281	1	67921	ENSMUST00000185950.1	8170	ENSMUSG00000034343	Ube2f	ubiquitin-conjugating enzyme E2F (putative)
chr18	44489971	44490371	401	*	3.022005249	2.989630336	3.053669568	-0.039238794	0.852470463	0.939124109	"Intron (ENSMUST00000089874.8/328949, intron 8 of 18)"	18	44380527	44424969	44443	1	70640	ENSMUST00000025350.9	109444	ENSMUSG00000024472	Dcp2	decapping mRNA 2
chr17	35837672	35838072	401	*	2.822447375	2.863097313	2.780618778	0.038321573	0.85248468	0.939124109	Promoter	17	35835901	35838208	2308	2	22154	ENSMUST00000134978.2	136	ENSMUSG00000001525	Tubb5	"tubulin, beta 5 class I"
chrUn_JH584304	19126	19526	401	*	5.027645299	5.003904151	5.051002076	-0.0355987	0.852528817	0.939124109	Distal Intergenic	66	52190	59667	7478	2	66776	ENSMUST00000179505.7	40141	NA	Pisd-ps3	"phosphatidylserine decarboxylase, pseudogene 3"
chr1	89726270	89726670	401	*	3.405350654	3.374663776	3.435398379	-0.039200504	0.852569016	0.939124109	"Intron (ENSMUST00000027521.14/347722, intron 10 of 17)"	1	89650529	89683908	33380	2	74403	ENSMUST00000186098.6	-42362	NA	4933400F21Rik	RIKEN cDNA 4933400F21 gene
chr17	25298629	25299029	401	*	3.062522628	3.090456676	3.034037012	0.039213509	0.852591393	0.939124109	Promoter	17	25298394	25300165	1772	1	328780	ENSMUST00000037453.3	235	ENSMUSG00000056399	Prss34	serine protease 34
chr13	94703168	94703568	401	*	4.248299547	4.267692319	4.228642541	0.036999784	0.852614854	0.939124109	Distal Intergenic	13	94788910	94842922	54013	1	21371	ENSMUST00000046644.6	-85342	ENSMUSG00000042043	Tbca	tubulin cofactor A
chr13	66787336	66787736	401	*	5.034323726	5.008340218	5.059847528	-0.034572123	0.852626338	0.939124109	Distal Intergenic	13	66901061	66902786	1726	2	67530	ENSMUST00000174606.1	115050	ENSMUSG00000021520	Uqcrb	ubiquinol-cytochrome c reductase binding protein
chr19	21838194	21838594	401	*	3.660663299	3.620615468	3.699629401	-0.039056257	0.852641064	0.939124109	"Intron (ENSMUST00000096194.8/83921, intron 19 of 24)"	19	21778388	21807902	29515	1	83921	ENSMUST00000238079.1	59806	ENSMUSG00000024754	Cemip2	cell migration inducing hyaluronidase 2
chr7	122590090	122590490	401	*	3.844695535	3.803824435	3.884440597	-0.037946218	0.852688617	0.939124109	"Exon (ENSMUST00000143692.7/18751, exon 13 of 18)"	7	122599982	122628078	28097	1	18751	ENSMUST00000127910.1	-9492	ENSMUSG00000052889	Prkcb	"protein kinase C, beta"
chr6	121467359	121467759	401	*	3.608072612	3.568195516	3.64687706	-0.038978238	0.852693365	0.939124109	"Intron (ENSMUST00000129815.7/243621, intron 1 of 13)"	6	121372933	121473623	100691	2	243621	ENSMUST00000129815.7	5864	ENSMUSG00000040797	Iqsec3	IQ motif and Sec7 domain 3
chr6	29023686	29024086	401	*	3.847577987	3.800259831	3.893393341	-0.037900364	0.852707345	0.939124109	"Exon (ENSMUST00000164104.2/ENSMUST00000164104.2, exon 2 of 2)"	6	29022619	29022691	73	1	387237	ENSMUST00000083535.1	1067	ENSMUSG00000065469	Mir129-1	microRNA 129-1
chr7	131628940	131629340	401	*	3.527049567	3.48837819	3.564711363	-0.038948068	0.852711175	0.939124109	"Intron (ENSMUST00000124096.7/14183, intron 2 of 6)"	7	131560710	131571164	10455	1	12237	ENSMUST00000207442.1	68230	ENSMUSG00000066979	Bub3	BUB3 mitotic checkpoint protein
chr3	88587583	88587983	401	*	4.022988117	4.050569576	3.994869061	0.03699363	0.852730246	0.939124109	"Exon (ENSMUST00000195014.5/66256, exon 6 of 6)"	3	88579671	88588419	8749	1	66256	ENSMUST00000035785.8	7912	ENSMUSG00000041355	Ssr2	"signal sequence receptor, beta"
chr8	14633984	14634384	401	*	3.389734663	3.342464875	3.435504672	-0.03917826	0.852730967	0.939124109	"Intron (ENSMUST00000152652.7/244310, intron 3 of 14)"	8	14742753	14760902	18150	1	244310	ENSMUST00000137130.1	-108369	ENSMUSG00000047495	Dlgap2	DLG associated protein 2
chr4	43685850	43686250	401	*	3.315680444	3.335966802	3.295104757	0.038881102	0.852815799	0.939190949	"Exon (ENSMUST00000107865.8/242409, exon 9 of 13)"	4	43689690	43690496	807	1	242409	ENSMUST00000154112.1	-3440	ENSMUSG00000078716	Tmem8b	transmembrane protein 8B
chr10	5108017	5108417	401	*	3.901949009	3.862647834	3.940207893	-0.037654052	0.853008403	0.939376469	"Intron (ENSMUST00000215295.1/64009, intron 119 of 145)"	10	5131014	5142528	11515	2	64009	ENSMUST00000215021.1	34111	ENSMUSG00000096054	Syne1	"spectrin repeat containing, nuclear envelope 1"
chr4	83259341	83259741	401	*	3.760031563	3.781723679	3.738008303	0.038429863	0.853040554	0.939385286	"Exon (ENSMUST00000030205.13/69863, exon 7 of 7)"	4	83247613	83266039	18427	2	69863	ENSMUST00000146519.1	6298	ENSMUSG00000038172	Ttc39b	tetratricopeptide repeat domain 39B
chr8	14435701	14436101	401	*	3.49277801	3.524253477	3.460600493	0.039031326	0.853090748	0.939413969	"Intron (ENSMUST00000152652.7/244310, intron 2 of 14)"	8	14381996	14831758	449763	1	244310	ENSMUST00000141214.7	53705	ENSMUSG00000047495	Dlgap2	DLG associated protein 2
chr12	112473357	112473757	401	*	3.680870045	3.721003958	3.639587632	0.038024694	0.853137404	0.939432123	Distal Intergenic	12	112489448	112499927	10480	1	319942	ENSMUST00000057465.6	-15691	ENSMUSG00000043122	A530016L24Rik	RIKEN cDNA A530016L24 gene
chr15	96585286	96585686	401	*	3.499164031	3.467160762	3.530472753	-0.038775599	0.853155526	0.939432123	"Exon (ENSMUST00000088454.12/105727, exon 11 of 16)"	15	96578534	96579584	1051	2	105727	ENSMUST00000230607.1	-5702	ENSMUSG00000023169	Slc38a1	"solute carrier family 38, member 1"
chr7	119895810	119896210	401	*	3.724244884	3.696755511	3.751220249	-0.037477322	0.853237488	0.939486834	Promoter	7	119855806	119896125	40320	2	233805	ENSMUST00000207233.1	0	ENSMUSG00000048787	Dcun1d3	defective in cullin neddylation 1 domain containing 3
chr9	83991866	83992266	401	*	4.435957715	4.463523133	4.407855332	0.038212337	0.85325351	0.939486834	"Intron (ENSMUST00000190637.6/12040, intron 6 of 10)"	9	83948781	84124240	175460	1	12040	ENSMUST00000190166.6	43085	ENSMUSG00000032263	Bckdhb	"branched chain ketoacid dehydrogenase E1, beta polypeptide"
chr19	44303364	44303764	401	*	4.855358268	4.878310329	4.832035148	0.038242125	0.853359262	0.939576683	Promoter	19	44303171	44303231	61	1	100628619	ENSMUST00000175574.1	193	ENSMUSG00000093315	Mir5114	microRNA 5114
chr14	25477013	25477413	401	*	3.038291106	2.990724585	3.08433926	-0.038995854	0.853390458	0.93958444	"Intron (ENSMUST00000161766.7/328365, intron 1 of 2)"	14	25459292	25649574	190283	1	328365	ENSMUST00000159766.7	17721	ENSMUSG00000007817	Zmiz1	"zinc finger, MIZ-type containing 1"
chr16	22429421	22429821	401	*	3.016453631	2.951184297	3.078897466	-0.037869261	0.853449499	0.939612151	"Intron (ENSMUST00000079601.12/104156, intron 5 of 12)"	16	22381316	22436514	55199	2	104156	ENSMUST00000168774.7	6693	ENSMUSG00000013089	Etv5	ets variant 5
chr8	3603767	3604167	401	*	3.313623592	3.369535598	3.255457033	0.038611843	0.853495616	0.939612151	"Exon (ENSMUST00000057028.14/69697, exon 11 of 17)"	8	3602083	3609043	6961	1	69697	ENSMUST00000208064.1	1684	ENSMUSG00000044433	Camsap3	"calmodulin regulated spectrin-associated protein family, member 3"
chr1	191397327	191397727	401	*	4.613752493	4.580114477	4.646624038	-0.034270027	0.853496753	0.939612151	Promoter	1	191351975	191397041	45067	2	226849	ENSMUST00000067976.8	-286	ENSMUSG00000026626	Ppp2r5a	"protein phosphatase 2, regulatory subunit B', alpha"
chr7	101503828	101504228	401	*	3.739487809	3.672531156	3.803474288	-0.035830221	0.853549432	0.939612151	3' UTR	7	101501617	101502459	843	1	207728	ENSMUST00000209315.1	2211	ENSMUSG00000030653	Pde2a	"phosphodiesterase 2A, cGMP-stimulated"
chr18	12725396	12725796	401	*	3.341971922	3.375947342	3.307177046	0.038769776	0.853560066	0.939612151	"Intron (ENSMUST00000234255.1/72747, intron 8 of 13)"	18	12734705	12736830	2126	1	72747	ENSMUST00000143388.1	-8909	ENSMUSG00000024424	Ttc39c	tetratricopeptide repeat domain 39C
chr9	45807189	45807589	401	*	3.090256653	3.125449284	3.054184033	0.038943904	0.853571859	0.939612151	"Exon (ENSMUST00000213154.1/214552, exon 4 of 32)"	9	45766958	45803256	36299	2	214552	ENSMUST00000216284.1	-3933	ENSMUSG00000043987	Cep164	centrosomal protein 164
chr14	101375989	101376389	401	*	3.141836733	3.102581299	3.180052267	-0.038889763	0.853584687	0.939612151	Distal Intergenic	14	101442368	101463223	20856	2	210789	ENSMUST00000161304.1	86834	ENSMUSG00000033083	Tbc1d4	"TBC1 domain family, member 4"
chr10	80732618	80733018	401	*	4.747079712	4.765531139	4.728389239	0.036633921	0.853666784	0.939620852	"Exon (ENSMUST00000020420.8/11776, exon 2 of 31)"	10	80722913	80741971	19059	2	11776	ENSMUST00000219356.1	8953	ENSMUSG00000020198	Ap3d1	"adaptor-related protein complex 3, delta 1 subunit"
chr7	68221915	68222315	401	*	3.498089356	3.520923559	3.474887925	0.038837125	0.853674118	0.939620852	"Intron (ENSMUST00000005671.9/16001, intron 20 of 20)"	7	68211838	68226168	14331	1	16001	ENSMUST00000208871.1	10077	ENSMUSG00000005533	Igf1r	insulin-like growth factor I receptor
chr7	111122522	111122922	401	*	4.046717215	4.013004639	4.079659957	-0.0370183	0.853687314	0.939620852	Promoter	7	111083064	111122537	39474	2	75479	ENSMUST00000209597.1	0	ENSMUSG00000110424	Zbed5-ps	"zinc finger, BED type containing 5, pseudogene"
chr9	122861536	122861936	401	*	4.376875973	4.337230672	4.415460893	-0.03831388	0.853692116	0.939620852	Promoter	9	122851914	122862128	10215	2	235682	ENSMUST00000056467.7	192	ENSMUSG00000047036	Zfp445	zinc finger protein 445
chr7	120982190	120982590	401	*	4.155464664	4.114997671	4.194827477	-0.037545242	0.853766509	0.939620852	Promoter	7	120957036	120982312	25277	2	12585	ENSMUST00000033169.8	0	ENSMUSG00000030878	Cdr2	cerebellar degeneration-related 2
chr17	15185746	15186146	401	*	2.626587308	2.556655396	2.693285546	-0.035827682	0.853768204	0.939620852	Distal Intergenic	17	15231585	15240783	9199	2	328747	ENSMUST00000181658.1	54637	ENSMUSG00000097624	Gm5091	predicted gene 5091
chr16	21802979	21803379	401	*	3.520465487	3.471623857	3.567707613	-0.03811567	0.853778969	0.939620852	"Exon (ENSMUST00000181780.8/100043489, exon 5 of 5)"	16	21794392	21806130	11739	1	100043489	ENSMUST00000180830.2	8587	ENSMUSG00000097290	1300002E11Rik	RIKEN cDNA 1300002E11 gene
chr15	81811162	81811562	401	*	3.900784685	3.937870342	3.862720501	0.038840569	0.853785804	0.939620852	Promoter	15	81811414	81826698	15285	1	21685	ENSMUST00000023024.7	0	ENSMUSG00000022389	Tef	thyrotroph embryonic factor
chr12	76303892	76304292	401	*	3.901949365	3.939865759	3.863009507	0.037861687	0.85381907	0.939627214	"Exon (ENSMUST00000021443.6/108156, exon 21 of 28)"	12	76307066	76315101	8036	1	108156	ENSMUST00000220321.1	-2774	ENSMUSG00000021048	Mthfd1	"methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase"
chr2	147075553	147075953	401	*	4.087243895	4.11551309	4.058409683	0.036993051	0.853839889	0.939627214	"Intron (ENSMUST00000028921.5/24128, intron 29 of 29)"	2	147083316	147085445	2130	2	228731	ENSMUST00000067020.2	9492	ENSMUSG00000054160	Nkx2-4	NK2 homeobox 4
chr9	57450979	57451379	401	*	3.428685331	3.392311916	3.464164202	-0.038390725	0.853865825	0.939629177	"Exon (ENSMUST00000046587.7/56807, exon 3 of 7)"	9	57443611	57447392	3782	2	56807	ENSMUST00000215208.1	-3587	ENSMUSG00000040722	Scamp5	secretory carrier membrane protein 5
chr2	93718192	93718592	401	*	3.737993621	3.692488929	3.782106806	-0.037970802	0.85394138	0.939685741	"Intron (ENSMUST00000184931.7/14043, intron 11 of 11)"	2	93702956	93707318	4363	2	14043	ENSMUST00000132429.1	-10874	ENSMUSG00000027198	Ext2	exostosin glycosyltransferase 2
chrX	101884554	101884954	401	*	3.332694406	3.400636339	3.261394019	0.034488228	0.854067333	0.939771421	"Intron (ENSMUST00000125115.1/100042480, intron 1 of 1)"	20	101849385	102092055	242671	1	100042480	ENSMUST00000101339.7	35169	ENSMUSG00000079481	Nhsl2	NHS like 2
chr4	155066440	155066840	401	*	2.772512983	2.808373588	2.735738233	0.038706444	0.854150483	0.939771421	Promoter	4	155067016	155072433	5418	1	668173	ENSMUST00000103180.3	-176	ENSMUSG00000029047	Pex10	peroxisomal biogenesis factor 10
chr4	133584035	133584435	401	*	3.509724811	3.537558865	3.481343169	0.038791509	0.85415624	0.939771421	Promoter	4	133584362	133591735	7374	1	100210	ENSMUST00000030661.13	0	ENSMUSG00000028848	Gpn2	GPN-loop GTPase 2
chr7	135654184	135654584	401	*	3.570853132	3.619670038	3.520326368	0.03838492	0.854173632	0.939771421	"Intron (ENSMUST00000211140.1/19267, intron 6 of 20)"	7	135648457	135652314	3858	2	67765	ENSMUST00000181940.1	-1870	ENSMUSG00000097471	5830432E09Rik	RIKEN cDNA 5830432E09 gene
chr10	123265685	123266085	401	*	3.058646661	3.092016869	3.024486272	0.038643227	0.854196337	0.939771421	Promoter	10	123264985	123740947	475963	1	268354	ENSMUST00000219723.1	700	ENSMUSG00000044071	Tafa2	TAFA chemokine like family member 2
chr9	29780263	29780663	401	*	2.893751922	2.923712138	2.863156309	0.038070782	0.854196577	0.939771421	"Intron (ENSMUST00000075069.10/235106, intron 1 of 7)"	9	29411588	29963119	551532	2	235106	ENSMUST00000146651.1	182456	ENSMUSG00000059974	Ntm	neurotrimin
chr1	118300311	118300711	401	*	3.497265417	3.548953088	3.443656891	0.038627628	0.854228381	0.939771421	3' UTR	1	118300889	118309986	9098	2	22099	ENSMUST00000188512.6	9275	ENSMUSG00000026374	Tsn	translin
chr17	17562280	17562680	401	*	3.935906704	3.9774927	3.893086314	0.037777735	0.854230751	0.939771421	"Intron (ENSMUST00000041047.3/240028, intron 9 of 17)"	17	17568380	17575559	7180	2	240028	ENSMUST00000231291.1	12879	ENSMUSG00000023845	Lnpep	leucyl/cystinyl aminopeptidase
chrX	24229788	24230188	401	*	2.656618449	2.714183654	2.596660522	0.038195311	0.854236641	0.939771421	Distal Intergenic	20	24474308	24500760	26453	2	546272	ENSMUST00000120734.1	270572	ENSMUSG00000084063	Gm5934	predicted gene 5934
chr5	128433026	128433426	401	*	3.573777725	3.596034666	3.551172032	0.038180944	0.854297685	0.939812001	Promoter	5	127781630	128433077	651448	2	243274	ENSMUST00000044441.7	0	ENSMUSG00000034310	Tmem132d	transmembrane protein 132D
chr2	130696783	130697183	401	*	3.671653275	3.635888178	3.706553144	-0.038576634	0.854335378	0.939826892	Promoter	2	130686577	130697469	10893	2	269356	ENSMUST00000134647.7	286	ENSMUSG00000074796	Slc4a11	"solute carrier family 4, sodium bicarbonate transporter-like, member 11"
chr9	21067858	21068258	401	*	2.790569847	2.725304279	2.853010236	-0.038174838	0.854420752	0.939894233	Promoter	9	21067772	21068506	735	2	68165	ENSMUST00000215338.1	248	ENSMUSG00000079677	Fdx2	ferredoxin 2
chr9	70729500	70729900	401	*	3.610653437	3.64169527	3.578928977	0.038079245	0.854484948	0.939898157	"Intron (ENSMUST00000140205.7/11487, intron 4 of 15)"	9	70776053	70778378	2326	1	11487	ENSMUST00000145377.1	-46153	ENSMUSG00000054693	Adam10	a disintegrin and metallopeptidase domain 10
chr12	105950412	105950812	401	*	4.24783959	4.207556603	4.287028279	-0.037761724	0.854528702	0.939898157	Distal Intergenic	12	106010228	106075220	64993	1	22367	ENSMUST00000072040.6	-59416	ENSMUSG00000021115	Vrk1	vaccinia related kinase 1
chr11	119282813	119283213	401	*	2.935859152	2.969960472	2.900932216	0.038692557	0.854540772	0.939898157	"Exon (ENSMUST00000106259.8/14387, exon 16 of 20)"	11	119278876	119279488	613	1	14387	ENSMUST00000138510.1	3937	ENSMUSG00000025579	Gaa	"glucosidase, alpha, acid"
chr5	124639119	124639519	401	*	3.789251408	3.810252772	3.767939805	0.038068933	0.854544198	0.939898157	"Exon (ENSMUST00000037865.12/21871, exon 5 of 20)"	5	124629169	124641606	12438	1	21871	ENSMUST00000197931.1	9950	ENSMUSG00000038023	Atp6v0a2	"ATPase, H+ transporting, lysosomal V0 subunit A2"
chr8	14501182	14501582	401	*	4.033062605	3.997374725	4.067888944	-0.037217803	0.854565293	0.939898157	"Intron (ENSMUST00000152652.7/244310, intron 2 of 14)"	8	14381996	14831758	449763	1	244310	ENSMUST00000141214.7	119186	ENSMUSG00000047495	Dlgap2	DLG associated protein 2
chr7	100448853	100449253	401	*	3.829467877	3.858257594	3.800091929	0.038145039	0.854569271	0.939898157	Promoter	7	100448805	100454830	6026	1	277939	ENSMUST00000185084.1	48	ENSMUSG00000047248	C2cd3	C2 calcium-dependent domain containing 3
chr12	12671768	12672168	401	*	3.547971947	3.570800475	3.524776376	0.038197339	0.854626542	0.939914022	Distal Intergenic	12	12936096	12940616	4521	2	18109	ENSMUST00000130990.1	268448	ENSMUSG00000037169	Mycn	"v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived"
chr11	49613659	49614059	401	*	3.285160631	3.315461124	3.254210069	0.038319065	0.854632015	0.939914022	"Intron (ENSMUST00000152253.1/14257, intron 1 of 6)"	11	49609263	49652739	43477	1	14257	ENSMUST00000020617.2	4396	ENSMUSG00000020357	Flt4	FMS-like tyrosine kinase 4
chr2	35180792	35181192	401	*	3.315837876	3.261134044	3.368543013	-0.038485721	0.854693096	0.939924066	3' UTR	2	35182129	35184050	1922	2	68365	ENSMUST00000137709.1	2858	ENSMUSG00000026878	Rab14	"RAB14, member RAS oncogene family"
chr1	91516635	91517035	401	*	3.280445133	3.222911867	3.335771747	-0.038599379	0.854713004	0.939924066	"Intron (ENSMUST00000189341.6/74019, intron 8 of 15)"	1	91518262	91529307	11046	1	74019	ENSMUST00000187588.1	-1227	ENSMUSG00000034292	Traf3ip1	TRAF3 interacting protein 1
chr6	107568160	107568560	401	*	4.944942424	4.912665847	4.97651267	-0.034909321	0.854713626	0.939924066	"Exon (ENSMUST00000049285.9/16979, exon 2 of 2)"	6	107529768	107570214	40447	1	16979	ENSMUST00000049285.9	38392	ENSMUSG00000034648	Lrrn1	"leucine rich repeat protein 1, neuronal"
chr11	121616593	121616993	401	*	3.402398623	3.354915355	3.448368749	-0.038397325	0.854767247	0.939931443	3' UTR	11	121601705	121617163	15459	1	108903	ENSMUST00000151666.1	14888	ENSMUSG00000039230	Tbcd	tubulin-specific chaperone d
chr6	103697995	103698395	401	*	3.732830856	3.699797466	3.76512478	-0.037936792	0.854768653	0.939931443	Promoter	6	103697750	103729826	32077	1	12661	ENSMUST00000205098.1	245	ENSMUSG00000030077	Chl1	cell adhesion molecule L1-like
chr13	6620781	6621181	401	*	3.753871055	3.779040805	3.728254377	0.037863059	0.854825923	0.939967851	Promoter	13	6614510	6622052	7543	2	56421	ENSMUST00000135761.7	871	ENSMUSG00000021196	Pfkp	"phosphofructokinase, platelet"
chr6	71619740	71620140	401	*	3.463628348	3.50485173	3.421192319	0.03817257	0.854896289	0.940018658	"Exon (ENSMUST00000065509.10/104263, exon 8 of 27)"	6	71611746	71621397	9652	2	104263	ENSMUST00000206597.1	1257	ENSMUSG00000053470	Kdm3a	lysine (K)-specific demethylase 3A
chr10	128130053	128130453	401	*	3.364784887	3.3056252	3.421613908	-0.038538853	0.854934459	0.94002849	Distal Intergenic	10	128133324	128134235	912	2	56516	ENSMUST00000217722.1	3782	ENSMUSG00000040043	Rbms2	"RNA binding motif, single stranded interacting protein 2"
chr2	26414200	26414600	401	*	3.175954939	3.217010329	3.133696911	0.038530724	0.854953556	0.94002849	"Exon (ENSMUST00000156442.7/227648, exon 21 of 23)"	2	26410289	26413052	2764	2	227648	ENSMUST00000149010.1	-1148	ENSMUSG00000026924	Sec16a	"SEC16 homolog A, endoplasmic reticulum export factor"
chr8	46525216	46525616	401	*	3.531289814	3.503996814	3.558076055	-0.038139456	0.855064009	0.940123365	"Intron (ENSMUST00000034046.12/14081, intron 12 of 20)"	8	46526786	46528652	1867	1	14081	ENSMUST00000133161.1	-1170	ENSMUSG00000018796	Acsl1	acyl-CoA synthetase long-chain family member 1
chr13	41912054	41912454	401	*	2.85071137	2.759531358	2.936469661	-0.030735074	0.855139336	0.940168939	"Exon (ENSMUST00000221285.1/100038577, exon 7 of 7)"	13	41865916	41910514	44599	1	100038577	ENSMUST00000221085.1	46138	ENSMUSG00000113856	Gm10790	predicted gene 10790
chr8	121369654	121370054	401	*	3.246529683	3.281074825	3.211137027	0.038479418	0.855153791	0.940168939	"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)"	8	121530828	121541869	11042	2	76405	ENSMUST00000182739.7	171815	ENSMUSG00000031809	1700018B08Rik	RIKEN cDNA 1700018B08 gene
chr4	123352952	123353352	401	*	4.027377608	4.053487008	4.000786966	0.036346777	0.855216098	0.940183491	"Intron (ENSMUST00000123765.7/11426, intron 8 of 9)"	4	123312645	123343252	30608	2	12163	ENSMUST00000040496.5	-9700	ENSMUSG00000032726	Bmp8a	bone morphogenetic protein 8a
chr11	118682887	118683287	401	*	3.902857855	3.922201003	3.883251832	0.037440056	0.855249743	0.940183491	"Intron (ENSMUST00000117731.7/52897, intron 2 of 13)"	11	118489764	118761041	271278	2	52897	ENSMUST00000103023.7	77754	ENSMUSG00000025576	Rbfox3	"RNA binding protein, fox-1 homolog (C. elegans) 3"
chr4	63315881	63316281	401	*	3.387277789	3.413115211	3.36096919	0.038494766	0.855280349	0.940183491	"Intron (ENSMUST00000036300.12/373864, intron 41 of 60)"	4	63330993	63334138	3146	1	373864	ENSMUST00000151992.1	-14712	ENSMUSG00000045672	Col27a1	"collagen, type XXVII, alpha 1"
chr5	112914514	112914914	401	*	3.425321264	3.456675508	3.393270428	0.03846016	0.855291432	0.940183491	3' UTR	5	112916110	112924375	8266	2	320129	ENSMUST00000199337.1	9461	ENSMUSG00000042249	Grk3	G protein-coupled receptor kinase 3
chr2	164838957	164839357	401	*	3.780968318	3.734586115	3.825905678	-0.037368535	0.855308828	0.940183491	3' UTR	2	164837182	164837660	479	1	19025	ENSMUST00000140213.1	1775	ENSMUSG00000017760	Ctsa	cathepsin A
chr5	107909392	107909792	401	*	4.327928632	4.300494425	4.354850871	-0.036592784	0.855335088	0.940183491	3' UTR	5	107906622	107908055	1434	1	100503670	ENSMUST00000151767.1	2770	ENSMUSG00000058558	Rpl5	ribosomal protein L5
chr11	100782439	100782839	401	*	4.158219751	4.113563869	4.201534794	-0.03676398	0.855352421	0.940183491	3' UTR	11	100766032	100770957	4926	2	80860	ENSMUST00000017891.13	-11482	ENSMUSG00000017747	Ghdc	GH3 domain containing
chr4	136905308	136905708	401	*	4.088260997	4.042422354	4.13268795	-0.037812609	0.855360357	0.940183491	Distal Intergenic	4	136895917	136898803	2887	2	12259	ENSMUST00000046285.5	-6505	ENSMUSG00000036887	C1qa	"complement component 1, q subcomponent, alpha polypeptide"
chr18	80047311	80047711	401	*	3.617912623	3.561812031	3.6719131	-0.038356211	0.85539921	0.940199634	Promoter	18	80046890	80119639	72750	1	93737	ENSMUST00000070219.8	421	ENSMUSG00000056214	Pard6g	par-6 family cell polarity regulator gamma
chr2	10047695	10048095	401	*	3.432248723	3.398626126	3.465105544	-0.038382635	0.855707226	0.940511615	Promoter	2	9914552	10048596	134045	2	209361	ENSMUST00000026888.10	501	ENSMUSG00000025782	Taf3	TATA-box binding protein associated factor 3
chr2	4588379	4588779	401	*	2.85096987	2.802185399	2.898158519	-0.038224502	0.855755204	0.940537777	"Intron (ENSMUST00000177457.7/209630, intron 16 of 24)"	2	4566176	4594676	28501	1	209630	ENSMUST00000176864.2	22203	ENSMUSG00000026657	Frmd4a	FERM domain containing 4A
chr4	65642572	65642972	401	*	3.423094097	3.387067116	3.458243288	-0.037854981	0.855790207	0.940546506	"Intron (ENSMUST00000084496.2/56079, intron 15 of 21)"	4	65605249	65613756	8508	1	69807	ENSMUST00000156922.1	37323	ENSMUSG00000051675	Trim32	tripartite motif-containing 32
chrX	103360314	103360714	401	*	3.472531011	3.388804964	3.551663431	-0.030177589	0.855833993	0.940546506	"Intron (ENSMUST00000116547.2/12212, intron 1 of 5)"	20	103356476	103396092	39617	1	12212	ENSMUST00000116547.2	3838	ENSMUSG00000031327	Chic1	cysteine-rich hydrophobic domain 1
chr11	94089808	94090208	401	*	4.017641896	4.033796283	4.001304571	0.036638929	0.855835673	0.940546506	"Intron (ENSMUST00000041956.13/70834, intron 13 of 28)"	11	94082788	94126085	43298	1	70834	ENSMUST00000153076.1	7020	ENSMUSG00000020859	Spag9	sperm associated antigen 9
