gene	chr	start	end	mc_wt	mc_ko	hmc_wt	hmc_ko	ratio_wt	ratio_ko	delta_ratio_tet
Erfe	chr1	91366430	91374216	0.01192	0.004681	0.008644	0.004118	0.420335	0	-0.420335
Traf3ip1	chr1	91494647	91529306	0.013686	0.004175	0.00567	0.001356	0.292926	0	-0.292926
Asb1	chr1	91540544	91559588	0.008534	0.002282	0.003907	0.001028	0.314026	0	-0.314026
Twist2	chr1	91801461	91848027	0.012066	0.002705	0.005687	0.001592	0.320344	0	-0.320344
Olfr1413	chr1	92571322	92574396	0.013722	0.004661	0.002223	0.000732	0.139428	0	-0.139428
Olfr1412	chr1	92585779	92591374	0.005808	0.002096	0.000733	4.9e-05	0	0	0
Olfr1411	chr1	92594411	92597752	0.014199	0.004457	0.002409	0.001029	0.145069	0	-0.145069
Olfr1410	chr1	92605782	92614805	0.008612	0.002798	0.002246	0.000885	0.206845	0	-0.206845
Olfr12	chr1	92617788	92623411	0.014666	0.004177	0.004309	0.000796	0.227098	0	-0.227098
Gpc1	chr1	92831645	92860778	0.012284	0.003467	0.006955	0.002705	0.361505	0	-0.361505
Dusp28	chr1	92906981	92908434	0.006443	0.001517	0.007248	0.00106	0.529423	0	-0.529423
Rnpepl1	chr1	92910783	92924383	0.015794	0.006115	0.006258	0.002743	0.283767	0	-0.283767
Capn10	chr1	92934376	92947940	0.010056	0.004377	0.006225	0.002318	0.382346	0	-0.382346
Gpr35	chr1	92950865	92986390	0.0093	0.002525	0.003714	0.001195	0.285368	0	-0.285368
Aqp12	chr1	93006334	93012268	0.011714	0.004728	0.006808	0.002873	0.367542	0	-0.367542
Agxt	chr1	93135240	93145420	0.014178	0.00505	0.006238	0.002116	0.30554	0	-0.30554
Crocc2	chr1	93168725	93231071	0.014924	0.005782	0.006182	0.002196	0.292914	0	-0.292914
Sned1	chr1	93235841	93301064	0.011658	0.003282	0.004758	0.00123	0.289835	0	-0.289835
Ppp1r7	chr1	93342854	93373488	0.009787	0.002297	0.003303	0.000761	0.252344	0	-0.252344
Ano7	chr1	93373930	93404302	0.013944	0.004884	0.004148	0.001629	0.229286	0	-0.229286
Septin2	chr1	93478964	93510259	0.004474	0.001176	0.002691	0.000602	0	0	0
Farp2	chr1	93512079	93621975	0.009553	0.002644	0.003522	0.000798	0.269359	0	-0.269359
Bok	chr1	93685660	93695763	0.013599	0.005193	0.008412	0.003098	0.382176	0	-0.382176
Atg4b	chr1	93751500	93790609	0.008132	0.002095	0.003974	0.000994	0.328301	0	-0.328301
Ing5	chr1	93803965	93822100	0.013898	0.003562	0.004231	0.001269	0.233386	0	-0.233386
D2hgdh	chr1	93824909	93852347	0.007117	0.001839	0.003149	0.000677	0.306725	0	-0.306725
Gal3st2	chr1	93861306	93876493	0.007527	0.000953	0.001693	8.8e-05	0	0	0
Gal3st2b	chr1	93918311	93942649	0.008343	0.001392	0.002623	0.000329	0.239232	0	-0.239232
Gal3st2c	chr1	93990509	94017146	0.010489	0.002098	0.003001	0.000594	0.222483	0	-0.222483
Neu4	chr1	94020451	94028333	0.023564	0.006468	0.005284	0.001891	0.183172	0	-0.183172
Fam174a	chr1	95313623	95335283	0.004284	0.000973	0.004029	0.000733	0	0	0
Gin1	chr1	97770172	97793708	0.010162	0.001582	0.004237	0.000797	0.294261	0	-0.294261
Slco6d1	chr1	98421124	98516990	0.005876	0.001127	0.001248	0.000246	0	0	0
Cntnap5b	chr1	99772765	100485941	0.003616	0.000759	0.001994	0.000296	0	0	0
Cdh20	chr1	104768529	104995480	0.00662	0.001135	0.002095	0.000424	0	0	0
Relch	chr1	105663861	105755190	0.004382	0.000527	0.002728	4e-04	0	0	0
Tnfrsf11a	chr1	105780718	105847980	0.009513	0.002257	0.004456	0.000992	0.318981	0	-0.318981
Zcchc2	chr1	105990406	106034073	0.009119	0.002534	0.006213	0.001027	0.405218	0	-0.405218
Phlpp1	chr1	106171752	106394249	0.005619	0.001295	0.003799	0.000779	0	0	0
Serpinb5	chr1	106861173	106883347	0.008269	0.001115	0.002645	0.000548	0.242325	0	-0.242325
Serpinb12	chr1	106934449	106957079	0.006401	0.001086	0.001663	0.000232	0	0	0
Serpinb13	chr1	106980984	107001194	0.006769	0.001263	0.001965	0.000289	0	0	0
Serpinb11	chr1	107361198	107380474	0.006868	0.001028	0.00264	0.00068	0	0	0
Serpinb7	chr1	107399655	107452688	0.005737	0.000932	0.001523	0.000281	0	0	0
Serpinb2	chr1	107511423	107535477	0.006063	0.001051	0.002177	0.000369	0	0	0
Serpinb8	chr1	107590006	107610483	0.006249	0.002172	0.002674	0.000396	0	0	0
Cdh7	chr1	109982431	110140156	0.005452	0.000753	0.001368	0.000218	0	0	0
Cntnap5a	chr1	115684756	116587322	0.004094	0.000754	0.001975	0.000384	0	0	0
Gm19965	chr1	116802983	116823409	0.004413	0.000563	0.001139	0.000264	0	0	0
Gm28363	chr1	117697131	117727440	0.008359	0.000969	0.000891	9.9e-05	0	0	0
B020011L13Rik	chr1	117781133	117803358	0.007025	0.00129	0.000812	0.00021	0	0	0
Gm28360	chr1	117830081	117854495	0.008414	0.001261	0.00077	8.2e-05	0	0	0
Gm28168	chr1	117928015	117949987	0.00549	0.001145	0.000915	0.000118	0	0	0
Gm7145	chr1	117965939	117986883	0.006587	0.001305	0.001015	0.000176	0	0	0
Gm29106	chr1	118176542	118202306	0.007291	0.001305	0.001309	0.000348	0	0	0
Nifk	chr1	118321839	118333821	0.014047	0.003306	0.005415	0.000939	0.278225	0	-0.278225
Clasp1	chr1	118389058	118612677	0.00771	0.002119	0.005132	0.001314	0.399642	0	-0.399642
Tfcp2l1	chr1	118627945	118685167	0.009156	0.0024	0.003321	0.000881	0.266164	0	-0.266164
Tmem185b	chr1	119526160	119528982	0.022278	0.004545	0.010963	0.00191	0.329792	0	-0.329792
Sctr	chr1	120006894	120063535	0.011165	0.003015	0.004849	0.001215	0.302797	0	-0.302797
3110009E18Rik	chr1	120121187	120188188	0.013163	0.00273	0.004605	0.001188	0.259183	0	-0.259183
C1ql2	chr1	120340582	120343173	0.001373	0.001279	0.00223	0.001444	0	0	0
En1	chr1	120602418	120607991	0.007732	0.002049	0.005637	0.005646	0.421639	0	-0.421639
Ccdc93	chr1	121431049	121506459	0.015849	0.003814	0.005621	0.001324	0.261799	0	-0.261799
Slc35f5	chr1	125560595	125595819	0.00734	0.001483	0.00365	0.000603	0.332103	0	-0.332103
Gpr39	chr1	125676995	125873861	0.008028	0.001546	0.003656	0.000699	0.312924	0	-0.312924
Mgat5	chr1	127205015	127488335	0.007527	0.002156	0.005991	0.001777	0.44318	0	-0.44318
Acmsd	chr1	127729413	127767977	0.008525	0.001558	0.002715	0.000615	0.241541	0	-0.241541
Ccnt2	chr1	127774164	127808060	0.005425	0.00143	0.004723	0.001031	0.465422	0	-0.465422
Rab3gap1	chr1	127868773	127943867	0.008056	0.00146	0.00361	0.000466	0.309439	0	-0.309439
R3hdm1	chr1	128103301	128237735	0.004124	0.000733	0.003056	0.000532	0	0	0
Ubxn4	chr1	128243964	128279377	0.007204	0.001588	0.003885	0.000728	0.350359	0	-0.350359
Thsd7b	chr1	129273302	130219277	0.005421	0.000989	0.001897	0.000315	0	0	0
Yod1	chr1	130717327	130724357	0.004253	0.00096	0.005964	0.000427	0.583772	0	-0.583772
AA986860	chr1	130731976	130744621	0.014281	0.004723	0.006409	0.00167	0.309763	0	-0.309763
Fcamr	chr1	130800902	130814739	0.010244	0.003415	0.004517	0.001177	0.30601	0	-0.30601
Pigr	chr1	130826684	130852248	0.011186	0.002753	0.004043	0.000784	0.26549	0	-0.26549
Fcmr	chr1	130865669	130880790	0.010102	0.002605	0.003752	0.000762	0.270846	0	-0.270846
Il10	chr1	131019845	131024973	0.009244	0.002531	0.006836	0.001433	0.425133	0	-0.425133
Eif2d	chr1	131153181	131187657	0.011528	0.003141	0.006255	0.002087	0.351753	0	-0.351753
Fam72a	chr1	131527903	131539871	0.006024	0.001443	0.00262	0.000753	0	0	0
Avpr1b	chr1	131599239	131611999	0.01317	0.003313	0.005391	0.001377	0.290437	0	-0.290437
Ctse	chr1	131638306	131675504	0.013141	0.002198	0.003582	0.000691	0.214221	0	-0.214221
Rab7b	chr1	131688695	131715438	0.009989	0.003012	0.004732	0.000911	0.321441	0	-0.321441
Slc26a9	chr1	131744022	131771503	0.011052	0.003828	0.005928	0.002594	0.349112	0	-0.349112
Pm20d1	chr1	131797381	131821472	0.011305	0.002406	0.004277	0.00119	0.274478	0	-0.274478
Slc41a1	chr1	131827493	131848864	0.011927	0.004567	0.007098	0.002658	0.373097	0	-0.373097
Rab29	chr1	131867224	131872886	0.009013	0.002328	0.003654	0.000895	0.28845	0	-0.28845
Nucks1	chr1	131910534	131936320	0.006748	0.001098	0.004682	0.00063	0.409643	0	-0.409643
Slc45a3	chr1	131962967	131982968	0.014617	0.00468	0.005783	0.002222	0.283496	0	-0.283496
Elk4	chr1	132007607	132032611	0.011369	0.002265	0.005498	0.000843	0.325964	0	-0.325964
Lemd1	chr1	132191431	132259226	0.012233	0.002648	0.005824	0.001501	0.322529	0	-0.322529
Gm29695	chr1	132191457	132209545	0.010084	0.002688	0.007646	0.002027	0.431262	0	-0.431262
Klhdc8a	chr1	132298626	132307356	0.008669	0.002225	0.006514	0.002245	0.429019	0	-0.429019
Nuak2	chr1	132316126	132333487	0.012925	0.004877	0.007738	0.00188	0.374497	0	-0.374497
Dstyk	chr1	132417555	132466957	0.008306	0.00182	0.004577	0.00114	0.355272	0	-0.355272
Rbbp5	chr1	132477365	132505658	0.007282	0.001634	0.004166	0.000739	0.363892	0	-0.363892
Tmem81	chr1	132506230	132508638	0.023456	0.010731	0.010451	0.002781	0.308237	0.205837	-0.102399
Lrrn2	chr1	132880273	132940004	0.002976	0.00171	0.004501	0.002331	0	0	0
Pik3c2b	chr1	133045667	133108686	0.015223	0.004241	0.006716	0.001788	0.306134	0	-0.306134
Ppp1r15b	chr1	133131143	133139782	0.005146	0.001264	0.005333	0.001476	0.508922	0	-0.508922
Plekha6	chr1	133164210	133303434	0.012773	0.003384	0.006718	0.002031	0.344671	0	-0.344671
Golt1a	chr1	133309800	133323025	0.01396	0.003895	0.005685	0.002854	0.289393	0	-0.289393
Gm28040	chr1	133309827	133329721	0.013016	0.004029	0.006052	0.002886	0.317402	0	-0.317402
Ren1	chr1	133350510	133360324	0.018276	0.005336	0.00631	0.002198	0.256638	0	-0.256638
Etnk2	chr1	133363572	133380335	0.015647	0.004874	0.006681	0.002485	0.299212	0	-0.299212
Fmod	chr1	134037254	134048276	0.015365	0.003744	0.007037	0.003248	0.314116	0	-0.314116
Chit1	chr1	134111242	134151539	0.011301	0.002359	0.005003	0.001594	0.306868	0	-0.306868
Chil1	chr1	134182176	134190180	0.013444	0.004581	0.005731	0.001734	0.298874	0	-0.298874
Mybph	chr1	134193448	134201231	0.011316	0.004321	0.010543	0.003038	0.482317	0	-0.482317
Myog	chr1	134289989	134292547	0.019489	0.006263	0.011278	0.001869	0.366569	0	-0.366569
Mgat4f	chr1	134385940	134390980	0.012229	0.005577	0.004006	0.001891	0.246728	0	-0.246728
Cyb5r1	chr1	134405559	134411739	0.014137	0.004158	0.00353	0.001356	0.199792	0	-0.199792
Adipor1	chr1	134415378	134433350	0.011911	0.002888	0.005913	0.001691	0.331754	0	-0.331754
Klhl12	chr1	134455531	134491017	0.011326	0.002115	0.002623	0.000543	0.188039	0	-0.188039
Rabif	chr1	134494648	134508773	0.013014	0.002526	0.005684	0.001254	0.303995	0	-0.303995
Kdm5b	chr1	134560171	134635284	0.007745	0.001595	0.005663	0.000886	0.42237	0	-0.42237
Syt2	chr1	134646677	134762592	0.005621	0.002598	0.005787	0.002752	0.50729	0	-0.50729
Ube2t	chr1	134962565	134974161	0.00696	0.001689	0.00314	0.00049	0.310886	0	-0.310886
Ptpn7	chr1	135132700	135145316	0.014996	0.006478	0.005949	0.001522	0.284021	0	-0.284021
Arl8a	chr1	135146824	135156268	0.002514	0.000975	0.003991	0.001508	0	0	0
Lmod1	chr1	135324807	135368064	0.012922	0.003741	0.004347	0.001107	0.251731	0	-0.251731
Csrp1	chr1	135720061	135752231	0.012275	0.0041	0.005618	0.001934	0.313983	0	-0.313983
Phlda3	chr1	135766119	135769135	0.00789	0.0025	0.004998	0.002061	0.387794	0	-0.387794
Tnni1	chr1	135779434	135810988	0.01224	0.00402	0.006369	0.001992	0.34225	0	-0.34225
Lad1	chr1	135818598	135833341	0.019253	0.005477	0.007631	0.002538	0.283839	0	-0.283839
Tnnt2	chr1	135836354	135852259	0.013422	0.004259	0.005576	0.001727	0.293515	0	-0.293515
Tmem9	chr1	136008150	136035341	0.012044	0.003301	0.005207	0.001487	0.301855	0	-0.301855
Ascl5	chr1	136050804	136051369	0.004332	0.004568	0.003452	0.006478	0	0.586452	0.586452
Cacna1s	chr1	136052750	136119821	0.014332	0.003736	0.005497	0.001514	0.277225	0	-0.277225
Kif21b	chr1	136131389	136177997	0.01723	0.004152	0.008732	0.002596	0.336346	0	-0.336346
Ddx59	chr1	136415271	136440157	0.011186	0.0035	0.005723	0.001393	0.33847	0	-0.33847
Kif14	chr1	136466343	136531510	0.017912	0.003775	0.005532	0.001391	0.235974	0	-0.235974
Zfp281	chr1	136624901	136630052	0.004037	0.001263	0.005969	0.001666	0.596567	0	-0.596567
Atp6v1g3	chr1	138273738	138289461	0.009796	0.002339	0.003011	0.000853	0.23512	0	-0.23512
Dennd1b	chr1	138963435	139178959	0.007594	0.001657	0.00446	0.000791	0.37	0	-0.37
Zbtb41	chr1	139422288	139453004	0.006513	0.001146	0.004541	0.000786	0.410814	0	-0.410814
Aspm	chr1	139454772	139494090	0.015773	0.002943	0.004	0.000607	0.202295	0	-0.202295
F13b	chr1	139501702	139523751	0.010547	0.00185	0.00206	0.000512	0.163425	0	-0.163425
Kcnt2	chr1	140246158	140612066	0.005439	0.00099	0.00185	0.000272	0	0	0
B3galt2	chr1	143640664	143654613	0.002973	0.000538	0.002301	0.000268	0	0	0
Glrx2	chr1	143716338	143749675	0.010313	0.002746	0.003932	0.000686	0.275996	0	-0.275996
Uchl5	chr1	143777272	143807465	0.006109	0.000857	0.002715	0.000329	0	0	0
Brinp3	chr1	146494760	146902471	0.004707	0.000782	0.001814	0.000268	0	0	0
Ptgs2	chr1	150100031	150108226	0.009261	0.002363	0.002717	0.000447	0.22681	0	-0.22681
Pdc	chr1	150319417	150333905	0.00803	0.001808	0.00187	0.000315	0	0	0
Tpr	chr1	150392838	150449934	0.007583	0.00189	0.004241	0.000692	0.35867	0	-0.35867
Gm47985	chr1	151182537	151184242	0.023549	0.009816	0.006153	0	0.207156	0	-0.207156
Gm8947	chr1	151192376	151194053	0.031018	0.00876	0.007387	0.002384	0.192339	0.213904	0.021565
Gm47995	chr1	151198448	151199349	0.036443	0.004774	0.00971	0.004819	0.210387	0	-0.210387
3110040M04Rik	chr1	151204121	151205064	0.018171	0	0.004538	0	0.19982	0	-0.19982
Gm47996	chr1	151210131	151211071	0.027063	0.001063	0.002436	0.000607	0.082571	0	-0.082571
Ivns1abp	chr1	151344477	151364421	0.005616	0.000957	0.004495	0.000835	0.444597	0	-0.444597
Trmt1l	chr1	151428542	151458160	0.013664	0.002207	0.004739	0.000763	0.257517	0	-0.257517
Fam129a	chr1	151571186	151721938	0.011136	0.002365	0.005016	0.001006	0.310527	0	-0.310527
Edem3	chr1	151755371	151822050	0.007779	0.001528	0.004464	0.000864	0.364608	0	-0.364608
Colgalt2	chr1	152399830	152510694	0.011222	0.002676	0.004694	0.001119	0.294904	0	-0.294904
Apobec4	chr1	152750551	152757543	0.014654	0.003559	0.006117	0.00121	0.29451	0	-0.29451
Arpc5	chr1	152766542	152775596	0.009128	0.001205	0.00477	0.000911	0.343238	0	-0.343238
Ncf2	chr1	152800194	152836990	0.010935	0.002783	0.006056	0.001973	0.356417	0	-0.356417
Nmnat2	chr1	152954993	153119260	0.008448	0.001991	0.006623	0.001604	0.439438	0	-0.439438
Shcbp1l	chr1	153425162	153452573	0.013923	0.003154	0.005248	0.001	0.273746	0	-0.273746
Rgs8	chr1	153653025	153700322	0.001541	0.001124	0.002631	0.002212	0	0	0
Rgs16	chr1	153740349	153745467	0.010565	0.004113	0.007576	0.002985	0.417612	0	-0.417612
Rnasel	chr1	153749426	153764220	0.010686	0.001897	0.005573	0.001782	0.342748	0	-0.342748
Teddm1b	chr1	153874345	153876870	0.017152	0.00697	0.004793	0.000891	0.218431	0	-0.218431
Teddm1a	chr1	153891742	153893057	0.019307	0.007838	0.006341	0.002584	0.24723	0.247917	0.000687
Glul	chr1	153899944	153909722	0.020173	0.004635	0.007245	0.002817	0.264251	0	-0.264251
Zfp648	chr1	154201187	154205688	0.011734	0.003901	0.008798	0.003168	0.428514	0	-0.428514
Stx6	chr1	155158715	155208255	0.008358	0.002459	0.005832	0.001256	0.410986	0	-0.410986
Acbd6	chr1	155558120	155691329	0.007781	0.001594	0.004863	0.000898	0.384619	0	-0.384619
Tor1aip2	chr1	156035403	156068860	0.007259	0.002045	0.004815	0.001131	0.39878	0	-0.39878
Nphs2	chr1	156310727	156328034	0.010169	0.002647	0.003227	0.000655	0.240877	0	-0.240877
Abl2	chr1	156558786	156649567	0.00689	0.001426	0.005659	0.001329	0.450941	0	-0.450941
Angptl1	chr1	156838562	156861077	0.010138	0.001341	0.006375	0.000737	0.386081	0	-0.386081
Cryzl2	chr1	157458577	157492637	0.011476	0.003222	0.005443	0.001499	0.321696	0	-0.321696
Sec16b	chr1	157506728	157568424	0.008676	0.00235	0.005491	0.00184	0.387601	0	-0.387601
Astn1	chr1	158362273	158691780	0.00539	0.001102	0.003926	0.000913	0	0	0
Cop1	chr1	159232320	159347639	0.005052	0.000954	0.003108	0.000429	0	0	0
Tnr	chr1	159523769	159931728	0.007612	0.001489	0.003766	0.000728	0.330993	0	-0.330993
4930523C07Rik	chr1	160044382	160080207	0.009045	0.001721	0.004466	0.00076	0.330528	0	-0.330528
Mrps14	chr1	160195215	160202169	0.007231	0.001636	0.004063	0.001294	0.359746	0	-0.359746
Rc3h1	chr1	160906418	160974977	0.005134	0.001132	0.003672	0.000643	0	0	0
Serpinc1	chr1	160978585	161005862	0.013728	0.003093	0.005739	0.001363	0.294795	0	-0.294795
Cenpl	chr1	161070713	161086723	0.007121	0.001064	0.002039	5e-04	0	0	0
Ankrd45	chr1	161142691	161170497	0.011551	0.00278	0.003748	0.000785	0.244965	0	-0.244965
Tnfsf4	chr1	161395409	161418409	0.010602	0.001972	0.002945	0.000616	0.217388	0	-0.217388
Tnfsf18	chr1	161494655	161505289	0.007125	0.001164	0.002272	0.000464	0	0	0
Pigc	chr1	161969186	161973434	0.015006	0.005765	0.005151	0.001314	0.255536	0	-0.255536
Vamp4	chr1	162570515	162599083	0.008007	0.001917	0.003666	0.000837	0.314062	0	-0.314062
Myoc	chr1	162639155	162649692	0.013587	0.003499	0.006218	0.001899	0.313954	0	-0.313954
Kifap3	chr1	163779583	163917108	0.006406	0.001309	0.004003	0.000691	0.384584	0	-0.384584
Scyl3	chr1	163929100	163955125	0.012421	0.003098	0.006024	0.001297	0.326612	0	-0.326612
Mettl18	chr1	163994889	163997242	0.01014	0.002667	0.006841	0.00144	0.40287	0	-0.40287
Sele	chr1	164048234	164057676	0.019591	0.0039	0.004906	0.001083	0.20026	0	-0.20026
Sell	chr1	164061982	164084180	0.010679	0.001965	0.002893	0.000477	0.21316	0	-0.21316
Selp	chr1	164115264	164150025	0.01188	0.00253	0.004854	0.000867	0.290059	0	-0.290059
F5	chr1	164151838	164220276	0.010546	0.00224	0.003607	0.000542	0.25484	0	-0.25484
Slc19a2	chr1	164249046	164265384	0.016136	0.003173	0.00537	0.001316	0.249699	0	-0.249699
Ccdc181	chr1	164275585	164287846	0.013128	0.004642	0.004059	0.002093	0.236191	0	-0.236191
Nme7	chr1	164304121	164437724	0.009321	0.002068	0.004997	0.00114	0.348978	0	-0.348978
Dpt	chr1	164796644	164824265	0.010331	0.002182	0.005065	0.001129	0.328964	0	-0.328964
Gpr161	chr1	165295789	165326744	0.011539	0.003809	0.007878	0.002621	0.405732	0	-0.405732
Mpc2	chr1	165460637	165481213	0.004314	0.000873	0.003237	0.000243	0	0	0
Adcy10	chr1	165485183	165576773	0.0099	0.002047	0.004273	0.000762	0.301489	0	-0.301489
Creg1	chr1	165763746	165775307	0.006676	0.004349	0.006792	0.002548	0.504335	0	-0.504335
Cd247	chr1	165788681	165877276	0.01159	0.002818	0.006472	0.002028	0.358312	0	-0.358312
Gpa33	chr1	166130238	166166509	0.016413	0.004467	0.00662	0.002173	0.287421	0	-0.287421
Ildr2	chr1	166254139	166316822	0.011765	0.002784	0.005232	0.001249	0.307816	0	-0.307816
Tada1	chr1	166379097	166393620	0.012144	0.002774	0.00808	0.001421	0.399533	0	-0.399533
Fam78b	chr1	167001417	167091301	0.0031	0.001029	0.00466	0.001906	0	0	0
Tmco1	chr1	167308378	167333977	0.010745	0.001654	0.00437	0.000716	0.289126	0	-0.289126
Aldh9a1	chr1	167349991	167368531	0.013781	0.003559	0.007108	0.001027	0.340281	0	-0.340281
Rxrg	chr1	167598384	167639622	0.016328	0.003217	0.005333	0.001382	0.246217	0	-0.246217
Lmx1a	chr1	167689237	167848740	0.010512	0.002186	0.003983	0.000918	0.274807	0	-0.274807
Rgs5	chr1	169655501	169695812	0.00786	0.001466	0.003677	0.000921	0.318724	0	-0.318724
Ccdc190	chr1	169928648	169934652	0.011185	0.003282	0.005731	0.001367	0.33881	0	-0.33881
Sh2d1b2	chr1	170232749	170253607	0.009266	0.001433	0.002115	0.000148	0.185842	0	-0.185842
Sh2d1b1	chr1	170277320	170286768	0.009751	0.001646	0.002794	0.000543	0.222733	0	-0.222733
Spata46	chr1	170308803	170312124	0.011415	0.003462	0.004726	0.001555	0.292799	0	-0.292799
Olfml2b	chr1	170644532	170682788	0.015611	0.005033	0.005661	0.001349	0.266115	0	-0.266115
Fcgr4	chr1	171018920	171029760	0.014886	0.003466	0.004202	0.00095	0.220133	0	-0.220133
Cfap126	chr1	171113918	171126966	0.009791	0.002886	0.005011	0.001469	0.338541	0	-0.338541
Mpz	chr1	171150711	171161129	0.008482	0.00301	0.004213	0.00148	0.331884	0	-0.331884
Nr1i3	chr1	171213970	171220700	0.019493	0.007062	0.00936	0.003054	0.324414	0.301909	-0.022505
Apoa2	chr1	171225054	171226378	0.01611	0.006016	0.008779	0.004399	0.352718	0.422339	0.069621
Adamts4	chr1	171250421	171260636	0.009284	0.00463	0.0064	0.002327	0.408034	0	-0.408034
B4galt3	chr1	171270328	171276895	0.017826	0.004997	0.010494	0.003428	0.370553	0	-0.370553
Dedd	chr1	171329145	171342330	0.008672	0.002619	0.006261	0.001006	0.419261	0	-0.419261
Pfdn2	chr1	171345670	171359253	0.007767	0.00132	0.004595	0.001024	0.371694	0	-0.371694
Nectin4	chr1	171370099	171388597	0.01162	0.004983	0.00619	0.004126	0.347551	0	-0.347551
Arhgap30	chr1	171388954	171410297	0.014951	0.003662	0.003885	0.000872	0.206252	0	-0.206252
Usf1	chr1	171411313	171419141	0.013274	0.003452	0.0089	0.003128	0.401375	0	-0.401375
Tstd1	chr1	171418872	171420351	0.008825	0.006124	0.011666	0.004533	0.56931	0.425326	-0.143985
F11r	chr1	171437535	171464602	0.011175	0.002761	0.006625	0.001515	0.37221	0	-0.37221
Alyref2	chr1	171503478	171504749	0.000208	0.000379	0.000561	0.000197	0	0	0
Cd244a	chr1	171559193	171609745	0.008774	0.002232	0.002736	0.000544	0.237684	0	-0.237684
Cd48	chr1	171682009	171705257	0.007198	0.001613	0.00208	0.000331	0	0	0
Slamf1	chr1	171767127	171801183	0.010289	0.001929	0.003501	0.000431	0.253865	0	-0.253865
Cd84	chr1	171839697	171890717	0.00865	0.00191	0.001724	0.000369	0.166191	0	-0.166191
Slamf6	chr1	171917515	171953169	0.010104	0.00241	0.002736	0.000826	0.213079	0	-0.213079
Copa	chr1	172082529	172122329	0.00962	0.001633	0.004905	0.00083	0.337696	0	-0.337696
Pex19	chr1	172126755	172136492	0.01611	0.00443	0.007129	0.001472	0.30677	0	-0.30677
Dcaf8	chr1	172148084	172197004	0.008048	0.001991	0.00552	0.001273	0.406841	0	-0.406841
Igsf8	chr1	172261641	172319840	0.013811	0.004467	0.007152	0.002924	0.341163	0	-0.341163
Kcnj10	chr1	172341210	172374084	0.015238	0.004331	0.006235	0.001992	0.29036	0	-0.29036
Pigm	chr1	172376546	172384098	0.005816	0.002391	0.004923	0.001037	0.458424	0	-0.458424
Slamf9	chr1	172475358	172478574	0.009678	0.003264	0.003594	0.000777	0.270773	0	-0.270773
Igsf9	chr1	172481788	172498877	0.020717	0.005903	0.00833	0.003504	0.286779	0	-0.286779
Tagln2	chr1	172500047	172507379	0.013724	0.004547	0.007869	0.002621	0.364429	0	-0.364429
Cfap45	chr1	172520801	172545869	0.015881	0.003841	0.008315	0.002044	0.343658	0	-0.343658
Vsig8	chr1	172555938	172563716	0.008847	0.00239	0.005645	0.001396	0.389528	0	-0.389528
Crp	chr1	172698055	172833030	0.007393	0.001156	0.001732	0.000328	0	0	0
Olfr16	chr1	172950409	172958356	0.008611	0.001315	0.001584	0.000377	0.155388	0	-0.155388
Olfr218	chr1	173197808	173206335	0.006016	0.000879	0.001185	0.000117	0	0	0
Olfr1404	chr1	173212392	173218582	0.009491	0.002469	0.002347	0.000254	0.198249	0	-0.198249
Olfr418	chr1	173266001	173273993	0.006494	0.00092	0.001872	5e-04	0	0	0
Aim2	chr1	173350879	173466039	0.008123	0.001856	0.003299	0.000711	0.288849	0	-0.288849
Ifi209	chr1	173630917	173647927	0.005375	0.000808	0.001003	5.9e-05	0	0	0
Ifi208	chr1	173673675	173698394	0.004791	0.001054	0.00173	0.000374	0	0	0
Olfr433	chr1	174040705	174044410	0.010055	0.004538	0.002395	0.00054	0.192359	0	-0.192359
Olfr432	chr1	174049205	174054751	0.008747	0.001977	0.00215	0.000571	0.197307	0	-0.197307
Olfr430	chr1	174066605	174072272	0.004757	0.001	0.000953	0.000353	0	0	0
Olfr429	chr1	174084331	174091342	0.007238	0.000856	0.001351	0.000143	0	0	0
Olfr427	chr1	174096891	174103223	0.006557	0.002175	0.002123	0.000131	0	0	0
Olfr424	chr1	174131517	174138256	0.005322	0.001193	0.001214	0.000148	0	0	0
Olfr420	chr1	174155633	174162194	0.011132	0.002354	0.001474	0.000186	0.116908	0	-0.116908
Spta1	chr1	174172776	174248449	0.008699	0.001756	0.001995	0.000335	0.186549	0	-0.186549
