entrez_id	symbol	chr	start	end	width	gb_ctrl_signal	gb_mut_signal	gb_log2fc	gb_signal_class	pr_ctrl_signal	pr_mut_signal	pr_log2fc	pr_signal_class
67967	Pold3	chr7	100082111	100121565	39455	0.613243	0.509529	-0.191714	quantifiable	0.811328	1.855431	1.00874	quantifiable
67968	Ooep	chr9	78376109	78378725	2617	1.727853	2.543345	0.504479	quantifiable	2.132953	2.93375	0.422559	quantifiable
67971	Tppp3	chr8	105467493	105471526	4034	3.595936	6.014322	0.708161	quantifiable	3.319136	6.331485	0.88838	quantifiable
67972	Atp2b1	chr10	98914406	99026143	111738	1.275032	1.175065	-0.099828	quantifiable	4.220988	6.260142	0.545121	quantifiable
67973	Mphosph10	chr7	64376527	64392268	15742	0.436958	0.524058	0.179553	quantifiable	1.185394	1.649288	0.411454	quantifiable
67974	Ccny	chr18	9312304	9450154	137851	0.589578	0.546168	-0.079484	quantifiable	2.611094	4.798632	0.825882	quantifiable
67976	Trabd	chr15	89075124	89087077	11954	1.097555	0.964148	-0.153985	quantifiable	1.964483	2.065082	0.064947	quantifiable
67978	Tctn2	chr5	124598749	124627738	28990	0.30993	0.340802	0.081654	quantifiable	0.648693	1.079687	0.581116	quantifiable
67979	Atad1	chr19	32671638	32739786	68149	0.520988	0.825197	0.496117	quantifiable	1.277582	3.133297	1.162819	quantifiable
67980	Gnpda2	chr5	69573108	69592340	19233	0.996123	1.223902	0.24764	quantifiable	1.878631	3.649141	0.88249	quantifiable
67981	Hormad1	chr3	95559677	95587671	27995	0.24452	0.256941	0.038053	quantifiable	0.334542	0.269722	-0.179253	quantifiable
67983	Pdzd9	chr7	120658731	120670343	11613	0.712493	0.650274	-0.099597	quantifiable	1.258814	1.382299	0.115685	quantifiable
67985	Ssxb1	chrX	8413305	8422157	8853	0.182752	0.130376	NA	no_signal	0.1255	0.078417	NA	no_signal
67988	Tmx3	chr18	90510154	90543267	33114	0.566705	0.520058	-0.088157	quantifiable	0.876032	1.816423	0.893603	quantifiable
67991	Nacc2	chr2	26055535	26122818	67284	1.449202	1.38	-0.061078	quantifiable	2.970596	2.686136	-0.134713	quantifiable
67993	Nudt12	chr17	58999618	59013372	13755	0.904557	1.030676	0.15332	quantifiable	1.590006	2.368131	0.515859	quantifiable
67994	Mrps11	chr7	78783119	78792989	9871	0.879429	0.899723	0.026382	quantifiable	0.899824	1.575461	0.680967	quantifiable
67996	Srsf6	chr2	162931528	162937121	5594	0.793246	0.682884	-0.16633	quantifiable	1.069472	2.0824	0.836241	quantifiable
67997	Ddx59	chr1	136415271	136440158	24888	0.683417	0.858905	0.256042	quantifiable	1.496	3.134167	0.966807	quantifiable
67998	Retreg3	chr11	101096322	101119893	23572	0.402882	0.285552	-0.300972	quantifiable	1.467654	1.408584	-0.051393	quantifiable
68001	Cfap298	chr16	90925809	90935114	9306	1.234603	1.37331	0.131381	quantifiable	1.274842	1.975977	0.554796	quantifiable
68002	Sdhaf4	chr1	23995939	24005656	9718	1.1247	1.80414	0.58994	quantifiable	1.853113	4.386523	1.151789	quantifiable
68009	Defa20	chr8	21509258	21510237	980	0.420209	0.183834	-0.664468	one_condition	0.272124	0.197567	-0.236887	one_condition
68010	Bambi	chr18	3507923	3516404	8482	3.643872	5.267901	0.506181	quantifiable	6.752652	8.858849	0.38079	quantifiable
68011	Snrpg	chr6	86371304	86379328	8025	0.452107	0.382933	-0.156633	quantifiable	0.7277	1.062698	0.436584	quantifiable
68014	Zwilch	chr9	64137144	64173104	35961	0.262517	0.279949	0.051176	quantifiable	0.432016	0.627097	0.377498	quantifiable
68015	Trap1	chr16	4039971	4077827	37857	0.401113	0.317881	-0.207484	quantifiable	0.769058	0.737449	-0.046848	quantifiable
68016	Cavin4	chr4	48663514	48673502	9989	1.361112	1.357649	-0.003163	quantifiable	1.909565	2.502576	0.354378	quantifiable
68017	Mrm2	chr5	140327674	140331898	4225	0.364698	0.383839	0.046453	quantifiable	0.430663	0.750978	0.577355	quantifiable
68018	Cert1	chr13	96542618	96640167	97550	0.697347	0.648051	-0.079665	quantifiable	2.48133	6.70087	1.357206	quantifiable
68020	Coa8	chr12	111713261	111755053	41793	0.903896	1.03964	0.16447	quantifiable	0.6509	0.890372	0.350379	quantifiable
68021	Bphl	chr13	34037597	34074074	36478	1.15096	1.231194	0.08204	quantifiable	1.897802	3.362131	0.758184	quantifiable
68023	Pdf	chr8	107046520	107048614	2095	1.124666	1.202497	0.081164	quantifiable	0.930374	0.997889	0.082263	quantifiable
68024	H2bc4	chr13	23684199	23692908	8710	3.467613	5.455889	0.622126	quantifiable	6.528599	7.958011	0.277153	quantifiable
68026	Pclaf	chr9	65890237	65903266	13030	0.275792	0.424756	0.378857	quantifiable	0.709625	1.094923	0.500149	quantifiable
68027	Tmem178	chr17	80944632	81001816	57185	1.463378	1.382688	-0.070855	quantifiable	4.106737	5.671343	0.445296	quantifiable
68028	Rpl22l1	chr3	28805436	28807424	1989	1.338586	2.13357	0.594538	quantifiable	1.182866	2.500063	0.955145	quantifiable
68031	Rnf146	chr10	29344176	29362442	18267	1.012052	1.202087	0.206908	quantifiable	1.985411	5.147464	1.283101	quantifiable
68032	Emc4	chr2	112363011	112368027	5017	0.624337	0.700826	0.125076	quantifiable	0.769614	1.346562	0.662537	quantifiable
68033	Cox19	chr5	139336189	139351418	15230	1.019029	1.262802	0.25907	quantifiable	1.134875	1.552418	0.387499	quantifiable
68034	Pabir1	chr19	24476502	24477356	855	1.817006	2.261928	0.284981	quantifiable	1.369394	1.668139	0.248454	quantifiable
68035	Rbm42	chr7	30640999	30650317	9319	0.4164	0.424723	0.018739	quantifiable	0.703813	0.738436	0.053069	quantifiable
68036	Zfp706	chr15	36997027	37007773	10747	1.029872	1.162234	0.145195	quantifiable	1.693749	3.029936	0.763936	quantifiable
68038	Chid1	chr7	141493136	141539857	46722	1.46934	1.772707	0.238239	quantifiable	1.887375	3.047406	0.632641	quantifiable
68039	Nmb	chr7	80902227	80905076	2850	1.728597	2.506678	0.484659	quantifiable	1.750111	2.346363	0.381408	quantifiable
68040	Zfp593	chr4	134243289	134245592	2304	1.908824	2.353671	0.273743	quantifiable	2.172995	2.923726	0.393624	quantifiable
68041	Mid1ip1	chrX	10715019	10719690	4672	2.589506	4.878192	0.859615	quantifiable	2.117093	5.031498	1.167933	quantifiable
68043	Eef1akmt1	chr14	57549597	57571612	22016	0.984286	1.081773	0.112278	quantifiable	1.00047	1.601845	0.57787	quantifiable
68044	Chac2	chr11	30976707	30986350	9644	0.396696	0.579871	0.375079	quantifiable	0.838219	1.678214	0.842861	quantifiable
68045	Rtraf	chr14	19811351	19823824	12474	0.853181	0.937742	0.109397	quantifiable	1.567644	4.128814	1.28245	quantifiable
68046	2700062C07Rik	chr18	24470850	24477798	6949	0.630699	0.748901	0.187651	quantifiable	0.702174	1.127943	0.547531	quantifiable
68047	Mpnd	chr17	56005711	56016790	11080	1.149398	1.358998	0.205435	quantifiable	0.737125	0.820882	0.120998	quantifiable
68048	Aen	chr7	78895854	78911209	15356	0.934788	1.208087	0.3064	quantifiable	2.316272	3.577604	0.582335	quantifiable
68050	Akirin1	chr4	123734559	123750345	15787	0.494326	0.41043	-0.180182	quantifiable	1.570575	1.540826	-0.024167	quantifiable
68051	Nutf2	chr8	105860580	105879330	18751	0.741624	0.988372	0.329447	quantifiable	1.896694	2.624173	0.426155	quantifiable
68052	Rps13	chr7	116331505	116334195	2691	0.962652	0.904469	-0.072768	quantifiable	1.135153	1.312902	0.17778	quantifiable
68053	Ubxn2b	chr4	6191098	6221688	30591	0.776656	1.038409	0.336362	quantifiable	1.802763	4.605848	1.254357	quantifiable
68054	Serpina12	chr12	104028769	104044443	15675	1.097943	0.735547	-0.463791	quantifiable	0.909871	0.72354	-0.259943	quantifiable
68055	Dmac2l	chr12	69724950	69744660	19711	0.686008	0.833481	0.217516	quantifiable	1.680819	2.490058	0.511649	quantifiable
68058	Chd1l	chr3	97560742	97610203	49462	0.727667	0.643498	-0.134151	quantifiable	1.019508	2.077573	0.890215	quantifiable
68059	Tm9sf2	chr14	122107038	122159604	52567	0.525549	0.429283	-0.199387	quantifiable	1.398606	3.620095	1.246267	quantifiable
68066	Slc25a39	chr11	102402985	102407946	4962	1.106608	0.853803	-0.304952	quantifiable	1.481911	1.554387	0.060157	quantifiable
68067	Mrnip	chr11	50174444	50200115	25672	0.572776	0.464871	-0.211011	quantifiable	0.888977	0.766513	-0.168781	quantifiable
68070	Pdzd2	chr15	12359711	12739924	380214	1.842838	2.2179	0.240982	quantifiable	2.010297	1.63913	-0.262578	quantifiable
68073	Atpsckmt	chr15	31601852	31621227	19376	1.366561	1.596937	0.195578	quantifiable	1.869101	3.370225	0.781123	quantifiable
68075	Lurap1	chr4	116132406	116151338	18933	1.079694	1.194409	0.122006	quantifiable	1.992345	2.2179	0.140048	quantifiable
68077	Nop53	chr7	15936183	15946074	9892	0.479647	0.319616	-0.374548	quantifiable	0.455844	0.455355	-0.001043	quantifiable
68079	Pdcd2l	chr7	34184499	34196661	12163	0.319465	0.290635	-0.079201	quantifiable	0.204917	0.212726	NA	no_signal
68080	Gpn3	chr5	122371876	122382902	11027	0.579333	0.474233	-0.203312	quantifiable	0.788688	0.684153	-0.157802	quantifiable
68082	Dusp19	chr2	80617045	80632361	15317	0.633618	1.23507	0.76926	quantifiable	0.995531	2.793322	1.309599	quantifiable
68083	Pak1ip1	chr13	41001023	41013015	11993	0.505062	0.509939	0.009669	quantifiable	0.771625	1.263623	0.581143	quantifiable
68087	Dcakd	chr11	102994047	103028304	34258	0.61522	0.553197	-0.111287	quantifiable	0.539929	0.807028	0.434421	quantifiable
68089	Arpc4	chr6	113378115	113390448	12334	0.596945	0.490064	-0.202227	quantifiable	0.998541	0.936371	-0.075535	quantifiable
68090	Yif1a	chr19	5088538	5092881	4344	0.964611	1.017839	0.063398	quantifiable	1.704943	1.794116	0.065323	quantifiable
68092	Ncbp2	chr16	31948513	31961781	13269	0.453394	0.414756	-0.085219	quantifiable	0.645886	0.994096	0.48752	quantifiable
68094	Smarcc2	chr10	128459248	128490482	31235	0.522919	0.403843	-0.251935	quantifiable	1.315959	1.66626	0.296347	quantifiable
68095	Ociad1	chr5	73292784	73314069	21286	0.551096	0.47441	-0.151075	quantifiable	1.457506	3.024569	0.95161	quantifiable
68097	Dynll2	chr11	87979525	87987533	8009	0.88765	0.732424	-0.217776	quantifiable	0.663644	0.559972	-0.179991	quantifiable
68098	Rchy1	chr5	91948904	91963068	14165	0.590488	0.7133	0.203494	quantifiable	1.384606	3.432374	1.186495	quantifiable
68099	Cibar1	chr4	12153409	12172015	18607	0.903462	1.094794	0.226841	quantifiable	2.267528	4.072054	0.786897	quantifiable
68106	Nt5c3b	chr11	100422321	100441808	19488	0.873126	0.781551	-0.126196	quantifiable	0.698724	0.94816	0.346455	quantifiable
68107	Cntd1	chr11	101279012	101296317	17306	0.476658	0.431813	-0.095959	quantifiable	1.1585	1.398842	0.231826	quantifiable
68108	Snhg17	chr2	158355307	158361580	6274	1.038461	1.105743	0.075127	quantifiable	1.107438	1.602804	0.457445	quantifiable
68112	Entr1	chr2	26382802	26389316	6515	0.651983	0.469553	-0.338534	quantifiable	0.808808	0.733016	-0.110375	quantifiable
68114	Pwwp3a	chr10	80226434	80243903	17470	1.723885	1.863021	0.099723	quantifiable	2.882753	4.11546	0.482605	quantifiable
68115	Maip1	chr1	57406328	57417953	11626	0.575788	0.775313	0.322679	quantifiable	1.047384	2.095682	0.869461	quantifiable
68117	Apool	chrX	112311334	112372755	61422	0.483875	0.597628	0.216059	quantifiable	0.696361	1.497695	0.906311	quantifiable
68118	Atg101	chr15	101284272	101290945	6674	0.592367	0.818245	0.35385	quantifiable	1.050449	1.937353	0.763812	quantifiable
68119	Cmtm3	chr8	104339410	104347672	8263	4.761718	5.030792	0.075888	quantifiable	3.864715	3.804055	-0.021584	quantifiable
68121	Cep70	chr9	99243367	99300404	57038	0.46031	0.4549	-0.011515	quantifiable	1.751866	2.615455	0.523966	quantifiable
68126	Fahd2a	chr2	127436215	127444565	8351	1.236595	1.354945	0.112684	quantifiable	1.123219	1.755618	0.556528	quantifiable
68127	B230217C12Rik	chr11	97840780	97844099	3320	0.97384	0.911341	-0.07756	quantifiable	1.363431	1.200718	-0.156409	quantifiable
68133	Gcsh	chr8	116981810	116993537	11728	0.752798	1.306884	0.65025	quantifiable	2.50047	3.74916	0.544938	quantifiable
68134	Upf3b	chrX	37091678	37110322	18645	0.347141	0.339895	-0.018542	quantifiable	1.001097	1.733744	0.677957	quantifiable
68135	Eif3h	chr15	51786558	51865523	78966	1.14049	1.14301	0.002669	quantifiable	1.072156	2.469042	1.057174	quantifiable
68137	Kdelr1	chr7	45872772	45883732	10961	0.425838	0.373049	-0.122975	quantifiable	2.236972	2.708774	0.253393	quantifiable
68140	Tigd2	chr6	59208870	59212033	3164	2.765869	4.624947	0.698286	quantifiable	3.212366	6.452264	0.958925	quantifiable
68142	Ino80	chr2	119373042	119477687	104646	0.453566	0.307699	-0.351963	quantifiable	0.851416	0.97777	0.160797	quantifiable
68145	Etaa1	chr11	17938756	17953875	15120	0.945055	1.060518	0.136303	quantifiable	1.543219	3.086657	0.907071	quantifiable
68146	Arl13b	chr16	62793685	62847040	53356	0.927513	1.150669	0.256321	quantifiable	3.181569	7.746128	1.227621	quantifiable
68147	Gar1	chr3	129824912	129831396	6485	0.763077	1.348542	0.673917	quantifiable	1.046697	3.130651	1.403201	quantifiable
68149	Otub2	chr12	103388682	103406350	17669	1.272124	1.455247	0.16698	quantifiable	2.527926	4.256038	0.703831	quantifiable
68151	Wls	chr3	159839672	159938664	98993	0.814153	0.903548	0.119585	quantifiable	4.385808	6.211024	0.481573	quantifiable
68152	Fam133b	chr5	3543833	3570238	26406	0.377442	0.401145	0.056109	quantifiable	1.071888	2.120497	0.857216	quantifiable
68153	Gtf2e2	chr8	33731833	33777173	45341	0.583587	0.924582	0.510168	quantifiable	1.33121	4.285412	1.53812	quantifiable
68159	Stx19	chr16	62814676	62824346	9671	0.874803	0.849496	-0.033732	quantifiable	0.996641	0.815417	-0.232641	quantifiable
68161	A930005H10Rik	chr3	115881581	115888130	6550	0.684248	1.048346	0.488049	quantifiable	0.98742	2.539192	1.192158	quantifiable
68162	A930003A15Rik	chr16	19876567	19884274	7708	0.36018	0.417786	0.136519	quantifiable	0.526813	0.4917	-0.069455	quantifiable
68165	Fdx2	chr9	21067520	21073614	6095	0.437154	0.433876	-0.007213	quantifiable	0.545321	0.622671	0.138864	quantifiable
68166	Spire1	chr18	67488209	67610790	122582	0.714357	0.674273	-0.063243	quantifiable	1.395272	1.210488	-0.175242	quantifiable
68169	Ndnf	chr6	65671590	65712326	40737	2.273637	2.356485	0.047148	quantifiable	11.644933	11.483625	-0.019748	quantifiable
68170	Iftap	chr2	101560781	101649532	88752	1.386574	2.359533	0.683042	quantifiable	2.121394	5.668701	1.330493	quantifiable
68171	Pate6	chr9	35788050	35790112	2063	0.42184	0.296993	-0.311938	quantifiable	0.376074	0.195783	-0.51941	one_condition
68172	Rpl39l	chr16	10170226	10174911	4686	0.39335	0.299041	-0.240762	quantifiable	0.40675	0.339384	-0.163984	quantifiable
68173	Ppifos	chr14	25696974	25701282	4309	1.296294	1.066435	-0.23713	quantifiable	1.360002	1.10002	-0.259324	quantifiable
68175	4930591A17Rik	chr2	179414936	179416882	1947	1.736959	1.214613	-0.447889	quantifiable	1.166419	0.767236	-0.489797	quantifiable
68176	Inka1	chr9	107984223	107985879	1657	5.419994	5.204273	-0.056262	quantifiable	4.046848	4.22651	0.059499	quantifiable
68177	Ebpl	chr14	61331742	61360439	28698	1.040977	1.416666	0.376155	quantifiable	1.192255	1.723787	0.460803	quantifiable
68178	Cgnl1	chr9	71626509	71771602	145094	1.194121	1.189817	-0.004396	quantifiable	2.7406	3.16445	0.193017	quantifiable
68180	Hyi	chr4	118359990	118362744	2755	1.844093	1.698225	-0.105723	quantifiable	1.254891	1.38148	0.11878	quantifiable
68183	Bcas2	chr3	103171655	103179166	7512	0.820237	0.766087	-0.077107	quantifiable	1.067767	1.751028	0.613984	quantifiable
68184	Denr	chr5	123907175	123928835	21661	0.336734	0.277492	-0.16224	quantifiable	0.899312	1.062112	0.19587	quantifiable
68185	Coa4	chr7	100537100	100540369	3270	0.636998	0.812423	0.268602	quantifiable	0.912232	1.137891	0.262148	quantifiable
68187	Fam135a	chr1	24011093	24100341	89249	0.919837	1.552137	0.636555	quantifiable	1.139354	1.006064	-0.14886	quantifiable
68188	Sympk	chr7	19024377	19054618	30242	1.449709	0.84754	-0.645191	quantifiable	2.288845	2.571446	0.153975	quantifiable
68190	Dubr	chr16	50719294	50732773	13480	2.938896	3.834866	0.36021	quantifiable	7.884558	12.269412	0.623885	quantifiable
68192	Leprotl1	chr8	34135572	34147033	11462	1.092217	1.506657	0.395912	quantifiable	1.398452	3.573133	1.228654	quantifiable
68193	Rpl24	chr16	55966275	55980721	14447	0.667188	0.92481	0.367709	quantifiable	0.641123	1.411181	0.921439	quantifiable
68194	Ndufb4	chr16	37647170	37654453	7284	1.05709	1.352468	0.30012	quantifiable	1.185567	2.064127	0.700397	quantifiable
68196	Hsbp1	chr8	119344488	119348922	4435	0.701475	0.923737	0.311665	quantifiable	1.245345	2.045185	0.628306	quantifiable
68197	Ndufc2	chr7	97400003	97407802	7800	0.583415	0.801769	0.34676	quantifiable	0.993541	2.126389	0.951082	quantifiable
68198	Ndufb2	chr6	39592574	39603382	10809	0.647684	0.578539	-0.119772	quantifiable	0.797847	1.365296	0.639111	quantifiable
68201	Ccdc34	chr2	110017817	110173360	155544	0.698838	0.67094	-0.044469	quantifiable	2.560837	6.726105	1.320611	quantifiable
68202	Ndufa5	chr6	24518666	24528013	9348	1.027579	1.283798	0.269432	quantifiable	0.451804	0.309776	-0.342521	quantifiable
68203	Diras2	chr13	52504380	52531279	26900	1.582057	1.523924	-0.047301	quantifiable	2.157887	2.406672	0.143542	quantifiable
68204	2900060B14Rik	chr1	118458652	118459267	616	2.55597	3.268914	0.329761	quantifiable	1.712661	2.261178	0.360398	quantifiable
68205	Urm1	chr2	29820075	29845002	24928	0.549063	0.527132	-0.041725	quantifiable	0.628664	0.870942	0.362219	quantifiable
68209	Rnaseh2c	chr19	5601873	5607019	5147	0.769187	0.641913	-0.19865	quantifiable	0.87501	0.950205	0.095797	quantifiable
68212	Tmbim4	chr10	120201658	120224917	23260	1.087248	1.505444	0.400371	quantifiable	3.085275	3.589072	0.204656	quantifiable
68214	Gsto2	chr19	47865534	47886324	20791	1.269275	1.57389	0.268442	quantifiable	1.497371	3.247036	1.0134	quantifiable
68215	Fam98b	chr2	117249739	117271540	21802	0.816688	0.727176	-0.130246	quantifiable	0.949954	1.621975	0.654695	quantifiable
68219	Nudt21	chr8	94015496	94037031	21536	0.505209	0.574322	0.131286	quantifiable	1.784207	3.076787	0.717962	quantifiable
68221	Wfdc15a	chr2	164198863	164200130	1268	1.278439	1.94733	0.532388	quantifiable	1.205563	1.573895	0.331515	quantifiable
68222	Cimip2a	chr2	25218745	25222280	3536	0.870035	0.688711	-0.262418	quantifiable	0.50258	0.38909	-0.246414	quantifiable
68223	Fam24a	chr7	131333864	131336927	3064	0.88095	0.545385	-0.524355	quantifiable	0.537459	0.301936	-0.53709	quantifiable
68224	1700067P10Rik	chr17	48089319	48090918	1600	1.934219	1.458934	-0.359574	quantifiable	1.043743	0.823915	-0.275641	quantifiable
68226	Efcab2	chr1	178406085	178484513	78429	0.61726	1.178829	0.740308	quantifiable	0.668901	1.308984	0.782316	quantifiable
68229	Spindoc	chr19	7354078	7382994	28917	0.372155	0.331727	-0.101977	quantifiable	0.36225	0.367846	0.013793	quantifiable
68230	1700102H20Rik	chr17	3557824	3559862	2039	1.132618	2.821168	1.168731	quantifiable	1.438907	3.031023	0.970559	quantifiable
68231	H2al2a	chr2	17996417	17996958	542	1.309225	1.337538	0.026462	quantifiable	1.082404	1.040457	-0.047221	quantifiable
68232	1700120K04Rik	chr7	127603900	127604445	546	0.642399	0.235628	-0.920145	quantifiable	0.506513	0.247691	-0.63517	quantifiable
68233	Fam229a	chr4	129491190	129491956	767	3.033771	1.614423	-0.826705	quantifiable	1.778836	1.264689	-0.428939	quantifiable
68235	Mturn	chr6	54681624	54703851	22228	2.137647	2.502604	0.20762	quantifiable	3.208896	4.555678	0.477933	quantifiable
68238	1700123O21Rik	chr16	5975585	5998496	22912	1.236054	1.16931	-0.067684	quantifiable	1.01985	0.914333	-0.128295	quantifiable
68239	Krt42	chr11	100262882	100269871	6990	1.118542	0.762171	-0.446523	quantifiable	0.910755	0.666759	-0.350589	quantifiable
68240	Rpa3	chr6	8255936	8259173	3238	1.314216	2.612912	0.884681	quantifiable	2.041862	3.86697	0.853453	quantifiable
68241	Mcrip2	chr17	25863698	25868764	5067	1.316318	1.532804	0.19016	quantifiable	1.647947	2.122568	0.3266	quantifiable
68243	A930018P22Rik	chr2	104122769	104124749	1981	7.399173	8.452776	0.186854	quantifiable	5.773875	6.959432	0.260371	quantifiable
68245	1700108J01Rik	chr14	122229905	122233654	3750	2.354312	6.373682	1.356816	quantifiable	1.852459	4.938418	1.315486	quantifiable
68246	1700112J05Rik	chr5	77006449	77018863	12415	1.618408	1.983945	0.2616	quantifiable	0.864036	1.098704	0.282651	quantifiable
68250	Ciao2a	chr9	66126611	66138955	12345	0.509657	0.455745	-0.110702	quantifiable	1.767713	2.166114	0.263525	quantifiable
68251	Babam1	chr8	71396861	71404619	7759	0.702884	0.765021	0.093982	quantifiable	1.635425	2.445002	0.522331	quantifiable
68255	Tmem86b	chr7	4628040	4631422	3383	0.842462	0.546171	-0.471548	quantifiable	0.786824	0.498755	-0.486102	quantifiable
68259	Ift80	chr3	68892499	69004570	112072	0.445297	0.436707	-0.018743	quantifiable	1.69069	3.807873	1.07583	quantifiable
68260	Trmt12	chr15	58872674	58877127	4454	1.631251	3.798267	1.117973	quantifiable	1.263115	3.444338	1.304784	quantifiable
68262	Agpat4	chr17	12118704	12219645	100942	1.51844	1.539888	0.017688	quantifiable	2.220646	3.145469	0.463506	quantifiable
68263	Pdhb	chr14	8165996	8173025	7030	0.823081	0.77577	-0.066952	quantifiable	2.770031	3.584247	0.347426	quantifiable
68265	Iqcf3	chr9	106503225	106561625	58401	0.300564	0.243514	-0.167382	quantifiable	0.417597	0.316998	-0.247629	quantifiable
68267	Slc25a22	chr7	141429744	141437892	8149	2.240402	2.652621	0.223454	quantifiable	1.825978	2.40532	0.359666	quantifiable
68268	Zdhhc21	chr4	82798738	82859958	61221	1.165848	1.223341	0.058633	quantifiable	1.399894	3.120306	1.043971	quantifiable
68270	Dnaaf1	chr8	119575235	119598454	23220	0.774939	0.804631	0.042414	quantifiable	1.329638	2.091247	0.576668	quantifiable
68271	Zfp85os	chr13	67729262	67756838	27577	0.271411	0.564844	0.675215	quantifiable	0.770017	2.160243	1.265381	quantifiable
68272	Rbm28	chr6	29123576	29165006	41431	0.749366	0.783967	0.050587	quantifiable	1.269236	3.096277	1.154865	quantifiable
68273	Pomgnt1	chr4	116137237	116159849	22613	1.047464	1.216806	0.180889	quantifiable	0.807025	0.562691	-0.391852	quantifiable
68274	Toporsl	chr4	52596274	52612430	16157	0.505398	0.399935	-0.226574	quantifiable	0.983613	0.971064	-0.015118	quantifiable
68275	Rpa1	chr11	75298166	75348324	50159	0.402301	0.337934	-0.157455	quantifiable	1.169657	2.030546	0.695451	quantifiable
68276	Toe1	chr4	116794310	116807640	13331	0.557763	0.657636	0.174242	quantifiable	1.18448	1.681579	0.437098	quantifiable
68277	2310057M21Rik	chr7	131338220	131362759	24540	0.342331	0.285538	-0.153532	quantifiable	0.782526	1.478465	0.760452	quantifiable
68278	Ddx39a	chr8	83715177	83726892	11716	1.248796	1.215162	-0.033415	quantifiable	1.725935	2.398082	0.428002	quantifiable
68279	Mcoln2	chr3	146149833	146195513	45681	1.46487	1.683628	0.176091	quantifiable	3.445599	3.024201	-0.176173	quantifiable
68281	Rlig1	chr10	100572265	100590423	18159	0.627242	0.938092	0.450795	quantifiable	1.496347	4.013201	1.302289	quantifiable
68283	Matcap2	chr9	22411513	22444681	33169	0.752665	0.951356	0.268105	quantifiable	1.306592	2.340019	0.745749	quantifiable
68291	Mto1	chr9	78448208	78475348	27141	0.327377	0.299562	-0.075203	quantifiable	1.022961	1.613035	0.560364	quantifiable
68292	Stt3b	chr9	115242581	115310421	67841	0.774588	0.750861	-0.034827	quantifiable	2.641069	3.811454	0.494711	quantifiable
68294	Mfsd10	chr5	34633642	34637212	3571	2.251072	2.333089	0.047102	quantifiable	2.095629	2.763844	0.365735	quantifiable
68295	Aar2	chr2	156547584	156568972	21389	0.670179	0.583064	-0.148539	quantifiable	0.384794	0.681741	0.576083	quantifiable
68298	Ncapd2	chr6	125168007	125191701	23695	0.763619	0.591123	-0.278104	quantifiable	1.20977	1.008292	-0.21909	quantifiable
68299	Vps53	chr11	76046226	76179647	133422	0.629336	0.481041	-0.276752	quantifiable	0.521281	0.882771	0.572888	quantifiable
68303	Fam114a1	chr5	64970071	65041886	71816	2.058189	2.526421	0.26964	quantifiable	2.964056	3.408284	0.188409	quantifiable
68304	Poglut3	chr9	53384025	53401867	17843	0.694282	0.967031	0.37656	quantifiable	1.246835	1.488911	0.220337	quantifiable
68306	4930565N06Rik	chr16	36880519	36897189	16671	0.61998	0.77816	0.248852	quantifiable	0.421682	0.304371	-0.291153	quantifiable
68307	Lrriq4	chr3	30644507	30672431	27925	1.202578	1.075854	-0.13458	quantifiable	0.767389	0.724327	-0.064316	quantifiable
68308	4933406F09Rik	chr14	7412460	7508369	95910	0.751958	0.843099	0.129279	quantifiable	0.744014	0.75321	0.013693	quantifiable
68310	Zmym1	chr4	127047094	127061152	14059	0.323042	0.257325	-0.186005	quantifiable	0.238667	0.324277	0.246774	quantifiable
68311	Lypd2	chr15	74732247	74734329	2083	1.793944	1.868176	0.052214	quantifiable	1.671216	1.710927	0.029975	quantifiable
68312	Gstm7	chr3	107926334	107931817	5484	2.203956	2.891009	0.359988	quantifiable	2.337297	3.715093	0.621731	quantifiable
68314	Hnf4aos	chr2	163493807	163541720	47914	0.963103	0.914166	-0.060931	quantifiable	1.418956	1.189192	-0.217875	quantifiable
68316	Apoo	chrX	94367117	94417093	49977	0.457962	0.305566	-0.367186	quantifiable	2.689825	2.945436	0.121462	quantifiable
68318	Aph1c	chr9	66814994	66834726	19733	0.937355	1.140106	0.232843	quantifiable	2.735032	3.371791	0.281509	quantifiable
68323	Nudt22	chr19	6993018	6996117	3100	1.047489	2.50654	1.104953	quantifiable	1.046141	2.104977	0.876655	quantifiable
68327	Tsr3	chr17	25240170	25242798	2629	0.665383	0.667069	0.002743	quantifiable	0.512751	0.601884	0.165561	quantifiable
68328	Rab13	chr3	90213695	90226385	12691	0.740511	1.072967	0.428719	quantifiable	0.74375	0.866602	0.173053	quantifiable
68332	Sdhaf1	chr7	30321406	30323895	2490	1.536411	1.95185	0.306257	quantifiable	0.651956	1.055077	0.548132	quantifiable
68337	Crip2	chr12	113140236	113145506	5271	6.184866	5.852628	-0.076845	quantifiable	6.973872	5.704721	-0.280011	quantifiable
68338	Golt1a	chr1	133309800	133329901	20102	1.602675	1.296991	-0.264806	quantifiable	1.316223	1.383962	0.062243	quantifiable
68339	Ccdc88c	chr12	100911523	101029056	117534	2.641599	2.849501	0.101175	quantifiable	4.666906	4.984488	0.090831	quantifiable
68342	Ndufb10	chr17	24722060	24724478	2419	0.853058	0.745226	-0.152754	quantifiable	1.016046	0.783985	-0.29993	quantifiable
