chr	start	end	width_kb	boundary_left_pos	boundary_right_pos	boundary_left_type	boundary_right_type	boundary_left_differential	boundary_right_differential	boundary_left_gap_score	boundary_right_gap_score	boundary_left_tad_score1	boundary_left_tad_score2	boundary_right_tad_score1	boundary_right_tad_score2	boundary_left_enriched	boundary_right_enriched	is_differential	mean_tad_score	mean_gap_score	cg_mc_ctrl_mean	cg_mc_mut_mean	cg_mc_log2fc	cg_mc_pseudocount	cg_mc_ctrl_cv	cg_mc_mut_cv	cg_mc_ctrl_within_var	cg_mc_mut_within_var	cg_mc_ctrl_insulation	cg_mc_mut_insulation	cg_hmc_ctrl_mean	cg_hmc_mut_mean	cg_hmc_log2fc	cg_hmc_pseudocount	cg_hmc_ctrl_cv	cg_hmc_mut_cv	cg_hmc_ctrl_within_var	cg_hmc_mut_within_var	cg_hmc_ctrl_insulation	cg_hmc_mut_insulation	chg_mc_ctrl_mean	chg_mc_mut_mean	chg_mc_log2fc	chg_mc_pseudocount	chg_mc_ctrl_cv	chg_mc_mut_cv	chg_mc_ctrl_within_var	chg_mc_mut_within_var	chg_mc_ctrl_insulation	chg_mc_mut_insulation	chh_mc_ctrl_mean	chh_mc_mut_mean	chh_mc_log2fc	chh_mc_pseudocount	chh_mc_ctrl_cv	chh_mc_mut_cv	chh_mc_ctrl_within_var	chh_mc_mut_within_var	chh_mc_ctrl_insulation	chh_mc_mut_insulation	mecp2_ctrl_mean	mecp2_mut_mean	mecp2_log2fc	mecp2_pseudocount	mecp2_ctrl_cv	mecp2_mut_cv	mecp2_ctrl_within_var	mecp2_mut_within_var	mecp2_ctrl_insulation	mecp2_mut_insulation	mecp2_peak_count	mecp2_up_count	mecp2_down_count
chr17	75210000	75350000	140	75210000	75350000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	0.619040444806581	1.72025819270522	1.95116290010496	1.72757398417023	1.57307809036827	0.998919541451693	Matrix 1	Matrix 1	FALSE	1.76212049523661	1.1696493187559	0.00689945	0.00683859	-0.008716	0.00320356209341412	0.204257	0.205876	1.99764943941986e-06	1.99056256623287e-06	0.00066356	0.00061233	0.00049394	0.00053874	0.104657	0.000101517354514925	0.355597	0.395062	3.09314138116802e-08	4.32335800676721e-08	0.00029717	0.00039615	-1.2e-07	-1.3e-07	-0.011753	1e-06	NA	NA	0	3.60071452149323e-12	0	7.1e-07	0	0	0	1e-06	NA	NA	0	0	1.11e-06	0	1.18621744	0.93708059	-0.256716	0.342143936271676	0.139823	0.154762	0.027509654216648	0.0210320416645621	0.15937182	0.12601122	0	0	0
chr17	75360000	75510000	150	75360000	75510000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	0.569664477543616	0.216643802768549	1.88460609902899	1.67775940551839	1.5221036586276	1.43356860307195	Matrix 1	Matrix 1	FALSE	1.70335487882829	0.393154140156082	0.00657963	0.00659728	0.002599	0.00320356209341412	0.344811	0.341947	5.27588413697558e-06	5.01321121318408e-06	0.00102553	0.00108306	0.00052157	0.00061363	0.198805	0.000101517354514925	0.560259	0.52102	8.2209368365879e-08	1.09377632090664e-07	0.00034621	0.00025512	2.3e-07	0	-0.294741	1e-06	NA	NA	0	0	0	0	6.9e-07	0	-0.761281	1e-06	NA	NA	0	0	0	1.11e-06	1.03330478	0.86366091	-0.189906	0.342143936271676	0.394856	0.409558	0.166468871922016	0.125115746434081	0.10299231	0.05604696	0	0	0
chr17	75520000	75650000	130	75520000	75650000	Strength Change	Non-Differential	Differential	Non-Differential	2.70292595693057	0.979688253284136	2.77189954157062	1.86608314275577	1.85360511325328	1.51488305307972	Matrix 1	Matrix 1	TRUE	2.31275232741195	1.84130710510735	0.00653821	0.0065423	0.000606	0.00320356209341412	0.214873	0.219089	1.98212517353818e-06	2.06992025573348e-06	0.00094241	0.00106046	0.00059961	0.00057836	-0.044406	0.000101517354514925	0.795535	0.801168	2.2307005641033e-07	2.04020304168296e-07	0.00039255	0.00028631	0	0	0	1e-06	NA	NA	0	0	0	0	0	-1.5e-07	-0.231203	1e-06	NA	NA	0	9.47769255197965e-12	8.3e-07	1.11e-06	0.74493131	0.58336909	-0.232127	0.342143936271676	0.627982	0.676954	0.218843418788411	0.155959382623929	0.05774283	0.08156385	0	0	0
chr17	75650000	75810000	160	75650000	75810000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	0.979688253284136	-1.2415398408818	1.85360511325328	1.51488305307972	1.19251748485044	1.57836676347853	Matrix 1	Matrix 2	FALSE	1.52306129905186	-0.130925793798833	0.00459818	0.00454701	-0.009494	0.00320356209341412	0.230283	0.232537	1.1441312131532e-06	1.12282191651452e-06	0.00116899	0.00122469	0.00026991	0.00032146	0.187506	0.000101517354514925	0.717782	0.759343	3.56128936154462e-08	5.72633384298917e-08	0.00013485	0.00014785	1.2e-07	-1.6e-07	-0.409011	1e-06	NA	NA	0	0	0	0	2.2e-07	-1.4e-07	-0.504814	1e-06	4	NA	4.30562467224897e-12	0	8.3e-07	0	0.71353538	0.5349322	-0.267398	0.342143936271676	0.442945	0.423914	0.099890127888278	0.0514219296553082	0.0460565	0.07480621	0	0	0
chr17	75810000	75960000	150	75810000	75960000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.2415398408818	1.47029427301552	1.19251748485044	1.57836676347853	1.82417734305806	1.3275684075671	Matrix 2	Matrix 1	FALSE	1.50834741395425	0.114377216066859	0.00490081	0.00486134	-0.007043	0.00320356209341412	0.261018	0.263973	1.64300857437246e-06	1.62914856742315e-06	0.0009481	0.0010057	0.00033986	0.00038742	0.147635	0.000101517354514925	0.511677	0.484486	2.79065232667876e-08	3.48888310863051e-08	3.062e-05	4.375e-05	2.1e-07	0	-0.273017	1e-06	NA	NA	0	0	0	0	0	1.3e-07	0.17206	1e-06	NA	NA	0	1.17599996829033e-12	0	0	0.7577159	0.5944015	-0.231899	0.342143936271676	0.304026	0.336304	0.0530671681750192	0.0399600931575791	0.07040407	0.09864633	0	0	0
chr17	75960000	76550000	590	75960000	76550000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	1.47029427301552	1.22798702981649	1.82417734305806	1.3275684075671	1.50422367209796	1.08969368150649	Matrix 1	Matrix 1	FALSE	1.66420050757801	1.34914065141601	0.0036992	0.00367634	-0.004785	0.00320356209341412	0.446187	0.448824	2.76621672705564e-06	2.72864614892412e-06	0.00117174	0.00116728	0.00013927	0.0001412	0.011544	0.000101517354514925	0.565336	0.592872	6.35910600712825e-09	6.83158148957979e-09	4.271e-05	4.19e-05	6e-08	-2.6e-07	-0.512186	1e-06	NA	NA	0	4.23728813559322e-11	0	9.5e-07	-1e-08	-4.3e-07	-0.805506	1e-06	NA	NA	3.11503214636876e-12	2.18811986498921e-11	0	5.6e-07	0.53777929	0.41124654	-0.22398	0.342143936271676	0.481044	0.461244	0.0669235964526898	0.0359804713469953	0.13085762	0.11024488	0	0	0
chr17	76550000	76870000	320	76550000	76870000	Non-Differential	Split	Non-Differential	Differential	1.22798702981649	2.9219503708176	1.50422367209796	1.08969368150649	1.66410141292025	0.701215114709122	Matrix 1	Matrix 1	TRUE	1.58416254250911	2.07496870031704	0.00372732	0.00370985	-0.003641	0.00320356209341412	0.391324	0.403076	2.13120133248673e-06	2.26534745823887e-06	0.00096519	0.00098598	0.00014735	0.00017063	0.12901	0.000101517354514925	0.469303	0.474654	4.6518351295335e-09	5.90219294914433e-09	6.13e-05	9.175e-05	-5e-08	2.8e-07	0.428944	1e-06	NA	5.656854	0	2.82031242921949e-12	0	9.5e-07	-1.7e-07	1.1e-07	0.419094	1e-06	NA	NA	8.7781247926876e-13	0	5.3e-07	5.6e-07	0.51831029	0.41012118	-0.193857	0.342143936271676	0.337331	0.354713	0.0305696222012673	0.0211626287273307	0.17172474	0.1214362	0	0	0
chr17	76870000	77150000	280	76870000	77150000	Split	Non-Differential	Differential	Non-Differential	2.9219503708176	-1.58856068424549	1.66410141292025	0.701215114709122	1.40996600315446	1.90508355223089	Matrix 1	Matrix 2	TRUE	1.53703370803736	0.66669484328605	0.0033227	0.00329144	-0.006927	0.00320356209341412	0.217913	0.220895	5.33102500364582e-07	5.31190452584516e-07	0.00023269	0.00029123	0.00013553	0.00014064	0.030747	0.000101517354514925	0.441834	0.316152	3.65964896057839e-09	1.7000615366503e-09	4.851e-05	7.903e-05	0	2.3e-07	0.293832	1e-06	NA	4.287521	0	1.50085056921926e-11	0	5.3e-07	1.5e-07	-3.2e-07	-0.750477	1e-06	NA	NA	0	4.40035725627627e-12	5.3e-07	0	0.52524562	0.40486875	-0.215547	0.342143936271676	0.46861	0.422213	0.0605809948952337	0.0292206233390967	0.23136627	0.1703978	0	0	0
chr17	77170000	77300000	130	77170000	77300000	Split	Non-Differential	Differential	Non-Differential	2.5306267944555	1.62360237153966	1.76160002678378	0.923742228376783	2.0727861028434	1.52367979403546	Matrix 1	Matrix 1	TRUE	1.91719306481359	2.07711458299758	0.00338178	0.0033987	0.003702	0.00320356209341412	0.267913	0.268405	8.27965095143578e-07	8.35007782618788e-07	0.00074531	0.00085602	0.00011116	0.0001217	0.069771	0.000101517354514925	0.677231	0.784783	5.08100936474083e-09	7.85995390088045e-09	6.278e-05	3.162e-05	0	0	0	1e-06	NA	NA	0	0	0	5.3e-07	4.3e-07	0	-0.518725	1e-06	3.605551	NA	3.8776925616081e-12	0	7.1e-07	0	0.41990927	0.31790284	-0.207323	0.342143936271676	0.475398	0.494331	0.0398493986922582	0.0246956145851789	0.06914396	0.05745501	0	0	0
chr17	77310000	77460000	150	77310000	77460000	Non-Differential	Merge	Non-Differential	Differential	-1.14747630665923	-2.71362357457817	1.3002098459034	1.65439851986318	0.825290510969626	1.69046901032028	Matrix 2	Matrix 2	TRUE	1.06275017843652	-1.9305499406187	0.0036511	0.00363053	-0.004337	0.00320356209341412	0.232546	0.234949	7.3265606742971e-07	7.32594252689794e-07	0.00046231	0.00045741	0.00014446	0.00014768	0.018773	0.000101517354514925	0.320398	0.385138	1.95873951844788e-09	3.0949026792305e-09	1.234e-05	3.154e-05	2.1e-07	2.4e-07	0.037321	1e-06	3.872983	NA	1.04166666666667e-11	0	1.25e-06	0	0	-3e-08	-0.051399	1e-06	NA	3.872983	0	2.56266658290227e-12	5.54e-06	3.66e-06	0.57507925	0.4281182	-0.251923	0.342143936271676	0.472207	0.449847	0.0737437823034949	0.0370905125265174	0.08849436	0.04991466	0	0	0
chr17	77470000	77920000	450	77470000	77920000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	0.0643985230569009	-0.534677706664104	1.83763916238349	1.79434430464298	2.58315076783286	2.7239538378459	Matrix 1	Matrix 2	FALSE	2.21039496510818	-0.235139591803602	0.00412112	0.00410721	-0.002741	0.00320356209341412	0.310207	0.326424	1.63413807556354e-06	1.79871492529629e-06	0.00019773	0.0001922	0.00019701	0.00020771	0.050823	0.000101517354514925	0.588076	0.679976	1.43909353863347e-08	1.86768137248922e-08	7.935e-05	9.088e-05	0	0	0	1e-06	NA	NA	0	0	2.08e-06	5.9e-07	8.6e-07	-1.9e-07	-1.192334	1e-06	6.708204	4.895712	5.18420022007625e-11	3.79174970609901e-11	5.74e-06	6e-06	1.32431435	1.06008873	-0.249059	0.342143936271676	3.847406	3.841241	25.960925697885	16.5817161030891	0.13360503	0.12365964	0	0	0
chr17	77920000	78070000	150	77920000	78070000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.534677706664104	1.67095008987425	2.58315076783286	2.7239538378459	2.19352821397373	1.6276697901959	Matrix 2	Matrix 1	FALSE	2.3883394909033	0.568136191605071	0.00436794	0.00433074	-0.007107	0.00320356209341412	0.34124	0.32858	2.25371884161648e-06	2.05543956333008e-06	0.00019389	0.00021078	0.00030335	0.00034172	0.130612	0.000101517354514925	0.491952	0.518205	2.10872045388105e-08	2.96371829274089e-08	7.236e-05	0.00016211	5.5e-07	3.8e-07	-0.175735	1e-06	3.872983	3.872983	4.59266631706556e-12	2.32066669480006e-12	8.3e-07	5.9e-07	-9e-07	-1.61e-06	NA	1e-06	NA	NA	2.83083797230153e-11	8.41845677339861e-11	1.99e-06	6.36e-06	0.62499917	0.49751043	-0.203934	0.342143936271676	0.329386	0.437838	0.042381331979002	0.0474500306773352	0.193855	0.17502438	0	0	0
chr17	78070000	78190000	120	78070000	78190000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	1.67095008987425	-0.452610346639304	2.19352821397373	1.6276697901959	3.06442484469647	3.17285798547706	Matrix 1	Matrix 2	FALSE	2.6289765293351	0.609169871617472	0.00604594	0.00600349	-0.006637	0.00320356209341412	0.237431	0.245789	2.06592761059788e-06	2.19147947282417e-06	0.00041172	0.00037861	0.0005116	0.00053678	0.058058	0.000101517354514925	0.660624	0.68692	1.26132545818098e-07	1.30846081823209e-07	0.00047915	0.00044469	0	0	0	1e-06	NA	NA	0	0	0	0	4.2e-07	-9e-08	-0.637897	1e-06	NA	NA	0	2.30893188872392e-11	1.08e-06	4.25e-06	0.91580904	0.75293333	-0.200045	0.342143936271676	0.371237	0.437486	0.115589566607883	0.108504808108782	1.05432988	0.72347803	0	0	0
chr17	78200000	78470000	270	78200000	78470000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.186511770755487	-0.686845048071148	1.4895543238643	1.53145815610247	1.89208581691029	2.09044120736695	Matrix 2	Matrix 2	FALSE	1.6908200703873	-0.436678409413317	0.00927397	0.00928702	0.001508	0.00320356209341412	0.267859	0.248523	6.18210801195778e-06	5.33200128666634e-06	0.00086556	0.00081193	0.00179269	0.00165165	-0.111628	0.000101517354514925	0.430547	0.449866	5.96931851681456e-07	5.53702284152768e-07	0.00082929	0.00070361	5e-08	6e-08	0.017717	1e-06	5.196152	5.196152	1.04037034580001e-12	1.66259267542097e-12	0	6.7e-07	1e-08	4.3e-07	0.500791	1e-06	NA	NA	0	0	0	1e-06	2.04434498	1.7238792	-0.208033	0.342143936271676	0.397272	0.459955	0.659605874338947	0.628703053244841	1.12019249	0.82893949	4	3	1
chr17	78480000	78650000	170	78480000	78650000	Strength Change	Non-Differential	Differential	Non-Differential	2.44430510188552	1.76743542367565	2.45184315198453	1.63336899835464	2.6070096574981	2.00496160241365	Matrix 1	Matrix 1	TRUE	2.52942640474132	2.10587026278059	0.00882636	0.00873492	-0.011008	0.00320356209341412	0.264342	0.250551	5.40947761659401e-06	4.78969496891244e-06	0.00047445	0.00014928	0.00118146	0.00119654	0.016866	0.000101517354514925	0.690228	0.677319	6.98373354442067e-07	6.77365725928128e-07	0.0002984	3.777e-05	0	0	0	1e-06	NA	NA	0	0	0	0	-1.09e-06	-3.8e-07	NA	1e-06	NA	4.123106	1.99056628264399e-11	4.05235263270491e-12	2.68e-06	0	1.54425586	1.24665432	-0.2477	0.342143936271676	0.670932	0.789453	1.07348003415082	0.968596344223833	0.34844717	0.24427968	0	0	0
chr17	78650000	78830000	180	78650000	78830000	Non-Differential	Complex	Non-Differential	Differential	1.76743542367565	2.14507749403591	2.6070096574981	2.00496160241365	1.84411054887959	1.12960242670767	Matrix 1	Matrix 1	TRUE	2.22556010318885	1.95625645885578	0.00774974	0.00796683	0.028313	0.00320356209341412	0.376086	0.358006	8.39864822303746e-06	8.13444022515667e-06	0.00069693	0.00034033	0.00134648	0.0010912	-0.279812	0.000101517354514925	0.619923	0.622526	7.29813449822812e-07	4.58933845532253e-07	0.00052151	0.0002456	3e-08	0	-0.049243	1e-06	NA	NA	0	0	0	0	-6.1e-07	-2e-08	1.333167	1e-06	NA	NA	0	3.82722193088797e-12	2.68e-06	0	1.02507335	0.82331039	-0.23035	0.342143936271676	0.3415	0.353175	0.122542726798617	0.0845486855520693	0.3900555	0.2570528	0	0	0
chr17	78850000	78950000	100	78850000	78950000	Shifted	Non-Differential	Shifted	Non-Differential	-3.48443994212025	0.783606053825936	0.432764942590762	1.55138525306413	3.21290047486022	2.92076574036959	Matrix 2	Matrix 1	FALSE	1.82283270872549	-1.35041694414716	0.00763765	0.00772229	0.011219	0.00320356209341412	0.260188	0.24152	3.95115130713927e-06	3.49761444218171e-06	0.00177984	0.00171441	0.00106668	0.00092899	-0.180931	0.000101517354514925	0.316201	0.255443	1.18165488987554e-07	5.63230935981264e-08	0.00033752	0.00028034	0	-1.5e-07	-0.242974	1e-06	NA	NA	0	0	0	0	0	1.7e-07	0.22342	1e-06	NA	NA	0	0	0	0	1.12702589	0.8847796	-0.259956	0.342143936271676	0.205653	0.167335	0.0537198613701754	0.0219201954303738	0.09002122	0.03937664	0	0	0
chr17	78960000	79110000	150	78960000	79110000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.15248813208688	-0.279876680875078	2.152157682377	2.49752116381103	1.98407262982544	2.05003080843501	Matrix 2	Matrix 2	FALSE	2.06811515610122	-0.716182406480978	0.00664259	0.00655184	-0.013359	0.00320356209341412	0.270024	0.261869	3.1661802875674e-06	2.93852002614539e-06	0.00027403	0.00041641	0.0006154	0.00066488	0.096282	0.000101517354514925	0.530625	0.595643	1.21961121904414e-07	1.60227159287341e-07	0.000346	0.00023107	0	9e-08	0.12212	1e-06	NA	3.872983	0	1.87266662244002e-12	0	0	-2e-08	-1.4e-07	-0.201755	1e-06	NA	NA	0	9.35114324367047e-12	0	1.82e-06	0.90541535	0.69512166	-0.266323	0.342143936271676	0.418189	0.392579	0.143361146697627	0.0744656536506028	0.46485545	0.27005106	0	0	0
chr17	79110000	79280000	170	79110000	79280000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.279876680875078	-1.15357032815975	1.98407262982544	2.05003080843501	1.19628864826852	1.55371667699797	Matrix 2	Matrix 2	FALSE	1.59018063904698	-0.716723504517413	0.00609852	0.00605893	-0.006154	0.00320356209341412	0.212047	0.208759	1.69299555762999e-06	1.61466219838463e-06	0.00031796	0.00035146	0.00064972	0.00071092	0.112985	0.000101517354514925	0.588533	0.566311	1.42874348291453e-07	1.55555728002305e-07	0.00028493	0.0002821	0	1.1e-07	0.154758	1e-06	NA	NA	0	0	0	0	-4.9e-07	-2.2e-07	0.615214	1e-06	NA	57.714352	3.07599248896627e-11	1.39461768553844e-11	1.67e-06	2.82e-06	0.82139733	0.65145084	-0.227793	0.342143936271676	0.344517	0.329745	0.0800818251466408	0.0461450586076571	0.2727414	0.16341688	0	0	0
chr17	79280000	79380000	100	79280000	79380000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.15357032815975	-1.43399327891987	1.19628864826852	1.55371667699797	1.3282482660909	1.77451084775253	Matrix 2	Matrix 2	FALSE	1.26226845717971	-1.29378180353981	0.00623603	0.00632155	0.013011	0.00320356209341412	0.237823	0.241367	2.18425534311177e-06	2.31088992664767e-06	0.00061167	0.00076287	0.00126109	0.0011889	-0.078534	0.000101517354514925	0.898048	0.789528	1.36974933011245e-06	8.88914298670571e-07	0.00095768	0.00078972	0	0	0	1e-06	NA	NA	0	0	0	0	-6.7e-07	2e-08	1.620645	1e-06	NA	NA	4.00000011920929e-11	3.84399987435341e-12	3.67e-06	1.62e-06	1.26751482	1.02222478	-0.238521	0.342143936271676	0.395767	0.406893	0.251647673591755	0.17300624766169	0.37966008	0.29871374	0	0	0
chr17	79410000	79570000	160	79410000	79570000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	1.91222436346244	-0.344858902426524	2.06803213430908	1.42588754990682	2.11984609526789	2.20510054224065	Matrix 1	Matrix 2	FALSE	2.09393911478848	0.783682730517959	0.00576222	0.00572591	-0.005855	0.00320356209341412	0.176279	0.188763	1.01471405683928e-06	1.16252214626313e-06	0.00134384	0.00154968	0.00062254	0.00069985	0.14636	0.000101517354514925	0.352737	0.380005	5.19307620735941e-08	7.31338270417158e-08	0.00012745	8.221e-05	0	1.3e-07	0.175923	1e-06	NA	NA	0	0	0	0	-5e-08	2.5e-07	0.391751	1e-06	NA	NA	0	0	0	6.2e-07	1.17147236	0.93111098	-0.249478	0.342143936271676	0.200744	0.195893	0.0553034599201756	0.0332694340325832	0.150118	0.13628425	0	0	0
chr17	79570000	79840000	270	79570000	79840000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.344858902426524	-0.696601831968942	2.11984609526789	2.20510054224065	1.90051138969892	2.10191061524239	Matrix 2	Matrix 2	FALSE	2.01017874248341	-0.520730367197733	0.00655029	0.0065075	-0.006344	0.00320356209341412	0.270638	0.278071	3.16213102855487e-06	3.27324746071888e-06	0.00126344	0.00118101	0.00076811	0.00077974	0.019173	0.000101517354514925	0.511529	0.51838	1.54984237420605e-07	1.6397589974699e-07	0.00064609	0.00048999	0	0	0	1e-06	NA	NA	0	0	0	0	-3.9e-07	-1e-07	0.551945	1e-06	NA	99.911061	1.88025646072677e-11	4.92948695354992e-12	0	0	1.09633755	0.91220882	-0.197604	0.342143936271676	0.395634	0.424049	0.188137382350427	0.149630686023296	0.07091845	0.04567225	0	0	0
chr17	79860000	80010000	150	79860000	80010000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	0.767268588245151	1.12021200314037	1.79242567937686	1.52297053716288	2.30031230386849	1.91078856273328	Matrix 1	Matrix 1	FALSE	2.04636899162268	0.943740295692759	0.00756795	0.0075977	0.003979	0.00320356209341412	0.322116	0.306447	6.05973874584856e-06	5.45827057368584e-06	0.00178795	0.00152143	0.00173966	0.00171317	-0.020908	0.000101517354514925	0.370676	0.305933	4.2199204417882e-07	2.63061366623527e-07	0.00069987	0.00055645	9e-08	0	-0.128732	1e-06	NA	NA	0	0	0	0	1.67e-06	3.5e-07	-0.985641	1e-06	NA	NA	0	0	8.3e-07	0	1.26181067	1.09899967	-0.154419	0.342143936271676	0.270629	0.346878	0.11660853333661	0.145326411763661	0.27872296	0.28939456	0	0	0
chr17	80020000	80180000	160	80020000	80180000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.169456900890685	-1.45577701251791	2.09988559534001	2.12880784707096	1.77421426499623	2.22203738271683	Matrix 2	Matrix 2	FALSE	1.93704993016812	-0.812616956704295	0.00604935	0.00615699	0.016686	0.00320356209341412	0.325431	0.300196	3.85834432412364e-06	3.44074706240188e-06	0.00258383	0.00231768	0.00131261	0.0012616	-0.053001	0.000101517354514925	0.56791	0.546547	5.81245185426759e-07	4.45684928145915e-07	0.00045642	0.00046044	0	0	0	1e-06	NA	NA	0	0	0	0	-2.9e-07	-2.6e-07	0.052692	1e-06	NA	NA	0	8.70250010550022e-12	8.3e-07	1.18e-06	0.87912926	0.76779722	-0.137903	0.342143936271676	0.377456	0.517303	0.110114293529603	0.157756143121815	0.30011738	0.43056811	0	0	0
chr17	80300000	80440000	140	80300000	80440000	Strength Change	Complex	Differential	Differential	2.17462726792755	-2.58682625400984	2.3984567616578	1.66762293523154	0.801792862830184	1.62636021507706	Matrix 1	Matrix 2	TRUE	1.60012481224399	-0.206099493041142	0.00805869	0.00806352	0.000618	0.00320356209341412	0.270673	0.267828	4.80907253294124e-06	4.62863891603684e-06	0.00118622	0.00122431	0.00083101	0.00073194	-0.162035	0.000101517354514925	0.508545	0.50441	1.83434587438739e-07	1.34661240124574e-07	0.00057152	0.00041539	1.1e-07	-2.7e-07	-0.608341	1e-06	NA	3.741657	0	1.64571431432452e-12	0	4.8e-07	4e-07	4e-07	-0.007361	1e-06	NA	NA	0	0	8.3e-07	1.11e-06	1.1228032	0.88313989	-0.257733	0.342143936271676	0.26903	0.268053	0.0912465546467164	0.0560411522195751	0.14247572	0.10987836	0	0	0
chr17	80450000	80600000	150	80450000	80600000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.00034082572904	1.29780293943095	1.86785923231402	2.1676312650389	1.69665568737626	1.25724769091668	Matrix 2	Matrix 1	FALSE	1.78225745984514	0.148731056850956	0.00785037	0.00798734	0.017766	0.00320356209341412	0.339228	0.32985	7.08356958453871e-06	6.9023498804861e-06	0.00255803	0.00235004	0.00120412	0.00103418	-0.201176	0.000101517354514925	0.625182	0.578681	5.72600329992832e-07	3.50685910490396e-07	0.00060952	0.00051187	-9e-08	-1e-08	0.126855	1e-06	NA	NA	0	4.59266631706556e-12	0	0	1e-08	9e-08	0.116946	1e-06	NA	3.872983	4.59266631706556e-12	8.2140002117157e-12	8.3e-07	1.11e-06	0.7853833	0.62740794	-0.217772	0.342143936271676	0.299429	0.262039	0.055304029058199	0.0270295605956575	0.37251565	0.27030237	0	0	0
chr17	80600000	80730000	130	80600000	80730000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	1.29780293943095	1.11592106033457	1.69665568737626	1.25724769091668	4.65461367350319	4.23761882290892	Matrix 1	Matrix 1	FALSE	3.17563468043973	1.20686199988276	0.00547782	0.00631261	0.132458	0.00320356209341412	0.309706	0.239404	2.86132088253109e-06	2.29539994256791e-06	0.00296772	0.00225386	0.00306539	0.00260716	-0.225486	0.000101517354514925	0.308554	0.355891	8.98803149619141e-07	8.47010753857431e-07	0.00179779	0.0014977	-2.4e-07	1.6e-07	0.6103	1e-06	NA	NA	0	0	0	0	0	-2.1e-07	-0.346408	1e-06	NA	NA	0	0	0	0	1.35961887	1.08811328	-0.250755	0.342143936271676	0.150942	0.193998	0.0421166000571523	0.0445590899591925	0.4669512	0.39348472	0	0	0
chr17	80740000	80920000	180	80740000	80920000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.37291890128219	1.67218073906545	1.29345837663884	1.72044749403938	1.53607901004266	0.977881570951297	Matrix 2	Matrix 1	FALSE	1.41476869334075	0.149630918891626	0.00664215	0.00686758	0.032661	0.00320356209341412	0.242451	0.205402	2.60133974624266e-06	2.02350522153924e-06	0.00206721	0.00159593	0.00151085	0.00145536	-0.050528	0.000101517354514925	0.46513	0.501874	4.91764226076866e-07	5.2485982513042e-07	0.00159944	0.0015653	0	1.4e-07	0.187626	1e-06	NA	NA	0	0	0	0	-2.2e-07	-9e-08	0.224951	1e-06	4.242641	NA	1.13605566162533e-11	0	0	9.1e-07	1.17753787	1.56597044	0.328378	0.342143936271676	0.391957	0.740787	0.213017466214876	1.34565476824073	0.25169056	0.6453539	9	9	0
chr17	80950000	81070000	120	80950000	81070000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	0.21810587682042	0.683143127750739	2.01944126149812	1.92433905534421	1.77315514903696	1.53107130334153	Matrix 1	Matrix 1	FALSE	1.89629820526754	0.450624502285579	0.00554671	0.00583343	0.046515	0.00320356209341412	0.604948	0.534741	1.13238576487559e-05	9.83607211190679e-06	0.0038808	0.00375146	0.00226369	0.0021728	-0.05653	0.000101517354514925	0.55588	0.590579	1.58357249152324e-06	1.58845877437712e-06	0.00074088	0.0006626	-1.6e-07	0	0.252252	1e-06	NA	NA	4.94083327978849e-12	0	7.7e-07	0	0	0	0	1e-06	NA	NA	0	0	0	9.1e-07	1.25049103	0.9992515	-0.247681	0.342143936271676	0.180632	0.216217	0.0510209015234761	0.0466800072586074	0.3039382	1.08328191	0	0	0
chr17	81070000	81190000	120	81070000	81190000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	0.683143127750739	-1.13365861604704	1.77315514903696	1.53107130334153	1.59756058609427	1.94364785220638	Matrix 1	Matrix 2	FALSE	1.68535786756561	-0.225257744148152	0.0058952	0.00587869	-0.00262	0.00320356209341412	0.282296	0.298031	2.75598750710326e-06	3.07148153294475e-06	0.0017107	0.00175102	0.00049291	0.00050717	0.034216	0.000101517354514925	0.372564	0.38414	3.58790469634557e-08	3.73113791206943e-08	0.00035811	0.0003057	0	0	0	1e-06	NA	NA	0	0	7.7e-07	0	-7.6e-07	5.2e-07	2.691531	1e-06	NA	NA	0	0	0	2.5e-06	0.82362875	0.64930681	-0.233674	0.342143936271676	0.28093	0.276325	0.0535356386165419	0.0321902738485828	0.18324366	0.13432205	0	0	0
