enh_idx	loop_idx	enh_on_anchor	partner_type	own_type	enhancer_class	loop_type	logFC	FDR	direction	is_differential	partner_group	promoter_gene	promoter_distance	enh_chr	enh_start	enh_end	in_abc	abc_score_wt	abc_score_ko	delta_abc
20407	5535	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0918948268084279	0.491203629882017	unchanged	FALSE	Promoter	Gm37748	0	chr1	170214910	170215480	TRUE	0.037776	0.048657	0.010881
20413	25068	2	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	0.0587891673565914	0.326922024962787	unchanged	FALSE	Promoter	Gm20544	0	chr18	75552285	75552397	FALSE	NA	NA	NA
20427	12094	2	Active_Promoter	Other	Stable	Active_Promoter-Other	0.0130477943584244	0.938622710015341	unchanged	FALSE	Promoter	Gm20503	0	chr4	59034974	59035677	TRUE	0.068296	0.066891	-0.001405
20432	353	2	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	-0.153317332117886	0.0104409206923888	down_in_mutant	TRUE	Promoter	Ift57	767	chr16	49863772	49864053	FALSE	NA	NA	NA
20433	16633	2	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	-0.0507588649174509	0.525800484289814	unchanged	FALSE	Promoter	Chn2	446	chr6	54160751	54160977	TRUE	0.021719	0.028461	0.006742
20434	19909	2	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	0.112338967535738	0.283750876572335	unchanged	FALSE	Promoter	Rab2a	0	chr4	8648316	8648541	FALSE	NA	NA	NA
20435	28587	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.275232364504454	0.269552947529664	unchanged	FALSE	Promoter	Scyl3	0	chr1	183296771	183297496	FALSE	NA	NA	NA
20439	8242	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.142486454433054	0.0742550814863108	unchanged	FALSE	Promoter	H2bc13	0	chr13	22028720	22029199	FALSE	NA	NA	NA
20439	28227	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0131536396104693	0.924768604267339	unchanged	FALSE	Promoter	Zscan26	0	chr13	22028720	22029199	FALSE	NA	NA	NA
20439	28282	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.330702564183845	0.174495733532689	unchanged	FALSE	Promoter	1700016G22Rik	0	chr13	22028720	22029199	FALSE	NA	NA	NA
20439	33274	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0492922397636821	0.430730737820998	unchanged	FALSE	Promoter	Zfp184	0	chr13	22028720	22029199	FALSE	NA	NA	NA
20439	33297	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.211780705705905	0.00882374887513238	down_in_mutant	TRUE	Promoter	H1f5	0	chr13	22028720	22029199	FALSE	NA	NA	NA
20439	221	2	Active_Promoter	Other	Stable	Active_Promoter-Other	0.077307370034105	0.67461971705866	unchanged	FALSE	Promoter	Zfp184	92	chr13	22028720	22029199	FALSE	NA	NA	NA
20444	19148	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0470232714205769	0.813443180882022	unchanged	FALSE	Promoter	Cbln3	0	chr14	70469727	70470546	FALSE	NA	NA	NA
20445	5581	2	Active_Promoter	Other	Stable	Active_Promoter-Other	0.165374038284122	0.0450485565791097	up_in_mutant	TRUE	Promoter	Ptp4a1	0	chr1	31154110	31154211	FALSE	NA	NA	NA
20445	20582	2	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	0.237423210549833	0.0466580735394481	up_in_mutant	TRUE	Promoter	Ptp4a1	0	chr1	31154110	31154211	FALSE	NA	NA	NA
20446	37974	2	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	-0.199363109441265	0.0196558579250128	down_in_mutant	TRUE	Promoter	4933408J17Rik	0	chr10	94116318	94116545	FALSE	NA	NA	NA
20446	24833	2	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	-0.248631504482939	0.0892592471594611	unchanged	FALSE	Promoter	Snrpf	293	chr10	94116318	94116545	FALSE	NA	NA	NA
20449	29147	2	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	-0.0946606756149833	0.783541200035377	unchanged	FALSE	Promoter	Zyx	0	chr6	56448051	56448149	FALSE	NA	NA	NA
20452	28276	2	Active_Promoter	Other	Stable	Active_Promoter-Other	-0.142263219520318	0.51626144251342	unchanged	FALSE	Promoter	Tmem170b	0	chr13	48528633	48528742	FALSE	NA	NA	NA
20460	939	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0718256460290997	0.637801080142934	unchanged	FALSE	Promoter	Eml2	0	chr7	19227970	19228930	TRUE	0.091896	0.107564	0.015668
20469	17959	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.136413613276259	0.214868155080236	unchanged	FALSE	Promoter	Cacul1	0	chr19	60756611	60757042	TRUE	0.031093	0.025776	-0.005317
20469	21496	2	Repressed_Promoter	Active_Promoter	Stable	Active_Promoter-Repressed_Promoter	-0.0560801754440286	0.727344248392594	unchanged	FALSE	Promoter	Gm46652	0	chr19	60756611	60757042	TRUE	0.029243	0.035083	0.00584
20479	22327	2	Active_Promoter	Polycomb	Stable	Active_Promoter-Polycomb	-0.0658648179502618	0.640777208552791	unchanged	FALSE	Promoter	Gm29427	0	chr1	130878325	130878427	FALSE	NA	NA	NA
20486	14160	2	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	0.0335000086553324	0.681635757758067	unchanged	FALSE	Promoter	Fyn	1145	chr10	39459159	39459747	TRUE	0.026359	0.02027	-0.006089
20489	18339	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.161606335591954	0.281196946315059	unchanged	FALSE	Promoter	Cct2	0	chr10	117376669	117377150	TRUE	0.030187	0.020933	-0.009254
20492	27727	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.109173262121539	0.151031913196155	unchanged	FALSE	Promoter	Rpl5	0	chr5	108268582	108269210	TRUE	0.022905	0.017395	-0.00551
20492	25230	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.0741627071791797	0.538387817582223	unchanged	FALSE	Promoter	Tmed5	0	chr5	108268582	108269210	TRUE	0.030837	0.038225	0.007388
20504	12472	2	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	-0.0589862533700076	0.717562935304774	unchanged	FALSE	Promoter	Rph3a	91	chr5	121089703	121090147	TRUE	0.140872	0.093016	-0.047856
20509	36772	2	Active_Promoter	Other	Stable	Active_Promoter-Other	-0.0293247293614075	0.778742505517294	unchanged	FALSE	Promoter	Lrrtm3	0	chr10	66640809	66641736	TRUE	0.031418	0.032079	0.000661
20515	33695	2	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	0.0471983174332195	0.473624585727902	unchanged	FALSE	Promoter	Mtss1	0	chr15	59188295	59188787	FALSE	NA	NA	NA
20517	4022	2	Active_Promoter	Other	Stable	Active_Promoter-Other	0.0720907294919331	0.361297315324235	unchanged	FALSE	Promoter	Leng8	0	chr7	4445238	4445796	FALSE	NA	NA	NA
20517	37893	2	Active_Promoter	Other	Stable	Active_Promoter-Other	-0.117582075527476	0.269863976478048	unchanged	FALSE	Promoter	Mboat7	0	chr7	4445238	4445796	FALSE	NA	NA	NA
20527	38894	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0174283812752281	0.872305326334909	unchanged	FALSE	Promoter	Ccdc74a	0	chr16	18235424	18235808	FALSE	NA	NA	NA
20530	32598	2	Active_Promoter	Repressed_Promoter	Stable	Active_Promoter-Repressed_Promoter	0.249352209585176	0.000950655848783685	up_in_mutant	TRUE	Promoter	Gm46447	0	chr14	32473086	32473316	FALSE	NA	NA	NA
20548	38905	2	Active_Promoter	Other	Stable	Active_Promoter-Other	0.00845094873957291	0.946632006999438	unchanged	FALSE	Promoter	Zfp119a	0	chr17	57247433	57248557	FALSE	NA	NA	NA
20557	36991	2	Repressed_Promoter	Other	Stable	Repressed_Promoter-Other	0.36608490541817	0.000748488568732323	up_in_mutant	TRUE	Promoter	Gm49317	145	chr9	42275505	42275602	FALSE	NA	NA	NA
20558	28762	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.144255724238614	0.392627822680719	unchanged	FALSE	Promoter	Otud1	0	chr2	23067989	23068623	FALSE	NA	NA	NA
20561	38247	2	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	-0.0161033458799656	0.846732483049042	unchanged	FALSE	Promoter	Etv5	0	chr16	22548791	22548940	TRUE	0.01916	0.02977	0.01061
20561	2382	2	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	-0.0741448959003163	0.392892359861564	unchanged	FALSE	Promoter	Etv5	280	chr16	22548791	22548940	TRUE	0.01916	0.02977	0.01061
20563	28848	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.1431929337418	0.0770216393486881	unchanged	FALSE	Promoter	Tsc22d2	0	chr3	58680231	58680273	FALSE	NA	NA	NA
20563	11778	2	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	-0.0968483265003078	0.355341506648727	unchanged	FALSE	Promoter	Selenot	0	chr3	58680231	58680273	FALSE	NA	NA	NA
20566	6259	2	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	-0.198083214271473	0.0417967815025997	down_in_mutant	TRUE	Promoter	9530052E02Rik	0	chr8	11171568	11171872	TRUE	0.046796	0.025801	-0.020995
20574	2816	2	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	0.163430324334463	0.463506292525032	unchanged	FALSE	Promoter	Kdm6a	0	chrX	18254891	18255202	FALSE	NA	NA	NA
20574	23693	2	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	-0.0925632392696927	0.462190235058887	unchanged	FALSE	Promoter	Ndp	0	chrX	18254891	18255202	FALSE	NA	NA	NA
20574	35231	2	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	-0.0126942142215741	0.928976166168208	unchanged	FALSE	Promoter	Fundc1	0	chrX	18254891	18255202	FALSE	NA	NA	NA
20581	4884	2	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	-0.115444700726027	0.134212760859102	unchanged	FALSE	Promoter	Ufl1	0	chr4	25623226	25623465	TRUE	0.0463	0.070625	0.024325
20585	19222	2	Active_Promoter	Other	Stable	Active_Promoter-Other	-0.0228359806215735	0.798330525197811	unchanged	FALSE	Promoter	Cluh	505	chr11	74770708	74771194	FALSE	NA	NA	NA
20585	21122	2	Active_Promoter	Other	Stable	Active_Promoter-Other	0.0179447723176594	0.820613219462075	unchanged	FALSE	Promoter	Pafah1b1	0	chr11	74770708	74771194	TRUE	0.026555	0.034993	0.008438
20586	24413	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.037316195275281	0.692917642367342	unchanged	FALSE	Promoter	Mzt2	0	chr16	16302561	16303260	TRUE	0.038808	0.042342	0.003534
20586	16150	2	Repressed_Promoter	Active_Promoter	Stable	Active_Promoter-Repressed_Promoter	0.306895358886166	0.150292817218473	unchanged	FALSE	Promoter	Cebpd	0	chr16	16302561	16303260	TRUE	0.106629	0.076934	-0.029695
20588	25956	2	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	-0.130640987164175	0.0848026143143131	unchanged	FALSE	Promoter	Gabrg2	856	chr11	42158208	42158356	FALSE	NA	NA	NA
20592	11852	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.315023392351971	0.0444849728858777	down_in_mutant	TRUE	Promoter	Stmn2	640	chr3	8666751	8667433	TRUE	0.027195	0.02089	-0.006305
20601	10656	2	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	-0.016328617851918	0.839706154828779	unchanged	FALSE	Promoter	Rapgef4	0	chr2	72038316	72038487	TRUE	0.019494	0.027165	0.007671
20602	30411	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0883425416622236	0.66328730345052	unchanged	FALSE	Promoter	Bdp1	0	chr13	103773842	103774829	TRUE	0.007167	0.020783	0.013616
20610	30252	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.133649166414752	0.352021219068029	unchanged	FALSE	Promoter	Ndfip2	0	chr14	108912230	108912759	FALSE	NA	NA	NA
20625	35462	2	Repressed_Promoter	Poised_Enhancer	Stable	Repressed_Promoter-Poised_Enhancer	0.0781037633078539	0.352948178534886	unchanged	FALSE	Promoter	Gm26871	0	chr3	120192812	120192921	FALSE	NA	NA	NA
20625	17147	2	Repressed_Promoter	Poised_Enhancer	Stable	Repressed_Promoter-Poised_Enhancer	0.149207729637305	0.266378971253981	unchanged	FALSE	Promoter	Gm26871	322	chr3	120192812	120192921	FALSE	NA	NA	NA
20627	36522	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.0635410422335248	0.567116068154096	unchanged	FALSE	Promoter	Mboat7	0	chr7	4136771	4137519	TRUE	0.028643	0.025512	-0.003131
20627	18292	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.262794708075369	0.08086485241467	unchanged	FALSE	Promoter	Mboat7	0	chr7	4136771	4137519	TRUE	0.028643	0.025512	-0.003131
20636	11072	2	Active_Promoter	Other	Stable	Active_Promoter-Other	-0.0415798174202714	0.477111701825712	unchanged	FALSE	Promoter	Katnbl1	0	chr2	112493143	112493604	TRUE	0.116064	0.103655	-0.012409
20636	26379	2	Active_Promoter	Other	Stable	Active_Promoter-Other	-0.0547361573601501	0.357087710949123	unchanged	FALSE	Promoter	Lpcat4	0	chr2	112493143	112493604	TRUE	0.050528	0.044373	-0.006155
20636	37470	2	Active_Promoter	Other	Stable	Active_Promoter-Other	-0.0884711516919928	0.146754171701929	unchanged	FALSE	Promoter	Nutm1	0	chr2	112493143	112493604	FALSE	NA	NA	NA
20636	19744	2	Active_Promoter	Other	Stable	Active_Promoter-Other	-0.0546747410516617	0.655081326151085	unchanged	FALSE	Promoter	Nop10	0	chr2	112493143	112493604	TRUE	0.031714	0.03256	0.000846
20636	1482	2	Active_Promoter	Other	Stable	Active_Promoter-Other	-0.1115367749918	0.375850642862473	unchanged	FALSE	Promoter	Emc7	3	chr2	112493143	112493604	TRUE	0.121661	0.133987	0.012326
20641	12163	2	Repressed_Promoter	Polycomb	Stable	Repressed_Promoter-Polycomb	0.118353750960098	0.151281629520376	unchanged	FALSE	Promoter	Ambp	0	chr4	63316139	63316473	TRUE	0	0.021159	0.021159
20642	21063	2	Active_Promoter	Other	Stable	Active_Promoter-Other	-0.0516735672749844	0.565126884729012	unchanged	FALSE	Promoter	Csnk1g1	1076	chr9	66069672	66069927	FALSE	NA	NA	NA
20644	26035	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.18961304825273	0.142164486721994	unchanged	FALSE	Promoter	Cdkal1	0	chr13	30545039	30545520	FALSE	NA	NA	NA
20644	28271	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.234364143326729	0.181572317224025	unchanged	FALSE	Promoter	Acot13	0	chr13	30545039	30545520	FALSE	NA	NA	NA
20644	28293	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.201925881057051	0.476165469607123	unchanged	FALSE	Promoter	1700016G22Rik	0	chr13	30545039	30545520	FALSE	NA	NA	NA
20644	38831	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.0914716632507846	0.446890912120434	unchanged	FALSE	Promoter	E2f3	0	chr13	30545039	30545520	FALSE	NA	NA	NA
20658	14118	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0283788365714402	0.847739638164732	unchanged	FALSE	Promoter	Tfam	0	chr10	71284897	71285577	TRUE	0.044223	0.050467	0.006244
20664	32575	2	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	0.0391017369831997	0.564916089755503	unchanged	FALSE	Promoter	Farp1	0	chr14	121214967	121215120	FALSE	NA	NA	NA
20666	30465	2	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	0.0796729782719207	0.18658964088781	unchanged	FALSE	Promoter	Slc25a32	0	chr15	39334815	39334926	FALSE	NA	NA	NA
20666	30486	2	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	-0.21843349277818	0.0489526640277335	down_in_mutant	TRUE	Promoter	Azin1	0	chr15	39334815	39334926	FALSE	NA	NA	NA
20666	23208	2	Active_Promoter	Other	Stable	Active_Promoter-Other	0.241427877826779	0.00311204515551711	up_in_mutant	TRUE	Promoter	Rims2	0	chr15	39334815	39334926	FALSE	NA	NA	NA
20684	10560	2	Repressed_Promoter	Poised_Enhancer	Stable	Repressed_Promoter-Poised_Enhancer	-0.0906275848849615	0.200227921634814	unchanged	FALSE	Promoter	Nfkb2	0	chr19	46369179	46369496	FALSE	NA	NA	NA
20692	23133	2	Repressed_Promoter	Active_Enhancer	Stable	Repressed_Promoter-Active_Enhancer	0.039429980799306	0.720156375211235	unchanged	FALSE	Promoter	1700127F24Rik	0	chr12	113045332	113045575	TRUE	0.036338	0.035557	-0.000781
20692	14701	2	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	0.0756455977424874	0.542646347001738	unchanged	FALSE	Promoter	Brf1	0	chr12	113045332	113045575	TRUE	0.034718	0.044581	0.009863
20709	35127	2	Active_Promoter	Other	Stable	Active_Promoter-Other	0.0783748439346603	0.530828191677412	unchanged	FALSE	Promoter	Gm14817	0	chrX	73880377	73880551	FALSE	NA	NA	NA
20712	29190	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0303267088796996	0.842169798250534	unchanged	FALSE	Promoter	Me3	0	chr7	90443175	90443428	FALSE	NA	NA	NA
20712	36505	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.247373448487336	0.0916149816969907	unchanged	FALSE	Promoter	Eed	0	chr7	90443175	90443428	FALSE	NA	NA	NA
20712	21849	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.255929670951108	0.0663096487056861	unchanged	FALSE	Promoter	Eed	0	chr7	90443175	90443428	FALSE	NA	NA	NA
20721	39108	2	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	0.100981443058084	0.0655829819501361	unchanged	FALSE	Promoter	Kdm3a	0	chr6	71753160	71753409	FALSE	NA	NA	NA
20727	2988	2	Active_Promoter	Other	Stable	Active_Promoter-Other	-0.0883092695721443	0.612699797468823	unchanged	FALSE	Promoter	Virma	0	chr4	11558599	11558989	TRUE	0.026846	0.020023	-0.006823
20731	26120	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0774364785267125	0.349528745314334	unchanged	FALSE	Promoter	2610037D02Rik	0	chr15	96641993	96642239	FALSE	NA	NA	NA
20746	27625	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.315806265850062	0.188084339014519	unchanged	FALSE	Promoter	Cxxc4	0	chr3	144207701	144207814	FALSE	NA	NA	NA
20746	29858	2	Repressed_Promoter	Active_Promoter	Stable	Active_Promoter-Repressed_Promoter	0.341521896388441	0.00056522450302573	up_in_mutant	TRUE	Promoter	Gm33651	0	chr3	144207701	144207814	FALSE	NA	NA	NA
20746	19876	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.234519112166329	0.221143662162761	unchanged	FALSE	Promoter	Gtf2b	0	chr3	144207701	144207814	FALSE	NA	NA	NA
20746	21647	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.082000455292334	0.655885733742307	unchanged	FALSE	Promoter	Gm43646	0	chr3	144207701	144207814	FALSE	NA	NA	NA
20748	30882	2	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	0.119062276149507	0.270964633957599	unchanged	FALSE	Promoter	Rbm15	0	chr3	107850515	107850958	FALSE	NA	NA	NA
20748	35266	2	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	0.0601656173362994	0.379755845234765	unchanged	FALSE	Promoter	Ahcyl1	0	chr3	107850515	107850958	FALSE	NA	NA	NA
20757	30748	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.140067607715206	0.0449889596615351	down_in_mutant	TRUE	Promoter	Eid1	0	chr2	125866119	125866253	FALSE	NA	NA	NA
20764	26084	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.00612028749843547	0.960170238905109	unchanged	FALSE	Promoter	Gen1	0	chr12	13248739	13249479	FALSE	NA	NA	NA
20773	4650	2	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	-0.141292076352699	0.170927086897576	unchanged	FALSE	Promoter	Gnaq	0	chr19	16167229	16167442	TRUE	0.03326	0.029748	-0.003512
20774	17577	2	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	-0.0475187303453463	0.677451189843621	unchanged	FALSE	Promoter	Peak1	0	chr9	56554041	56554490	FALSE	NA	NA	NA
20778	21818	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.045362259950901	0.60640969603073	unchanged	FALSE	Promoter	Ldhb	0	chr6	142964936	142965393	TRUE	0.016928	0.040516	0.023588
20778	30050	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.108285165208113	0.244346487005692	unchanged	FALSE	Promoter	Recql	0	chr6	142964936	142965393	TRUE	0.027901	0.009883	-0.018018
20785	33665	2	Bivalent_Promoter	Active_Enhancer	Stable	Bivalent_Promoter-Active_Enhancer	-0.0184806981806278	0.79302004864706	unchanged	FALSE	Promoter	Kcnk9	0	chr15	73009319	73009512	FALSE	NA	NA	NA
20787	30421	2	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	0.0204130717274642	0.775071109825138	unchanged	FALSE	Promoter	Foxn3	0	chr12	99836832	99837011	FALSE	NA	NA	NA
20788	1721	2	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	-0.3049127979897	0.0252280804611064	down_in_mutant	TRUE	Promoter	Mex3b	0	chr7	83236008	83236104	FALSE	NA	NA	NA
20788	1685	2	Repressed_Promoter	Poised_Enhancer	Stable	Repressed_Promoter-Poised_Enhancer	-0.0178414299165551	0.933180242813364	unchanged	FALSE	Promoter	5930435M05Rik	0	chr7	83236008	83236104	TRUE	0.031239	0.028645	-0.002594
20793	20702	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.137645251323515	0.101983972624731	unchanged	FALSE	Promoter	Rab22a	0	chr2	174463864	174464338	TRUE	0.028615	0.029459	0.000844
20793	30796	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.0379772406597418	0.774902600793967	unchanged	FALSE	Promoter	Rae1	0	chr2	174463864	174464338	TRUE	0.001203	0.031807	0.030604
20793	35103	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.0591027444049297	0.518290842196031	unchanged	FALSE	Promoter	Stx16	0	chr2	174463864	174464338	TRUE	0.025322	0.069934	0.044612
20820	32774	2	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	0.00405800325103214	0.961596831499329	unchanged	FALSE	Promoter	Myo5a	0	chr9	75197279	75197608	TRUE	0.040334	0.048089	0.007755
20836	2084	2	Repressed_Promoter	Other	Stable	Repressed_Promoter-Other	-0.012443210189174	0.937812864373608	unchanged	FALSE	Promoter	Socs3	0	chr11	118021910	118022144	FALSE	NA	NA	NA
20851	38160	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.0325983053396743	0.716710192734344	unchanged	FALSE	Promoter	Bphl	0	chr13	34345066	34346096	TRUE	0.016872	0.021345	0.004473
20852	19529	2	Active_Promoter	Other	Stable	Active_Promoter-Other	-0.0414295848537331	0.792254407119278	unchanged	FALSE	Promoter	Zfp942	0	chr17	22314745	22315193	TRUE	0.023019	0.020126	-0.002893
20857	1127	2	Active_Promoter	Other	Stable	Active_Promoter-Other	-0.147930859223531	0.0181597792102032	down_in_mutant	TRUE	Promoter	Zfp26	0	chr9	20664444	20664638	FALSE	NA	NA	NA
20858	711	2	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	-0.128671609877779	0.0317840036963894	down_in_mutant	TRUE	Promoter	Spry1	0	chr3	37952986	37953160	FALSE	NA	NA	NA
20863	12528	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.108192633169872	0.330471217553739	unchanged	FALSE	Promoter	Maea	0	chr5	33378180	33378903	TRUE	0.08656	0.084987	-0.001573
20874	26627	2	Active_Promoter	Other	Stable	Active_Promoter-Other	0.116239317888317	0.289444112672456	unchanged	FALSE	Promoter	Ppp1r35	0	chr5	138263694	138264131	FALSE	NA	NA	NA
20880	37844	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.080169142017575	0.413232634221474	unchanged	FALSE	Promoter	Etv6	0	chr6	134640842	134641459	FALSE	NA	NA	NA
20890	18995	2	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	0.041497857685925	0.687091899759311	unchanged	FALSE	Promoter	Rps15	0	chr10	80376249	80376361	FALSE	NA	NA	NA
20892	28623	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.0628375131997832	0.659145481326221	unchanged	FALSE	Promoter	Cdc25c	0	chr18	36559545	36560673	FALSE	NA	NA	NA
20896	16216	2	Bivalent_Promoter	Active_Promoter	Stable	Active_Promoter-Bivalent_Promoter	0.177646825782288	0.12276129900771	unchanged	FALSE	Promoter	Fam71a	15182	chr1	191224018	191225030	TRUE	0	0.084046	0.084046
20908	30686	2	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	-0.120738751382959	0.222313154059459	unchanged	FALSE	Promoter	Ier3ip1	0	chr18	77260838	77260954	FALSE	NA	NA	NA
20910	11871	2	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	-0.0313268730277191	0.775224269127267	unchanged	FALSE	Promoter	Rims3	0	chr4	120891100	120891470	TRUE	0.156906	0.15657	-0.000336
20923	4565	2	Active_Promoter	Other	Stable	Active_Promoter-Other	0.324541248365324	0.0152938277170564	up_in_mutant	TRUE	Promoter	Lamc1	0	chr1	153386742	153386987	FALSE	NA	NA	NA
20937	14227	2	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	-0.154995050582151	0.0365326086862392	down_in_mutant	TRUE	Promoter	Phlda1	0	chr10	111559987	111560201	FALSE	NA	NA	NA
20938	28485	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.162487348757873	0.115300093753366	unchanged	FALSE	Promoter	Vapa	0	chr17	66519668	66519983	FALSE	NA	NA	NA
20945	26207	2	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.120174193161703	0.198401440596308	unchanged	FALSE	Promoter	Cebpz	0	chr17	79895785	79896357	FALSE	NA	NA	NA
