loop_id	logFC	FDR	direction	anchor1_chr	anchor1_start	anchor1_end	anchor1_annotation	anchor1_all_genes	anchor1_gene_count	anchor2_chr	anchor2_start	anchor2_end	anchor2_annotation	anchor2_all_genes	anchor2_gene_count
loop_13349	-0.873572622611947	7.61479633265589e-05	down	chr2	71525000	71550000	Promoter (<=1kb)	Dlx1as,Dlx1,Dlx2,Metap1d	4	chr2	74650000	74675000	Promoter (<=1kb)	Evx2,Hoxd13	2
loop_13358	-0.372104893281706	0.0058020286680777	down	chr2	114850000	114875000	Exon (ENSMUST00000144368.1/ENSMUST00000144368.1, exon 1 of 9)	NA	0	chr2	116825000	116850000	Exon (ENSMUST00000151391.1/ENSMUST00000151391.1, exon 4 of 4)	NA	0
loop_13363	-0.386052094499696	0.0266036977705515	down	chr2	122350000	122375000	Promoter (<=1kb)	Shf	1	chr2	124625000	124650000	Intron (ENSMUST00000103241.7/214968, intron 5 of 20)	Sema6d	1
loop_13456	0.444195985135082	0.0002707136429491	up	chrX	143725000	143750000	Exon (ENSMUST00000033640.13/18481, exon 7 of 16)	Pak3	1	chrX	143975000	144000000	Distal Intergenic	NA	0
loop_13526	0.32818243583478	0.0022831535912566	up	chrX	143075000	143100000	Promoter (<=1kb)	Rtl9	1	chrX	143425000	143450000	Distal Intergenic	NA	0
loop_13531	-0.326483360143087	0.0060774956241633	down	chrX	61150000	61175000	Exon (ENSMUST00000232283.1/331424, exon 8 of 8)	Gm4988,Cdr1os	2	chrX	61700000	61725000	Promoter (<=1kb)	Ldoc1	1
loop_13588	0.331762923416319	0.0064932047261847	up	chrX	96900000	96925000	Distal Intergenic	NA	0	chrX	97425000	97450000	Distal Intergenic	NA	0
loop_13908	0.420579686208617	3.29664384544277e-05	up	chr3	34625000	34650000	Promoter (<=1kb)	Mir1897,Sox2ot	2	chr3	35100000	35125000	Distal Intergenic	NA	0
loop_13920	-0.308141879095119	0.0019774140176661	down	chr3	123500000	123525000	Promoter (<=1kb)	Snora24,Prss12,Snhg8	3	chr3	124575000	124600000	Promoter (<=1kb)	1700003H04Rik	1
loop_13995	0.366477184381197	0.0003463397610358	up	chr3	102250000	102275000	Promoter (<=1kb)	A230001M10Rik	1	chr3	102675000	102700000	Exon (ENSMUST00000198096.1/ENSMUST00000198096.1, exon 1 of 1)	NA	0
loop_14007	-0.314617222793694	0.0010903545169738	down	chr3	86300000	86325000	Exon (ENSMUST00000192145.5/80877, exon 10 of 51)	Lrba	1	chr3	86975000	87000000	Promoter (<=1kb)	Cd1d1,Cd1d2	2
loop_14031	0.362894929336085	0.0002984035831755	up	chr3	50300000	50325000	Intron (ENSMUST00000194462.5/26570, intron 11 of 11)	Slc7a11	1	chr3	51100000	51125000	Exon (ENSMUST00000194318.1/ENSMUST00000194318.1, exon 1 of 1)	NA	0
loop_14040	0.42162206814778	0.0002567405201115	up	chr3	59300000	59325000	3' UTR	Igsf10,Med12l	2	chr3	60100000	60125000	Distal Intergenic	NA	0
loop_14076	-0.331550253935277	0.0026280903195196	down	chr3	121875000	121900000	Distal Intergenic	NA	0	chr3	122450000	122475000	Exon (ENSMUST00000029766.8/29815, exon 3 of 12)	Bcar3	1
loop_14135	0.443372488853975	0.0004021693230203	up	chr3	29800000	29825000	Intron (ENSMUST00000193544.1/ENSMUST00000193544.1, intron 3 of 3)	NA	0	chr3	30550000	30575000	Promoter (1-2kb)	NA	0
loop_14136	-0.360601189016308	0.0080622339404029	down	chr3	146975000	147000000	3' UTR	Ttll7	1	chr3	151550000	151575000	Distal Intergenic	NA	0
loop_14363	0.304991530652003	0.0003311903298984	up	chr4	107400000	107425000	3' UTR	Ndc1	1	chr4	107650000	107675000	Distal Intergenic	NA	0
loop_14394	0.314049808144917	0.0006429850494254	up	chr4	55500000	55525000	Exon (ENSMUST00000119155.1/ENSMUST00000119155.1, exon 1 of 1)	NA	0	chr4	56475000	56500000	Distal Intergenic	NA	0
loop_14444	0.394288976049182	0.0001035839105047	up	chr4	124225000	124250000	Distal Intergenic	NA	0	chr4	124650000	124675000	Promoter (<=1kb)	Pou3f1	1
loop_14481	0.378736883058441	0.0008615786478221	up	chr4	20100000	20125000	3' UTR	Nkain3	1	chr4	21350000	21375000	Distal Intergenic	NA	0
loop_14487	-0.324135611763782	0.0004994598044006	down	chr4	81550000	81575000	Distal Intergenic	NA	0	chr4	82300000	82325000	Exon (ENSMUST00000050872.14/18028, exon 9 of 12)	Nfib	1
loop_14509	0.307408201137069	0.0006580986817672	up	chr4	114625000	114650000	Distal Intergenic	NA	0	chr4	114925000	114950000	Promoter (<=1kb)	Foxe3	1
loop_14534	-0.343657607827369	0.0004705794079349	down	chr4	33925000	33950000	Promoter (<=1kb)	Cnr1	1	chr4	34550000	34575000	Promoter (<=1kb)	Akirin2,Orc3	2
loop_14551	0.464978924114723	7.08749747252133e-05	up	chr4	114325000	114350000	Distal Intergenic	NA	0	chr4	114625000	114650000	Distal Intergenic	NA	0
loop_14557	0.300162901068002	0.0053553475040125	up	chr4	105150000	105175000	Promoter (<=1kb)	Plpp3	1	chr4	105925000	105950000	Distal Intergenic	NA	0
loop_14561	0.491238956518011	9.86272837525858e-06	up	chr4	47100000	47125000	5' UTR	Galnt12	1	chr4	47375000	47400000	Promoter (<=1kb)	Tgfbr1	1
loop_14610	0.379938596894477	0.0006379050508484	up	chr4	13775000	13800000	Promoter (<=1kb)	Runx1t1	1	chr4	14425000	14450000	Exon (ENSMUST00000121022.1/ENSMUST00000121022.1, exon 1 of 1)	NA	0
loop_14618	-0.536300104053585	0.0006496544239805	down	chr4	81175000	81200000	Distal Intergenic	NA	0	chr4	82925000	82950000	Promoter (<=1kb)	Frem1	1
loop_14620	-0.418256156590492	0.0007998174324988	down	chr4	47400000	47425000	3' UTR	Tgfbr1	1	chr4	48650000	48675000	Promoter (<=1kb)	Tmeff1,Cavin4	2
loop_14623	-0.617617780486554	0.0001038989195203	down	chr4	27400000	27425000	Distal Intergenic	NA	0	chr4	28800000	28825000	Promoter (<=1kb)	Epha7	1
loop_14839	0.310536850047138	0.0015924906737911	up	chr5	21425000	21450000	Promoter (<=1kb)	Fam185a	1	chr5	21625000	21650000	Promoter (<=1kb)	Fbxl13,Armc10	2
loop_14861	0.361975411822245	0.000162808158365	up	chr5	119725000	119750000	Distal Intergenic	NA	0	chr5	120075000	120100000	Distal Intergenic	NA	0
loop_14949	0.320395121182428	0.0001800657231761	up	chr5	139900000	139925000	Promoter (<=1kb)	Elfn1	1	chr5	140125000	140150000	Exon (ENSMUST00000110829.6/17120, exon 12 of 17)	Mad1l1	1
loop_15008	0.329113614154624	0.0005118962765776	up	chr5	111375000	111400000	Promoter (<=1kb)	Pitpnb	1	chr5	112150000	112175000	Exon (ENSMUST00000197688.1/ENSMUST00000197688.1, exon 1 of 2)	NA	0
loop_15012	-0.302664865413099	0.0039219686146522	down	chr5	86150000	86175000	Promoter (<=1kb)	Uba6	1	chr5	86800000	86825000	Promoter (<=1kb)	Ythdc1	1
loop_15017	0.403219025984445	0.0001333029491885	up	chr5	76575000	76600000	Promoter (<=1kb)	Cep135	1	chr5	76825000	76850000	Promoter (<=1kb)	Cracd	1
loop_15032	-0.421607572107957	0.0028750589263049	down	chr5	131525000	131550000	Promoter (<=1kb)	Auts2	1	chr5	133775000	133800000	Distal Intergenic	NA	0
loop_15077	-0.317211181810499	0.0032422434792049	down	chr5	86050000	86075000	Promoter (<=1kb)	Cenpc1,Stap1	2	chr5	86300000	86325000	3' UTR	Tmprss11d	1
loop_15080	0.324534698056996	0.0028316273178268	up	chr5	125525000	125550000	Promoter (<=1kb)	Tmem132b	1	chr5	126375000	126400000	Exon (ENSMUST00000178061.1/ENSMUST00000178061.1, exon 1 of 1)	NA	0
loop_15098	0.301273233207887	0.0195233981618911	up	chr5	25825000	25850000	3' UTR	Actr3b	1	chr5	26875000	26900000	Intron (ENSMUST00000071500.12/13483, intron 1 of 25)	Dpp6	1
loop_15100	0.303217391462154	0.0046652073988943	up	chr5	12550000	12575000	Promoter (<=1kb)	Sema3d	1	chr5	13400000	13425000	Promoter (<=1kb)	Sema3a	1
loop_15101	-0.378371159761301	0.0006583480486797	down	chr5	102700000	102725000	Promoter (<=1kb)	Arhgap24	1	chr5	103650000	103675000	Promoter (<=1kb)	1700016H13Rik	1
loop_15122	-0.510299641634707	0.0069373101943978	down	chr5	95875000	95900000	Distal Intergenic	NA	0	chr5	97050000	97075000	3' UTR	Bmp2k	1
loop_15126	0.510809412388503	0.0015420149800646	up	chr5	12550000	12575000	Promoter (<=1kb)	Sema3d	1	chr5	14200000	14225000	Exon (ENSMUST00000130116.1/20349, exon 5 of 16)	Sema3e	1
loop_15250	-0.335430088897518	0.000194104673119	down	chr6	106900000	106925000	Distal Intergenic	NA	0	chr6	107050000	107075000	Distal Intergenic	NA	0
loop_15295	-0.48080505451584	5.65356025075646e-05	down	chr6	51175000	51200000	Distal Intergenic	NA	0	chr6	52200000	52225000	Promoter (<=1kb)	Hoxa2,Hoxa3,Hoxa5,Hoxa6,Hoxa7,Hoxa9,Hoxaas3	7
loop_15305	-0.369087680458238	0.0001737968587908	down	chr6	106800000	106825000	Promoter (<=1kb)	Crbn	1	chr6	107050000	107075000	Distal Intergenic	NA	0
loop_15341	-0.429102197530757	0.0004405057139421	down	chr6	20625000	20650000	Distal Intergenic	NA	0	chr6	21200000	21225000	Promoter (<=1kb)	Kcnd2	1
loop_15357	0.304735804676173	0.0005652245030257	up	chr6	119475000	119500000	Promoter (<=1kb)	Fbxl14,Wnt5b	2	chr6	119900000	119925000	Promoter (<=1kb)	Rad52,Wnk1	2
loop_15379	0.437850903296424	4.62753843588564e-05	up	chr6	52250000	52275000	Promoter (<=1kb)	Hoxa13,Hottip	2	chr6	52575000	52600000	Exon (ENSMUST00000203918.1/ENSMUST00000203918.1, exon 1 of 1)	Hibadh	1
loop_15407	0.331011554600392	0.0003100706270713	up	chr6	37575000	37600000	Distal Intergenic	NA	0	chr6	38050000	38075000	Promoter (<=1kb)	Atp6v0a4	1
loop_15412	-0.345097384687407	0.000141763506787	down	chr6	104025000	104050000	Distal Intergenic	NA	0	chr6	104300000	104325000	Exon (ENSMUST00000200897.1/ENSMUST00000200897.1, exon 1 of 1)	NA	0
loop_15426	0.321634070323072	0.0007484885687323	up	chr6	17350000	17375000	Intron (ENSMUST00000131334.1/ENSMUST00000131334.1, intron 1 of 4)	NA	0	chr6	17575000	17600000	Distal Intergenic	NA	0
loop_15452	-0.311059096421398	0.0004343327079645	down	chr6	105925000	105950000	Promoter (<=1kb)	Cntn4	1	chr6	106425000	106450000	Exon (ENSMUST00000113261.8/269784, exon 8 of 20)	Cntn4	1
loop_15459	-0.391372107228857	0.0002831295293004	down	chr6	60550000	60575000	Distal Intergenic	NA	0	chr6	60925000	60950000	Promoter (<=1kb)	Mmrn1	1
loop_15469	-0.332485786987511	0.0033793984986971	down	chr6	18900000	18925000	Distal Intergenic	NA	0	chr6	19550000	19575000	Promoter (<=1kb)	Mir6370	1
loop_15505	-0.325603680779476	0.001990107562797	down	chr6	19925000	19950000	Distal Intergenic	NA	0	chr6	21200000	21225000	Promoter (<=1kb)	Kcnd2	1
loop_15524	0.339303627295983	0.0007242304309119	up	chr6	52250000	52275000	Promoter (<=1kb)	Hoxa13,Hottip	2	chr6	52700000	52725000	Promoter (<=1kb)	Tax1bp1	1
loop_15525	-0.6421898607053	9.20385054741769e-05	down	chr6	49200000	49225000	Promoter (<=1kb)	Igf2bp3	1	chr6	51150000	51175000	Distal Intergenic	NA	0
loop_15538	-0.328405182605692	0.0026729390723695	down	chr6	20075000	20100000	Distal Intergenic	NA	0	chr6	21200000	21225000	Promoter (<=1kb)	Kcnd2	1
loop_15577	-0.449012259375589	0.0003557328607684	down	chr6	43375000	43400000	Exon (ENSMUST00000120824.2/ENSMUST00000120824.2, exon 1 of 1)	Tpk1	1	chr6	45025000	45050000	Distal Intergenic	NA	0
loop_15581	0.371638117900824	0.0004144440333037	up	chr6	35375000	35400000	Distal Intergenic	NA	0	chr6	36375000	36400000	Promoter (<=1kb)	Chrm2,9330158H04Rik	2
loop_15599	-0.38635253715479	0.0005092808940707	down	chr6	45050000	45075000	Promoter (<=1kb)	Cntnap2	1	chr6	46950000	46975000	Intron (ENSMUST00000114641.7/66797, intron 15 of 23)	Cntnap2	1
loop_15615	0.342350373900282	0.0007042085800119	up	chr6	35375000	35400000	Distal Intergenic	NA	0	chr6	36225000	36250000	Intron (ENSMUST00000101535.8/319472, intron 4 of 4)	9330158H04Rik	1
loop_15634	0.41733910888756	0.0001122644813219	up	chr6	35375000	35400000	Distal Intergenic	NA	0	chr6	36000000	36025000	Distal Intergenic	NA	0
loop_15649	-0.404476686439515	0.001610419592001	down	chr6	122650000	122675000	Distal Intergenic	NA	0	chr6	124250000	124275000	Exon (ENSMUST00000204315.1/ENSMUST00000204315.1, exon 1 of 1)	NA	0
loop_15653	-0.37981255115793	0.0028256581235514	down	chr6	67150000	67175000	Exon (ENSMUST00000181304.3/ENSMUST00000181304.3, exon 5 of 6)	NA	0	chr6	67800000	67825000	Exon (ENSMUST00000157292.1/ENSMUST00000157292.1, exon 1 of 1)	NA	0
loop_15657	-0.527158822803585	0.0003024345012259	down	chr6	66950000	66975000	Intron (ENSMUST00000043148.12/14701, intron 3 of 4)	Gng12	1	chr6	67800000	67825000	Exon (ENSMUST00000157292.1/ENSMUST00000157292.1, exon 1 of 1)	NA	0
loop_15717	0.350375209254974	0.0004518536172218	up	chr7	144200000	144225000	Intron (ENSMUST00000105902.7/210274, intron 13 of 22)	Shank2	1	chr7	144425000	144450000	Promoter (<=1kb)	Cttn	1
loop_15772	0.328780868596009	0.0016140558077295	up	chr7	144775000	144800000	Exon (ENSMUST00000208857.1/ENSMUST00000208857.1, exon 1 of 1)	NA	0	chr7	144875000	144900000	Promoter (<=1kb)	Fgf15	1
loop_15843	0.457957353532538	0.0009074972146542	up	chr7	129650000	129675000	Exon (ENSMUST00000206679.1/ENSMUST00000206679.1, exon 1 of 4)	NA	0	chr7	130250000	130275000	Promoter (<=1kb)	Fgfr2	1
loop_15868	0.307464658200641	0.0008173847587289	up	chr7	118300000	118325000	Distal Intergenic	NA	0	chr7	118425000	118450000	Promoter (<=1kb)	Syt17	1
loop_15922	-0.302264847422277	0.0032953621772295	down	chr7	24800000	24825000	Promoter (<=1kb)	Gm5893	1	chr7	24950000	24975000	Promoter (<=1kb)	Mir7046,Rabac1	2
loop_15937	0.450429920413508	0.0001308357457065	up	chr7	102675000	102700000	Promoter (<=1kb)	Trim68,Or51d1	2	chr7	102900000	102925000	Promoter (<=1kb)	Or51s1,Or51a8	2
loop_15970	0.442057883605641	0.000162808158365	up	chr7	133850000	133875000	5' UTR	Fank1	1	chr7	134325000	134350000	Promoter (<=1kb)	D7Ertd443e	1
loop_15992	0.378658219810154	0.0023796297078981	up	chr7	133850000	133875000	5' UTR	Fank1	1	chr7	134200000	134225000	Promoter (<=1kb)	Adam12	1
loop_16013	0.326727801668916	0.0037986087085376	up	chr7	74025000	74050000	Exon (ENSMUST00000205302.1/ENSMUST00000205302.1, exon 1 of 2)	NA	0	chr7	74325000	74350000	Promoter (<=1kb)	Slco3a1	1
loop_16016	0.344219137007708	0.0031505583460589	up	chr7	121250000	121275000	Exon (ENSMUST00000205627.1/ENSMUST00000205627.1, exon 1 of 2)	NA	0	chr7	121625000	121650000	3' UTR	Usp31	1
loop_16060	0.90945587138535	9.86272837525858e-06	up	chr7	136475000	136500000	Distal Intergenic	NA	0	chr7	137300000	137325000	Promoter (<=1kb)	Ebf3	1
loop_16063	-0.306989270547844	0.0122434808428723	down	chr7	64150000	64175000	Promoter (<=1kb)	Trpm1	1	chr7	64725000	64750000	Promoter (<=1kb)	Apba2	1
loop_16090	0.486181026725038	0.0004062870215233	up	chr7	95475000	95500000	Exon (ENSMUST00000206820.1/ENSMUST00000206820.1, exon 1 of 1)	NA	0	chr7	96900000	96925000	3' UTR	Tenm4	1
loop_16092	0.332027792446016	0.0161456211452485	up	chr7	54825000	54850000	Promoter (<=1kb)	Luzp2	1	chr7	55700000	55725000	Exon (ENSMUST00000158015.1/ENSMUST00000158015.1, exon 1 of 1)	NA	0
loop_16103	-0.601033002090537	0.0004876843261904	down	chr7	143425000	143450000	3' UTR	Kcnq1	1	chr7	144250000	144275000	Exon (ENSMUST00000105902.7/210274, exon 14 of 23)	Shank2	1
loop_16104	0.398693818693327	0.0052997283920452	up	chr7	75900000	75925000	Distal Intergenic	NA	0	chr7	76925000	76950000	Intron (ENSMUST00000156166.7/244071, intron 22 of 22)	Agbl1	1
loop_16105	0.428204881048744	0.0051312552486174	up	chr7	69475000	69500000	Promoter (<=1kb)	4930402F11Rik	1	chr7	70325000	70350000	Promoter (<=1kb)	Gm29683	1
loop_16121	-0.322860465508609	0.0245112043822685	down	chr7	17075000	17100000	Promoter (<=1kb)	Psg16	1	chr7	18675000	18700000	Promoter (<=1kb)	Psg20	1
loop_16122	-0.303392304937374	0.0227728885331703	down	chr7	91450000	91475000	Intron (ENSMUST00000231777.2/23859, intron 7 of 27)	Dlg2	1	chr7	92525000	92550000	Distal Intergenic	NA	0
loop_16124	0.438983586723074	0.0034860017579473	up	chr7	135825000	135850000	Exon (ENSMUST00000209956.1/ENSMUST00000209956.1, exon 2 of 4)	NA	0	chr7	137300000	137325000	Promoter (<=1kb)	Ebf3	1
loop_16134	0.415466454752299	0.00260188872332	up	chr7	128725000	128750000	Promoter (<=1kb)	Sec23ip,Mcmbp	2	chr7	130500000	130525000	Promoter (<=1kb)	Ate1,Fgfr2	2
loop_16135	-0.522282720562657	0.0013219038940747	down	chr7	60725000	60750000	Distal Intergenic	NA	0	chr7	62375000	62400000	Promoter (<=1kb)	Magel2	1
loop_16137	-0.322420460710351	0.0095384410119206	down	chr7	57500000	57525000	Promoter (<=1kb)	Gabra5,Gabrb3	2	chr7	59075000	59100000	Distal Intergenic	NA	0
loop_16141	-0.824200362858701	0.0022166926976397	down	chr7	134325000	134350000	Promoter (<=1kb)	D7Ertd443e	1	chr7	143425000	143450000	3' UTR	Kcnq1	1
loop_16145	-0.405907589083123	0.0241065806547433	down	chr7	67925000	67950000	Distal Intergenic	NA	0	chr7	70350000	70375000	Promoter (<=1kb)	Nr2f2,B130024G19Rik	2
loop_16394	0.334697608315768	0.0001126055228043	up	chr10	121675000	121700000	3' UTR	D930020B18Rik	1	chr10	122050000	122075000	Exon (ENSMUST00000219452.1/ENSMUST00000219452.1, exon 1 of 1)	NA	0
loop_16428	0.319422903052932	0.0005176611280326	up	chr10	118575000	118600000	Distal Intergenic	NA	0	chr10	119075000	119100000	Promoter (<=1kb)	1700064J06Rik	1
loop_16451	0.477999024470088	0.0001935370444238	up	chr10	56350000	56375000	Exon (ENSMUST00000172445.3/ENSMUST00000172445.3, exon 1 of 1)	NA	0	chr10	57300000	57325000	Distal Intergenic	NA	0
loop_16455	-0.330367802458661	0.0002659649877716	down	chr10	17125000	17150000	Distal Intergenic	NA	0	chr10	17700000	17725000	Promoter (<=1kb)	Cited2	1
loop_16479	-0.602087166316014	5.9846921149292e-05	down	chr10	15300000	15325000	Exon (ENSMUST00000220374.1/ENSMUST00000220374.1, exon 1 of 2)	NA	0	chr10	16975000	17000000	Promoter (<=1kb)	Gm20125	1
loop_16489	0.362533227399026	0.0002180743660542	up	chr10	108725000	108750000	Intron (ENSMUST00000105276.7/20979, intron 4 of 11)	Syt1	1	chr10	109475000	109500000	Distal Intergenic	NA	0
loop_16511	-0.369654261258687	0.0017472943431299	down	chr10	81500000	81525000	Promoter (<=1kb)	S1pr4,Gna15	2	chr10	82150000	82175000	3' UTR	AU041133	1
loop_16577	0.381283509487173	0.0013710826767742	up	chr10	11825000	11850000	Exon (ENSMUST00000217771.1/ENSMUST00000217771.1, exon 1 of 2)	NA	0	chr10	12600000	12625000	Promoter (<=1kb)	Utrn	1
loop_16641	0.341766777807013	0.0005652245030257	up	chr8	14350000	14375000	Exon (ENSMUST00000199602.1/ENSMUST00000199602.1, exon 1 of 1)	Dlgap2	1	chr8	14825000	14850000	3' UTR	Dlgap2	1
loop_16653	0.305679033013639	0.0014138884976865	up	chr8	15475000	15500000	Distal Intergenic	NA	0	chr8	15725000	15750000	Distal Intergenic	NA	0
loop_16670	0.440856715407876	0.0003656151699813	up	chr8	89850000	89875000	Distal Intergenic	NA	0	chr8	90775000	90800000	Exon (ENSMUST00000198683.1/ENSMUST00000198683.1, exon 1 of 1)	NA	0
loop_16678	-0.613013101296486	0.0001849295700813	down	chr8	17375000	17400000	Exon (ENSMUST00000122983.1/94109, exon 2 of 3)	Csmd1	1	chr8	18550000	18575000	Distal Intergenic	NA	0
loop_16685	-0.358432363001535	0.0131509359112793	down	chr8	77400000	77425000	Exon (ENSMUST00000076316.5/78514, exon 6 of 23)	Arhgap10	1	chr8	78000000	78025000	Distal Intergenic	NA	0
loop_16772	-0.933476476759259	0.0073844857055985	down	chr14	63250000	63275000	Promoter (<=1kb)	Gata4	1	chr14	104450000	104475000	Promoter (<=1kb)	Pou4f1	1
loop_16827	-0.54567104477985	0.0002908472456139	down	chr9	94375000	94400000	Distal Intergenic	NA	0	chr9	94700000	94725000	Exon (ENSMUST00000033463.9/331004, exon 3 of 16)	Slc9a9	1
loop_16851	0.36608490541817	0.0007484885687323	up	chr9	41475000	41500000	Promoter (<=1kb)	Mir100hg	1	chr9	42275000	42300000	Exon (ENSMUST00000213341.1/ENSMUST00000213341.1, exon 1 of 3)	NA	0
loop_16855	0.69846079005087	5.12963600116026e-05	up	chr9	76250000	76275000	Exon (ENSMUST00000063140.14/387285, exon 2 of 8)	Hcrtr2	1	chr9	76650000	76675000	Exon (ENSMUST00000184589.1/ENSMUST00000184589.1, exon 1 of 1)	NA	0
loop_16862	-0.764695540079103	0.0031595960308496	down	chr9	74850000	74875000	Promoter (<=1kb)	Gm16551,Onecut1	2	chr9	87725000	87750000	Promoter (<=1kb)	Tbx18	1
loop_16898	0.356058151486337	7.47899478471192e-05	up	chr11	52750000	52775000	Promoter (<=1kb)	Fstl4	1	chr11	53125000	53150000	Exon (ENSMUST00000036796.7/320027, exon 7 of 16)	Fstl4	1
loop_16912	0.313236040701565	0.0007026440024327	up	chr11	85850000	85875000	Exon (ENSMUST00000146433.1/ENSMUST00000146433.1, exon 1 of 3)	NA	0	chr11	86150000	86175000	Exon (ENSMUST00000044423.3/237911, exon 7 of 20)	Brip1	1
loop_16935	0.307478834714323	0.0016320900753162	up	chr11	34125000	34150000	Exon (ENSMUST00000131630.1/ENSMUST00000131630.1, exon 1 of 2)	NA	0	chr11	34800000	34825000	Promoter (<=1kb)	Spdl1	1
loop_16936	-0.582502556085956	2.45354411528528e-05	down	chr11	34825000	34850000	Promoter (<=1kb)	Spdl1	1	chr11	36000000	36025000	3' UTR	Tenm2	1
loop_16952	-0.344964140355771	0.0041445953322108	down	chr11	36025000	36050000	Exon (ENSMUST00000102801.7/23964, exon 24 of 31)	Tenm2	1	chr11	40575000	40600000	Distal Intergenic	NA	0
loop_16955	0.507490007635406	0.0009043209894057	up	chr11	46850000	46875000	Exon (ENSMUST00000122081.1/ENSMUST00000122081.1, exon 1 of 1)	NA	0	chr11	48750000	48775000	Exon (ENSMUST00000120566.1/ENSMUST00000120566.1, exon 1 of 1)	NA	0
loop_16999	-0.309811170641274	0.0007240656519902	down	chr13	104500000	104525000	Distal Intergenic	NA	0	chr13	104775000	104800000	Promoter (<=1kb)	Cwc27,Srek1ip1	2
loop_17014	0.764543265979443	1.27408000444312e-05	up	chr13	9875000	9900000	5' UTR	Chrm3	1	chr13	10325000	10350000	Intron (ENSMUST00000187510.6/12671, intron 1 of 4)	Chrm3	1
loop_17015	-0.398732159621366	0.0002984841847031	down	chr13	84775000	84800000	Distal Intergenic	NA	0	chr13	85150000	85175000	Distal Intergenic	NA	0
loop_17033	-0.406452281368844	0.0104115964971397	down	chr13	94850000	94875000	Promoter (<=1kb)	NA	0	chr13	98350000	98375000	Promoter (<=1kb)	Foxd1	1
loop_17034	-0.318437063572701	0.0248606428029422	down	chr13	80875000	80900000	Promoter (<=1kb)	Arrdc3	1	chr13	85275000	85300000	Promoter (<=1kb)	Rasa1	1
loop_17041	-0.908837786569824	0.0224676002514379	down	chr13	22000000	22025000	Promoter (<=1kb)	Prss16	1	chr13	48650000	48675000	Promoter (<=1kb)	Barx1	1
loop_17042	-0.916649955450003	0.0050227459632773	down	chr13	40700000	40725000	3' UTR	Tfap2a	1	chr13	48650000	48675000	Promoter (<=1kb)	Barx1	1
loop_17078	-0.444584750535899	0.0001912449142094	down	chr12	90425000	90450000	Distal Intergenic	NA	0	chr12	91300000	91325000	Exon (ENSMUST00000222339.1/ENSMUST00000222339.1, exon 1 of 1)	Cep128	1
loop_17082	-0.361100265806472	0.0005277549790383	down	chr12	38325000	38350000	Exon (ENSMUST00000220990.1/217480, exon 20 of 25)	Dgkb	1	chr12	39025000	39050000	Distal Intergenic	NA	0
loop_17087	-0.439299974659735	0.0005040526531367	down	chr12	38125000	38150000	3' UTR	Dgkb	1	chr12	39050000	39075000	Exon (ENSMUST00000222945.1/ENSMUST00000222945.1, exon 3 of 4)	NA	0
loop_17092	-0.390513042053674	0.001178823468051	down	chr12	38575000	38600000	Exon (ENSMUST00000221540.1/217480, exon 23 of 23)	Dgkb,4930428E07Rik	2	chr12	39025000	39050000	Distal Intergenic	NA	0
loop_17094	-0.328608017752515	0.0031114027384096	down	chr12	100150000	100175000	Promoter (<=1kb)	Nrde2	1	chr12	100825000	100850000	Promoter (<=1kb)	Dglucy	1
loop_17098	-0.373322704154028	0.0018776437102891	down	chr12	100175000	100200000	Promoter (<=1kb)	Gm10433,Calm1	2	chr12	100700000	100725000	Promoter (<=1kb)	Rps6ka5	1
loop_17100	-0.303710413962895	0.0067498499921846	down	chr12	36700000	36725000	Distal Intergenic	NA	0	chr12	37450000	37475000	Exon (ENSMUST00000222104.1/ENSMUST00000222104.1, exon 2 of 4)	Agmo	1
loop_17105	-0.443697088464915	0.0071385416651455	down	chr12	38125000	38150000	3' UTR	Dgkb	1	chr12	39300000	39325000	Distal Intergenic	NA	0
loop_17117	-0.331150377874293	0.0027872632059446	down	chr12	89475000	89500000	Intron (ENSMUST00000190626.6/18191, intron 7 of 18)	Nrxn3	1	chr12	91775000	91800000	Promoter (<=1kb)	Ston2	1
loop_17121	-0.398962379528533	0.0022424482461821	down	chr12	91875000	91900000	Exon (ENSMUST00000085128.1/ENSMUST00000085128.1, exon 1 of 1)	NA	0	chr12	98175000	98200000	Distal Intergenic	NA	0
loop_17126	0.31505894002663	0.0082651784200938	up	chr12	67425000	67450000	Exon (ENSMUST00000220799.1/ENSMUST00000220799.1, exon 1 of 1)	NA	0	chr12	68850000	68875000	Distal Intergenic	NA	0
loop_17166	0.476540647645221	0.000106264776632	up	chr15	26600000	26625000	Exon (ENSMUST00000228205.1/ENSMUST00000228205.1, exon 1 of 6)	Fbxl7	1	chr15	27175000	27200000	Distal Intergenic	NA	0
loop_17192	0.340313357602642	0.0032335130740937	up	chr15	52500000	52525000	Distal Intergenic	NA	0	chr15	53675000	53700000	Intron (ENSMUST00000078673.13/320679, intron 3 of 4)	Samd12	1
loop_17251	-0.331002547845429	0.0030682961222742	down	chr16	33300000	33325000	3' UTR	Snx4	1	chr16	34100000	34125000	Exon (ENSMUST00000076810.11/545156, exon 34 of 60)	Kalrn	1
loop_17254	0.376004743597071	0.0026994173455664	up	chr16	6775000	6800000	Intron (ENSMUST00000230658.1/268859, intron 3 of 11)	Rbfox1	1	chr16	8325000	8350000	Exon (ENSMUST00000158968.1/ENSMUST00000158968.1, exon 1 of 1)	NA	0
