loop_id	direction	anchor1_annotation	anchor2_annotation	anchor1_gene	anchor2_gene
loop_11151	up	Promoter (<=1kb)	Distal Intergenic	Adgrb1	4933427E11Rik
loop_11166	up	Intron (ENSMUST00000063414.8/223754, intron 4 of 12)	Promoter (<=1kb)	Tbc1d22a	Tafa5
loop_10692	up	Distal Intergenic	Promoter (<=1kb)	Egflam	Gdnf
loop_11195	up	Promoter (<=1kb)	Promoter (<=1kb)	Krt84	Krt72
loop_11213	up	Promoter (<=1kb)	Promoter (<=1kb)	Gm19277	AU022754
loop_11227	up	Promoter (<=1kb)	Distal Intergenic	Krt72	Eif4b
loop_10710	up	Distal Intergenic	Promoter (<=1kb)	Mir30d	Khdrbs3
loop_11246	down	Promoter (<=1kb)	Distal Intergenic	Zfp622	Ank
loop_10789	up	3' UTR	Promoter (<=1kb)	Capsl	Prlr
loop_10753	down	Distal Intergenic	Promoter (<=1kb)	Med30	Colec10
loop_11496	down	Promoter (<=1kb)	Intron (ENSMUST00000162671.7/224014, intron 1 of 16)	Yars2	Fgd4
loop_11499	down	Promoter (<=1kb)	Distal Intergenic	Stxbp5l	Ndufb4
loop_11521	down	Promoter (<=1kb)	Promoter (<=1kb)	Gm13629	Scn9a
loop_10955	down	Promoter (<=1kb)	3' UTR	Lsamp	Lsamp
loop_11562	up	Promoter (1-2kb)	Exon (ENSMUST00000056102.8/13508, exon 19 of 33)	Igsf5	Dscam
loop_11566	down	Promoter (<=1kb)	Exon (ENSMUST00000039449.8/78913, exon 22 of 30)	Grb14	Cobll1
loop_11067	down	Promoter (<=1kb)	Distal Intergenic	Ncam2	Mir155hg
loop_11594	up	Promoter (<=1kb)	Intron (ENSMUST00000163193.8/110948, intron 5 of 10)	Cldn14	Hlcs
loop_11615	down	Exon (ENSMUST00000168680.1/667772, exon 31 of 41)	Promoter (<=1kb)	Myh15	Dubr
loop_11617	down	Exon (ENSMUST00000231458.1/ENSMUST00000231458.1, exon 1 of 1)	Promoter (1-2kb)	Stfa3	Polq
loop_11821	down	Promoter (<=1kb)	Exon (ENSMUST00000233571.1/ENSMUST00000233571.1, exon 1 of 1)	Crim1	Fez2
loop_12005	up	Promoter (<=1kb)	Promoter (<=1kb)	Smoc2	Wdr27
loop_12026	down	Promoter (<=1kb)	Promoter (<=1kb)	Prkn	Prkn
loop_12042	down	Promoter (<=1kb)	Promoter (<=1kb)	Actl9	Kank3
loop_11350	down	Promoter (<=1kb)	Distal Intergenic	Oard1	1700008K24Rik
loop_19366	down	Promoter (<=1kb)	Exon (ENSMUST00000068355.7/353344, exon 3 of 7)	Ptchd4	Opn5
loop_12590	up	Promoter (<=1kb)	Promoter (<=1kb)	Sp110	A630001G21Rik
loop_12622	up	Distal Intergenic	Promoter (<=1kb)	Uchl5	Rgs2
loop_12787	up	Promoter (<=1kb)	Exon (ENSMUST00000190488.1/407809, exon 4 of 7)	9130227L01Rik	BC055402
loop_12837	down	Promoter (<=1kb)	Distal Intergenic	Nme7	4930568G15Rik
loop_11994	down	Distal Intergenic	Promoter (<=1kb)	Prkn	Prkn
loop_11979	up	Promoter (<=1kb)	Promoter (<=1kb)	9130227L01Rik	Satb2
loop_13117	down	Promoter (<=1kb)	Promoter (<=1kb)	Rit2	Syt4
loop_13366	down	Promoter (1-2kb)	Exon (ENSMUST00000235246.1/ENSMUST00000235246.1, exon 2 of 3)	Prune2	Prune2
loop_13555	up	Promoter (<=1kb)	3' UTR	Adra2a	Gpam
loop_12621	down	Promoter (<=1kb)	Promoter (<=1kb)	Nkx2-3	Lbx1
loop_13610	down	Intron (ENSMUST00000081619.9/14218, intron 5 of 14)	Promoter (<=1kb)	Sh3pxd2a	Cfap43
loop_13612	down	Promoter (<=1kb)	Distal Intergenic	Zng1	Kank1
loop_14229	up	Exon (ENSMUST00000109266.10/228880, exon 12 of 22)	Promoter (<=1kb)	Zmynd8	Ncoa3
loop_12973	down	Promoter (<=1kb)	Distal Intergenic	Nr4a2	Galnt5
loop_14320	down	Promoter (<=1kb)	Distal Intergenic	Zfp385b	4930440I19Rik
loop_14324	down	Promoter (<=1kb)	Promoter (<=1kb)	Mrps5	Bub1
loop_14372	down	Promoter (1-2kb)	3' UTR	Vav2	Rxra
loop_14396	down	Promoter (1-2kb)	Distal Intergenic	Btbd3	Mir1952
loop_14493	down	Promoter (1-2kb)	Intron (ENSMUST00000110067.7/72899, intron 8 of 16)	Flrt3	Macrod2
loop_14495	down	Promoter (<=1kb)	Promoter (<=1kb)	Mettl15	Lin7c
loop_14502	down	Distal Intergenic	Promoter (<=1kb)	Dapl1	Gm13580
loop_14509	up	Exon (ENSMUST00000153743.1/73962, exon 5 of 5)	Promoter (<=1kb)	4930441J16Rik	Hoxd13
loop_14511	down	Promoter (<=1kb)	Promoter (<=1kb)	0610009E02Rik	Slc2a6
loop_14521	up	Distal Intergenic	Promoter (<=1kb)	Dhx35	Mafb
loop_14522	down	Distal Intergenic	Promoter (<=1kb)	Lrrc4c	Iftap
loop_14662	up	Promoter (<=1kb)	3' UTR	Sh3kbp1	Sh3kbp1
loop_15165	down	Promoter (<=1kb)	Promoter (<=1kb)	Actrt3	Phc3
loop_15220	down	Promoter (<=1kb)	Promoter (<=1kb)	Lrrc31	Phc3
loop_15234	down	Promoter (1-2kb)	Distal Intergenic	Snhg8	Ndst3
loop_15258	down	Exon (ENSMUST00000071488.7/229543, exon 4 of 31)	Promoter (<=1kb)	Ints3	S100a7a
loop_15280	up	Distal Intergenic	Promoter (<=1kb)	Gm6260	Lmo4
loop_15290	up	Promoter (<=1kb)	Distal Intergenic	Casq2	Tspan2
loop_15340	up	Promoter (<=1kb)	Distal Intergenic	Fat4	1700017G19Rik
loop_15930	up	Promoter (<=1kb)	Distal Intergenic	Plpp3	Gm12724
loop_19185	up	3' UTR	Promoter (<=1kb)	Ccdc27	Arhgef16
loop_15993	down	Promoter (1-2kb)	Exon (ENSMUST00000157011.1/ENSMUST00000157011.1, exon 1 of 3)	Gm11266	Nfib
loop_16021	up	Promoter (<=1kb)	Promoter (<=1kb)	Ajap1	BC039966
loop_16039	up	Promoter (<=1kb)	Promoter (<=1kb)	Ifne	Gm12602
loop_2312	down	Distal Intergenic	Promoter (<=1kb)	4930548K13Rik	Epha7
loop_16272	down	Promoter (<=1kb)	Intron (ENSMUST00000197354.4/50791, intron 1 of 21)	Magi2	Magi2
loop_16596	down	Exon (ENSMUST00000197060.1/ENSMUST00000197060.1, exon 1 of 2)	Promoter (<=1kb)	Cpeb2	Cpeb2
loop_16623	up	Exon (ENSMUST00000196193.1/ENSMUST00000196193.1, exon 1 of 1)	Promoter (<=1kb)	Fzd10os	Piwil1
loop_16649	down	Promoter (<=1kb)	Distal Intergenic	Auts2	Castor2
loop_16674	down	Promoter (<=1kb)	Promoter (<=1kb)	Utp3	Grsf1
loop_16677	up	Intron (ENSMUST00000115451.7/18647, intron 9 of 13)	Promoter (<=1kb)	Cdk14	Cdk14
loop_16701	up	Promoter (1-2kb)	Distal Intergenic	Tmem132b	4933438B17Rik
loop_16703	up	Promoter (<=1kb)	Exon (ENSMUST00000199211.1/ENSMUST00000199211.1, exon 1 of 3)	Coq2	Gpat3
loop_16709	down	Promoter (<=1kb)	Promoter (<=1kb)	Mterf1a	Mterf1b
loop_16990	up	Promoter (<=1kb)	Promoter (<=1kb)	D6Ertd527e	Antxr1
loop_17008	down	Distal Intergenic	Promoter (<=1kb)	Gm16630	Gimap8
loop_15335	down	3' UTR	Promoter (<=1kb)	Nobox	Tpk1
loop_17137	down	Promoter (<=1kb)	3' UTR	Cbx3	Snx10
loop_17165	down	Distal Intergenic	Promoter (<=1kb)	Mir6370	Kcnd2
loop_17215	down	Distal Intergenic	Promoter (<=1kb)	Mir6370	Kcnd2
loop_17220	down	Distal Intergenic	Promoter (<=1kb)	Stk31	Osbpl3
loop_17228	down	Promoter (<=1kb)	3' UTR	Cbx3	Skap2
loop_17279	up	3' UTR	Promoter (<=1kb)	Skap2	Hoxa7
loop_15537	up	Promoter (<=1kb)	Promoter (<=1kb)	Art4	Rerg
loop_17350	down	Distal Intergenic	Promoter (<=1kb)	A530053G22Rik	Mmrn1
loop_17353	up	Intron (ENSMUST00000115323.7/14823, intron 6 of 10)	Promoter (<=1kb)	Tert	Slc6a19
loop_15639	up	Promoter (<=1kb)	Promoter (<=1kb)	Fam3c	Ptprz1
loop_17841	down	Intron (ENSMUST00000049430.14/233733, intron 3 of 10)	Promoter (<=1kb)	Lrba	Cd1d1
loop_17935	down	Promoter (<=1kb)	Promoter (<=1kb)	Gm5893	Mir7046
loop_17960	up	5' UTR	Promoter (<=1kb)	4930583K01Rik	Syt17
loop_17964	down	Exon (ENSMUST00000208435.1/ENSMUST00000208435.1, exon 2 of 4)	Promoter (<=1kb)	Cfap161	Cemip
loop_18042	down	Promoter (<=1kb)	Distal Intergenic	4930402F11Rik	4930441H08Rik
loop_18263	down	Promoter (<=1kb)	Distal Intergenic	Grik2	Grik2
loop_18526	up	Promoter (<=1kb)	Promoter (1-2kb)	Cd24a	Rtn4ip1
loop_18592	down	Promoter (<=1kb)	Exon (ENSMUST00000156803.8/ENSMUST00000156803.8, exon 1 of 6)	S1pr4	AU041133
loop_18653	down	Promoter (<=1kb)	Promoter (<=1kb)	Med23	Epb41l2
loop_18659	down	Exon (ENSMUST00000041168.5/215798, exon 5 of 25)	Promoter (<=1kb)	Adgrg6	Nmbr
loop_18737	down	Promoter (<=1kb)	Promoter (<=1kb)	Tacc1	Thap1
loop_18738	down	Promoter (<=1kb)	Promoter (<=1kb)	Rnf150	Scoc
loop_18805	down	Promoter (<=1kb)	Exon (ENSMUST00000112423.9/16531, exon 17 of 28)	Lrmda	Kcnma1
loop_18866	up	Distal Intergenic	Promoter (<=1kb)	5830454E08Rik	Ulk4
loop_18873	down	Promoter (<=1kb)	Promoter (<=1kb)	Tmem158	Sacm1l
loop_18881	down	Promoter (<=1kb)	Distal Intergenic	Cspg4	Trcg1
loop_19001	down	Promoter (<=1kb)	Promoter (<=1kb)	Clhc1	Eml6
loop_19016	down	Promoter (<=1kb)	Promoter (<=1kb)	Mdh1	Tmem17
loop_19047	down	Promoter (<=1kb)	Promoter (<=1kb)	Zfp457	Zfp65
loop_19097	down	Promoter (<=1kb)	Distal Intergenic	Adamts6	Shisal2b
loop_19245	down	Exon (ENSMUST00000226730.1/ENSMUST00000226730.1, exon 1 of 1)	Promoter (<=1kb)	Stk3	Rgs22
loop_19246	up	Distal Intergenic	Promoter (<=1kb)	Tars1	1700047G03Rik
loop_19249	down	3' UTR	Promoter (<=1kb)	Pop1	Rgs22
loop_1759	down	Exon (ENSMUST00000080694.3/ENSMUST00000080694.3, exon 1 of 1)	Promoter (<=1kb)	Myh15	Mir6363
loop_19371	down	Promoter (<=1kb)	Promoter (<=1kb)	1700110C19Rik	Prkn
loop_19374	down	Promoter (<=1kb)	Distal Intergenic	Treml4	Mocs1
loop_17366	up	Promoter (1-2kb)	5' UTR	Nckap5	Nckap5
loop_19478	down	Promoter (<=1kb)	Promoter (<=1kb)	Serpinb8	Cdh7
loop_19688	down	Promoter (<=1kb)	Promoter (<=1kb)	Bdnf	Lin7c
loop_19692	down	Promoter (1-2kb)	Exon (ENSMUST00000128656.1/228662, exon 6 of 6)	Btbd3	Mir1952
loop_19739	up	3' UTR	Promoter (<=1kb)	Zfp217	Bcas1
loop_19896	down	Promoter (<=1kb)	Promoter (<=1kb)	Zfhx4	Pex2
loop_19910	down	Promoter (<=1kb)	Promoter (<=1kb)	Sulf2	Trp53rkb
loop_20127	up	Promoter (<=1kb)	Exon (ENSMUST00000197688.1/ENSMUST00000197688.1, exon 1 of 2)	Mn1	1700028D13Rik
loop_20160	down	Distal Intergenic	Promoter (<=1kb)	Mir148a	Hoxa7
loop_20222	down	Exon (ENSMUST00000159111.7/243634, exon 11 of 16)	Promoter (<=1kb)	Ano2	Ntf3
loop_20223	up	Distal Intergenic	Promoter (<=1kb)	1700065J11Rik	9330158H04Rik
loop_15640	down	Promoter (<=1kb)	Distal Intergenic	Nxph1	Thsd7a
loop_20370	down	Promoter (<=1kb)	Promoter (<=1kb)	Hmx2	Ebf3
loop_20413	down	Intron (ENSMUST00000105276.7/20979, intron 4 of 11)	Promoter (<=1kb)	Brcc3dc	Syt1
loop_20461	up	Distal Intergenic	Promoter (<=1kb)	Rxylt1	Avpr1a
loop_20620	up	Promoter (<=1kb)	Exon (ENSMUST00000215858.1/ENSMUST00000215858.1, exon 1 of 1)	Smco4	Slc36a4
loop_20785	up	Promoter (<=1kb)	3' UTR	Trib2	Lpin1
loop_20834	down	Promoter (<=1kb)	Distal Intergenic	Khdrbs3	Fam135b
loop_20845	down	Promoter (<=1kb)	Promoter (<=1kb)	Zbtb20	Zbtb20
loop_20861	down	Promoter (<=1kb)	Distal Intergenic	Epha3	Csnk2a2ip
loop_20882	down	Distal Intergenic	Promoter (<=1kb)	Usp25	Mir99a
loop_20937	down	Promoter (<=1kb)	Promoter (<=1kb)	Fer	Pja2
loop_4636	up	Promoter (<=1kb)	Exon (ENSMUST00000037974.9/19274, exon 2 of 33)	Themis3	Ptprm
loop_20986	up	3' UTR	Promoter (<=1kb)	Ube2t	Ptprv
loop_21101	up	Promoter (<=1kb)	Intron (ENSMUST00000236615.1/20409, intron 9 of 10)	Prune2	Ostf1
loop_21214	down	Promoter (<=1kb)	Promoter (1-2kb)	Ddx3x	Gpr82
loop_21310	down	Promoter (<=1kb)	Promoter (<=1kb)	Arfip1	Snord73b
loop_21381	up	Promoter (<=1kb)	Distal Intergenic	Gdf6	4930448K20Rik
loop_15114	up	Promoter (<=1kb)	Exon (ENSMUST00000197543.1/ENSMUST00000197543.1, exon 3 of 4)	Tmem132b	4933438B17Rik
loop_21500	down	Promoter (<=1kb)	Distal Intergenic	Magi1	Slc25a26
loop_21503	up	Promoter (<=1kb)	3' UTR	Rybp	1700049E22Rik
loop_21577	up	Promoter (<=1kb)	Exon (ENSMUST00000209134.1/ENSMUST00000209134.1, exon 3 of 3)	Cttn	Ano1
loop_21589	up	Promoter (<=1kb)	Promoter (<=1kb)	4930402F11Rik	Gm29683
loop_21646	up	Distal Intergenic	Promoter (<=1kb)	Tmtc2	Tmtc2
loop_21647	up	Promoter (<=1kb)	Promoter (<=1kb)	Derl3	Mir678
loop_21670	up	Promoter (<=1kb)	Intron (ENSMUST00000152652.7/244310, intron 2 of 14)	Erich1	Dlgap2
loop_21679	up	Promoter (<=1kb)	3' UTR	Ces2a	Phaf1
loop_21684	up	Promoter (<=1kb)	Distal Intergenic	Large1	Hmgxb4
loop_21688	up	Distal Intergenic	Promoter (<=1kb)	Csmd1	Csmd1
loop_21705	up	Promoter (<=1kb)	Distal Intergenic	Dleu2	Rnaseh2b
loop_21707	up	Distal Intergenic	Promoter (<=1kb)	Nrg3	Sh2d4b
loop_21738	up	Distal Intergenic	Promoter (<=1kb)	Bckdhb	Tent5a
loop_21745	up	Promoter (<=1kb)	Exon (ENSMUST00000050433.7/22068, exon 11 of 13)	1700128F08Rik	Gm32014
loop_21831	up	Promoter (<=1kb)	Distal Intergenic	Irx2	D730050B12Rik
loop_21865	up	Promoter (<=1kb)	Distal Intergenic	Wdr25	Dlk1
loop_21872	up	Promoter (<=1kb)	Promoter (<=1kb)	Hectd1	Dtd2
loop_21888	up	Promoter (<=1kb)	Distal Intergenic	Mroh5	Mroh5
loop_4554	up	Promoter (<=1kb)	Exon (ENSMUST00000227641.1/ENSMUST00000227641.1, exon 1 of 5)	Asap1	Asap1
loop_21905	up	Promoter (<=1kb)	Distal Intergenic	Khdrbs3	4930504C09Rik
loop_11051	up	Promoter (<=1kb)	Distal Intergenic	Adamts1	Adamts5
loop_21988	up	Promoter (1-2kb)	Intron (ENSMUST00000094609.9/210356, intron 2 of 12)	Nckap5	Nckap5
loop_22008	up	Intron (ENSMUST00000029667.12/226922, intron 11 of 13)	Promoter (<=1kb)	Khdc1b	Kcnq5
loop_17430	up	Promoter (<=1kb)	Distal Intergenic	Gm41410	Slx4
loop_22015	up	Exon (ENSMUST00000133079.1/71227, exon 2 of 2)	Promoter (<=1kb)	Daw1	Mir5126
loop_22018	up	Intron (ENSMUST00000138768.7/72823, intron 2 of 4)	Promoter (<=1kb)	Pard3bos2	Nrp2
loop_22041	up	Distal Intergenic	Promoter (<=1kb)	Wac	Fzd8
loop_22095	up	Distal Intergenic	Promoter (<=1kb)	A530006G24Rik	Foxa2
loop_19904	up	Promoter (<=1kb)	Exon (ENSMUST00000230629.1/ENSMUST00000230629.1, exon 1 of 7)	Hoxd10	Mtx2
loop_22122	up	Promoter (<=1kb)	Exon (ENSMUST00000074913.11/16784, exon 4 of 9)	Tmem255a	Lamp2
loop_22124	up	Distal Intergenic	Promoter (<=1kb)	Fam236c	Nap1l2
loop_22132	up	Exon (ENSMUST00000196621.4/100503044, exon 2 of 4)	Promoter (<=1kb)	A730020M07Rik	F3
loop_22147	up	Promoter (<=1kb)	Exon (ENSMUST00000193581.1/ENSMUST00000193581.1, exon 2 of 4)	Rbm46	Fgg
loop_22160	up	Promoter (<=1kb)	Exon (ENSMUST00000199488.1/ENSMUST00000199488.1, exon 4 of 5)	Frem2	Frem2
loop_22179	up	Promoter (<=1kb)	Promoter (<=1kb)	Shb	Gm12409
loop_22184	up	3' UTR	Promoter (<=1kb)	Galnt12	Col15a1
loop_22234	up	Promoter (<=1kb)	Distal Intergenic	Msx1	Gm20052
loop_22235	up	Promoter (<=1kb)	5' UTR	Man2b2	Jakmip1
loop_22251	up	Promoter (<=1kb)	Distal Intergenic	1700017L05Rik	1700017L05Rik
loop_22309	up	Intron (ENSMUST00000065359.11/66930, intron 1 of 10)	Promoter (<=1kb)	Fank1	D7Ertd443e
loop_18249	up	Exon (ENSMUST00000158766.1/ENSMUST00000158766.1, exon 1 of 1)	Promoter (<=1kb)	Gm4971	St8sia2
loop_8601	up	Promoter (<=1kb)	3' UTR	Drgx	Lrrc18
loop_16739	up	Promoter (<=1kb)	Exon (ENSMUST00000226196.1/ENSMUST00000226196.1, exon 1 of 1)	Fndc3a	Cysltr2
loop_22406	up	Intron (ENSMUST00000114865.7/110637, intron 3 of 20)	Promoter (<=1kb)	Grik4	Grik4
loop_22425	up	Promoter (<=1kb)	Distal Intergenic	Adra1b	Il12b
loop_22514	up	Promoter (<=1kb)	Intron (ENSMUST00000047480.12/667742, intron 2 of 53)	Piezo2	Piezo2
loop_22524	up	Promoter (<=1kb)	Exon (ENSMUST00000078880.5/66673, exon 2 of 27)	Sorcs3	Sorcs3
loop_19139	up	Exon (ENSMUST00000191829.1/100534287, exon 7 of 20)	Promoter (<=1kb)	Gm10710	Sfrp2
loop_22577	up	Intron (ENSMUST00000147926.7/230126, intron 4 of 4)	Promoter (<=1kb)	Slc25a51	Shb
loop_22580	up	Promoter (<=1kb)	3' UTR	Grik3	2610028E06Rik
loop_22593	up	Promoter (<=1kb)	Promoter (<=1kb)	Cdk6	Fam133b
loop_22614	up	Intron (ENSMUST00000105902.7/210274, intron 16 of 22)	Promoter (<=1kb)	Shank2	Shank2
loop_22616	up	Promoter (<=1kb)	Exon (ENSMUST00000107162.7/23966, exon 30 of 33)	Tenm4	Nars2
loop_22623	up	Promoter (<=1kb)	Distal Intergenic	Pde2a	Clpb
loop_22625	up	Distal Intergenic	Promoter (<=1kb)	A730082K24Rik	Sox6
loop_57	down	Promoter (<=1kb)	Promoter (<=1kb)	Sap30	Mfap3l
loop_62	down	Promoter (<=1kb)	Promoter (<=1kb)	Fcer2a	Kbtbd11
loop_72	down	Distal Intergenic	Promoter (<=1kb)	Mir6390	Spry2
loop_98	up	Promoter (<=1kb)	Promoter (<=1kb)	Drgx	Arhgap22
loop_198	down	Promoter (<=1kb)	Promoter (<=1kb)	Birc2	Chordc1
loop_237	up	Promoter (<=1kb)	Promoter (1-2kb)	Tbx2	Brip1
loop_245	down	Promoter (<=1kb)	Promoter (<=1kb)	Cyb561	Scn4a
loop_312	up	Exon (ENSMUST00000208758.1/625662, exon 16 of 25)	Promoter (<=1kb)	Gcnt4	Gfm2
loop_315	up	Distal Intergenic	Promoter (<=1kb)	Trim27	Zfp184
loop_369	down	Distal Intergenic	Promoter (<=1kb)	Ttc32	Gm38407
loop_384	up	Promoter (<=1kb)	Distal Intergenic	Fntb	Gphn
loop_387	down	Promoter (<=1kb)	Promoter (<=1kb)	Ppp4r3a	Gon7
loop_393	down	Promoter (<=1kb)	Promoter (<=1kb)	Ankmy2	Mir1938
loop_420	down	Promoter (<=1kb)	Exon (ENSMUST00000230723.1/22762, exon 3 of 3)	Gm33301	Zfpm2
loop_422	down	Exon (ENSMUST00000230321.1/ENSMUST00000230321.1, exon 1 of 2)	Promoter (1-2kb)	Angpt1	Angpt1
loop_505	down	Promoter (<=1kb)	Promoter (<=1kb)	Wdr5b	Polq
loop_543	down	Distal Intergenic	Promoter (<=1kb)	2700054A10Rik	Dact2
loop_546	up	Promoter (<=1kb)	Promoter (<=1kb)	Birc6	Heatr5b
loop_601	up	Promoter (<=1kb)	Distal Intergenic	Raph1	Ctla4
loop_658	down	Promoter (<=1kb)	Promoter (<=1kb)	Satb2	Zdbf2
loop_697	down	Promoter (<=1kb)	Distal Intergenic	Myo5b	Ctif
loop_736	down	Exon (ENSMUST00000236376.1/ENSMUST00000236376.1, exon 1 of 2)	Promoter (<=1kb)	Elovl3	As3mt
loop_743	down	Promoter (<=1kb)	Promoter (<=1kb)	Dmrt3	Nkx2-3
loop_827	down	Promoter (<=1kb)	Promoter (<=1kb)	Atp8a1	Grxcr1
loop_861	down	Distal Intergenic	Promoter (<=1kb)	Fmr1	Fmr1
loop_919	up	Exon (ENSMUST00000200405.1/ENSMUST00000200405.1, exon 1 of 4)	Promoter (<=1kb)	Gm6260	Lmo4
loop_948	down	Promoter (<=1kb)	Promoter (<=1kb)	Mecom	Shox2
loop_962	up	Promoter (<=1kb)	3' UTR	Mpdz	Frem1
loop_971	up	Promoter (<=1kb)	Exon (ENSMUST00000134280.7/666060, exon 6 of 7)	Ddias	Gm15501
loop_991	up	Promoter (<=1kb)	Distal Intergenic	D630039A03Rik	Svep1
loop_1010	up	Promoter (<=1kb)	Distal Intergenic	Ccdc27	Ttc34
loop_1024	down	Promoter (<=1kb)	Promoter (<=1kb)	Lyn	Nsmaf
loop_1079	down	3' UTR	Promoter (<=1kb)	Atp8a1	Guf1
loop_1102	down	Promoter (<=1kb)	Promoter (<=1kb)	Crlf2	Pole
loop_1136	down	Promoter (<=1kb)	Promoter (<=1kb)	Igf2bp3	Hoxa10
loop_1154	down	Promoter (<=1kb)	Distal Intergenic	Tpk1	Tpk1
loop_1164	down	Promoter (<=1kb)	Exon (ENSMUST00000114641.7/66797, exon 21 of 24)	Tbx2	Tbx4
loop_1168	down	Promoter (1-2kb)	Promoter (<=1kb)	Klrb1c	Ybx3
loop_1175	down	Promoter (1-2kb)	Promoter (<=1kb)	Fezf1	Hoxa2
loop_1205	up	Promoter (<=1kb)	Promoter (<=1kb)	Sox6	Sox6
loop_1212	up	Exon (ENSMUST00000157609.1/ENSMUST00000157609.1, exon 1 of 1)	Promoter (<=1kb)	Nucb2	Xylt1
loop_1217	up	Promoter (<=1kb)	Promoter (<=1kb)	Uros	Adam12
loop_1242	down	Promoter (<=1kb)	Promoter (<=1kb)	Hmx2	Ebf3
loop_1309	down	Distal Intergenic	Promoter (<=1kb)	Gm20139	Map3k5
loop_1336	up	Promoter (<=1kb)	Exon (ENSMUST00000133752.1/ENSMUST00000133752.1, exon 2 of 3)	Palld	Palld
loop_1370	down	Promoter (<=1kb)	Promoter (<=1kb)	Galntl6	Clcn3
loop_1378	down	Promoter (<=1kb)	Intron (ENSMUST00000082104.6/94109, intron 1 of 69)	Dlgap2	Csmd1
loop_1407	down	Promoter (<=1kb)	Promoter (<=1kb)	Psmd6	Ngly1
loop_1482	down	Promoter (<=1kb)	Promoter (<=1kb)	Jhy	Gm16551
loop_1484	down	Promoter (<=1kb)	Promoter (<=1kb)	Jhy	Isl2
loop_1514	down	Promoter (<=1kb)	Promoter (<=1kb)	Tenm2	Tenm2
loop_1533	down	Promoter (<=1kb)	Promoter (<=1kb)	Tom1l1	Spag9
loop_1575	down	Promoter (<=1kb)	Promoter (<=1kb)	Ramacl	Zfp65
loop_1609	down	Promoter (<=1kb)	Promoter (<=1kb)	Zfp759	Mtrr
loop_1614	down	Promoter (<=1kb)	Promoter (<=1kb)	Ssr1	Tmem170b
loop_1616	down	Promoter (<=1kb)	Distal Intergenic	Nr2f1	Ccnh
loop_1620	down	Promoter (<=1kb)	Promoter (<=1kb)	Prss16	Pitx1
loop_1638	up	Promoter (<=1kb)	Distal Intergenic	Adgra3	Adgra3
loop_1654	up	Promoter (<=1kb)	Promoter (<=1kb)	Ifrd1	Lrrn3
loop_1662	down	3' UTR	Promoter (<=1kb)	Aebp2	Aebp2
loop_1666	down	Promoter (<=1kb)	Promoter (<=1kb)	Allc	Tmem18
loop_1668	down	5' UTR	Promoter (<=1kb)	Bzw2	Mir1938
loop_1672	down	Exon (ENSMUST00000167103.7/18191, exon 17 of 21)	Promoter (<=1kb)	Nrxn3	Gtf2a1
loop_1675	down	Promoter (<=1kb)	Promoter (<=1kb)	Ahr	Mir1938
loop_1689	down	Promoter (<=1kb)	5' UTR	Gm33301	Zfpm2
loop_1699	down	Promoter (<=1kb)	Promoter (<=1kb)	Oxr1	Angpt1
loop_1712	up	Exon (ENSMUST00000082054.11/116838, exon 19 of 27)	Promoter (<=1kb)	Rims2	9330182O14Rik
loop_1716	up	Promoter (<=1kb)	Distal Intergenic	Tbc1d22a	B230214G05Rik
loop_1718	down	Promoter (<=1kb)	Exon (ENSMUST00000162054.8/380993, exon 2 of 16)	Ccn4	Zfat
loop_1751	down	Distal Intergenic	Promoter (<=1kb)	Usp25	Mir99a
loop_1773	down	Distal Intergenic	Promoter (<=1kb)	Gm32461	N6amt1
loop_1802	down	Promoter (<=1kb)	Promoter (<=1kb)	Notch3	Cyp4f39
loop_1816	down	Promoter (<=1kb)	Distal Intergenic	Treml4	Mocs1
loop_1846	down	Promoter (<=1kb)	Promoter (<=1kb)	1600012H06Rik	Ppp2r1a
loop_1932	down	Promoter (<=1kb)	Promoter (<=1kb)	Idh1	Ikzf2
loop_1937	down	Promoter (<=1kb)	Promoter (<=1kb)	Wdr75	Hibch
loop_1984	down	Promoter (<=1kb)	Exon (ENSMUST00000212521.1/ENSMUST00000212521.1, exon 1 of 2)	Cep192	4930503L19Rik
loop_2091	up	3' UTR	Promoter (<=1kb)	Eya2	Trp53rkb
loop_2101	down	Promoter (<=1kb)	Promoter (<=1kb)	Dlx1as	Hoxd10
loop_2107	down	Promoter (<=1kb)	Promoter (<=1kb)	Utp18	Utp18
loop_2112	down	Promoter (<=1kb)	Exon (ENSMUST00000230667.1/ENSMUST00000230667.1, exon 2 of 2)	Nr4a2	Upp2
loop_2118	down	Distal Intergenic	Promoter (<=1kb)	Ppp6c	Kynu
loop_2202	down	Promoter (<=1kb)	Promoter (<=1kb)	Tmem154	Snord73a
loop_2211	down	Distal Intergenic	Promoter (<=1kb)	Arhgap29	Bcar3
loop_2226	down	Promoter (<=1kb)	Promoter (<=1kb)	Mettl14	1700003H04Rik
loop_2244	up	3' UTR	Promoter (<=1kb)	Nmd3	Slitrk3
loop_2292	down	Distal Intergenic	Promoter (<=1kb)	Tlr4	Brinp1
loop_2322	down	3' UTR	Promoter (<=1kb)	Nfib	Frem1
loop_2323	down	Distal Intergenic	Promoter (<=1kb)	Mpdz	Frem1
loop_2327	down	Intron (ENSMUST00000042850.8/64817, intron 3 of 47)	Promoter (<=1kb)	Svep1	Snx30
