anchor_id	chr	start	end	ctrl_signal	mut_signal	log2fc	signal_class
chr16:49320000-49325000	chr16	49320000	49325000	1.465911	3.596946	1.11579	quantifiable
chr16:97270000-97280000	chr16	97270000	97280000	1.200105	1.2854	0.076797	quantifiable
chr16:4000000-4005000	chr16	4000000	4005000	0.535735	0.63015	0.144582	quantifiable
chr16:92050000-92060000	chr16	92050000	92060000	1.44868	1.679914	0.173575	quantifiable
chr16:34600000-34605000	chr16	34600000	34605000	1.208458	0.948468	-0.261477	quantifiable
chr16:12200000-12210000	chr16	12200000	12210000	0.743051	0.729333	-0.018055	quantifiable
chr16:81170000-81180000	chr16	81170000	81180000	1.066806	1.576206	0.440455	quantifiable
chr17:83250000-83255000	chr17	83250000	83255000	4.207952	2.785089	-0.538453	quantifiable
chr17:83350000-83355000	chr17	83350000	83355000	1.928439	2.809934	0.470097	quantifiable
chr17:70960000-70970000	chr17	70960000	70970000	1.449329	1.407596	-0.033667	quantifiable
chr17:26450000-26460000	chr17	26450000	26460000	1.023398	0.869555	-0.170086	quantifiable
chr17:14200000-14210000	chr17	14200000	14210000	3.666374	3.151374	-0.197448	quantifiable
chr1:135540000-135550000	chr1	135540000	135550000	5.079417	3.433568	-0.519902	quantifiable
chr1:153745000-153750000	chr1	153745000	153750000	3.155424	2.786723	-0.159851	quantifiable
chr1:90955000-90960000	chr1	90955000	90960000	4.04614	2.112608	-0.833493	quantifiable
chr1:19970000-19980000	chr1	19970000	19980000	0.95139	1.391507	0.417513	quantifiable
chr1:120550000-120560000	chr1	120550000	120560000	0.672354	0.545102	-0.189795	quantifiable
chr1:184730000-184740000	chr1	184730000	184740000	11.744985	8.559192	-0.440618	quantifiable
chr1:160080000-160090000	chr1	160080000	160090000	1.844939	1.624211	-0.152176	quantifiable
chr1:18100000-18110000	chr1	18100000	18110000	0.408597	0.595028	0.313333	quantifiable
chr1:129000000-129010000	chr1	129000000	129010000	1.306144	1.606569	0.239173	quantifiable
chr1:61770000-61780000	chr1	61770000	61780000	1.282727	1.583036	0.242226	quantifiable
chr1:14860000-14870000	chr1	14860000	14870000	0.917471	0.720747	-0.241271	quantifiable
chr1:140660000-140670000	chr1	140660000	140670000	0.94343	0.805929	-0.160839	quantifiable
chr1:40770000-40780000	chr1	40770000	40780000	0.718607	0.431501	-0.446528	quantifiable
chr1:20510000-20520000	chr1	20510000	20520000	0.567743	0.398444	-0.290699	quantifiable
chr18:45555000-45560000	chr18	45555000	45560000	3.920806	5.138185	0.361076	quantifiable
chr19:3450000-3460000	chr19	3450000	3460000	0.534574	0.239437	-0.577628	one_condition
chr19:53700000-53705000	chr19	53700000	53705000	0.374556	0.342438	-0.064506	one_condition
chr19:17030000-17040000	chr19	17030000	17040000	0.740891	0.549147	-0.276099	quantifiable
chr2:180775000-180780000	chr2	180775000	180780000	4.796352	2.739467	-0.734339	quantifiable
chr2:167275000-167280000	chr2	167275000	167280000	1.689688	1.687396	-0.001614	quantifiable
chr2:68350000-68360000	chr2	68350000	68360000	1.709808	1.172463	-0.433655	quantifiable
chr2:124600000-124625000	chr2	124600000	124625000	3.154315	4.678305	0.519701	quantifiable
chr2:28915000-28920000	chr2	28915000	28920000	4.321358	3.045596	-0.459025	quantifiable
chr2:145795000-145800000	chr2	145795000	145800000	1.153002	0.880915	-0.286019	quantifiable
chr2:48880000-48890000	chr2	48880000	48890000	1.576205	1.099328	-0.407939	quantifiable
chr2:4490000-4500000	chr2	4490000	4500000	2.816615	2.678977	-0.063906	quantifiable
chr2:162655000-162660000	chr2	162655000	162660000	5.143071	4.005167	-0.334203	quantifiable
chr2:82570000-82580000	chr2	82570000	82580000	0.946368	2.423718	1.091478	quantifiable
chrX:144640000-144650000	chrX	144640000	144650000	0.491186	0.439085	-0.091129	quantifiable
chr3:35060000-35070000	chr3	35060000	35070000	2.291517	4.489714	0.871093	quantifiable
chr3:83050000-83055000	chr3	83050000	83055000	1.779293	3.029204	0.663824	quantifiable
chr3:87500000-87510000	chr3	87500000	87510000	2.620273	2.644168	0.011521	quantifiable
chr3:87500000-87525000	chr3	87500000	87525000	1.813791	2.024505	0.133479	quantifiable
chr3:51125000-51150000	chr3	51125000	51150000	0.815786	0.656353	-0.210233	quantifiable
chr4:58205000-58210000	chr4	58205000	58210000	3.082913	5.676026	0.809977	quantifiable
chr4:45760000-45770000	chr4	45760000	45770000	7.673216	6.223461	-0.287133	quantifiable
chr4:108070000-108075000	chr4	108070000	108075000	1.032828	1.053985	0.02175	quantifiable
chr4:47400000-47410000	chr4	47400000	47410000	1.865347	1.453341	-0.295387	quantifiable
chr4:114630000-114640000	chr4	114630000	114640000	0.945605	0.720575	-0.27293	quantifiable
chr4:57880000-57890000	chr4	57880000	57890000	1.2937	1.083717	-0.195916	quantifiable
chr4:48770000-48775000	chr4	48770000	48775000	4.492454	4.664723	0.05033	quantifiable
chr4:20770000-20780000	chr4	20770000	20780000	3.52481	4.970828	0.45652	quantifiable
chr5:131770000-131775000	chr5	131770000	131775000	3.588821	2.741589	-0.348419	quantifiable
chr5:140095000-140100000	chr5	140095000	140100000	3.896296	3.602385	-0.103231	quantifiable
chr5:37710000-37720000	chr5	37710000	37720000	2.625093	2.524163	-0.049624	quantifiable
chr5:77170000-77180000	chr5	77170000	77180000	0.664467	0.583303	-0.119087	quantifiable
chr5:15030000-15035000	chr5	15030000	15035000	1.94117	0.895923	-0.873643	quantifiable
chr5:120440000-120450000	chr5	120440000	120450000	1.132373	0.630325	-0.591656	quantifiable
chr5:64800000-64805000	chr5	64800000	64805000	4.333183	4.085375	-0.078262	quantifiable
chr5:111340000-111345000	chr5	111340000	111345000	0.667167	0.368257	-0.496177	quantifiable
chr5:140140000-140150000	chr5	140140000	140150000	1.478542	1.006245	-0.428358	quantifiable
chr6:127580000-127585000	chr6	127580000	127585000	2.548886	1.955362	-0.329235	quantifiable
chr6:53720000-53725000	chr6	53720000	53725000	4.001629	3.260449	-0.268701	quantifiable
chr7:118400000-118410000	chr7	118400000	118410000	0.692863	0.918476	0.280118	quantifiable
chr7:144170000-144180000	chr7	144170000	144180000	3.085267	2.596924	-0.220522	quantifiable
chr7:137310000-137320000	chr7	137310000	137320000	7.124866	5.039461	-0.471164	quantifiable
chr7:117875000-117900000	chr7	117875000	117900000	0.684542	0.453308	-0.361015	quantifiable
chr7:117370000-117380000	chr7	117370000	117380000	1.548084	1.598216	0.037416	quantifiable
chr7:144070000-144080000	chr7	144070000	144080000	1.443163	1.173471	-0.233736	quantifiable
chr7:129300000-129310000	chr7	129300000	129310000	0.898371	0.825598	-0.085946	quantifiable
chr10:77130000-77135000	chr10	77130000	77135000	4.559218	4.394647	-0.049091	quantifiable
chr10:5900000-5905000	chr10	5900000	5905000	2.545978	3.853743	0.536086	quantifiable
chr10:64075000-64100000	chr10	64075000	64100000	3.175579	3.321287	0.058265	quantifiable
chr10:19520000-19525000	chr10	19520000	19525000	0.739754	0.498176	-0.357853	quantifiable
chr8:90650000-90660000	chr8	90650000	90660000	2.578142	2.650716	0.035203	quantifiable
chr8:12805000-12810000	chr8	12805000	12810000	2.852974	2.450978	-0.19284	quantifiable
chr8:90790000-90800000	chr8	90790000	90800000	0.70093	0.830441	0.166173	quantifiable
chr14:122470000-122475000	chr14	122470000	122475000	2.753634	3.606577	0.3493	quantifiable
chr9:97065000-97070000	chr9	97065000	97070000	0.941211	0.626927	-0.398855	quantifiable
chr9:116510000-116520000	chr9	116510000	116520000	0.87637	1.006054	0.14391	quantifiable
chr9:106110000-106120000	chr9	106110000	106120000	0.766849	0.663608	-0.138637	quantifiable
chr11:51535000-51540000	chr11	51535000	51540000	1.415909	1.122732	-0.260307	quantifiable
chr12:117350000-117355000	chr12	117350000	117355000	2.921137	2.848538	-0.03228	quantifiable
chr12:44670000-44675000	chr12	44670000	44675000	0.503003	0.583212	0.128223	quantifiable
chr16:97010000-97020000	chr16	97010000	97020000	1.93543	2.148432	0.128024	quantifiable
chr16:59610000-59620000	chr16	59610000	59620000	0.923794	0.928531	0.005315	quantifiable
chr1:88700000-88710000	chr1	88700000	88710000	3.530988	3.040817	-0.194258	quantifiable
chr1:14630000-14640000	chr1	14630000	14640000	1.198978	0.675681	-0.590042	quantifiable
chr1:79440000-79445000	chr1	79440000	79445000	2.176558	3.82085	0.720934	quantifiable
chr1:4760000-4770000	chr1	4760000	4770000	0.830154	0.721921	-0.13756	quantifiable
chr2:134010000-134020000	chr2	134010000	134020000	1.134208	1.074339	-0.058997	quantifiable
chr3:99930000-99940000	chr3	99930000	99940000	2.022658	1.838387	-0.116129	quantifiable
chr4:47350000-47355000	chr4	47350000	47355000	7.810578	5.674522	-0.437201	quantifiable
chr6:84575000-84600000	chr6	84575000	84600000	5.455741	4.037701	-0.403217	quantifiable
chr7:38265000-38270000	chr7	38265000	38270000	1.293091	1.240657	-0.046503	quantifiable
chr7:118350000-118355000	chr7	118350000	118355000	0.733007	1.474657	0.747231	quantifiable
chr8:49820000-49830000	chr8	49820000	49830000	3.189006	4.597509	0.482206	quantifiable
chr9:75900000-75910000	chr9	75900000	75910000	0.768815	0.833505	0.080399	quantifiable
chr9:3530000-3540000	chr9	3530000	3540000	1.180819	1.381971	0.177028	quantifiable
chr11:19760000-19770000	chr11	19760000	19770000	2.354752	2.031932	-0.182647	quantifiable
chr13:23690000-23700000	chr13	23690000	23700000	2.10219	3.007163	0.451599	quantifiable
chr13:84560000-84570000	chr13	84560000	84570000	2.898348	3.033422	0.058601	quantifiable
chr13:9760000-9770000	chr13	9760000	9770000	1.938597	2.687336	0.406802	quantifiable
chr12:100690000-100700000	chr12	100690000	100700000	0.744513	1.364245	0.642575	quantifiable
chr16:64700000-64725000	chr16	64700000	64725000	2.417657	2.226505	-0.102866	quantifiable
chr16:48320000-48330000	chr16	48320000	48330000	1.373207	2.513744	0.729502	quantifiable
chr16:8340000-8350000	chr16	8340000	8350000	0.823405	0.562826	-0.35883	quantifiable
chr1:170770000-170780000	chr1	170770000	170780000	0.757379	0.613915	-0.19826	quantifiable
chr1:52110000-52120000	chr1	52110000	52120000	1.902951	3.94314	0.927198	quantifiable
chr1:47260000-47270000	chr1	47260000	47270000	1.143895	1.917693	0.598883	quantifiable
chr1:48910000-48920000	chr1	48910000	48920000	1.354765	3.708522	1.246516	quantifiable
chr2:101590000-101600000	chr2	101590000	101600000	2.124763	3.178345	0.509974	quantifiable
chr2:110970000-110980000	chr2	110970000	110980000	0.938795	1.526627	0.538651	quantifiable
chr2:75960000-75970000	chr2	75960000	75970000	2.691152	3.223528	0.23203	quantifiable
chr2:139575000-139600000	chr2	139575000	139600000	1.803598	1.916365	0.073301	quantifiable
chr3:140950000-140960000	chr3	140950000	140960000	1.274305	3.395768	1.200453	quantifiable
chr4:82930000-82940000	chr4	82930000	82940000	3.215557	4.918326	0.561918	quantifiable
chr4:28800000-28825000	chr4	28800000	28825000	2.937778	3.96284	0.39049	quantifiable
chr6:20090000-20100000	chr6	20090000	20100000	0	0	NA	no_signal
chr6:107440000-107450000	chr6	107440000	107450000	1.974065	4.21192	0.969969	quantifiable
chr6:106440000-106450000	chr6	106440000	106450000	4.079547	7.593479	0.84118	quantifiable
chr6:40675000-40700000	chr6	40675000	40700000	1.312033	0.85708	-0.458194	quantifiable
chr7:111770000-111780000	chr7	111770000	111780000	2.962331	2.290503	-0.325934	quantifiable
chr10:109680000-109690000	chr10	109680000	109690000	3.316493	8.868851	1.327831	quantifiable
chr10:97310000-97320000	chr10	97310000	97320000	1.933553	3.319304	0.681859	quantifiable
chr10:39060000-39070000	chr10	39060000	39070000	0.6969	0.430206	-0.41956	quantifiable
chr10:31300000-31325000	chr10	31300000	31325000	1.331575	1.530822	0.160651	quantifiable
chr8:17530000-17540000	chr8	17530000	17540000	8.720475	7.5731	-0.194884	quantifiable
chr8:18560000-18570000	chr8	18560000	18570000	2.27231	1.765221	-0.308723	quantifiable
chr14:20260000-20270000	chr14	20260000	20270000	1.739722	0.989169	-0.638145	quantifiable
chr9:32550000-32560000	chr9	32550000	32560000	1.160408	0.739381	-0.467782	quantifiable
chr9:89880000-89890000	chr9	89880000	89890000	3.637086	3.376617	-0.097217	quantifiable
chr9:63140000-63150000	chr9	63140000	63150000	8.281204	4.15972	-0.935006	quantifiable
chr11:31600000-31625000	chr11	31600000	31625000	1.383013	1.172504	-0.185697	quantifiable
chr13:23750000-23760000	chr13	23750000	23760000	3.697572	5.673873	0.572473	quantifiable
chr13:67060000-67070000	chr13	67060000	67070000	0.236353	0.434741	0.414346	one_condition
chr13:9840000-9850000	chr13	9840000	9850000	1.200792	1.098827	-0.097473	quantifiable
chr13:84400000-84410000	chr13	84400000	84410000	2.432594	3.824348	0.583404	quantifiable
chr12:29870000-29880000	chr12	29870000	29880000	3.147637	6.495482	0.966768	quantifiable
chr12:104675000-104700000	chr12	104675000	104700000	1.718946	1.062915	-0.547018	quantifiable
chr12:91790000-91800000	chr12	91790000	91800000	1.370138	0.879314	-0.48136	quantifiable
chr15:53900000-53910000	chr15	53900000	53910000	1.189342	2.206663	0.728255	quantifiable
chr15:78840000-78850000	chr15	78840000	78850000	3.522121	2.389824	-0.497513	quantifiable
chr16:43575000-43600000	chr16	43575000	43600000	2.123311	2.957819	0.417977	quantifiable
chr16:43500000-43510000	chr16	43500000	43510000	2.573722	5.486011	0.994731	quantifiable
chr16:58720000-58730000	chr16	58720000	58730000	1.195836	2.132397	0.679859	quantifiable
chr17:10940000-10950000	chr17	10940000	10950000	1.311482	2.116568	0.567227	quantifiable
chr17:64590000-64600000	chr17	64590000	64600000	1.590361	1.855734	0.184047	quantifiable
chr1:89180000-89190000	chr1	89180000	89190000	1.256965	1.417132	0.136266	quantifiable
chr1:51990000-52000000	chr1	51990000	52000000	3.020852	2.005647	-0.51516	quantifiable
chr1:60850000-60875000	chr1	60850000	60875000	1.267154	1.443606	0.148537	quantifiable
chr1:50925000-50950000	chr1	50925000	50950000	1.822709	2.291301	0.280586	quantifiable
chr18:12890000-12900000	chr18	12890000	12900000	0.552157	0.525521	-0.042758	quantifiable
chr2:167600000-167610000	chr2	167600000	167610000	1.679912	1.114156	-0.46863	quantifiable
chrX:61810000-61820000	chrX	61810000	61820000	0.043046	0.137338	NA	no_signal
chrX:104960000-104970000	chrX	104960000	104970000	0.053957	0.025165	NA	no_signal
chr3:110240000-110250000	chr3	110240000	110250000	1.392073	1.308758	-0.07029	quantifiable
chr3:78060000-78070000	chr3	78060000	78070000	2.919921	4.104504	0.444844	quantifiable
chr4:154670000-154680000	chr4	154670000	154680000	1.450335	0.686718	-0.79041	quantifiable
chr5:127540000-127550000	chr5	127540000	127550000	1.457454	2.149592	0.465544	quantifiable
chr5:43220000-43230000	chr5	43220000	43230000	1.173504	1.514387	0.289595	quantifiable
chr5:75150000-75160000	chr5	75150000	75160000	10.902117	8.0024	-0.429491	quantifiable
chr6:60820000-60830000	chr6	60820000	60830000	2.569468	3.483379	0.391742	quantifiable
chr6:71630000-71640000	chr6	71630000	71640000	1.572722	1.985047	0.278989	quantifiable
chr6:141570000-141580000	chr6	141570000	141580000	0.87311	0.589001	-0.377836	quantifiable
chr6:24450000-24460000	chr6	24450000	24460000	0.916407	1.006867	0.098788	quantifiable
chr6:14410000-14420000	chr6	14410000	14420000	0.795377	0.743229	-0.066634	quantifiable
chr6:52320000-52330000	chr6	52320000	52330000	5.934179	3.059608	-0.880196	quantifiable
chr6:52000000-52025000	chr6	52000000	52025000	3.967863	3.06277	-0.338494	quantifiable
chr7:111150000-111160000	chr7	111150000	111160000	1.566193	2.037352	0.315696	quantifiable
chr7:83230000-83240000	chr7	83230000	83240000	1.620717	2.113983	0.320819	quantifiable
chr7:30950000-30960000	chr7	30950000	30960000	0.711754	0.533844	-0.261891	quantifiable
chr7:93080000-93090000	chr7	93080000	93090000	2.936731	3.604998	0.266287	quantifiable
chr10:50060000-50070000	chr10	50060000	50070000	1.068223	2.044826	0.75173	quantifiable
chr10:109740000-109750000	chr10	109740000	109750000	4.541608	9.437325	0.999139	quantifiable
chr10:102440000-102450000	chr10	102440000	102450000	0.69668	0.542773	-0.227114	quantifiable
chr10:50890000-50900000	chr10	50890000	50900000	15.330435	10.941744	-0.473342	quantifiable
chr8:115610000-115620000	chr8	115610000	115620000	2.142836	2.10864	-0.019848	quantifiable
chr8:58530000-58540000	chr8	58530000	58540000	3.277788	4.712723	0.479704	quantifiable
chr8:99400000-99425000	chr8	99400000	99425000	3.101305	4.390557	0.456786	quantifiable
chr8:4670000-4680000	chr8	4670000	4680000	0.938231	1.421182	0.456301	quantifiable
chr14:16090000-16100000	chr14	16090000	16100000	2.233039	4.94102	1.031639	quantifiable
chr14:32960000-32970000	chr14	32960000	32970000	2.32221	1.89694	-0.249058	quantifiable
chr14:108890000-108900000	chr14	108890000	108900000	1.632546	3.393269	0.91355	quantifiable
chr9:92010000-92020000	chr9	92010000	92020000	1.121088	3.472555	1.371676	quantifiable
chr9:40580000-40590000	chr9	40580000	40590000	1.054635	1.658767	0.513058	quantifiable
chr9:79790000-79800000	chr9	79790000	79800000	0.621365	0.628356	0.010242	quantifiable
chr9:91960000-91970000	chr9	91960000	91970000	0.842448	2.323613	1.158231	quantifiable
chr9:29790000-29800000	chr9	29790000	29800000	6.1843	4.973461	-0.295169	quantifiable
chr9:20830000-20840000	chr9	20830000	20840000	0.80743	0.592507	-0.293546	quantifiable
chr11:34000000-34010000	chr11	34000000	34010000	1.852659	1.548341	-0.213467	quantifiable
chr11:72150000-72160000	chr11	72150000	72160000	1.064757	0.664064	-0.476429	quantifiable
chr11:29880000-29890000	chr11	29880000	29890000	0.720466	0.668317	-0.071372	quantifiable
chr11:31625000-31650000	chr11	31625000	31650000	0.794243	0.634757	-0.21454	quantifiable
chr13:104690000-104700000	chr13	104690000	104700000	2.285421	5.988607	1.262957	quantifiable
chr13:96380000-96390000	chr13	96380000	96390000	1.126443	1.801222	0.539997	quantifiable
chr13:37950000-37975000	chr13	37950000	37975000	1.530648	1.34235	-0.151357	quantifiable
chr13:92350000-92360000	chr13	92350000	92360000	2.666696	4.057585	0.545521	quantifiable
chr12:73030000-73040000	chr12	73030000	73040000	7.92082	5.239471	-0.564487	quantifiable
chr12:17540000-17550000	chr12	17540000	17550000	1.802958	2.324816	0.311824	quantifiable
chr15:42700000-42710000	chr15	42700000	42710000	1.630029	1.078382	-0.468354	quantifiable
chr16:37650000-37660000	chr16	37650000	37660000	0.791192	1.168925	0.409403	quantifiable
chr16:37610000-37620000	chr16	37610000	37620000	1.75454	3.849397	0.993285	quantifiable
chr16:72910000-72920000	chr16	72910000	72920000	1.838546	3.305815	0.737596	quantifiable
chr16:97290000-97300000	chr16	97290000	97300000	1.78937	2.00729	0.139326	quantifiable
chr16:78150000-78175000	chr16	78150000	78175000	1.298016	0.895114	-0.401652	quantifiable
chr16:16580000-16590000	chr16	16580000	16590000	0.404847	0.592416	0.316438	quantifiable
chr1:137840000-137850000	chr1	137840000	137850000	1.42944	2.874045	0.853847	quantifiable
chr1:53090000-53100000	chr1	53090000	53100000	1.054738	1.665862	0.518015	quantifiable
chr1:25080000-25090000	chr1	25080000	25090000	2.099933	2.793106	0.35816	quantifiable
chr1:118750000-118775000	chr1	118750000	118775000	1.493093	1.16392	-0.282155	quantifiable
chr1:161030000-161040000	chr1	161030000	161040000	1.575405	1.865419	0.201446	quantifiable
chr18:31760000-31770000	chr18	31760000	31770000	0.536474	0.489412	-0.077801	quantifiable
chr19:17330000-17340000	chr19	17330000	17340000	1.011979	1.116195	0.105628	quantifiable
chr19:22750000-22760000	chr19	22750000	22760000	1.952204	5.103506	1.240575	quantifiable
chr19:52970000-52980000	chr19	52970000	52980000	0.764973	0.586877	-0.248653	quantifiable
chr2:142050000-142060000	chr2	142050000	142060000	2.70483	3.964668	0.496789	quantifiable
chr2:37780000-37790000	chr2	37780000	37790000	5.916121	5.927227	0.002551	quantifiable
chr2:132680000-132690000	chr2	132680000	132690000	0.607252	0.978376	0.468538	quantifiable
chr2:112760000-112770000	chr2	112760000	112770000	1.397526	0.697591	-0.732789	quantifiable
chr2:58660000-58670000	chr2	58660000	58670000	3.602506	6.618141	0.816437	quantifiable
chr2:74660000-74670000	chr2	74660000	74670000	9.58593	6.538943	-0.527734	quantifiable
chr2:91580000-91590000	chr2	91580000	91590000	0.240326	0.097151	NA	no_signal
chr3:93490000-93500000	chr3	93490000	93500000	1.373788	0.915656	-0.442701	quantifiable
chr4:98660000-98670000	chr4	98660000	98670000	1.31542	3.460783	1.189367	quantifiable
chr4:82710000-82720000	chr4	82710000	82720000	1.872375	1.347227	-0.386933	quantifiable
chr4:27490000-27500000	chr4	27490000	27500000	2.309455	6.76357	1.416071	quantifiable
chr4:27420000-27430000	chr4	27420000	27430000	1.953619	5.117133	1.243286	quantifiable
chr4:55000000-55010000	chr4	55000000	55010000	2.763583	3.186551	0.183217	quantifiable
chr4:6190000-6200000	chr4	6190000	6200000	1.100271	1.827938	0.58335	quantifiable
chr4:99180000-99190000	chr4	99180000	99190000	0.955546	1.176007	0.223531	quantifiable
chr4:40010000-40020000	chr4	40010000	40020000	1.29579	1.523246	0.185706	quantifiable
chr4:47290000-47300000	chr4	47290000	47300000	9.177381	8.230825	-0.150797	quantifiable
chr5:69520000-69530000	chr5	69520000	69530000	1.6342	2.48752	0.513905	quantifiable
chr5:76410000-76420000	chr5	76410000	76420000	0.725787	0.457862	-0.408832	quantifiable
chr5:97110000-97120000	chr5	97110000	97120000	0.975224	1.120311	0.148823	quantifiable
chr5:83480000-83490000	chr5	83480000	83490000	0.433744	0.531707	0.167904	quantifiable
chr6:92210000-92220000	chr6	92210000	92220000	0.674409	0.82302	0.193676	quantifiable
chr6:107560000-107570000	chr6	107560000	107570000	4.304795	4.187076	-0.036875	quantifiable
chr6:126160000-126170000	chr6	126160000	126170000	6.127961	6.349571	0.048456	quantifiable
chr6:6570000-6580000	chr6	6570000	6580000	0.986395	1.476606	0.447953	quantifiable
chr6:85890000-85900000	chr6	85890000	85900000	1.070424	0.727423	-0.395544	quantifiable
chr6:52160000-52170000	chr6	52160000	52170000	9.300524	4.982349	-0.854633	quantifiable
chr6:60200000-60210000	chr6	60200000	60210000	0	0	NA	no_signal
chr7:92020000-92030000	chr7	92020000	92030000	0.790053	0.581495	-0.288688	quantifiable
chr7:120640000-120650000	chr7	120640000	120650000	0.321268	0.136125	NA	no_signal
chr7:80850000-80860000	chr7	80850000	80860000	0.446833	0.530854	0.142925	quantifiable
chr7:24660000-24670000	chr7	24660000	24670000	0.510467	0.234769	-0.549493	one_condition
chr10:105570000-105580000	chr10	105570000	105580000	4.393073	9.109025	0.994362	quantifiable
chr10:109710000-109720000	chr10	109710000	109720000	2.60394	5.157718	0.896566	quantifiable
chr10:17660000-17670000	chr10	17660000	17670000	1.874421	1.977246	0.06491	quantifiable
chr10:97080000-97090000	chr10	97080000	97090000	0.756526	1.200874	0.483354	quantifiable
chr10:66780000-66790000	chr10	66780000	66790000	0.993866	2.1022	0.862885	quantifiable
chr10:53330000-53340000	chr10	53330000	53340000	1.081567	1.280045	0.186103	quantifiable
chr10:22810000-22820000	chr10	22810000	22820000	8.314006	4.09251	-0.962087	quantifiable
chr10:20120000-20130000	chr10	20120000	20130000	1.738431	2.000955	0.170063	quantifiable
chr14:18890000-18900000	chr14	18890000	18900000	1.724445	2.230773	0.313725	quantifiable
chr14:100470000-100480000	chr14	100470000	100480000	2.32629	3.264297	0.432092	quantifiable
chr14:29090000-29100000	chr14	29090000	29100000	3.575025	4.430986	0.283953	quantifiable
chr9:122730000-122740000	chr9	122730000	122740000	0.786933	0.799298	0.015471	quantifiable
chr11:87360000-87370000	chr11	87360000	87370000	1.110896	0.983213	-0.131011	quantifiable
chr11:29360000-29370000	chr11	29360000	29370000	2.511091	1.877204	-0.359909	quantifiable
chr11:113160000-113170000	chr11	113160000	113170000	2.304873	1.692882	-0.376423	quantifiable
chr13:72780000-72790000	chr13	72780000	72790000	4.097237	6.204054	0.558442	quantifiable
chr13:22020000-22030000	chr13	22020000	22030000	4.812382	3.762883	-0.327178	quantifiable
chr13:40970000-40980000	chr13	40970000	40980000	0.433048	0.254346	-0.368379	one_condition
chr13:69080000-69090000	chr13	69080000	69090000	0.075942	0.063202	NA	no_signal
chr15:83750000-83760000	chr15	83750000	83760000	1.232189	0.880546	-0.360048	quantifiable
chr15:94210000-94220000	chr15	94210000	94220000	1.560856	1.540992	-0.014997	quantifiable
chr15:53690000-53700000	chr15	53690000	53700000	1.897492	2.661033	0.420329	quantifiable
chr1:65170000-65180000	chr1	65170000	65180000	2.228863	2.706474	0.244266	quantifiable
chr1:135700000-135710000	chr1	135700000	135710000	0.887778	0.572252	-0.420587	quantifiable
chr1:98090000-98100000	chr1	98090000	98100000	3.023368	3.713221	0.267713	quantifiable
chr1:188070000-188080000	chr1	188070000	188080000	7.358683	7.880746	0.094421	quantifiable
chr1:104970000-104980000	chr1	104970000	104980000	1.39701	1.328766	-0.057155	quantifiable
chr1:84980000-84990000	chr1	84980000	84990000	0.547333	0.414231	-0.228879	quantifiable
chr18:34220000-34230000	chr18	34220000	34230000	1.340154	1.265574	-0.064718	quantifiable
chr18:34000000-34010000	chr18	34000000	34010000	3.961253	2.916631	-0.399241	quantifiable
chr2:67820000-67830000	chr2	67820000	67830000	1.071768	1.515088	0.389172	quantifiable
chr2:68340000-68350000	chr2	68340000	68350000	1.509848	1.448813	-0.047879	quantifiable
chr2:3510000-3520000	chr2	3510000	3520000	1.67212	2.382425	0.432474	quantifiable
chr2:76610000-76620000	chr2	76610000	76620000	0.85424	0.701609	-0.193808	quantifiable
chr2:118240000-118250000	chr2	118240000	118250000	1.211956	0.982578	-0.227562	quantifiable
chrX:167200000-167210000	chrX	167200000	167210000	1.56329	1.524176	-0.029643	quantifiable
chr3:146320000-146330000	chr3	146320000	146330000	2.981219	3.307651	0.134483	quantifiable
chr3:115880000-115890000	chr3	115880000	115890000	0.661771	1.022659	0.43639	quantifiable
chr3:159540000-159550000	chr3	159540000	159550000	0.165996	0.204867	NA	no_signal
chr3:124580000-124590000	chr3	124580000	124590000	1.100416	0.822446	-0.304616	quantifiable
chr3:5560000-5570000	chr3	5560000	5570000	0.566542	0.513216	-0.085522	quantifiable
chr3:145900000-145925000	chr3	145900000	145925000	1.2315	1.604456	0.30375	quantifiable
chr4:49210000-49220000	chr4	49210000	49220000	2.108864	2.272462	0.092567	quantifiable
chr4:128240000-128250000	chr4	128240000	128250000	2.036808	1.038033	-0.777736	quantifiable
chr4:45530000-45540000	chr4	45530000	45540000	3.61622	3.117342	-0.193415	quantifiable
chr5:125800000-125810000	chr5	125800000	125810000	1.3401	0.939415	-0.387769	quantifiable
chr5:85930000-85940000	chr5	85930000	85940000	1.271548	1.652348	0.302646	quantifiable
chr6:35530000-35540000	chr6	35530000	35540000	0.782607	1.163462	0.415038	quantifiable
chr6:52580000-52590000	chr6	52580000	52590000	0.998004	0.729613	-0.317685	quantifiable
chr6:137190000-137200000	chr6	137190000	137200000	1.211764	0.867596	-0.35656	quantifiable
chr6:84590000-84600000	chr6	84590000	84600000	3.541402	2.456239	-0.470229	quantifiable
chr6:55800000-55810000	chr6	55800000	55810000	1.910058	1.327386	-0.427949	quantifiable
chr6:64990000-65000000	chr6	64990000	65000000	0.730689	0.449182	-0.430724	quantifiable
chr6:36390000-36400000	chr6	36390000	36400000	2.905616	3.967955	0.406335	quantifiable
chr7:136140000-136150000	chr7	136140000	136150000	0.763863	0.479777	-0.420408	quantifiable
chr10:76200000-76210000	chr10	76200000	76210000	0.812219	0.882208	0.083668	quantifiable
chr10:44450000-44460000	chr10	44450000	44460000	8.745942	6.885858	-0.329654	quantifiable
