chr	start	end	mecp2_class	peak_group	cg_class	Fold	FDR	residual	ecker_ch	ecker_cg	SYMBOL
chr15	86428973	86429373	Not Significant	Not Significant	CG Increase	-0.00746507355900384	0.973985851943611	-0.119130384220409	0.0165463968405402	0.0316652217113466	Tbc1d22a
chr2	44113909	44114309	Not Significant	Not Significant	CG Increase	-0.0117349711493203	0.973985851943611	-0.0578078575487172	0.0233678556142602	0.0238551570293017	Arhgap15os
chr15	77585240	77585640	Not Significant	Not Significant	CG Increase	-0.00840626823744514	0.973985851943611	-0.0539061494583392	0.00374411109676979	0.0273084378896509	Apol10b
chr14	48289840	48290240	Not Significant	Not Significant	CG Increase	-0.00958489118690096	0.973985851943611	-0.0885999437527353	0.0091580892738856	0.0153619856608479	Gm6498
chr4	127861644	127862044	Not Significant	Not Significant	CG Decrease	0.009528884334055	0.973985851943611	-0.0257189692667457	0.00707930757517827	0.021462457138404	CK137956
chr1	132067916	132068316	Not Significant	Not Significant	CG Unchanged	0.00807434295367302	0.973985851943611	-0.0370072279991418	0.00341267478733586	0.00225338258053596	Mfsd4a
chr6	128568271	128568671	Not Significant	Not Significant	CG Decrease	0.0078187579758778	0.973985851943611	-0.0352239298446432	0.00282213396562305	0.0575100335099751	A2ml1
chr8	121511739	121512139	Not Significant	Not Significant	CG Increase	-0.00794920163419065	0.973985851943611	-0.065269155917495	0.00581262831081476	0.013560763618298	1700018B08Rik
chr9	115548708	115549108	Not Significant	Not Significant	CG Increase	-0.00968456681141656	0.973985851943611	-0.0675609271975759	0.00484786188215983	0.0163890810084165	Mir467h
chr1	178602597	178602997	Not Significant	Not Significant	CG Increase	-0.00950352104452928	0.973985851943611	-0.0614368671850582	0.0114202998820088	0.00938206242206983	Kif26b
chr9	43622809	43623209	Not Significant	Not Significant	CG Increase	-0.00917457025710345	0.973985851943611	-0.0545918760593428	0.00443815768805525	0.0373005474594763	Nectin1
chr17	34215793	34216193	Not Significant	Not Significant	CG Increase	-0.00912851109939763	0.973985851943611	-0.0621150955004573	0.00541140967771002	0.0341705550576683	Tap2
chr5	132638917	132639317	Not Significant	Not Significant	CG Increase	-0.00912730069962356	0.973985851943611	-0.067146578172228	0.008760504591792	0.0525407672225686	Auts2
chr15	40185108	40185508	Not Significant	Not Significant	CG Decrease	-0.00931805422008938	0.973995190138578	-0.0320665867564124	0.00516401562012936	0.023860027665212	Gm33301
chr3	156793214	156793614	Not Significant	Not Significant	CG Increase	0.00883097580323833	0.973998455419324	-0.119070821856207	0.00660684637892573	0.0104627347646509	Negr1
chr11	109473741	109474141	Not Significant	Not Significant	CG Unchanged	-0.00759860276291823	0.973998455419324	-0.0526801737157331	0.00294900832330794	0.00166659462184383	Slc16a6
chr9	116478822	116479222	Not Significant	Not Significant	CG Decrease	0.00784346681820339	0.973998455419324	-0.0330993991392303	0.0234416857027353	0.0239075163653367	Gm4668
chr8	15144688	15145088	Not Significant	Not Significant	CG Increase	0.00784783590553939	0.973998455419324	-0.0386284225559161	0.0178363923717318	0.0211385598503741	Myom2
chr14	121120067	121120467	Not Significant	Not Significant	CG Decrease	-0.0079851838135275	0.973998455419324	-0.044159414007388	0.009485687103652	0.0232779866739402	Farp1
chr5	149052874	149053274	Not Significant	Not Significant	CG Decrease	0.00664950216860477	0.973998455419324	-0.0115417349149691	0.00427736011229251	0.00283731665099945	Hmgb1
chr17	70751279	70751679	Not Significant	Not Significant	CG Decrease	-0.0102659702212095	0.973998455419324	0.0872056005535728	0.00503018728812734	0.0294044856121415	Dlgap1
chr9	32246706	32247106	Not Significant	Not Significant	CG Decrease	0.0105108509598311	0.973998455419324	0.0177718156968386	0.0194512079481472	0.0095074812967581	Arhgap32
chr7	28630409	28630809	Not Significant	Not Significant	CG Decrease	0.00776022598637552	0.973998455419324	0.0467481993733006	0.00402790174222646	0.00367612196620266	Acp7
chr9	22070730	22071130	Not Significant	Not Significant	CG Unchanged	0.00800485565069205	0.973998455419324	-0.0370767153021228	0.0042991828442809	0.0029298397073722	Gm16845
chr7	34882275	34882675	Not Significant	Not Significant	CG Decrease	0.0105323749902931	0.973998455419324	-0.0249440181707893	0.00495712299299359	0.0236919907263092	Pepd
chr4	12276256	12276656	Not Significant	Not Significant	CG Decrease	-0.00931377349098623	0.973998455419324	-0.0243850526188541	0.00450248432872896	0.00793426589775561	Cibar1
chr9	61700504	61700904	Not Significant	Not Significant	CG Decrease	0.00629878071925339	0.973998455419324	-0.033760319970944	0.0252810927697845	0.0234569825436409	Rplp1
chr8	125435364	125435764	Not Significant	Not Significant	CG Decrease	0.00789632956362594	0.973998455419324	-0.0344760023574644	0.00810663123380514	0.0117966801745636	Sipa1l2
chr18	24713416	24713816	Not Significant	Not Significant	CG Decrease	0.00833144594857915	0.973998455419324	-0.0270292712833946	0.0084510574911598	0.0408147112687032	Fhod3
chr1	82430863	82431263	Not Significant	Not Significant	CG Decrease	0.00872395603981403	0.973998927546196	-0.0229823502865783	0.00410772499598173	0.0382174446695761	Rhbdd1
chr1	128572838	128573238	Not Significant	Not Significant	CG Decrease	0.00799962521717817	0.974001167760944	-0.0354140561234782	0.00432840665974225	0.0456110699812968	Cxcr4
chr8	46692725	46693125	Not Significant	Not Significant	CG Decrease	-0.00963624521531631	0.974001335262854	-0.0414929888252307	0.00337776697781912	0.0132137308096945	Gm16675
chr4	128451034	128451434	Not Significant	Not Significant	CG Decrease	-0.00883348060492577	0.974001335262854	0.105899147869893	0.0108831029877698	0.0135587849224595	Csmd2
chr4	8946523	8946923	Not Significant	Not Significant	CG Increase	0.00945350572156787	0.974001335262854	-0.038494540798626	0.00832759828638852	0.00916897210099751	Chd7
chr5	51718331	51718731	Not Significant	Not Significant	CG Decrease	-0.0085177711652191	0.974001335262854	-0.0281392921790777	0.00628931326164569	0.00573882676122195	Ppargc1a
chr11	7205316	7205716	Not Significant	Not Significant	CG Decrease	-0.00905778697635303	0.974034970432026	-0.0394726496404627	0.00509971751833794	0.0194935025716958	Igfbp1
chr2	138440228	138440628	Not Significant	Not Significant	CG Increase	0.00822427303277156	0.974037726294055	-0.057772970771589	0.0146187094976183	0.0136475218204489	Btbd3
chr17	28399511	28399911	Not Significant	Not Significant	CG Decrease	-0.00811911857106587	0.974037726294055	-0.0323685333343996	0.0065696507023457	0.0348786237531172	Fkbp5
chr17	24739284	24739684	Not Significant	Not Significant	CG Increase	-0.00838185622000608	0.974055084632026	-0.0989509479778365	0.00507439401678908	0.0311257987842893	Msrb1
chr13	95912198	95912598	Not Significant	Not Significant	CG Increase	-0.00736203521832798	0.974055084632026	-0.129468198896537	0.00466072291804668	0.000385455657121844	Iqgap2
chr18	83011577	83011977	Not Significant	Not Significant	CG Decrease	-0.00675521875521636	0.974055084632026	0.0483195148017003	0.00364213215739947	0.0043568504124211	Zfp516
chr13	44907653	44908053	Not Significant	Not Significant	CG Increase	0.00704409717399035	0.974055084632026	-0.0763661451330369	0.00432869204856511	0.000733553917330697	Dtnbp1
chr1	159546801	159547201	Not Significant	Not Significant	CG Decrease	0.00842080825605425	0.974055084632026	-0.0337727488300977	0.00930898385749493	0.00476104660224439	Tnr
chr2	59878162	59878562	Not Significant	Not Significant	CG Decrease	-0.0100719874922291	0.974055084632026	-0.0382401446013909	0.00426952143262449	0.0742096175576683	Wdsub1
chr5	123819373	123819773	Not Significant	Not Significant	CG Decrease	-0.00858807155502206	0.974055084632026	-0.00712191544062586	0.00425359673630864	0.0525900824111596	Kntc1
chr16	30601556	30601956	Not Significant	Not Significant	CG Decrease	0.00783394287043941	0.974055084632026	-0.0405735261028466	0.00969824469892164	0.0355424001032575	Fam43a
chr12	107510361	107510761	Not Significant	Not Significant	CG Increase	0.00829089265293793	0.974095812836221	-0.0438029357187872	0.00717061297257345	0.0437008674602556	4930465M20Rik
chr2	173559472	173559872	Not Significant	Not Significant	CG Decrease	-0.00815524699440783	0.974095812836221	-0.0465255701689339	0.00521257928482018	0.00460640391209476	Ankrd60
chr5	111176477	111176877	Not Significant	Not Significant	CG Increase	-0.00691366530660447	0.974095812836221	-0.0630181230408265	0.0156755994382939	0.0633280081047382	Ttc28
chr5	54238614	54239014	Not Significant	Not Significant	CG Decrease	0.00922682705937872	0.974095812836221	-0.030616416997679	0.0041222608000263	0.0133297128273067	Gm10440
chr4	131900264	131900664	Not Significant	Not Significant	CG Decrease	0.0120118691661623	0.974095812836221	-0.0269240781802968	0.0054265733371649	0.12787489284601	Gm12992
chr5	35516375	35516775	Not Significant	Not Significant	CG Increase	-0.00913830653676733	0.974095812836221	-0.0614083588144243	0.00767859556431188	0.0172615336658354	Cpz
chr17	71968124	71968524	Not Significant	Not Significant	CG Decrease	0.00932883766135196	0.974095812836221	-0.0268197996090909	0.0245296069214172	0.0231927505455112	Clip4
chrX	101302005	101302405	Not Significant	Not Significant	CG Increase	0.00931140093599803	0.974095812836221	-0.0514327115248562	0.00546298895096244	0.00901197019657887	Nlgn3
chr5	22783983	22784383	Not Significant	Not Significant	CG Increase	-0.0104018791961827	0.974095812836221	-0.0597282679608917	0.00482026478298882	0.00800976075436409	A930003O13Rik
chr3	30373166	30373566	Not Significant	Not Significant	CG Decrease	-0.00816446451880837	0.974095812836221	-0.0452667840614747	0.00412131901691085	0.0193790426278055	Mecom
chr2	69620962	69621362	Not Significant	Not Significant	CG Increase	0.0098130203056693	0.974095812836221	-0.0422549905361999	0.00364915272244194	0.037902070994389	Bbs5
chr10	67372751	67373151	Not Significant	Not Significant	CG Unchanged	-0.00950247761001945	0.974095812836221	-0.0545840485628343	0.00336107173168154	0.0309668942877182	Nrbf2
chr7	118712722	118713122	Not Significant	Not Significant	CG Unchanged	0.00839274560234607	0.974095812836221	-0.0366888253504688	0.00371517267013131	0.000846368119009118	Ccp110
chr11	107337236	107337636	Not Significant	Not Significant	CG Increase	-0.00718995463194978	0.974095812836221	-0.0949146337045987	0.00866325359392047	0.0401888345542394	Pitpnc1
chr1	72381808	72382208	Not Significant	Not Significant	CG Increase	-0.00899072098548697	0.974095812836221	-0.0765960944724398	0.0162585441608381	0.0269687110349127	Xrcc5
chr6	137272833	137273233	Not Significant	Not Significant	CG Increase	0.00863014180053587	0.974095812836221	-0.0436838348124167	0.00518164313642164	0.0175513365024938	Ptpro
chr13	45556870	45557270	Not Significant	Not Significant	CG Decrease	0.00872139155450141	0.974095812836221	-0.0418010777831305	0.00518416407102361	0.0787265235349127	Gmpr
chr5	112024012	112024412	Not Significant	Not Significant	CG Increase	0.00827699841051703	0.974095812836221	-0.0446120218189941	0.0049891959402032	0.0116536052447007	1700028D13Rik
chr11	95219217	95219617	Not Significant	Not Significant	CG Decrease	0.00765711668761329	0.974095812836221	0.00147552800057773	0.0048861800881098	0.0158258376276107	Tac4
chr12	26277429	26277829	Not Significant	Not Significant	CG Increase	-0.00747768996645549	0.974095812836221	-0.119436105514413	0.00612369261477654	0.000143303240921135	Gm29968
chr11	50433240	50433640	Not Significant	Not Significant	CG Decrease	0.0082736193212994	0.974095812836221	-0.0111960832198842	0.00755081747535458	0.0173954761533666	Rufy1
chr17	24475999	24476399	Not Significant	Not Significant	CG Increase	0.00895431575087038	0.974095812836221	-0.0611991412376805	0.00343222867818247	0.0246052349594763	Mlst8
chr7	143453305	143453705	Not Significant	Not Significant	CG Decrease	0.00581567948884306	0.974145215579779	-0.0320952633607551	0.0214660244986898	0.0133516306889027	Cdkn1c
chr11	77802543	77802943	Not Significant	Not Significant	CG Decrease	0.00877652652353954	0.974149543704908	-0.0128869089277754	0.00563883603065091	0.0184858897677681	Myo18a
chr17	23660672	23661072	Not Significant	Not Significant	CG Increase	-0.00918805646074344	0.974149543704908	-0.129865438029869	0.00320023610407575	0.00436891284666751	Bicdl2
chr17	34567306	34567706	Not Significant	Not Significant	CG Increase	0.00845020883763703	0.974152883195375	-0.0798055530736711	0.00456252062409893	0.0249983866018547	Notch4
chr3	100449714	100450114	Not Significant	Not Significant	CG Decrease	-0.00987011052669232	0.974161196701746	-0.0543590471680409	0.00463729249568949	0.00925542588840399	4930406D18Rik
chr10	7160503	7160903	Not Significant	Not Significant	CG Increase	0.00879877737027655	0.974161196701746	-0.126331676310505	0.00423246845045589	0.0298367735750955	Cnksr3
chr1	182020145	182020545	Not Significant	Not Significant	CG Increase	-0.00897896663763494	0.974161196701746	-0.121553603461542	0.00352607403610115	0.00281853806645496	Enah
chr9	109832722	109833122	Not Significant	Not Significant	CG Unchanged	-0.00882497916841547	0.974161196701746	-0.0539065501212303	0.00327183064677174	0.000607393031702969	Nme6
chr9	99649823	99650223	Not Significant	Not Significant	CG Increase	0.00867198861300838	0.974166079355361	-0.043199442060239	0.00372719705253468	0.0282594295511222	Dzip1l
chr5	113175166	113175566	Not Significant	Not Significant	CG Decrease	-0.00767926017314735	0.974166502163942	-0.0179433151315297	0.00445773536130377	0.0279856845922304	2900026A02Rik
chr10	99522584	99522984	Not Significant	Not Significant	CG Decrease	0.00991907536548448	0.974166502163942	0.0287416246596335	0.0075573243405159	0.00458813902743142	Gm20110
chr4	104008333	104008733	Not Significant	Not Significant	CG Increase	-0.00862627829700242	0.974170122346725	-0.0853531616587232	0.00399806909727634	0.00177019076454372	Dab1
chr12	71533061	71533461	Not Significant	Not Significant	CG Decrease	-0.0100481317850791	0.974170122346725	-0.0305960885862701	0.00572498540331301	0.0463982865102868	4930404H11Rik
chr16	91909320	91909720	Not Significant	Not Significant	CG Increase	-0.00821642192073527	0.974170122346725	-0.109910623971802	0.00655040598272385	0.0463708891832918	Itsn1
chr11	95200465	95200865	Not Significant	Not Significant	CG Decrease	-0.00767664433634118	0.974170122346725	-0.0308248730810519	0.00459355190210509	0.00531629909600998	Dlx4
chr11	20303108	20303508	Not Significant	Not Significant	CG Increase	-0.00997846864998053	0.974170572544042	-0.065374668232645	0.00445147583312227	0.0479514105361596	Slc1a4
chr1	139422405	139422805	Not Significant	Not Significant	CG Unchanged	0.00919139630114353	0.974191509319089	-0.0358901746516713	0.00298952402319397	0.00120495917493863	Zbtb41
chr8	114919387	114919787	Not Significant	Not Significant	CG Decrease	0.0095951840761878	0.974191509319089	-0.0298083188880525	0.00749819177641833	0.0470795667082294	Wwox
chr8	114960937	114961337	Not Significant	Not Significant	CG Decrease	-0.00952874604823478	0.974191509319089	-0.048425021541792	0.00767430521900814	0.0188274431109726	Wwox
chr7	90081441	90081841	Not Significant	Not Significant	CG Increase	0.00741724354329429	0.974220309469874	-0.0412264362428828	0.0107955266709934	0.0236347607543641	2310010J17Rik
chr5	110855864	110856264	Not Significant	Not Significant	CG Decrease	0.00875214418362176	0.974230550792463	-0.0358345562659473	0.00372093752435318	0.0322338684538653	Chek2
chr12	91323607	91324007	Not Significant	Not Significant	CG Decrease	0.00806630982295441	0.974230550792463	-0.0202731801857514	0.0104548199812968	0.0191951761221945	Cep128
chr7	45304931	45305331	Not Significant	Not Significant	CG Increase	0.00797139079688929	0.974230550792463	-0.208443361333279	0.00381474483042881	0.0107641434134391	Trpm4
chr7	82229780	82230180	Not Significant	Not Significant	CG Increase	-0.00901950479889116	0.974230550792463	-0.101262625578952	0.00748043107867538	0.0146277372973815	Sh3gl3
chr5	36727304	36727704	Not Significant	Not Significant	CG Increase	-0.00850903465790074	0.974230550792463	-0.158409038508524	0.00414965337054093	0.000894674933759352	Bloc1s4
chr9	40311586	40311986	Not Significant	Not Significant	CG Decrease	-0.00900623417825417	0.974230550792463	-0.0241153824869182	0.0034671127052973	0.00677946856491584	Gramd1b
chr3	151143548	151143948	Not Significant	Not Significant	CG Increase	-0.00955301548850242	0.974230550792463	-0.0642946725501215	0.00390536529464912	0.0347933876246883	Mir3963
chr2	169520179	169520579	Not Significant	Not Significant	CG Decrease	-0.00895837747356876	0.974230550792463	-0.053503974404288	0.00591397939477478	0.0395666108167082	Tshz2
chr2	120176651	120177051	Not Significant	Not Significant	CG Decrease	0.00885360902994543	0.974230550792463	-0.0287046307859559	0.00401184386445994	0.0170642729114713	Pla2g4e
chr19	56981710	56982110	Not Significant	Not Significant	CG Increase	0.00730761287014648	0.974230550792463	-0.178898743767744	0.00464886025597627	0.0219149125781737	Afap1l2
chr10	16424072	16424472	Not Significant	Not Significant	CG Decrease	-0.0091115693154561	0.974230550792463	-0.0406848770042239	0.00583094076028191	0.017545248207606	Gm20125
chr1	36030317	36030717	Not Significant	Not Significant	CG Increase	0.00682944765499177	0.974233098995897	-0.0406156039585478	0.00362820518284367	0.00048854761290134	Hs6st1
chr17	50797524	50797924	Not Significant	Not Significant	CG Decrease	-0.00896233354943674	0.974233098995897	-0.0485309030799446	0.00445532858223095	0.0218508903522444	Btg3
chr12	79423900	79424300	Not Significant	Not Significant	CG Decrease	-0.00909044731243519	0.974233098995897	-0.0418246560569143	0.00336076731693715	0.0158466139339152	Rad51b
chr1	189838807	189839207	Not Significant	Not Significant	CG Decrease	-0.00652147885696183	0.974233098995897	-0.0389811483222233	0.00814475918053986	0.0469346652899003	Ptpn14
chr15	27740892	27741292	Not Significant	Not Significant	CG Decrease	0.00793849258696466	0.974233098995897	-0.0144294792259693	0.00322783320324677	0.0530741018547382	Trio
chr16	18578000	18578400	Not Significant	Not Significant	CG Decrease	-0.00849327112465686	0.974233098995897	-0.0435575529951434	0.00652436900911783	0.0120730887624688	Tbx1
chr8	3459068	3459468	Not Significant	Not Significant	CG Increase	0.00838569471618384	0.974233098995897	-0.0539018702629825	0.00584840655624123	0.0048614463901282	Pex11g
chr6	134715628	134716028	Not Significant	Not Significant	CG Increase	0.0107650198977038	0.974358752544241	-0.0433179734749734	0.0050030468110729	0.023432781571462	Dusp16
chr17	34612347	34612747	Not Significant	Not Significant	CG Decrease	0.00801353302616543	0.974369169632738	-0.0488010726229421	0.00421231999956164	0.0325541127649626	Agpat1
chr10	21458859	21459259	Not Significant	Not Significant	CG Unchanged	-0.00826334716756138	0.974430679385812	-0.0533449181203762	0.0103085391836571	0	Aldh8a1
chr1	154149044	154149444	Not Significant	Not Significant	CG Decrease	-0.00657136539083849	0.974434648901013	-0.0460157080438547	0.0193826004751305	0.057628146430798	Zfp648
chr4	10999949	11000349	Not Significant	Not Significant	CG Increase	-0.00840780982848909	0.974434648901013	-0.0629467520603832	0.0047108942731063	0.00824720425498753	Plekhf2
chr4	153247600	153248000	Not Significant	Not Significant	CG Increase	-0.00857665560694248	0.974434648901013	-0.0637987403844588	0.00576111562828768	0.0523069766988778	Ajap1
chr19	36360526	36360926	Not Significant	Not Significant	CG Decrease	-0.00972063575589747	0.974434862928923	-0.0464245120033045	0.0113116047923404	0.0279245733322943	Pcgf5
chr13	81520740	81521140	Not Significant	Not Significant	CG Decrease	-0.00802903422301202	0.974438834004381	-0.0523851371792615	0.00384074375219179	0.0587459573721945	Adgrv1
chr12	52376823	52377223	Not Significant	Not Significant	CG Decrease	0.00956287718197256	0.974447248315893	-0.00676192988458949	0.00567737303469841	0.00575480853530237	Gm35135
chr2	153530435	153530835	Not Significant	Not Significant	CG Decrease	-0.00783190774487313	0.974447248315893	0.0197704437739417	0.00537307244583853	0.0059976078328349	Nol4l
chr7	99139289	99139689	Not Significant	Not Significant	CG Increase	0.00873938379853961	0.974447248315893	-0.163432578890956	0.00336758810980362	0.00155413239971361	Uvrag
chr9	72446228	72446628	Not Significant	Not Significant	CG Increase	-0.00985505318138923	0.974447248315893	-0.0604273541513189	0.00347218311338353	0.0538789744389027	Mns1
chr4	131920366	131920766	Not Significant	Not Significant	CG Decrease	-0.00900486424961625	0.974447248315893	0.322167039444916	0.00392336381641112	0.0668203586949375	Gm12992
chr2	90453442	90453842	Not Significant	Not Significant	CG Increase	-0.00798075408163595	0.974447248315893	-0.0582994613003646	0.00471360546692351	0.0190466217269327	Ptprj
chr10	63541778	63542178	Not Significant	Not Significant	CG Increase	0.00867413806859475	0.974447248315893	-0.0705348147580692	0.00599891110845932	0.0131228630084944	Ctnna3
chr2	26406404	26406804	Not Significant	Not Significant	CG Increase	0.00816562750220181	0.974447248315893	-0.0796410897412448	0.00336049144107505	0.0255489206670823	Inpp5e
chr2	156612152	156612552	Not Significant	Not Significant	CG Decrease	0.00982696003589044	0.974456401373625	-0.034520572141214	0.0147950322253448	0.0246423735582918	Gm14169
chr5	24402037	24402437	Not Significant	Not Significant	CG Increase	0.0089362293274782	0.974456401373625	-0.0673406757343787	0.00655422067998948	0.00981817459525016	Abcb8
chr1	91445730	91446130	Not Significant	Not Significant	CG Decrease	-0.00940322928749324	0.974488207350069	-0.00768700461045256	0.00613130298338626	0.0212435829371883	Per2
chr6	56565848	56566248	Not Significant	Not Significant	CG Increase	-0.00952098719152114	0.974503184856255	-0.0586105432296269	0.0316789489137264	0.00491447163341646	Pde1c
chr7	125642374	125642774	Not Significant	Not Significant	CG Decrease	-0.00757471827713125	0.974505462412772	-0.0454037235337988	0.00727282973596283	0.0650412542861596	Gtf3c1
chr16	8359655	8360055	Not Significant	Not Significant	CG Increase	-0.0109169175903097	0.974506327873033	-0.0617925587544795	0.0038393833988028	0.0161778171758105	Tmem114
chr2	164907702	164908102	Not Significant	Not Significant	CG Increase	-0.00863188374197653	0.974506327873033	-0.0794295195673897	0.00449491676844266	0.0314630903210723	Zfp335
chr3	84347796	84348196	Not Significant	Not Significant	CG Decrease	0.00797548803758413	0.974506327873033	-0.024664331290867	0.00519529899159572	0.0293662815617207	4930565D16Rik
chr5	36328196	36328596	Not Significant	Not Significant	CG Decrease	0.00658196130819888	0.974506580775156	0.0286581335700765	0.0267180540317906	0.00481827657418953	Mir7689
chr2	156695206	156695606	Not Significant	Not Significant	CG Decrease	0.00837949763083076	0.974506580775156	0.037924069693625	0.0103545533748636	0.0219556090243142	Dlgap4
chr12	102294392	102294792	Not Significant	Not Significant	CG Increase	0.00767985605481646	0.974509314167447	-0.0387415260286452	0.0152322003371698	0.0278560800148067	Rin3
chr14	93167074	93167474	Not Significant	Not Significant	CG Decrease	0.00724729877639951	0.974520670626895	-0.035808943934424	0.0185200317839435	0.00882924524625935	Pcdh9
chr14	25149438	25149838	Not Significant	Not Significant	CG Decrease	-0.00763323297218991	0.974529111695516	-0.0396080906935192	0.0294400831113135	0.0194606257793017	4930572O13Rik
chr1	85985527	85985927	Not Significant	Not Significant	CG Increase	-0.00916623276267148	0.974551806283932	-0.068813455191123	0.00436938849470562	0.0118088567643392	Gpr55
chr16	90751962	90752362	Not Significant	Not Significant	CG Increase	0.00853864554376115	0.97455819643528	-0.0495437168211001	0.00354519508723309	0.0358034357465711	Mrap
chr8	12954396	12954796	Not Significant	Not Significant	CG Decrease	0.00737493354830596	0.974721799519747	-0.0209185671971565	0.00468280249997565	0.00460621365287952	Mcf2l
chr2	158043610	158044010	Not Significant	Not Significant	CG Decrease	0.00967004840649071	0.974735586377952	-0.0319150656784339	0.00397626539120948	0.0373249006390274	Rprd1b
chr2	164899058	164899458	Not Significant	Not Significant	CG Increase	-0.00819494629676879	0.974735586377952	-0.0399284400700214	0.00434535875582041	0.0677054921290524	Zfp335
chr10	57794559	57794959	Not Significant	Not Significant	CG Decrease	-0.0072348572864853	0.974735586377952	0.165457983009731	0.00418108894937948	0.00413321021786354	Smpdl3a
chr2	65148918	65149318	Not Significant	Not Significant	CG Increase	-0.00860993318774112	0.974735586377952	-0.0583622244612622	0.00442271815273827	0.0278308135910224	Cobll1
chr1	136087937	136088337	Not Significant	Not Significant	CG Decrease	-0.00861284051121972	0.974735586377952	-0.0445774605735276	0.00564528581804765	0.0149406756546135	Cacna1s
chr14	59794368	59794768	Not Significant	Not Significant	CG Decrease	-0.00961476551540785	0.974735586377952	-0.0506251338143417	0.00488760703222413	0.0292457333229426	Shisa2
chr6	85833137	85833537	Not Significant	Not Significant	CG Increase	-0.00855831704508889	0.974735586377952	-0.070101249020247	0.0113662662648798	0.0187409893235661	Nat8
chr6	84333788	84334188	Not Significant	Not Significant	CG Increase	0.00799372005605859	0.974735586377952	-0.0648614902194286	0.00478350670260384	0.00995474265995168	Gm10445
chr14	47188448	47188848	Not Significant	Not Significant	CG Decrease	-0.00853409545544042	0.974735586377952	0.00752200722846641	0.00466820010520574	0.00369659385776282	Gch1
chr1	184727465	184727865	Not Significant	Not Significant	CG Decrease	-0.00981122648247958	0.974735586377952	-0.0284290416771916	0.00294806654019249	0.00105688042771489	Hlx
chr7	67745559	67745959	Not Significant	Not Significant	CG Decrease	-0.00856028409995099	0.974735586377952	-0.0375695743438062	0.00574955262448128	0.0137644170822943	Synm
chr1	186552965	186553365	Not Significant	Not Significant	CG Increase	-0.0088301673463527	0.974735586377952	-0.054520926409844	0.00960315314314312	0.014659396430798	A730004F24Rik
chr2	169501848	169502248	Not Significant	Not Significant	CG Decrease	0.0102237593529631	0.974735586377952	-0.0039010919453414	0.00438226904357758	0.0203111605751247	Tshz2
chr11	95365677	95366077	Not Significant	Not Significant	CG Decrease	-0.00982168773933192	0.974735586377952	-0.0211867136574927	0.00580666368441689	0.0130807015663965	Fam117a
chr1	56705947	56706347	Not Significant	Not Significant	CG Decrease	-0.00949191783707982	0.974735586377952	0.0141065673006214	0.00437832116486128	0.00230989908042394	Hsfy2
chr11	79790413	79790813	Not Significant	Not Significant	CG Decrease	-0.00979819590926949	0.974735586377952	-0.0146522557002531	0.00654330931399529	0.00632585254393314	Mir365-2
chr14	62378290	62378690	Not Significant	Not Significant	CG Increase	-0.0102004330063244	0.974735586377952	-0.0710248133717836	0.00537174063133183	0.0325942955112219	Rnaseh2b
chr11	73278903	73279303	Not Significant	Not Significant	CG Decrease	-0.00779664155091199	0.974735586377952	-0.05204509960167	0.00456272515275532	0.0615770144950125	Trpv3
chr11	114559741	114560141	Not Significant	Not Significant	CG Decrease	-0.00980011415196171	0.974735586377952	0.0201776491882251	0.00817613292513346	0.0186015673706359	Rpl38
chr6	53593660	53594060	Not Significant	Not Significant	CG Increase	0.00890178245115462	0.974754867676075	-0.0523131120153653	0.00661300126453885	0.0148992752493766	Creb5
chr12	9212083	9212483	Not Significant	Not Significant	CG Decrease	0.0101517449907456	0.974754867676075	-0.0282314653582526	0.00490579105672099	0.00379057239713217	Ttc32
chr7	113152189	113152589	Not Significant	Not Significant	CG Decrease	0.0131807022538744	0.974754867676075	-0.0116586798170192	0.0174722267207957	0.00962072358167082	4930543E12Rik
chr1	172257937	172258337	Not Significant	Not Significant	CG Increase	0.00947016026529645	0.974754867676075	-0.0545385936233901	0.0048742413223533	0.0116042900561097	Atp1a4
chr19	38054574	38054974	Not Significant	Not Significant	CG Unchanged	-0.00611227559222171	0.974754867676075	-0.0511938465450366	0.00345134972931441	0.00142553619613077	Cep55
chr19	34523309	34523709	Not Significant	Not Significant	CG Increase	0.00874106220464924	0.974754867676075	-0.0380364352538586	0.00704441403510267	0.0454296387936409	Lipa
chr4	47655058	47655458	Not Significant	Not Significant	CG Decrease	-0.00759935201171318	0.974754867676075	-0.0445597797281149	0.00899469465983479	0.0683861634975062	Sec61b
chr11	51326553	51326953	Not Significant	Not Significant	CG Decrease	-0.00787576746014121	0.974754867676075	-0.0449014790372642	0.0165599432966656	0.00924081398067332	Col23a1
chr1	83354881	83355281	Not Significant	Not Significant	CG Increase	0.0100483789097953	0.974754867676075	-0.0912914856899468	0.00401476434341393	0.00761036860972569	Sphkap
chr17	72952617	72953017	Not Significant	Not Significant	CG Unchanged	0.00904352304002831	0.9747736458955	-0.0360380479127866	0.00450268410090496	0	Lbh
chr15	98977531	98977931	Not Significant	Not Significant	CG Increase	0.00798208307448931	0.9747736458955	-0.0668250321257289	0.00734436720089425	0.026893063970932	4930578M01Rik
chr8	90729818	90730218	Not Significant	Not Significant	CG Decrease	-0.00911489038005686	0.9747736458955	-0.0534039392117707	0.00475681333470523	0.0689109745168329	Gm19935
