gene	chr	start	end	chromatin_state	is_polycomb_broad	is_polycomb_strict	h3k27me3_overlap	mc_diff	mc_sig	mc_hyper	mc_hypo	hmc_diff	hmc_sig	hmc_hyper	hmc_hypo	dmr_status
Eppk1	chr15	76101480	76120194	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0126317393860709	TRUE	FALSE	TRUE	0.00490905175498656	FALSE	FALSE	FALSE	mC DMR only
Ttc23	chr7	67647409	67762911	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0176812476374141	TRUE	FALSE	TRUE	0.00385347138590855	TRUE	TRUE	FALSE	Both mC+hmC DMR
Sult2b1	chr7	45729982	45784668	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0116781148334576	TRUE	FALSE	TRUE	0.00362329601385039	FALSE	FALSE	FALSE	mC DMR only
Palm3	chr8	84021470	84030294	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0172573105298567	FALSE	FALSE	FALSE	0.0018642786206608	FALSE	FALSE	FALSE	Not DMR
Kifc3	chr8	95099827	95202811	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0167797724860556	TRUE	FALSE	TRUE	0.0038109398473793	TRUE	TRUE	FALSE	Both mC+hmC DMR
Odf1	chr15	38219202	38226734	Other	FALSE	FALSE	FALSE	-0.00341251683705879	FALSE	FALSE	FALSE	0.00548347785872615	FALSE	FALSE	FALSE	Not DMR
Zfp551	chr7	12415152	12422750	Other	FALSE	FALSE	FALSE	-0.00112597630992539	FALSE	FALSE	FALSE	0.00532017410198196	FALSE	FALSE	FALSE	Not DMR
Blnk	chr19	40928926	40994534	Repressed_Promoter	TRUE	TRUE	TRUE	-0.00295039519797591	FALSE	FALSE	FALSE	0.00546143197512891	TRUE	TRUE	FALSE	hmC DMR only
Pxdn	chr12	29937607	30017657	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0131541228985883	TRUE	FALSE	TRUE	0.00443243115050651	TRUE	TRUE	FALSE	Both mC+hmC DMR
Vpreb3	chr10	75943056	75949656	Other	FALSE	FALSE	FALSE	0.000704536461098249	FALSE	FALSE	FALSE	0.00585696231229603	FALSE	FALSE	FALSE	Not DMR
Slc10a6	chr5	103605710	103629402	Repressed_Promoter	TRUE	TRUE	TRUE	-0.00759128535584375	FALSE	FALSE	FALSE	0.00506563763758221	FALSE	FALSE	FALSE	Not DMR
Olfr661	chr7	104686500	104691353	Other	FALSE	FALSE	FALSE	0.00280661868531662	FALSE	FALSE	FALSE	0.00457978675496899	FALSE	FALSE	FALSE	Not DMR
Ehbp1l1	chr19	5707375	5726316	Other	FALSE	FALSE	FALSE	-0.0250870173583384	TRUE	FALSE	TRUE	0.00223750956750673	FALSE	FALSE	FALSE	mC DMR only
Bean1	chr8	104170441	104219121	Repressed_Promoter	TRUE	TRUE	TRUE	-4.9052542185346e-05	FALSE	FALSE	FALSE	0.00544334373585952	TRUE	TRUE	FALSE	hmC DMR only
Gm12845	chr4	117724411	117726871	Other	FALSE	FALSE	FALSE	-0.0110610506868967	FALSE	FALSE	FALSE	0.00514351962638035	FALSE	FALSE	FALSE	Not DMR
Olfr1111	chr2	87149180	87152623	Other	FALSE	FALSE	FALSE	-0.0292073151126062	TRUE	FALSE	TRUE	0.00517674182500449	FALSE	FALSE	FALSE	mC DMR only
Slc38a11	chr2	65316429	65364033	Repressed_Promoter	TRUE	TRUE	TRUE	-0.00498312584242822	FALSE	FALSE	FALSE	0.00544150396443743	TRUE	TRUE	FALSE	hmC DMR only
Wnt4	chr4	137277488	137299725	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0228385714056626	TRUE	FALSE	TRUE	0.000961210911328947	FALSE	FALSE	FALSE	mC DMR only
Cldn16	chr16	26463134	26482764	Other	FALSE	FALSE	FALSE	-0.0045534160072872	FALSE	FALSE	FALSE	0.00546072301346064	FALSE	FALSE	FALSE	Not DMR
Kirrel2	chr7	30447533	30457689	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0349780263676277	TRUE	FALSE	TRUE	0.00071017091016462	FALSE	FALSE	FALSE	mC DMR only
Spp2	chr1	88406960	88426437	Repressed_Promoter	TRUE	TRUE	TRUE	-0.00657007036882473	FALSE	FALSE	FALSE	0.00513680680343681	FALSE	FALSE	FALSE	Not DMR
Smim38	chr7	145205824	145208118	Other	FALSE	FALSE	FALSE	-0.00868585663402177	FALSE	FALSE	FALSE	0.00465739191935674	FALSE	FALSE	FALSE	Not DMR
2610042L04Rik	chr14	4334762	4354687	Other	FALSE	FALSE	TRUE	-0.0194030453801464	FALSE	FALSE	FALSE	0.00434595624345776	FALSE	FALSE	FALSE	Not DMR
Relt	chr7	100845846	100863445	Other	FALSE	FALSE	FALSE	-0.0279676993983712	TRUE	FALSE	TRUE	-0.00135436229005548	FALSE	FALSE	FALSE	mC DMR only
Fam71b	chr11	46396558	46407981	Other	FALSE	FALSE	FALSE	-0.00372584402534615	FALSE	FALSE	FALSE	0.00566730151816752	FALSE	FALSE	FALSE	Not DMR
Cacng5	chr11	107874604	107915054	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0128603845968063	TRUE	FALSE	TRUE	0.0043083565773616	FALSE	FALSE	FALSE	mC DMR only
Ly6k	chr15	74796873	74799985	Other	FALSE	FALSE	FALSE	0.00718677323342398	FALSE	FALSE	FALSE	0.00741355272378157	FALSE	FALSE	FALSE	Not DMR
Gja1	chr10	56377329	56402512	Repressed_Promoter	TRUE	TRUE	TRUE	-0.00366456368661006	FALSE	FALSE	FALSE	0.00466992949891626	TRUE	TRUE	FALSE	hmC DMR only
Dnah8	chr17	30624353	30877364	Other	FALSE	FALSE	FALSE	-0.00853087045011713	TRUE	FALSE	TRUE	0.00508024355125636	TRUE	TRUE	FALSE	Both mC+hmC DMR
Ncam2	chr16	81200696	81626827	Active_Promoter	FALSE	FALSE	FALSE	-2.65640730257033e-05	FALSE	FALSE	FALSE	0.0062292242086802	TRUE	TRUE	FALSE	hmC DMR only
Olfr502	chr7	108520824	108525064	Other	FALSE	FALSE	FALSE	-0.023954423592349	FALSE	FALSE	FALSE	0.00425320702344489	FALSE	FALSE	FALSE	Not DMR
Slc22a7	chr17	46432182	46438456	Other	FALSE	FALSE	FALSE	-0.00316482552635966	FALSE	FALSE	FALSE	0.00452380973803174	FALSE	FALSE	FALSE	Not DMR
Ppic	chr18	53406331	53418114	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0102288571436331	FALSE	FALSE	FALSE	0.00456594791984308	FALSE	FALSE	FALSE	Not DMR
Vmn1r142	chr7	22163117	22164034	Other	FALSE	FALSE	FALSE	0.0285949038706392	FALSE	FALSE	FALSE	0.00490196078431373	FALSE	FALSE	FALSE	Not DMR
Rhox11	chrX	38076593	38085140	Other	FALSE	FALSE	FALSE	-0.0126853218859611	FALSE	FALSE	FALSE	0.0042128939552549	FALSE	FALSE	FALSE	Not DMR
Hkdc1	chr10	62383136	62422490	Other	FALSE	FALSE	FALSE	-0.0152389349005332	TRUE	FALSE	TRUE	0.00354834456255962	FALSE	FALSE	FALSE	mC DMR only
Trpm1	chr7	64153834	64269774	Repressed_Promoter	TRUE	TRUE	TRUE	-0.00371752356956134	FALSE	FALSE	FALSE	0.00548138323731617	TRUE	TRUE	FALSE	hmC DMR only
Vmn1r24	chr6	57954706	57961502	Other	FALSE	FALSE	FALSE	-0.0125025970517896	FALSE	FALSE	FALSE	0.00521385654165126	FALSE	FALSE	FALSE	Not DMR
Spata24	chr18	35656688	35662185	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0395465657123993	TRUE	FALSE	TRUE	-0.00212413721121743	FALSE	FALSE	FALSE	mC DMR only
Reg4	chr3	98222155	98236747	Other	FALSE	FALSE	FALSE	-0.0164687502970506	TRUE	FALSE	TRUE	0.00416965257436588	FALSE	FALSE	FALSE	mC DMR only
Chn1	chr2	73610659	73775345	Other	FALSE	FALSE	TRUE	-0.0142526622658542	TRUE	FALSE	TRUE	0.00458539297779609	TRUE	TRUE	FALSE	Both mC+hmC DMR
Htr2c	chrX	146962512	147197276	Repressed_Promoter	TRUE	TRUE	TRUE	-0.00524353664521049	TRUE	FALSE	TRUE	0.00486646536473264	TRUE	TRUE	FALSE	Both mC+hmC DMR
Cdh5	chr8	104101624	104144510	Other	FALSE	FALSE	FALSE	-0.00806371378685522	TRUE	FALSE	TRUE	0.0052095999616482	TRUE	TRUE	FALSE	Both mC+hmC DMR
Sfxn5	chr6	85213048	85333421	Active_Promoter	FALSE	FALSE	FALSE	-0.0192924945183391	TRUE	FALSE	TRUE	0.00224968990001942	FALSE	FALSE	FALSE	mC DMR only
Sim2	chr16	94084930	94127031	Repressed_Promoter	TRUE	TRUE	TRUE	-0.00215754127093176	FALSE	FALSE	FALSE	0.00376466926926554	FALSE	FALSE	FALSE	Not DMR
Vmn2r38	chr7	9073774	9097880	Other	FALSE	FALSE	FALSE	-0.0222991816786787	FALSE	FALSE	FALSE	0.00468786195520608	FALSE	FALSE	FALSE	Not DMR
Pou2f3	chr9	43123938	43210368	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0140621986842051	TRUE	FALSE	TRUE	0.00427456485972674	TRUE	TRUE	FALSE	Both mC+hmC DMR
Ankfn1	chr11	89390222	89841265	Other	FALSE	FALSE	FALSE	-0.00666935451767525	TRUE	FALSE	TRUE	0.00526213329756463	TRUE	TRUE	FALSE	Both mC+hmC DMR
Olfr1240	chr2	89436295	89442999	Other	FALSE	FALSE	FALSE	-0.000616170920934134	FALSE	FALSE	FALSE	0.00512187051347909	FALSE	FALSE	FALSE	Not DMR
Rhox4b	chrX	37432493	37437278	Other	FALSE	FALSE	FALSE	-0.0312162832138835	FALSE	FALSE	FALSE	0.00519827420479207	FALSE	FALSE	FALSE	Not DMR
Oasl2	chr5	114896935	114912233	Other	FALSE	FALSE	FALSE	-0.00957392232253562	TRUE	FALSE	TRUE	0.00502294972364295	FALSE	FALSE	FALSE	mC DMR only
Gria3	chrX	41400853	41678600	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0071809730805058	TRUE	FALSE	TRUE	0.00491354562489589	TRUE	TRUE	FALSE	Both mC+hmC DMR
Mup11	chr4	60658465	60662410	Other	FALSE	FALSE	FALSE	-0.0239866363758725	FALSE	FALSE	FALSE	0.00493214512427013	FALSE	FALSE	FALSE	Not DMR
Irx3	chr8	91798524	91802066	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0443717129403032	TRUE	FALSE	TRUE	-0.00321130120538418	FALSE	FALSE	FALSE	mC DMR only
Slc5a11	chr7	123214779	123273252	Other	FALSE	FALSE	FALSE	-0.0147882086972796	TRUE	FALSE	TRUE	0.00402419270352486	FALSE	FALSE	FALSE	mC DMR only
Nxph4	chr10	127525472	127534558	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0372857667359539	TRUE	FALSE	TRUE	-0.010373827684906	FALSE	FALSE	FALSE	mC DMR only
Defb10	chr8	21858900	21862010	Other	FALSE	FALSE	FALSE	-0.0228365848450545	FALSE	FALSE	FALSE	0.00508073799300453	FALSE	FALSE	FALSE	Not DMR
Anxa1	chr19	20373427	20390943	Other	FALSE	FALSE	FALSE	-0.00727508548831712	FALSE	FALSE	FALSE	0.00517617054589174	FALSE	FALSE	FALSE	Not DMR
Abca15	chr7	120328669	120407686	Other	FALSE	FALSE	FALSE	-0.00395152175266189	FALSE	FALSE	FALSE	0.00522561562659141	TRUE	TRUE	FALSE	hmC DMR only
Nlrc5	chr8	94434355	94527271	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0128953928917692	TRUE	FALSE	TRUE	0.00454284767951722	TRUE	TRUE	FALSE	Both mC+hmC DMR
Procr	chr2	155751116	155755470	Other	FALSE	FALSE	FALSE	-0.0122163869013662	FALSE	FALSE	FALSE	0.00409731052835934	FALSE	FALSE	FALSE	Not DMR
Matn2	chr15	34306676	34436272	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0109649799515436	TRUE	FALSE	TRUE	0.00463805487286367	TRUE	TRUE	FALSE	Both mC+hmC DMR
Rhox4f	chrX	37602893	37607703	Other	FALSE	FALSE	FALSE	-0.0366301493761558	TRUE	FALSE	TRUE	0.00499994642236531	FALSE	FALSE	FALSE	mC DMR only
Gm20708	chr11	117809667	117839903	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0228807426210367	TRUE	FALSE	TRUE	0.0011777130746061	FALSE	FALSE	FALSE	mC DMR only
Ptch2	chr4	117096074	117116100	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0115173203144199	FALSE	FALSE	FALSE	0.00388893220408171	FALSE	FALSE	FALSE	Not DMR
Kcnq3	chr15	65986386	66286641	Bivalent_Promoter	TRUE	FALSE	TRUE	0.00318509593462579	FALSE	FALSE	FALSE	0.00695253778493617	TRUE	TRUE	FALSE	hmC DMR only
Olfr1123	chr2	87416634	87423210	Other	FALSE	FALSE	FALSE	0.000230633679403458	FALSE	FALSE	FALSE	0.00572854685949835	FALSE	FALSE	FALSE	Not DMR
Uaca	chr9	60794541	60880369	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0142643851444464	TRUE	FALSE	TRUE	0.00433098935822814	TRUE	TRUE	FALSE	Both mC+hmC DMR
Cluap1	chr16	3908800	3941146	Other	FALSE	FALSE	FALSE	-0.0169971759865677	TRUE	FALSE	TRUE	0.00467466003054172	FALSE	FALSE	FALSE	mC DMR only
Ifit3b	chr19	34607969	34613400	Other	FALSE	FALSE	FALSE	-5.21841229578213e-05	FALSE	FALSE	FALSE	0.00575074276309942	FALSE	FALSE	FALSE	Not DMR
Dsc3	chr18	19960929	20002350	Repressed_Promoter	TRUE	TRUE	TRUE	-0.00148315814546496	FALSE	FALSE	FALSE	0.00581872149164962	TRUE	TRUE	FALSE	hmC DMR only
Samt1	chrX	154001589	154012639	Other	FALSE	FALSE	FALSE	0.0391070664910221	FALSE	FALSE	FALSE	0.00539448962864785	FALSE	FALSE	FALSE	Not DMR
Prkar2b	chr12	31958475	32061295	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0216559017348703	TRUE	FALSE	TRUE	0.00368956890279531	TRUE	TRUE	FALSE	Both mC+hmC DMR
Olfr675	chr7	105021369	105028459	Other	FALSE	FALSE	FALSE	-0.00248304097622243	FALSE	FALSE	FALSE	0.00511150530817982	FALSE	FALSE	FALSE	Not DMR
Rnf207	chr4	152307018	152318992	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0387615281534995	TRUE	FALSE	TRUE	-0.00337591059987724	FALSE	FALSE	FALSE	mC DMR only
Calhm6	chr10	34126066	34127983	Repressed_Promoter	TRUE	TRUE	TRUE	0.00619701239825265	FALSE	FALSE	FALSE	0.0065383005642046	FALSE	FALSE	FALSE	Not DMR
Pced1b	chr15	97247106	97385679	Repressed_Promoter	TRUE	TRUE	TRUE	-0.00841995337336798	TRUE	FALSE	TRUE	0.00511277559470448	TRUE	TRUE	FALSE	Both mC+hmC DMR
Adamts3	chr5	89677086	89883333	Repressed_Promoter	TRUE	TRUE	TRUE	-0.00467254508032156	TRUE	FALSE	TRUE	0.00551869320233916	TRUE	TRUE	FALSE	Both mC+hmC DMR
Tmcc3	chr10	94311948	94590955	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0118519618256333	TRUE	FALSE	TRUE	0.00412672792647378	TRUE	TRUE	FALSE	Both mC+hmC DMR
Olfr907	chr9	38495800	38499881	Other	FALSE	FALSE	FALSE	0.0118084538336872	FALSE	FALSE	FALSE	0.00543553531506249	FALSE	FALSE	FALSE	Not DMR
Cma2	chr14	55950979	55974030	Other	FALSE	FALSE	FALSE	0.000442281341548445	FALSE	FALSE	FALSE	0.00592151063296946	FALSE	FALSE	FALSE	Not DMR
Sult5a1	chr8	123140191	123158314	Other	FALSE	FALSE	FALSE	-0.0041147743401676	FALSE	FALSE	FALSE	0.00548708816097965	FALSE	FALSE	FALSE	Not DMR
Spint3	chr2	164569694	164573458	Other	FALSE	FALSE	FALSE	-0.0132644657829716	FALSE	FALSE	FALSE	0.00428308938767925	FALSE	FALSE	FALSE	Not DMR
Fn1	chr1	71585519	71653199	Repressed_Promoter	TRUE	TRUE	TRUE	-0.00876180632612522	TRUE	FALSE	TRUE	0.00553156544707031	TRUE	TRUE	FALSE	Both mC+hmC DMR
Olfr250	chr9	38366895	38371354	Other	FALSE	FALSE	FALSE	-0.0377672842711375	FALSE	FALSE	FALSE	0.00431034993323367	FALSE	FALSE	FALSE	Not DMR
Haao	chr17	83831155	83847962	Other	FALSE	FALSE	FALSE	-0.018049893878229	TRUE	FALSE	TRUE	0.00346754627838494	FALSE	FALSE	FALSE	mC DMR only
Samd3	chr10	26229706	26272171	Other	FALSE	FALSE	FALSE	0.000662677394525746	FALSE	FALSE	FALSE	0.0059122409815772	TRUE	TRUE	FALSE	hmC DMR only
Hspb7	chr4	141420778	141425310	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0264843777247326	FALSE	FALSE	FALSE	0.000235465463145373	FALSE	FALSE	FALSE	Not DMR
9230102O04Rik	chr2	9883040	9889539	Repressed_Promoter	TRUE	TRUE	TRUE	-0.00901076303315346	FALSE	FALSE	FALSE	-0.000903310188233008	FALSE	FALSE	FALSE	Not DMR
Masp1	chr16	23449416	23520814	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0132015860327891	TRUE	FALSE	TRUE	0.00456148139078058	TRUE	TRUE	FALSE	Both mC+hmC DMR
Il23r	chr6	67422931	67491854	Other	FALSE	FALSE	FALSE	-0.0140467623038228	TRUE	FALSE	TRUE	0.00460985571667572	TRUE	TRUE	FALSE	Both mC+hmC DMR
Tmem37	chr1	120067376	120074073	Other	FALSE	FALSE	FALSE	-0.023579332146963	FALSE	FALSE	FALSE	0.00266605380109054	FALSE	FALSE	FALSE	Not DMR
Wnt11	chr7	98835111	98855194	Repressed_Promoter	TRUE	TRUE	TRUE	0.00145315501573784	FALSE	FALSE	FALSE	0.00546625445416429	FALSE	FALSE	FALSE	Not DMR
Tafa4	chr6	96831202	97060412	Repressed_Promoter	TRUE	TRUE	TRUE	-0.00848658152032666	TRUE	FALSE	TRUE	0.00522243130273713	TRUE	TRUE	FALSE	Both mC+hmC DMR
Gpr34	chrX	13632088	13640857	Other	FALSE	FALSE	FALSE	-0.0232575710016683	TRUE	FALSE	TRUE	0.000841095002988013	FALSE	FALSE	FALSE	mC DMR only
Spock3	chr8	62951008	63357102	Repressed_Promoter	TRUE	TRUE	TRUE	-0.015465338567892	TRUE	FALSE	TRUE	0.00485801698164151	TRUE	TRUE	FALSE	Both mC+hmC DMR
Depdc1b	chr13	108316331	108407781	Other	FALSE	FALSE	FALSE	-0.0106348492057016	TRUE	FALSE	TRUE	0.00521730798616957	TRUE	TRUE	FALSE	Both mC+hmC DMR
Ptgfrn	chr3	101040231	101110277	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0154685803881108	TRUE	FALSE	TRUE	0.00377957321696065	FALSE	FALSE	FALSE	mC DMR only
Rsph6a	chr7	19054689	19074446	Repressed_Promoter	TRUE	TRUE	TRUE	-9.35094988449014e-05	FALSE	FALSE	FALSE	0.00532495371690989	FALSE	FALSE	FALSE	Not DMR
Gpc4	chrX	52053020	52165251	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0105828223735268	TRUE	FALSE	TRUE	0.00469155993872022	TRUE	TRUE	FALSE	Both mC+hmC DMR
Sspo	chr6	48448228	48501249	Other	FALSE	FALSE	FALSE	-0.00836354195473799	FALSE	FALSE	FALSE	0.00502255094854093	FALSE	FALSE	FALSE	Not DMR
Teddm1a	chr1	153891741	153893057	Other	FALSE	FALSE	FALSE	-0.00764157461184167	FALSE	FALSE	FALSE	0.00543839385896624	FALSE	FALSE	FALSE	Not DMR
Nme5	chr18	34562633	34579114	Other	FALSE	FALSE	FALSE	-0.0106703580831884	FALSE	FALSE	FALSE	0.0043584661105875	FALSE	FALSE	FALSE	Not DMR
Ubqln5	chr7	104127911	104129825	Other	FALSE	FALSE	FALSE	-0.0137414619034372	FALSE	FALSE	FALSE	0.00562087462197923	FALSE	FALSE	FALSE	Not DMR
Mat1a	chr14	41105034	41124411	Other	FALSE	FALSE	FALSE	-0.018526881960843	TRUE	FALSE	TRUE	0.00477414580878549	FALSE	FALSE	FALSE	mC DMR only
Zp2	chr7	120126771	120145290	Other	FALSE	FALSE	FALSE	0.000548552953651971	FALSE	FALSE	FALSE	0.00579513907467935	FALSE	FALSE	FALSE	Not DMR
Cubn	chr2	13276337	13491812	Other	FALSE	FALSE	FALSE	-0.00265071540337425	FALSE	FALSE	FALSE	0.00563008344418654	TRUE	TRUE	FALSE	hmC DMR only
Krt4	chr15	101918534	101924734	Other	FALSE	FALSE	FALSE	-0.0022853463673802	FALSE	FALSE	FALSE	0.00612062026433824	FALSE	FALSE	FALSE	Not DMR
Gimap7	chr6	48718620	48724635	Other	FALSE	FALSE	FALSE	-0.000552555383864672	FALSE	FALSE	FALSE	0.0061748439543172	FALSE	FALSE	FALSE	Not DMR
Nefm	chr14	68082589	68124845	Bivalent_Promoter	TRUE	FALSE	TRUE	-0.00461262358491044	FALSE	FALSE	FALSE	0.00514095585196742	TRUE	TRUE	FALSE	hmC DMR only
S100a3	chr3	90584658	90602701	Other	FALSE	FALSE	FALSE	-0.0135306416822242	TRUE	FALSE	TRUE	0.00486255450853548	FALSE	FALSE	FALSE	mC DMR only
Treh	chr9	44673232	44686304	Other	FALSE	FALSE	FALSE	-0.017792170399864	TRUE	FALSE	TRUE	0.00346984933098628	FALSE	FALSE	FALSE	mC DMR only
Crybb1	chr5	112255814	112269584	Other	FALSE	FALSE	FALSE	-0.0136644816708154	FALSE	FALSE	FALSE	0.00475094495571106	FALSE	FALSE	FALSE	Not DMR
Tff1	chr17	31161394	31165276	Other	FALSE	FALSE	FALSE	-0.0285249658071761	TRUE	FALSE	TRUE	0.00302628927992994	FALSE	FALSE	FALSE	mC DMR only
Ddias	chr7	92857524	92874246	Active_Promoter	FALSE	FALSE	FALSE	0.0235001001595205	TRUE	TRUE	FALSE	0.00671744758207265	TRUE	TRUE	FALSE	Both mC+hmC DMR
Arr3	chrX	100605496	100618492	Other	FALSE	FALSE	FALSE	-0.0187993153736135	FALSE	FALSE	FALSE	0.00438747529057076	FALSE	FALSE	FALSE	Not DMR
Gm3164	chr14	4415447	4443838	Polycomb	TRUE	TRUE	TRUE	0.00953827855776557	FALSE	FALSE	FALSE	0.00589619339511199	FALSE	FALSE	FALSE	Not DMR
Tmem238l	chr11	66956637	66965015	Other	FALSE	FALSE	FALSE	-0.011355089543558	FALSE	FALSE	FALSE	0.00550969725877633	FALSE	FALSE	FALSE	Not DMR
Fyb	chr15	6522852	6663312	Other	FALSE	FALSE	FALSE	-0.00844730965981932	TRUE	FALSE	TRUE	0.0052329558605273	TRUE	TRUE	FALSE	Both mC+hmC DMR
Ly9	chr1	171588623	171607409	Other	FALSE	FALSE	FALSE	-0.00712545520552921	FALSE	FALSE	FALSE	0.00523792569903678	FALSE	FALSE	FALSE	Not DMR
H2-Q6	chr17	35424849	35430054	Repressed_Promoter	TRUE	TRUE	TRUE	0.0040941396723152	FALSE	FALSE	FALSE	0.00445709730803735	FALSE	FALSE	FALSE	Not DMR
Kdm5d	chrY	897787	956785	Other	FALSE	FALSE	FALSE	-0.234465667311412	FALSE	FALSE	FALSE	-0.0110976789168279	FALSE	FALSE	FALSE	Not DMR
Colec11	chr12	28594172	28623376	Other	FALSE	FALSE	FALSE	-0.0112515941734213	FALSE	FALSE	FALSE	0.00403794580901909	FALSE	FALSE	FALSE	Not DMR
Omt2a	chr9	78311971	78314795	Other	FALSE	FALSE	FALSE	-0.0137796439031107	FALSE	FALSE	FALSE	0.00510886769058028	FALSE	FALSE	FALSE	Not DMR
Dok1	chr6	83030933	83033470	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0667063161348886	TRUE	FALSE	TRUE	-0.00238784703621078	FALSE	FALSE	FALSE	mC DMR only
Txnrd3	chr6	89643987	89675528	Other	FALSE	FALSE	FALSE	-0.0111372335828706	TRUE	FALSE	TRUE	0.0044049690732246	FALSE	FALSE	FALSE	mC DMR only
Dsg4	chr18	20436174	20471820	Other	FALSE	FALSE	FALSE	-0.00701223487129032	FALSE	FALSE	FALSE	0.00581182993199689	TRUE	TRUE	FALSE	hmC DMR only
Vmn1r53	chr6	90223316	90224437	Other	FALSE	FALSE	FALSE	-0.0376664045397583	FALSE	FALSE	FALSE	0.00426904088010322	FALSE	FALSE	FALSE	Not DMR
2610318N02Rik	chr16	17113397	17125166	Other	FALSE	FALSE	FALSE	-0.0368869286293725	TRUE	FALSE	TRUE	0.00243201571114754	FALSE	FALSE	FALSE	mC DMR only
Ces4a	chr8	105131799	105150108	Other	FALSE	FALSE	FALSE	-0.00718828844546482	FALSE	FALSE	FALSE	0.0052850205893132	FALSE	FALSE	FALSE	Not DMR
Ush2a	chr1	188262022	188965040	Repressed_Promoter	TRUE	TRUE	TRUE	-0.00328656061826382	TRUE	FALSE	TRUE	0.0059185921284506	TRUE	TRUE	FALSE	Both mC+hmC DMR
Crisp3	chr17	40221776	40242287	Other	FALSE	FALSE	FALSE	0.0140101598075335	FALSE	FALSE	FALSE	0.00522681647427816	FALSE	FALSE	FALSE	Not DMR
Umodl1	chr17	30954639	31010709	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0112646935624926	TRUE	FALSE	TRUE	0.00481691985911484	FALSE	FALSE	FALSE	mC DMR only
9930111J21Rik1	chr11	48946149	48979397	Other	FALSE	FALSE	FALSE	-0.0173173825212208	FALSE	FALSE	FALSE	0.00525883728398194	FALSE	FALSE	FALSE	Not DMR
Rgs22	chr15	36009478	36140399	Repressed_Promoter	TRUE	TRUE	TRUE	-0.00484870449069741	TRUE	FALSE	TRUE	0.00556863021804835	TRUE	TRUE	FALSE	Both mC+hmC DMR
Gm4894	chr9	49250530	49280593	Repressed_Promoter	TRUE	TRUE	TRUE	-0.00347456335005569	FALSE	FALSE	FALSE	0.00583945375937819	FALSE	FALSE	FALSE	Not DMR
Gm17026	chr14	42254658	42260047	Other	FALSE	FALSE	FALSE	0.00425055749815362	FALSE	FALSE	FALSE	0.00520619862362237	FALSE	FALSE	FALSE	Not DMR
Gabra3	chrX	72432680	72656847	Other	FALSE	FALSE	FALSE	-0.00633212789192716	TRUE	FALSE	TRUE	0.00543258465840884	TRUE	TRUE	FALSE	Both mC+hmC DMR
Tnfrsf1b	chr4	145213462	145246869	Repressed_Promoter	TRUE	TRUE	TRUE	-0.013575902323153	TRUE	FALSE	TRUE	0.0044287210706639	FALSE	FALSE	FALSE	mC DMR only
Gnb1l	chr16	18498712	18566678	Active_Promoter	FALSE	FALSE	FALSE	-0.0180088044401888	TRUE	FALSE	TRUE	0.00401438714045477	FALSE	FALSE	FALSE	mC DMR only
Stab2	chr10	86841197	87008024	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0078081548413742	TRUE	FALSE	TRUE	0.00547739586572125	TRUE	TRUE	FALSE	Both mC+hmC DMR
Tdrd5	chr1	156255295	156303663	Repressed_Promoter	TRUE	TRUE	TRUE	-0.00781028100758752	TRUE	FALSE	TRUE	0.00517102249022864	TRUE	TRUE	FALSE	Both mC+hmC DMR
9930022D16Rik	chr11	109413916	109420404	Other	FALSE	FALSE	FALSE	-0.00836565286469759	FALSE	FALSE	FALSE	0.00512199094917942	FALSE	FALSE	FALSE	Not DMR
Rgs17	chr10	5825662	5922399	Active_Promoter	FALSE	FALSE	FALSE	-0.0141118975527582	TRUE	FALSE	TRUE	0.00392395382025518	FALSE	FALSE	FALSE	mC DMR only
Allc	chr12	28553754	28582522	Other	FALSE	FALSE	FALSE	-0.0129503636933868	TRUE	FALSE	TRUE	0.00491869609131483	FALSE	FALSE	FALSE	mC DMR only
