gene	chr	start	end	mod_difference	dmr_qvalue	direction	n_atac_up	n_atac_down	net_atac
Zap70	chr1	36761797	36782817	-0.0156693972190942	0.00167866756175017	Hypomethylated	0	0	0
Slc44a2	chr9	21320697	21355027	0.0145077942430335	0.00167867928462151	Hypermethylated	0	0	0
Gpr182	chr10	127747275	127751731	-0.0439491475444237	0.00167947211751213	Hypomethylated	0	0	0
Bbs2	chr8	94067953	94098927	0.0104120112138865	0.0016819028744827	Hypermethylated	0	0	0
Tlnrd1	chr7	83879872	83884304	0.0392204855016223	0.00168556862140798	Hypermethylated	0	0	0
Rpa1	chr11	75298165	75348323	0.00839712234132695	0.00168610268827441	Hypermethylated	0	0	0
Cpne1	chr2	156071841	156111964	0.0144195942824943	0.00168659660499638	Hypermethylated	0	0	0
Sae1	chr7	16320233	16387805	0.00960997490756588	0.00168754561945652	Hypermethylated	0	0	0
Fxyd7	chr7	31042512	31051466	-0.0405546871660524	0.00168896070359104	Hypomethylated	1	0	1
Khsrp	chr17	57021050	57031521	0.0264607086131898	0.00169249546353418	Hypermethylated	0	0	0
Trip4	chr9	65828929	65908793	0.0111675682546301	0.00169386520566721	Hypermethylated	0	0	0
Olfr1358	chr10	78517427	78520565	-0.0588170181816086	0.00169728161365934	Hypomethylated	0	0	0
Zbtb43	chr2	33450286	33468558	0.0198946401369628	0.00169785453034829	Hypermethylated	0	0	0
Ubqln2	chrX	153498226	153501569	-0.039158528033443	0.00170400146875614	Hypomethylated	0	0	0
Surf1	chr2	26913380	26916529	0.0422766805938884	0.00171068905729651	Hypermethylated	0	0	0
Onecut1	chr9	74861920	74891780	0.0152096302210221	0.00171605724080804	Hypermethylated	3	0	3
Flvcr2	chr12	85746538	85813584	-0.0095263596944104	0.00171890508531113	Hypomethylated	0	0	0
Med19	chr2	84678401	84688214	0.0275327129312216	0.00172163420295276	Hypermethylated	0	0	0
Zfp811	chr17	32795675	32809930	0.0208148493731983	0.00172243823464297	Hypermethylated	0	0	0
Krt1	chr15	101845425	101850793	-0.0257499862370736	0.00172543942941517	Hypomethylated	0	0	0
Sptbn2	chr19	4711166	4752359	0.0123433221969996	0.00173028111818562	Hypermethylated	0	0	0
Scrt1	chr15	76516202	76522498	-0.0409657485332241	0.00173853309097375	Hypomethylated	1	0	1
1300017J02Rik	chr9	103250520	103305081	-0.0101938966736673	0.00174055125700439	Hypomethylated	0	0	0
Serpina1b	chr12	103728155	103830372	-0.00822051619893216	0.00174599468251701	Hypomethylated	0	0	0
Efnb1	chrX	99136129	99148990	0.0497032638797954	0.00174811522074937	Hypermethylated	1	1	0
Tmed2	chr5	124540694	124550505	0.0338024949435644	0.00175027590605318	Hypermethylated	0	0	0
Mcoln3	chr3	146117449	146141805	-0.0141834649197252	0.00175325984838314	Hypomethylated	0	0	0
Ltbp2	chr12	84783211	84876531	-0.00932379186334686	0.00175585282815371	Hypomethylated	0	2	-2
H1f7	chr15	98255985	98257292	-0.067641655371544	0.00175676737376644	Hypomethylated	0	1	-1
Cntnap5c	chr17	57769569	58410354	-0.00389884466698442	0.00175717070112351	Hypomethylated	0	0	0
Ccdc130	chr8	84257794	84270379	0.0220653982966398	0.00175925575305353	Hypermethylated	0	0	0
Sparcl1	chr5	104079110	104113732	-0.0123865985735394	0.00176575582221851	Hypomethylated	0	0	0
Tbck	chr3	132684143	132841687	0.00561699262764215	0.00176654965330574	Hypermethylated	0	0	0
Bcl11a	chr11	24078055	24174122	-0.0074837515945726	0.0017692129688404	Hypomethylated	3	0	3
Tgfbr1	chr4	47353221	47414930	-0.0118575144585268	0.00177151990356648	Hypomethylated	5	0	5
Noa1	chr5	77294181	77310083	0.0205258192465756	0.0017722597665187	Hypermethylated	0	0	0
Rpl24	chr16	55966274	55971434	0.038121715820311	0.00177633478250921	Hypermethylated	0	0	0
Kmt2b	chr7	30568857	30588725	0.0166618408255553	0.00178362274456425	Hypermethylated	0	0	0
Nabp2	chr10	128401394	128411491	0.0235654912056353	0.00178562382453321	Hypermethylated	0	0	0
Caps2	chr10	112163620	112216554	-0.0105335820254233	0.00178867668785399	Hypomethylated	1	0	1
Clp1	chr2	84722103	84727349	0.0298705359544362	0.00179367094028599	Hypermethylated	0	0	0
Chga	chr12	102554968	102565027	0.0315351401537467	0.00179844281367094	Hypermethylated	0	1	-1
Nup37	chr10	88146991	88178389	0.0105198179206646	0.00180276274993227	Hypermethylated	0	0	0
Ccdc172	chr19	58511992	58553084	-0.0114599634869414	0.00180453012906642	Hypomethylated	0	0	0
Sox21	chr14	118233231	118237029	-0.0307352270009171	0.00180506425011116	Hypomethylated	0	0	0
Ier5l	chr2	30471536	30474218	-0.0264293872760405	0.00181194054121446	Hypomethylated	1	1	0
Ginm1	chr10	7767946	7792823	0.0234692314304731	0.00181278862138093	Hypermethylated	0	0	0
Slc10a1	chr12	80953182	80968704	0.0182884188050014	0.00181477740884112	Hypermethylated	0	0	0
A930004D18Rik	chr2	18025192	18037736	-0.0225011053691312	0.00181515424042963	Hypomethylated	0	0	0
Actl6b	chr5	137553516	137569581	0.0212632431027674	0.00181621193101314	Hypermethylated	0	0	0
Rdh10	chr1	16105773	16133733	0.0155083822602489	0.00182081883408189	Hypermethylated	0	0	0
Rpgrip1	chr14	52110703	52163545	0.00984550627560721	0.00182104408183161	Hypermethylated	0	0	0
Mrps2	chr2	28468065	28471177	0.0457951733857326	0.00182149131210294	Hypermethylated	0	0	0
Slc38a4	chr15	96994819	97055955	-0.00623151047523474	0.00182149131210294	Hypomethylated	1	0	1
Gipc3	chr10	81335264	81343265	-0.0291604553468517	0.00182235146396078	Hypomethylated	0	0	0
Eppk1	chr15	76101480	76120194	-0.0126317393860709	0.00182280507622745	Hypomethylated	0	0	0
Taf13	chr3	108571697	108583221	0.0236494064223514	0.00182310530786075	Hypermethylated	0	0	0
Gpr39	chr1	125676994	125873861	-0.00618117021257958	0.00182505140485358	Hypomethylated	2	0	2
Prr11	chr11	87089152	87108707	-0.0174235017323194	0.0018258738362942	Hypomethylated	0	0	0
Ddx3x	chrX	13280969	13294051	0.0217610044063347	0.00182728295398018	Hypermethylated	0	0	0
Acsl6	chr11	54303797	54364755	0.0121010934550199	0.00182870105497973	Hypermethylated	2	0	2
Thap8	chr7	30280093	30290236	0.0237026971887084	0.00182963158671743	Hypermethylated	0	0	0
Pde3b	chr7	114415280	114539250	0.010707612766609	0.00183700967769008	Hypermethylated	0	0	0
Klk1b26	chr7	44012167	44016967	-0.0622441015435958	0.00183802723283113	Hypomethylated	0	0	0
Rnf126	chr10	79758514	79766951	0.0316804490956542	0.00183877549109301	Hypermethylated	0	0	0
Mxd4	chr5	34173882	34187719	0.0342030645307672	0.0018411326695659	Hypermethylated	0	1	-1
Nsfl1c	chr2	151494181	151511413	0.0237484271247456	0.00184468276094331	Hypermethylated	0	0	0
Rnpc3	chr3	113605066	113630148	0.0161551910623375	0.00185033583182751	Hypermethylated	0	0	0
Pitpnm2	chr5	124118689	124249759	0.00780742831369907	0.00185433196431116	Hypermethylated	1	0	1
Wdr5b	chr16	36041189	36043927	-0.0371072229947746	0.00185588088351756	Hypomethylated	0	0	0
Psph	chr5	129765557	129787448	0.015234935879455	0.00185769168946276	Hypermethylated	0	0	0
Tinagl1	chr4	130164453	130175121	-0.0269599393259281	0.00185811572439605	Hypomethylated	0	0	0
Crocc2	chr1	93168724	93231071	-0.0117866676163499	0.00186335424644076	Hypomethylated	0	0	0
Tmem63a	chr1	180942343	180975111	-0.0127298969717996	0.00186342469794793	Hypomethylated	0	0	0
Ube2u	chr4	100478848	100550146	-0.00901810714113338	0.00186730510380229	Hypomethylated	0	0	0
Vdac3	chr8	22577074	22593812	0.0217149344137151	0.00186749024266224	Hypermethylated	0	0	0
Clec11a	chr7	44302686	44306901	0.0500427694835087	0.00187799745185734	Hypermethylated	0	0	0
Hoxa5	chr6	52201753	52204586	-0.0161645864780837	0.001880806063779	Hypomethylated	0	0	0
Slc6a4	chr11	76998602	77032339	-0.0127754942229154	0.0018810177985438	Hypomethylated	0	0	0
E430018J23Rik	chr7	127389672	127393628	0.033230576906365	0.00189097385744571	Hypermethylated	0	0	0
Grpr	chrX	163513903	163549676	-0.0155817687160049	0.00190450881406738	Hypomethylated	1	0	1
Cmtm8	chr9	114789344	114844155	-0.00870778576185338	0.00190934306282768	Hypomethylated	1	0	1
Spsb2	chr6	124808660	124810618	0.0685167827938458	0.00191068618479894	Hypermethylated	0	0	0
Lrrc19	chr4	94636652	94650143	0.0203914390237704	0.00191513415232211	Hypermethylated	0	0	0
Pfn1	chr11	70651849	70654643	0.053880716892607	0.00192200348462449	Hypermethylated	0	0	0
Mepe	chr5	104325328	104338610	-0.0183859980038165	0.00192240545084399	Hypomethylated	0	0	0
Sugp2	chr8	70234225	70279914	0.0152451924798239	0.00193046545125979	Hypermethylated	0	0	0
Slc25a24	chr3	109123148	109168456	-0.0107339197693783	0.00193088981725018	Hypomethylated	0	0	0
Prss43	chr9	110826689	110831838	-0.0343186118114834	0.00193269617278654	Hypomethylated	0	0	0
Nme7	chr1	164304120	164437724	0.00570188724213239	0.00193497157552966	Hypermethylated	0	0	0
Sctr	chr1	120006893	120063535	-0.0118682840547536	0.00193561696020574	Hypomethylated	0	0	0
Dynlt1f	chr17	6646601	6655899	0.0441000004088524	0.0019367816366193	Hypermethylated	0	0	0
Mrps22	chr9	98588729	98601659	0.0192049668322711	0.00194434553746972	Hypermethylated	0	0	0
Hddc3	chr7	80343103	80350546	0.0314944154867123	0.00194858698919844	Hypermethylated	0	0	0
Gale	chr4	135963726	135968177	0.0423616393297029	0.00194976497138791	Hypermethylated	0	0	0
Plekhm2	chr4	141625733	141664898	0.0138935037050196	0.00195677024425111	Hypermethylated	0	0	0
Pbx4	chr8	69832490	69872291	-0.0123567673447514	0.00195795339390879	Hypomethylated	0	0	0
Plac1	chrX	53069994	53240110	-0.00713466594138723	0.00195795339390879	Hypomethylated	0	0	0
Bicc1	chr10	70922831	71159699	-0.00457797981182817	0.00196242146682895	Hypomethylated	1	0	1
Setdb2	chr14	59402008	59440883	0.0129174496786989	0.00196559086211233	Hypermethylated	0	0	0
Vars2	chr17	35655633	35667591	0.0205498678633443	0.00196694928431841	Hypermethylated	0	0	0
Arap2	chr5	62602444	62766158	-0.00624061795720832	0.00196939874309495	Hypomethylated	2	0	2
Plagl2	chr2	153227758	153241425	0.0241586275453792	0.00197115045837348	Hypermethylated	0	0	0
Cchcr1	chr17	35517099	35531014	-0.0168075067695381	0.00197214097936674	Hypomethylated	0	0	0
Sbno2	chr10	80056991	80105570	0.0128790977866409	0.00197235049274325	Hypermethylated	0	0	0
Stag2	chrX	42149316	42277184	0.00926127332130766	0.00197235049274325	Hypermethylated	0	0	0
Mrpl2	chr17	46646228	46650138	0.0350606064292912	0.00197250901483736	Hypermethylated	0	0	0
Tyk2	chr9	21104067	21131242	0.0145691663384454	0.00197250901483736	Hypermethylated	1	0	1
Fam166c	chr5	30466046	30484087	-0.0192180060215472	0.00197356371273067	Hypomethylated	0	0	0
Rffl	chr11	82802448	82871209	-0.00892125111609487	0.00197395267527887	Hypomethylated	1	0	1
Hnrnpa1	chr15	103240431	103246691	-0.0222970636413256	0.00197606848860288	Hypomethylated	0	0	0
Chml	chr1	175682236	175692900	-0.0220934381724596	0.00197967172562709	Hypomethylated	0	0	0
Limd1	chr9	123478705	123521551	-0.0138180632394761	0.00198368012936358	Hypomethylated	0	0	0
Vash1	chr12	86678699	86692090	0.0255203330752514	0.00198793980170667	Hypermethylated	1	0	1
Ccdc14	chr16	34690615	34725201	-0.011754823602837	0.00199542942286778	Hypomethylated	0	0	0
Galntl5	chr5	25181459	25220296	-0.0130517628554656	0.00199630873374503	Hypomethylated	0	0	0
Clcnka	chr4	141384609	141398723	-0.0228012287443086	0.00200371526517533	Hypomethylated	0	0	0
Bmp10	chr6	87428993	87437676	-0.0160651693096808	0.00201767908621644	Hypomethylated	0	0	0
Kif22	chr7	127027728	127042470	0.0191480681947821	0.00201767908621644	Hypermethylated	0	0	0
H3c3	chr13	23744972	23745601	0.019765681643532	0.002019484481186	Hypermethylated	0	0	0
Gad1	chr2	70553071	70602013	-0.0111367060373693	0.0020200268329697	Hypomethylated	0	0	0
Pex11b	chr3	96635375	96645365	0.0261412310605221	0.00202237178371224	Hypermethylated	0	0	0
Ddx11	chr17	66123519	66152173	0.0131386705244854	0.00202326010988833	Hypermethylated	0	0	0
Insm2	chr12	55599426	55602085	-0.0578300112053303	0.00202370245258697	Hypomethylated	0	0	0
Areg	chr5	91139598	91148431	-0.0204753201806295	0.00202401599719316	Hypomethylated	0	0	0
Ints6	chr14	62676329	62761168	0.0105841128744861	0.00202401599719316	Hypermethylated	0	0	0
Ttll12	chr15	83575089	83595156	0.0156225936529856	0.00202875890001629	Hypermethylated	0	0	0
Cfap54	chr10	92775618	93081617	-0.00389168388067085	0.00203075126236556	Hypomethylated	0	0	0
Ccdc105	chr10	78746925	78753064	-0.0316019204898381	0.0020309048782878	Hypomethylated	0	0	0
Hao1	chr2	134497360	134554367	-0.0117675549420446	0.00203252990538	Hypomethylated	1	0	1
Pdcd2	chr17	15519207	15527300	0.0291677957296542	0.0020346485083814	Hypermethylated	0	0	0
1700042G07Rik	chr4	116173371	116174289	0.0723402004742325	0.00203719260293747	Hypermethylated	0	0	0
Alx3	chr3	107595030	107605775	-0.0322807146024924	0.00203784174224063	Hypomethylated	0	0	0
Cdc73	chr1	143598799	143702892	0.00936187960531276	0.00203800967398726	Hypermethylated	0	0	0
Eef1aknmt	chr1	162532126	162548550	0.0151815278865902	0.00204415789980496	Hypermethylated	0	0	0
Pink1	chr4	138313408	138326306	0.0254753784008114	0.0020501066577325	Hypermethylated	0	2	-2
Relt	chr7	100845846	100863445	-0.0279676993983712	0.0020501066577325	Hypomethylated	0	0	0
Pold1	chr7	44532745	44548848	-0.0165381203121708	0.00205033046649031	Hypomethylated	0	0	0
Hoxd3	chr2	74711926	74748441	-0.0082520029462762	0.00205249676198785	Hypomethylated	0	0	0
Zfp974	chr7	27907391	27929459	0.0197954089682464	0.00205670864639219	Hypermethylated	0	0	0
Il33	chr19	29925113	29960717	-0.010998618821233	0.00206001914244784	Hypomethylated	0	0	0
Tcp11	chr17	28066744	28080638	-0.0220644054404412	0.00206304234925651	Hypomethylated	4	0	4
Tex261	chr6	83768884	83775812	0.0338228949076059	0.00207130125297056	Hypermethylated	0	0	0
Klhl31	chr9	77636499	77660126	0.0141091505429135	0.00207275190119798	Hypermethylated	0	0	0
Cuta	chr17	26933818	26939568	0.0363591236897943	0.00208124547871855	Hypermethylated	0	0	0
Ndnf	chr6	65671589	65712325	-0.0122426651770621	0.00208406109505788	Hypomethylated	1	0	1
Olfr884	chr9	38046554	38050136	-0.0709430780891116	0.00208991608422197	Hypomethylated	0	0	0
Zscan25	chr5	145280499	145291277	0.0260694717540951	0.0020987224604799	Hypermethylated	0	0	0
Efnb2	chr8	8617433	8661241	-0.0102582813272604	0.00210436540484503	Hypomethylated	5	0	5
Pa2g4	chr10	128557765	128565986	0.0274039722142496	0.00210717604408784	Hypermethylated	0	0	0
Hecw1	chr13	14226437	14523227	-0.00561987681534681	0.00213175420649315	Hypomethylated	1	0	1
Gm13547	chr2	29759311	29764088	-0.0387028059329211	0.00213284949425963	Hypomethylated	0	0	0
Frmd8	chr19	5849701	5875273	0.0133528755993826	0.00213423268107653	Hypermethylated	0	0	0
Fam107a	chr14	8296273	8318022	-0.0216584812595757	0.00213478697119364	Hypomethylated	1	0	1
Keap1	chr9	21229729	21239360	0.0201839982472544	0.00213640094636962	Hypermethylated	0	0	0
Adamts14	chr10	61197111	61273437	-0.00819887793581364	0.00213958298351005	Hypomethylated	1	0	1
Gfral	chr9	76164101	76213656	-0.0126801911358979	0.00213958298351005	Hypomethylated	0	0	0
Ntf5	chr7	45413694	45417178	-0.0544807008436771	0.0021400829632456	Hypomethylated	0	0	0
Gm4131	chr14	62463413	62566920	-0.00763964530779271	0.00214207222118696	Hypomethylated	0	0	0
Zbtb26	chr2	37432167	37443134	0.0275716339165588	0.00214325925141449	Hypermethylated	0	0	0
Sfr1	chr19	47731681	47735587	0.0305013536724968	0.00214330571249887	Hypermethylated	0	0	0
Ankrd61	chr5	143890740	143897684	0.02102520973585	0.00214526695572875	Hypermethylated	0	0	0
Dipk1c	chr18	84719235	84740435	-0.0190715655526258	0.00214599925270427	Hypomethylated	0	0	0
Tril	chr6	53815467	53820829	-0.0419116388595817	0.00214635196740451	Hypomethylated	1	0	1
Sowaha	chr11	53476572	53480273	0.0443053299906455	0.00214760292221067	Hypermethylated	0	2	-2
Ankrd27	chr7	35586243	35639225	0.00841373666772838	0.00215266664287016	Hypermethylated	0	0	0
Rnf44	chr13	54679398	54693906	0.0285528539650835	0.00215266664287016	Hypermethylated	0	0	0
Tmem61	chr4	106498812	106540545	-0.0119094437443852	0.00215266664287016	Hypomethylated	0	0	0
Zfp141	chr7	42473385	42505739	-0.011802308175656	0.00215266664287016	Hypomethylated	0	0	0
Trim13	chr14	61598246	61605945	0.0254834604566284	0.00215633876336375	Hypermethylated	0	0	0
Coa4	chr7	100537070	100540368	0.0415480608775995	0.00215867965980032	Hypermethylated	0	1	-1
Nkx2-3	chr19	43612324	43615891	-0.0169299286132943	0.00216024834672228	Hypomethylated	0	0	0
Selp	chr1	164115263	164150025	-0.0118999865302816	0.00216024834672228	Hypomethylated	0	0	0
AI661453	chr17	47436614	47470637	-0.0150486806594768	0.00216083213498009	Hypomethylated	0	0	0
Col28a1	chr6	7997807	8192616	-0.00644906168463721	0.00216662728781221	Hypomethylated	0	0	0
Ift46	chr9	44767907	44793446	0.0134563058350605	0.00217062134006992	Hypermethylated	0	0	0
Wnt9a	chr11	59306927	59333551	-0.0180805848992295	0.00217503396293581	Hypomethylated	0	0	0
Cby2	chr14	75582876	75593115	0.0246429113506007	0.00217940135041123	Hypermethylated	0	0	0
Cdc16	chr8	13757675	13781937	0.0136436562031285	0.00218212417163113	Hypermethylated	0	0	0
Opn3	chr1	175662420	175692775	-0.0131567733879752	0.00218392298891023	Hypomethylated	0	0	0
Aspg	chr12	112106678	112127558	-0.0196156939591842	0.00218582155549869	Hypomethylated	1	0	1
1700017N19Rik	chr10	100590483	100618400	0.0133544142840057	0.00219859633934886	Hypermethylated	0	0	0
Mtch1	chr17	29332071	29347933	0.0215129049645643	0.00219859633934886	Hypermethylated	2	0	2
Fgd1	chrX	151046149	151089520	0.0216036460798754	0.00220041091221872	Hypermethylated	0	0	0
Potegl	chr2	23207475	23267128	-0.0129568870045893	0.00220372217264454	Hypomethylated	0	0	0
Fgfrl1	chr5	108692381	108706923	-0.0254979631484701	0.00220526164606675	Hypomethylated	0	0	0
Dph7	chr2	24962399	24972162	0.0262507932904347	0.00220587242136471	Hypermethylated	0	0	0
Stoml3	chr3	53488652	53508501	-0.0163571947052427	0.00220841051562987	Hypomethylated	0	0	0
Elovl7	chr13	108214403	108285682	0.00772911783669872	0.00220941606433957	Hypermethylated	0	0	0
Dnajc30	chr5	135064201	135065861	0.0757193829961006	0.0022165583741917	Hypermethylated	0	0	0
Pkm	chr9	59656367	59679374	0.0173964073482339	0.00221788095588456	Hypermethylated	0	0	0
Ptges	chr2	30889470	30929862	-0.0140570584912411	0.00222493780477019	Hypomethylated	0	0	0
Tk1	chr11	117815525	117826091	-0.0257608125104766	0.00223009890421085	Hypomethylated	0	0	0
Uba7	chr9	107975504	107984059	-0.0246541698038752	0.00224120743771865	Hypomethylated	0	0	0
Pigyl	chr9	22156845	22158357	0.0521567651932238	0.00225696251161953	Hypermethylated	0	0	0
Unc5d	chr8	28646716	29219635	-0.00334819161726019	0.0022602440823099	Hypomethylated	5	0	5
Zswim9	chr7	13258966	13278720	0.0189530646410722	0.00226986905682354	Hypermethylated	0	0	0
Phf23	chr11	69995776	70000008	0.0347031308632386	0.0022715916493009	Hypermethylated	0	0	0
Gon4l	chr3	88835230	88910102	0.00903765960582814	0.00229191905285174	Hypermethylated	0	0	0
3110040N11Rik	chr7	81782181	81789477	0.0245080616923585	0.00230535071230956	Hypermethylated	0	0	0
Hsd17b13	chr5	103955439	103977409	-0.014423567962948	0.00230641403039948	Hypomethylated	0	0	0
Saa2	chr7	46751789	46754312	0.0892852289418204	0.00232325481902358	Hypermethylated	0	0	0
Mroh6	chr15	75884136	75888769	-0.0313122573145392	0.0023333024371364	Hypomethylated	0	0	0
Slit1	chr19	41600256	41743664	-0.00696495344549897	0.00233508404386655	Hypomethylated	0	0	0
Rbbp8nl	chr2	180277645	180289878	-0.0244794815389464	0.00233625986133596	Hypomethylated	0	0	0
Nipsnap1	chr11	4873950	4894199	0.0175580767184043	0.00233925605753868	Hypermethylated	0	0	0
Utp15	chr13	98246844	98263040	0.0140246056330375	0.00234027946704643	Hypermethylated	0	0	0
Cyp3a25	chr5	145977193	146009617	-0.0219848536032601	0.00234425309308108	Hypomethylated	0	0	0
Plcg1	chr2	160731299	160775759	-0.0139835011255041	0.00234492832517802	Hypomethylated	1	0	1
Gpc2	chr5	138273654	138280004	-0.0440232019084354	0.00234847186623473	Hypomethylated	0	0	0
Pea15a	chr1	172196727	172206803	0.0285782661880507	0.00235118445966519	Hypermethylated	0	0	0
Rack1	chr11	48800331	48806433	0.0326692764382935	0.00235403233914966	Hypermethylated	0	0	0
1810030O07Rik	chrX	12654878	12673667	0.0197321697956611	0.00235566336262988	Hypermethylated	0	0	0
Pdxk	chr10	78436743	78464974	0.0177511559710026	0.00236246551316352	Hypermethylated	0	0	0
Syngr2	chr11	117809667	117814282	-0.0414875353996743	0.00236318935770304	Hypomethylated	0	0	0
Krt83	chr15	101485129	101491511	-0.0260577501089685	0.00236855349448766	Hypomethylated	0	0	0
Mrln	chr10	70204663	70219710	0.0167061631128509	0.00237158974082322	Hypermethylated	0	1	-1
Htr1f	chr16	64924728	65105853	-0.00602655448236122	0.00238538559116188	Hypomethylated	0	0	0
Ugt1a6a	chr1	88134808	88218996	0.00779633775986943	0.00238569049666289	Hypermethylated	0	0	0
Sap18	chr14	57798179	57806637	0.0274987940567755	0.00238607439809298	Hypermethylated	0	0	0
Mcf2	chrX	60055955	60179088	-0.00895233087014313	0.00238901691547806	Hypomethylated	1	0	1
Lpin3	chr2	160880669	160906001	0.0152204226234913	0.0023892109521834	Hypermethylated	0	0	0
Plppr3	chr10	79860474	79874633	-0.0231330975762362	0.00239601354283575	Hypomethylated	0	0	0
Ang	chr14	51091149	51102008	-0.0262287189530905	0.00240696198672204	Hypomethylated	0	0	0
Hmx1	chr5	35389107	35399729	0.020771121875051	0.00241210937265712	Hypermethylated	1	0	1
Lss	chr10	76531587	76557137	0.0114326134395077	0.00241382114280463	Hypermethylated	0	0	0
Rpl12	chr2	32961558	32965344	0.0440843045964867	0.00242629056959288	Hypermethylated	0	0	0
Cd1d1	chr3	86995833	86999440	-0.0497439769098502	0.00242687294326511	Hypomethylated	1	0	1
Rab11fip1	chr8	27138772	27174645	-0.0097047208069404	0.00242931648056617	Hypomethylated	0	0	0
Csdc2	chr15	81936758	81950940	0.0250010835084283	0.00243967798987035	Hypermethylated	0	0	0
Zbtb2	chr10	4367074	4388107	0.0156930589822245	0.00243967798987035	Hypermethylated	1	0	1
Rnh1	chr7	141160325	141172856	0.0210449888198779	0.00244085403398101	Hypermethylated	0	0	0
Sema3b	chr9	107597673	107609228	-0.0200906114607486	0.00244457672350554	Hypomethylated	0	1	-1
Fgd6	chr10	94036000	94145338	0.00646050360724959	0.00245486409212014	Hypermethylated	0	0	0
Gda	chr19	21391306	21473444	-0.00792818906175152	0.00245722459003264	Hypomethylated	0	1	-1
Olfr479	chr7	108050692	108056782	-0.0474346873772262	0.00246927282849805	Hypomethylated	0	0	0
Thumpd1	chr7	119715092	119720797	0.0360947048153951	0.00247192126209057	Hypermethylated	0	0	0
Gbp5	chr3	142493977	142522343	-0.0123867628776965	0.00247961153547459	Hypomethylated	0	0	0
Tfcp2l1	chr1	118627944	118685167	-0.0120364503724546	0.00249917920271083	Hypomethylated	0	0	0
Gspt2	chrX	94636068	94643243	0.0378111918498241	0.0025002869288584	Hypermethylated	0	0	0
Myzap	chr9	71504346	71592359	-0.00853478876020297	0.00250178432796492	Hypomethylated	1	0	1
Mrgpre	chr7	143778362	143784499	-0.0481595354357593	0.00250277743859168	Hypomethylated	1	0	1
Slc25a4	chr8	46206796	46211283	0.0279570671551863	0.00250293205570411	Hypermethylated	0	0	0
Shisa9	chr16	11984112	12270901	-0.00559036204488572	0.00250940573300844	Hypomethylated	2	0	2
Eif2b4	chr5	31187557	31193429	0.0269441245357733	0.00251136694920229	Hypermethylated	0	0	0
Olfr524	chr7	140198498	140205963	0.0274681954821691	0.00251944101007495	Hypermethylated	0	0	0
Ces1f	chr8	93256235	93279746	-0.018170246061167	0.00252739822846543	Hypomethylated	1	0	1
Syde1	chr10	78584502	78591963	0.0313170564234315	0.00253124213494206	Hypermethylated	0	1	-1
Adam4	chr12	81419442	81421945	0.0398056650381811	0.00253953860024786	Hypermethylated	0	0	0
Mrs2	chr13	24987482	25020378	0.0127514981551451	0.00254262681716893	Hypermethylated	0	0	0
Nudt6	chr3	37404909	37420210	0.0196299547642923	0.00255206207124873	Hypermethylated	0	0	0
Ano10	chr9	122175873	122294422	0.00780989914010033	0.0025718086786296	Hypermethylated	0	0	0
Zfp282	chr6	47877203	47908484	0.0145721604080571	0.00257287625847075	Hypermethylated	0	0	0
Dnaaf1	chr8	119575234	119598453	-0.0139125671705038	0.00257588695518988	Hypomethylated	0	0	0
Nrarp	chr2	25180757	25183338	-0.0473822948853458	0.00258331731952946	Hypomethylated	2	0	2
Ddt	chr10	75771229	75773413	0.0434458403801141	0.00258498994860187	Hypermethylated	0	0	0
Nags	chr11	102145512	102149476	-0.0432486854927659	0.00258503275144566	Hypomethylated	0	0	0
Zfp110	chr7	12834760	12850576	0.0204430068605008	0.00258503275144566	Hypermethylated	0	0	0
1700001L19Rik	chr13	68597420	68614230	-0.0197946169199998	0.00258691283349921	Hypomethylated	0	0	0
Foxa1	chr12	57540627	57546915	-0.012383374063857	0.00258948008333564	Hypomethylated	0	0	0
Ppp1r15b	chr1	133131142	133139782	0.0268562387716231	0.00258948008333564	Hypermethylated	0	0	0
Col4a4	chr1	82448422	82586848	-0.00675198552508305	0.00259254163676203	Hypomethylated	0	0	0
Ubash3a	chr17	31207872	31246891	-0.0112343298091615	0.00259325281763185	Hypomethylated	0	0	0
Csnk1d	chr11	120958989	120991329	0.0179044308200583	0.0025935344889905	Hypermethylated	0	0	0
Lipa	chr19	34492317	34527473	0.0121180030009712	0.0025935344889905	Hypermethylated	0	0	0
Mrpl34	chr8	71464958	71465746	0.0544276434118663	0.00259485485225719	Hypermethylated	0	0	0
Gm28360	chr1	117830080	117854495	-0.0171920152163026	0.00260071814318927	Hypomethylated	0	0	0
Sirt6	chr10	81621784	81627796	0.027457882812025	0.00260331319225492	Hypermethylated	0	0	0
Ncl	chr1	86344718	86359399	0.0245706904334011	0.0026057226749682	Hypermethylated	0	0	0
Nudt16	chr9	105128902	105131823	0.0523098930434258	0.00260879991797957	Hypermethylated	0	0	0
Stat3	chr11	100885097	100939539	0.0104886229391151	0.00260927926934753	Hypermethylated	0	0	0
Gm29427	chr1	130670208	130715798	0.0113942796977208	0.00260970226795697	Hypermethylated	0	0	0
Ogfod3	chr11	121177590	121204710	0.0145116979528057	0.00261460187961939	Hypermethylated	0	0	0
Agtr1a	chr13	30336440	30382866	-0.0107218305310501	0.00261611279045	Hypomethylated	0	0	0
Mfap1b	chr2	121460234	121474066	0.0340674369098138	0.00261611279045	Hypermethylated	0	0	0
Tmem29	chrX	150397772	150459153	0.0180077588308865	0.00261611279045	Hypermethylated	0	0	0
