symbol	chr	start	end	gb_ctrl_signal	gb_mut_signal	gb_log2fc	pr_ctrl_signal	pr_mut_signal	pr_log2fc	is_neuronal	ctrl_decile
Slc30a5	chr13	100802648	100833427	0.54198	0.604916	0.11446	2.102099	3.548112	0.698355	FALSE	2
Fnd3c2	chrX	106235246	106255376	0.541906	0.326054	-0.48039	0.640931	0.38172	-0.516634	FALSE	2
Clca3b	chr3	144822623	144849357	0.54184	0.364792	-0.381427	0.758669	0.495908	-0.450917	FALSE	2
Atp5f1b	chr10	128083273	128090391	0.541837	0.482953	-0.116017	1.479069	1.358174	-0.106473	FALSE	2
Txndc16	chr14	45133465	45220328	0.541596	0.479142	-0.123401	2.615891	3.69121	0.46378	FALSE	2
1700021F02Rik	chr5	103346594	103348299	0.54158	0.473483	-0.13509	0.620975	0.710804	0.146375	FALSE	2
Mmachc	chr4	116702279	116708406	0.54152	0.758314	0.361316	1.252423	1.96266	0.56782	FALSE	2
Bclaf1	chr10	20312469	20344613	0.541489	0.441585	-0.202828	1.943674	3.510634	0.785871	FALSE	2
Fcgrt	chr7	45092990	45103851	0.541409	0.47347	-0.134794	0.783756	0.701524	-0.123284	FALSE	2
Vps37a	chr8	40511783	40550757	0.541272	0.585938	0.082233	1.512219	2.678251	0.742482	FALSE	2
Rufy2	chr10	62980223	63017210	0.541254	0.360747	-0.390328	0.972141	1.444121	0.481123	FALSE	2
Or56a3b	chr7	105121459	105122406	0.54125	0.461832	-0.158901	0.409757	0.341083	-0.166514	TRUE	2
Uspl1	chr5	149184350	149215434	0.541187	0.441424	-0.202609	1.140567	1.266025	0.127229	FALSE	2
Or8c17	chr9	38268515	38269465	0.541138	0.304104	-0.538103	0.413184	0.365993	-0.111698	TRUE	2
Mkln1	chr6	31398735	31516811	0.541057	0.455372	-0.172265	1.776278	3.349605	0.838376	TRUE	2
Slx4	chr16	3979105	4001680	0.541029	0.426283	-0.235705	0.531641	0.398941	-0.280145	FALSE	2
Defa39	chr8	21702519	21703645	0.541005	0.297247	-0.556839	0.326422	0.207211	-0.35489	FALSE	2
Polr1b	chr2	129100995	129126594	0.540948	0.686171	0.251913	0.850894	1.975425	1.035521	FALSE	2
Zfp592	chr7	80993681	81045164	0.540947	0.423334	-0.242147	0.91125	1.237188	0.365201	FALSE	2
Ankib1	chr5	3690000	3802925	0.54094	0.487564	-0.104887	2.458141	4.899937	0.934833	FALSE	2
Mfsd11	chr11	116852440	116875635	0.540901	0.410771	-0.270499	1.258472	0.992954	-0.285531	FALSE	2
Gnl1	chr17	35979851	35989462	0.540883	0.532611	-0.015764	1.002938	1.355003	0.364941	FALSE	2
Ccl6	chr11	83587882	83593087	0.5408	0.301568	-0.544454	0.812134	0.401768	-0.730962	FALSE	2
Tcstv7a	chr13	119827961	119830216	0.540714	0.521393	-0.037104	0.653942	0.653986	7.2e-05	FALSE	2
4930578G10Rik	chr4	42735545	42846248	0.540702	0.657903	0.206669	1.141531	1.485022	0.32451	FALSE	2
Slc16a14	chr1	84905898	84935134	0.540667	0.585966	0.083429	2.341438	3.043268	0.349335	FALSE	2
Serpina1c	chr12	103894926	103904887	0.54053	0.273552	-0.623558	0.577859	0.405757	-0.350414	FALSE	2
Srpk1	chr17	28587648	28622709	0.540492	0.40462	-0.283856	0.841115	1.168123	0.387478	FALSE	2
Or5an6	chr19	12394265	12395212	0.540211	0.324102	-0.482343	0.44912	0.217089	-0.614064	TRUE	2
Aste1	chr9	105395392	105412229	0.540185	0.503724	-0.070888	1.435266	2.815765	0.874903	FALSE	2
Gpr89	chr3	96868281	96905346	0.540105	0.408243	-0.274783	1.053269	2.090908	0.859801	FALSE	2
Cep76	chr18	67617800	67641336	0.540085	0.690402	0.260268	1.518114	2.823456	0.808103	FALSE	2
A330049N07Rik	chr10	72973303	73086705	0.539928	0.371173	-0.362153	0.744622	0.56181	-0.303062	FALSE	2
Ero1a	chr14	45283087	45318771	0.539927	0.559616	0.036891	1.508531	2.989808	0.892848	FALSE	2
Vnn3	chr10	23851462	23869843	0.539893	0.415523	-0.257763	0.771543	0.502637	-0.456276	FALSE	2
Cox8a	chr19	7215153	7217616	0.539832	0.472715	-0.133374	0.602021	0.630801	0.049632	FALSE	2
Adam4	chr12	81419443	81421946	0.539806	0.50248	-0.07265	0.33561	0.306301	-0.078149	FALSE	2
Fam220a	chr5	143548706	143564531	0.539796	0.53862	-0.002235	0.597597	0.900802	0.454956	FALSE	2
Pan2	chr10	128303335	128321358	0.539758	0.568021	0.052678	0.687329	1.276615	0.721857	FALSE	2
Fanci	chr7	79391929	79450264	0.539683	0.476936	-0.124331	0.680668	1.264102	0.720374	FALSE	2
4930503E14Rik	chr14	44163169	44173828	0.539646	0.360153	-0.388755	0.524671	0.265682	-0.616346	FALSE	2
Zswim3	chr2	164805098	164822130	0.539509	0.56623	0.049868	1.586099	1.842332	0.191376	FALSE	2
Wdr37	chr13	8802968	8871909	0.539425	0.467418	-0.143671	1.268294	2.089436	0.633799	TRUE	2
Zdhhc9	chrX	48171969	48208878	0.539367	0.704832	0.284314	1.021276	2.054582	0.873652	FALSE	2
Ndc80	chr17	71496100	71526857	0.539279	0.721926	0.310896	1.472377	3.70528	1.213629	FALSE	2
E130304I02Rik	chr7	35802592	35838074	0.539013	0.391285	-0.312169	0.911239	1.022743	0.135596	FALSE	2
Trip13	chr13	73911347	73937784	0.538877	0.758793	0.367035	1.416197	3.650927	1.242211	TRUE	2
Dnajc14	chr10	128804062	128819446	0.538826	0.69633	0.272022	2.280521	3.580799	0.604027	FALSE	2
Pum1	chr4	130663321	130781564	0.53877	0.393865	-0.305632	0.772031	0.967159	0.258998	FALSE	2
Ccdc28a	chr10	18213676	18234998	0.538642	0.875496	0.529955	1.664016	4.371854	1.285158	FALSE	2
Mre11a	chr9	14784654	14837123	0.538625	0.488508	-0.098572	1.227412	1.950705	0.584608	FALSE	2
Parg	chr14	32201949	32297550	0.538612	0.397794	-0.296133	0.676449	1.038581	0.489395	FALSE	2
Defb43	chr14	63011771	63018088	0.538478	0.467794	-0.141085	0.770706	0.553682	-0.35662	FALSE	2
Nfkbil1	chr17	35220175	35235792	0.538457	0.493403	-0.08832	0.9279	1.049378	0.145096	FALSE	2
Gm5833	chr1	138640095	138682077	0.538342	0.349696	-0.412507	0.874469	0.621503	-0.379095	FALSE	2
Or5aq1b	chr2	87071115	87072223	0.538282	0.369929	-0.362065	0.351439	0.396022	0.108339	TRUE	2
Or4c31	chr2	88461342	88462253	0.538155	0.600275	0.113579	0.440086	0.295991	-0.355163	TRUE	2
Mrps23	chr11	88204388	88211507	0.538118	0.58596	0.088258	0.752492	1.073174	0.41107	FALSE	2
Ctag2l1	chrX	74480287	74481399	0.53808	0.573912	0.066609	0.377883	0.390656	0.030485	FALSE	2
Timmdc1	chr16	38498347	38522663	0.538065	0.609449	0.129792	1.293483	1.959747	0.526218	FALSE	2
Btbd10	chr7	113315626	113369392	0.537935	0.75026	0.356198	1.063931	2.397948	1.027732	FALSE	2
Kctd18	chr1	57955101	58018956	0.537917	0.849133	0.496199	1.270654	3.120567	1.16402	FALSE	2
2810429I04Rik	chr13	3478230	3498570	0.537878	0.682277	0.251532	2.287188	4.222942	0.825386	FALSE	2
Sfswap	chr5	129501221	129571384	0.537853	0.348227	-0.4153	0.538131	0.62948	0.164084	FALSE	2
Cdk8	chr5	146231230	146302874	0.537815	0.453402	-0.17032	0.852587	1.156384	0.359717	FALSE	2
Rpf2	chr10	40223246	40247036	0.53779	0.648156	0.196099	0.973366	2.548408	1.213856	FALSE	2
Pes1	chr11	3963975	3980004	0.537781	0.439014	-0.201404	0.438895	0.541262	0.208273	FALSE	2
Chtop	chr3	90498956	90509498	0.537721	0.451318	-0.174611	1.103938	1.380256	0.273422	FALSE	2
Stfa2	chr16	36403992	36408457	0.537708	0.346807	-0.41863	0.486907	0.316271	-0.398402	FALSE	2
Pcdhb11	chr18	37421418	37425836	0.537688	0.295038	-0.556711	0.412739	0.280998	-0.336665	FALSE	2
Polr3gl	chr3	96577872	96594181	0.537683	0.829257	0.469575	1.498746	2.866272	0.844421	FALSE	2
Muc2	chr7	141690340	141754693	0.537647	0.374523	-0.34967	1.594712	1.19597	-0.357896	FALSE	2
Smc5	chr19	23206451	23273897	0.537616	0.668061	0.229125	1.433439	2.489575	0.712516	FALSE	2
Ywhab	chr2	163994960	164018588	0.537592	0.467523	-0.139968	1.103966	1.764794	0.584036	FALSE	2
Tmprss12	chr15	100280837	100293066	0.537584	0.635065	0.174576	0.39005	0.391733	0.003973	FALSE	2
Syce1	chr7	140777229	140787852	0.537551	0.306019	-0.526028	0.263625	0.167011	-0.321338	TRUE	2
Clk1	chr1	58410189	58424066	0.537537	0.420708	-0.241566	0.683344	0.856549	0.253006	FALSE	2
Abhd10	chr16	45729725	45742955	0.537534	0.699034	0.278728	1.134678	2.573404	1.043944	FALSE	2
Prss32	chr17	23843855	23859779	0.53737	0.418483	-0.246265	0.979679	1.246916	0.290086	FALSE	2
1700034K08Rik	chr9	92979914	93005739	0.537357	0.393558	-0.303666	0.520332	0.420838	-0.20814	FALSE	2
Hmgxb4	chr8	74993356	75031978	0.537314	0.623978	0.156268	1.601794	3.706256	1.107693	FALSE	2
Dcpp2	chr17	23880880	23900788	0.537313	0.380132	-0.335492	0.865643	0.609036	-0.388945	FALSE	2
Cast	chr13	74692368	74808810	0.537188	0.667427	0.228912	1.350899	3.373619	1.193724	FALSE	2
Xntrpc	chr7	102065713	102096864	0.537087	0.47674	-0.119799	0.646391	1.043655	0.544387	FALSE	2
Gga2	chr7	121986722	122021222	0.537001	0.467234	-0.139448	0.789876	1.11861	0.406475	FALSE	2
Bcl7b	chr5	135168283	135181855	0.536941	0.754566	0.364478	0.747906	0.808239	0.087215	FALSE	2
Tex14	chr11	87405065	87555823	0.536812	0.733507	0.333214	0.555969	0.992352	0.643578	FALSE	2
Phospho2	chr2	69789623	69800005	0.536757	0.987036	0.673398	1.136132	2.7913	1.150749	FALSE	2
Dus2	chr8	105991337	106053840	0.536742	0.554552	0.033551	1.620076	2.18821	0.388152	FALSE	2
Chsy3	chr18	59175401	59535999	0.536443	0.41493	-0.252545	6.558469	7.759852	0.235395	FALSE	2
Mup11	chr4	60658466	60662411	0.536386	0.429039	-0.220742	0.499646	0.330377	-0.386721	FALSE	2
Ncbp3	chr11	73047783	73089317	0.536282	0.471479	-0.129197	1.872138	2.707336	0.484564	FALSE	2
Acad11	chr9	104063377	104127725	0.536256	0.389423	-0.31132	0.789347	1.038015	0.317659	FALSE	2
Qrsl1	chr10	43874188	43901745	0.536234	0.518091	-0.035024	1.207206	2.158605	0.736826	FALSE	2
Fam76b	chr9	13827716	13854987	0.536228	0.525027	-0.021523	3.407763	4.77811	0.462277	FALSE	2
Gm10823	chr16	27849930	27926128	0.536169	0.620325	0.152194	0.436591	0.573595	0.273319	FALSE	2
Ebna1bp2	chr4	118620799	118627776	0.536073	0.591465	0.101973	0.661739	0.926402	0.3786	FALSE	2
2700049A03Rik	chr12	71136848	71243303	0.536041	0.440923	-0.193918	0.770687	1.649795	0.916215	FALSE	2
Tfdp2	chr9	96196275	96323646	0.536036	0.598265	0.11408	1.751436	3.64389	0.970722	FALSE	2
Trp53rkb	chr2	166793767	166799505	0.536019	0.816674	0.455344	0.9287	1.924595	0.900564	FALSE	2
Decr2	chr17	26081208	26090337	0.536001	0.394564	-0.29872	1.070294	0.865756	-0.248949	FALSE	2
Eaf2	chr16	36792884	36875003	0.535922	0.677834	0.24814	0.751253	0.533248	-0.366621	FALSE	2
Zbtb6	chr2	37425500	37443171	0.535858	0.748865	0.35808	0.799165	1.3095	0.58556	FALSE	2
Arhgap20os	chr9	51832814	51875886	0.535854	0.38115	-0.330266	0.692669	0.448502	-0.449021	FALSE	2
Or6c65	chr10	129767498	129768436	0.535729	0.429124	-0.219302	0.523913	0.298366	-0.520961	TRUE	2
Klhl8	chr5	103861973	103911259	0.535703	0.45327	-0.16658	0.412156	0.390395	-0.050518	FALSE	2
Ddx49	chr8	70292866	70302489	0.53561	0.485351	-0.099267	0.467703	0.603742	0.260326	FALSE	2
Abcf1	chr17	35956819	35969761	0.535578	0.352455	-0.400272	0.643313	0.660991	0.029236	FALSE	2
Clk4	chr11	51261730	51281766	0.535547	0.440397	-0.194123	0.957601	1.338012	0.403785	FALSE	2
Slamf6	chr1	171917515	171953170	0.535236	0.284928	-0.580625	0.584696	0.33382	-0.538833	FALSE	2
Csgalnact2	chr6	118107452	118139140	0.535136	0.571937	0.068629	0.568956	0.560227	-0.016047	FALSE	2
E330012B07Rik	chr6	147180244	147208285	0.535126	0.352249	-0.39993	0.236837	0.158109	-0.27272	FALSE	2
Vmn1r238	chr18	3122492	3123412	0.535092	0.620862	0.15517	0.296	0.250157	-0.134163	FALSE	2
Carm1	chr9	21546894	21592623	0.535066	0.395892	-0.293822	1.609126	2.300806	0.46268	TRUE	2
Dph5	chr3	115887837	115934361	0.535066	0.588396	0.09843	1.010129	2.483333	1.135778	FALSE	2
Ginm1	chr10	7767947	7792800	0.535008	0.861898	0.518863	0.946549	2.297694	1.109698	FALSE	2
Usp50	chr2	126709096	126783470	0.534962	0.38663	-0.315475	0.852591	0.982301	0.164664	FALSE	2
Slc12a6	chr2	112265825	112406319	0.534908	0.689445	0.268608	2.206911	3.747569	0.709079	TRUE	2
Xrcc6	chr15	81987835	82040085	0.534795	0.554148	0.036513	0.947823	1.187907	0.26968	TRUE	2
Dppa1	chr11	46607772	46629261	0.534753	0.384294	-0.32064	0.509145	0.352548	-0.348679	FALSE	2
Abca8b	chr11	109932190	109995845	0.534273	0.630229	0.172712	1.167687	2.543811	0.993853	FALSE	2
Ceacam2	chr7	25516042	25539857	0.534198	0.28802	-0.569838	0.505537	0.316457	-0.435419	FALSE	2
Trim23	chr13	104178797	104203372	0.534198	0.680223	0.255266	1.871864	3.618026	0.875501	FALSE	2
Phykpl	chr11	51584757	51604489	0.534061	0.548877	0.028062	1.415071	2.099492	0.504393	FALSE	2
Ogt	chrX	101640060	101684351	0.534033	0.268927	-0.624762	1.155132	1.06908	-0.093211	TRUE	2
Or14c41	chr7	86585277	86586206	0.534011	0.415158	-0.247385	0.263794	0.178211	-0.280706	TRUE	2
Isca1	chr13	59755409	59769810	0.533963	0.461919	-0.144844	1.528331	1.891388	0.27218	FALSE	2
Or52e19b	chr7	103383062	103384000	0.533932	0.353511	-0.39447	0.316062	0.229043	-0.255423	TRUE	2
Pdap1	chr5	145128769	145140238	0.533911	0.340681	-0.427057	0.507368	0.638103	0.238395	FALSE	2
Mir467a-5	chr2	10478798	10486217	0.533685	0.41415	-0.249051	0.523291	0.365361	-0.344475	TRUE	2
Wdr36	chr18	32837225	32867594	0.53366	0.481106	-0.104248	0.820681	1.193023	0.44117	TRUE	2
Meiob	chr17	24804289	24839788	0.53357	0.418569	-0.238818	1.094712	0.958917	-0.157255	FALSE	2
H2-M9	chr17	36639285	36642666	0.533508	0.272895	-0.612103	0.356032	0.152454	-0.628762	FALSE	2
Eif1ad7	chr12	88270640	88274500	0.533456	0.280721	-0.589285	0.287656	0.172754	-0.370029	FALSE	2
Mrpl15	chr1	4773206	4785739	0.533359	0.619208	0.155645	0.83075	1.727883	0.890337	FALSE	2
Or8b52	chr9	38664913	38665842	0.533204	0.335446	-0.439232	0.357239	0.194153	-0.47877	TRUE	2
Gm16630	chr6	48130906	48395408	0.533197	0.552792	0.037041	0.854863	0.674149	-0.265501	FALSE	2
Susd5	chr9	114057140	114098728	0.533186	0.401678	-0.276742	1.910036	1.712013	-0.140756	FALSE	2
Serpina1a	chr12	103853589	103863562	0.533168	0.328465	-0.457402	0.599534	0.314664	-0.615948	FALSE	2
Spdye4a	chr5	143216316	143226890	0.533087	0.409654	-0.258169	0.578125	0.639074	0.106138	FALSE	2
Taf11	chr17	27901122	27909844	0.533042	0.60781	0.136527	1.439011	1.742602	0.242412	FALSE	2
Akr1d1	chr6	37530173	37568815	0.533013	0.54342	0.019797	0.55095	0.577625	0.049058	FALSE	2
Tnfrsf9	chr4	150914562	150946102	0.532834	0.459933	-0.146891	0.83349	1.240939	0.471628	FALSE	2
S100g	chrX	162961992	162964599	0.53281	0.527621	-0.009974	0.504128	0.455397	-0.100474	FALSE	2
Dand5	chr8	84815404	84832409	0.532596	0.57184	0.073311	1.201636	1.300919	0.097376	FALSE	2
Gm3985	chr8	32888505	32950026	0.53259	0.406339	-0.26483	0.60725	0.359485	-0.513375	FALSE	2
Prss3	chr6	41373814	41377678	0.532534	0.345084	-0.413138	0.493565	0.263383	-0.56165	FALSE	2
Eml5	chr12	98786805	98901484	0.532454	0.407518	-0.261856	2.237125	2.865869	0.328677	FALSE	2
Or8b3b	chr9	38672504	38673481	0.532451	0.383597	-0.3179	0.343124	0.206176	-0.401808	TRUE	2
Agr3	chr12	35925620	35949736	0.532448	0.362806	-0.368444	0.700434	0.497397	-0.359437	FALSE	2
Tbck	chr3	132684144	132841688	0.532401	0.468086	-0.128871	1.092359	1.986983	0.749807	FALSE	2
Pex11b	chr3	96635376	96645366	0.532349	0.716237	0.315383	0.825313	1.232458	0.47447	FALSE	2
Vmn1r207	chr13	22725684	22726622	0.532284	0.397425	-0.284916	0.375728	0.242323	-0.365585	FALSE	2
Cntf	chr19	12763660	12765632	0.531982	0.573215	0.076991	0.604555	0.506054	-0.183483	TRUE	2
Zfp526	chr7	25221425	25227507	0.53193	0.515988	-0.030906	1.443105	2.273213	0.584058	FALSE	2
Dennd5b	chr6	148988071	149101680	0.531878	0.501769	-0.058943	2.066731	3.258992	0.605331	FALSE	2
Slc25a36	chr9	97074961	97111157	0.53187	0.50785	-0.046828	1.691999	3.11588	0.802909	FALSE	2
Dpagt1	chr9	44326019	44333900	0.531692	0.959056	0.649252	0.750101	1.434848	0.770345	FALSE	2
Exoc1	chr5	76529311	76570294	0.531688	0.54965	0.034059	0.995969	2.500067	1.16138	FALSE	2
9130230L23Rik	chr5	65979358	66004285	0.53154	0.419721	-0.232327	0.629146	0.411384	-0.427355	FALSE	2
Vmn1r233	chr17	20991647	20996464	0.531364	0.329864	-0.45027	0.450664	0.218697	-0.612093	FALSE	2
Or12k8	chr2	37084778	37085746	0.531259	0.370673	-0.346826	0.368254	0.204592	-0.470138	TRUE	2
Ddx24	chr12	103407982	103425830	0.531237	0.338743	-0.426927	1.273136	1.527041	0.226534	FALSE	2
Mms19	chr19	41941086	41981157	0.531234	0.507095	-0.047104	2.673819	3.745099	0.45435	FALSE	2
Septin12	chr16	4986858	4997852	0.53119	0.466659	-0.12954	0.770406	0.596636	-0.278254	FALSE	2
Adamts19	chr18	58836667	59054060	0.531123	0.407991	-0.258215	2.498854	1.60352	-0.57621	FALSE	2
Incenp	chr19	9872296	9899551	0.531115	0.526374	-0.009133	1.318434	2.063793	0.569897	FALSE	2
Stxbp4	chr11	90476492	90638084	0.531073	0.412001	-0.24894	0.765299	1.394265	0.712108	FALSE	2
2810004N23Rik	chr8	124836945	124863120	0.531018	0.43315	-0.201364	0.811756	0.99914	0.240711	FALSE	2
Adam26a	chr8	43568278	43576707	0.530929	0.339635	-0.424034	0.507281	0.236349	-0.672097	FALSE	2
Or8k41	chr2	86482799	86483740	0.530897	0.415126	-0.241488	0.312162	0.246424	-0.190133	TRUE	2
Itih6	chrX	150826972	150857053	0.530877	0.340262	-0.42232	0.419329	0.284811	-0.340673	FALSE	2
Tmed10	chr12	85340614	85374847	0.530876	0.569679	0.07267	0.496263	0.293685	-0.479414	FALSE	2
Tmed4	chr11	6270369	6274870	0.530814	0.618466	0.159249	1.253444	1.389503	0.127404	FALSE	2
Exosc10	chr4	148558429	148582401	0.530724	0.330039	-0.448581	0.600906	0.516972	-0.15556	FALSE	2
4930549G23Rik	chr18	67768299	67799971	0.53061	0.634832	0.187521	1.764372	2.781675	0.597027	FALSE	2
Umod	chr7	119462711	119479282	0.530603	0.388056	-0.303739	0.593156	0.493807	-0.18794	FALSE	2
Exosc9	chr3	36552606	36565727	0.53057	0.792934	0.432364	1.309503	2.709225	0.937349	FALSE	2
Sec23b	chr2	144556229	144590749	0.53055	0.567204	0.068767	1.098654	2.392123	0.986028	FALSE	2
Alyref	chr11	120592121	120598365	0.530444	0.499138	-0.061457	0.669788	1.00081	0.456201	FALSE	2
Ambn	chr5	88455991	88468531	0.530373	0.377922	-0.327535	0.581456	0.343438	-0.508186	FALSE	2
Etfdh	chr3	79603788	79628863	0.530341	0.727414	0.336353	4.17636	6.479026	0.607615	FALSE	2
Rnase6	chr14	51123908	51132187	0.530324	0.386585	-0.306695	1.347524	0.931259	-0.445196	FALSE	2
1700091H14Rik	chr14	42089750	42095277	0.530311	0.323164	-0.465927	0.199661	0.145658	NA	FALSE	2
Srsf9	chr5	115327177	115333080	0.530301	0.476848	-0.106591	0.679754	0.732766	0.08257	FALSE	2
Wdhd1	chr14	47240944	47276857	0.530296	0.59877	0.125959	1.407919	2.797296	0.890131	FALSE	2
Cep20	chr16	14299244	14317375	0.530188	0.498474	-0.062296	1.34158	2.210948	0.638434	FALSE	2
Haus6	chr4	86578855	86612055	0.530166	0.543975	0.026306	2.279066	3.716678	0.65554	FALSE	2
Sprr2k	chr3	92432582	92433925	0.530141	0.381568	-0.318322	0.368919	0.278357	-0.240785	FALSE	2
Sox30	chr11	45980310	46017994	0.530028	0.642943	0.202261	2.364031	2.718	0.185195	FALSE	2
Kap	chr6	133849851	133853762	0.529986	0.340238	-0.420668	0.666296	0.401873	-0.511005	FALSE	2
Or6c70	chr10	129873823	129874755	0.529938	0.448344	-0.166126	0.407994	0.304407	-0.259955	TRUE	2
Ddx43	chr9	78395777	78423587	0.529936	0.495197	-0.068404	3.153738	2.630127	-0.243303	FALSE	2
Cyp4f15	chr17	32685627	32703352	0.529735	0.288818	-0.559012	0.442322	0.308957	-0.324254	FALSE	2
Heatr5b	chr17	78752898	78835364	0.529695	0.429112	-0.207766	1.513779	2.690744	0.747388	FALSE	2
Tfec	chr6	16833373	16898441	0.529681	0.402428	-0.268275	0.537913	0.319851	-0.489286	FALSE	2
Vmn1r19	chr6	57403780	57406034	0.52964	0.502006	-0.054169	0.596963	0.35326	-0.510902	FALSE	2
Nek1	chr8	60993195	61131346	0.529614	0.552819	0.043969	1.720794	6.158924	1.716543	FALSE	2
Psmd3	chr11	98682554	98695979	0.529523	0.361127	-0.366987	1.185329	1.107338	-0.082358	FALSE	2
Cox7b	chrX	106015700	106022450	0.529503	0.353444	-0.386141	0.623848	0.659917	0.060369	TRUE	2
Mphosph8	chr14	56668248	56697430	0.529366	0.55554	0.049515	2.122813	4.524329	1.017888	FALSE	2
Uqcrc1	chr9	108936633	108949623	0.529316	0.345464	-0.405992	0.936914	1.073839	0.161346	FALSE	2
Slc10a1	chr12	80953183	80968705	0.529293	0.38783	-0.301756	0.719891	0.570674	-0.249341	FALSE	2
Psmd4	chr3	95032694	95042614	0.529276	0.376639	-0.328521	0.650551	0.914438	0.381885	FALSE	2
Dlst	chr12	85110833	85134845	0.529231	0.351633	-0.390177	0.969383	1.499601	0.531772	FALSE	2
Wdr5	chr2	27515157	27536535	0.52915	0.506159	-0.044954	1.252944	2.138115	0.678844	TRUE	2
Psg19	chr7	18789567	18798520	0.529143	0.285372	-0.567676	0.816794	0.396797	-0.749036	FALSE	2
Kctd5	chr17	24047734	24073485	0.529047	0.459248	-0.141071	0.643322	0.745704	0.16164	FALSE	2
Vmn2r2	chr3	64115278	64141928	0.528929	0.439053	-0.184371	1.07793	0.81124	-0.331764	FALSE	2
Tdg	chr10	82629828	82650799	0.528926	0.472898	-0.112142	0.852688	1.209487	0.414187	FALSE	2
Kif1c	chr11	70700548	70731964	0.52885	0.338386	-0.423256	1.288312	1.293527	0.004978	TRUE	2
Pkd1l3	chr8	109614517	109674386	0.528838	0.595845	0.123604	0.590971	0.629865	0.067564	TRUE	2
Csn1s2a	chr5	87774567	87788797	0.528749	0.440337	-0.181219	0.354125	0.316032	-0.099002	FALSE	2
Bptf	chr11	107033081	107132127	0.528571	0.366985	-0.35069	0.831851	0.920117	0.116226	TRUE	2
Atf7	chr15	102523843	102625464	0.52856	0.68403	0.272174	1.612912	2.500306	0.569571	FALSE	2
Or52e8b	chr7	105024025	105024966	0.528551	0.444103	-0.172635	0.393906	0.239642	-0.417319	TRUE	2
Or5i1	chr2	87782536	87783486	0.528544	0.6598	0.233022	0.506741	0.356951	-0.332869	TRUE	2
Tars2	chr3	95739976	95754883	0.52847	0.415677	-0.235569	0.438247	0.366491	-0.166457	FALSE	2
Or5p5	chr7	107814580	107815506	0.52846	0.278366	-0.58649	0.378198	0.212699	-0.467039	TRUE	2
Or52h7	chr7	104564152	104565212	0.528155	0.278332	-0.586	0.391054	0.190124	-0.574962	TRUE	2
Ppp1r3a	chr6	14713977	14755274	0.528133	0.369621	-0.343385	0.648936	0.453725	-0.366976	FALSE	2
Larp6	chr9	60712989	60738801	0.528057	0.568578	0.076082	1.982603	2.341943	0.218007	FALSE	2
Or8b12	chr9	37746136	37747068	0.528041	0.686224	0.276669	0.359853	0.459294	0.228262	TRUE	2
Dlg1	chr16	31663443	31875129	0.528004	0.574767	0.087458	2.024906	3.91509	0.881193	TRUE	2
Zfyve26	chr12	79232346	79296304	0.527955	0.384586	-0.306893	1.451885	3.038037	0.962427	FALSE	2
Rpl4	chr9	64173375	64178666	0.527895	0.407836	-0.25236	0.457109	0.568086	0.218895	TRUE	2
Or8b55	chr9	38815408	38816539	0.52786	0.443466	-0.172688	0.334062	0.219331	-0.334579	TRUE	2
Ankrd31	chr13	96748272	96910039	0.527812	0.524406	-0.006584	0.893706	0.590208	-0.458889	FALSE	2
4930435F18Rik	chr13	116802095	116838178	0.52781	0.389304	-0.295405	0.150434	0.155459	NA	FALSE	2
Cdc16	chr8	13757676	13781938	0.527739	0.417824	-0.229298	1.018672	1.861799	0.748925	FALSE	2
Gak	chr5	108569411	108629755	0.527714	0.382917	-0.310418	0.303919	0.170899	-0.422326	TRUE	2
Or4a79	chr2	89721103	89722201	0.527659	0.273261	-0.599794	0.295899	0.189176	-0.334193	TRUE	2
1700006F04Rik	chr14	119749225	119751564	0.527618	0.542031	0.02754	0.674592	0.825984	0.225503	FALSE	2
Or8d2	chr9	38848116	38849042	0.527565	0.437328	-0.185522	0.338466	0.237974	-0.286067	TRUE	2
Topaz1	chr9	122747346	122802135	0.527546	0.441703	-0.175918	0.966806	0.606149	-0.522483	FALSE	2
Mlh3	chr12	85234520	85270599	0.527506	0.630868	0.186794	1.024798	1.727322	0.645481	TRUE	2
4930529C04Rik	chr3	91071662	91075195	0.527472	0.474296	-0.106435	0.329531	0.33697	0.019389	FALSE	2
Ttc3	chr16	94370618	94469343	0.52738	0.346153	-0.400503	1.102066	1.222369	0.125624	TRUE	2
Srrt	chr5	137295704	137307674	0.527349	0.357782	-0.371124	0.355838	0.441447	0.199887	TRUE	2
Tcp11x2	chrX	135654698	135693790	0.527327	0.441364	-0.176236	0.626837	0.405057	-0.437954	FALSE	2
4933430M04Rik	chr11	24481909	24569952	0.527246	0.880078	0.557805	2.32618	3.74073	0.637384	FALSE	2
Mix23	chr16	36071685	36092120	0.527244	0.571231	0.082494	1.234021	2.858905	1.082244	FALSE	2
Ccnb2	chr9	70407692	70421547	0.527234	0.454659	-0.147352	0.704109	0.84697	0.207334	FALSE	2
Taok2	chr7	126865678	126884703	0.527193	0.369994	-0.340658	0.51377	0.379315	-0.291909	TRUE	2
Mmp27	chr9	7571396	7581885	0.527179	0.377513	-0.322368	0.615706	0.387811	-0.459219	FALSE	2
Gemin5	chr11	58120002	58168539	0.52717	0.48257	-0.088766	0.501125	1.103578	0.875905	FALSE	2
