stripe_id	chr1	x1	x2	direction	logFC	FDR	body_genes	body_gene_count	se_hub_P60	se_hub_ENCODE	se_hub_any
stripe_543	chr19	3845001	3875000	lost	-0.0649	0.03046	Acy3,Aip,Aldh3b1,Aldh3b2,Aldh3b3,Ankrd13d,Cabp2,Cabp4,Carns1,Cdk2ap2,Chka,Clcf1,Coro1b,Doc2g,Gpr152,Grk2,Gstp1,Gstp2,Gstp3,Ndufs8,Ndufv1,Nudt8,Pitpnm1,Pold4,Ppp1ca,Ptprcap,Rad9a,Rps6kb2,Ssh3,Tbc1d10c,Tbx10,Tcirg1,Tmem134,Unc93b1	34	TRUE	FALSE	TRUE
stripe_544	chr19	3995001	4020000	lost	-0.0699	0.02423	Aip,Ankrd13d,Cabp2,Cabp4,Carns1,Cdk2ap2,Clcf1,Coro1b,Doc2g,Gpr152,Grk2,Gstp1,Gstp2,Gstp3,Ndufv1,Nudt8,Pitpnm1,Pold4,Ppp1ca,Ptprcap,Rad9a,Rps6kb2,Ssh3,Tbc1d10c,Tmem134	25	FALSE	FALSE	FALSE
stripe_545	chr19	6050001	6070000	gained	-0.0626	0.03607	Arl2,Atg2a,Batf2,Cdc42bpg,Cdca5,Ehd1,Gm550,Gpha2,Majin,Map4k2,Men1,Mrpl49,Naaladl1,Nrxn2,Ppp2r5b,Pygm,Rasgrp2,Sac3d1,Sf1,Slc22a12,Snx15,Tm7sf2,Tmem262,Vps51,Zfpl1,Znhit2	26	FALSE	FALSE	FALSE
stripe_546	chr19	6920001	6945000	gained	-0.0859	0.003778	Bad,Catsperz,Dnajc4,Esrra,Fermt3,Fkbp2,Flrt1,Gm51400,Gpr137,Kcnk4,Macrod1,Nudt22,Otub1,Plcb3,Ppp1r14b,Stip1,Trpt1,Vegfb	18	TRUE	FALSE	TRUE
stripe_547	chr19	10300001	10320000	lost	0.0719	0.03423	Best1,Dagla,Fads1,Fads2,Fads3,Fen1,Fth1,Myrf,Rab3il1,Tmem258	10	FALSE	FALSE	FALSE
stripe_548	chr19	10865001	10900000	gained	-0.0661	0.02281	Cd5,Cd6,Cpsf7,Cyb561a3,Ddb1,Pga5,Prpf19,Sdhaf2,Slc15a3,Tkfc,Tmem109,Tmem132a,Tmem138,Tmem216,Vps37c,Vwce	16	TRUE	FALSE	TRUE
stripe_549	chr19	10870001	10900000	lost	-0.0655	0.02423	Cd5,Cd6,Cpsf7,Cyb561a3,Ddb1,Pga5,Prpf19,Sdhaf2,Slc15a3,Tkfc,Tmem109,Tmem132a,Tmem138,Tmem216,Vps37c,Vwce	16	TRUE	FALSE	TRUE
stripe_550	chr19	17355001	17375000	gained	-0.206	1.611e-5	Foxb2,Gcnt1,Prune2	3	FALSE	FALSE	FALSE
stripe_551	chr19	21130001	21150000	lost	-0.1216	9.688e-4	1110059E24Rik,Abhd17b,Cemip2,Gda,Zfand5	5	FALSE	FALSE	FALSE
stripe_552	chr19	22445001	22465000	lost	-0.2051	8.529e-6	NA	0	FALSE	FALSE	FALSE
stripe_553	chr19	22445001	22465000	gained	-0.2004	1.196e-5	NA	0	FALSE	FALSE	FALSE
stripe_554	chr19	22550001	22570000	lost	-0.1044	0.001979	NA	0	FALSE	FALSE	FALSE
stripe_555	chr19	22550001	22565000	gained	-0.0942	0.005716	Klf9	1	FALSE	FALSE	FALSE
stripe_556	chr19	22880001	22900000	gained	-0.1003	0.003595	NA	0	TRUE	FALSE	TRUE
stripe_557	chr19	23550001	23570000	lost	-0.0756	0.01604	Apba1,Cfap95,Entrep1,Fxn,Pabir1,Ptar1,Tjp2	7	FALSE	FALSE	FALSE
stripe_558	chr19	26715001	26740000	gained	-0.0697	0.0153	Gm815,Kcnv2,Pum3,Vldlr	4	FALSE	FALSE	FALSE
stripe_559	chr19	26940001	26955000	lost	-0.0719	0.04506	Kcnv2,Pum3,Vldlr	3	FALSE	FALSE	FALSE
stripe_560	chr19	28830001	28850000	lost	-0.0788	0.04369	Ak3,Brd10,Cd274,Cdc37l1,Ermp1,Insl6,Jak2,Mlana,Pdcd1lg2,Plgrkt,Plpp6,Ranbp6,Rcl1,Ric1,Rln1,Slc1a1,Spata6l	17	FALSE	FALSE	FALSE
stripe_561	chr19	29635001	29655000	gained	-0.07	0.04773	Brd10,Ermp1,Il33,Mlana,Ranbp6,Trpd52l3,Uhrf2	7	FALSE	FALSE	FALSE
stripe_562	chr19	38340001	38360000	lost	-0.0864	0.009949	Cep55,Ffar4,Fra10ac1,Lgi1,Myof,Pde6c,Rbp4	7	FALSE	FALSE	FALSE
stripe_563	chr19	43745001	43765000	lost	-0.1064	0.01298	Cnnm1,Cox15,Cutc,Entpd7,Got1,Nkx2-3,Slc25a28	7	FALSE	FALSE	FALSE
stripe_564	chr19	46320001	46340000	gained	-0.0626	0.04575	Actr1a,Arl3,As3mt,Atp5mk,Borcs7,Calhm1,Calhm2,Cnnm2,Cuedc2,Cyp17a1,Fbxl15,Ina,Mfsd13a,Neurl1a,Nt5c2,Pcgf6,Pdcd11,Psd,Sfxn2,Sufu,Taf5,Trim8,Wbp1l	23	TRUE	FALSE	TRUE
stripe_565	chr19	47160001	47185000	gained	-0.0769	0.02251	Neurl1a	1	TRUE	FALSE	TRUE
stripe_566	chr19	53025001	53040000	lost	-0.1448	2.988e-4	Add3,Bbip1,Dusp5,Mxi1,Pdcd4,Rbm20,Shoc2,Smc3,Smndc1,Xpnpep1	10	FALSE	FALSE	FALSE
stripe_567	chr19	53595001	53615000	gained	-0.0731	0.02046	Add3,Dusp5,Mxi1,Smc3,Smndc1,Xpnpep1	6	FALSE	FALSE	FALSE
stripe_568	chr19	56920001	56945000	gained	-0.095	0.002057	Ablim1,Afap1l2	2	TRUE	FALSE	TRUE
stripe_569	chr19	57350001	57370000	gained	-0.0946	0.006959	Ablim1,Adrb1,Afap1l2,Ccdc186,Fhip2a,Tdrd1,Vwa2	7	FALSE	FALSE	FALSE
stripe_570	chr19	58895001	58925000	lost	-0.1037	0.004148	Pnlip,Pnliprp1,Pnliprp2,Spmip5	4	FALSE	FALSE	FALSE
stripe_571	chr19	60120001	60140000	lost	-0.0761	0.03008	Emx2,Pdzd8,Rab11fip2,Slc18a2	4	FALSE	FALSE	FALSE
stripe_572	chr2	4150001	4175000	gained	0.0812	0.007676	Fam107b,Frmd4a	2	FALSE	FALSE	FALSE
stripe_573	chr2	4220001	4240000	gained	0.119	0.001545	Bend7,Prpf18	2	FALSE	FALSE	FALSE
stripe_574	chr2	4390001	4410000	gained	0.1001	0.004208	Cdnf,Dclre1c,Fam107b,Frmd4a,Hspa14,Meig1,Olah,Suv39h2	8	FALSE	FALSE	FALSE
stripe_575	chr2	4855001	4875000	gained	0.1156	0.001291	Bend7,Prpf18	2	FALSE	FALSE	FALSE
stripe_576	chr2	5230001	5250000	gained	0.1182	0.002308	Ccdc3,Mcm10,Optn	3	FALSE	FALSE	FALSE
stripe_577	chr2	5230001	5250000	gained	0.0917	0.005592	Camk1d,Cdc123,Nudt5,Sec61a2	4	FALSE	FALSE	FALSE
stripe_578	chr2	8360001	8380000	gained	0.0758	0.0357	Celf2	1	FALSE	FALSE	FALSE
stripe_579	chr2	17830001	17850000	gained	0.12	0.002036	Nebl	1	FALSE	FALSE	FALSE
stripe_580	chr2	25475001	25495000	gained	-0.0632	0.03686	Abca2,Anapc2,Cimip2a,Clic3,Cysrt1,Dpp7,Entpd2,Fut7,Grin1,Lcn12,Lrrc26,Man1b1,Ndor1,Nelfb,Npdc1,Paxx,Ptgds,Rnf208,Rnf224,Sapcd2,Slc34a3,Ssna1,Stpg3,Tmem203,Tmem210,Tor4a,Tprn,Tubb4b,Uap1l1	29	TRUE	FALSE	TRUE
stripe_581	chr2	27265001	27285000	lost	0.0617	0.03791	Brd3,Brd3os,Col5a1,Rxra,Vav2,Wdr5	6	FALSE	FALSE	FALSE
stripe_582	chr2	27425001	27450000	gained	0.1088	7.108e-4	Adamts13,Adamtsl2,Brd3os,Cacfd1,Dbh,Fam163b,Med22,Mymk,Rexo4,Rpl7a,Sardh,Slc2a6,Stkld1,Surf1,Surf2,Surf4,Surf6,Vav2	18	FALSE	FALSE	FALSE
stripe_583	chr2	29410001	29430000	lost	0.0655	0.02734	Rapgef1	1	FALSE	FALSE	FALSE
stripe_584	chr2	30920001	30945000	gained	0.1028	8.124e-4	1700001O22Rik,Asb6,Crat,Cstad,Ier5l,Ntmt1,Prrx2,Ptges,Ptpa	9	FALSE	FALSE	FALSE
stripe_585	chr2	31635001	31655000	gained	0.0724	0.01779	Asb6,Ass1,BC005624,Fnbp1,Fubp3,Gpr107,Hmcn2,Ncs1,Prdm12,Prrx2,Ptges,Tor1a,Tor1b,Usp20	14	FALSE	FALSE	FALSE
stripe_586	chr2	32025001	32045000	lost	0.0816	0.009039	Bbln,Ciz1,Dnm1,Fam78a,Golga2,Lcn2,Plpp7,Pomt1,Prrc2b,Ptges2,Swi5,Uck1	12	FALSE	FALSE	FALSE
stripe_587	chr2	32120001	32140000	lost	0.095	0.005145	Abl1,Aif1l,Ass1,BC005624,Exosc2,Fam78a,Fibcd1,Fnbp1,Fubp3,Gpr107,Hmcn2,Lamc3,Ncs1,Nup214,Plpp7,Prdm12,Qrfp,Tor1a,Tor1b,Usp20	20	TRUE	FALSE	TRUE
stripe_588	chr2	37370001	37390000	lost	-0.109	0.009738	Crb2,Gpr21,Rabgap1,Rc3h2,Strbp,Zbtb26,Zbtb6	7	FALSE	FALSE	FALSE
stripe_589	chr2	46435001	46455000	gained	0.3684	1.433e-7	Gtdc1,Zeb2	2	FALSE	FALSE	FALSE
stripe_590	chr2	48300001	48320000	gained	0.0877	0.02251	Acvr2a	1	FALSE	FALSE	FALSE
stripe_591	chr2	51830001	51860000	gained	0.0617	0.03673	Rnd3,Tas2r134	2	FALSE	FALSE	FALSE
stripe_592	chr2	51905001	51925000	gained	0.1018	0.002296	Rnd3,Tas2r134	2	FALSE	FALSE	FALSE
stripe_593	chr2	57225001	57260000	gained	-0.1132	4.257e-4	Cytip,Ermn,Galnt5,Gpd2	4	FALSE	FALSE	FALSE
stripe_594	chr2	58125001	58145000	lost	-0.1401	0.004874	Acvr1,Acvr1c,Cytip,Upp2	4	FALSE	FALSE	FALSE
stripe_595	chr2	58125001	58145000	lost	-0.1225	0.007374	Ermn,Galnt5	2	FALSE	FALSE	FALSE
stripe_596	chr2	58125001	58145000	gained	-0.1332	0.00632	Acvr1,Acvr1c,Cytip,Upp2	4	FALSE	FALSE	FALSE
stripe_597	chr2	58310001	58335000	gained	-0.1002	0.002818	Cytip,Ermn,Galnt5	3	FALSE	FALSE	FALSE
stripe_598	chr2	65325001	65345000	gained	0.1007	0.009949	Cobll1,Grb14	2	FALSE	FALSE	FALSE
stripe_599	chr2	66625001	66650000	gained	0.1407	0.001081	Scn1a,Scn9a,Ttc21b	3	FALSE	FALSE	FALSE
stripe_600	chr2	66945001	66965000	gained	0.1213	0.001127	B3galt1,Gm1322,Stk39,Xirp2	4	FALSE	FALSE	FALSE
stripe_601	chr2	67555001	67590000	gained	0.2527	3.885e-7	B3galt1,Stk39	2	FALSE	FALSE	FALSE
stripe_602	chr2	67645001	67665000	gained	0.208	8.529e-6	B3galt1,Stk39	2	FALSE	FALSE	FALSE
stripe_603	chr2	68325001	68355000	gained	0.1909	7.148e-6	B3galt1	1	FALSE	FALSE	FALSE
stripe_604	chr2	70120001	70140000	gained	0.3228	5.37e-7	Erich2,Gad1,Sp5	3	FALSE	FALSE	FALSE
stripe_605	chr2	71035001	71055000	lost	0.1101	8.745e-4	Gorasp2,Tlk1	2	FALSE	FALSE	FALSE
stripe_606	chr2	71890001	71920000	gained	0.0603	0.03902	Rapgef4	1	FALSE	FALSE	FALSE
stripe_607	chr2	72375001	72395000	gained	0.1197	0.001962	Map3k20,Rapgef4	2	FALSE	FALSE	FALSE
stripe_608	chr2	78535001	78555000	lost	-0.0804	0.008739	Cerkl,Itga4,Itprid2,Neurod1,Ppp1r1c,Ube2e3	6	FALSE	FALSE	FALSE
stripe_609	chr2	78535001	78555000	gained	-0.0775	0.0109	Cerkl,Itga4,Neurod1,Ube2e3	4	FALSE	FALSE	FALSE
stripe_610	chr2	90740001	90770000	lost	-0.0693	0.01428	Acp2,Agbl2,Arfgap2,C1qtnf4,Celf1,Ddb2,Fnbp4,Kbtbd4,Madd,Mtch2,Mybpc3,Ndufs3,Nr1h3,Pacsin3,Psmc3,Ptpmt1,Rapsn,Slc39a13,Spi1	19	FALSE	FALSE	FALSE
stripe_611	chr2	91565001	91585000	lost	-0.0989	0.00293	Acp2,Agbl2,Arfgap2,C1qtnf4,Celf1,Ckap5,Cstpp1,Ddb2,Fnbp4,Kbtbd4,Lrp4,Madd,Mtch2,Mybpc3,Ndufs3,Nr1h3,Pacsin3,Psmc3,Ptpmt1,Rapsn,Slc39a13,Spi1	22	FALSE	FALSE	FALSE
stripe_612	chr2	91570001	91590000	gained	-0.1057	0.002486	Acp2,Arfgap2,Ckap5,Cstpp1,Ddb2,Lrp4,Madd,Mybpc3,Nr1h3,Pacsin3,Psmc3,Rapsn,Slc39a13,Spi1	14	FALSE	FALSE	FALSE
stripe_613	chr2	92485001	92505000	gained	0.093	0.008772	Cd82,Chst1,Prdm11,Syt13,Trp53i11,Tspan18	6	FALSE	FALSE	FALSE
stripe_614	chr2	92795001	92815000	lost	0.0862	0.01878	NA	0	FALSE	FALSE	FALSE
stripe_615	chr2	93310001	93335000	lost	0.0607	0.04221	Alx4,Cd82,Ext2,Tspan18	4	FALSE	FALSE	FALSE
stripe_616	chr2	96760001	96775000	lost	-0.0878	0.02157	NA	0	FALSE	FALSE	FALSE
stripe_617	chr2	97255001	97275000	lost	-0.1031	0.003965	NA	0	FALSE	FALSE	FALSE
stripe_618	chr2	103590001	103610000	gained	0.135	0.001107	4931422A03Rik,A930018P22Rik,Caprin1,Cd59a,Cd59b,Cstf3,D430041D05Rik,Fbxo3,Hipk3,Lmo2,Nat10	11	FALSE	FALSE	FALSE
stripe_619	chr2	104385001	104415000	lost	0.0716	0.01328	D430041D05Rik	1	TRUE	FALSE	TRUE
stripe_620	chr2	106065001	106085000	gained	-0.0736	0.02577	Dnajc24,Elp4,Immp1l,Pax6	4	FALSE	FALSE	FALSE
stripe_621	chr2	106070001	106095000	lost	-0.0652	0.01941	Dnajc24,Elp4,Immp1l,Pax6,Rcn1	5	FALSE	FALSE	FALSE
stripe_622	chr2	109670001	109695000	lost	-0.1291	0.003881	Bdnf,Ccdc34,Lgr4,Lin7c	4	FALSE	FALSE	FALSE
stripe_623	chr2	123925001	123950000	gained	0.1181	8.439e-4	Ctxn2,Myef2,Sema6d,Slc12a1,Slc24a5	5	FALSE	FALSE	FALSE
stripe_624	chr2	131975001	131995000	gained	0.072	0.02415	Cds2,Pcna,Rassf2,Slc23a2,Tmem230	5	FALSE	FALSE	FALSE
stripe_625	chr2	132785001	132815000	lost	-0.0597	0.02995	Cds2,Chgb,Gpcpd1,Pcna,Prokr2,Shld1,Tmem230	7	FALSE	FALSE	FALSE
stripe_626	chr2	132785001	132805000	gained	-0.0662	0.03116	Cds2,Chgb,Gpcpd1,Pcna,Prokr2,Shld1	6	FALSE	FALSE	FALSE
stripe_627	chr2	133540001	133560000	gained	0.1101	0.002478	Bmp2	1	FALSE	FALSE	FALSE
stripe_628	chr2	133995001	134020000	gained	0.0906	0.005228	Bmp2	1	FALSE	FALSE	FALSE
stripe_629	chr2	136125001	136150000	gained	0.098	0.002456	Lamp5,Plcb1,Plcb4,Tmx4	4	FALSE	FALSE	FALSE
stripe_630	chr2	138255001	138290000	lost	-0.0636	0.02058	Btbd3	1	TRUE	FALSE	TRUE
stripe_631	chr2	138400001	138435000	lost	-0.0787	0.007676	NA	0	FALSE	FALSE	FALSE
stripe_632	chr2	138535001	138555000	gained	-0.0774	0.0129	Btbd3	1	FALSE	FALSE	FALSE
stripe_633	chr2	139350001	139385000	lost	-0.068	0.01536	Btbd3	1	TRUE	FALSE	TRUE
stripe_634	chr2	139350001	139385000	gained	-0.0668	0.01766	Btbd3	1	TRUE	FALSE	TRUE
stripe_635	chr2	140560001	140580000	gained	-0.0597	0.04324	Flrt3	1	FALSE	FALSE	FALSE
stripe_636	chr2	140565001	140585000	lost	-0.0628	0.03458	Flrt3	1	FALSE	FALSE	FALSE
stripe_637	chr2	141810001	141835000	gained	-0.0877	0.004745	NA	0	FALSE	FALSE	FALSE
stripe_638	chr2	141850001	141870000	gained	-0.1151	0.002156	NA	0	FALSE	FALSE	FALSE
stripe_639	chr2	142275001	142295000	gained	-0.0734	0.0278	NA	0	FALSE	FALSE	FALSE
stripe_640	chr2	145095001	145110000	gained	0.1829	4.172e-4	Dtd1,Scp2d1	2	FALSE	FALSE	FALSE
stripe_641	chr2	145685001	145705000	gained	0.1587	5.993e-4	Cfap61,Crnkl1,Naa20,Rin2	4	FALSE	FALSE	FALSE
stripe_642	chr2	149720001	149740000	lost	0.0743	0.04943	Syndig1	1	FALSE	FALSE	FALSE
stripe_643	chr2	153650001	153670000	lost	0.0692	0.0474	Bpifa1,Bpifa2,Bpifa3,Bpifa5,Bpifa6,Bpifb1,Bpifb2,Bpifb3,Bpifb4,Bpifb5,Bpifb6,Bpifb9a,Bpifb9b,Cdk5rap1,Efcab8,Mapre1,Sun5	17	FALSE	FALSE	FALSE
stripe_644	chr2	156775001	156795000	lost	0.0584	0.04942	Dsn1,Ghrh,Manbal,Mroh8,Mtcl2,Myl9,Ndrg3,Rab5if,Rbl1,Rpn2,Samhd1,Sla2,Src,Tgif2,Tldc2	15	FALSE	FALSE	FALSE
stripe_645	chr2	161530001	161550000	gained	0.1228	3.94e-4	Ptprt	1	FALSE	FALSE	FALSE
stripe_646	chr2	161825001	161840000	gained	0.1927	4.06e-5	Ptprt	1	FALSE	FALSE	FALSE
stripe_647	chr2	161830001	161845000	lost	0.1235	0.008502	NA	0	FALSE	FALSE	FALSE
stripe_648	chr2	161855001	161870000	gained	0.2031	5.195e-5	NA	0	FALSE	FALSE	FALSE
stripe_649	chr2	161995001	162015000	gained	0.1205	0.00231	Chd6	1	FALSE	FALSE	FALSE
stripe_650	chr2	162190001	162210000	lost	0.1463	3.429e-4	L3mbtl1,Ptprt,Srsf6	3	FALSE	FALSE	FALSE
stripe_651	chr2	162630001	162650000	lost	0.2061	1.072e-5	NA	0	FALSE	FALSE	FALSE
stripe_652	chr2	163330001	163350000	gained	0.2006	3.258e-5	Ift52,L3mbtl1,Mybl2,Sgk2,Srsf6,Tox2	6	FALSE	FALSE	FALSE
stripe_653	chr2	166195001	166220000	gained	0.3073	1.53e-7	Prex1	1	FALSE	FALSE	FALSE
stripe_654	chr2	166450001	166475000	gained	0.2938	1.53e-7	Eya2,Ncoa3,Sulf2,Zmynd8	4	FALSE	FALSE	FALSE
stripe_655	chr2	166625001	166640000	gained	0.1998	1.967e-4	Ncoa3,Sulf2,Zmynd8	3	FALSE	FALSE	FALSE
stripe_656	chr2	166710001	166725000	gained	0.2502	1.196e-5	Ncoa3,Prex1,Sulf2,Zmynd8	4	FALSE	FALSE	FALSE
stripe_657	chr2	167195001	167225000	gained	0.138	8.482e-5	Ddx27,Kcnb1,Stau1,Znfx1	4	FALSE	FALSE	FALSE
stripe_658	chr2	167885001	167905000	gained	0.1447	2.289e-4	Cebpb,Peds1,Snai1,Ube2v1	4	FALSE	FALSE	FALSE
stripe_659	chr2	168185001	168205000	gained	0.1028	0.0179	B4galt5,Cebpb,Pard6b,Peds1,Ptpn1,Ripor3,Rnf114,Slc9a8,Snai1,Spata2,Ube2v1	11	FALSE	FALSE	FALSE
stripe_660	chr2	168865001	168885000	gained	0.0992	0.006206	Atp9a,Dpm1,Kcng1,Mocs3,Nfatc2,Sall4	6	FALSE	FALSE	FALSE
stripe_661	chr2	172825001	172850000	gained	0.0952	0.006422	Bmp7,Rae1,Spo11	3	FALSE	FALSE	FALSE
stripe_662	chr2	173540001	173560000	gained	0.1023	0.006472	Cimip1,Ctcfl,Pck1,Pmepa1,Zbp1	5	FALSE	FALSE	FALSE
stripe_663	chr2	180335001	180355000	gained	0.1011	0.007644	Adrm1,Cables2,Gata5,Lama5,Osbpl2,Rbbp8nl,Rps21	7	FALSE	FALSE	FALSE
stripe_664	chr3	9595001	9625000	gained	0.0666	0.03022	Hey1,Mrps28,Stmn2,Tpd52,Zbtb10,Zfp704	6	FALSE	FALSE	FALSE
stripe_665	chr3	9825001	9840000	gained	0.0826	0.02873	Hey1,Mrps28,Pag1,Tpd52,Zbtb10,Zfp704	6	FALSE	FALSE	FALSE
stripe_666	chr3	10065001	10085000	gained	0.0903	0.0496	Fabp5,Hey1,Mrps28,Pag1,Stmn2,Tpd52,Zbtb10,Zfp704	8	FALSE	FALSE	FALSE
stripe_667	chr3	14140001	14170000	gained	0.1553	2.867e-4	Ralyl	1	FALSE	FALSE	FALSE
stripe_668	chr3	18315001	18335000	gained	0.1041	0.01163	NA	0	FALSE	FALSE	FALSE
stripe_669	chr3	19045001	19075000	gained	0.1611	5.113e-5	Cyp7b1	1	FALSE	FALSE	FALSE
stripe_670	chr3	22730001	22750000	lost	-0.1087	0.002667	NA	0	FALSE	FALSE	FALSE
stripe_671	chr3	25230001	25250000	gained	0.0955	0.006472	Naaladl2	1	FALSE	FALSE	FALSE
stripe_672	chr3	30580001	30605000	lost	-0.1038	0.006038	Actrt3,Gpr160,Lrrc31,Lrrc34,Lrriq4,Mynn,Phc3,Prkci,Samd7,Sec62,Skil	11	FALSE	FALSE	FALSE
stripe_673	chr3	32735001	32755000	gained	0.1573	0.003333	Mrpl47,Ndufb5,Usp13	3	FALSE	FALSE	FALSE
stripe_674	chr3	37625001	37645000	lost	-0.0803	0.02744	Gm5148,Spry1	2	FALSE	FALSE	FALSE
stripe_675	chr3	50290001	50310000	gained	0.1096	0.03917	Pcdh18	1	FALSE	FALSE	FALSE
stripe_676	chr3	50900001	50930000	gained	0.1532	4.383e-4	Noct	1	FALSE	FALSE	FALSE
stripe_677	chr3	51865001	51890000	gained	-0.1053	0.003253	Mgst2,Setd7	2	FALSE	FALSE	FALSE
stripe_678	chr3	52010001	52035000	gained	-0.0869	0.003205	Mgst2,Setd7	2	FALSE	FALSE	FALSE
stripe_679	chr3	52015001	52040000	lost	-0.079	0.005228	Elf2,Mgarp,Mgst2,Naa15,Ndufc1,Rab33b,Setd7	7	FALSE	FALSE	FALSE
stripe_680	chr3	52090001	52115000	lost	-0.093	0.002812	Elf2,Maml3,Mgarp,Mgst2,Naa15,Ndufc1,Noct,Rab33b,Setd7	9	TRUE	FALSE	TRUE
stripe_681	chr3	53725001	53745000	gained	0.1151	0.03278	Frem2	1	FALSE	FALSE	FALSE
stripe_682	chr3	55330001	55360000	gained	0.136	5.502e-4	Ccdc169,Dclk1,Sohlh2,Spart	4	FALSE	FALSE	FALSE
stripe_683	chr3	55990001	56010000	lost	0.0664	0.03592	Nbea	1	FALSE	FALSE	FALSE
stripe_684	chr3	65095001	65110000	gained	-0.1122	0.004921	Ccnl1,Lekr1,Ssr3,Tiparp	4	FALSE	FALSE	FALSE
stripe_685	chr3	65380001	65400000	lost	-0.1154	0.002662	Ccnl1,Lekr1,Ssr3,Tiparp	4	FALSE	FALSE	FALSE
stripe_686	chr3	65525001	65545000	gained	-0.1033	0.01071	Ccnl1,Lekr1,Tiparp	3	FALSE	FALSE	FALSE
stripe_687	chr3	69860001	69895000	gained	-0.1011	0.003959	Arl14,B3galnt1,Ift80,Kpna4,Nmd3,Ppm1l,Smc4,Sptssb,Trim59	9	FALSE	FALSE	FALSE
stripe_688	chr3	70090001	70110000	gained	0.1424	0.001064	NA	0	FALSE	FALSE	FALSE
stripe_689	chr3	89755001	89780000	gained	0.0887	0.01371	4933434E20Rik,Atp8b2,Cfap141,Chrnb2,Chtop,Creb3l4,Crtc2,Dennd4b,Gatad2b,Hax1,Il6ra,Ilf2,Ints3,Jtb,Npr1,Nup210l,Rab13,Rps27,Rps27rt,S100a1,S100a13,She,Slc27a3,Slc39a1,Snapin,Tpm3,Ubap2l,Ube2q1	28	FALSE	FALSE	FALSE
stripe_690	chr3	101135001	101170000	gained	0.092	0.0113	Cd101,Ptgfrn,Trim45,Ttf2	4	FALSE	FALSE	FALSE
stripe_691	chr3	104210001	104230000	lost	0.1768	9.536e-5	Lrig2,Magi3,Slc16a1	3	FALSE	FALSE	FALSE
stripe_692	chr3	105405001	105430000	gained	0.0958	0.005026	Capza1,Cttnbp2nl,Lrig2,Magi3,Mov10,Ppm1j,Rhoc,Slc16a1,St7l,Tafa3,Wnt2b	11	FALSE	FALSE	FALSE
stripe_693	chr3	121525001	121550000	gained	0.1716	1.177e-4	F3,Slc44a3	2	FALSE	FALSE	FALSE
stripe_694	chr3	126995001	127025000	lost	0.0881	0.003529	NA	0	FALSE	FALSE	FALSE
stripe_695	chr3	141230001	141250000	gained	-0.101	0.00641	Pdha2	1	FALSE	FALSE	FALSE
stripe_696	chr3	141460001	141480000	lost	-0.0689	0.04517	Pdha2,Unc5c	2	FALSE	FALSE	FALSE
stripe_697	chr3	141695001	141720000	lost	-0.073	0.01607	Unc5c	1	FALSE	FALSE	FALSE
stripe_698	chr3	141695001	141715000	gained	-0.0888	0.01374	NA	0	FALSE	FALSE	FALSE
stripe_699	chr3	143580001	143600000	gained	0.1475	6.931e-4	Hs2st1,Lmo4,Selenof,Sh3glb1	4	FALSE	FALSE	FALSE
stripe_700	chr3	153235001	153265000	gained	0.0876	0.005884	NA	0	FALSE	FALSE	FALSE
stripe_701	chr3	156625001	156645000	gained	0.062	0.04696	NA	0	FALSE	FALSE	FALSE
stripe_702	chr3	158195001	158215000	gained	0.2254	4.211e-5	Lrrc7	1	FALSE	FALSE	FALSE
stripe_703	chr4	3600001	3620000	lost	-0.1898	8.519e-5	Lyn,Rps20	2	FALSE	FALSE	FALSE
stripe_704	chr4	9650001	9670000	gained	-0.0882	0.006499	Asph,Chd7,Clvs1,Rab2a	4	TRUE	FALSE	TRUE
stripe_705	chr4	14195001	14215000	gained	0.0894	0.01356	Runx1t1	1	FALSE	FALSE	FALSE
stripe_706	chr4	20100001	20125000	gained	0.3562	3.163e-7	Nkain3	1	FALSE	FALSE	FALSE
stripe_707	chr4	20760001	20780000	gained	0.3675	8.883e-7	Nkain3	1	FALSE	FALSE	FALSE
stripe_708	chr4	33380001	33415000	lost	-0.0938	0.002976	Cnr1,Spaca1	2	FALSE	FALSE	FALSE
stripe_709	chr4	33515001	33535000	lost	-0.0992	0.001966	Akirin2,Cnr1,Orc3,Rars2,Spaca1	5	FALSE	FALSE	FALSE
stripe_710	chr4	33550001	33570000	lost	-0.0696	0.01959	Cnr1,Spaca1	2	FALSE	FALSE	FALSE
stripe_711	chr4	34315001	34330000	lost	-0.1213	0.004338	Cnr1,Spaca1	2	FALSE	FALSE	FALSE
stripe_712	chr4	45100001	45115000	gained	0.1186	0.004713	Aldh1b1,Ccdc180,Dcaf10,Exosc3,Frmpd1,Gm829,Igfbpl1,Ncbp1,Shb,Slc25a51,Stra6l,Tdrd7,Tmod1,Tomm5,Trmt10b,Tstd2	16	FALSE	FALSE	FALSE
stripe_713	chr4	45400001	45420000	gained	0.276	4.509e-6	Aldh1b1,Ccdc180,Gm829,Igfbpl1,Ncbp1,Shb,Slc25a51,Stra6l,Tdrd7,Tmod1,Tstd2	11	FALSE	FALSE	FALSE
stripe_714	chr4	45850001	45885000	lost	0.0776	0.00761	Aldh1b1,Dcaf10,Exosc3,Fbxo10,Frmpd1,Gm829,Grhpr,Igfbpl1,Polr1e,Shb,Slc25a51,Stra6l,Tomm5,Trmt10b,Zbtb5	15	FALSE	FALSE	FALSE
