gene_symbol	gene_class	feature_label	n_features	min_distance	median_distance
Snhg15	invariant	ChromHMM_ActiveEnhancer	37	38679	1176921
Snhg15	invariant	ENCODE	1	518235	518235
Snhg15	invariant	K27ac_ChIP	64	17827	541359.25
Snhg15	invariant	P60	5	367809.5	431210.5
Snhg20	invariant	ChromHMM_ActiveEnhancer	20	406692	1354242
Snhg20	invariant	ENCODE	2	1794421.5	1826605.5
Snhg20	invariant	K27ac_ChIP	159	814.5	1408971
Snhg20	invariant	P60	9	62687.5	1409283
Snhg6	invariant	ChromHMM_ActiveEnhancer	5	144818	294918
Snhg6	invariant	K27ac_ChIP	11	81.5	398197
Snip1	DEG_up	ChromHMM_ActiveEnhancer	13	570428	1404772
Snip1	DEG_up	K27ac_ChIP	42	18601	1208198
Snip1	DEG_up	P60	3	1052906	1186351.5
Snrnp40	invariant	ChromHMM_ActiveEnhancer	37	53132	841568
Snrnp40	invariant	ENCODE	1	1461378	1461378
Snrnp40	invariant	K27ac_ChIP	67	213.5	1096391
Snrnp40	invariant	P60	9	46906.5	1112330
Snrnp70	invariant	ChromHMM_ActiveEnhancer	10	698342	1112958
Snrnp70	invariant	ENCODE	1	1151426	1151426
Snrnp70	invariant	K27ac_ChIP	108	226.5	832433.25
Snrnp70	invariant	P60	8	199791.5	760262.75
Snrpb2	invariant	ChromHMM_ActiveEnhancer	129	51661	722761
Snrpb2	invariant	K27ac_ChIP	25	154387	884365.5
Snrpd2	invariant	ChromHMM_ActiveEnhancer	5	7878	146278
Snrpd2	invariant	K27ac_ChIP	21	540.5	195584.5
Snta1	invariant	ChromHMM_ActiveEnhancer	64	17499	924199
Snta1	invariant	ENCODE	1	1388826	1388826
Snta1	invariant	K27ac_ChIP	109	330.5	971455.5
Snta1	invariant	P60	6	902172	1371336.25
Snx1	invariant	ChromHMM_ActiveEnhancer	20	153213	1506587
Snx1	invariant	K27ac_ChIP	40	1998.5	864108.75
Snx1	invariant	P60	4	449744.5	1596994.75
Snx10	DEG_down	ChromHMM_ActiveEnhancer	49	43099	1113001
Snx10	DEG_down	K27ac_ChIP	46	54179	731816.75
Snx12	invariant	ChromHMM_ActiveEnhancer	66	53737	725837
Snx12	invariant	K27ac_ChIP	19	79094	860248
Snx13	invariant	ChromHMM_ActiveEnhancer	37	13614	1705886
Snx13	invariant	K27ac_ChIP	9	511	1109721.5
Snx14	invariant	ChromHMM_ActiveEnhancer	41	93416	1516084
Snx14	invariant	K27ac_ChIP	22	17635	1142425
Snx19	DEG_down	ChromHMM_ActiveEnhancer	31	1808	744792
Snx19	DEG_down	K27ac_ChIP	43	993.5	852184
Snx19	DEG_down	P60	3	870119	887239.5
Snx27	invariant	ChromHMM_ActiveEnhancer	16	3316	698934
Snx27	invariant	K27ac_ChIP	51	1228	773826
Snx27	invariant	P60	2	695944.5	1061737
Snx33	invariant	ChromHMM_ActiveEnhancer	39	130471	1182029
Snx33	invariant	K27ac_ChIP	70	9545	783623.75
Snx33	invariant	P60	4	646126.5	1285192.75
Snx5	invariant	ChromHMM_ActiveEnhancer	113	23306	638806
Snx5	invariant	K27ac_ChIP	35	104	1387706
Snx7	DEG_down	ChromHMM_ActiveEnhancer	15	507636	1844636
Snx7	DEG_down	K27ac_ChIP	17	221.5	1157018.5
Snx7	DEG_down	P60	1	1849360	1849360
Snx8	invariant	ChromHMM_ActiveEnhancer	21	171262	948062
Snx8	invariant	K27ac_ChIP	39	30130	990421
Snx8	invariant	P60	4	812767	1156405.75
Snx9	DEG_down	ChromHMM_ActiveEnhancer	85	8371	593071
Snx9	DEG_down	K27ac_ChIP	69	17.5	651639.5
Snx9	DEG_down	P60	7	264514.5	650568
Socs2	DEG_down	ChromHMM_ActiveEnhancer	114	94880	1286980
Socs2	DEG_down	K27ac_ChIP	38	929	1075962.5
Socs2	DEG_down	P60	4	1224379	1547220.75
Socs6	invariant	ChromHMM_ActiveEnhancer	4	35981	634850
Socs6	invariant	K27ac_ChIP	3	33898	841274.5
Socs7	invariant	ChromHMM_ActiveEnhancer	14	12135	558300
Socs7	invariant	ENCODE	1	174070	174070
Socs7	invariant	K27ac_ChIP	84	1169.5	662195.5
Socs7	invariant	P60	8	3556.5	680351.75
Sod2	invariant	ChromHMM_ActiveEnhancer	62	166846	780046
Sod2	invariant	ENCODE	1	545054	545054
Sod2	invariant	K27ac_ChIP	40	1354	769441.5
Sod3	invariant	ChromHMM_ActiveEnhancer	64	45409	773359
Sod3	invariant	K27ac_ChIP	27	107559.5	808712.5
Sod3	invariant	P60	1	803395	803395
Son	invariant	ChromHMM_ActiveEnhancer	103	52306	1578206
Son	invariant	K27ac_ChIP	44	45.5	265954.5
Son	invariant	P60	3	234958.5	1643665.5
Sorbs1	invariant	ChromHMM_ActiveEnhancer	30	24979	1412221
Sorbs1	invariant	K27ac_ChIP	30	1925	241066.25
Sorbs1	invariant	P60	1	1749851	1749851
Sorbs2	invariant	ChromHMM_ActiveEnhancer	83	195912	812188
Sorbs2	invariant	K27ac_ChIP	20	545.5	679148.25
Sort1	invariant	ChromHMM_ActiveEnhancer	65	13018	920782
Sort1	invariant	K27ac_ChIP	48	730	610146.5
Sort1	invariant	P60	2	768778	975364.25
Sos2	invariant	ChromHMM_ActiveEnhancer	62	7552	1179948
Sos2	invariant	K27ac_ChIP	43	492	709654.5
Sox13	invariant	ChromHMM_ActiveEnhancer	99	168177	872923
Sox13	invariant	ENCODE	1	1288375	1288375
Sox13	invariant	K27ac_ChIP	99	55852.5	910604.5
Sox13	invariant	P60	9	458543	847949
Sox17	invariant	ChromHMM_ActiveEnhancer	20	363746	1103654
Sox17	invariant	K27ac_ChIP	6	288222	497893
Sox18	DEG_up	ChromHMM_ActiveEnhancer	39	38740	1556140
Sox18	DEG_up	K27ac_ChIP	62	9294.5	544443.5
Sox18	DEG_up	P60	4	205962.5	655212.75
Sox2ot	invariant	ChromHMM_ActiveEnhancer	19	81738	1658562
Sox2ot	invariant	K27ac_ChIP	10	22917.5	1381474.75
Sox5	DEG_down	ChromHMM_ActiveEnhancer	65	236423	1570077
Sox5	DEG_down	K27ac_ChIP	32	226717	1009954.75
Sox5	DEG_down	P60	1	1080943	1080943
Sox6	invariant	ChromHMM_ActiveEnhancer	6	612096	1280696
Sox6	invariant	K27ac_ChIP	14	7882	1549249
Sox7	invariant	ChromHMM_ActiveEnhancer	78	117873	755077
Sox7	invariant	ENCODE	1	207256	207256
Sox7	invariant	K27ac_ChIP	71	83639	460699
Sox7	invariant	P60	4	190548	300761
Sp100	invariant	ChromHMM_ActiveEnhancer	35	159712	1327988
Sp100	invariant	K27ac_ChIP	37	144213	854006.5
Sp100	invariant	P60	3	249893	788932.5
Sp3	invariant	ChromHMM_ActiveEnhancer	51	15454	951654
Sp3	invariant	K27ac_ChIP	24	273	1007226.5
Sp3	invariant	P60	1	972924	972924
Sp4	invariant	ChromHMM_ActiveEnhancer	52	1860	1553490
Sp4	invariant	K27ac_ChIP	13	549	1038717
Sp4	invariant	P60	1	205418	205418
Spaca6	invariant	ChromHMM_ActiveEnhancer	3	209758	220058
Spaca6	invariant	K27ac_ChIP	11	37	378012
Spag5	invariant	ChromHMM_ActiveEnhancer	34	256529	1329571
Spag5	invariant	K27ac_ChIP	63	22988.5	614770.5
Spag5	invariant	P60	1	1347521.5	1347521.5
Spag6	DEG_down	ChromHMM_ActiveEnhancer	38	63923	480123
Spag6	DEG_down	K27ac_ChIP	23	4556.5	641623.5
Spata2	invariant	ChromHMM_ActiveEnhancer	33	49287	708613
Spata2	invariant	ENCODE	2	27781.5	824092.5
Spata2	invariant	K27ac_ChIP	54	857.5	726320.75
Spata2	invariant	P60	4	25583.5	674661.5
Spata24	invariant	ChromHMM_ActiveEnhancer	83	14214	449314
Spata24	invariant	ENCODE	1	190788.5	190788.5
Spata24	invariant	K27ac_ChIP	82	40869.5	490260.75
Spata24	invariant	P60	5	192623	443253
Spata31f3	DEG_down	ChromHMM_ActiveEnhancer	48	81334	851650
Spata31f3	DEG_down	K27ac_ChIP	46	69368	839448.5
Spata31f3	DEG_down	P60	2	1193588.5	1222682.25
Spata31g1	invariant	ChromHMM_ActiveEnhancer	47	176704	799304
Spata31g1	invariant	K27ac_ChIP	44	17885	776002
Spata31g1	invariant	P60	2	1288958.5	1318052.25
Spata7	invariant	ChromHMM_ActiveEnhancer	84	26157	734993
Spata7	invariant	K27ac_ChIP	61	52185	703080.5
Spata7	invariant	P60	3	89734.5	167466.5
Spdef	invariant	ChromHMM_ActiveEnhancer	37	7255	497145
Spdef	invariant	ENCODE	1	254999	254999
Spdef	invariant	K27ac_ChIP	101	7458	795533.5
Spdef	invariant	P60	7	253783	1213316.5
Specc1	invariant	ChromHMM_ActiveEnhancer	19	11137	1070137
Specc1	invariant	K27ac_ChIP	66	26443.5	922634.75
Specc1	invariant	P60	6	68734	608817
Specc1l	invariant	ChromHMM_ActiveEnhancer	72	18727	347677
Specc1l	invariant	K27ac_ChIP	48	129.5	636855.25
Specc1l	invariant	P60	2	463037.5	1027073.75
Speer4a1	DEG_down	ChromHMM_ActiveEnhancer	107	237758	1118942
Speer4a1	DEG_down	K27ac_ChIP	51	31858	1310011.5
Speer4a1	DEG_down	P60	4	981451.5	1203577.5
Speer4a2	DEG_down	ChromHMM_ActiveEnhancer	108	193209	1130141
Speer4a2	DEG_down	K27ac_ChIP	53	81591	1287475.5
Speer4a2	DEG_down	P60	4	1031184.5	1203577.5
Speer4a3	DEG_down	ChromHMM_ActiveEnhancer	107	152617	1170383
Speer4a3	DEG_down	K27ac_ChIP	51	53283	1331617
Speer4a3	DEG_down	P60	4	896310.5	1161126.75
Spef2	invariant	ChromHMM_ActiveEnhancer	25	606168	957668
Spef2	invariant	K27ac_ChIP	8	326681	888260.5
Spg11	invariant	ChromHMM_ActiveEnhancer	34	36586	509486
Spg11	invariant	K27ac_ChIP	39	91.5	668806.5
Spg11	invariant	P60	3	244825.5	819138
Spg21	invariant	ChromHMM_ActiveEnhancer	22	54253	976147
Spg21	invariant	K27ac_ChIP	41	215.5	807099.5
Spg21	invariant	P60	4	866232	1030515.75
Sphk2	invariant	ChromHMM_ActiveEnhancer	10	727998	874648
Sphk2	invariant	ENCODE	1	829166	829166
Sphk2	invariant	K27ac_ChIP	103	3878.5	764358.5
Sphk2	invariant	P60	8	10847.5	669628.25
Spice1	invariant	ChromHMM_ActiveEnhancer	98	33621	855929
Spice1	invariant	K27ac_ChIP	57	511	457071.5
Spice1	invariant	P60	3	182443.5	276057.5
Spidr	invariant	ChromHMM_ActiveEnhancer	24	352249	1695599
Spidr	invariant	ENCODE	1	1992064.5	1992064.5
Spidr	invariant	K27ac_ChIP	42	79409.5	1406779
Spidr	invariant	P60	4	1353631.5	1595846.25
Spin2c	invariant	ChromHMM_ActiveEnhancer	17	567125	1701225
Spin2c	invariant	K27ac_ChIP	17	491	1485402.5
Spin2c	invariant	P60	1	1659155.5	1659155.5
Spin4	invariant	ChromHMM_ActiveEnhancer	12	129418	308432
Spin4	invariant	K27ac_ChIP	14	456	658727.75
Spindoc	invariant	ChromHMM_ActiveEnhancer	16	1306	260894
Spindoc	invariant	ENCODE	2	848335	965199
Spindoc	invariant	K27ac_ChIP	96	204.5	1194884
Spindoc	invariant	P60	6	249239.5	982574.25
Spink10	invariant	ChromHMM_ActiveEnhancer	115	340689	1209011
Spink10	invariant	K27ac_ChIP	43	81	1143345
Spink10	invariant	P60	3	690074.5	1039467.5
Spink13	DEG_down	ChromHMM_ActiveEnhancer	98	148213	1163700
Spink13	DEG_down	K27ac_ChIP	38	33244.5	1070469.5
Spink13	DEG_down	P60	3	882550.5	1231943.5
Spire1	invariant	ChromHMM_ActiveEnhancer	95	4390	661510
Spire1	invariant	K27ac_ChIP	71	30522.5	1406821
Spire1	invariant	P60	3	409622.5	1808618
Spns1	invariant	ChromHMM_ActiveEnhancer	19	65050	563250
Spns1	invariant	K27ac_ChIP	67	19119	824061.5
Spns1	invariant	P60	6	107091.5	636799.75
Spock1	DEG_down	ChromHMM_ActiveEnhancer	63	168	258132
Spock1	DEG_down	K27ac_ChIP	50	40.5	1085217
Spock1	DEG_down	P60	3	115005.5	1025099
Spock2	invariant	ChromHMM_ActiveEnhancer	70	7981	640569
Spock2	invariant	K27ac_ChIP	58	2389.5	1033346
Spock2	invariant	P60	3	6935.5	144319
Spock3	invariant	ChromHMM_ActiveEnhancer	49	1072791	1356691
Spock3	invariant	K27ac_ChIP	16	1201729.5	1733020
Spock3	invariant	P60	1	1693100	1693100
Spop	DEG_down	ChromHMM_ActiveEnhancer	11	930380	1836380
Spop	DEG_down	K27ac_ChIP	83	829	1253969
Spop	DEG_down	P60	8	16156	1408679.75
Spout1	invariant	ChromHMM_ActiveEnhancer	44	64241	990750
Spout1	invariant	K27ac_ChIP	106	570.5	711136.5
Spout1	invariant	P60	11	76608.5	901207.5
Sppl2a	invariant	ChromHMM_ActiveEnhancer	38	309235	608065
Sppl2a	invariant	K27ac_ChIP	35	364.5	824569
Sppl2a	invariant	P60	1	593776	593776
Sppl3	invariant	ChromHMM_ActiveEnhancer	15	312737	1148237
Sppl3	invariant	ENCODE	1	1441117.5	1441117.5
Sppl3	invariant	K27ac_ChIP	76	61645.5	908995.75
Sppl3	invariant	P60	8	503746	1541685
Spred3	invariant	ChromHMM_ActiveEnhancer	12	172259	490841
Spred3	invariant	ENCODE	1	1557103.5	1557103.5
Spred3	invariant	K27ac_ChIP	83	83.5	989591.5
Spred3	invariant	P60	7	252820	1120670.5
Sprtn	invariant	ChromHMM_ActiveEnhancer	85	12814	1070786
Sprtn	invariant	K27ac_ChIP	95	12333	1038983.5
Sprtn	invariant	P60	11	411135.5	1118581
Spry2	DEG_down	ChromHMM_ActiveEnhancer	32	7219	268169
Spry2	DEG_down	K27ac_ChIP	12	1990	267925.25
Spry2	DEG_down	P60	1	1318.5	1318.5
Spry4	DEG_down	ChromHMM_ActiveEnhancer	119	9115	464685
Spry4	DEG_down	K27ac_ChIP	54	629.5	600394.25
Spry4	DEG_down	P60	5	271672.5	404175.5
Spryd3	invariant	ChromHMM_ActiveEnhancer	33	8734	1029366
Spryd3	invariant	K27ac_ChIP	58	57	1165948.25
Spryd3	invariant	P60	2	1236719	1589958.5
Spsb4	invariant	ChromHMM_ActiveEnhancer	33	135143	694043
Spsb4	invariant	K27ac_ChIP	34	38.5	673646.75
Spsb4	invariant	P60	2	164130.5	237367.25
Sptbn2	invariant	ChromHMM_ActiveEnhancer	16	100267	746500
Sptbn2	invariant	ENCODE	2	1589764	1706628
Sptbn2	invariant	K27ac_ChIP	107	1241.5	891104
Sptbn2	invariant	P60	9	239698	774341
Sptlc1	invariant	ChromHMM_ActiveEnhancer	53	485097	1501903
Sptlc1	invariant	K27ac_ChIP	66	397566	1226294.5
Sptlc1	invariant	P60	5	884846	1375083
Sptssa	invariant	ChromHMM_ActiveEnhancer	42	5673	1336500
Sptssa	invariant	K27ac_ChIP	22	138	799726.75
Sptssb	DEG_down	ChromHMM_ActiveEnhancer	54	4440	425040
Sptssb	DEG_down	K27ac_ChIP	22	669.5	525945.5
Sptssb	DEG_down	P60	1	1262410	1262410
Sqle	invariant	ChromHMM_ActiveEnhancer	87	35977	1289877
Sqle	invariant	K27ac_ChIP	56	562	518535.25
Sqle	invariant	P60	1	1580234	1580234
Sra1	invariant	ChromHMM_ActiveEnhancer	100	106915	774715
Sra1	invariant	ENCODE	1	817840.5	817840.5
Sra1	invariant	K27ac_ChIP	98	953.5	1090120
Sra1	invariant	P60	5	565376	816006
Srcap	invariant	ChromHMM_ActiveEnhancer	15	491817	1470883
Srcap	invariant	K27ac_ChIP	69	33077	561783
Srcap	invariant	P60	6	305488	497733.25
Srebf1	DEG_up	ChromHMM_ActiveEnhancer	20	10919	725200
Srebf1	DEG_up	K27ac_ChIP	74	810	700324.75
Srebf1	DEG_up	P60	7	37034	1246042.5
Srebf2	invariant	ChromHMM_ActiveEnhancer	45	8281	1444081
Srebf2	invariant	K27ac_ChIP	54	58.5	528850.5
Srebf2	invariant	P60	5	126518.5	364664
Srgap1	DEG_up	ChromHMM_ActiveEnhancer	53	394215	774685
Srgap1	DEG_up	K27ac_ChIP	36	50005	719518.75
Srgap1	DEG_up	P60	2	766173.5	811398
Srgap2	DEG_up	ChromHMM_ActiveEnhancer	88	14152	783448
Srgap2	DEG_up	K27ac_ChIP	69	1134.5	905038.5
Srgap2	DEG_up	P60	5	206613.5	999245.5
Srgap3	invariant	ChromHMM_ActiveEnhancer	59	12566	989834
Srgap3	invariant	K27ac_ChIP	42	233.5	893475.5
Srgap3	invariant	P60	4	14301	502354.25
Srp14	invariant	ChromHMM_ActiveEnhancer	38	61389	712089
Srp14	invariant	K27ac_ChIP	40	165	852159
Srp14	invariant	P60	2	65829.5	697264.5
Srp54c	invariant	ChromHMM_ActiveEnhancer	22	81026	428926
Srp54c	invariant	K27ac_ChIP	14	8757.5	240071
Srp9	invariant	ChromHMM_ActiveEnhancer	54	13937	1360500
Srp9	invariant	K27ac_ChIP	42	199.5	1332208.25
Srp9	invariant	P60	1	1615433	1615433
Srpk2	invariant	ChromHMM_ActiveEnhancer	70	84817	1243533
Srpk2	invariant	K27ac_ChIP	56	9303	1195610.25
Srpk2	invariant	P60	7	261789.5	1290890.5
Srprb	invariant	ChromHMM_ActiveEnhancer	50	23837	857037
Srprb	invariant	K27ac_ChIP	53	362	849168
Srprb	invariant	P60	3	87874	377409
Srrd	invariant	ChromHMM_ActiveEnhancer	23	29260	697660
Srrd	invariant	ENCODE	1	1226979.5	1226979.5
Srrd	invariant	K27ac_ChIP	77	14239.5	1249873
Srrd	invariant	P60	11	38214	1145816
Srrm1	invariant	ChromHMM_ActiveEnhancer	30	360221	1395979
Srrm1	invariant	K27ac_ChIP	81	251	957123.5
Srrm1	invariant	P60	6	591126.5	1160795.75
Srsf11	invariant	ChromHMM_ActiveEnhancer	71	81239	1043739
Srsf11	invariant	K27ac_ChIP	15	142	951558
Srsf11	invariant	P60	4	833056	1008626.25
Srsf4	invariant	ChromHMM_ActiveEnhancer	31	94517	901117
Srsf4	invariant	K27ac_ChIP	72	425	1330204.25
Srsf4	invariant	P60	7	185087	1316837
Srsf9	invariant	ChromHMM_ActiveEnhancer	13	193623	628777
Srsf9	invariant	ENCODE	1	1757157.5	1757157.5
Srsf9	invariant	K27ac_ChIP	75	26718.5	1196200
Srsf9	invariant	P60	7	187706	1704923.5
Ss18l2	invariant	ChromHMM_ActiveEnhancer	50	100671	491921
Ss18l2	invariant	ENCODE	1	326882	326882
Ss18l2	invariant	K27ac_ChIP	46	61.5	338071.5
Ss18l2	invariant	P60	3	331798.5	338313.5
Ssb	invariant	ChromHMM_ActiveEnhancer	76	33062	1386712
Ssb	invariant	K27ac_ChIP	18	36547	910337.25
Ssbp2	DEG_down	ChromHMM_ActiveEnhancer	73	383	415617
Ssbp2	DEG_down	K27ac_ChIP	20	400.5	930920
Ssc4d	invariant	ChromHMM_ActiveEnhancer	25	149831	1536831
Ssc4d	invariant	K27ac_ChIP	48	11787	1170866.5
Ssc4d	invariant	P60	4	158907.5	654042.5
Ssh2	invariant	ChromHMM_ActiveEnhancer	35	354887	754713
Ssh2	invariant	K27ac_ChIP	79	293	926507
Ssh2	invariant	P60	5	942259.5	1358954.5
Ssh3	invariant	ChromHMM_ActiveEnhancer	12	46120	282600
Ssh3	invariant	K27ac_ChIP	87	724	848764.5
Ssh3	invariant	P60	7	38855.5	203471
Ssna1	DEG_down	ChromHMM_ActiveEnhancer	20	39662	826262
Ssna1	DEG_down	K27ac_ChIP	76	96.5	669337.25
Ssna1	DEG_down	P60	7	5965	307220.5
Sstr1	invariant	ChromHMM_ActiveEnhancer	3	828228	1250228
Sstr1	invariant	K27ac_ChIP	5	800124	855150.5
Ssxb14	invariant	ChromHMM_ActiveEnhancer	9	399706	1163494
Ssxb14	invariant	K27ac_ChIP	23	426975	944570
St3gal6	invariant	ChromHMM_ActiveEnhancer	8	79543	1271857
St3gal6	invariant	K27ac_ChIP	9	1112.5	1076212
St6gal2	DEG_up	ChromHMM_ActiveEnhancer	37	896318	1662082
St6gal2	DEG_up	K27ac_ChIP	53	261	1061890.5
St6gal2	DEG_up	P60	3	569282	931679.5
St6galnac4	DEG_down	ChromHMM_ActiveEnhancer	49	3595	783395
St6galnac4	DEG_down	ENCODE	1	247062.5	247062.5
St6galnac4	DEG_down	K27ac_ChIP	88	2778	805869.5
St6galnac4	DEG_down	P60	8	9197	561570.75
St6galnac5	invariant	ChromHMM_ActiveEnhancer	54	93746	747900
St6galnac5	invariant	K27ac_ChIP	25	913	772115.5
St7l	invariant	ChromHMM_ActiveEnhancer	106	128597	738597
St7l	invariant	K27ac_ChIP	39	298.5	849733.5
St7l	invariant	P60	2	841571	929746
St8sia2	DEG_up	ChromHMM_ActiveEnhancer	66	300710	509360
St8sia2	DEG_up	K27ac_ChIP	35	278.5	601160
St8sia2	DEG_up	P60	3	384638.5	407561
St8sia3os	invariant	ChromHMM_ActiveEnhancer	95	34594	647994
St8sia3os	invariant	K27ac_ChIP	39	6290	651445
St8sia3os	invariant	P60	3	439199.5	603741.5
Stab1	DEG_up	ChromHMM_ActiveEnhancer	78	2859	857659
Stab1	DEG_up	K27ac_ChIP	63	12071.5	816404.5
Stab1	DEG_up	P60	2	240303	548057.25
Stab2	DEG_down	ChromHMM_ActiveEnhancer	40	25	696075
Stab2	DEG_down	K27ac_ChIP	25	307	684590
Stac3	DEG_up	ChromHMM_ActiveEnhancer	33	10786	550986
Stac3	DEG_up	K27ac_ChIP	75	3516	693186
Stac3	DEG_up	P60	7	242	414233
Stag1	invariant	ChromHMM_ActiveEnhancer	48	14098	1526750
Stag1	invariant	K27ac_ChIP	48	27327	1185408.5
Stag1	invariant	P60	2	133915.5	904375.75
Stag3	invariant	ChromHMM_ActiveEnhancer	23	465260	1179340
Stag3	invariant	K27ac_ChIP	51	24431	992956
Stag3	invariant	P60	6	753790	952616.25
Stam2	invariant	ChromHMM_ActiveEnhancer	54	80181	231950
Stam2	invariant	K27ac_ChIP	32	164.5	289186.5
Stam2	invariant	P60	2	212694.5	373771.5
Stambp	invariant	ChromHMM_ActiveEnhancer	35	57829	1303171
Stambp	invariant	K27ac_ChIP	40	66019	482657.25
Stambp	invariant	P60	4	53315	270216
Stambpl1	DEG_down	ChromHMM_ActiveEnhancer	40	2071	1830729
Stambpl1	DEG_down	K27ac_ChIP	11	482	967885.5
Stap2	invariant	ChromHMM_ActiveEnhancer	19	336116	395116
Stap2	invariant	K27ac_ChIP	47	3021.5	456412
Stap2	invariant	P60	2	9080	190278.75
Star	invariant	ChromHMM_ActiveEnhancer	41	150945	727245
Star	invariant	K27ac_ChIP	29	21430.5	605919.5
Star	invariant	P60	1	271830.5	271830.5
Stard13	invariant	ChromHMM_ActiveEnhancer	5	404663	844063
Stard13	invariant	K27ac_ChIP	16	59094.5	1308336
Stard3	invariant	ChromHMM_ActiveEnhancer	14	11932	595332
Stard3	invariant	ENCODE	1	821863	821863
Stard3	invariant	K27ac_ChIP	75	160	672954
Stard3	invariant	P60	7	30057.5	814995
Stard4	invariant	ChromHMM_ActiveEnhancer	55	13362	794962
Stard4	invariant	K27ac_ChIP	50	281	1042366.5
Stard4	invariant	P60	6	66664	397845.75
Stard5	DEG_down	ChromHMM_ActiveEnhancer	38	34741	330541
Stard5	DEG_down	K27ac_ChIP	32	9.5	404833
Stard5	DEG_down	P60	1	98187	98187
Stard9	invariant	ChromHMM_ActiveEnhancer	57	343521	1059579
Stard9	invariant	K27ac_ChIP	63	591	1081314.5
Stard9	invariant	P60	4	368844	745418.75
Stat3	invariant	ChromHMM_ActiveEnhancer	9	148540	1039960
Stat3	invariant	K27ac_ChIP	71	194.5	1083997.5
Stat3	invariant	P60	11	236800.5	1279060
Stat5a	invariant	ChromHMM_ActiveEnhancer	9	68351	1120149
Stat5a	invariant	K27ac_ChIP	71	61607.5	1164186.5
Stat5a	invariant	P60	11	316989.5	1359249
Stau1	invariant	ChromHMM_ActiveEnhancer	51	10801	1576299
Stau1	invariant	ENCODE	2	468806.5	796311
Stau1	invariant	K27ac_ChIP	64	573	1035125
Stau1	invariant	P60	5	324672.5	1116912.5
Steap2	invariant	ChromHMM_ActiveEnhancer	36	82878	1207528
Steap2	invariant	K27ac_ChIP	19	378	611740
Steap3	invariant	ChromHMM_ActiveEnhancer	38	129905	1222705
Steap3	invariant	K27ac_ChIP	12	151997	911582.75
Sting1	invariant	ChromHMM_ActiveEnhancer	83	746	393146
Sting1	invariant	ENCODE	1	112420.5	112420.5
Sting1	invariant	K27ac_ChIP	82	933	462192
Sting1	invariant	P60	5	114255	364885
Stk16	invariant	ChromHMM_ActiveEnhancer	50	24162	1382438
Stk16	invariant	K27ac_ChIP	35	7887.5	352232.5
Stk16	invariant	P60	4	171486	574436.75
Stk24	invariant	ChromHMM_ActiveEnhancer	89	12289	362389
Stk24	invariant	K27ac_ChIP	54	49	1017569
Stk24	invariant	P60	8	262433	1075595.5
Stk26	DEG_up	ChromHMM_ActiveEnhancer	11	168053	801853
Stk26	DEG_up	K27ac_ChIP	9	178495	263163
Stk33	DEG_down	ChromHMM_ActiveEnhancer	25	95719	1127219
Stk33	DEG_down	K27ac_ChIP	37	29478.5	579635
Stk33	DEG_down	P60	1	402614.5	402614.5
Stk35	invariant	ChromHMM_ActiveEnhancer	70	13883	381017
Stk35	invariant	K27ac_ChIP	38	718	848818.25
Stk35	invariant	P60	1	229696.5	229696.5
Stk39	DEG_down	ChromHMM_ActiveEnhancer	73	2468	437632
Stk39	DEG_down	K27ac_ChIP	12	1148	738568.5
Stk4	invariant	ChromHMM_ActiveEnhancer	60	16422	1057078
Stk4	invariant	ENCODE	1	1802161.5	1802161.5
Stk4	invariant	K27ac_ChIP	47	154102	916631
Stk4	invariant	P60	4	376976.5	769944
Stkld1	invariant	ChromHMM_ActiveEnhancer	39	248053	1133053
Stkld1	invariant	K27ac_ChIP	107	17699	1271141
Stkld1	invariant	P60	10	616803	1402958.25
Stmn4	DEG_up	ChromHMM_ActiveEnhancer	59	120496	1070304
Stmn4	DEG_up	K27ac_ChIP	43	759	1521129.5
Stmn4	DEG_up	P60	2	1753723.5	1879561.75
Stom	DEG_down	ChromHMM_ActiveEnhancer	61	8476	423724
Stom	DEG_down	ENCODE	1	282594	282594
Stom	DEG_down	K27ac_ChIP	42	66	434787
Stom	DEG_down	P60	2	338522.5	1186672.5
Stoml1	invariant	ChromHMM_ActiveEnhancer	29	2864	458064
Stoml1	invariant	K27ac_ChIP	73	53313.5	835699
Stoml1	invariant	P60	3	270156.5	308408.5
Ston1	DEG_down	ChromHMM_ActiveEnhancer	54	54784	1050834
Ston1	DEG_down	K27ac_ChIP	38	59828	991096
Ston1	DEG_down	P60	5	110700.5	826926
Stpg2	invariant	ChromHMM_ActiveEnhancer	126	133894	785006
Stpg2	invariant	K27ac_ChIP	40	120	687071.5
Stpg2	invariant	P60	1	388010	388010
Stradb	invariant	ChromHMM_ActiveEnhancer	59	11022	593078
Stradb	invariant	K27ac_ChIP	34	394.5	535551.5
Stradb	invariant	P60	3	243931	419928
Strc	invariant	ChromHMM_ActiveEnhancer	40	63868	313432
Strc	invariant	K27ac_ChIP	50	26904.5	962498.5
Strc	invariant	P60	4	87920	682623.25
Strip1	invariant	ChromHMM_ActiveEnhancer	72	84494	541744
Strip1	invariant	K27ac_ChIP	53	429	568879
Strip1	invariant	P60	3	116390	529562.5
Strn	invariant	ChromHMM_ActiveEnhancer	53	3696	615804
Strn	invariant	K27ac_ChIP	16	1074.5	1269008.5
Strn3	invariant	ChromHMM_ActiveEnhancer	31	3397	1066103
Strn3	invariant	K27ac_ChIP	20	457	862082
