chr	start	end	enhancer_class	n_abc_pairs	mean_delta_abc	mean_delta_unnorm	n_gained	n_lost
chr4	46390598	46390688	Stable	1	-0.001486	-0.013798	0	0
chr11	100577917	100578204	Stable	1	0.004573	0.024201	0	0
chr18	34538273	34538595	Stable	2	-0.000205	-0.006528	0	0
chr12	16805654	16805799	Stable	3	0.00975166666666667	0.0257203333333333	1	0
chr11	104254567	104255043	Stable	1	-0.000806	-0.008523	0	0
chr14	31206504	31206592	Stable	18	0.00812722222222222	0.109282333333333	9	0
chr2	154677210	154678134	Stable	2	0.004224	0.0215065	0	0
chr9	45086283	45086375	Stable	24	-0.00328220833333333	0.0110325	5	7
chr10	75091785	75092084	Stable	1	-0.000199	0.010244	0	0
chr8	15042899	15043128	Stable	2	-0.001731	0.011502	0	0
chr13	107649949	107650202	Stable	1	-0.000631	0.00502	0	0
chr15	102146974	102147171	Stable	1	-0.001945	-0.007594	0	0
chr8	54548444	54548638	Stable	1	-0.005475	-0.001453	0	0
chr10	75662575	75663021	Stable	19	0.00122857894736842	-0.029459	3	0
chr8	11779097	11779292	Stable	4	-0.00109325	0.0244	0	1
chr5	118108242	118108989	Stable	4	-0.00542375	0.018542	0	1
chr18	34368148	34368316	Stable	2	0.0043905	0.005673	1	0
chr1	74816821	74817192	Stable	7	0.00337114285714286	0.0321752857142857	0	0
chr14	21500233	21501293	Stable	21	-0.00951547619047619	-0.0492643333333333	6	11
chr3	88607359	88607826	Stable	2	-0.028374	-0.2975435	0	1
chr3	108554582	108554910	Stable	11	0.00567581818181818	0.0164502727272727	2	0
chr6	135971490	135971842	Stable	3	-0.00209766666666667	0.016167	0	1
chr8	4254107	4254233	Stable	3	-0.00350566666666667	-0.00648466666666667	0	0
chr4	106798878	106799086	Stable	1	-0.008068	-0.029286	0	0
chr15	76461230	76461790	Stable	12	-0.0040095	-0.0923330833333333	0	1
chr17	72606363	72606493	Stable	1	-0.01968	0.009552	0	1
chr7	109493185	109493896	Stable	3	-0.015172	-0.070788	0	1
chr4	134701986	134702199	Stable	2	0.0034035	0.04282	0	0
chr10	127512763	127513087	Stable	5	0.0079988	0.181902	1	0
chr2	156476806	156477131	Stable	4	0.00963425	0.08613675	1	0
chr2	81549181	81549505	Stable	1	-0.044153	-0.007994	0	1
chr4	127193336	127193831	Stable	12	0.003364	0.030033	4	1
chr8	123499041	123499293	Stable	2	0.0032485	0.0127015	0	0
chr15	75548861	75549273	Stable	4	-0.00177025	-0.007459	0	0
chr17	3273851	3274039	Stable	1	-0.059672	-0.105712	0	1
chr2	26932840	26932946	Stable	4	0.00041325	-0.012147	0	0
chr19	47151588	47151991	Stable	2	0.006861	0.0472955	1	1
chr8	110940928	110941173	Stable	5	0.0014706	-0.012236	0	0
chr17	66408517	66408707	Stable	1	0.002299	0.030075	0	0
chr3	7375698	7375873	Stable	1	-0.001178	-0.007411	0	0
chr5	135879936	135880141	Stable	1	-0.004745	-0.01597	0	0
chr11	62643272	62643656	Stable	2	-0.020485	-0.0537435	0	2
chr3	104669912	104670164	Stable	1	0.032118	0.106193	1	0
chr7	139094739	139095188	Stable	16	0.0058723125	0.1021044375	8	3
chr10	81416887	81417306	Stable	5	0.0059686	0.1131762	1	0
chr5	36904167	36904399	Stable	2	-0.0001685	0.027808	0	0
chr11	98059634	98059973	Stable	1	0.004595	0.019073	0	0
chr5	123993392	123993734	Stable	1	0.00143	0.015822	0	0
chr14	119007611	119007922	Stable	5	-0.0003702	0.0013252	0	1
chr8	34390721	34390896	Stable	2	0.0284545	0.096849	2	0
chr7	46535227	46535805	Stable	9	0.00118566666666667	-0.0156206666666667	3	2
chrX	13207965	13208347	Stable	3	0.003575	-0.027229	1	0
chr7	110638744	110639112	Stable	1	0.000893	-0.005566	0	0
chr9	107291013	107291205	Stable	2	0.0002395	-0.004106	0	0
chr1	156043171	156043299	Stable	2	-0.003887	-0.022243	0	0
chr14	34548520	34548807	Stable	13	-0.00853669230769231	-0.014105	3	1
chr16	93749624	93749793	Stable	3	-0.00286466666666667	-0.016733	0	0
chr8	13594848	13595335	Stable	16	0.0044003125	0.042155125	8	5
chr5	121828632	121828958	Stable	3	0.00381033333333333	0.0718093333333333	0	0
chr10	78164742	78165070	Stable	10	-0.0003828	-0.0163885	0	0
chr14	54926765	54927135	Stable	3	-0.00105233333333333	0.00549733333333333	0	0
chr1	89456404	89456951	Stable	5	0.0023706	0.0170864	1	3
chr6	114290298	114290478	Stable	1	-0.002519	0.032258	0	0
chr18	39488965	39489416	Stable	2	-0.0020415	-0.012904	0	1
chr11	95267024	95267123	Stable	1	0.009182	0.037105	0	0
chr4	91371041	91371402	Stable	1	0.015147	0.007005	1	0
chr3	157272436	157272627	Stable	1	-0.012158	-0.00866	0	1
chr3	57847189	57847499	Stable	4	-0.0007425	0.00455675	1	0
chr7	30450475	30450584	Stable	3	0.00250533333333333	0.0157703333333333	0	0
chr12	88818850	88819452	Stable	1	0.01361	0.007361	1	0
chr3	88398694	88398882	Stable	7	0.00486214285714286	0.0637427142857143	2	0
chr2	11501171	11501463	Stable	3	-0.012949	-0.00760466666666667	0	1
chr10	80167499	80168036	Stable	17	0.000257294117647059	0.0132104117647059	0	0
chr2	32966674	32967713	Stable	4	0.01694175	0.24787125	3	0
chr1	55224104	55224244	Stable	1	0.00792	0.014634	0	0
chr6	140629627	140629722	Stable	1	0.014776	0.024488	1	0
chr12	108208932	108209399	Stable	1	0.004178	0.016803	0	0
chr4	155152251	155153081	Stable	4	0.00178125	-0.052776	0	0
chr5	102054616	102054711	Stable	1	-0.002737	-0.003663	0	0
chr5	96957056	96957215	Stable	2	-0.017706	-0.0114465	0	1
chr17	31073170	31073597	Stable	3	0.0108436666666667	0.0576263333333333	1	0
chr3	89196285	89196847	Stable	6	-0.00491783333333333	-0.0203628333333333	0	0
chr2	129594301	129594430	Stable	3	0.0234216666666667	0.175967666666667	3	0
chr11	5989957	5990430	Stable	2	-0.0024775	-0.037618	0	0
chr4	148315937	148316067	Stable	1	0.005345	0.032649	0	0
chr1	88045167	88045428	Stable	1	0.037594	0.065719	1	0
chr9	120144549	120144799	Stable	2	-0.009354	0.0075475	0	1
chr3	127161925	127162727	Stable	7	-0.00177057142857143	-0.00443885714285714	2	2
chr18	72028785	72029092	Stable	1	-0.004838	-0.007413	0	0
chr9	115604367	115604758	Stable	1	0.036668	0.018794	1	0
chr17	45685408	45685568	Stable	2	0.0094715	0.105331	0	0
chr11	80474235	80474404	Stable	3	-0.00796033333333333	-0.0567773333333333	0	0
chr16	52076718	52076966	Stable	1	0.007962	0.032927	0	0
chr11	52333619	52333988	Stable	5	-0.0115382	-0.0275182	0	3
chr8	91551287	91551438	Stable	2	0.0047935	0.0176005	0	0
chr2	155794735	155795555	Stable	16	-0.0086633125	-0.08780475	0	4
chr11	48855353	48855734	Stable	8	0.002264625	0.009129	0	0
chr11	32591829	32592717	Stable	31	0.001494	-0.0278101935483871	10	9
chr5	3620531	3620785	Stable	6	-0.010441	-0.0235465	1	1
chr15	74535613	74536119	Stable	3	-0.000654333333333333	0.0646833333333333	0	0
chr10	128283524	128284315	Stable	25	-0.00755164	-0.07052212	0	8
chr10	60822001	60822324	Stable	10	-0.006432	-0.0506388	1	2
chr9	78113129	78113545	Stable	15	-0.002791	0.000485266666666666	5	7
chr15	94659152	94659443	Stable	1	0.005651	0.002555	0	0
chr14	14067662	14068224	Stable	9	0.0108048888888889	0.00932933333333333	3	0
chr12	111759679	111760062	Stable	3	0.0110706666666667	0.104416666666667	3	0
chr2	92486512	92486666	Stable	1	0.006065	0.027107	0	0
chr10	40516500	40516827	Stable	1	0.006761	0.001267	0	0
chr2	152089203	152089344	Stable	1	-0.003232	0.008033	0	0
chr14	70628709	70629694	Stable	24	0.00702579166666667	0.0985442916666667	5	1
chr16	6348498	6349199	Stable	2	0.0077245	0.028319	1	0
chr10	58663972	58664168	Stable	1	0.003936	0.00066	0	0
chr12	3959780	3960397	Stable	4	0.0040805	-0.024891	1	0
chr2	65679605	65679861	Stable	1	-0.005205	-0.036536	0	0
chr5	65401678	65401892	Stable	3	-0.00194533333333333	-0.009928	0	1
chr9	110684632	110684828	Stable	20	-0.0023207	-0.00330085	5	7
chr1	191470743	191470890	Stable	1	0.006746	-0.000977	0	0
chr10	5600222	5600388	Stable	1	0.003489	0.019746	0	0
chr11	114789136	114789436	Stable	3	0.00246866666666667	-0.0187936666666667	0	0
chr11	115670518	115670697	Stable	1	-0.002416	-0.035582	0	0
chr10	84415098	84415246	Stable	1	-0.000528	0.001389	0	0
chr11	42309225	42309335	Stable	1	-0.006511	-0.069431	0	0
chr17	51811600	51811722	Stable	1	0.00021	0.02164	0	0
chr9	78527343	78527705	Stable	1	0.013112	0.025212	1	0
chr16	56075799	56076072	Stable	16	0.001832	0.00438925	3	2
chr4	147897464	147897702	Stable	8	-0.008865875	-0.0294405	0	4
chr9	14342364	14342532	Stable	1	0.008099	0.030543	0	0
chr17	24942616	24942726	Stable	1	0.002741	0.041686	0	0
chr4	63230220	63230599	Stable	9	0.00380566666666667	0.00679622222222222	3	3
chr12	40222324	40222869	Stable	16	0.0034691875	-0.0124418125	4	6
chr1	134650866	134651052	Stable	2	-0.0057065	-0.005007	0	0
chr9	103234650	103234932	Stable	1	-0.005626	0.038335	0	0
chr5	150259363	150260242	Stable	9	-0.00345922222222222	0.00725455555555556	3	3
chr17	29569967	29570135	Stable	3	0.00401733333333333	0.0244893333333333	0	0
chr1	74386677	74387286	Stable	28	0.00548289285714286	-0.0106676428571429	10	5
chr12	98452770	98453685	Stable	11	0.00570454545454545	0.0537686363636364	4	1
chr10	95139776	95139917	Stable	1	0.001549	-0.000808	0	0
chr3	37640874	37641053	Stable	3	-3.76666666666662e-05	-0.00143366666666667	1	1
chr17	13007576	13008293	Stable	14	0.0293576428571429	0.183584357142857	3	3
chr14	120155760	120155993	Stable	1	0.02516	0.032453	1	0
chr5	124835200	124835657	Stable	8	0.000736374999999999	-0.077476625	3	3
chr16	87009179	87009331	Stable	1	0.028464	0.016355	1	0
chr11	72302238	72302766	Stable	4	0.004344	0.01445075	1	0
chr7	139415599	139416265	Stable	1	0.005908	0.05307	0	0
chr6	82996771	82997133	Stable	2	0.001785	0.014448	0	0
chr5	113727327	113727543	Stable	9	0.00319166666666667	0.0805513333333333	1	0
chr11	77498040	77498192	Stable	4	0.00182275	-0.00011975	0	0
chr10	81020357	81020486	Stable	1	-0.002218	-0.023054	0	0
chr13	54556606	54557146	Stable	13	-0.00774946153846154	-0.148444615384615	1	6
chr16	30236240	30236598	Stable	2	0.0033625	-0.000629	0	0
chr5	142879442	142879702	Stable	2	0.000349	0.0160575	0	0
chr6	50366390	50366560	Stable	10	-0.0010399	-0.012975	3	3
chr18	84086410	84086559	Stable	5	0.0053642	0.0219676	3	1
chr9	78537169	78537531	Stable	11	-0.000971636363636363	-0.00150236363636364	2	1
chr11	101658417	101658652	Stable	5	-0.0039778	-0.0439684	0	1
chr4	99712626	99713164	Stable	11	0.00984072727272727	0.0204161818181818	5	2
chr10	77854136	77854280	Stable	2	-7.94999999999999e-05	0.012534	0	0
chr13	33276242	33276440	Stable	6	0.0374676666666667	0.0197688333333333	4	1
chr14	20660868	20661620	Stable	12	0.00562808333333333	0.00763375	2	1
chr4	140674451	140674768	Stable	2	-1.45e-05	0.0265125	0	0
chr2	164967882	164968011	Stable	8	0.003210375	0.01645225	1	0
chr8	13551074	13551375	Stable	2	0.00488	0.0485805	0	0
chr11	67110113	67110524	Stable	14	0.00354621428571429	-0.00184771428571429	3	2
chr11	46293531	46293830	Stable	11	-0.00109927272727273	-0.00784618181818182	2	3
chr7	45362874	45363038	Stable	4	-0.00107075	0.015549	0	0
chr11	54026361	54026478	Stable	7	0.00490757142857143	0.0300215714285714	2	1
chr5	121848109	121848241	Stable	1	-0.001128	0.026997	0	0
chr1	91347047	91347286	Stable	2	0.0009085	0.0100705	0	0
chr4	66402707	66402916	Stable	2	0.0211765	0.070681	2	0
chr19	5406990	5407122	Stable	11	0.00569781818181818	0.0773441818181818	1	0
chr10	127662149	127662417	Stable	12	0.000673666666666667	-0.0571440833333333	2	2
chr10	79707299	79707538	Stable	5	0.0058308	0.0861742	0	0
chr3	36481866	36482165	Stable	4	0.00996275	0.0180825	3	0
chr13	58011600	58012563	Stable	9	-2.91111111111111e-05	-0.00526311111111111	1	1
chr11	3347078	3347462	Stable	3	-0.000136333333333333	-0.00966666666666667	0	0
chr9	61321787	61322281	Stable	10	-0.0087921	-0.0182678	0	3
chr8	114251262	114251949	Stable	6	0.00336833333333333	0.000739999999999999	2	0
chr1	163312011	163312133	Stable	1	0.042957	0.066314	1	0
chr10	75021098	75021538	Stable	1	0.00267	0.013065	0	0
chr8	70796995	70797391	Stable	2	-0.0026285	-0.0337435	0	0
chr5	115214893	115215435	Stable	2	0.0020335	-0.0161885	0	0
chr9	45317588	45317904	Stable	1	0.010012	0.01625	1	0
chr7	120124877	120125186	Stable	3	0.00261	0.01589	0	0
chr1	157086223	157086339	Stable	1	0.021803	0.024171	1	0
chr10	76882847	76883395	Stable	8	0.010015375	0.0546505	5	1
chr1	72422239	72422590	Stable	1	-0.006509	-0.020997	0	0
chr17	73804576	73805201	Stable	16	-0.0128758125	-0.001973125	3	7
chr6	47943008	47943539	Stable	1	-7e-05	-0.006887	0	0
chr5	113208922	113209414	Stable	2	0.01192	0.059523	1	0
chr16	21211011	21211418	Stable	2	0.0034795	0.014432	0	0
chr6	36981761	36981977	Stable	1	-0.014222	-0.006326	0	1
chr7	138655840	138656355	Stable	5	-0.0136784	-0.013754	1	2
chr11	20858906	20859579	Stable	2	0.00642	0.035477	0	0
chr9	114989054	114989130	Stable	2	-0.0085785	-0.012069	0	1
chr1	134331996	134332105	Stable	1	0.000825	0.044411	0	0
chr11	94996183	94996352	Stable	4	0.00286975	0.023083	0	0
chr7	135631896	135632065	Stable	1	0.006985	0.043757	0	0
chr18	69592440	69592860	Stable	2	0.0100745	0.072822	1	0
chr9	119580786	119580962	Stable	1	0.002243	0.029236	0	0
chr13	55592962	55593376	Stable	8	0.002149125	0.033176125	1	0
chr14	60176707	60176944	Stable	1	0.012198	0.033452	1	0
chr8	105466482	105467343	Stable	43	-0.00316720930232558	-0.102931744186047	6	10
chr2	33778385	33778952	Stable	3	-0.001599	-0.00041	0	0
chr8	70629601	70630216	Stable	4	-0.00226325	-0.0367975	0	1
chr2	121294254	121294457	Stable	9	0.00283211111111111	0.0361884444444444	0	1
chr19	57198674	57198947	Stable	3	-0.002018	-0.104153333333333	1	1
chr7	24488376	24488536	Stable	1	0.007856	0.084907	0	0
chr4	129377097	129377311	Stable	1	0.002547	-0.009877	0	0
chr13	60744196	60744402	Stable	1	0.007148	0.015673	0	0
chr9	27307343	27307615	Stable	5	-0.0001334	-0.0113492	1	0
chr2	91136586	91136778	Stable	1	0.001022	-0.021207	0	0
chr15	99688841	99689097	Stable	2	0.001529	-0.0087325	0	0
chr1	37368218	37368495	Stable	1	0.007182	0.023473	0	0
chr8	126006347	126006888	Stable	6	0.00422116666666667	0.0553751666666667	1	0
chr17	26631708	26632424	Stable	5	-0.0018588	0.0094122	0	0
chr17	35698018	35698402	Stable	15	0.000510733333333334	0.00751873333333333	5	2
chr4	155696930	155697185	Stable	4	0.00137475	-0.00624375	0	0
chr8	8274408	8274659	Stable	2	0.0007225	0.0059195	0	0
chr12	87306130	87306452	Stable	1	0.003864	0.009234	0	0
chr8	25990110	25990254	Stable	1	0.002032	0.014547	0	0
chr11	114454832	114455364	Stable	3	-0.00325333333333333	0.00674533333333333	0	1
chr19	10294634	10294886	Stable	1	-0.004672	-7e-05	0	0
chr6	40432425	40432568	Stable	8	0.006767375	0.006947	3	0
chr4	33292841	33293015	Stable	1	0.00174	0.001459	0	0
chr12	72236470	72237061	Stable	7	-0.00163128571428571	-0.0211058571428571	0	1
chr4	149772541	149772677	Stable	2	-0.007726	-0.0739495	0	0
chr5	116563689	116564121	Stable	5	0.0025772	-0.0298376	1	0
chr3	107757872	107758090	Stable	3	-0.00153466666666667	-0.00473866666666667	0	0
chr10	62261163	62261765	Stable	1	0.017576	0.049811	1	0
chr2	154227052	154227182	Stable	1	-0.004857	-0.004524	0	0
chr17	65768922	65769024	Stable	1	-0.001746	-0.020646	0	0
chr11	118793438	118794076	Stable	1	-0.006815	-0.069985	0	0
chr2	150643914	150644450	Stable	5	0.0004084	0.0100238	0	0
chr15	12135440	12135655	Stable	4	-0.005553	-0.01939825	0	2
chr4	137918431	137918979	Stable	1	-0.00238	0.00613	0	0
chr8	126913538	126913895	Stable	1	0.010889	0.028541	1	0
chr17	5497809	5497979	Stable	1	0.007468	0.051742	0	0
chr8	11009531	11009828	Stable	18	0.00543477777777778	0.0224036111111111	5	4
chr6	119918858	119919134	Stable	3	0.00313866666666667	-0.00565566666666667	0	0
chr11	120239705	120239835	Stable	2	-0.006191	-0.0903065	0	0
chr7	34671904	34672255	Stable	2	-0.007392	-0.006951	0	1
chr14	8135184	8135483	Stable	7	0.0103335714285714	0.00715242857142857	2	1
chr12	102286798	102286987	Stable	1	0.004025	0.048434	0	0
chr2	3910501	3910742	Stable	3	0.00724866666666667	0.026901	2	0
chr9	56152254	56152549	Stable	1	0.022251	0.118828	1	0
chr17	56028049	56028676	Stable	14	0.00479628571428571	0.0483671428571429	2	0
chr7	5060249	5060401	Stable	9	-0.00458077777777778	-0.0380904444444444	0	1
chr11	6015005	6015584	Stable	7	0.00417557142857143	0.0119357142857143	2	0
chr5	124186583	124187147	Stable	2	0.0100615	0.158912	1	0
chr13	42149845	42149953	Stable	1	0.023447	0.015124	1	0
chr8	71507630	71508058	Stable	1	0.012421	0.118337	1	0
chr2	154399384	154399682	Stable	1	0.008044	0.019204	0	0
chr7	134673992	134674185	Stable	1	-0.022387	0.056476	0	1
chr1	131238984	131239414	Stable	2	0.0035085	0.006505	0	0
chr9	42121757	42121981	Stable	2	0.0028685	0.024996	0	0
chr12	81033674	81033969	Stable	1	0.00278	0.019485	0	0
chr4	115731697	115731860	Stable	1	-0.001129	-0.003018	0	0
chr1	131053215	131053555	Stable	1	0.002351	-0.006297	0	0
chr17	14455284	14455820	Stable	4	-0.08950075	-0.111851	1	2
chr2	156494629	156494721	Stable	10	3.28e-05	0.0275312	0	0
chr4	63971653	63972087	Stable	9	-0.000691	0.00847544444444444	1	2
chr11	69117814	69118244	Stable	2	0.00728	0.125935	0	0
chr11	120776142	120776411	Stable	7	-0.010416	-0.041018	0	3
chr12	15803979	15804257	Stable	1	-0.016589	-0.005777	0	1
chr17	31856657	31856771	Stable	1	-0.000325	0.013703	0	0
chr5	3648017	3648126	Stable	11	-0.00226263636363636	0.00984809090909091	0	2
chr17	28117724	28118213	Stable	1	0.003559	0.034383	0	0
chr4	148604846	148605054	Stable	1	-0.000276	-0.006113	0	0
chr13	55212530	55212716	Stable	8	0.001962125	0.01117825	0	0
chr5	28451314	28451534	Stable	1	-0.002637	0.002332	0	0
chr2	91257259	91257620	Stable	14	0.00472471428571429	0.0512204285714286	4	0
chr2	181155772	181156219	Stable	13	0.00701738461538462	0.0947432307692308	2	0
chr14	30695616	30695928	Stable	1	-0.002974	0.008795	0	0
chr9	62488640	62489241	Stable	4	0.002239	0.00328525	0	0
chr1	191126046	191126281	Stable	1	0.069462	0.130669	1	0
chr3	107887814	107888060	Stable	2	0.0289325	0.0933855	1	0
chr14	66352753	66353084	Stable	2	-0.0007965	0.0247725	0	0
chr18	25639494	25639948	Stable	1	0.006044	0.053831	0	0
chrX	53612497	53612705	Stable	10	-0.0045739	0.0243506	2	3
chr6	136532539	136533048	Stable	8	-0.011818875	-0.023863875	0	5
chr6	88105913	88106461	Stable	12	-0.00120183333333333	-0.0142469166666667	0	1
chr18	60730138	60730342	Stable	2	0.0050465	0.027794	0	0
chr5	123806378	123806691	Stable	1	-0.011494	-0.032953	0	1
chr2	131550916	131551096	Stable	1	0.011458	0.019319	1	0
chr4	129081506	129081733	Stable	8	-0.007171375	-0.140550875	0	3
chr1	87270754	87270958	Stable	1	-0.006334	-0.006912	0	0
chr7	44262807	44263467	Stable	10	-0.0080662	-0.023795	1	4
chr8	84794562	84794821	Stable	3	-0.00309266666666667	0.0545816666666667	0	0
chr14	51088941	51089716	Stable	8	-0.00530125	-0.020707375	0	2
chr1	134205272	134205907	Stable	6	-0.004984	-0.059099	0	1
chrX	99134944	99135137	Stable	6	0.000988166666666667	0.00242016666666667	1	1
chr14	55114387	55114561	Stable	12	0.00134616666666667	0.0568413333333333	1	1
chr14	39471522	39471905	Stable	4	-0.02197625	0.01139425	1	3
chr4	148384256	148385130	Stable	1	-0.02034	-0.094583	0	1
chr17	12688663	12689198	Stable	2	-0.0406775	-0.1588525	0	1
chrX	56667526	56667627	Stable	1	-0.003039	0.008093	0	0
chr2	119294433	119294585	Stable	4	7.30000000000001e-05	0.01329275	0	0
chr6	90809124	90809320	Stable	1	-2.9e-05	0.002172	0	0
chr13	95324655	95324985	Stable	14	-0.000632642857142858	0.0103561428571429	7	5
chr17	5115981	5116297	Stable	1	-0.022731	-0.043697	0	1
chr3	88177551	88178331	Stable	21	0.00457095238095238	0.0591123333333333	5	4
chr10	80857427	80857655	Stable	2	-0.0006535	0.001784	0	0
chr1	192189182	192189319	Stable	1	0.002007	0.035149	0	0
chr7	80647551	80647791	Stable	1	0.000386	0.004116	0	0
chr8	94171325	94171769	Stable	3	-0.004057	-0.0147776666666667	0	0
chr5	125270700	125270847	Stable	1	0.002183	0.020315	0	0
chr8	35707917	35708344	Stable	3	0.00124333333333333	-0.00259	0	0
chr13	12061428	12061730	Stable	3	-0.0122696666666667	0.00463466666666667	0	2
chr18	73867535	73867825	Stable	1	-0.000776	0.013126	0	0
chr12	79949233	79949323	Stable	1	-0.001127	6.8e-05	0	0
chr14	121634721	121635400	Stable	10	-0.0071336	-0.0201773	2	4
chr3	82124619	82124798	Stable	1	-0.005296	-0.002554	0	0
chr19	46899407	46899559	Stable	1	-0.003185	-0.008	0	0
chr4	106987811	106988312	Stable	5	0.0036192	0.011552	0	0
chr11	82521446	82521784	Stable	3	0.00366166666666667	0.014052	1	0
chr4	46982870	46983208	Stable	1	-0.003954	-0.009481	0	0
chr11	44401923	44402141	Stable	1	-0.002181	0.009858	0	0
chr19	13749434	13749722	Stable	1	-0.008045	-0.002769	0	0
chr4	117912076	117912528	Stable	7	-0.00363742857142857	-0.019936	0	1
chr2	181457966	181458064	Stable	1	0.001863	-0.025024	0	0
chr11	104249468	104249676	Stable	1	0.002768	0.048472	0	0
chr3	87635666	87635824	Stable	1	0.002195	0.00369	0	0
chr10	128646551	128646905	Stable	2	-0.0010355	0.001682	0	0
chr3	90652969	90653156	Stable	2	0.036641	0.067532	1	0
chr9	53344661	53345019	Stable	9	0.0113801111111111	0.0224086666666667	4	2
chr5	53175974	53176440	Stable	12	-0.005511	-0.00487166666666667	4	5
chr11	102295470	102295567	Stable	1	0.001591	0.026648	0	0
chr7	141953051	141953157	Stable	1	-0.010545	-0.094252	0	1
chr6	58838091	58838229	Stable	1	0.006715	0.01059	0	0
chr1	190682658	190682714	Stable	2	-0.004142	-0.004427	1	1
chr2	137732505	137732671	Stable	1	0.007711	0.009298	0	0
chr14	49238268	49238469	Stable	2	0.05268	0.0952085	1	0
chr11	97531348	97532136	Stable	4	-0.00240925	-0.0030965	0	0
chr18	36287463	36287787	Stable	1	0.004637	0.053604	0	0
chrX	42490404	42490511	Stable	2	0.0162865	0.0380425	1	1
chr13	94173696	94174124	Stable	5	-0.0060506	-0.0190564	0	2
chr10	5824963	5825090	Stable	1	0.00019	0.0136	0	0
chrX	13846435	13847172	Stable	8	0.01159125	0.01020775	6	2
chr10	127509017	127510040	Stable	11	-0.000374	0.051662	2	1
chr2	132577502	132577969	Stable	8	0.002117	0.020914625	3	1
chr9	73927593	73927805	Stable	1	0.007442	-0.012381	0	0
chr2	33750609	33750925	Stable	1	-0.007823	-0.026688	0	0
chr9	75314046	75314691	Stable	5	0.0122976	0.0879148	1	0
chr6	23298482	23298800	Stable	2	0.0148005	0.001078	1	0
chr15	58204099	58204347	Stable	1	0.006818	-0.001504	0	0
chr5	36887819	36887952	Stable	1	-0.00043	0.012102	0	0
chr9	110053055	110053992	Stable	13	0.00438215384615385	0.032457	5	2
chr4	145098058	145098314	Stable	7	-0.0173998571428571	-0.00717457142857143	1	5
chr10	80864262	80864995	Stable	6	-0.0023025	-0.0364281666666667	0	0
chr19	6855828	6855932	Stable	2	0.0084835	0.1036125	1	0
chr18	61022392	61022567	Stable	2	-0.002015	-0.0010825	0	0
chr11	75431360	75431754	Stable	1	0.011761	0.053032	1	0
chr6	124863042	124863255	Stable	4	-0.002172	0.02991325	0	1
chr6	54558518	54558815	Stable	7	0.00637457142857143	-0.0253881428571429	1	0
chr2	152939282	152939453	Stable	1	-0.0034	-0.018123	0	0
chr2	156724953	156725201	Stable	1	0.002412	-0.004838	0	0
chr5	115127859	115128053	Stable	1	-0.00211	-0.05369	0	0
chr18	75695286	75695484	Stable	1	0.013291	0.056514	1	0
chr13	113035983	113036179	Stable	6	0.00297783333333333	0.0358656666666667	2	1
chr12	76694866	76695521	Stable	7	0.0145658571428571	0.0783334285714286	4	0
chr8	83089467	83089812	Stable	1	0.005025	0.043692	0	0
chr18	62183798	62183939	Stable	2	0.0124135	0.022261	2	0
chr1	106043256	106043720	Stable	10	0.0073146	-0.000801600000000001	2	0
chr2	180600464	180601045	Stable	4	-0.00259325	0.0192655	0	1
chr10	61980400	61980703	Stable	1	0.023748	0.039454	1	0
chr11	102320229	102320814	Stable	8	0.001940125	0.024334875	0	0
chr2	117231402	117231615	Stable	1	-0.002181	-0.000763	0	0
chr18	80118927	80119301	Stable	2	0.0050845	0.0438295	0	0
chr2	90965837	90965941	Stable	3	0.00646966666666667	0.0716243333333333	0	0
chr10	18389260	18389431	Stable	1	0.001365	0.005283	0	0
chr6	90575135	90575734	Stable	2	0.000361	0.005909	0	0
chr4	88550324	88550457	Stable	1	-0.003754	-0.003749	0	0
chr13	24938867	24938993	Stable	2	-0.0032235	0.021165	0	0
chr9	103494407	103494851	Stable	10	0.003394	0.0023317	2	1
chr18	74021923	74022039	Stable	1	-0.06657	-0.239924	0	1
chr16	95422694	95423320	Stable	1	0.010718	0.025733	1	0
chr10	78165301	78165427	Stable	10	-0.0003828	-0.0163885	0	0
chr5	108427302	108427466	Stable	1	0.001844	0.020444	0	0
chr9	64649941	64650463	Stable	1	0.002943	0.054753	0	0
chr3	129397674	129397869	Stable	1	0.005291	0.003824	0	0
chr3	106001419	106001549	Stable	1	0.032889	0.058571	1	0
chr3	84039063	84039344	Stable	1	0.000864	0.013814	0	0
chr5	136467607	136467957	Stable	1	-0.010472	-0.041087	0	1
chr8	46146290	46146397	Stable	2	-0.007664	-0.032279	0	0
chr6	39256945	39257500	Stable	2	-0.0186685	-0.077604	0	1
chr19	8578312	8578436	Stable	1	-0.003231	-0.005135	0	0
chr11	87986488	87986787	Stable	2	-0.0018345	0.026728	0	0
chr18	67471448	67471574	Stable	2	-0.002321	-0.0190955	0	0
chr9	77967781	77968127	Stable	3	-0.008089	-0.00863233333333333	0	1
chr15	85709287	85709781	Stable	1	-0.002429	0.000622	0	0
chr13	35233667	35234067	Stable	6	0.0028745	0.00898683333333333	3	1
chr9	107659609	107660295	Stable	2	-0.0014805	-0.013081	0	0
chr9	44096682	44096870	Stable	2	0.0057025	0.0188735	0	0
chr12	77528601	77528720	Stable	13	-0.00878492307692308	-0.0872621538461539	2	6
chr18	60480947	60481367	Stable	1	-0.010005	-0.012688	0	1
chr3	101493781	101494282	Stable	2	-0.002623	-0.0086185	1	1
chr2	165226010	165226076	Stable	1	-0.002245	-0.039231	0	0
