chr	start	end	enhancer_class	n_loops	mean_loop_distance	n_promoter_loops
chr1	132390232	132390505	Stable	0	NA	0
chr18	13781085	13781359	Stable	3	211666.666666667	1
chr2	32816874	32817659	Stable	1	35000	0
chr18	76378673	76379065	Stable	2	560000	0
chr5	147430392	147430548	Stable	4	218750	1
chr2	170731637	170732673	Stable	3	101666.666666667	0
chr4	123685585	123686048	Stable	2	142500	1
chr8	4252979	4253402	Stable	5	150000	3
chr10	61467068	61467163	Stable	2	170000	0
chr12	86981214	86981472	Stable	1	350000	0
chr3	30995330	30995871	Stable	2	250000	2
chr11	59744390	59744651	Stable	0	NA	0
chr1	158464070	158464194	Stable	0	NA	0
chrX	48623437	48623849	Stable	0	NA	0
chr15	96547914	96548179	Stable	4	311250	0
chr9	40381709	40382770	Stable	3	4386666.66666667	0
chr7	127768819	127769289	Stable	2	275000	1
chr4	132329270	132329822	Stable	2	187500	2
chr11	119847655	119847878	Stable	0	NA	0
chr3	101506144	101506590	Stable	5	159000	1
chr6	35539346	35540056	Stable	4	948750	2
chr3	68403974	68404253	Stable	0	NA	0
chr19	16164450	16164590	Stable	0	NA	0
chr17	83937706	83937944	Stable	0	NA	0
chr14	25629946	25630124	Stable	3	453333.333333333	1
chr5	53161512	53162022	Stable	0	NA	0
chr11	50325460	50326163	Stable	3	145000	2
chr15	88751145	88751596	Stable	0	NA	0
chr12	80002540	80003084	Stable	0	NA	0
chr7	97195383	97195550	Stable	0	NA	0
chr5	105817412	105817560	Stable	0	NA	0
chr6	142879452	142879624	Stable	0	NA	0
chr4	101230688	101230852	Stable	0	NA	0
chr11	98710500	98710790	Stable	1	1e+05	1
chr5	142693565	142693963	Stable	0	NA	0
chrX	22698290	22698455	Stable	0	NA	0
chr7	12977723	12978349	Stable	2	42500	2
chr15	91050056	91050397	Stable	0	NA	0
chr9	120577135	120577595	Stable	4	581250	1
chr5	25734462	25734563	Stable	2	320000	0
chr12	104859237	104859405	Stable	0	NA	0
chr10	60816958	60817235	Stable	2	1175000	1
chr14	122403101	122403230	Stable	0	NA	0
chr9	27288501	27288745	Stable	4	130000	0
chr9	110407937	110408453	Stable	2	287500	2
chr2	26314280	26314884	Stable	0	NA	0
chr4	76449563	76449862	Stable	7	407857.142857143	0
chr17	40904749	40905150	Stable	0	NA	0
chr2	28585293	28585431	Stable	2	270000	2
chr14	93889894	93890031	Stable	15	1459666.66666667	1
chr2	132781310	132782142	Stable	3	281666.666666667	1
chrX	160588688	160588798	Stable	2	2e+05	1
chrY	6091348	6091585	Stable	0	NA	0
chr14	16598171	16598509	Stable	0	NA	0
chr4	149822236	149822477	Stable	1	275000	1
chr6	6039122	6039323	Stable	0	NA	0
chr3	56000408	56000552	Stable	4	1081250	1
chr8	81996941	81997172	Stable	0	NA	0
chr15	87023144	87023278	Stable	0	NA	0
chr15	41101292	41101411	Stable	0	NA	0
chr2	178131726	178131800	Stable	1	125000	0
chr11	9317448	9317686	Stable	2	2150000	0
chr10	83648238	83648916	Stable	5	343000	1
chr16	32246873	32247299	Stable	4	232500	2
chr16	96684711	96684839	Stable	1	6e+05	0
chr7	78890733	78890889	Stable	9	1473333.33333333	2
chr13	99955416	99955583	Stable	1	625000	1
chr18	57960654	57960834	Stable	2	475000	1
chr18	78932087	78932797	Stable	2	142500	1
chr7	67222236	67222818	Stable	2	450000	2
chr4	46304808	46305253	Stable	4	97500	1
chr17	50236932	50237167	Stable	3	208333.333333333	0
chr12	8208047	8208440	Stable	0	NA	0
chr16	92952838	92952935	Stable	0	NA	0
chr2	31106588	31107344	Stable	2	40000	1
chr12	83801039	83801171	Stable	1	1e+05	0
chr2	134973865	134974097	Stable	0	NA	0
chr4	134535060	134535521	Stable	2	362500	1
chr18	78978890	78978997	Stable	0	NA	0
chr1	179436771	179437037	Stable	0	NA	0
chr8	125205602	125205870	Stable	0	NA	0
chr12	111356356	111356512	Stable	0	NA	0
chr6	47175595	47176096	Stable	1	2125000	1
chr11	43412904	43413062	Stable	5	2455000	1
chr13	43398228	43398880	Stable	0	NA	0
chr1	21100870	21101490	Stable	1	165000	0
chr8	75063436	75063666	Stable	0	NA	0
chr2	180925303	180925450	Stable	1	35000	0
chr1	170497043	170497194	Stable	0	NA	0
chr12	78748640	78749134	Stable	2	317500	2
chr11	61022177	61022584	Stable	4	57500	0
chr3	88242464	88242899	Stable	1	50000	0
chr17	28486157	28486436	Stable	1	35000	1
chr2	156471034	156471220	Stable	0	NA	0
chr2	120027389	120027853	Stable	0	NA	0
chr17	23630292	23630561	Stable	1	775000	1
chr11	119948790	119949129	Stable	3	113333.333333333	2
chr1	143739063	143739722	Stable	2	152500	2
chr12	36289695	36289937	Stable	0	NA	0
chr5	114667520	114667830	Stable	1	35000	0
chr14	20928983	20929686	Stable	0	NA	0
chr6	91266782	91266965	Stable	1	250000	0
chr9	45985138	45985437	Stable	0	NA	0
chr4	133627145	133627335	Stable	0	NA	0
chr19	10878278	10878827	Stable	2	115000	0
chr1	75317069	75318092	Stable	2	412500	2
chr5	115509914	115510094	Stable	1	50000	1
chr15	86696911	86697147	Stable	0	NA	0
chr1	74854543	74854966	Stable	2	125000	1
chr18	75448145	75448389	Stable	0	NA	0
chr7	45079969	45080152	Stable	3	133333.333333333	1
chr17	29032171	29032913	Stable	2	225000	1
chr11	113221116	113221728	Stable	0	NA	0
chr12	98409727	98409840	Stable	1	120000	0
chr19	24308277	24308685	Stable	5	190000	2
chr11	44581400	44581642	Stable	2	1200000	0
chr8	112569497	112570096	Stable	9	411666.666666667	1
chr1	176994254	176994417	Stable	0	NA	0
chr14	13901714	13902059	Stable	4	916250	0
chr6	18420772	18420983	Stable	0	NA	0
chr10	93471531	93471737	Stable	8	301250	3
chr10	34281955	34282457	Stable	11	11073181.8181818	8
chr11	16741117	16741235	Stable	0	NA	0
chr11	50229608	50229839	Stable	2	57500	2
chr9	92930575	92930812	Stable	0	NA	0
chr11	107393599	107393714	Stable	1	70000	0
chr15	97664241	97664361	Stable	2	472500	0
chr5	128647371	128647502	Stable	0	NA	0
chr3	136896363	136896565	Stable	2	610000	1
chr11	95298286	95298376	Stable	0	NA	0
chr15	10470537	10470768	Stable	1	2380000	1
chr9	108158003	108158167	Stable	0	NA	0
chr9	119430426	119430598	Stable	2	90000	2
chr13	101692094	101692721	Stable	14	410714.285714286	2
chr11	88524713	88525030	Stable	0	NA	0
chr12	81653466	81653622	Stable	0	NA	0
chr15	89310352	89310497	Stable	1	60000	1
chr19	53528725	53529421	Stable	0	NA	0
chr12	116077383	116078024	Stable	3	251666.666666667	0
chr11	102225087	102225171	Stable	1	40000	1
chr8	72160771	72161416	Stable	4	282500	3
chr13	36282198	36282329	Stable	6	563333.333333333	1
chr13	48967927	48968651	Stable	1	50000	0
chr5	135730354	135730647	Stable	0	NA	0
chr14	84447115	84447224	Stable	9	3036666.66666667	1
chr5	132231742	132231928	Stable	11	1134090.90909091	2
chr14	65890160	65890297	Stable	1	250000	1
chr17	33781199	33781479	Stable	1	1125000	1
chr5	124211362	124211567	Stable	1	35000	1
chr2	168042059	168042315	Stable	0	NA	0
chr7	84355795	84355884	Stable	5	460000	2
chr8	119778149	119778646	Stable	1	90000	0
chr13	49460941	49460950	Stable	2	187500	1
chr8	43189816	43189937	Stable	0	NA	0
chr3	101586908	101587239	Stable	3	250000	2
chr1	132330496	132330703	Stable	0	NA	0
chr17	12090670	12090764	Stable	0	NA	0
chr5	149524292	149524852	Stable	3	135000	0
chr8	17357024	17357152	Stable	0	NA	0
chr2	73312504	73312939	Stable	1	70000	1
chr11	115749945	115750135	Stable	1	5e+05	1
chr11	65153232	65153339	Stable	1	1e+05	0
chr15	103323809	103324274	Stable	4	1550000	2
chr2	160854913	160855039	Stable	1	50000	0
chr9	122120125	122120359	Stable	1	1e+05	1
chr7	109030127	109030407	Stable	1	1e+05	1
chr18	64931726	64931822	Stable	0	NA	0
chr11	7466367	7466665	Stable	0	NA	0
chr9	112213834	112214166	Stable	0	NA	0
chr11	98795827	98795936	Stable	0	NA	0
chr4	109430888	109431171	Stable	1	3e+05	0
chr15	50889940	50890135	Stable	5	1184000	3
chr10	80998906	80999107	Stable	6	134166.666666667	3
chr7	45016147	45016521	Stable	1	50000	1
chr5	147435249	147435586	Stable	4	218750	1
chr7	140141484	140141610	Stable	0	NA	0
chr11	102284536	102285341	Stable	1	50000	1
chr1	156748627	156748824	Stable	4	507500	0
chr10	19894144	19894257	Stable	4	468750	2
chr7	96811785	96812009	Stable	0	NA	0
chr9	23383319	23383766	Stable	3	495000	2
chr8	25101789	25101944	Stable	0	NA	0
chr14	55115467	55115604	Stable	6	1888333.33333333	4
chr16	22468720	22468812	Stable	0	NA	0
chr11	72067294	72067653	Stable	3	181666.666666667	2
chr11	20941651	20941799	Stable	0	NA	0
chr2	157707245	157707505	Stable	0	NA	0
chr12	70294447	70294512	Stable	1	130000	0
chr7	46162138	46162739	Stable	1	60000	1
chr1	165035634	165035964	Stable	5	511000	1
chr11	90249095	90249399	Stable	0	NA	0
chr6	30896156	30896339	Stable	0	NA	0
chr9	67043498	67044170	Stable	4	147500	2
chr11	59182818	59183359	Stable	2	242500	1
chr1	176989508	176989590	Stable	0	NA	0
chr11	98741712	98741894	Stable	1	35000	1
chr2	125800471	125800712	Stable	0	NA	0
chr2	76675091	76675352	Stable	1	1025000	1
chr7	127814191	127814567	Stable	0	NA	0
chr15	84639476	84640024	Stable	2	537500	1
chr19	42190476	42190775	Stable	2	175000	1
chr10	84026964	84027050	Stable	1	430000	0
chr1	161968894	161969464	Stable	1	90000	1
chr17	86732232	86732401	Stable	0	NA	0
chr18	39559422	39559899	Stable	0	NA	0
chr4	68950619	68950825	Stable	11	1220454.54545455	2
chr1	131078933	131079045	Stable	0	NA	0
chr5	135023369	135023555	Stable	2	47500	2
chr5	24780083	24780373	Stable	2	117500	0
chr14	64158552	64159204	Stable	2	512500	1
chr11	77808142	77808516	Stable	3	341666.666666667	3
chr18	23954371	23955108	Stable	5	231000	1
chr1	160863114	160863296	Stable	2	122500	0
chr4	140581028	140581152	Stable	1	1e+05	1
chr14	70520340	70520863	Stable	2	187500	1
chr2	30685174	30685349	Stable	0	NA	0
chr2	167349299	167349745	Stable	1	65000	0
chr4	155490887	155491404	Stable	1	1e+05	0
chr11	58307760	58308083	Stable	10	4310500	9
chr7	116132287	116132384	Stable	0	NA	0
chr6	99692596	99692902	Stable	0	NA	0
chr9	105053158	105053507	Stable	2	4e+05	1
chr9	110051956	110052164	Stable	1	175000	1
chr2	144052729	144053053	Stable	0	NA	0
chr7	44589208	44589529	Stable	0	NA	0
chr13	42052041	42052193	Stable	3	203333.333333333	1
chr9	94613988	94614157	Stable	6	1254166.66666667	1
chr15	99772203	99772746	Stable	2	115000	2
chr5	140542853	140543559	Stable	7	226428.571428571	1
chr11	115475512	115475735	Stable	2	172500	1
chr7	92799944	92800137	Stable	0	NA	0
chr11	11973444	11973669	Stable	2	155000	1
chr2	168231024	168231393	Stable	0	NA	0
chr14	36203975	36204167	Stable	0	NA	0
chr19	6910351	6910365	Stable	0	NA	0
chr1	188046826	188047091	Stable	0	NA	0
chr3	122122071	122122492	Stable	0	NA	0
chr12	81604624	81604814	Stable	3	191666.666666667	2
chr9	44965354	44965940	Stable	1	130000	0
chr13	95891763	95891859	Stable	3	186666.666666667	0
chr4	148360915	148361012	Stable	2	72500	1
chr8	88560256	88560329	Stable	0	NA	0
chr10	8304163	8304189	Stable	1	4e+05	1
chr5	32863507	32864014	Stable	3	4233333.33333333	3
chrY	9972358	9972472	Stable	0	NA	0
chr14	32165600	32165937	Stable	0	NA	0
chr4	149338221	149338460	Stable	1	3e+05	0
chr9	66205838	66205962	Stable	0	NA	0
chr2	170757280	170757524	Stable	0	NA	0
chr8	111732041	111732320	Stable	0	NA	0
chr8	106011142	106011718	Stable	2	205000	2
chr1	92032962	92033076	Stable	0	NA	0
chr8	121444982	121445017	Stable	0	NA	0
chr4	66096240	66096355	Stable	0	NA	0
chr12	108227025	108227457	Stable	1	50000	1
chr7	80369552	80369813	Stable	0	NA	0
chr15	98181116	98181652	Stable	4	112500	3
chr5	65239293	65239401	Stable	1	350000	0
chr17	66815975	66816261	Stable	0	NA	0
chr14	63076292	63076556	Stable	5	168000	3
chr2	6871827	6871982	Stable	5	273000	0
chr9	121808066	121808194	Stable	0	NA	0
chr13	45613516	45613608	Stable	0	NA	0
chr8	88627271	88627776	Stable	4	240000	3
chr4	141445133	141445287	Stable	1	125000	0
chr18	15148957	15149102	Stable	2	287500	0
chr9	50064900	50065061	Stable	0	NA	0
chr11	19524166	19524438	Stable	0	NA	0
chr6	29853298	29853484	Stable	4	292500	0
chrX	73685725	73685999	Stable	1	250000	1
chr17	12160631	12160795	Stable	0	NA	0
chr19	60580700	60581280	Stable	3	365000	3
chr11	90390862	90391139	Stable	0	NA	0
chr10	80701793	80702362	Stable	1	35000	0
chr4	128884493	128884747	Stable	4	526250	0
chr14	55743824	55744028	Stable	1	60000	1
chr13	78644684	78644829	Stable	0	NA	0
chr5	30915950	30916259	Stable	3	750000	3
chr7	6410126	6410335	Stable	0	NA	0
chr15	84273039	84273362	Stable	1	175000	1
chr5	113054276	113054672	Stable	6	363333.333333333	2
chr3	97076262	97076756	Stable	4	147500	0
chr12	73462098	73462506	Stable	0	NA	0
chrX	36761020	36761116	Stable	1	3e+05	0
chr8	122793519	122793925	Stable	0	NA	0
chr5	35794878	35794957	Stable	1	60000	0
chr9	63666843	63667096	Stable	0	NA	0
chr2	32912372	32912682	Stable	2	42500	1
chr10	21991373	21991476	Stable	5	240000	2
chr3	153658522	153658674	Stable	4	520000	0
chr11	94329686	94329788	Stable	1	90000	0
chr5	33935995	33936720	Stable	2	195000	2
chr9	49055383	49055837	Stable	2	240000	1
chr4	152278884	152279253	Stable	1	3e+05	1
chr17	86231799	86232035	Stable	0	NA	0
chr12	77667925	77668106	Stable	6	420833.333333333	3
chr19	42035281	42035868	Stable	2	87500	2
chr14	118937518	118938171	Stable	1	70000	0
chr6	55292582	55292681	Stable	0	NA	0
chr12	108217721	108217851	Stable	1	275000	0
chr15	30172380	30172663	Stable	6	534166.666666667	0
chr14	97960369	97960608	Stable	0	NA	0
chr7	100190923	100191063	Stable	1	2e+05	1
chr12	111759269	111759368	Stable	0	NA	0
chr5	25751538	25751850	Stable	0	NA	0
chr5	147227315	147227633	Stable	2	260000	1
chr1	82150959	82151114	Stable	0	NA	0
chr14	57104425	57104684	Stable	1	225000	0
chr15	64923090	64923282	Stable	11	580909.090909091	2
chr11	53567132	53567793	Stable	1	1e+05	0
chr1	182110778	182111016	Stable	3	140000	2
chr16	35189580	35189720	Stable	0	NA	0
chr7	24237461	24237778	Stable	0	NA	0
chr1	127677683	127678442	Stable	4	101250	0
chr6	72427999	72428320	Stable	1	140000	0
chr16	59638988	59639687	Stable	6	2987500	6
chr12	100455433	100455818	Stable	0	NA	0
chr12	28694791	28695109	Stable	1	850000	1
chr5	69341261	69341828	Stable	9	878333.333333333	1
chr7	50461863	50461951	Stable	0	NA	0
chr15	103165525	103165705	Stable	2	275000	1
chr1	78488613	78489237	Stable	0	NA	0
chr4	48586557	48586732	Stable	0	NA	0
chr13	20120546	20121012	Stable	0	NA	0
chr4	45473172	45473400	Stable	0	NA	0
chr8	110721300	110721492	Stable	2	315000	1
chr1	23922402	23922657	Stable	4	165000	3
chr15	58952529	58952618	Stable	4	562500	2
chr2	170811219	170811837	Stable	3	61666.6666666667	1
chr9	15015700	15015811	Stable	4	266250	4
chr11	76456297	76456592	Stable	1	120000	0
chr6	47400756	47400930	Stable	0	NA	0
chr9	122225326	122225779	Stable	1	210000	1
chr8	111027507	111027903	Stable	1	4e+05	0
chr4	137676078	137676413	Stable	2	1e+05	0
chr18	75819601	75819740	Stable	0	NA	0
chr1	74295158	74296133	Stable	1	1e+05	1
chr14	27335858	27336423	Stable	5	76000	0
chr3	127853473	127853704	Stable	1	90000	0
chr6	117995268	117995471	Stable	2	1e+05	0
chr2	68470873	68471441	Stable	2	497500	1
chr7	99544328	99544612	Stable	0	NA	0
chr3	88461442	88461545	Stable	1	60000	0
chr1	128244004	128244635	Stable	1	120000	0
chr7	121981465	121981821	Stable	0	NA	0
chr5	33782461	33783150	Stable	2	105000	0
chr9	75582156	75582260	Stable	2	185000	1
chr2	128177230	128177642	Stable	1	50000	1
chr18	4352848	4353633	Stable	4	1243750	3
chr8	114134082	114134282	Stable	0	NA	0
chr6	83343096	83343195	Stable	1	175000	1
chr11	71847951	71848217	Stable	3	385000	0
chr6	134035836	134036134	Stable	2	562500	2
chr19	57360511	57360846	Stable	2	5e+05	1
chr13	112264793	112264937	Stable	4	576250	1
chr11	108258809	108259289	Stable	0	NA	0
chr7	126323857	126324003	Stable	2	125000	1
chr7	92180553	92180744	Stable	0	NA	0
chr12	102181966	102182222	Stable	0	NA	0
chr5	38039077	38039540	Stable	0	NA	0
chr16	29945912	29946483	Stable	0	NA	0
chr9	30423097	30423197	Stable	3	1008333.33333333	0
chr6	90773822	90774263	Stable	0	NA	0
chrX	158041832	158042997	Stable	6	663333.333333333	0
chr5	135118562	135118851	Stable	2	122500	0
chr16	35191131	35191582	Stable	0	NA	0
chr4	119531982	119532097	Stable	3	216666.666666667	3
chr7	127761164	127761448	Stable	3	211666.666666667	1
chr2	129206903	129207110	Stable	0	NA	0
chr8	3215691	3215875	Stable	0	NA	0
chr10	127123453	127123598	Stable	3	61666.6666666667	2
chr11	72608203	72608628	Stable	1	85000	1
chr1	69106982	69107367	Stable	3	531666.666666667	0
chr1	89576786	89577335	Stable	3	75000	1
chr3	135439142	135439360	Stable	4	3287500	4
chr9	40345575	40345698	Stable	1	875000	0
chr10	53528349	53528836	Stable	2	712500	0
chr5	121187588	121187948	Stable	1	350000	1
chr7	29343850	29344081	Stable	0	NA	0
chr3	76429097	76429352	Stable	1	350000	0
chr11	120045525	120045645	Stable	0	NA	0
chrX	13847603	13847736	Stable	4	4e+05	1
chr5	45472970	45473236	Stable	6	432500	3
chr11	6187807	6188280	Stable	4	160000	1
chr11	30257904	30258332	Stable	0	NA	0
chr3	98427399	98427966	Stable	3	408333.333333333	2
chr2	58567467	58567801	Stable	2	70000	0
chr9	63562040	63562319	Stable	1	275000	0
chrX	136707891	136708059	Stable	0	NA	0
chr11	69415288	69415543	Stable	6	582500	6
chr4	136071497	136071777	Stable	3	1738333.33333333	2
chr11	79503077	79503184	Stable	0	NA	0
chr10	127522357	127522525	Stable	0	NA	0
chr5	74704512	74704705	Stable	0	NA	0
chr8	119196623	119196765	Stable	0	NA	0
chr4	32889324	32889528	Stable	0	NA	0
chr2	161527209	161527640	Stable	0	NA	0
chr19	38223948	38224930	Stable	7	202857.142857143	2
chr9	96119164	96119283	Stable	0	NA	0
chr3	28746218	28746385	Stable	6	870833.333333333	0
chr11	32946507	32946987	Stable	0	NA	0
chr4	126254910	126255052	Stable	3	131666.666666667	2
chr18	67552269	67552491	Stable	1	50000	0
chr16	96612792	96612924	Stable	0	NA	0
chr10	90431073	90431190	Stable	0	NA	0
chr6	5855611	5855814	Stable	4	1143750	1
chr5	88796667	88796831	Stable	11	350000	2
chr13	23535180	23535334	Stable	4	967500	4
chr19	7122458	7122565	Stable	0	NA	0
chr2	21024391	21024537	Stable	0	NA	0
chr11	116130420	116131171	Stable	3	115000	3
chr9	45917493	45917939	Stable	0	NA	0
chr1	86154586	86154890	Stable	0	NA	0
chr11	55386334	55386793	Stable	4	105000	2
chr12	101006252	101006297	Stable	0	NA	0
chr3	90514772	90514983	Stable	0	NA	0
chr11	61564612	61565086	Stable	1	35000	0
chr18	77200157	77201025	Stable	1	1825000	0
chr5	122643818	122644517	Stable	1	525000	1
chr4	133021245	133021362	Stable	1	275000	1
chr6	83341530	83341655	Stable	1	175000	1
chr16	56717177	56717846	Stable	8	761875	5
chr18	33059814	33060085	Stable	1	110000	0
chr5	67156979	67157154	Stable	0	NA	0
chr2	152902867	152903004	Stable	5	265000	3
chr5	65130999	65131157	Stable	0	NA	0
chr11	97315534	97316084	Stable	5	116000	3
chr2	94334266	94334449	Stable	0	NA	0
chr11	101687850	101688007	Stable	0	NA	0
chr18	50032749	50033022	Stable	1	70000	0
chr8	116115817	116116341	Stable	0	NA	0
chr17	86812112	86812337	Stable	3	428333.333333333	0
chr3	129830980	129831680	Stable	4	4120000	3
chr10	86825840	86826384	Stable	2	85000	2
chr6	97417115	97417395	Stable	6	266666.666666667	0
chr2	34623257	34623805	Stable	0	NA	0
chr11	94521091	94521815	Stable	0	NA	0
chr15	85671367	85671539	Stable	0	NA	0
chr1	131482349	131482524	Stable	0	NA	0
chr11	115267011	115267131	Stable	2	117500	1
chr17	80054028	80054156	Stable	4	287500	1
chr4	85334758	85334981	Stable	0	NA	0
chr2	156584833	156585051	Stable	1	120000	0
chr17	46782412	46782958	Stable	1	1e+05	1
chr11	53430552	53431535	Stable	1	35000	0
chr4	141069768	141070003	Stable	2	1130000	2
chr16	87393979	87394139	Stable	3	1221666.66666667	2
chr10	94945297	94945366	Stable	0	NA	0
chr8	112045998	112046184	Stable	3	1713333.33333333	2
chr6	97205484	97205933	Stable	3	11950000	3
chr6	72097254	72098281	Stable	2	87500	0
chr10	80004499	80004622	Stable	0	NA	0
chr9	43105563	43106397	Stable	1	1e+05	0
chr1	39779242	39779360	Stable	0	NA	0
chr7	37320204	37320305	Stable	0	NA	0
chr1	131418145	131418269	Stable	1	1e+05	0
chr17	8299665	8299853	Stable	1	3e+05	0
chr1	178623829	178624157	Stable	0	NA	0
chr7	132996535	132996661	Stable	0	NA	0
chr9	4680396	4680532	Stable	2	242500	2
chr19	42471603	42471862	Stable	0	NA	0
chr15	85625664	85626239	Stable	1	425000	1
chr7	81542244	81542380	Stable	0	NA	0
chr8	111300013	111300498	Stable	0	NA	0
chr17	34958867	34959692	Stable	2	302500	2
chr14	36262323	36262595	Stable	0	NA	0
chr18	54853222	54853352	Stable	0	NA	0
chr7	139791400	139791672	Stable	0	NA	0
chr5	142031484	142031631	Stable	0	NA	0
chr9	86467041	86467491	Stable	3	401666.666666667	2
chr2	104444873	104445054	Stable	5	279000	1
chr12	100199021	100199734	Stable	3	376666.666666667	1
chr11	19521878	19522016	Stable	0	NA	0
chr17	43666756	43667338	Stable	1	2725000	1
chr8	106078881	106078997	Stable	0	NA	0
chr3	38232634	38232734	Stable	1	6e+05	0
chr1	73004923	73005143	Stable	0	NA	0
chr6	54127370	54127621	Stable	2	42500	0
chr10	117647145	117647406	Stable	0	NA	0
chr4	135219799	135219900	Stable	2	187500	1
chr5	141241649	141241786	Stable	5	999000	0
chr12	98577903	98578283	Stable	2	197500	0
chr2	60125338	60125811	Stable	2	80000	1
chr2	130667643	130667860	Stable	5	160000	4
chr13	44361081	44361204	Stable	0	NA	0
chr17	5352823	5353264	Stable	0	NA	0
chr8	22476203	22476963	Stable	3	66666.6666666667	0
chr2	164389519	164389910	Stable	0	NA	0
chr4	11966448	11966949	Stable	5	716000	4
chr17	70600556	70600776	Stable	0	NA	0
chr10	83620300	83620781	Stable	2	462500	0
chr11	69546391	69546962	Stable	0	NA	0
chr14	8346726	8346847	Stable	6	315000	3
chr3	127552947	127553549	Stable	7	436428.571428571	0
chrX	101933474	101933582	Stable	2	80000	1
chr2	31141826	31142448	Stable	4	83750	0
chr8	120489180	120489277	Stable	4	92500	0
chrX	143082876	143083037	Stable	2	462500	0
chr13	51868637	51868897	Stable	0	NA	0
chr5	118268970	118269524	Stable	5	619000	2
chr1	132306401	132306443	Stable	1	185000	0
chr3	89559014	89559183	Stable	0	NA	0
chr13	43948719	43948912	Stable	0	NA	0
chr2	25356146	25356799	Stable	2	102500	1
chr7	26783356	26783642	Stable	1	5e+05	0
chr11	54107454	54107592	Stable	0	NA	0
chr6	34880206	34880319	Stable	2	220000	2
chr5	142932397	142932603	Stable	3	106666.666666667	0
chr12	80853737	80853896	Stable	0	NA	0
chr6	97148503	97149236	Stable	1	6e+05	0
chr19	58453061	58453164	Stable	4	631250	1
chr2	122147480	122148082	Stable	0	NA	0
chr17	27797644	27797793	Stable	0	NA	0
chr16	11476400	11476694	Stable	2	130000	0
chr16	76373674	76373963	Stable	11	282272.727272727	3
chr11	100817406	100817624	Stable	0	NA	0
chr4	100407072	100407377	Stable	5	265000	2
chr9	43239841	43240125	Stable	0	NA	0
chr3	109707836	109708168	Stable	4	248750	1
chr14	30672043	30672309	Stable	1	80000	0
chr9	69357968	69358095	Stable	1	1350000	0
chr3	58636501	58636930	Stable	0	NA	0
chr17	63285294	63285707	Stable	0	NA	0
chr10	14085218	14085565	Stable	4	173750	3
chr1	193703220	193703311	Stable	7	585714.285714286	2
chr18	61309656	61310027	Stable	6	195833.333333333	3
chr10	128821546	128821972	Stable	2	1012500	2
chr17	88251977	88252166	Stable	8	255625	3
chr7	140903226	140903647	Stable	4	322500	2
chr3	79202272	79202716	Stable	4	375000	1
chr8	23728590	23728758	Stable	0	NA	0
chr9	56777027	56777838	Stable	3	258333.333333333	0
chr11	117332300	117332434	Stable	0	NA	0
chr1	33927573	33927765	Stable	0	NA	0
chr10	99286877	99287016	Stable	0	NA	0
chr5	134313474	134313658	Stable	0	NA	0
chr15	78851819	78852048	Stable	0	NA	0
chr8	36102612	36102747	Stable	1	250000	0
chr7	110821245	110821496	Stable	3	190000	0
chr7	141935283	141935329	Stable	2	262500	1
chr1	37541133	37541607	Stable	3	78333.3333333333	0
chr12	108078290	108078390	Stable	1	35000	0
chr10	46072919	46073064	Stable	1	175000	1
chr5	135632487	135632965	Stable	3	133333.333333333	0
chr5	149287151	149287541	Stable	0	NA	0
chr12	111135192	111135339	Stable	0	NA	0
chr5	131307037	131308186	Stable	4	268750	0
chr6	36723289	36723383	Stable	0	NA	0
chr7	13054114	13054986	Stable	5	3785000	4
chr9	43970007	43970436	Stable	5	353000	2
chr3	90265637	90266347	Stable	0	NA	0
chr1	131827590	131828447	Stable	1	125000	0
chr3	108499781	108500104	Stable	0	NA	0
chr4	123529348	123529487	Stable	1	125000	0
chr11	95042226	95042420	Stable	4	67500	3
chr3	31145893	31146244	Stable	8	321875	1
chr5	113164921	113165247	Stable	0	NA	0
chr10	18827785	18827933	Stable	1	275000	0
chr11	115367224	115367856	Stable	1	1e+05	1
chr3	121464811	121464967	Stable	0	NA	0
chr15	92975809	92976033	Stable	0	NA	0
chr7	113594499	113594676	Stable	2	210000	1
chr10	61536906	61537018	Stable	0	NA	0
chr7	73558308	73558903	Stable	1	60000	0
chr1	146725007	146725375	Stable	0	NA	0
chr1	86053263	86053739	Stable	0	NA	0
chr2	38571660	38572319	Stable	1	60000	1
chr11	118750822	118751342	Stable	3	115000	0
chr9	108566793	108567716	Stable	1	45000	0
chr10	20176145	20176340	Stable	0	NA	0
chr7	126704479	126704939	Stable	1	55000	1
chr1	133178778	133179351	Stable	2	152500	2
chr11	61551675	61551783	Stable	0	NA	0
chr3	52974984	52975469	Stable	7	645714.285714286	1
chr7	34318322	34318465	Stable	0	NA	0
chr11	95037432	95037683	Stable	1	40000	0
chr8	124180726	124180905	Stable	0	NA	0
chr9	37300444	37300789	Stable	0	NA	0
chr11	8456606	8456996	Stable	0	NA	0
chr2	135888275	135888704	Stable	1	45000	0
chr4	48105503	48105655	Stable	0	NA	0
chr5	138622700	138623082	Stable	1	350000	1
chr1	91380543	91380647	Stable	0	NA	0
chr5	143704941	143705523	Stable	1	270000	0
chr4	126309650	126310299	Stable	3	80000	0
chr2	33809294	33809310	Stable	2	487500	0
chr15	66815349	66815807	Stable	0	NA	0
chr3	51559708	51559825	Stable	1	70000	1
chr16	4789694	4790494	Stable	1	1e+05	1
chr8	47674867	47675723	Stable	4	777500	4
chr4	149737856	149738282	Stable	1	35000	1
