chr	start	end	tertile	log2FC_K119ub
chr14	16243024	16243568	T2_mid	0.644721624033433
chr13	29802826	29802958	T3_high	0.765550601811383
chr1	152818015	152818098	T2_mid	0.645459484308311
chr10	126962252	126962659	T1_low	0.532160138266008
chr2	117381418	117381771	T1_low	0.433528527136549
chr6	99670949	99671100	T1_low	0.45233904253036
chr10	57631811	57633219	T1_low	0.395851396980339
chr8	64206604	64206743	T1_low	0.541272015393069
chr8	107403057	107403389	T2_mid	0.634730206552789
chr2	152962251	152962774	T1_low	0.450616432225902
chr4	98754511	98754690	T1_low	0.51935530572081
chr7	19458391	19458439	T3_high	0.722912762734594
chr14	62395479	62395631	T1_low	0.547747395842608
chr3	65864058	65864308	T2_mid	0.632835444218825
chr16	79186550	79186705	T3_high	1.08684332134436
chr16	77421655	77421974	T1_low	0.48143595890284
chr13	33004546	33004978	T1_low	0.510604350447941
chr19	21329798	21330092	T1_low	0.516895697970681
chr13	109616065	109616226	T1_low	0.46476339624899
chr5	53236271	53236406	T3_high	0.807826723386197
chr12	56415062	56415652	T1_low	0.395472139610147
chr3	32610695	32610827	T3_high	0.7192181590563
chr1	175936356	175936737	T1_low	0.473375392778602
chr2	144550583	144550937	T2_mid	0.611699212304023
chr18	16418183	16419329	T3_high	0.955756645345883
chr16	63163020	63163433	T2_mid	0.678412088022737
chr2	75985248	75985439	T2_mid	0.563610429829754
chr16	29194072	29194371	T1_low	0.524763382764389
chr3	14860452	14860542	T2_mid	0.590214499034416
chr1	127430398	127430595	T1_low	0.528448281975758
chr5	21609218	21609294	T3_high	0.910996040254172
chr16	81187711	81187877	T3_high	0.793513641449371
chr6	148895919	148896681	T2_mid	0.573535302357595
chr13	29857519	29857670	T3_high	0.863222291594975
chr7	96143133	96143741	T1_low	0.395619493891645
chr2	44068950	44069274	T1_low	0.481286351058126
chr18	13409852	13410080	T2_mid	0.66661949882788
chr15	83348848	83348998	T2_mid	0.578428567839055
chr10	67056241	67056862	T3_high	0.884523287729598
chr13	92740805	92741089	T2_mid	0.610828411582658
chr1	84217816	84217958	T2_mid	0.582914203926854
chr14	8097960	8098180	T2_mid	0.674457322781877
chr5	74531573	74531866	T3_high	1.11164221697803
chr13	90922759	90923382	T2_mid	0.591401154667865
chr13	19438112	19438300	T2_mid	0.596125794666894
chr4	97582035	97582139	T3_high	0.763851280994451
chr2	153827522	153827928	T1_low	0.530274953720647
chr3	52651368	52651575	T2_mid	0.583570348570022
chr5	52015824	52016064	T2_mid	0.631905360695814
chr3	25844879	25844979	T1_low	0.543881278337768
chr2	78556660	78556855	T3_high	0.955844235970908
chr18	61841648	61841892	T2_mid	0.625632427318906
chr7	89998152	89998554	T2_mid	0.556904319901393
chr4	97910571	97911432	T1_low	0.371300336412747
chr4	15957832	15958457	T2_mid	0.571266503394266
chr8	86527112	86527339	T1_low	0.507629415154243
chr9	94377475	94378082	T2_mid	0.658869716521834
chr10	61177829	61178016	T2_mid	0.564960646851255
chr3	127225903	127226630	T2_mid	0.631790826199846
chr10	5520589	5521009	T3_high	0.849173840662422
chr12	83502181	83502495	T1_low	0.471751179874455
chr19	38054287	38055095	T1_low	0.487275539676099
chr3	32032495	32032641	T2_mid	0.552419009797572
chr5	73601324	73601822	T2_mid	0.560430031198267
chr8	54529805	54530336	T2_mid	0.563008318226485
chr1	129589514	129589747	T3_high	0.738768559095037
chr18	5446692	5446942	T1_low	0.531809171315018
chr15	101165833	101166279	T2_mid	0.601286777355143
chr2	58052895	58053167	T3_high	1.0833576297202
chr2	3336056	3336160	T1_low	0.547064028420672
chr17	91451843	91452019	T3_high	0.853779405747444
chrX	51506060	51506276	T1_low	0.437265030332652
chr13	69946674	69946990	T2_mid	0.667491954352274
chr3	79842280	79842389	T3_high	1.18173333501289
chr10	39427109	39427405	T1_low	0.475425690671737
chr19	23866272	23866391	T1_low	0.539011304294374
chr3	118443793	118443983	T1_low	0.538326264742883
chr16	40739132	40739225	T2_mid	0.670043761961048
chr15	57162655	57163199	T2_mid	0.573300727785348
chr18	67262763	67262856	T3_high	0.738201623398154
chr6	23490572	23490757	T3_high	0.853992662591605
chr1	169934060	169934415	T1_low	0.527372890869552
chr14	27862395	27862674	T2_mid	0.640494061061835
chr16	42172639	42172721	T3_high	0.715485802828701
chr1	106702861	106702982	T2_mid	0.55029647840724
chr19	27838206	27838297	T3_high	0.724756732614638
chr17	80946117	80946530	T1_low	0.438211328612169
chr1	55087569	55087871	T2_mid	0.645963822915096
chr13	47017405	47017541	T3_high	0.772035060755959
chr1	104957010	104957298	T1_low	0.521765521499502
chr1	149556516	149556672	T3_high	0.781982688418796
chr12	31713647	31714022	T2_mid	0.673913957936231
chr16	52428609	52428783	T3_high	1.01236812695096
chr10	128923003	128923797	T1_low	0.472766345623095
chr10	10252259	10252442	T2_mid	0.626178635922867
chr3	108154450	108154575	T3_high	0.82648912676734
chr14	76731851	76731928	T1_low	0.532411774231588
chrX	19168254	19168429	T3_high	0.752362134443615
chr16	55966227	55966672	T2_mid	0.585081471549541
chr16	40576419	40576571	T2_mid	0.586948005740777
chr10	110548517	110548626	T3_high	0.822000364236591
chr6	22876941	22877029	T2_mid	0.621415335167855
chr18	52586697	52586868	T3_high	0.827751731787184
chr8	126566619	126566982	T2_mid	0.603089086291233
chr3	77887772	77888012	T2_mid	0.550028549948661
chr4	54757909	54758691	T1_low	0.358553518018478
chr2	38647369	38647580	T3_high	0.878949841222978
chr10	126900880	126901511	T2_mid	0.55726501336016
chr16	21333065	21333877	T1_low	0.47433741429945
chr9	22875511	22875624	T2_mid	0.560305692855689
chr2	55480039	55480260	T3_high	0.888340526468688
chr10	41809545	41810691	T1_low	0.452842664369498
chr8	64664848	64665307	T3_high	0.684298066636685
chr1	169848691	169848922	T3_high	0.838851470127889
chr7	7136352	7136853	T2_mid	0.641609970343539
chr1	175431392	175431966	T1_low	0.389448563820854
chr18	69506419	69506861	T1_low	0.539313495767635
chr1	97661417	97662256	T1_low	0.462330457119085
chr6	71990678	71990783	T3_high	0.689982409533793
chr2	132751292	132751969	T2_mid	0.65612363078321
chr17	13679942	13680045	T2_mid	0.567062983946198
chr8	64107210	64107516	T3_high	0.888817204706496
chr1	161131108	161131647	T2_mid	0.550673049971373
chr4	24897862	24898419	T1_low	0.496945191947033
chr9	103549092	103549562	T1_low	0.524629734296014
chr10	110762175	110762707	T2_mid	0.622410328081188
chr18	24336101	24336416	T3_high	0.728995374553608
chr17	55932315	55932442	T3_high	0.780304740753117
chr11	6889633	6890141	T3_high	0.732271399643386
chr3	127293650	127293818	T3_high	0.798217450617802
chr4	39344307	39344864	T1_low	0.40842784416622
chr14	93381321	93381444	T3_high	0.906715983199998
chr2	106002957	106003562	T2_mid	0.588660220328736
chr1	106352862	106353274	T1_low	0.445389817020215
chr13	92987797	92988021	T1_low	0.451960944527595
chr3	40282742	40283258	T1_low	0.544900381251367
chr10	51946334	51946354	T2_mid	0.59785816805703
chr3	135212220	135212685	T2_mid	0.655612644900423
chr5	44215206	44215858	T1_low	0.528861667882455
chr16	46009744	46009953	T2_mid	0.631678445021178
chr10	46826763	46826974	T2_mid	0.596142849897521
chr13	43531230	43531640	T1_low	0.485885360308725
chr5	8095765	8096200	T3_high	0.929579920819374
chr3	78158544	78158800	T2_mid	0.632161209426041
chr16	67347041	67347199	T1_low	0.434608804297449
chr16	16560105	16560498	T3_high	0.715297501701808
chr16	48372413	48372884	T2_mid	0.579144063007221
chr2	77945895	77946524	T3_high	0.925071286729554
chr17	13700350	13700537	T3_high	0.844129723499221
chr12	79190910	79191208	T2_mid	0.620029125383745
chr14	102153674	102153863	T2_mid	0.669539342817589
chr6	71823509	71823876	T3_high	0.910517165055028
chr14	100211035	100211710	T2_mid	0.565954692411119
chr19	23135396	23136993	T1_low	0.420252608730392
chr5	32322242	32322783	T1_low	0.483615570396881
chr18	54997724	54997865	T3_high	0.832498998714497
chr14	25320240	25320435	T2_mid	0.553215832273795
chr1	62055396	62055555	T3_high	0.761170937767859
chr12	73832188	73832329	T2_mid	0.670466546619226
chr16	45090070	45090262	T1_low	0.51500473174571
chr2	133443682	133443829	T3_high	0.769047853838468
chr4	99180959	99181246	T1_low	0.52446826952327
chr13	92774078	92774233	T1_low	0.547563850938711
chr5	88793782	88794069	T1_low	0.478269646543036
chr12	73399491	73399717	T1_low	0.501550105174238
chr18	62756306	62756341	T2_mid	0.671064674833931
chr10	99061462	99061613	T2_mid	0.592105733426598
chr3	88139145	88139599	T1_low	0.521778883554505
chr18	85526343	85526633	T3_high	0.959846356821613
chr3	60570532	60570746	T3_high	0.865518746250958
chr13	112046602	112046801	T2_mid	0.662564594954592
chr18	23670985	23671131	T2_mid	0.604919112618181
chr5	86410940	86411054	T3_high	0.838528386360457
chr12	3956510	3956606	T2_mid	0.558304813053697
chr14	20479674	20480191	T2_mid	0.562357486877727
chr3	25914770	25915052	T3_high	0.75688632875752
chr8	54724153	54724636	T3_high	0.697174345502688
chr10	117845965	117846575	T1_low	0.499569571117344
chr16	42338444	42338750	T2_mid	0.561344936367283
chr2	149887762	149887943	T1_low	0.469331315715997
chr5	20303029	20303604	T1_low	0.504265429369449
chr5	86066672	86066779	T3_high	0.72259338659235
chr16	97534816	97535341	T2_mid	0.668079391305635
chr2	72544267	72544416	T3_high	0.698933900543823
chr18	12380516	12380769	T3_high	0.881076065680386
chr9	84194755	84194961	T2_mid	0.629534108585138
chr14	124605910	124606581	T2_mid	0.613996982446675
chr13	21362672	21363106	T1_low	0.492275171301374
chr10	18070282	18070442	T2_mid	0.570365779840408
chr16	67348012	67348343	T1_low	0.450489701394431
chr15	10981420	10982270	T3_high	0.716853347112175
chr18	31609626	31610175	T1_low	0.484324171844906
chr12	4071763	4072030	T2_mid	0.628465060357949
chr19	23531979	23532256	T2_mid	0.55365410031917
chr12	25579474	25579632	T3_high	0.913760529740227
chr12	44380733	44381105	T3_high	0.708806471709859
chr14	79451665	79452082	T3_high	0.718889279730654
chr13	43173410	43173534	T3_high	0.834484365124673
chr3	119368898	119369330	T1_low	0.405631959260334
chr10	7077426	7077830	T3_high	0.754530710906667
chr8	35616229	35616705	T1_low	0.528382900774442
chr10	39133601	39134246	T2_mid	0.604980888908369
chr5	88814519	88815031	T1_low	0.51750586369554
chr3	50815832	50816067	T2_mid	0.637826990204498
chr1	149541519	149541658	T3_high	0.735485406495683
chr18	53490593	53491005	T1_low	0.526103884285793
chr1	72577663	72577834	T2_mid	0.672348909582602
chr12	54795622	54795945	T3_high	1.1047466069203
chr3	26131093	26131205	T3_high	0.78963861200832
chr15	8781126	8781935	T1_low	0.406597041293
chr16	16542933	16543462	T1_low	0.484139885486113
chr16	85128388	85128610	T1_low	0.499500514829903
chr4	58082709	58082835	T3_high	0.903148148830807
chr10	56880170	56880579	T2_mid	0.586718717969934
chr4	77238246	77238456	T3_high	1.12680867418969
chr6	94500053	94500613	T2_mid	0.571207660602748
chr1	6320687	6320820	T2_mid	0.629734347972143
chr1	179946726	179946931	T2_mid	0.635497631771594
chr10	122877019	122877984	T2_mid	0.596449971146983
chr3	14611153	14611704	T1_low	0.431648789371911
chr8	60632400	60633111	T1_low	0.454925069350857
chrX	136171313	136171641	T2_mid	0.648499375274425
chr1	63458316	63458577	T1_low	0.547472316434536
chr8	128654584	128655082	T1_low	0.465679808300135
chr1	73618644	73618996	T1_low	0.462879147733844
chr17	65050181	65050400	T3_high	0.695783489320804
chr1	153180654	153181040	T1_low	0.421705465044494
chr9	114775206	114775663	T1_low	0.539892862695385
chr8	47333079	47333261	T3_high	0.789086085972712
chrX	59182470	59182598	T2_mid	0.629558451303797
chr16	80212869	80213121	T2_mid	0.628397600043202
chr2	58533711	58534111	T1_low	0.422247043225762
chr2	69885340	69885902	T3_high	0.724775406013869
chr4	59825615	59825930	T3_high	0.771721852538238
chr8	36340545	36340832	T1_low	0.383849031560016
chr8	60983006	60984041	T3_high	0.713013844456296
chr18	13599710	13600027	T1_low	0.542639888681589
chr1	123927334	123927569	T3_high	0.847018561472508
chr9	92016489	92016906	T2_mid	0.655550752478368
chr2	54092775	54092893	T2_mid	0.662988294254635
chr16	97922267	97922924	T2_mid	0.55056389456733
chr18	62977710	62978194	T2_mid	0.617358713315751
chr4	97649352	97650006	T1_low	0.451549426516498
chr14	54883179	54883897	T1_low	0.505841358747308
chr13	104032091	104032342	T1_low	0.523121949034467
chr12	55495180	55495386	T1_low	0.496204498884268
chr5	36748593	36748811	T1_low	0.5160738288584
chr18	23942283	23942468	T2_mid	0.630882795889443
chr13	91536752	91537209	T1_low	0.467098307844326
chr8	39190388	39191395	T1_low	0.453882605426567
chr13	94184879	94184977	T2_mid	0.570965706014244
chr6	29166325	29166462	T3_high	0.694245525120386
chr1	172237021	172237372	T3_high	0.978832923241964
chr2	116896978	116897095	T2_mid	0.681779932642524
chr12	80816435	80817026	T1_low	0.454303809191629
chr8	11550495	11550842	T2_mid	0.561525304015237
chr12	98585439	98585560	T2_mid	0.557870020959478
chr16	32154024	32154867	T2_mid	0.620556826834623
chr12	29527033	29527322	T2_mid	0.589457405188956
chr13	81782991	81783902	T1_low	0.476901263091931
chr15	51865246	51865745	T2_mid	0.587821193884456
chr5	9390088	9390292	T2_mid	0.567122862027709
chr5	48606368	48606593	T2_mid	0.559402466643219
chr15	36167803	36167939	T1_low	0.544032620507581
chr15	57170282	57170309	T3_high	0.725134824443491
chr18	33259475	33259765	T1_low	0.505697053165377
chr14	32073501	32073663	T3_high	0.891919833719029
chr15	41519013	41519225	T3_high	0.790497670549034
chr3	33843845	33844437	T2_mid	0.595305473112549
chr6	37723329	37723702	T3_high	1.23711298961564
chr10	67083588	67084138	T2_mid	0.585973243346302
chr10	8804432	8804579	T2_mid	0.570774198764085
chr2	121602518	121602687	T3_high	0.682886284818456
chr6	30678621	30678755	T2_mid	0.638040724196256
chr14	124677418	124677715	T3_high	0.8213522202332
chr1	57995721	57996215	T2_mid	0.591622069864306
chr16	42616002	42616306	T2_mid	0.5534545182063
chr13	94788749	94789429	T1_low	0.545658715759186
chr14	23762418	23762694	T2_mid	0.620860022116561
chr19	21660808	21661068	T2_mid	0.66544631322385
chr9	13597672	13598200	T1_low	0.542267045693317
chr4	21726943	21727107	T2_mid	0.626424695020646
chr4	47807842	47808136	T2_mid	0.576744029202241
chr10	45925866	45926037	T3_high	1.00323108663797
chr3	153806332	153806745	T1_low	0.471576601775
chr8	72500427	72500971	T1_low	0.397675888744911
chr19	12010448	12010737	T2_mid	0.602489723628633
chr14	91354310	91354496	T3_high	1.28195768071234
chr18	79050352	79051797	T2_mid	0.575082662874288
chr3	141933117	141933446	T1_low	0.508604279706977
chr8	67439845	67440159	T2_mid	0.608937549141214
chr6	40429558	40429987	T3_high	0.723280060016094
chr5	9068824	9069210	T1_low	0.514667458743514
chr12	55398521	55399052	T2_mid	0.643834968935485
chr2	19703752	19703950	T3_high	0.999630138765356
chr6	128753783	128754578	T1_low	0.525672015141501
chr3	13530362	13530512	T2_mid	0.623408480214185
chr3	25575542	25575647	T2_mid	0.578386923959554
chr1	158915669	158915928	T2_mid	0.664169851026052
chr12	90589796	90590062	T1_low	0.540659204901168
chr13	17993090	17993592	T2_mid	0.566985587748078
chr8	54975635	54976235	T2_mid	0.679965801486946
chr16	85800740	85801624	T1_low	0.31982787149851
chr15	44740965	44741102	T3_high	0.961609621197381
chr3	88042994	88043371	T3_high	0.754423378442839
chr1	193382969	193383211	T1_low	0.469159705137758
chr14	62331979	62332666	T2_mid	0.650207839906662
chr18	54482615	54482714	T2_mid	0.572688336831908
chr4	19872120	19872248	T1_low	0.548524191419455
chr15	91609855	91609954	T3_high	0.760774184823586
chr18	61925806	61925926	T2_mid	0.598222947187951
chr2	117122928	117123263	T3_high	0.720558935171911
chr16	66892373	66892826	T2_mid	0.608724974103569
chr3	85299760	85300167	T1_low	0.467097918743116
chr12	51970896	51971586	T3_high	0.746062212408265
chr16	44667230	44667419	T2_mid	0.613899662329629
chr2	13544180	13544808	T1_low	0.518963775662825
chr16	16584585	16584964	T1_low	0.52994352351557
chr14	31781430	31782005	T2_mid	0.560249024661077
chr1	78309289	78309461	T2_mid	0.580164918092405
chr2	101665375	101665653	T3_high	0.780256695789634
chr4	64631992	64632285	T2_mid	0.614570270625182
chr3	80913450	80914084	T2_mid	0.55051671542413
chr4	20041649	20042387	T1_low	0.514280354100472
chr16	28949885	28950091	T2_mid	0.651554438297946
chr14	27860731	27860980	T3_high	0.700942410692791
chr2	106431133	106431521	T1_low	0.501628278270573
chr12	39037954	39038219	T3_high	1.00054760824611
chr4	56612492	56612608	T2_mid	0.605061138837384
chr6	5739866	5739963	T2_mid	0.61593725472429
chr13	63918974	63919452	T1_low	0.508259475713964
chr1	170868581	170868768	T3_high	0.879260523047266
chr9	83924918	83925910	T1_low	0.400271751113859
chr1	82794136	82794314	T3_high	0.808214595550807
chr18	51155385	51155622	T1_low	0.430500489888552
chr10	34316548	34317417	T3_high	1.09228159097048
chr16	44551976	44552391	T1_low	0.47092416326962
chr2	68864439	68864656	T1_low	0.437385563737495
chr12	40499696	40499808	T1_low	0.482902827956888
chrX	7657202	7657388	T2_mid	0.673188680354705
chr13	36117316	36118002	T3_high	0.750399228702174
chr13	107022309	107023023	T2_mid	0.551685174814172
chr4	17852790	17853075	T1_low	0.464468409759347
chr17	68846065	68846189	T3_high	0.753086827023768
chr2	76070507	76070852	T2_mid	0.668604070669164
chr1	159647600	159647773	T1_low	0.419193153768186
chr3	59343143	59343399	T1_low	0.511616654961713
chr4	75277940	75278472	T3_high	0.731402669357416
chr6	147718042	147718585	T1_low	0.479315505640998
chr3	120731295	120731703	T1_low	0.443733382912005
chr12	41427541	41427777	T2_mid	0.573241907123207
chr1	173377417	173377930	T3_high	0.940984173801408
chr17	72917368	72917539	T1_low	0.539990070731256
chr7	98402614	98403084	T2_mid	0.593596353732262
chr7	28168493	28168566	T3_high	0.785279905138709
chr19	29063873	29064177	T2_mid	0.64100341580037
chr13	23543392	23543591	T3_high	0.834555417794159
chr14	55094739	55095116	T3_high	0.683846957309888
chr2	79456563	79457183	T3_high	0.691653328582326
chr10	22701484	22702222	T1_low	0.457893386360531
chr1	22650673	22650947	T3_high	0.945963914520963
chr2	68369190	68369343	T2_mid	0.606502193042833
chr1	81132107	81132476	T1_low	0.466981123415319
chr3	115028550	115029041	T3_high	0.771207491940675
chr2	38927144	38927293	T2_mid	0.655025110034564
chr6	32637633	32637995	T1_low	0.415340960086608
chr16	25067718	25067819	T1_low	0.53248974275678
chr4	25281337	25282071	T2_mid	0.579860885307794
chr8	80962171	80962277	T2_mid	0.656011118830102
chr6	77278919	77279100	T1_low	0.467863564069114
chr2	5540992	5541118	T2_mid	0.631293279389313
chr3	52651965	52652211	T3_high	1.04725946003086
chr5	88564717	88564871	T2_mid	0.586830807682225
chr2	97485080	97485242	T3_high	0.905101251198055
chr8	36494873	36495431	T1_low	0.491335426243771
chr3	116025784	116026141	T1_low	0.436798447641911
chr3	152753837	152754654	T3_high	0.796609129998463
chr18	16509663	16509884	T3_high	0.812810145719797
chr6	6578383	6578945	T2_mid	0.604065000840458
chr3	153867488	153867969	T2_mid	0.629509897168169
chr1	20883245	20883298	T3_high	0.9094482896906
chr4	9015547	9015936	T3_high	0.712520441773193
chr18	34849416	34850564	T2_mid	0.54998384927163
chr14	27414124	27414262	T2_mid	0.586668428379006
chr2	101907518	101907999	T1_low	0.482467505382234
chr15	25904556	25904922	T2_mid	0.672961379539855
chr14	14904947	14905267	T1_low	0.535797962214492
chr2	71245378	71245766	T1_low	0.484318628667233
chr12	69227836	69228444	T2_mid	0.611543465303746
chr1	177572895	177573328	T3_high	0.697615301045574
chr10	91384418	91385163	T3_high	0.913949211327117
chr1	173359556	173360201	T1_low	0.529119662802731
chr2	38646056	38646220	T3_high	0.914521410103479
chr6	77383813	77383982	T1_low	0.542360748575941
chr13	34084070	34084625	T1_low	0.472290093781992
chr18	46342908	46343154	T1_low	0.468550022977872
chr9	7914491	7914820	T3_high	0.900438067767136
chr14	18356350	18356906	T2_mid	0.571275753035853
chr8	64659096	64659494	T1_low	0.495864002074603
chr5	20676275	20676466	T3_high	0.809955186239301
chr14	33548387	33548499	T3_high	1.04403279740822
chr1	65548654	65549182	T1_low	0.494040370403371
chr16	46022648	46022820	T2_mid	0.649783171868787
chr10	53811879	53812251	T2_mid	0.591437866194584
chr14	27508067	27508807	T1_low	0.491884898461764
chr8	30863104	30863305	T3_high	0.723928411171728
chr1	153730753	153731085	T1_low	0.515066263195529
chr2	150909479	150909882	T2_mid	0.587077175323915
chr6	83102350	83102449	T3_high	0.768831636823255
chr7	45830751	45831082	T2_mid	0.607771966081935
chr11	109354095	109354231	T3_high	0.727379650508852
chr10	41482488	41482882	T1_low	0.384977472036516
chr4	64533133	64533290	T2_mid	0.649332819103469
chr13	85189242	85189956	T2_mid	0.571770135266971
chr13	110913787	110914022	T3_high	0.777492513219379
chr1	39535458	39536252	T2_mid	0.676066556715828
chr8	39005688	39006448	T1_low	0.494504569692923
chr3	10350575	10350727	T3_high	0.984152081903567
chr15	66094097	66094143	T2_mid	0.602579520172411
chr15	8967461	8968035	T1_low	0.330316895284034
chr7	92158572	92158673	T3_high	0.960266327117535
chr17	74717453	74718036	T1_low	0.522494076869316
chr2	143062766	143063287	T2_mid	0.593788809170651
chr1	194879285	194879865	T2_mid	0.586808670435603
chr3	4796917	4797156	T2_mid	0.612833942652617
chr12	65172526	65172976	T1_low	0.508811565828257
chr9	70665565	70665941	T3_high	0.872296166303193
chr2	95097104	95097410	T2_mid	0.580275927981727
chr12	79191810	79191973	T1_low	0.486179515612485
chr14	118180970	118181103	T3_high	0.829363152774776
chr18	82313966	82314127	T1_low	0.465460248295952
chr15	64046975	64047617	T1_low	0.403997391119499
chr13	76018097	76018939	T2_mid	0.649192250619036
chr6	3498088	3498646	T3_high	0.691861039624195
chr7	109039146	109039754	T3_high	0.830935072107458
chr10	34036709	34036902	T3_high	0.834141202636769
chr17	71055619	71055809	T3_high	0.804378014293616
chr10	7076278	7076452	T2_mid	0.657998133364789
chr5	86804602	86804778	T2_mid	0.617191081576428
chr16	29711888	29712380	T1_low	0.470419111268727
chr15	68189059	68189348	T1_low	0.475417902865464
chr8	45627611	45628250	T3_high	0.871770360021777
chr1	109105121	109105277	T2_mid	0.654054195574545
chr16	45629652	45629858	T3_high	0.69231333905539
chr1	136638832	136639006	T2_mid	0.633932708151707
chr1	43074894	43075201	T2_mid	0.672159183978035
chr8	64152211	64152673	T1_low	0.506320926079537
chr3	152714019	152714703	T3_high	0.761163741341947
chr16	44394658	44395035	T2_mid	0.563711137517468
chr6	35252376	35252923	T2_mid	0.620125521661648
chr6	134887028	134887252	T2_mid	0.550972860805367
chr1	42851038	42851686	T1_low	0.473096515705198
chr15	35154394	35154544	T3_high	0.798910545582164
chr13	41760578	41760911	T1_low	0.504732495118289
chr10	67004652	67004739	T2_mid	0.593725793864556
chr13	91223721	91224355	T3_high	0.78467025504861
chr18	5818089	5818188	T3_high	0.787587196770968
chr12	69486079	69486214	T2_mid	0.632643312983373
chr4	9643382	9643950	T3_high	0.705878717980295
chr3	8549711	8550279	T1_low	0.488396269350408
chr3	109970287	109970453	T1_low	0.524819700401295
chr1	16798301	16798613	T2_mid	0.606575234555634
chr18	16739717	16740128	T1_low	0.538758712982335
chr10	53435668	53435810	T3_high	0.91857917852601
chr14	31957265	31957393	T2_mid	0.588242996880307
chr10	13868297	13868504	T2_mid	0.641283934435638
chr19	38324772	38324908	T3_high	0.74514367099837
chr3	123515720	123515870	T2_mid	0.654148102502151
chr10	66911214	66911411	T3_high	0.956867942861455
chr7	83568191	83568360	T2_mid	0.593948168632
chr3	114962398	114962936	T2_mid	0.595367130771642
chr10	63480243	63480374	T3_high	0.772347010523843
chr14	119124201	119124437	T1_low	0.493805036343457
chr2	3877304	3877702	T2_mid	0.596080457980179
chr17	64873515	64874047	T1_low	0.514662396772883
chr10	71344625	71345094	T2_mid	0.614547160589612
chr19	36918555	36919319	T1_low	0.5466415116369
chr1	20951341	20952050	T2_mid	0.599922253599178
chr7	92460600	92461055	T1_low	0.488409783694746
chr14	64127385	64127778	T1_low	0.487471067289151
chr2	106355987	106356354	T1_low	0.537857174827578
chr18	53268607	53268731	T3_high	0.704867367484783
chr3	32508735	32508900	T2_mid	0.630935029437069
chr10	88146884	88147178	T2_mid	0.568935936682637
chr15	66324098	66324269	T2_mid	0.564856724355914
chr3	82981991	82982111	T1_low	0.452250549183087
chr14	113363559	113363729	T3_high	1.18922355452447
chr8	86526521	86526992	T1_low	0.472159937298081
chr2	48063526	48063831	T1_low	0.541709123730987
chr8	104248373	104248685	T1_low	0.497472681377169
chr2	75998778	75998995	T1_low	0.472875729408108
chr12	100172622	100172736	T3_high	0.8206043624466
chr19	55327614	55327850	T3_high	0.682176456237299
chr10	96232982	96233211	T1_low	0.519171823142956
chr14	62562517	62562669	T2_mid	0.606679058138499
chr11	70409687	70410421	T1_low	0.520699252761245
chr18	69420614	69421084	T1_low	0.538857015532091
chr8	15152187	15152419	T2_mid	0.56234192600575
chr9	14173812	14174395	T1_low	0.49043242524684
chr2	57237646	57238677	T1_low	0.528924206443253
chr4	52438885	52439442	T2_mid	0.551583610871065
chr3	55489339	55489936	T1_low	0.432537538645845
chr10	57532097	57532644	T2_mid	0.558832196034193
chr4	65166318	65166716	T1_low	0.510827183206951
chr8	86275872	86276001	T3_high	0.878115850825961
chr10	71250482	71250944	T2_mid	0.596225335999708
chr1	170674323	170674664	T2_mid	0.61544092477225
chr5	36713113	36713463	T2_mid	0.636233792100218
chr13	33084949	33085821	T3_high	0.83761622767391
chr6	146270311	146270416	T3_high	0.909134260328937
chr10	7118276	7118895	T1_low	0.437108451684104
chr18	5819041	5819299	T3_high	0.775647050093535
chr16	42169879	42170007	T3_high	0.704377002948422
chr2	3332443	3333146	T3_high	0.736354617978422
chr14	80244744	80244852	T3_high	1.05714049547444
chr14	86501056	86501142	T3_high	0.897087292570919
chr13	34136669	34136822	T2_mid	0.582374118155018
chr13	110368691	110368970	T1_low	0.513446151241144
chr13	21158693	21159313	T1_low	0.38288468551437
chr1	176197466	176197671	T3_high	1.02384572324114
chr10	126520804	126521407	T1_low	0.404761733687618
chr12	54834927	54835129	T3_high	0.999505827454263
chr1	119884387	119884505	T1_low	0.478620692866548
chr5	18288830	18288943	T2_mid	0.550573133276723
chr14	72708651	72708763	T2_mid	0.552817905797456
chr2	17839231	17839638	T2_mid	0.610292370580131
chr16	49278599	49278818	T3_high	0.826307636683613
chr1	159670803	159671160	T3_high	0.735244550195386
chr4	91260717	91260974	T1_low	0.439830140889654
chr12	52001654	52001825	T3_high	0.693427408372031
chr18	12917348	12917416	T2_mid	0.64705128152202
chr3	56223151	56223252	T3_high	0.761546755366336
chr6	121178815	121179249	T2_mid	0.590843040675931
chr2	94437782	94438299	T2_mid	0.573097800340482
chr13	33137822	33137993	T3_high	0.823802800441663
chr14	73424968	73425657	T3_high	0.728289132709754
chr8	60650181	60650416	T2_mid	0.647559701257367
chr13	119408619	119409293	T2_mid	0.581301218349994
chr1	176499484	176499574	T2_mid	0.572244153585176
chr3	57667130	57667541	T1_low	0.466545755071575
chr19	57452678	57453205	T3_high	0.750937081957493
chr12	52396285	52396840	T1_low	0.378917414698625
chr10	57001315	57001618	T1_low	0.471273559506384
chr12	15766154	15766298	T2_mid	0.590583241715224
chr3	135863030	135863229	T1_low	0.462737716227468
chr12	10638669	10638956	T3_high	0.801203647298764
chr9	51101913	51102036	T1_low	0.534301816072547
chr13	100847294	100847471	T2_mid	0.58082921138086
chr19	29812701	29813105	T3_high	0.759890872338114
chr3	146520787	146520950	T2_mid	0.587154276026152
chr6	72347211	72347439	T2_mid	0.580780801565149
