gene_symbol	gene_class	log2FoldChange	padj	baseMean	max_delta_abc	sum_delta_abc	max_delta_unnorm	n_enhancers	n_gained	n_lost	sum_abc_wt	sum_abc_ko	sum_delta_unnorm
Mon2	invariant	-0.0235695788739939	0.920536029329505	2584.17883510072	-0.015563	-0.012431	-0.07481	11	1	2	0.258482	0.246051	-0.060903
Usp15	invariant	-0.0204721960964261	0.945962498518269	3944.18313534379	-0.017722	0.003268	-0.075312	6	1	1	0.160352	0.16362	-0.006046
Cyp27b1	invariant	-0.0985884363672998	0.945414637089757	9.40013260895463	-0.013364	-0.034959	-0.128504	16	0	2	0.518017	0.483058	-0.513309
Pip4k2c	invariant	0.0840993152452044	0.794489804312487	99.1721037116374	0.017264	0.068439	0.263722	13	2	0	0.44133	0.509769	1.757732
Dctn2	invariant	0.0276615612472423	0.878739818734623	1470.16108147922	0.009235	0.023215	0.238715	6	0	0	0.368882	0.392097	0.919998
Mars1	invariant	0.0912631761671144	0.616201290586611	425.375284602864	-0.018047	-0.01725	-0.049155	6	0	1	0.368641	0.351391	0.453545
Myo1a	invariant	-0.00812663906790421	0.98776072311205	89.0820246432814	-0.02235	-0.043963	-0.089259	12	3	4	0.370645	0.326682	-0.265343
Zbtb39	invariant	0.052524134549712	0.880583770754507	278.344471500513	-0.014404	-0.0401	-0.071293	8	0	3	0.2399	0.1998	-0.233571
Prim1	invariant	0.0321629415626474	0.961881885020152	101.319767069449	-0.019082	0.008616	-0.102096	9	2	1	0.304193	0.312809	0.177856
Baz2a	invariant	0.0655370409795512	0.64326841325177	1787.99497950382	0.016222	-0.001941	0.308833	7	1	1	0.453357	0.451416	0.138024
Pan2	invariant	-0.0130325800567762	0.960841664125877	420.925018073543	-0.025822	-0.043128	-0.393175	8	0	2	0.390358	0.34723	-0.582165
Myl6b	invariant	0.0398706072426931	0.927029514957308	103.287670607634	-0.009427	9.12e-4	-0.100662	9	0	0	0.439794	0.440706	0.840672
Mmp19	invariant	-0.0446081973512606	0.953975551361283	23.2556982552751	0.024028	0.027656	0.12995	9	2	1	0.526234	0.55389	0.280635
Sarnp	invariant	0.00482247766425659	0.986456318501669	744.758973894349	0.034613	0.041511	0.177468	7	2	1	0.596678	0.638189	-0.120183
Drg1	invariant	0.0820646392910892	0.689758282241047	457.887503414297	0.011127	0.023378	0.096293	7	1	0	0.404609	0.427987	0.166827
Patz1	invariant	0.0759988436509303	0.736344679382261	897.204863330038	0.01448	0.032108	0.156458	8	2	0	0.51293	0.545038	0.332784
Limk2	invariant	-0.0542063238261829	0.839260095114453	792.089794782914	-0.02445	0.007111	-0.286298	14	1	2	0.461556	0.468667	-0.617805
Rnf185	invariant	-0.0996900680753284	0.57976922000197	466.666368436208	-0.022499	-0.001255	-0.275812	12	2	1	0.428138	0.426883	-0.288667
Morc2a	invariant	0.0279568762812048	0.886841183450636	1348.91457401808	-0.012324	-0.022591	-0.108796	11	0	2	0.253687	0.231096	-0.314865
Osbp2	invariant	-0.0518440314246077	0.890354157486277	2913.81710754362	-0.016835	0.01519	-0.212271	8	2	1	0.350868	0.366058	0.164808
Gal3st1	invariant	-0.0509386084138736	0.885949696643941	121.624965653277	-0.022779	-0.03523	-0.075154	6	0	2	0.196388	0.161158	-0.022913
Mtfp1	invariant	0.0198432237057879	0.965392355272133	97.5777493737844	0.012794	0.008928	0.221254	6	2	0	0.478278	0.487206	0.223194
Rnf215	invariant	0.0862542276665109	0.722289679320272	277.354922475685	-0.032857	-0.015311	-0.193833	7	1	2	0.309504	0.294193	-0.070543
Ccdc157	invariant	0.00700606337156461	0.986450474294346	139.275201934055	0.008929	0.014243	0.085578	4	0	0	0.214415	0.228658	0.194817
Tbc1d10a	invariant	0.0342407172376127	0.916676911375478	280.789093641626	0.009227	0.010811	0.076369	4	0	0	0.159366	0.170177	0.166277
Cabp7	invariant	-0.089550142758368	0.876976377071245	190.557376640375	0.020132	0.019185	0.074223	10	2	0	0.399975	0.41916	0.254626
Nf2	invariant	0.0499155888806983	0.813345216803719	1909.79941438014	0.005433	-0.004217	0.036303	3	0	0	0.065777	0.06156	-0.009335
Nipsnap1	invariant	-0.0685872202208434	0.809475375205266	342.115273416732	0.018575	0.005924	0.077451	7	2	2	0.265632	0.271556	0.034101
Thoc5	invariant	-0.0079529566700868	0.975443398666976	396.754446593464	0.010092	0.009102	0.053132	4	1	0	0.139419	0.148521	0.078271
Ap1b1	invariant	-0.0187288990805576	0.93613531127923	1314.1626508319	-0.01174	-0.00962	-0.050105	5	0	1	0.210087	0.200467	0.025053
Ewsr1	invariant	0.0443800676544875	0.85027457662428	3811.29320136281	0.010176	-8.2e-4	0.106895	3	1	0	0.0901	0.08928	0.044385
Ccdc117	invariant	0.0374740342824274	0.916796681148738	188.12346096143	-0.010666	0.008378	-0.088887	5	0	1	0.184625	0.193003	-0.009763
Mrps24	invariant	0.0985242784940929	0.802316600518493	148.971230247973	0.025494	0.033205	0.156768	10	1	0	0.431645	0.46485	0.290326
Pgam2	invariant	0.0852837830546859	0.791394224897904	87.9064169477818	-0.025464	0.017453	-0.140531	13	4	3	0.474072	0.491525	0.128767
Polm	invariant	-0.0328726103049531	0.958766578246552	93.1184467745214	0.015942	0.027821	0.127381	8	2	0	0.236576	0.264397	0.234009
Nudcd3	invariant	0.0401480034747462	0.870261090955057	1930.11993714915	-0.015422	0.009572	-0.162894	13	2	1	0.370427	0.379999	0.141103
Ddx56	invariant	0.0489446509598593	0.86078446619002	220.961288607316	0.010136	-0.001563	0.112555	6	1	0	0.372511	0.370948	-0.113645
Ogdh	invariant	0.0279821414275023	0.903950852003231	3729.76583555927	0.012632000000000001	0.019828	0.119511	5	1	0	0.17073	0.190558	0.158797
Snhg15	invariant	-0.00817858883859633	0.994496824342732	14.9363708392797	-0.019945	-0.029192	-0.179221	11	1	3	0.422132	0.39294	-0.487358
Tbrg4	invariant	0.0770564586185764	0.667680189276153	328.510607678973	0.033296	0.021347	0.23364	7	1	1	0.312352	0.333699	0.041203
Adcy1	invariant	-0.0209930533295134	0.970596079302677	24125.9365867193	0.014723	-0.011426	0.217908	10	3	2	0.739039	0.727613	-2.925402
Fbxo48	invariant	0.0546212650118212	0.952236483206246	32.9322959300323	0.030732	-0.034309	0.131932	9	2	5	0.476789	0.44248	-0.033455
Aftph	invariant	-0.09596308555124	0.601161797907078	1451.97081013467	-0.045132	-0.034424	-0.355209	6	2	1	0.283869	0.249445	-0.26423
Peli1	invariant	0.0874217834094216	0.577998602281168	2022.83609970612	-0.01982	-0.037034	-0.092738	7	0	3	0.217509	0.180475	-0.17647
Mdh1	invariant	0.0848228467660108	0.834505391934688	2041.49051728802	0.012126	0.001446	0.070346	6	1	1	0.160978	0.162424	-0.050924
Tmem17	invariant	-0.0850628181745205	0.891815825329901	39.2473625146071	-0.011531	-0.009674	-0.079942	7	0	1	0.291694	0.28202	-0.348947
Ppp4r3b	invariant	0.0181120508587802	0.953106026293845	1989.78304044869	-0.01949	-0.007166	-0.111769	7	1	1	0.303424	0.296258	-0.060868
Cfap36	invariant	-0.0327907864719315	0.902270407240709	748.966124195886	-0.023031	0.031777	-0.09967	8	2	1	0.274848	0.306625	0.24545
Prorsd1	invariant	-0.0808538205987527	0.889576580516212	65.3815361818327	0.051049	0.111533	0.173779	9	5	0	0.500942	0.612475	0.35529
Mtif2	invariant	-0.0260168278252044	0.924345339685611	351.093388593895	-0.037537	0.023233	-0.144651	9	5	3	0.507806	0.531039	0.233579
Psme4	invariant	-0.0533136852264351	0.794885066835453	4228.40478251224	0.010406	-0.001264	0.040721	9	1	0	0.321823	0.320559	-0.134895
Fbll1	invariant	-0.0333861987214768	0.962306970047521	64.1240775411714	0.024191	0.025787	0.011333	5	1	0	0.432217	0.458004	-0.024137
Wwc1	invariant	0.00911244854975957	0.986450474294346	390.809272773605	0.061742	0.055995	0.590751	5	2	1	0.445629	0.501624	0.998604
Gabra1	invariant	-0.0661380402717608	0.918544539306011	5426.45487875787	0.036237	0.052747	0.277048	9	4	3	0.413509	0.466256	0.350351
Gabra6	invariant	0.0486094449091727	0.960465447789854	7033.90423379969	0.027982	0.027074	0.265583	9	3	2	0.540098	0.567172	0.212521
Pttg1	invariant	-0.0361004895193036	0.951212115033469	54.6274609410085	0.025422	0.015729	0.068457	13	4	2	0.455291	0.47102	-0.099735
Pwwp2a	invariant	0.0114437685084057	0.960866710866683	1988.39014434841	-0.033264	-0.020351	-0.195574	6	1	1	0.18887	0.168519	-0.126913
Clint1	invariant	-0.0361342198550571	0.874899776644481	1395.3712244842	-0.02356	-0.038912	-0.048111	14	3	5	0.347958	0.309046	-0.078027
Nipal4	invariant	0.0965829104808814	0.821259952803578	82.9907937130982	0.031154	0.027147	0.058288	13	5	2	0.474105	0.501252	0.118467
Cyfip2	invariant	0.0478688617749921	0.784617112068512	6641.90301755047	0.033615	0.031942	0.266585	8	3	1	0.710681	0.742623	0.368374
Zfp62	invariant	0.0566267526794468	0.801620011863078	645.076019090166	-0.028645	-0.01141	-0.13634	3	1	1	0.254375	0.242965	-0.051451
Mgat1	invariant	0.00794117587958426	0.98278120009032	298.466119123437	0.01314	0.029367	0.046057	3	2	0	0.225361	0.254728	0.035459
Flt4	invariant	0.0329868300270566	0.965392355272133	31.0614436638768	-0.07043	-0.31515	-0.057694	8	0	8	0.31515	0	-0.258162
Mapk9	invariant	-0.0266477803416221	0.898127644737953	2544.29563459793	0.008177	-0.002151	0.042926	5	0	0	0.13773	0.135579	0.007893
Rnf130	invariant	-0.0997178869375097	0.689671571551313	3552.34383427629	0.022688	0.036906	0.167777	8	1	0	0.364164	0.40107	0.233862
Mrnip	invariant	-0.0578356328433089	0.85456540471991	148.624602521083	-0.012002	-0.001983	-0.086114	10	1	1	0.393669	0.391686	0.067365
Zfp454	invariant	0.0552374047331134	0.897637064253469	94.4467379714444	-0.019727	-0.014355	-0.096486	8	0	1	0.298538	0.284183	-0.151961
Zfp354a	invariant	-0.0612894879921051	0.870833038310815	100.881123047397	0.010973	0.03754	0.04894	8	1	0	0.280794	0.318334	0.220184
Phykpl	invariant	0.0929410247186019	0.839260095114453	498.35717667544	0.017212	0.004682	0.121361	8	1	0	0.257233	0.261915	0.20839
Nhp2	invariant	0.0635121394244879	0.904011071958286	123.764909501102	0.054008	0.04339	0.441676	7	1	1	0.476832	0.520222	0.457324
Rmnd5b	invariant	0.0355539638023405	0.897637064253469	244.319534655915	0.022366	0.047233	0.119597	5	2	0	0.324335	0.371568	0.23915
Sec24a	invariant	-0.00369091556327677	0.988677125811425	809.881986335101	-0.010266	0.016404	-0.066987	7	0	1	0.432692	0.449096	0.090009
Sar1b	invariant	0.0537973872412719	0.791438711363796	434.463064456516	-0.010271	0.016404	-0.067004	7	0	1	0.432548	0.448952	0.089984
Jade2	invariant	0.0528208473547532	0.902468415151172	100.582306958788	-0.025232	0.001684	-0.163294	11	3	3	0.548543	0.550227	0.34831
Uqcrq	invariant	-0.053717855454536	0.904169799232728	348.277544966356	0.012019	-0.001682	0.072317	6	2	1	0.179236	0.177554	-0.153419
Acsl6	invariant	-0.00856943351641505	0.977567748844594	1706.13702421144	-0.018364	0.004136	-0.155394	10	1	2	0.491961	0.496097	0.397645
Rapgef6	invariant	-0.0519242829514644	0.812035102480405	1728.44756471388	-0.010245	0.004033	-0.058005	5	0	1	0.13259	0.136623	0.063731
Cdc42se2	invariant	-0.0138575024178447	0.95209954913649	1292.24143266687	-0.019063	-4.75e-4	-0.103552	5	1	1	0.221293	0.220818	0.027295
Gm2a	invariant	-0.0128150110105974	0.97820434901717	598.542196067341	0.019729	-0.025626	0.104077	9	1	4	0.269293	0.243667	-0.416552
Atox1	invariant	-0.0393465331438531	0.916602946447419	96.2464277294434	-0.012419	-0.002328	-0.161737	3	1	1	0.52918	0.526852	0.195711
Mfap3	invariant	0.0292826904596238	0.856637323414835	963.192195101033	0.032056	-0.006187	0.0888	7	2	2	0.206677	0.20049	0.012607
Galnt10	invariant	-0.0442047803013906	0.928970855762376	249.860309236952	0.024331	0.046213	0.056303	7	3	1	0.178955	0.225168	0.1362
Sap30l	invariant	-0.0420754125509416	0.910043960833788	113.828960786768	-0.013928	0.012767	-0.047609	7	2	1	0.16823	0.180997	0.04272
Larp1	invariant	0.0900372843487182	0.562197937989383	2266.89795624889	-0.026939	-0.045642	-0.167288	8	0	3	0.333513	0.287871	-0.366195
Gemin5	invariant	-0.0479271105934159	0.835700941686497	422.851859261951	-0.019382	-0.069723	-0.086619	12	0	4	0.463496	0.393773	-0.308468
Zfp672	invariant	-0.0251227078668438	0.927934149740075	426.502179638579	0.009032	0.01328	0.069639	6	0	0	0.410961	0.424241	0.131115
Zfp39	invariant	0.0979271804878175	0.770148895978788	91.524387809004807	0.016007	0.006059	0.118255	9	2	0	0.322398	0.328457	0.129622
Trim11	invariant	-0.088648975085937	0.779597650007264	371.796738722549	0.011921	0.024147	0.122514	11	1	0	0.521235	0.545382	0.478021
Iba57	invariant	0.0544124645960884	0.893420008742824	75.862896728461	-0.017706	-0.019529	-0.138167	6	0	1	0.1913	0.171771	-0.173046
Wnt9a	invariant	-0.0726840636980768	0.93469787352738	18.0675193621863	0.016889	0.010853	0.069197	15	2	1	0.405313	0.416166	0.150069
Jmjd4	invariant	-0.0721497080144112	0.784181895969578	223.204905143367	-0.013077	-0.011226	-0.060486	6	0	1	0.153085	0.141859	-0.036516
Zkscan17	invariant	0.0077772990260608	0.983974682999692	416.297402900457	-0.026585	-0.022139	-0.167456	10	2	2	0.434765	0.412626	-0.209003
Mprip	invariant	0.0632720839816574	0.770705445304923	5448.07912824193	0.012065	0.021907	0.149782	9	1	0	0.555472	0.577379	0.414383
Nt5m	invariant	0.0573698979744368	0.834475083486392	382.582152253572	-0.013359	-0.004078	-0.11618	4	0	1	0.219816	0.215738	0.0987
Top3a	invariant	-0.0744815666565835	0.86078446619002	133.609835649235	0.016495	0.036457	0.119983	6	1	0	0.203303	0.23976	0.281916
Dhrs7b	invariant	0.0563659323416908	0.840270516003734	182.741356949663	-0.00851	-4.85e-4	-0.066195	7	0	0	0.246687	0.246202	-0.009761
Map2k3	invariant	-0.0870951315228342	0.796295203170339	159.319212624309	0.006934	-0.009487	0.069999	9	0	0	0.348036	0.338549	-0.138579
Mapk7	invariant	-0.0623669369672135	0.886519717931346	693.261397268757	-0.027911	-0.007455	-0.469461	13	1	1	0.614295	0.60684	-0.181244
B9d1	invariant	-0.0477563275197564	0.902039912663378	343.366274721115	-0.013132	-0.031742	-0.244352	15	0	1	0.52418	0.492438	-0.73368
Prpsap2	invariant	-0.0213270162420688	0.938839868946241	465.964501614234	-0.014903	-0.012923	-0.08336	7	0	1	0.189483	0.17656	-0.057374
Specc1	invariant	-0.0877257973735161	0.824644334589228	3732.73208200436	0.023857	0.028712	0.309265	8	1	0	0.439197	0.467909	0.639471
Zswim7	invariant	0.0416514581430139	0.952089311271949	57.5283437152488	-0.009314	-0.002183	-0.038437	9	0	0	0.303401	0.301218	0.086157
Lrrc75a	invariant	-0.0224989790196022	0.964638279235367	150.579456402723	-0.020574	0.044423	-0.054047	11	3	1	0.407777	0.4522	0.245177
Zfp287	invariant	-0.0134916260637246	0.965392355272133	366.358569367147	-0.006805	-0.016765	-0.036214	4	0	0	0.176411	0.159646	-0.080439
Pmp22	invariant	0.0220577896428688	0.965516875412073	158.501486500301	-0.026524	0.036594	-0.044241	9	3	1	0.588997	0.625591	0.298283
Elac2	invariant	-0.0613921689233137	0.770810424322646	458.657301373397	-0.016435	-0.020157	-0.064866	6	0	2	0.201106	0.180949	-0.102629
Gm12296	invariant	-0.00504565140829704	0.992797684808971	138.699331081565	-0.029564	-0.002035	-0.02793	3	1	1	0.051894	0.049859	-5.62e-4
Usp43	invariant	0.0848464250318265	0.94736300081961	9.71627569733741	0.043066	0.096068	0.081824	8	4	1	0.199348	0.295416	0.214763
Ndel1	invariant	0.00510710754291327	0.983974682999692	675.082264472714	0.033772	0.020878	0.201205	9	2	1	0.353418	0.374296	0.257859
Pfas	invariant	0.0855280838478477	0.785012731148324	325.350597355814	-0.01737	-0.010742	-0.142035	10	0	2	0.405561	0.394819	-0.032585
Tmem107	invariant	0.0647642434406284	0.942202066096193	22.2400705499697	-0.013592	-0.02209	-0.278246	9	0	2	0.523847	0.501757	-0.511533
Per1	invariant	-0.00737717171046101	0.986450474294346	604.123035642765	0.009733	0.006394	0.171857	10	0	0	0.433069	0.439463	-0.155533
Cntrob	invariant	0.0100330579237533	0.981435653920424	191.539677946525	-0.009348	-0.016876	-0.104517	10	0	0	0.286461	0.269585	-0.197047
Chd3	invariant	0.0284676592790786	0.921615359028356	3142.34399839957	-0.013322	-0.045967	-0.173751	11	0	2	0.500885	0.454918	-0.845505
Cyb5d1	invariant	-1.3591661241512e-4	0.999690935563764	145.532954630336	-0.013228	0.00609	-0.227295	10	0	1	0.466578	0.472668	0.194436
Naa38	invariant	0.0865772706391187	0.902468415151172	46.2615301652473	-0.013237	0.006083	-0.227295	10	0	1	0.465999	0.472082	0.193504
Dnah2	invariant	0.0259596928160332	0.982785146740818	19.3356153709032	0.009834	0.005235	0.102487	11	0	0	0.352218	0.357453	0.186103
Wrap53	invariant	-0.0924014914528787	0.780208360969798	104.461780160474	0.010089	0.023391	0.21938	12	1	0	0.498794	0.522185	0.787333
Fxr2	invariant	0.0787125610173167	0.762474451698659	874.158985428746	0.009677	0.009781	0.169223	12	0	0	0.317052	0.326833	0.238598
Zbtb4	invariant	0.0473941791708386	0.84098276359661694	1150.92242219393	0.015732	-0.004541	0.199569	10	2	2	0.473643	0.469102	-0.13761
Chrnb1	invariant	-0.0815599057499509	0.872096289622099	57.9101253710839	0.023706	0.013451	0.140566	13	2	2	0.462752	0.476203	-0.279733
Fgf11	invariant	-0.0939206811127824	0.657813298999754	332.00439999694	0.007997	0.028564	0.078959	12	0	0	0.556933	0.585497	0.039886
Tmem102	invariant	-0.0614893726116369	0.957666592609601	12.0650168423051	0.014034	0.004137	0.057934	12	1	1	0.538601	0.542738	-0.204207
Plscr3	invariant	0.0432374478045582	0.930630971487406	206.833527613262	0.016774	0.021803	0.21841	7	2	0	0.438688	0.460491	0.167919
Slc16a11	invariant	0.00593820381071697	0.992007363191311	100.909406378847	0.01561	0.019961	0.056234	5	2	1	0.35857	0.378531	-0.083553
Slc16a13	invariant	-0.0296280122330889	0.952172418223841	104.022696024503	-0.022316	-0.00102	-0.286854	8	2	2	0.318917	0.317897	-0.015695
Bcl6b	invariant	-0.0624544629090805	0.926215074710705	31.022879224555	0.018573	0.022512	0.248278	7	1	1	0.527388	0.54990000000000006	0.383707
Mink1	invariant	0.057278662265152	0.769090434544137	1062.26413616326	-0.006697	-0.008413	-0.018864	5	0	0	0.249844	0.241431	0.090017
Gp1ba	invariant	-0.0415213379466525	0.956031138712119	27.8440847365554	-0.157104	-0.50429	-1.032663	8	0	8	0.50429	0	-3.314761
Eno3	invariant	-9.63861080837344e-4	0.999148954082368	31.6843616690777	-0.017374	-0.013051	0.171517	8	0	1	0.67393	0.660879	0.578529
Zfp3	invariant	-0.0320427145730775	0.93469787352738	92.0119303889855	0.01257	0.03256	0.077586	8	1	0	0.320462	0.353022	0.140505
Dhx33	invariant	0.040473205793524	0.850586823011807	488.592047581325	0.023725	0.036218	0.247529	4	1	0	0.340856	0.377074	0.387179
Wscd1	invariant	0.063164422837083	0.770810424322646	877.532582080628	-0.027957	-0.016081	-0.173666	6	1	2	0.575736	0.559655	-0.385015
Pitpnm3	invariant	0.0777737593578723	0.787590865128237	700.255945203099	-0.017858	-0.031637	-0.253559	7	0	2	0.621592	0.589955	-0.791344
Txndc17	invariant	0.0391561385907491	0.942447878213616	89.5297809547399	-0.015733	-0.02425	-0.119327	5	0	2	0.265506	0.241256	-0.307771
Med31	invariant	0.0393232179062478	0.933419232607948	82.3760590758156	-0.002816	-6.71e-4	-0.039447	4	0	0	0.210581	0.20991	-0.16335
Zzef1	invariant	-0.0564799224668343	0.842369347827004	2794.00628947539	0.014321	0.014569	0.081048	4	2	0	0.148811	0.16338	0.113285
Ncbp3	invariant	-0.0423386608520126	0.842515258297567	542.827706755162	-0.029176	-0.050597	-0.255296	12	3	3	0.494087	0.44349	-0.905484
Itgae	invariant	0.0423628389678332	0.975443398666976	23.4621287532589	0.029652	0.013838	0.052573	12	4	4	0.43815	0.451988	-0.022171
Emc6	invariant	0.0389251703358938	0.953106026293845	191.372698901596	-0.002887	-4.66e-4	0.101964	2	0	0	0.365355	0.364889	0.251883
Shpk	invariant	0.0963042124970867	0.834475083486392	62.2637821394039	0.009855	0.018303	0.308151	2	0	0	0.330224	0.348527	0.437184
Aspa	invariant	-0.0154382716207619	0.981082523151378	70.320423145601	0.089152	0.294431	0.089821	5	5	0	0	0.294431	0.296639
Rap1gap2	invariant	0.0904759376761879	0.667680548818441	1881.98495586627	0.017728	-0.008737	0.144489	11	1	3	0.498777	0.49004	0.111444
Ccdc92b	invariant	0.0421673281789009	0.880583770754507	352.899009969543	0.014169	0.023118	0.101421	11	2	1	0.406928	0.430046	0.236006
Pafah1b1	invariant	0.0763240076706838	0.774676703469229	5926.41109937721	0.025405	0.046755	0.202617	6	2	1	0.187548	0.234303	0.364366
Mettl16	invariant	0.0894330455838406	0.641676084969586	578.861658849576	0.019253	0.030529	0.102636	6	2	1	0.295487	0.326016	0.086012
Wdr81	invariant	0.024009627755984	0.953106026293845	337.211597797951	0.016865	0.022299	0.035284	7	1	0	0.391863	0.414162	-0.058152
Scarf1	invariant	0.0913504822744131	0.907115680610174	20.567253031127	0.013316	0.02529	0.159941	13	1	1	0.565799	0.591089	0.23516
Vps53	invariant	-0.0920214343604379	0.666523357330784	875.749780290872	-0.032577	-0.030675	-0.465918	7	1	2	0.342187	0.311512	-0.708318
Glod4	invariant	0.0107388046331841	0.984322599569003	197.846467239716	0.014545	0.024624	-0.020429	9	1	0	0.396742	0.421366	-0.459481
Timm22	invariant	-0.0724140252879733	0.815951463758772	134.282364216247	-0.014088	-0.029254	-0.208834	8	0	1	0.349093	0.319839	-0.925489
Gosr1	invariant	0.0131751980577942	0.956644461408595	798.367750517329	-0.023256	-0.05569	-0.148501	6	0	3	0.234854	0.179164	-0.399573
Nsrp1	invariant	0.0775092982114095	0.764495553612085	295.158274144082	-0.0086	-0.01346	-0.041206	2	0	0	0.066444	0.052984	-0.064495
Ssh2	invariant	0.0789095696431825	0.736600205074515	4101.16558764053	-0.010583	-0.014898	-0.054462000000000003	2	0	1	0.080219	0.065321	-0.072025
Coro6	invariant	0.0281611706319911	0.974251788882212	38.0900162346664	0.018973	-0.04605	0.125292	13	1	4	0.481731	0.435681	-0.141847
Nufip2	invariant	0.0490261805235368	0.854677445672351	2574.09281988297	0.007563	0.014721	0.055238	2	0	0	0.05167	0.066391	0.101777
Myo18a	invariant	0.0804063214403985	0.662177553068147	2029.22928810699	-0.016839	0.004602	-0.096116	9	0	1	0.331102	0.335704	0.213009
Nek8	invariant	-0.0294015257218772	0.976102582157402	27.0746465302088	0.023682	0.067805	0.251551	12	3	1	0.522003	0.589808	0.865247
Supt6	invariant	0.0594624655438978	0.781027926327472	2097.72619081106	-0.008064	-0.014061	-0.039434	8	0	0	0.240804	0.226743	0.028322
Spag5	invariant	0.0889607252035148	0.753358805889363	291.952845699488	0.016165	9.32e-4	0.071552	7	1	2	0.220647	0.221579	-0.007817
Pigs	invariant	0.0759624660762472	0.834972150599141	649.266143159996	-0.02924	-0.048524	-0.213878	7	1	3	0.308373	0.259849	-0.445403
Sarm1	invariant	0.00338612814025986	0.988427510132403	774.395328916622	0.023692	0.014644	0.306281	5	1	0	0.429425	0.444069	0.228035
Tnfaip1	invariant	0.00726188561265395	0.979725581855408	463.998605763124	0.00854	0.003809	0.035236	6	0	0	0.352103	0.355912	-0.101662
Tmem97	invariant	0.0664733856296045	0.850500132450044	116.123647508249	-0.015246	-0.012452	-0.128612	6	0	1	0.309532	0.29708	-0.210106
Nf1	invariant	0.0287750494622075	0.867761980644222	6969.41114604635	-0.011217	-0.007414	-0.039403	3	0	1	0.076016	0.068602	-0.006096
Utp6	invariant	4.59549860432309e-4	0.999148954082368	407.237057536272	0.024591	5.57e-4	0.121507	6	2	3	0.225994	0.226551	0.011977
Adap2	invariant	0.0500717769977583	0.957666592609601	14.9390362051397	0.018063	-0.003263	0.053494	6	2	1	0.340381	0.337118	0.044426
Rhot1	invariant	-0.0462229157091701	0.801620011863078	1098.76155802684	-0.026901	0.010773	-0.070135	8	1	1	0.277814	0.288587	0.238682
Rhbdl3	invariant	-0.0999963293196505	0.813345216803719	64.8237964747267	-0.019827	0.00557	-0.044946	7	2	1	0.246368	0.251938	0.166071
5730455P16Rik	invariant	0.0586568678403799	0.794885066835453	439.295490028133	0.024918	6.1e-4	0.23138	5	1	1	0.404021	0.404631	0.153507
Zfp207	invariant	0.0577473787827698	0.775289089206954	4535.33927895944	0.007477	0.015542	0.071492	4	0	0	0.238455	0.253997	0.156114
Cdk5r1	invariant	0.0774645161415835	0.780208360969798	1903.56881512848	0.010364	-0.00421	0.079657	5	1	0	0.508035	0.503825	-0.072917
Zfp830	invariant	-0.00137537136387305	0.998345696328964	113.049244510926	0.018659	0.01914	0.095386	6	1	1	0.297668	0.316808	0.133894
Ap2b1	invariant	0.0783465587532964	0.56021568682429	4056.63367554137	0.012503	0.00219	0.193731	4	1	0	0.453949	0.456139	0.336416
Ddx52	invariant	-0.00153761898360769	0.997630699122211	321.097462829262	0.01512	0.016113	0.05455	5	1	0	0.206631	0.222744	0.095372
Lhx1	invariant	0.0751903818330656	0.861624267605036	890.727193003225	-0.008664	-0.00469	-0.071522	4	0	0	0.366419	0.361729	0.103603
Usp32	invariant	-0.0132158079308174	0.961891103416381	2251.17399872699	-0.013537	-0.031211	-0.074586	7	0	2	0.213706	0.182495	-0.141609
Appbp2	invariant	0.073005124469774	0.568400874769286	1848.53022947966	0.027812	0.037835	0.144935	7	1	0	0.307589	0.345424	0.219015
Ppm1d	invariant	-0.0151374638326504	0.949024381826111	857.6454606174	0.011994	0.032463	0.132961	7	1	0	0.478931	0.511394	0.369959
Rps6kb1	invariant	0.00992632820834017	0.968053120999949	1327.08045631801	-0.025034	-0.030979	-0.087901000000000007	6	1	2	0.219589	0.18861	-0.072379
Cltc	invariant	0.0373954091627696	0.909615967372686	8823.22327797921	-0.016842	-0.020791	-0.133677	6	0	2	0.187219	0.166428	-0.212572
Dynll2	invariant	0.067854500187315	0.839260095114453	2063.40700225517	-0.01461	0.032548	-0.083577	11	0	1	0.43851	0.471058	0.512227
Cuedc1	invariant	0.0213603518523713	0.958482836178561	943.398110201416	0.010087	0.008815	0.081626	13	1	0	0.67553	0.684345	0.144213
C030037D09Rik	invariant	0.0504245237170777	0.923687285381808	49.4268251151794	-0.018992	-0.008107	-0.079693	5	0	2	0.138945	0.130838	0.0576
Cox11	invariant	0.0166354802878265	0.967940544906349	114.639987034113	-0.022349	-0.033937	-0.081442	4	1	2	0.147478	0.113541	-0.130769
Luc7l3	invariant	-0.0990506071501206	0.603886699379951	2671.02881800663	0.019978	0.035374	0.29528	8	1	0	0.486214	0.521588	0.313305
Ankrd40	invariant	-0.0292076255409576	0.926543613068026	918.070786307207	0.006453	0.007953	0.055396	7	0	0	0.435602	0.443555	-0.281671
Mycbpap	invariant	-0.0396023731183863	0.963091728482943	21.0337192325527	0.042831	0.019556	0.311951	10	1	3	0.443782	0.463338	0.10994
Mrpl27	invariant	-0.073763605185661	0.833160642538014	89.5963560212589	0.016066	0.023174	0.062829	4	2	1	0.145922	0.169096	0.073397
Xylt2	invariant	0.0360141607678922	0.905290791356376	345.443561634889	0.014008	0.011884	0.067509	5	2	0	0.138892	0.150776	0.044578
