chr1	x1	x2	chr2	y1	y2	ctrl_merge	mut_merge
chr19	12575000	12600000	chr19	12800000	12825000	2068.4874267578134	1716.9095637003568
chr19	34650000	34675000	chr19	34750000	34775000	3878.4742724100765	3525.285315195723
chr19	22325000	22350000	chr19	22750000	22775000	1052.30336666107	847.8473052978516
chr19	9900000	9925000	chr19	10175000	10200000	1484.8881791432698	1355.6449718475335
chr19	47650000	47675000	chr19	47800000	47825000	2408.2180531819636	2276.43693415324
chr19	12450000	12475000	chr19	12575000	12600000	2566.554145812987	2438.7934328715
chr19	25525000	25550000	chr19	25625000	25650000	3574.9978453318295	3374.3068205515533
chr19	11750000	11775000	chr19	12000000	12025000	1568.8179006576565	1314.18369579315
chr19	20775000	20800000	chr19	21550000	21575000	1312.8309787114465	1091.8463430404668
chr19	29350000	29375000	chr19	29500000	29525000	1628.89465713501	1557.3547821044897
chr19	47500000	47525000	chr19	47800000	47825000	1882.6846815745032	1537.9006500244134
chr19	34225000	34250000	chr19	34650000	34675000	1085.4793612162282	932.769074122111
chr19	42775000	42800000	chr19	43475000	43500000	966.7628904978432	927.0465723673502
chr19	45200000	45225000	chr19	45725000	45750000	1338.2201271057102	1253.8132260640468
chr19	16350000	16375000	chr19	16575000	16600000	1554.2821044921866	1478.9496815999335
chr19	7050000	7075000	chr19	7400000	7425000	1186.2307523091624	1054.4773248036709
chr19	3275000	3300000	chr19	3425000	3450000	2277.88116836548	2305.7948773701996
chr19	54025000	54050000	chr19	55050000	55075000	713.8495728174847	783.5276533762614
chr19	53625000	53650000	chr19	53925000	53950000	1028.2184073130306	949.4885768890373
chr19	34975000	35000000	chr19	36075000	36100000	893.2942466735836	804.7043244043986
chr19	59725000	59750000	chr19	60125000	60150000	1245.1427453358954	1021.0917275746652
chr19	21550000	21575000	chr19	22300000	22325000	634.1218973000842	534.3197735945383
chr19	56425000	56450000	chr19	56750000	56775000	1467.1661732991533	1464.5281130472802
chr19	5975000	6000000	chr19	6200000	6225000	1599.8564853668233	1588.1395854949967
chr19	23350000	23375000	chr19	23950000	23975000	773.6837104161581	671.4183893203734
chr19	44175000	44200000	chr19	44525000	44550000	1432.1820818583165	1272.0859673817934
chr19	53225000	53250000	chr19	53575000	53600000	1155.4273109436044	1013.1528882980359
chr19	33375000	33400000	chr19	34000000	34025000	1041.366779963177	862.0514469146727
chr19	17450000	17475000	chr19	18525000	18550000	986.821314811707	1034.7112547556565
chr19	25125000	25150000	chr19	25425000	25450000	1325.3517487843847	1253.9604066212967
chr19	24625000	24650000	chr19	24850000	24875000	1263.2929185231533	1341.94858042399
chr19	38050000	38075000	chr19	38325000	38350000	1144.3859170277908	999.1053717931113
chr19	53925000	53950000	chr19	55050000	55075000	646.4204257329307	661.8656787872313
chr19	34225000	34250000	chr19	34475000	34500000	1063.1985241572047	1036.3900076548268
chr19	13975000	14000000	chr19	15600000	15625000	966.7709147135405	789.5054728190099
chr19	56800000	56825000	chr19	57350000	57375000	673.4477752049763	568.941418647766
chr19	58775000	58800000	chr19	59200000	59225000	927.0732638041163	932.1016159057617
chr19	53000000	53025000	chr19	53600000	53625000	613.3565457661947	502.97595214843767
chr19	33375000	33400000	chr19	34225000	34250000	660.0679755210876	602.4972581863403
chr19	24950000	24975000	chr19	25425000	25450000	879.1480757395437	794.721352259318
chr19	21025000	21050000	chr19	21725000	21750000	485.3424791495004	411.17445453008
chr19	32450000	32475000	chr19	33350000	33375000	683.3186553319293	557.3279059727987
chr19	40325000	40350000	chr19	40700000	40725000	751.712322552999	718.2378714879352
chr19	22900000	22925000	chr19	23500000	23525000	348.6768097082773	370.23480335871403
chr19	22900000	22925000	chr19	23350000	23375000	374.478429555893	371.1967280705767
chr19	33375000	33400000	chr19	33575000	33600000	1403.9741013844832	1318.4497871398898
chr19	38975000	39000000	chr19	40200000	40225000	685.8614761034647	583.2039463520053
chr19	12000000	12025000	chr19	12775000	12800000	553.2000385920206	504.7044054667156
chr19	55075000	55100000	chr19	55300000	55325000	749.4465764363607	653.5770475069684
chr19	31950000	31975000	chr19	32675000	32700000	670.709426164627	575.0647300084433
chr19	16775000	16800000	chr19	17375000	17400000	692.4351569811503	508.3454354604087
chr19	17850000	17875000	chr19	18525000	18550000	904.8671582539877	1099.4184691111234
chr19	59925000	59950000	chr19	60225000	60250000	756.1960045496622	695.17631149292
chr19	41075000	41100000	chr19	41475000	41500000	822.1436799367269	723.707699139913
chr19	18850000	18875000	chr19	20325000	20350000	598.7755274772647	592.1084128220876
chr19	34325000	34350000	chr19	34750000	34775000	973.0462522506692	843.0645999908447
chr19	12000000	12025000	chr19	12475000	12500000	583.853346824646	539.4235065778097
chr19	7250000	7275000	chr19	7600000	7625000	321.9575545986493	266.96075864632934
chr19	56550000	56575000	chr19	57025000	57050000	475.89490111668937	462.100820541382
chr19	11750000	11775000	chr19	12775000	12800000	389.305077791214	328.49019352595
chr19	57150000	57175000	chr19	57625000	57650000	276.71244533856736	251.92100163300802
chr19	30825000	30850000	chr19	31750000	31775000	702.8861570358276	616.7316554387411
chr19	56425000	56450000	chr19	57025000	57050000	384.2090722719827	379.4554545084637
chr19	42300000	42325000	chr19	43375000	43400000	470.48983025550837	432.4426348606744
chr19	8975000	9000000	chr19	9825000	9850000	472.4471419652303	346.82224476337433
chr19	57400000	57425000	chr19	58450000	58475000	384.83947213490796	332.44798564910906
chr19	29675000	29700000	chr19	30200000	30225000	453.834966023763	372.4956019719443
chr19	17100000	17125000	chr19	18525000	18550000	445.51141540209466	501.6246814727779
chr19	30225000	30250000	chr19	31750000	31775000	423.7580858866374	357.256489276886
chr19	27425000	27450000	chr19	29350000	29375000	259.02821822961204	223.2935766379037
chr19	29250000	29275000	chr19	29800000	29825000	352.579204718272	311.23849193255097
chr19	29250000	29275000	chr19	30025000	30050000	258.75623130798334	232.5002227226893
chr19	8850000	8875000	chr19	9825000	9850000	263.55126380920404	200.8581778407097
chr19	12775000	12800000	chr19	31075000	31100000	89.9209591547649	84.15948736667637
chr19	38825000	38850000	chr19	44550000	44575000	43.41174721717832	36.00566703081134
chr2	152675000	152700000	chr2	152825000	152850000	3053.0463037490867	2886.9808514912934
chr2	31175000	31200000	chr2	31275000	31300000	5438.55406443278	5494.957464853924
chr2	156850000	156875000	chr2	156975000	157000000	4529.18501027425	4357.536568959553
chr2	93200000	93225000	chr2	93325000	93350000	3689.781365712483	3661.8362216949463
chr2	154400000	154425000	chr2	154525000	154550000	4027.39719772339	3717.99426015218
chr2	35275000	35300000	chr2	35375000	35400000	4410.296866099044	4331.307505289714
chr2	93050000	93075000	chr2	93175000	93200000	3416.180323282877	3330.7276922861734
chr2	131800000	131825000	chr2	131925000	131950000	3629.064915974937	3513.3506577809635
chr2	116875000	116900000	chr2	117175000	117200000	2612.474842071533	2436.77022520701
chr2	180775000	180800000	chr2	180875000	180900000	5374.415725708007	5367.607424418134
chr2	181375000	181400000	chr2	181475000	181500000	6549.770823160808	6355.776854197183
chr2	166575000	166600000	chr2	166775000	166800000	2627.90406481425	2934.281204223633
chr2	79350000	79375000	chr2	79475000	79500000	4093.4584496816	3681.2164363861066
chr2	35525000	35550000	chr2	35900000	35925000	2213.4297078450504	2068.6519336700435
chr2	85100000	85125000	chr2	85225000	85250000	3276.6644808451333	3201.113547643027
chr2	31025000	31050000	chr2	31125000	31150000	7471.4877243042	7154.159595489503
chr2	27025000	27050000	chr2	27225000	27250000	2497.710037867227	2766.3534221649165
chr2	72025000	72050000	chr2	72150000	72175000	3612.0560251871734	3655.834650675457
chr2	179900000	179925000	chr2	180025000	180050000	3664.6515604654965	3657.543436050413
chr2	136150000	136175000	chr2	136425000	136450000	2950.42916997274	2585.538103739423
chr2	167275000	167300000	chr2	167400000	167425000	4254.234672546387	4343.54005432129
chr2	181375000	181400000	chr2	181575000	181600000	3094.50224304199	2908.8148651123033
chr2	35625000	35650000	chr2	35900000	35925000	2417.51301956177	2387.5711091359467
chr2	167675000	167700000	chr2	167875000	167900000	2270.47757657369	2642.926837921143
chr2	155500000	155525000	chr2	155600000	155625000	5347.896346410117	5066.220249176023
chr2	59525000	59550000	chr2	59725000	59750000	2749.2220408121734	2572.4642194112166
chr2	119775000	119800000	chr2	119875000	119900000	6139.120374043784	5904.856873830159
chr2	79500000	79525000	chr2	79625000	79650000	3235.11747900645	3000.6587549845367
chr2	118725000	118750000	chr2	118875000	118900000	2855.327833175657	2680.289813995363
chr2	91775000	91800000	chr2	91900000	91925000	4138.525680541993	3917.7782135009766
chr2	157325000	157350000	chr2	157550000	157575000	2265.4041481018066	2291.3757603963236
chr2	38425000	38450000	chr2	38575000	38600000	2760.223168691	2698.25672785441
chr2	3525000	3550000	chr2	3750000	3775000	3758.602677663166	3323.91028849284
chr2	121550000	121575000	chr2	121825000	121850000	2926.19066874186	2919.903770446777
chr2	109900000	109925000	chr2	110000000	110025000	4533.815325419107	4082.3779932657903
chr2	54425000	54450000	chr2	54550000	54575000	3712.29888979594	3289.7199503580737
chr2	30450000	30475000	chr2	30775000	30800000	3812.6573804219565	3769.903588612873
chr2	33150000	33175000	chr2	33325000	33350000	3891.708329518636	3799.1002591451
chr2	26150000	26175000	chr2	26250000	26275000	5286.804025014243	5174.0442186991395
chr2	71575000	71600000	chr2	71800000	71825000	2748.224636077883	2882.8750928243003
chr2	29600000	29625000	chr2	29700000	29725000	4880.6715424855565	4770.911012013753
chr2	152900000	152925000	chr2	153125000	153150000	2247.646995544433	2083.3204129536934
chr2	119275000	119300000	chr2	119400000	119425000	4213.286410013837	3877.85774612427
chr2	156850000	156875000	chr2	157075000	157100000	2579.8370075225835	2413.5565096537266
chr2	138025000	138050000	chr2	138275000	138300000	2311.5237935384134	2088.1545340220105
chr2	163600000	163625000	chr2	163700000	163725000	5286.9782816568995	5308.61088180542
chr2	11325000	11350000	chr2	11525000	11550000	2465.6369349161764	2422.9512208302835
chr2	157450000	157475000	chr2	157550000	157575000	4051.0834452311196	4125.80997212728
chr2	170500000	170525000	chr2	170850000	170875000	1682.3674538930265	1492.07601928711
chr2	158200000	158225000	chr2	158325000	158350000	2765.0761744181295	2875.674163182577
chr2	52850000	52875000	chr2	52975000	53000000	3545.8694229125963	3396.00682322184
chr2	20875000	20900000	chr2	21175000	21200000	2272.1774457295737	2075.5264574686703
chr2	77775000	77800000	chr2	77900000	77925000	3577.7115809122733	3140.7414703369127
chr2	49600000	49625000	chr2	49700000	49725000	4592.33034769694	4360.437874476117
chr2	102075000	102100000	chr2	102175000	102200000	4278.75744311015	3920.9291305541997
chr2	168450000	168475000	chr2	168625000	168650000	2692.574999491373	2613.7387698491398
chr2	49425000	49450000	chr2	49725000	49750000	2017.2855408986434	1859.4189294179268
chr2	25825000	25850000	chr2	25925000	25950000	5040.0824810663835	5124.572672526044
chr2	5975000	6000000	chr2	6150000	6175000	2443.32898203532	2469.4523836771637
chr2	92275000	92300000	chr2	92425000	92450000	2430.8287289937366	2208.904043833417
chr2	131400000	131425000	chr2	131500000	131525000	3750.56779988607	3652.1709582010903
chr2	134775000	134800000	chr2	135300000	135325000	2191.7139911651598	2069.1227391560865
chr2	130275000	130300000	chr2	130400000	130425000	2456.443886756897	2438.8143409093204
chr2	93850000	93875000	chr2	94000000	94025000	2802.06168746948	2739.8695688247667
chr2	158525000	158550000	chr2	158625000	158650000	3408.4215272267666	3705.6763006846136
chr2	129675000	129700000	chr2	129850000	129875000	2508.8337059021	2409.4627583821634
chr2	151875000	151900000	chr2	151975000	152000000	3842.7088044484467	3723.640451749167
chr2	152025000	152050000	chr2	152175000	152200000	2094.32641092936	2060.4554882049565
chr2	49750000	49775000	chr2	50250000	50275000	1236.5746429761266	1326.3296794891367
chr2	157325000	157350000	chr2	157450000	157475000	3294.217041015623	3597.6988118489594
chr2	101450000	101475000	chr2	101650000	101675000	1538.8107792536432	1188.1094923019366
chr2	155950000	155975000	chr2	156125000	156150000	3029.43107668559	2848.0060469309465
chr2	59325000	59350000	chr2	59425000	59450000	3807.232078552243	3517.834769566853
chr2	165050000	165075000	chr2	165325000	165350000	2937.4053433736167	2878.011722564697
chr2	155825000	155850000	chr2	155925000	155950000	4393.519045511884	4445.3695341746
chr2	35525000	35550000	chr2	35625000	35650000	3439.4961566925067	3350.6089723904934
chr2	168250000	168275000	chr2	168425000	168450000	2349.6716664632168	2516.4971071879063
chr2	70775000	70800000	chr2	71025000	71050000	2604.9055468241368	2737.1626040140764
chr2	119950000	119975000	chr2	120075000	120100000	2782.4196287790965	2524.43660036723
chr2	136475000	136500000	chr2	136575000	136600000	3942.4478416442903	3610.0478928883836
chr2	154700000	154725000	chr2	154925000	154950000	2444.42569923401	2207.2144495646166
chr2	128675000	128700000	chr2	128800000	128825000	2939.167481740313	2944.8430862426762
chr2	104475000	104500000	chr2	104575000	104600000	4177.0974349975595	4090.0756034851097
chr2	58050000	58075000	chr2	58175000	58200000	3608.242696126303	3099.8605244954433
chr2	28900000	28925000	chr2	29050000	29075000	2190.11067581177	2397.7929725646936
chr2	77225000	77250000	chr2	77325000	77350000	4361.553548812867	4169.95297241211
chr2	72225000	72250000	chr2	72375000	72400000	1859.7620620727532	1967.2113014856968
chr2	70700000	70725000	chr2	71025000	71050000	2336.613621393843	2415.4412911732998
chr2	52625000	52650000	chr2	52725000	52750000	3401.417552471163	3283.476639111837
chr2	20950000	20975000	chr2	21075000	21100000	3099.444591522217	2726.05668258667
chr2	94025000	94050000	chr2	94225000	94250000	2409.3227888743063	2279.959040323893
chr2	71875000	71900000	chr2	72025000	72050000	1604.00378672282	1509.8499717712402
chr2	153925000	153950000	chr2	154025000	154050000	3934.700778961183	4040.520991007487
chr2	127875000	127900000	chr2	128375000	128400000	1917.8829263051366	1725.2267665863067
chr2	109525000	109550000	chr2	109675000	109700000	2267.69721857707	1940.75216992696
chr2	173225000	173250000	chr2	173525000	173550000	2181.238631566363	2356.7156658172603
chr2	21950000	21975000	chr2	22700000	22725000	1246.4918781916317	1178.3835560480766
chr2	129150000	129175000	chr2	129250000	129275000	4187.191432952884	4012.1349690755196
chr2	79500000	79525000	chr2	79750000	79775000	1419.5479704538966	1149.56081612905
chr2	163525000	163550000	chr2	163800000	163825000	2026.7888161341332	2021.5385131835935
chr2	27975000	28000000	chr2	28175000	28200000	2312.2805296580004	2279.9707889556867
chr2	132125000	132150000	chr2	132225000	132250000	3031.9785811106362	3042.7451540629067
chr2	112775000	112800000	chr2	113225000	113250000	2317.7823651631697	2381.3009115854934
chr2	30025000	30050000	chr2	30150000	30175000	3765.32976277669	3663.45874150594
chr2	172975000	173000000	chr2	173075000	173100000	3266.2612806955967	3139.1506258646664
chr2	61625000	61650000	chr2	61950000	61975000	2000.8802261352532	1794.2339986165368
chr2	134775000	134800000	chr2	134900000	134925000	2858.027263641357	2653.8780225117966
chr2	127875000	127900000	chr2	128550000	128575000	1630.3158721923799	1565.9349180857369
chr2	143200000	143225000	chr2	143525000	143550000	2090.6544723510733	1771.9944750467932
chr2	131075000	131100000	chr2	131400000	131425000	1550.1249109903965	1333.7268161773666
chr2	130050000	130075000	chr2	130150000	130175000	3597.75616137187	3486.5879033406563
chr2	29325000	29350000	chr2	29575000	29600000	2451.94651158651	2496.443649291993
chr2	172825000	172850000	chr2	172975000	173000000	1902.6983750661202	2000.4687938690167
chr2	103850000	103875000	chr2	103975000	104000000	2797.9891099929805	3340.47567812602
chr2	165775000	165800000	chr2	166025000	166050000	1675.8688014348334	1972.2523899078367
chr2	124100000	124125000	chr2	125175000	125200000	1485.3232383728	1353.5724534988433
chr2	102575000	102600000	chr2	103050000	103075000	1417.9486274719231	1401.4651311238601
chr2	128100000	128125000	chr2	128375000	128400000	2288.243780771893	2140.4882443745937
chr2	33475000	33500000	chr2	33625000	33650000	2160.8180281321233	2295.1758359273267
chr2	78025000	78050000	chr2	78900000	78925000	1644.18624560038	1579.2234071095766
chr2	51950000	51975000	chr2	52050000	52075000	3750.8075491587333	3688.849600156147
chr2	180325000	180350000	chr2	180425000	180450000	4050.24584579468	4444.785099029544
chr2	101900000	101925000	chr2	102175000	102200000	1396.0770994822199	1246.8781785964966
chr2	33950000	33975000	chr2	34625000	34650000	1355.6317993799832	1196.0070807139066
chr2	18375000	18400000	chr2	18675000	18700000	1467.6787319183331	1261.1126352945967
chr2	79350000	79375000	chr2	79625000	79650000	1273.423494021097	1256.2360219955433
chr2	73575000	73600000	chr2	73725000	73750000	2231.3143119812	2358.32048288981
chr2	54425000	54450000	chr2	54675000	54700000	2742.5733668009466	2468.1718343098933
chr2	160575000	160600000	chr2	160875000	160900000	1049.994965791704	869.3408223787943
chr2	149400000	149425000	chr2	150075000	150100000	2389.62955347697	2355.999201456707
chr2	37925000	37950000	chr2	38350000	38375000	1752.6355342865002	1787.4648157755535
chr2	165900000	165925000	chr2	166025000	166050000	2148.2332652409864	2396.196643829347
chr2	33800000	33825000	chr2	33950000	33975000	2129.9974854787197	2017.6592044830334
chr2	58025000	58050000	chr2	58300000	58325000	2365.4389076232897	2010.4922199249265
chr2	102075000	102100000	chr2	102275000	102300000	1728.1999931335433	1704.84512837728
chr2	146450000	146475000	chr2	146600000	146625000	1412.4907679557834	1436.8928899764999
chr2	138025000	138050000	chr2	139300000	139325000	1314.55242538452	1266.7832597096767
chr2	128925000	128950000	chr2	129075000	129100000	2604.25884437561	2554.7419954935735
chr2	92900000	92925000	chr2	93175000	93200000	1270.74987634023	1205.4924033482866
chr2	143100000	143125000	chr2	143525000	143550000	2010.3856010437	1787.3793754577634
chr2	103075000	103100000	chr2	103325000	103350000	1403.2658602396632	1449.7213497161865
chr2	14025000	14050000	chr2	14275000	14300000	2006.5881112416603	1898.129943847657
chr2	14150000	14175000	chr2	14275000	14300000	3147.2356332143136	2839.95597076416
chr2	55300000	55325000	chr2	55825000	55850000	2206.2541109720864	2158.8888282775865
chr2	124600000	124625000	chr2	124775000	124800000	2058.7818209330235	1840.8715171813967
chr2	105675000	105700000	chr2	105975000	106000000	1837.2131150563566	1547.762535731
chr2	17625000	17650000	chr2	17825000	17850000	1668.9270973205566	1672.63865407308
chr2	161450000	161475000	chr2	162650000	162675000	1141.8531096776317	1189.8625758488934
chr2	3800000	3825000	chr2	4475000	4500000	997.5143925348913	1010.4259656270364
chr2	150600000	150625000	chr2	150725000	150750000	2334.8255163828535	2297.8607343037934
chr2	38775000	38800000	chr2	38975000	39000000	1294.0414501826	1261.8041413625099
chr2	131525000	131550000	chr2	131800000	131825000	1074.960144996643	1085.22313563029
chr2	165375000	165400000	chr2	165475000	165500000	3778.108055114744	4257.82215499878
chr2	39250000	39275000	chr2	39350000	39375000	3429.277088165283	3289.2706847190834
chr2	128400000	128425000	chr2	128550000	128575000	1859.1424808502197	1760.4905665715567
chr2	108875000	108900000	chr2	109675000	109700000	1304.4384555816632	1224.8354403177866
chr2	31175000	31200000	chr2	31375000	31400000	1381.13718132178	1594.9688193003367
chr2	58175000	58200000	chr2	58450000	58475000	1643.4992485046398	1330.3800722757967
chr2	106425000	106450000	chr2	106675000	106700000	2171.2618115742966	2079.6048482259134
chr2	141600000	141625000	chr2	141800000	141825000	2115.9730974833133	1732.6012109120666
chr2	138275000	138300000	chr2	138775000	138800000	1455.25258954366	1222.10796991984
chr2	126775000	126800000	chr2	126975000	127000000	2085.4874178568534	1958.04360961914
chr2	75875000	75900000	chr2	76050000	76075000	1545.3156503041566	1515.43626213074
chr2	50300000	50325000	chr2	51125000	51150000	926.8248179753606	910.2815313339233
chr2	13275000	13300000	chr2	13575000	13600000	1499.9669971466067	1434.0829976399734
chr2	165975000	166000000	chr2	166775000	166800000	840.6922686894736	945.5888328552254
chr2	134900000	134925000	chr2	135300000	135325000	1472.9564565022768	1366.0439332326234
chr2	131075000	131100000	chr2	131250000	131275000	1608.3296254475936	1660.210379282633
chr2	113525000	113550000	chr2	113800000	113825000	1822.84786669413	1565.3463109334298
chr2	33725000	33750000	chr2	33950000	33975000	1438.36376953125	1403.8938732147199
chr2	105675000	105700000	chr2	106175000	106200000	904.249668757122	855.152961095174
chr2	128925000	128950000	chr2	129250000	129275000	1275.71774037679	1018.6303606033298
chr2	43700000	43725000	chr2	43900000	43925000	1652.912165006	1454.6559859911565
chr2	18025000	18050000	chr2	18325000	18350000	1680.2515697479232	1469.6177247365333
chr2	157625000	157650000	chr2	157900000	157925000	1624.5843855539968	1652.3970095316565
chr2	152100000	152125000	chr2	152325000	152350000	1015.3716707229618	919.0473359425863
chr2	26625000	26650000	chr2	26900000	26925000	1120.1580276489233	1116.5751489003499
chr2	76950000	76975000	chr2	77200000	77225000	1748.89339796702	1677.438903808593
chr2	69625000	69650000	chr2	69775000	69800000	1466.4788103103635	1371.5500329335566
chr2	66450000	66475000	chr2	66775000	66800000	1382.6014960606933	1593.14628418287
chr2	59525000	59550000	chr2	59875000	59900000	1785.7894585927334	1628.7422275543233
chr2	27750000	27775000	chr2	27950000	27975000	1519.5254592895533	1634.8034229278564
chr2	122375000	122400000	chr2	122600000	122625000	1434.4254598617565	1396.6374994913767
chr2	157625000	157650000	chr2	157975000	158000000	1468.5148296356201	1556.5193405151367
chr2	91975000	92000000	chr2	92425000	92450000	1160.2512613932288	1111.741396586101
chr2	129900000	129925000	chr2	130150000	130175000	1299.83414332072	1268.0691782633467
chr2	77375000	77400000	chr2	78000000	78025000	1090.098264535268	1001.1885253588389
chr2	72725000	72750000	chr2	72975000	73000000	1528.5490735371902	1568.51773071289
chr2	32975000	33000000	chr2	33350000	33375000	1539.7447776794434	1457.0425192515067
chr2	66250000	66275000	chr2	66625000	66650000	950.3840033213313	980.6053536732976
chr2	56100000	56125000	chr2	57675000	57700000	1407.8317540486667	1226.5882005691533
chr2	136900000	136925000	chr2	137925000	137950000	857.4122519493103	836.7459800243377
chr2	4475000	4500000	chr2	4850000	4875000	1150.0012845993067	1016.678928375246
chr2	165050000	165075000	chr2	165475000	165500000	1140.3139505386357	998.5341440836596
chr2	76950000	76975000	chr2	77325000	77350000	1497.5921497344934	1247.9472668965666
chr2	17400000	17425000	chr2	17825000	17850000	1179.8236916859937	1194.3357601165765
chr2	151475000	151500000	chr2	151675000	151700000	1502.78139146169	1352.50972143809
chr2	66450000	66475000	chr2	66625000	66650000	1686.2823432286568	1767.4112898508702
chr2	181175000	181200000	chr2	181575000	181600000	1169.5870122909555	1097.313707987468
chr2	130050000	130075000	chr2	130225000	130250000	1314.8030338287367	1403.9167073567703
chr2	58175000	58200000	chr2	58650000	58675000	1118.0043768882754	933.6423095067344
chr2	104125000	104150000	chr2	104575000	104600000	1164.4353682200117	1172.524589538574
chr2	26625000	26650000	chr2	27025000	27050000	970.7790282567357	858.0281133651737
chr2	71875000	71900000	chr2	72200000	72225000	1300.9771836598732	1193.1856784820566
chr2	47475000	47500000	chr2	48875000	48900000	581.7673987547556	493.7429290612536
chr2	122300000	122325000	chr2	122450000	122475000	1367.5554475784302	1221.2183678944932
chr2	24275000	24300000	chr2	24550000	24575000	885.24266163508	976.0732425053901
chr2	154400000	154425000	chr2	154850000	154875000	901.8524481455487	775.2957471211749
chr2	131800000	131825000	chr2	132225000	132250000	725.6652916272484	695.54825091362
chr2	18375000	18400000	chr2	18575000	18600000	1588.14159901937	1401.7702554067
chr2	106675000	106700000	chr2	106950000	106975000	1500.4450263977067	1320.5361385345432
chr2	85100000	85125000	chr2	85550000	85575000	729.9529452323914	854.9030251502991
chr2	78025000	78050000	chr2	79250000	79275000	892.6938632329314	822.3746655782064
chr2	48900000	48925000	chr2	49725000	49750000	717.0928230285648	627.7894175847373
chr2	157600000	157625000	chr2	158325000	158350000	1023.0445979436221	1001.6486978530887
chr2	108675000	108700000	chr2	109675000	109700000	896.296582221985	1052.7027390797937
chr2	77775000	77800000	chr2	78000000	78025000	1504.9817522366832	1180.75600496928
chr2	127875000	127900000	chr2	128100000	128125000	1571.8228651682532	1481.3255132039367
chr2	101675000	101700000	chr2	102450000	102475000	814.634872118632	720.036243756612
chr2	34850000	34875000	chr2	35100000	35125000	1292.60950724284	1288.4310143788666
chr2	109275000	109300000	chr2	109525000	109550000	1710.9401283264167	1572.1012687683099
chr2	140200000	140225000	chr2	140400000	140425000	2018.8826452891	1863.3331712086967
chr2	112775000	112800000	chr2	113425000	113450000	984.2707649866765	933.0699876149496
chr2	155950000	155975000	chr2	156275000	156300000	1326.9105440775566	1256.6187305450433
chr2	131075000	131100000	chr2	131500000	131525000	1013.1514298121152	890.3898310661317
chr2	74050000	74075000	chr2	74275000	74300000	1273.115212758381	1239.5344683329267
chr2	179575000	179600000	chr2	179850000	179875000	1517.0003433227569	1467.2491188049335
chr2	78650000	78675000	chr2	78850000	78875000	2029.7782007853166	1800.0883579254169
chr2	26425000	26450000	chr2	26900000	26925000	767.4381092389426	697.7887304623923
chr2	8650000	8675000	chr2	10000000	10025000	803.6183839639026	764.9807618459063
chr2	168450000	168475000	chr2	168725000	168750000	1106.221000353495	1029.1011699040716
chr2	167525000	167550000	chr2	167875000	167900000	775.513531923294	815.5652847290039
chr2	117525000	117550000	chr2	118100000	118125000	677.5283894538876	959.3285185496006
chr2	78150000	78175000	chr2	78850000	78875000	1427.10604540507	1285.9559453328466
chr2	140650000	140675000	chr2	142250000	142275000	1113.6125488281234	993.4003823598205
chr2	78025000	78050000	chr2	79475000	79500000	562.8664120833081	456.48601738611836
chr2	5075000	5100000	chr2	5375000	5400000	1610.62073771159	1793.5916957855231
chr2	168250000	168275000	chr2	168600000	168625000	1185.4230376879368	1223.61658414205
chr2	112525000	112550000	chr2	112750000	112775000	1480.20791943868	1244.86077562968
chr2	79350000	79375000	chr2	79750000	79775000	778.8983631134033	702.1133313179016
chr2	25825000	25850000	chr2	26250000	26275000	1128.547273635865	998.911228179932
chr2	133525000	133550000	chr2	134475000	134500000	753.803496996562	802.6148389180499
chr2	78325000	78350000	chr2	78850000	78875000	1487.1063626607265	1324.0922400156667
chr2	72025000	72050000	chr2	72375000	72400000	456.3691751559573	454.8826806545257
chr2	4200000	4225000	chr2	4475000	4500000	1270.72517077128	1403.2420908610031
chr2	157900000	157925000	chr2	158175000	158200000	1024.3995240529393	1029.6027644475284
chr2	140650000	140675000	chr2	141800000	141825000	780.256828625997	649.2201468149821
chr2	77700000	77725000	chr2	78000000	78025000	1039.772586345672	801.3058787981666
chr2	72500000	72525000	chr2	73075000	73100000	1187.373547236123	1159.7622292836502
chr2	154400000	154425000	chr2	154925000	154950000	865.6536585489911	842.4599459966024
chr2	93200000	93225000	chr2	93800000	93825000	617.2071968714397	566.0452683766681
chr2	66950000	66975000	chr2	68325000	68350000	512.3321528434753	661.1660582224531
chr2	138025000	138050000	chr2	138775000	138800000	1219.3133029937756	963.8011341094957
chr2	65125000	65150000	chr2	65325000	65350000	1300.02790323893	1350.3968607584636
chr2	162900000	162925000	chr2	163325000	163350000	810.5387490590414	808.9299853642783
chr2	78950000	78975000	chr2	79750000	79775000	978.6479331652305	776.4416979153951
chr2	136125000	136150000	chr2	136875000	136900000	780.0184822082516	677.9855438868203
chr2	134525000	134550000	chr2	134775000	134800000	1119.4616800943993	979.2551396687808
chr2	33800000	33825000	chr2	34625000	34650000	951.5083201726262	859.5809650421139
chr2	20875000	20900000	chr2	21900000	21925000	662.0630389054617	590.929868221283
chr2	128100000	128125000	chr2	128550000	128575000	1055.6867580413843	1051.6341934204108
chr2	113850000	113875000	chr2	114125000	114150000	1464.9096285502135	1391.637521743777
chr2	94450000	94475000	chr2	95125000	95150000	801.0094676017761	787.2526884078976
chr2	8650000	8675000	chr2	10275000	10300000	726.7030344009399	525.9990119934081
chr2	116875000	116900000	chr2	117425000	117450000	659.2396990458174	585.9711055755613
chr2	78025000	78050000	chr2	79375000	79400000	593.2963475386299	490.592994292577
chr2	57350000	57375000	chr2	57900000	57925000	1067.0701459248855	797.1324202219644
