loop_id	loop_chr1	loop_start1	loop_end1	loop_chr2	loop_start2	loop_end2	loop_logFC	loop_FDR	loop_direction	loop_type	loop_significant	enh_chr	enh_start	enh_end	target_gene	tss_chr	tss_start	tss_end	abc_score_wt	abc_score_ko	delta_ABC	delta_unnorm	distance	match_case
loop_919	chr3	143575000	143600000	chr3	144175000	144200000	0.325404620644959	0.0010888370062809	up_in_mutant	Polycomb-Poised_Enhancer	TRUE	chr3	144198450	144198950	Gm33651	chr3	143576363	143576863	0.024224	0	-0.024224	-0.01855	622087	B
loop_4963	chr3	143575000	143600000	chr3	144200000	144225000	0.341521896388441	0.0005652245030257	up_in_mutant	Active_Promoter-Polycomb	TRUE	chr3	143594677	143595177	Lmo4	chr3	144204970	144205470	0.02079	0.051881	0.031091	0.081455	610293	A
loop_4963	chr3	143575000	143600000	chr3	144200000	144225000	0.341521896388441	0.0005652245030257	up_in_mutant	Active_Promoter-Polycomb	TRUE	chr3	144204970	144205736	Gm33651	chr3	143576363	143576863	0.063041	0	-0.063041	-0.048277	628740	B
loop_15280	chr3	143590000	143600000	chr3	144200000	144210000	0.38891856911948	0.0058349985477697	up_in_mutant	Active_Promoter-Polycomb	TRUE	chr3	143594677	143595177	Lmo4	chr3	144204970	144205470	0.02079	0.051881	0.031091	0.081455	610293	A
loop_16901	chr3	40520000	40525000	chr3	40745000	40750000	0.409705443027529	0.004789768011397	up_in_mutant	Active_Promoter-Other	TRUE	chr3	40745001	40745631	1700017G19Rik	chr3	40522662	40523162	0.216521	0.241213	0.024692	0.202183	222404	B
loop_22147	chr3	82870000	82880000	chr3	82980000	82990000	0.477199324564444	0.0011851678044745	up_in_mutant	Repressed_Promoter-Poised_Enhancer	TRUE	chr3	82980776	82981276	Rbm46	chr3	82876233	82876733	0.01924	0.037427	0.018187	0.030577	104543	B
loop_22147	chr3	82870000	82880000	chr3	82980000	82990000	0.477199324564444	0.0011851678044745	up_in_mutant	Repressed_Promoter-Poised_Enhancer	TRUE	chr3	82981818	82982318	Rbm46	chr3	82876233	82876733	0.014631	0.02125	0.006619	0.013148	105585	B
loop_21310	chr3	84580000	84590000	chr3	86140000	86150000	-0.422763131399747	0.0117437143407236	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr3	84582283	84582875	Gm37933	chr3	86142506	86143006	0.055821	0.057329	0.001508	-0.002518	1560177	A
loop_21310	chr3	84580000	84590000	chr3	86140000	86150000	-0.422763131399747	0.0117437143407236	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr3	84582283	84582875	Rps3a1	chr3	86142452	86142952	0.05582	0.057328	0.001508	-0.002519	1560123	A
loop_21310	chr3	84580000	84590000	chr3	86140000	86150000	-0.422763131399747	0.0117437143407236	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr3	86142329	86143006	Arfip1	chr3	84582375	84582875	0.023593	0.022915	-0.000678	-0.002263	1560042.5	B
loop_21289	chr3	87090000	87100000	chr3	87170000	87180000	0.563550164617575	3.46986642661603e-06	up_in_mutant	Repressed_Promoter-Poised_Enhancer	TRUE	chr3	87089920	87090420	Kirrel	chr3	87174497	87174997	0.016453	0.036327	0.019874	0.050647	84577	A
loop_21289	chr3	87090000	87100000	chr3	87170000	87180000	0.563550164617575	3.46986642661603e-06	up_in_mutant	Repressed_Promoter-Poised_Enhancer	TRUE	chr3	87093676	87094176	Kirrel	chr3	87174497	87174997	0.01435	0.038686	0.024336	0.05824	80821	A
loop_17846	chr3	99225000	99250000	chr3	100150000	100175000	0.307159934040337	0.0091150426965799	up_in_mutant	Active_Promoter-Repressed_Promoter	TRUE	chr3	100162130	100162736	Tbx15	chr3	99240130	99240630	0.044359	0.057891	0.013532	0.017212	922053	B
loop_7605	chr4	107425000	107450000	chr4	107650000	107675000	0.309260250271762	0.0001909991675675	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr4	107652734	107653234	Glis1	chr4	107434340	107434840	0.020972	0.033983	0.013011	0.036878	218394	B
loop_22580	chr4	125490000	125500000	chr4	125700000	125710000	0.459478315000543	0.0002078966930579	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr4	125702883	125703383	Grik3	chr4	125490449	125490949	0.016544	0.024697	0.008153	0.029393	212434	B
loop_15862	chr4	144890000	144900000	chr4	145020000	145030000	0.344332008596065	0.0002196504334113	up_in_mutant	Repressed_Promoter-Active_Enhancer	TRUE	chr4	145025315	145025815	Dhrs3	chr4	144892576	144893076	0.065072	0.087106	0.022034	0.080318	132739	B
loop_12378	chr4	16010000	16015000	chr4	16160000	16165000	-0.371799874968384	0.0291979027338117	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr4	16012000	16012500	A530072M11Rik	chr4	16163859	16164359	0.025226	0.014604	-0.010622	-0.055229	151859	A
loop_12378	chr4	16010000	16015000	chr4	16160000	16165000	-0.371799874968384	0.0291979027338117	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr4	16013638	16014212	A530072M11Rik	chr4	16163859	16164359	0.107208	0.106012	-0.001196	-0.046977	150184	A
loop_12378	chr4	16010000	16015000	chr4	16160000	16165000	-0.371799874968384	0.0291979027338117	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr4	16012000	16012500	Ripk2	chr4	16163397	16163897	0.025222	0.014603	-0.010619	-0.055214	151397	A
loop_12378	chr4	16010000	16015000	chr4	16160000	16165000	-0.371799874968384	0.0291979027338117	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr4	16013638	16014212	Ripk2	chr4	16163397	16163897	0.107191	0.106	-0.001191	-0.046944	149722	A
loop_12378	chr4	16010000	16015000	chr4	16160000	16165000	-0.371799874968384	0.0291979027338117	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr4	16163145	16164422	Osgin2	chr4	16013638	16014138	0.064684	0.058715	-0.005969	-0.080246	149895.5	B
loop_5943	chr4	19570000	19580000	chr4	21930000	21940000	0.441282032489701	0.026170952216654	up_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr4	21931078	21931670	Cpne3	chr4	19569858	19570358	0.008993	0.02449	0.015497	0.058669	2361266	B
loop_5943	chr4	19570000	19580000	chr4	21930000	21940000	0.441282032489701	0.026170952216654	up_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr4	21931078	21931670	Rmdn1	chr4	19574911	19575411	0.017416	0.023416	0.006	0.025831	2356213	B
loop_5075	chr4	20500000	20525000	chr4	20775000	20800000	0.589487711892243	2.51390873761383e-05	up_in_mutant	Repressed_Promoter-Poised_Enhancer	TRUE	chr4	20518139	20518639	Nkain3	chr4	20778616	20779116	0.009271	0.022634	0.013363	0.052515	260477	A
loop_14623	chr4	27400000	27425000	chr4	28800000	28825000	-0.617617780486554	0.0001038989195203	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr4	27418477	27418977	Epha7	chr4	28812880	28813380	0.020008	0.006612	-0.013396	-0.074018	1394403	A
loop_12268	chr4	3615000	3620000	chr4	3675000	3680000	-0.362938316175377	0.0027118912699043	down_in_mutant	Active_Promoter-Poised_Enhancer	TRUE	chr4	3617651	3618151	Lyn	chr4	3677864	3678364	0.076339	0.041218	-0.035121	-0.273224	60213	A
loop_22577	chr4	45430000	45440000	chr4	45530000	45540000	0.449622585552163	3.3019360031751e-05	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr4	45431327	45432272	Shb	chr4	45532220	45532720	0.012002	0.02337	0.011368	0.123634	100670.5	A
loop_12261	chr4	46550000	46555000	chr4	46600000	46605000	-0.328830692479268	0.0050231639987019	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr4	46553852	46554352	Coro2a	chr4	46601952	46602452	0.046689	0.018635	-0.028054	-0.238622	48100	A
loop_19947	chr4	47250000	47260000	chr4	47350000	47360000	0.360255896318671	8.14802466965295e-05	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr4	47250972	47251472	Tgfbr1	chr4	47352971	47353471	0.019587	0.037596	0.018009	0.1227	101999	A
loop_17920	chr4	47290000	47295000	chr4	47350000	47355000	0.326913189355618	0.0254974659648678	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr4	47290884	47291384	Tgfbr1	chr4	47352971	47353471	0.033191	0.070379	0.037188	0.238017	62087	A
loop_17920	chr4	47290000	47295000	chr4	47350000	47355000	0.326913189355618	0.0254974659648678	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr4	47293743	47294243	Tgfbr1	chr4	47352971	47353471	0.027759	0.058598	0.030839	0.197877	59228	A
loop_3483	chr4	4790000	4800000	chr4	6190000	6200000	-0.368855969017315	0.01402123495208	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr4	4792477	4792977	Ubxn2b	chr4	6190847	6191347	0.022651	0.03152	0.008869	0.008147	1398370	A
loop_3483	chr4	4790000	4800000	chr4	6190000	6200000	-0.368855969017315	0.01402123495208	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr4	4793105	4793626	Ubxn2b	chr4	6190847	6191347	0.032813	0.040659	0.007846	-0.002462	1397731.5	A
loop_3483	chr4	4790000	4800000	chr4	6190000	6200000	-0.368855969017315	0.01402123495208	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr4	6190847	6191392	Impad1	chr4	4793105	4793605	0.036401	0.030277	-0.006124	-0.02801	1397764.5	B
loop_14425	chr4	81550000	81575000	chr4	81925000	81950000	-0.37529443403347	6.91951560597886e-05	down_in_mutant	Polycomb-Active_Enhancer	TRUE	chr4	81566019	81566519	Gm12914	chr4	81932124	81932624	0.022754	0.013297	-0.009457	-0.104394	366105	A
loop_15870	chr4	81560000	81570000	chr4	82060000	82070000	-0.411474937296958	0.0007997251239207	down_in_mutant	Active_Enhancer-Other	TRUE	chr4	81566019	81566519	Gm11264	chr4	82065640	82066140	0.026792	0.015978	-0.010814	-0.144902	499621	A
loop_15870	chr4	81560000	81570000	chr4	82060000	82070000	-0.411474937296958	0.0007997251239207	down_in_mutant	Active_Enhancer-Other	TRUE	chr4	81566528	81567028	Gm11264	chr4	82065640	82066140	0.021319	0.011685	-0.009634	-0.119015	499112	A
loop_15870	chr4	81560000	81570000	chr4	82060000	82070000	-0.411474937296958	0.0007997251239207	down_in_mutant	Active_Enhancer-Other	TRUE	chr4	81566019	81566519	Gm5860	chr4	82065180	82065680	0.026789	0.015976	-0.010813	-0.144883	499161	A
loop_15870	chr4	81560000	81570000	chr4	82060000	82070000	-0.411474937296958	0.0007997251239207	down_in_mutant	Active_Enhancer-Other	TRUE	chr4	81566528	81567028	Gm5860	chr4	82065180	82065680	0.021316	0.011684	-0.009632	-0.118999	498652	A
loop_15859	chr4	81720000	81730000	chr4	81930000	81940000	-0.439287817625715	8.65847429969411e-05	down_in_mutant	Active_Enhancer-Poised_Enhancer	TRUE	chr4	81726755	81727255	Gm12914	chr4	81932124	81932624	0.073948	0.027115	-0.046833	-0.401159	205369	A
loop_17950	chr4	88850000	88875000	chr4	89125000	89150000	0.329933433154421	0.0027872632059446	up_in_mutant	Active_Promoter-Repressed_Promoter	TRUE	chr4	89136871	89137603	4930553M12Rik	chr4	88868130	88868630	0.028434	0.043196	0.014762	0.040869	268857	B
loop_17950	chr4	88850000	88875000	chr4	89125000	89150000	0.329933433154421	0.0027872632059446	up_in_mutant	Active_Promoter-Repressed_Promoter	TRUE	chr4	89136871	89137603	Ifna1	chr4	88849836	88850336	0.01298	0.028779	0.015799	0.016835	287151	B
loop_1102	chr5	109550000	109575000	chr5	110275000	110300000	-0.627873604595974	0.0002118182897456	down_in_mutant	Other-Other	TRUE	chr5	109557535	109558035	Pole	chr5	110286055	110286555	0.032351	0.014289	-0.018062	-0.063333	728520	A
loop_1102	chr5	109550000	109575000	chr5	110275000	110300000	-0.627873604595974	0.0002118182897456	down_in_mutant	Other-Other	TRUE	chr5	109557535	109558035	Pxmp2	chr5	110285936	110286436	0.032348	0.014289	-0.018059	-0.063332	728401	A
loop_20127	chr5	111410000	111420000	chr5	112150000	112160000	0.44416715034346	9.18892793675218e-05	up_in_mutant	Repressed_Promoter-Other	TRUE	chr5	112153619	112154119	Mn1	chr5	111417111	111417611	0.012421	0.02234	0.009919	0.024078	736508	B
loop_12825	chr5	113180000	113185000	chr5	113225000	113230000	0.330429359399506	0.0020632941723692	up_in_mutant	Poised_Enhancer-Other	TRUE	chr5	113180167	113180667	Tmem211	chr5	113226658	113227158	0.023302	0.036042	0.01274	0.066786	46491	A
loop_14949	chr5	139900000	139925000	chr5	140125000	140150000	0.320395121182428	0.0001800657231761	up_in_mutant	Repressed_Promoter-Poised_Enhancer	TRUE	chr5	140135969	140136469	Elfn1	chr5	139907692	139908192	0.025884	0.038915	0.013031	0.068153	228277	B
loop_17667	chr5	14975000	14980000	chr5	15030000	15035000	-0.464782968796285	0.0058550054749854	down_in_mutant	Other-Other	TRUE	chr5	14978685	14979185	Gm17019	chr5	15032748	15033248	0.058655	0.079168	0.020513	0.001169	54063	A
loop_17667	chr5	14975000	14980000	chr5	15030000	15035000	-0.464782968796285	0.0058550054749854	down_in_mutant	Other-Other	TRUE	chr5	15032748	15033248	Gm10354	chr5	14978685	14979185	0.051619	0.046976	-0.004643	-0.00245	54063	B
loop_16272	chr5	19220000	19230000	chr5	19390000	19400000	-0.33159148644279	0.0091140181374908	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr5	19395772	19396272	Magi2	chr5	19226785	19227285	0.047148	0.024086	-0.023062	-0.181849	168987	B
loop_16442	chr5	21420000	21430000	chr5	21640000	21650000	0.361019295142078	0.0003619590952983	up_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr5	21424427	21425207	Armc10	chr5	21645562	21646062	0.046666	0.036703	-0.009963	-0.043681	220995	A
loop_16442	chr5	21420000	21430000	chr5	21640000	21650000	0.361019295142078	0.0003619590952983	up_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr5	21424427	21425207	Fbxl13	chr5	21645384	21645884	0.046669	0.036706	-0.009963	-0.043676	220817	A
loop_16442	chr5	21420000	21430000	chr5	21640000	21650000	0.361019295142078	0.0003619590952983	up_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr5	21645303	21646276	Ccdc146	chr5	21424427	21424927	0.051304	0.04351	-0.007794	-0.023042	221112.5	B
loop_16442	chr5	21420000	21430000	chr5	21640000	21650000	0.361019295142078	0.0003619590952983	up_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr5	21645303	21646276	Fam185a	chr5	21424707	21425207	0.051291	0.043499	-0.007792	-0.023037	220832.5	B
loop_14839	chr5	21425000	21450000	chr5	21625000	21650000	0.310536850047138	0.0015924906737911	up_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr5	21424427	21425207	Armc10	chr5	21645562	21646062	0.046666	0.036703	-0.009963	-0.043681	220995	A
loop_14839	chr5	21425000	21450000	chr5	21625000	21650000	0.310536850047138	0.0015924906737911	up_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr5	21424427	21425207	Fbxl13	chr5	21645384	21645884	0.046669	0.036706	-0.009963	-0.043676	220817	A
loop_14839	chr5	21425000	21450000	chr5	21625000	21650000	0.310536850047138	0.0015924906737911	up_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr5	21645303	21646276	Fam185a	chr5	21424707	21425207	0.051291	0.043499	-0.007792	-0.023037	220832.5	B
loop_6012	chr5	27790000	27795000	chr5	27840000	27845000	0.484984529789476	0.0060631035000487	up_in_mutant	Active_Promoter-Repressed_Promoter	TRUE	chr5	27790848	27791941	Htr5a	chr5	27841898	27842398	0.12082	0.121044	0.000224	0.231163	50753.5	A
loop_22593	chr5	3340000	3350000	chr5	3540000	3550000	0.777244313999697	6.08186397386388e-07	up_in_mutant	Active_Promoter-Repressed_Promoter	TRUE	chr5	3344161	3344661	Fam133b	chr5	3543582	3544082	0.006819	0.021143	0.014324	0.039975	199421	A
loop_22593	chr5	3340000	3350000	chr5	3540000	3550000	0.777244313999697	6.08186397386388e-07	up_in_mutant	Active_Promoter-Repressed_Promoter	TRUE	chr5	3543582	3544203	Cdk6	chr5	3341234	3341734	0.063361	0.083022	0.019661	0.074418	202408.5	B
loop_20044	chr5	37275000	37300000	chr5	37700000	37725000	0.335656847168532	0.0009506558487836	up_in_mutant	Repressed_Promoter-Poised_Enhancer	TRUE	chr5	37288227	37288727	Stk32b	chr5	37716921	37717421	0.030993	0.049776	0.018783	0.036045	428694	A
loop_16709	chr5	3890000	3900000	chr5	4190000	4200000	-0.406105754311341	0.0031871043994986	down_in_mutant	Active_Promoter-Other	TRUE	chr5	3893679	3894183	Mterf1b	chr5	4192116	4192616	0.065306	0.021017	-0.044289	-0.231492	298435	A
loop_16709	chr5	3890000	3900000	chr5	4190000	4200000	-0.406105754311341	0.0031871043994986	down_in_mutant	Active_Promoter-Other	TRUE	chr5	4192116	4192656	Mterf1a	chr5	3893683	3894183	0.077848	0.023688	-0.05416	-0.242684	298453	B
loop_2396	chr5	3925000	3950000	chr5	4175000	4200000	-0.328217729883235	0.0011589795573755	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr5	4192116	4192656	Akap9	chr5	3927803	3928303	0.038141	0.031128	-0.007013	-0.026237	264333	B
loop_16596	chr5	43040000	43050000	chr5	43230000	43240000	-0.342371248296029	0.0011996233061532	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr5	43048638	43049138	Cpeb2	chr5	43232919	43233419	0.02706	0.009166	-0.017894	-0.119878	184281	A
loop_16551	chr5	4480000	4490000	chr5	4750000	4760000	-0.363396869145835	0.0006510905050487	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr5	4486084	4486584	Fzd1	chr5	4757785	4758285	0.220622	0.148696	-0.071926	-0.659788	271701	A
loop_827	chr5	67845000	67850000	chr5	68045000	68050000	-0.460344990434603	0.012276662330146	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr5	68048764	68049264	Atp8a1	chr5	67847184	67847684	0.06888	0.024372	-0.044508	-0.389988	201580	B
loop_16646	chr5	72350000	72360000	chr5	72500000	72510000	0.362285877750004	0.0003896080186717	up_in_mutant	Repressed_Promoter-Other	TRUE	chr5	72350280	72350780	Corin	chr5	72504223	72504723	0.026198	0.061635	0.035437	0.020421	153943	A
loop_2418	chr5	72550000	72575000	chr5	73275000	73300000	-0.401456735706363	0.0017538065982433	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr5	73292533	73293095	Nfxl1	chr5	72559434	72559934	0.037376	0.008552	-0.028824	-0.081943	733130	B
loop_14867	chr5	75850000	75875000	chr5	76100000	76125000	0.312723687108371	0.0003784910892116	up_in_mutant	Poised_Enhancer-Other	TRUE	chr5	76115364	76115864	Gm28865	chr5	75852708	75853208	0.103858	0.085845	-0.018013	-0.002888	262656	B
loop_18078	chr5	86050000	86075000	chr5	86800000	86825000	-0.466869877016182	0.0003024345012259	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr5	86065248	86065833	Ythdc1	chr5	86803970	86804470	0.045646	0.036409	-0.009237	-0.038693	738679.5	A
loop_18078	chr5	86050000	86075000	chr5	86800000	86825000	-0.466869877016182	0.0003024345012259	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr5	86803970	86804952	Cenpc1	chr5	86065333	86065833	0.062209	0.033381	-0.028828	-0.061301	738878	B
loop_15012	chr5	86150000	86175000	chr5	86800000	86825000	-0.302664865413099	0.0039219686146522	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr5	86172553	86173067	Ythdc1	chr5	86803970	86804470	0.10389	0.045485	-0.058405	-0.204075	631410	A
loop_15012	chr5	86150000	86175000	chr5	86800000	86825000	-0.302664865413099	0.0039219686146522	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr5	86803970	86804952	Uba6	chr5	86172553	86173053	0.06969	0.027915	-0.041775	-0.164537	631658	B
loop_18053	chr5	86175000	86200000	chr5	86800000	86825000	-0.30797880981345	0.0015080489272776	down_in_mutant	Active_Enhancer-Other	TRUE	chr5	86803970	86804952	Gnrhr	chr5	86197651	86198151	0.083082	0.070341	-0.012741	-0.014645	606560	B
loop_16674	chr5	88550000	88560000	chr5	88670000	88680000	-0.301785218996615	0.001867069880539	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr5	88554194	88554711	Grsf1	chr5	88675921	88676421	0.03963	0.026687	-0.012943	-0.05808	121718.5	A
loop_16674	chr5	88550000	88560000	chr5	88670000	88680000	-0.301785218996615	0.001867069880539	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr5	88675232	88675732	Utp3	chr5	88554211	88554711	0.027407	0.024328	-0.003079	-0.020742	121021	B
loop_16674	chr5	88550000	88560000	chr5	88670000	88680000	-0.301785218996615	0.001867069880539	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr5	88675921	88676442	Utp3	chr5	88554211	88554711	0.037854	0.030691	-0.007163	-0.043801	121720.5	B
loop_3581	chr5	96990000	97000000	chr5	97110000	97120000	-0.355915847712032	0.0145552259263074	down_in_mutant	Active_Promoter-Other	TRUE	chr5	96997083	96997938	Paqr3	chr5	97111346	97111846	0.026266	0.021177	-0.005089	-0.028839	114085.5	A
loop_3581	chr5	96990000	97000000	chr5	97110000	97120000	-0.355915847712032	0.0145552259263074	down_in_mutant	Active_Promoter-Other	TRUE	chr5	97111100	97111934	Bmp2k	chr5	96997438	96997938	0.079961	0.034193	-0.045768	-0.102666	113829	B
loop_3581	chr5	96990000	97000000	chr5	97110000	97120000	-0.355915847712032	0.0145552259263074	down_in_mutant	Active_Promoter-Other	TRUE	chr5	97111100	97111934	Gm9484	chr5	96997114	96997614	0.079965	0.034179	-0.045786	-0.102702	114153	B
loop_15305	chr6	106800000	106825000	chr6	107050000	107075000	-0.369087680458238	0.0001737968587908	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr6	107062876	107063376	Crbn	chr6	106799827	106800327	0.078811	0.031969	-0.046842	-0.300565	263049	B
loop_15357	chr6	119475000	119500000	chr6	119900000	119925000	0.304735804676173	0.0005652245030257	up_in_mutant	Active_Promoter-Other	TRUE	chr6	119479013	119480299	4930540M05Rik	chr6	119902403	119902903	0.024301	0.030339	0.006038	0.02654	422997	A
loop_15357	chr6	119475000	119500000	chr6	119900000	119925000	0.304735804676173	0.0005652245030257	up_in_mutant	Active_Promoter-Other	TRUE	chr6	119479013	119480299	Rad52	chr6	119902447	119902947	0.024297	0.030334	0.006037	0.02654	423041	A
loop_6075	chr6	120530000	120540000	chr6	120820000	120830000	0.373707464360794	0.0021829171199154	up_in_mutant	Active_Promoter-Other	TRUE	chr6	120531069	120531597	Atp6v1e1	chr6	120822543	120823043	0.030352	0.029713	-0.000639	-0.004408	291460	A
loop_3999	chr6	121250000	121275000	chr6	122300000	122325000	-0.329584337665127	0.0047022967857713	down_in_mutant	Active_Promoter-Polycomb	TRUE	chr6	122308469	122309006	Gm44148	chr6	121272435	121272935	0.063371	0.037682	-0.025689	-0.037168	1036052.5	B
loop_1168	chr6	128800000	128825000	chr6	131375000	131400000	-0.313348675056951	0.0186362595848881	down_in_mutant	Active_Promoter-Other	TRUE	chr6	128803008	128803508	Ybx3	chr6	131388226	131388726	0.027113	0.015919	-0.011194	-0.069784	2585218	A
loop_5205	chr6	13050000	13075000	chr6	13600000	13625000	-0.303322112406102	0.0146244825634053	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr6	13069508	13070137	Tmem168	chr6	13607850	13608350	0.013132	0.022692	0.00956	0.028732	538277.5	A
loop_20207	chr6	135900000	135910000	chr6	136170000	136180000	0.348739251256936	0.0010399408119051	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr6	135907525	135908025	Grin2b	chr6	136173261	136173761	0.03732	0.052746	0.015426	0.059381	265736	A
loop_15537	chr6	136850000	136875000	chr6	137150000	137175000	0.3778095810822	0.0017349339879944	up_in_mutant	Repressed_Promoter-Repressed_Promoter	TRUE	chr6	137169428	137169928	Art4	chr6	136857483	136857983	0.021288	0.029088	0.0078	0.012312	311945	B
loop_2506	chr6	13825000	13850000	chr6	17625000	17650000	0.390645335435432	0.0226875123203557	up_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr6	13835946	13836446	Capza2	chr6	17635983	17636483	0.008335	0.02021	0.011875	0.049533	3800037	A
loop_2506	chr6	13825000	13850000	chr6	17625000	17650000	0.390645335435432	0.0226875123203557	up_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr6	13838523	13839023	Capza2	chr6	17635983	17636483	0.007249	0.022106	0.014857	0.060865	3797460	A
loop_15341	chr6	20625000	20650000	chr6	21200000	21225000	-0.429102197530757	0.0004405057139421	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr6	20640252	20640752	Kcnd2	chr6	21215252	21215752	0.020609	0.004241	-0.016368	-0.119954	575000	A
loop_15341	chr6	20625000	20650000	chr6	21200000	21225000	-0.429102197530757	0.0004405057139421	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr6	20641317	20641817	Kcnd2	chr6	21215252	21215752	0.023051	0.004278	-0.018773	-0.137423	573935	A
loop_17011	chr6	20640000	20650000	chr6	21210000	21220000	-0.585153563235224	0.0001202010066871	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr6	20640252	20640752	Kcnd2	chr6	21215252	21215752	0.020609	0.004241	-0.016368	-0.119954	575000	A
loop_17011	chr6	20640000	20650000	chr6	21210000	21220000	-0.585153563235224	0.0001202010066871	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr6	20641317	20641817	Kcnd2	chr6	21215252	21215752	0.023051	0.004278	-0.018773	-0.137423	573935	A
loop_4795	chr6	35250000	35260000	chr6	36390000	36400000	1.20985702512776	8.8844604722775e-06	up_in_mutant	Active_Promoter-Repressed_Promoter	TRUE	chr6	35252393	35252903	9330158H04Rik	chr6	36389941	36390441	0.010451	0.022168	0.011717	0.049272	1137543	A
loop_15581	chr6	35375000	35400000	chr6	36375000	36400000	0.371638117900824	0.0004144440333037	up_in_mutant	Repressed_Promoter-Poised_Enhancer	TRUE	chr6	35379821	35380321	9330158H04Rik	chr6	36389941	36390441	0.015665	0.025481	0.009816	0.052384	1010120	A
loop_15581	chr6	35375000	35400000	chr6	36375000	36400000	0.371638117900824	0.0004144440333037	up_in_mutant	Repressed_Promoter-Poised_Enhancer	TRUE	chr6	35381111	35381611	9330158H04Rik	chr6	36389941	36390441	0.026295	0.034017	0.007722	0.063667	1008830	A
loop_15581	chr6	35375000	35400000	chr6	36375000	36400000	0.371638117900824	0.0004144440333037	up_in_mutant	Repressed_Promoter-Poised_Enhancer	TRUE	chr6	35381111	35381611	Chrm2	chr6	36387833	36388333	0.01204	0.02653	0.01449	0.057273	1006722	A
loop_20223	chr6	35380000	35390000	chr6	36390000	36400000	0.44952670983352	0.0004658715069649	up_in_mutant	Repressed_Promoter-Poised_Enhancer	TRUE	chr6	35379821	35380321	9330158H04Rik	chr6	36389941	36390441	0.015665	0.025481	0.009816	0.052384	1010120	A
loop_20223	chr6	35380000	35390000	chr6	36390000	36400000	0.44952670983352	0.0004658715069649	up_in_mutant	Repressed_Promoter-Poised_Enhancer	TRUE	chr6	35381111	35381611	9330158H04Rik	chr6	36389941	36390441	0.026295	0.034017	0.007722	0.063667	1008830	A
loop_2061	chr6	42700000	42710000	chr6	43330000	43340000	-0.437312814623586	0.005487018334462	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr6	43333354	43333854	Tcaf1	chr6	42709838	42710338	0.030802	0.022099	-0.008703	-0.039544	623516	B
loop_15335	chr6	43325000	43350000	chr6	43650000	43675000	-0.490099034232297	2.83256997926674e-05	down_in_mutant	Active_Enhancer-Other	TRUE	chr6	43333354	43333854	Tpk1	chr6	43666028	43666528	0.091766	0.036094	-0.055672	-0.458261	332674	A
