top_enh_chr	top_enh_start	top_enh_end	TargetGene	ABC.Score_WT	ABC.Score.Numerator_WT	activity_base_WT	hic_contact_pl_scaled_adj_WT	hic_contact_WT	ABC.Score_KO	ABC.Score.Numerator_KO	activity_base_KO	hic_contact_pl_scaled_adj_KO	hic_contact_KO	top_enh_distance	top_enh_class	max_delta_abc	max_delta_unnorm	hic_data_wt	hic_data_ko	has_hic_either	log2FC	padj	baseMean	n_enhancers	mean_delta_abc	sum_delta_unnorm	n_gained	n_lost	sum_abc_wt	sum_abc_ko	dysregulated
chr14	55617714	55618286	Rnf31	0.042015	1.271452	28.488865	0.044630	0.013088	0.061654	1.906397	38.945591	0.048950	0.014796	26293.000000	promoter	0.019639	0.634945	True	True	True	0.122752	0.662216	196.994699	7	0.000264	0.278053	1	1	0.334981	0.336830	False
chr5	29568892	29569491	Rnf32	0.035143	0.249357	54.570161	0.004569	0.001000	0.058389	0.420125	56.058513	0.007494	0.001768	373200.500000	promoter	0.023246	0.170768	True	True	True	0.286944	0.013228	375.912321	6	0.003153	0.151458	2	0	0.153929	0.172845	False
chr5	123014823	123015365	Rnf34	0.015831	0.302743	28.617155	0.010579	0.002627	0.022468	0.446493	29.081011	0.015353	0.004048	165047.000000	promoter	0.006637	0.143750	True	True	True	-0.058753	0.803638	269.594839	4	-0.001256	0.033489	0	0	0.177876	0.172854	False
chr4	43492649	43493540	Rnf38	0.013369	0.146089	73.882037	0.001977	0.000378	0.032858	0.319109	72.465882	0.004404	0.000951	740694.500000	promoter	0.019489	0.173020	True	True	True	0.079734	0.633897	928.814762	7	0.001224	-0.177956	1	2	0.214780	0.223351	False
chr17	36947131	36947631	Rnf39	0.095968	1.276588	7.522053	0.169713	0.054470	0.141971	1.863727	10.464957	0.178092	0.058747	4464.000000	genic	0.046003	0.587139	True	True	True	-0.819830	0.000003	79.677805	7	0.008851	0.718372	2	0	0.543889	0.605848	True
chr5	34187470	34188226	Rnf4	0.157833	3.740923	159.771989	0.023414	0.006494	0.197355	4.572128	162.040304	0.028216	0.007947	148440.000000	promoter	0.039522	0.831205	True	True	True	0.101818	0.526197	342.754948	6	-0.002341	-0.579210	1	3	0.474693	0.460648	False
chr7	127875670	127876470	Rnf40	0.007724	0.199052	61.733002	0.003224	0.000610	0.031510	0.821437	58.516989	0.014038	0.003565	287304.000000	promoter	0.023786	0.622385	True	True	True	0.134563	0.493311	255.423455	9	0.000649	0.282188	1	1	0.434202	0.440042	False
chr10	128409648	128410148	Rnf41	0.278847	8.676800	59.368196	0.146152	0.042442	0.254372	8.049529	59.533685	0.135210	0.036856	1758.000000	genic	-0.024475	-0.627271	True	True	True	0.284158	0.000815	532.652829	10	-0.000636	0.075625	1	1	0.524530	0.518169	False
chr11	87591815	87592411	Rnf43	0.258245	2.274620	159.810476	0.014233	0.003410	0.229685	1.939195	161.645896	0.011997	0.002651	70608.000000	promoter	-0.028560	-0.335425	True	True	True	-0.292506	0.384720	54.420492	12	0.000148	-0.185732	2	1	0.549569	0.551339	False
chr13	54687892	54688392	Rnf44	0.113157	3.960025	21.817801	0.181504	0.063445	0.148202	5.262323	28.016109	0.187832	0.066605	5765.000000	genic	0.035045	1.302298	True	True	True	0.171518	0.074953	654.241801	4	0.005996	0.972025	1	1	0.235075	0.259060	False
chr17	34640917	34641417	Rnf5	0.032590	1.942543	41.458954	0.046855	0.014536	0.021819	1.271445	29.151128	0.043616	0.013324	37477.000000	genic	-0.010771	-0.671098	True	True	True	0.303692	0.485045	34.520969	3	0.000979	0.027149	0	1	0.107932	0.110869	False
chr5	146190462	146190962	Rnf6	0.122686	1.185570	27.894457	0.042502	0.012619	0.089500	0.846007	23.756504	0.035612	0.009962	30843.000000	genic	-0.033186	-0.339563	True	True	True	0.103384	0.597299	316.158216	6	0.001199	0.002987	3	1	0.308271	0.315462	False
chr9	96827385	96827885	Rnf7	0.030576	0.279203	30.785251	0.009069	0.002189	0.019265	0.173189	26.526124	0.006529	0.001516	348960.000000	genic	-0.011311	-0.106014	True	True	True	-0.079417	0.828211	135.971710	6	-0.000985	-0.084419	0	1	0.220825	0.214915	False
chr11	87591815	87592411	Rnft1	0.018221	0.393858	159.810476	0.002465	0.000492	0.034374	0.646680	161.645896	0.004001	0.000833	1107457.000000	promoter	0.016153	0.252822	True	True	True	-0.057678	0.794078	300.084320	4	0.002948	-0.049706	1	1	0.096880	0.108671	False
chr4	33247492	33247992	Rngtt	0.062156	0.415513	29.677683	0.014001	0.003203	0.097362	0.681662	36.364411	0.018745	0.004843	62568.000000	genic	0.035206	0.266149	True	True	True	-0.150604	0.343197	1049.610547	10	0.005867	0.565259	2	1	0.488410	0.547081	False
chr7	141327440	141328210	Rnh1	0.046753	0.847843	91.710028	0.009245	0.002217	0.066787	1.158954	93.312532	0.012420	0.003171	154968.000000	promoter	0.020034	0.311111	True	True	True	-0.255084	0.104976	125.943709	6	0.005481	0.364783	2	1	0.263430	0.296313	False
chr3	116662185	116662927	Rnpc3	0.017360	0.092660	30.237882	0.003064	0.000565	0.029888	0.167478	32.727093	0.005117	0.000955	3032407.000000	promoter	0.012528	0.074818	True	True	True	0.017003	0.967014	470.572250	1	0.012528	0.074818	1	0	0.017360	0.029888	False
chr1	133130892	133131521	Rnpep	0.034754	0.371190	80.980733	0.004584	0.000893	0.000958	0.010290	81.432089	0.000126	0.000000	2152877.500000	promoter	-0.033796	-0.360900	True	False	True	-0.066510	0.864607	160.929244	12	-0.003365	-0.410581	1	2	0.408700	0.368325	False
chr1	92934125	92934792	Rnpepl1	0.174760	3.998751	62.879057	0.063594	0.020394	0.202721	4.402074	62.724007	0.070182	0.023040	23676.500000	promoter	0.027961	0.403323	True	True	True	-0.166270	0.408088	214.779512	7	0.002575	-0.271335	2	2	0.568224	0.586251	False
chr17	24527688	24528291	Rnps1	0.067404	1.638325	127.314696	0.012868	0.003247	0.039621	0.934724	121.232231	0.007710	0.001620	113425.500000	promoter	-0.027783	-0.703601	True	True	True	0.033913	0.903888	358.152103	11	-0.002272	-0.926949	1	2	0.472202	0.447205	False
chr1	143739263	143739763	Ro60	0.112075	0.801779	23.152014	0.034631	0.009965	0.083587	0.630680	22.060550	0.028589	0.007705	37555.000000	genic	-0.028488	-0.171099	True	True	True	-0.063425	0.773145	503.938217	3	-0.012272	-0.157505	0	1	0.307435	0.270620	False
chr16	70313698	70314495	Robo1	0.012691	0.002344	17.148056	0.000137	0.000000	0.180678	0.037309	20.820356	0.001792	0.000336	1994208.500000	promoter	0.167987	0.034965	False	True	True	-1.743519	0.000000	945.309098	15	0.000600	0.012492	5	7	0.487240	0.496237	True
chr16	73105474	73105974	Robo2	0.205394	0.448439	17.896413	0.025057	0.005376	0.162820	0.406056	12.805111	0.031710	0.006816	1306101.000000	genic	-0.042574	-0.042383	True	True	True	-0.310265	0.314535	391.072120	7	-0.002637	0.150850	3	2	0.633929	0.615468	False
chr9	36767429	36768063	Robo3	0.035841	0.162297	112.018287	0.001449	0.000247	0.057381	0.271797	111.446532	0.002439	0.000485	665500.000000	promoter	0.021540	0.109500	True	True	True	0.484859	0.806430	2.348398	11	0.002231	0.256054	2	3	0.670591	0.695136	False
chr9	36767429	36768063	Robo4	0.066643	0.207630	112.018287	0.001854	0.000341	0.106739	0.380072	111.446532	0.003410	0.000718	634150.000000	promoter	0.040096	0.172442	True	True	True	0.131279	0.903229	9.764848	14	0.001484	0.360758	1	2	0.644168	0.664945	False
chr18	9449904	9450460	Rock1	0.057315	0.381052	43.096786	0.008842	0.002002	0.022615	0.143696	37.083109	0.003875	0.000827	731863.000000	promoter	-0.034700	-0.237356	True	True	True	0.095628	0.720856	1404.276203	11	-0.002958	-0.326597	4	4	0.407384	0.374850	False
chr12	16836176	16836676	Rock2	0.075074	0.634541	15.813843	0.040126	0.012245	0.104653	0.981822	20.171774	0.048673	0.015231	58468.000000	genic	0.029579	0.347281	True	True	True	0.202190	0.476578	3456.662190	8	-0.005331	-0.053485	1	5	0.372964	0.330313	False
chr19	8819083	8820259	Rom1	0.047110	1.096763	98.120237	0.011178	0.002699	0.057470	1.341572	93.067123	0.014415	0.003725	109685.000000	promoter	0.010360	0.244809	True	True	True	-0.393715	0.384236	23.596992	11	-0.000089	0.012095	2	0	0.555495	0.554517	False
chr2	156179988	156180653	Romo1	0.189971	2.397495	81.040602	0.029584	0.008012	0.161700	2.019982	84.916026	0.023788	0.005833	36282.500000	promoter	-0.028271	-0.377513	True	True	True	0.368386	0.205749	38.282617	7	-0.003078	-0.326897	0	1	0.450753	0.429209	False
chr15	27681287	27681829	Ropn1l	0.024666	0.128941	46.847121	0.002752	0.000493	0.064301	0.324424	46.119433	0.007034	0.001279	3772179.000000	promoter	0.039635	0.195483	True	True	True	-0.011534	0.995058	6.609660	9	0.002343	0.055726	3	3	0.278360	0.299450	False
chr4	100218974	100219474	Ror1	0.319170	2.634293	61.493528	0.042839	0.012602	0.272476	2.159148	58.179551	0.037112	0.010819	123434.000000	genic	-0.046694	-0.475145	True	True	True	-0.345034	0.068600	3708.754718	8	-0.007576	-0.649107	0	1	0.512619	0.452013	False
chr13	52530358	52530858	Ror2	0.058808	0.113268	68.934331	0.001643	0.000300	0.014599	0.025994	70.379903	0.000369	0.000000	755516.000000	promoter	-0.044209	-0.087274	True	False	True	0.221202	0.500834	42.507291	9	0.000822	-0.011943	5	3	0.172629	0.180029	False
chr9	68820362	68820862	Rora	0.058134	0.372568	25.503992	0.014608	0.003826	0.035494	0.218840	16.893806	0.012954	0.003334	166827.000000	genic	-0.022640	-0.153728	True	True	True	-0.261376	0.163562	18891.287510	5	0.001957	-0.002332	3	2	0.257578	0.267362	False
chr19	14597801	14598668	Rorb	0.004153	0.006044	102.075836	0.000059	0.000000	0.056611	0.131832	106.586550	0.001237	0.000210	4512961.500000	promoter	0.052458	0.125788	False	True	True	-0.025402	0.967329	434.545853	8	0.004189	0.289162	3	4	0.241729	0.275239	False
chr3	90433372	90433873	Rorc	0.005100	0.057509	89.110024	0.000645	0.000105	0.021187	0.239105	88.605931	0.002699	0.000480	3939170.500000	promoter	0.016087	0.181596	True	True	True	-0.236805	0.357326	141.245033	10	-0.001357	-0.147907	1	2	0.541097	0.527528	False
chrX	20617239	20617869	Rp2	0.087933	0.678852	72.458021	0.009369	0.002296	0.039519	0.315820	72.807703	0.004338	0.000893	253074.000000	promoter	-0.048414	-0.363032	True	True	True	0.088996	0.766749	118.650300	5	-0.006165	-0.187268	2	2	0.217588	0.186763	False
chr11	74830235	74831169	Rpa1	0.022886	0.488339	82.332051	0.005931	0.001345	0.006982	0.153145	84.775792	0.001806	0.000315	517622.000000	promoter	-0.015904	-0.335194	True	True	True	0.077725	0.648708	348.039426	3	-0.000598	0.048773	0	1	0.147757	0.145963	False
chr4	132922308	132923010	Rpa2	0.064135	1.060895	56.383322	0.018816	0.005095	0.045851	0.745671	53.376539	0.013970	0.003637	154328.000000	promoter	-0.018284	-0.315224	True	True	True	0.685910	0.096494	19.375019	3	-0.003311	-0.189424	0	1	0.100160	0.090227	False
chr6	8508996	8510011	Rpa3	0.084550	1.032942	54.642858	0.018904	0.004958	0.098087	1.306761	56.834182	0.022993	0.006099	250330.500000	promoter	0.013537	0.273819	True	True	True	-0.095598	0.823299	51.739956	2	0.010316	0.410309	1	0	0.122518	0.143149	False
chr11	71019307	71020091	Rpain	0.174085	3.312107	115.409412	0.028699	0.008128	0.154725	2.850172	112.073203	0.025431	0.006957	49487.000000	promoter	-0.019360	-0.461935	True	True	True	-0.356131	0.091720	79.444240	5	0.001557	-0.059265	1	1	0.335055	0.342842	False
chr2	119896977	119897579	Rpap1	0.021675	0.257452	8.432909	0.030529	0.008834	0.036803	0.431324	10.876894	0.039655	0.011728	109741.000000	promoter	0.015128	0.173872	True	True	True	0.020631	0.974073	104.608940	7	0.005543	0.385852	1	0	0.436129	0.474930	False
chr5	107495941	107496441	Rpap2	0.085042	0.565344	30.853672	0.018323	0.004953	0.036910	0.258323	19.176990	0.013470	0.003395	101181.000000	genic	-0.048132	-0.307021	True	True	True	-0.071635	0.814450	153.235779	7	0.000506	0.101802	2	2	0.219488	0.223029	False
chr15	102405560	102406392	Rpap3	0.002221	0.015814	278.435683	0.000057	0.000000	0.032262	0.240311	279.648364	0.000859	0.000143	4700151.000000	promoter	0.030041	0.224497	False	True	True	0.030660	0.933371	207.698182	10	0.005333	0.494552	2	1	0.295516	0.348848	False
chr1	65186250	65186932	Rpe	0.071088	0.413219	33.256966	0.012425	0.002590	0.045730	0.286063	30.553467	0.009363	0.001942	1514239.000000	promoter	-0.025358	-0.127156	True	True	True	-0.003773	0.991956	308.257452	5	0.000050	0.106815	2	1	0.237753	0.238003	False
chr3	159348010	159348510	Rpe65	0.005329	0.001457	0.453290	0.003214	0.000578	0.062180	0.021085	3.396290	0.006208	0.001414	250914.000000	intergenic	0.056851	0.019628	True	True	True	0.313721	0.872146	3.354406	11	0.003341	0.056297	4	4	0.667214	0.703966	False
chr3	146812369	146813468	Rpf1	0.091317	0.404068	18.670427	0.021642	0.005635	0.054970	0.262571	20.053452	0.013094	0.003303	291489.500000	promoter	-0.036347	-0.141497	True	True	True	-0.041946	0.894973	197.052982	11	-0.001000	0.122336	2	1	0.497351	0.486346	False
chr10	40348951	40349451	Rpf2	0.141305	1.064033	71.607033	0.014859	0.003844	0.113166	0.808419	61.952720	0.013049	0.003264	102165.000000	genic	-0.028139	-0.255614	True	True	True	-0.146859	0.515738	87.736731	12	-0.000729	-0.262550	2	3	0.517791	0.509043	False
chrX	10485692	10486192	Rpgr	0.059438	0.592071	17.798057	0.033266	0.008891	0.081424	0.842443	26.241274	0.032104	0.008570	269022.000000	genic	0.021986	0.250372	True	True	True	-0.051590	0.865141	473.735279	10	0.001765	0.332678	2	2	0.389560	0.407207	False
chr8	91133888	91134388	Rpgrip1l	0.076150	1.670858	109.649204	0.015238	0.004005	0.051639	1.141288	115.504551	0.009881	0.002430	179124.000000	genic	-0.024511	-0.529570	True	True	True	-0.192521	0.321685	390.413816	1	-0.024511	-0.529570	0	1	0.076150	0.051639	False
chr5	121089687	121090187	Rph3a	0.268115	3.939178	82.686986	0.047640	0.014634	0.180091	2.391056	64.766163	0.036918	0.011064	79845.000000	intergenic	-0.088024	-1.548122	True	True	True	0.031061	0.909238	3090.056596	6	-0.014761	-1.840772	0	1	0.469801	0.381234	False
chr6	70844105	70844764	Rpia	0.215605	2.224874	112.244933	0.019822	0.005020	0.170121	1.799609	109.027497	0.016506	0.003841	52202.500000	promoter	-0.045484	-0.425265	True	True	True	-0.122285	0.538277	165.537379	5	-0.007453	-0.318840	2	2	0.290689	0.253426	False
chrX	74281491	74282997	Rpl10	0.070685	2.597327	27.094784	0.095861	0.030938	0.054512	1.959080	22.253371	0.088035	0.027421	11433.000000	promoter	-0.016173	-0.638247	True	True	True	-0.036139	0.946837	101.764156	7	-0.001825	-0.731019	1	1	0.337205	0.324432	False
chr17	28313268	28313781	Rpl10a	0.181231	3.184110	44.644815	0.071321	0.021899	0.147472	2.528254	39.808906	0.063510	0.018531	14945.500000	promoter	-0.033759	-0.655856	True	True	True	-0.008396	0.987885	81.902401	3	-0.015364	-0.894190	0	1	0.244447	0.198355	False
chr4	136021513	136022049	Rpl11	0.074058	0.907230	24.452016	0.037102	0.010593	0.060857	0.761974	23.142980	0.032925	0.008988	31647.000000	promoter	-0.013201	-0.145256	True	True	True	0.052494	0.872766	166.213166	7	-0.003406	-0.236880	0	1	0.227884	0.204043	False
chr2	32966935	32967435	Rpl12	0.135605	2.639898	15.236540	0.173261	0.058864	0.160838	3.208469	16.828071	0.190662	0.067587	5627.000000	intergenic	0.025233	0.568571	True	True	True	-0.045370	0.921441	126.525441	5	0.000418	0.227425	1	1	0.386262	0.388351	False
chr7	44929246	44930006	Rpl13a	0.039868	2.080980	209.364510	0.009940	0.002456	0.049401	2.592675	207.327098	0.012505	0.003198	199135.000000	promoter	0.009533	0.511695	True	True	True	0.085384	0.897124	23.549045	7	-0.001039	-0.284455	0	0	0.340094	0.332822	False
chr9	121718844	121719418	Rpl14	0.018626	0.241802	60.257671	0.004013	0.000833	0.051554	0.702871	59.673919	0.011779	0.002547	1147688.000000	promoter	0.032928	0.461069	True	True	True	0.090699	0.678396	238.450772	8	0.003902	0.671249	1	1	0.377029	0.408243	False
chr14	18238669	18239377	Rpl15	0.306944	5.540662	97.269249	0.056962	0.018240	0.279060	5.310148	90.652470	0.058577	0.018858	32368.000000	promoter	-0.027884	-0.230514	True	True	True	-0.003003	0.996741	108.419708	1	-0.027884	-0.230514	0	1	0.306944	0.279060	False
chr7	45704015	45704515	Rpl18	0.047173	1.996385	32.166503	0.062064	0.015533	0.056103	2.521172	34.931395	0.072175	0.020091	11191.000000	genic	0.008930	0.524787	True	True	True	-0.193996	0.706395	63.461365	7	0.000711	1.328910	0	0	0.422259	0.427234	False
chr8	70754336	70755355	Rpl18a	0.027089	0.835652	73.437299	0.011379	0.002844	0.021385	0.670379	76.418726	0.008772	0.002051	142566.500000	promoter	-0.005704	-0.165273	True	True	True	-0.003241	0.993696	286.553055	7	-0.000270	0.040250	0	0	0.198624	0.196737	False
chr11	98047605	98048105	Rpl19	0.034159	0.559271	11.982258	0.046675	0.013195	0.022411	0.354818	8.554270	0.041478	0.011071	21146.000000	genic	-0.011748	-0.204453	True	True	True	0.013696	0.977332	179.824413	10	0.000216	-0.135881	0	1	0.314675	0.316833	False
chr5	146794756	146795324	Rpl21	0.125835	1.135477	23.784910	0.047739	0.014874	0.108866	1.135720	24.286763	0.046763	0.014509	37849.000000	promoter	-0.016969	0.000243	True	True	True	-0.098809	0.863310	263.196010	5	-0.001677	0.333153	1	1	0.298599	0.290214	False
chr4	151861626	151862534	Rpl22	0.014946	0.260245	159.370015	0.001633	0.000260	0.037892	0.668223	160.725611	0.004158	0.000901	463661.000000	promoter	0.022946	0.407978	True	True	True	-0.098647	0.701672	142.150154	6	0.002207	0.294514	2	1	0.273589	0.286832	False
chr3	27153628	27154275	Rpl22l1	0.035768	0.186409	26.555967	0.007019	0.001430	0.016942	0.093911	27.104589	0.003465	0.000688	1651483.500000	promoter	-0.018826	-0.092498	True	True	True	0.022689	0.976206	37.495015	5	-0.004283	-0.063121	1	1	0.167754	0.146339	False
chr11	97766306	97766891	Rpl23	0.029690	0.568887	8.441462	0.067392	0.020531	0.039749	0.771553	10.364164	0.074444	0.023545	15838.500000	promoter	0.010059	0.202666	True	True	True	-0.031568	0.963098	158.426975	8	-0.000077	0.096087	1	0	0.432726	0.432111	False
chr11	77981686	77982186	Rpl23a	0.084894	1.750171	90.679434	0.019301	0.005159	0.106811	2.351760	86.993241	0.027034	0.007391	201648.000000	intergenic	0.021917	0.601589	True	True	True	-0.186510	0.605098	144.376539	9	0.006865	1.923052	3	1	0.401291	0.463078	False
chr11	69094741	69095466	Rpl26	0.073198	1.178499	116.076518	0.010153	0.002516	0.051796	0.716313	118.760608	0.006032	0.001319	193521.500000	promoter	-0.021402	-0.462186	True	True	True	-0.086394	0.789312	137.866691	7	0.002812	-0.518876	2	1	0.348389	0.368070	False
chr11	101551705	101552709	Rpl27	0.069539	1.734194	67.617223	0.025647	0.007286	0.053930	1.305376	72.277443	0.018061	0.004881	109910.000000	promoter	-0.015609	-0.428818	True	True	True	-0.045650	0.945088	49.426213	2	-0.008359	-0.475084	0	1	0.096028	0.079310	False
chr7	109616252	109616752	Rpl27a	0.148472	1.756854	50.473443	0.034807	0.010268	0.128834	1.488790	38.148011	0.039027	0.011631	97356.000000	genic	-0.019638	-0.268064	True	True	True	0.034197	0.948860	163.470255	5	-0.001949	-0.176240	1	1	0.229706	0.219959	False
chr7	4783698	4784198	Rpl28	0.047171	1.252339	13.880945	0.090220	0.025868	0.021958	0.573589	6.700552	0.085603	0.023712	8925.000000	genic	-0.025213	-0.678750	True	True	True	0.064483	0.817822	209.203683	9	-0.000005	-0.281570	2	3	0.657783	0.657736	False
chr9	106438069	106438677	Rpl29	0.094800	2.385724	27.022087	0.088288	0.024958	0.076746	1.899556	25.106255	0.075661	0.019063	8920.000000	promoter	-0.018054	-0.486168	True	True	True	0.001878	0.998068	145.009938	11	-0.000549	-0.408051	1	2	0.623424	0.617384	False
chr15	80131367	80131867	Rpl3	0.038573	1.050791	15.877988	0.066179	0.021744	0.025244	0.649668	11.192420	0.058045	0.018728	39749.000000	intergenic	-0.013329	-0.401123	True	True	True	-0.014703	0.977941	246.860930	12	-0.001994	-1.434708	1	3	0.543727	0.519805	False
chr15	36938507	36939113	Rpl30	0.025950	0.183800	86.595546	0.002123	0.000394	0.001485	0.009773	89.951300	0.000109	0.000000	2495170.000000	promoter	-0.024465	-0.174027	True	False	True	-0.029629	0.938633	230.970451	8	-0.009128	-0.602462	1	4	0.242709	0.169687	False
chr1	38987480	38987980	Rpl31	0.067061	0.969389	40.667834	0.023837	0.006044	0.052201	0.689981	40.023640	0.017239	0.004317	380111.000000	genic	-0.014860	-0.279408	True	True	True	-0.080628	0.774280	226.678782	6	-0.002252	-0.454723	1	2	0.223114	0.209600	False
chr6	115676354	115676885	Rpl32	0.132931	1.442255	52.419170	0.027514	0.007798	0.143493	1.506087	54.441440	0.027664	0.007844	132127.500000	promoter	0.010562	0.063832	True	True	True	-0.096132	0.759284	101.150124	7	0.001279	-0.018756	1	0	0.318628	0.327580	False
chr3	131564517	131565083	Rpl34	0.054914	0.436839	58.081022	0.007521	0.001667	0.084112	0.703369	60.313736	0.011662	0.002627	834402.000000	promoter	0.029198	0.266530	True	True	True	0.250190	0.357469	95.038448	5	-0.000850	0.046833	1	1	0.202203	0.197954	False
chr17	56609521	56610126	Rpl36	0.276684	7.717810	46.346791	0.166523	0.052841	0.255189	7.209278	42.227942	0.170723	0.054985	3591.500000	promoter	-0.021495	-0.508532	True	True	True	0.265024	0.523415	37.688580	10	-0.001154	-0.108300	2	2	0.609970	0.598433	False
chrX	134058936	134059578	Rpl36a	0.003041	0.032299	20.115825	0.001606	0.000267	0.024766	0.292300	23.173657	0.012613	0.003007	526396.000000	promoter	0.021725	0.260001	True	True	True	-0.159500	0.700330	48.820478	5	0.005518	0.651588	2	0	0.275861	0.303453	False
chr12	70881247	70881747	Rpl36al	0.001719	0.016422	101.870572	0.000161	0.000000	0.023237	0.223546	80.971947	0.002761	0.000540	1697414.000000	genic	0.021518	0.207124	False	True	True	0.262159	0.621151	25.915982	10	0.005087	0.512551	4	1	0.350382	0.401250	False
chr15	3995494	3996288	Rpl37	0.222788	3.247818	83.614948	0.038843	0.008551	0.194562	2.633324	89.850507	0.029308	0.006438	1120753.000000	promoter	-0.028226	-0.614494	True	True	True	0.014917	0.981069	79.881893	5	-0.001586	-0.536791	1	1	0.411588	0.403660	False
chr1	74284488	74285179	Rpl37a	0.036934	0.332948	103.033732	0.003231	0.000643	0.070767	0.566487	109.772490	0.005161	0.001048	1573544.500000	promoter	0.033833	0.233539	True	True	True	-0.119722	0.783507	62.265492	14	0.000012	-0.457317	2	3	0.454187	0.454353	False
chr11	114502185	114502685	Rpl38	0.034265	0.482465	39.799740	0.012122	0.003087	0.017735	0.269874	42.955405	0.006283	0.001350	166088.000000	intergenic	-0.016530	-0.212591	True	True	True	-0.020297	0.977248	94.292040	7	-0.003003	0.111028	1	1	0.379067	0.358047	False
chrX	37110063	37110572	Rpl39	0.347697	4.084751	66.257352	0.061650	0.019720	0.302794	3.347763	70.388667	0.047561	0.014105	24915.500000	promoter	-0.044903	-0.736988	True	True	True	-0.028472	0.973030	32.828745	7	-0.010472	-1.185061	1	2	0.541481	0.468176	False
chr9	62122405	62123067	Rpl4	0.021285	0.168713	64.431362	0.002618	0.000502	0.001056	0.008419	63.385736	0.000133	0.000000	2050638.000000	promoter	-0.020229	-0.160294	True	False	True	0.119913	0.630653	632.232836	9	-0.001090	-0.061411	2	2	0.370608	0.360796	False
chr10	128565737	128566507	Rpl41	0.124803	4.510561	85.470873	0.052773	0.014641	0.100826	3.579194	78.294355	0.045715	0.011652	16817.000000	promoter	-0.023977	-0.931367	True	True	True	0.079233	0.847744	93.529137	10	-0.001082	-0.717397	0	1	0.518980	0.508164	False
chr5	108132370	108133124	Rpl5	0.090919	0.697386	47.792189	0.014592	0.003772	0.067232	0.504223	45.562880	0.011067	0.002776	232246.000000	promoter	-0.023687	-0.193163	True	True	True	0.062242	0.722885	341.938478	5	-0.004959	-0.244153	1	1	0.340921	0.316125	False
chr5	121089687	121090187	Rpl6	0.083831	0.995954	82.686986	0.012045	0.002990	0.057962	0.653946	64.766163	0.010097	0.002377	114543.000000	intergenic	-0.025869	-0.342008	True	True	True	0.030428	0.959269	143.669376	9	-0.002246	-0.423024	0	1	0.325900	0.305684	False
chr1	16105417	16106023	Rpl7	0.092339	0.865822	6.790801	0.127499	0.032920	0.114602	0.994340	8.024010	0.123921	0.031093	1058.000000	promoter	0.022263	0.128518	True	True	True	0.031542	0.964083	173.996490	7	0.003185	-0.011745	1	0	0.293115	0.315412	False
chr2	27475469	27475969	Rpl7a	0.028603	0.601270	60.860632	0.009879	0.002310	0.014498	0.292512	62.202512	0.004703	0.001035	564956.000000	genic	-0.014105	-0.308758	True	True	True	0.068837	0.873810	219.704982	8	0.000598	-0.234390	1	1	0.391770	0.396554	False
chr15	76721923	76722750	Rpl8	0.036444	0.632651	32.675386	0.019362	0.005213	0.065441	1.160456	36.622967	0.031687	0.008828	181740.500000	promoter	0.028997	0.527805	True	True	True	0.126518	0.751167	134.334192	6	0.008883	1.038814	3	0	0.250798	0.304096	False
chr5	65492536	65493083	Rpl9	0.127787	0.912707	31.764529	0.028734	0.008294	0.114923	0.847608	33.638614	0.025197	0.007159	101365.500000	promoter	-0.012864	-0.065099	True	True	True	0.009984	0.982496	131.582469	9	-0.000699	0.078389	0	1	0.535256	0.528969	False
chr5	115157929	115158798	Rplp0	0.021000	0.542103	127.532788	0.004251	0.000920	0.011178	0.286142	132.021479	0.002167	0.000379	401102.500000	promoter	-0.009822	-0.255961	True	True	True	-0.128673	0.740677	137.174944	10	-0.001265	-0.403934	0	0	0.371907	0.359255	False
chr9	62122405	62123067	Rplp1	0.028542	0.356485	64.431362	0.005533	0.001192	0.042366	0.500151	63.385736	0.007891	0.001869	208194.000000	promoter	0.013824	0.143666	True	True	True	-0.131242	0.871393	163.374948	7	-0.000173	-0.142338	1	2	0.187159	0.185948	False
chr7	141438508	141439008	Rplp2	0.041220	1.274101	11.631599	0.109538	0.034469	0.029827	0.902610	8.054686	0.112060	0.035653	8611.000000	genic	-0.011393	-0.371491	True	True	True	-0.201663	0.535886	53.634875	14	0.000294	-0.219145	0	1	0.529688	0.533799	False
chr6	87850739	87851356	Rpn1	0.025179	0.319206	31.640516	0.010089	0.002500	0.040353	0.502328	33.778847	0.014871	0.003850	233433.500000	promoter	0.015174	0.183122	True	True	True	-0.052526	0.868122	234.895360	7	0.000329	-0.059992	1	1	0.386835	0.389138	False
chr2	157457311	157457811	Rpn2	0.009069	0.122145	13.209563	0.009247	0.002244	0.020358	0.285380	18.637966	0.015312	0.004027	178545.000000	genic	0.011289	0.163235	True	True	True	0.109370	0.384236	555.908355	2	0.002087	0.076422	1	0	0.032625	0.036798	False
chr14	11161746	11162285	Rpp14	0.026998	0.216884	40.663558	0.005334	0.000994	0.003933	0.030095	38.209363	0.000788	0.000133	3081649.500000	promoter	-0.023065	-0.186789	True	True	True	-0.154053	0.585620	65.910421	7	-0.006543	-0.548808	0	2	0.519366	0.473562	False
chr17	33909064	33909663	Rpp21	0.000913	0.009802	84.803766	0.000116	0.000000	0.023084	0.264631	84.118445	0.003146	0.000599	2348705.500000	promoter	0.022171	0.254829	False	True	True	0.060164	0.923297	37.496396	7	0.005436	0.568540	1	1	0.182684	0.220738	False
