enh_key	chr	start	end	delta_activity	activity_base_WT	activity_base_KO	mean_delta_abc	mean_delta_unnorm	max_abs_delta_unnorm	n_genes	has_H3K27ac	enhancer_id	chr.k119	start.k119	end.k119	ctrl1	ctrl2	ctrl3	ctrl4	mut1	mut2	mut3	mut4	ctrl_mean	mut_mean	log2fc	signal_class	median_distance
chr5:114793242-114793742	chr5	114793242	114793742	0.804704	4.360599	5.165303	0.005157	0.0817875	0.110187	2	TRUE	chr5:114793242-114793742	chr5	114793242	114793742	3.856576	2.359137	2.388278	3.41526	1.11639	3.522646	1.528086	3.908412	3.004813	2.518884	-0.185894	quantifiable	23975.5
chr5:114794510-114795010	chr5	114794510	114795010	0.513726	5.542095	6.055821	0.002737	0.0600583333333333	0.09353	3	TRUE	chr5:114794510-114795010	chr5	114794510	114795010	2.208727	3.27419	3.044641	2.269455	0.845191	2.222832	2.193168	0.119932	2.699253	1.345281	-0.654205	quantifiable	20084
chr5:114795152-114795652	chr5	114795152	114795652	0.209079	3.493568	3.702647	0.002868	0.062177	0.062177	1	TRUE	chr5:114795152-114795652	chr5	114795152	114795652	3.390359	5.832098	4.606529	3.770871	2.791359	3.322768	3.420003	2.013151	4.399964	2.88682	-0.472846	quantifiable	19885
chr5:114796354-114796854	chr5	114796354	114796854	1.821979	3.185888	5.007867	0.0132063333333333	0.118205666666667	0.179804	3	TRUE	chr5:114796354-114796854	chr5	114796354	114796854	3.250746	1.526269	4.252271	3.571846	2.906489	3.518164	2.101483	6.215503	3.150283	3.68541	0.174388	quantifiable	26864
chr5:114804903-114805403	chr5	114804903	114805403	1.480517	3.275084	4.755601	0.012819	0.123897	0.123897	1	FALSE	chr5:114804903-114805403	chr5	114804903	114805403	0.937918	2.984768	3.820629	3.716148	2.075254	3.98895	1.529542	2.605963	2.864866	2.549927	-0.122148	quantifiable	18315
chr5:114813664-114814164	chr5	114813664	114814164	0.216435000000001	7.846121	8.062556	0.0060026	0.043352	0.190546	5	FALSE	chr5:114813664-114814164	chr5	114813664	114814164	2.503151	2.481236	4.992541	6.086313	4.124782	3.373012	5.466734	1.359779	4.01581	3.581077	-0.130399	quantifiable	39238
chr5:114826157-114826657	chr5	114826157	114826657	-0.371629	2.065344	1.693715	-0.008609	-0.061246	0.061246	1	FALSE	chr5:114826157-114826657	chr5	114826157	114826657	2.584846	3.932963	2.516102	4.184541	2.578954	3.762062	1.146792	4.673976	3.304613	3.040446	-0.09105	quantifiable	2939
chr5:114859152-114859652	chr5	114859152	114859652	1.87021	0	1.87021	0.05458	0.272977	0.272977	1	FALSE	chr5:114859152-114859652	chr5	114859152	114859652	5.902206	3.17056	7.576057	3.829507	4.147028	2.365968	4.898667	3.695427	5.119582	3.776773	-0.356433	quantifiable	5739
chr5:114941907-114942604	chr5	114941907	114942604	-4.882435	4.882435	0	-0.0118575	-0.047325	0.125216	2	FALSE	chr5:114941907-114942604	chr5	114941907	114942604	1.622124	0.955005	2.64808	2.200574	1.356129	1.525466	3.901951	3.044308	1.856446	2.456964	0.27401	quantifiable	23927.5
chr5:114949111-114949611	chr5	114949111	114949611	0.737935	5.542635	6.28057	-0.00537533333333333	0.0125446666666667	0.18654	3	FALSE	chr5:114949111-114949611	chr5	114949111	114949611	7.827869	5.090446	5.313524	5.284709	6.068909	8.820278	6.531832	7.564415	5.879137	7.246358	0.261023	quantifiable	21733
chr5:114979207-114979707	chr5	114979207	114979707	-2.196232	2.196232	0	-0.057435	-0.290924	0.290924	1	FALSE	chr5:114979207-114979707	chr5	114979207	114979707	2.50413	1.893568	2.067545	4.003739	0.980873	1.892696	2.474045	2.983747	2.617246	2.08284	-0.229627	quantifiable	8363
chr5:115010681-115011386	chr5	115010681	115011386	0.887862	5.782836	6.670698	-0.012782	-0.0649975	0.124867	2	FALSE	chr5:115010681-115011386	chr5	115010681	115011386	1.622868	1.029372	3.055006	1.292449	1.713512	1.381452	1.590422	1.921253	1.749924	1.65166	-0.052214	quantifiable	63600.5
chr5:115040683-115041183	chr5	115040683	115041183	0.446664	4.356691	4.803355	0.007916	0.064742	0.064742	1	FALSE	chr5:115040683-115041183	chr5	115040683	115041183	2.503151	2.612878	1.331739	0.286543	2.35631	1.081401	0.197924	0.435752	1.683578	1.017847	-0.408769	quantifiable	29797
chr5:115125257-115125757	chr5	115125257	115125757	1.238683	10.6181	11.856783	0.0073407	0.0570904	0.223371	10	TRUE	chr5:115125257-115125757	chr5	115125257	115125757	5.398853	3.348117	2.683628	2.863124	2.335339	3.079556	2.692343	2.333203	3.57343	2.61011	-0.34001	quantifiable	89601
chr5:115127706-115128206	chr5	115127706	115128206	-0.250093	2.06731	1.817217	-0.00211	-0.05369	0.05369	1	FALSE	chr5:115127706-115128206	chr5	115127706	115128206	2.960083	1.330012	3.309815	1.228588	2.0535	0.345735	0.890656	2.500044	2.207125	1.447484	-0.387954	quantifiable	7019
chr5:115134622-115135225	chr5	115134622	115135225	0.307131	5.644698	5.951829	0.00338633333333333	0.015787	0.084257	3	FALSE	chr5:115134622-115135225	chr5	115134622	115135225	2.638414	1.903961	3.241283	2.892885	2.954916	1.793168	3.079851	3.907756	2.669136	2.933923	0.100144	quantifiable	23255.5
chr5:115143571-115144071	chr5	115143571	115144071	-1.203084	3.176269	1.973185	-0.008982	-0.129075	0.129075	1	TRUE	chr5:115143571-115144071	chr5	115143571	115144071	4.82448	5.629095	9.117661	8.149754	4.305393	3.331831	3.585437	4.429392	6.930247	3.913013	-0.689131	quantifiable	8846
chr5:115157929-115158798	chr5	115157929	115158798	3.035413	32.342182	35.377595	0.00066971875	0.00944975	0.331907	32	TRUE	chr5:115157929-115158798	chr5	115157929	115158798	6.031591	2.167899	12.16152	6.749823	4.857587	3.90252	4.21494	6.406407	6.777708	4.845363	-0.41116	quantifiable	195739.5
chr5:115166338-115166838	chr5	115166338	115166838	-3.023999	4.699232	1.675233	-0.017013	-0.253739	0.253739	1	FALSE	chr5:115166338-115166838	chr5	115166338	115166838	2.390861	4.291207	5.504279	5.301622	5.256641	3.462871	1.877363	5.945656	4.371992	4.135633	-0.064735	quantifiable	8409
chr5:115181433-115181933	chr5	115181433	115181933	-1.961803	4.436396	2.474593	-0.00816	-0.14808	0.14808	1	FALSE	chr5:115181433-115181933	chr5	115181433	115181933	0.879099	1.255496	4.11621	4.165758	2.298044	1.73398	5.12906	2.237811	2.604141	2.849724	0.094728	quantifiable	12698
chr5:115186666-115187659	chr5	115186666	115187659	-3.005888	14.185598	11.17971	-0.008516	-0.106827	0.350288	15	TRUE	chr5:115186666-115187659	chr5	115186666	115187659	3.356508	6.486535	4.705876	5.112066	5.028027	4.864953	5.647255	3.5587	4.915246	4.774734	-0.034597	quantifiable	92502.5
chr5:115193287-115193787	chr5	115193287	115193787	-0.694382	4.564541	3.870159	-0.00222	-0.086965	0.110376	2	TRUE	chr5:115193287-115193787	chr5	115193287	115193787	3.421756	4.026	4.965636	6.815303	3.552357	5.298121	9.357376	6.848057	4.807174	6.263978	0.322198	quantifiable	21571
chr5:115194131-115194893	chr5	115194131	115194893	-1.378781	7.285649	5.906868	-0.005926	-0.118703	0.118703	1	TRUE	chr5:115194131-115194893	chr5	115194131	115194893	2.376426	3.419757	4.241891	6.040527	1.873773	4.143173	6.503736	4.793813	4.01965	4.328623	0.085934	quantifiable	41323
chr5:115203693-115204576	chr5	115203693	115204576	-2.790958	11.889724	9.098766	-0.009013	-0.100189333333333	0.274432	9	TRUE	chr5:115203693-115204576	chr5	115203693	115204576	2.499161	1.407675	4.971552	2.533932	2.135714	5.406637	3.429505	1.17755	2.85308	3.037351	0.067149	quantifiable	69159.5
chr5:115204709-115205209	chr5	115204709	115205209	-1.860333	9.01323	7.152897	-0.003461	-0.0799096666666667	0.175589	3	TRUE	chr5:115204709-115205209	chr5	115204709	115205209	1.827417	3.686789	7.849237	2.769805	3.051098	2.087407	3.083352	3.191757	4.033312	2.853403	-0.384098	quantifiable	30876
chr5:115214817-115215317	chr5	115214817	115215317	-0.0996509999999988	8.059057	7.959406	0.0020335	-0.0161885	0.022286	2	TRUE	chr5:115214817-115215317	chr5	115214817	115215317	4.984678	5.012364	3.963926	2.972988	1.217983	4.306931	4.953006	3.60752	4.233489	3.52136	-0.210385	quantifiable	20727
chr5:115235217-115236221	chr5	115235217	115236221	-3.269901	15.516829	12.246928	-0.0110221764705882	-0.108514117647059	0.274278	17	FALSE	chr5:115235217-115236221	chr5	115235217	115236221	2.76124	3.696806	3.748842	3.661583	2.252483	2.582629	3.024089	3.466736	3.467118	2.831484	-0.220662	quantifiable	105459
chr5:115237839-115238339	chr5	115237839	115238339	0.192299	6.339493	6.531792	0.0032742	0.0138896	0.083861	5	FALSE	chr5:115237839-115238339	chr5	115237839	115238339	2.705733	3.19403	6.052563	2.040937	2.963425	2.00982	4.017215	4.417335	3.498316	3.351949	-0.047566	quantifiable	41576
chr5:115272616-115273148	chr5	115272616	115273148	0.294803	4.011172	4.305975	0.011121	0.07493	0.07493	1	FALSE	chr5:115272616-115273148	chr5	115272616	115273148	2.035286	0	1.406449	4.019976	1.184248	1.206893	1.504741	4.899014	1.865428	2.198724	0.157984	quantifiable	6783
chr5:115279415-115279994	chr5	115279415	115279994	0.433387	2.500423	2.93381	0.009965	0.091349	0.091349	1	FALSE	chr5:115279415-115279994	chr5	115279415	115279994	1.972242	1.468585	1.387432	1.169594	1.439177	1.611566	3.329571	2.185291	1.499463	2.141402	0.328078	quantifiable	6806.5
chr5:115300481-115301369	chr5	115300481	115301369	0.0526709999999984	12.681361	12.734032	-0.0040578	-0.028466	0.125325	10	FALSE	chr5:115300481-115301369	chr5	115300481	115301369	3.46089	2.521313	5.494628	2.35288	2.051232	3.472948	3.919819	3.738566	3.457428	3.295641	-0.053161	quantifiable	44177.5
chr5:115319438-115319938	chr5	115319438	115319938	-1.134007	8.308659	7.174652	-0.0065393	-0.0643378	0.13722	10	FALSE	chr5:115319438-115319938	chr5	115319438	115319938	1.539927	4.081073	4.367797	5.369885	1.484354	2.558878	1.385465	1.733672	3.839671	1.790592	-0.791156	quantifiable	25414.5
chr5:115326768-115327426	chr5	115326768	115327426	0.789668000000001	8.083547	8.873215	0.00478333333333333	0.0540988888888889	0.074366	9	FALSE	chr5:115326768-115327426	chr5	115326768	115327426	4.271897	1.740279	3.731534	3.716123	2.213252	3.600813	2.851573	1.218929	3.364958	2.471142	-0.32932	quantifiable	25978
chr5:115340907-115341474	chr5	115340907	115341474	0.150395	3.915374	4.065769	0.004279	0.05175475	0.088693	4	FALSE	chr5:115340907-115341474	chr5	115340907	115341474	2.330752	1.720933	2.748648	3.650349	2.015754	1.161114	2.205318	2.709367	2.612671	2.022888	-0.256006	quantifiable	10976.5
chr5:115348731-115349379	chr5	115348731	115349379	0.211691999999999	10.7066	10.918292	0.000399	0.0221083333333333	0.205613	9	FALSE	chr5:115348731-115349379	chr5	115348731	115349379	6.864892	2.513217	7.338654	5.232296	3.356897	6.640434	1.955553	3.434566	5.487265	3.846862	-0.419464	quantifiable	47936
chr5:115431339-115431839	chr5	115431339	115431839	0.0326460000000002	1.129954	1.1626	-0.00106	0.009318	0.009318	1	FALSE	chr5:115431339-115431839	chr5	115431339	115431839	2.115887	5.26631	4.105471	5.156586	1.489638	2.456845	4.783205	1.882247	4.161064	2.652984	-0.496915	quantifiable	1991
chr5:115436432-115436932	chr5	115436432	115436932	1.270218	5.435215	6.705433	0.013979	0.128892	0.159663	4	TRUE	chr5:115436432-115436932	chr5	115436432	115436932	2.604765	1.990966	7.711059	4.345651	2.587335	2.880539	2.513338	4.495036	4.16311	3.119062	-0.324894	quantifiable	82579
chr5:115441389-115441889	chr5	115441389	115441889	0.142216	1.578274	1.72049	0.002277	0.025881	0.036126	2	FALSE	chr5:115441389-115441889	chr5	115441389	115441889	2.097574	2.337051	5.245513	2.501643	1.887336	2.961942	2.544667	2.297585	3.045445	2.422883	-0.240144	quantifiable	47301.5
chr5:115484089-115484975	chr5	115484089	115484975	-0.950521	10.659419	9.708898	0.0023812	0.0307868	0.071409	5	FALSE	chr5:115484089-115484975	chr5	115484089	115484975	2.04339	1.302364	4.43685	0.760808	1.975681	1.355716	0.431551	1.359013	2.135853	1.28049	-0.45701	quantifiable	125455
chr5:115489088-115490717	chr5	115489088	115490717	-2.270416	19.126778	16.856362	-0.00226458823529412	-0.0340125882352941	0.344848	17	FALSE	chr5:115489088-115490717	chr5	115489088	115490717	0.516329	1.005707	1.34363	1.084	0.957044	0.53163	0.335483	1.601948	0.987417	0.856526	NA	no_signal	141913.5
chr5:115506296-115506925	chr5	115506296	115506925	-0.186739	4.796311	4.609572	-0.000375	0.001371	0.001371	1	TRUE	chr5:115506296-115506925	chr5	115506296	115506925	2.125722	2.314241	3.239514	1.877495	1.676372	1.613322	1.041594	3.067956	2.389243	1.849811	-0.248927	quantifiable	52855.5
chr5:115507769-115508269	chr5	115507769	115508269	-0.0976270000000001	5.547761	5.450134	-0.000662	-0.013099	0.036537	2	TRUE	chr5:115507769-115508269	chr5	115507769	115508269	4.47825	5.182021	4.899357	5.309886	3.580269	5.178041	3.352586	5.460486	4.967379	4.392846	-0.145676	quantifiable	26395.5
chr5:115509302-115510251	chr5	115509302	115510251	0.908054	6.080016	6.98807	0.0070635	0.1199115	0.153285	2	TRUE	chr5:115509302-115510251	chr5	115509302	115510251	2.789775	6.655949	5.007563	6.03198	4.627177	4.270475	4.302839	3.48234	5.121317	4.170708	-0.24285	quantifiable	26395.5
chr5:115514805-115515305	chr5	115514805	115515305	0.0662780000000001	3.875633	3.941911	0.001084	0.016063	0.016063	1	TRUE	chr5:115514805-115515305	chr5	115514805	115515305	1.33848	3.674502	4.901186	3.104396	1.554956	4.411392	3.405882	3.254785	3.254641	3.156753	-0.033464	quantifiable	8380
chr5:115529269-115529769	chr5	115529269	115529769	-0.529735	5.816721	5.286986	-0.001968	-0.040767	0.040767	1	TRUE	chr5:115529269-115529769	chr5	115529269	115529769	1.54976	6.496617	2.866704	4.86833	3.766183	3.728553	3.19785	7.746609	3.945353	4.609799	0.181373	quantifiable	22844
chr5:115530249-115530749	chr5	115530249	115530749	-1.559366	21.100873	19.541507	-0.00573542857142857	-0.0992754285714286	0.492292	7	TRUE	chr5:115530249-115530749	chr5	115530249	115530749	7.793886	4.91394	10.576223	6.032656	5.401614	6.508918	3.008187	4.358411	7.329176	4.819282	-0.516245	quantifiable	45774
chr5:115531711-115532211	chr5	115531711	115532211	0.298861999999998	15.93556	16.234422	-0.00103633333333333	-0.0344475	0.224965	6	TRUE	chr5:115531711-115532211	chr5	115531711	115532211	9.717806	7.331485	5.365735	8.486599	5.738769	6.498114	5.547779	3.775573	7.725407	5.390059	-0.448513	quantifiable	40264
chr5:115538544-115539044	chr5	115538544	115539044	0.0368299999999984	8.756493	8.793323	0.000202333333333334	0.0185103333333333	0.097746	3	FALSE	chr5:115538544-115539044	chr5	115538544	115539044	5.331162	4.191989	2.968008	2.493658	4.107145	4.55948	1.298146	7.824076	3.746204	4.447212	0.198175	quantifiable	26459
chr5:115543650-115544150	chr5	115543650	115544150	-2.244654	22.838956	20.594302	-0.0060865	-0.0498679166666667	0.304487	12	TRUE	chr5:115543650-115544150	chr5	115543650	115544150	7.325907	6.410685	11.323903	6.261698	3.870526	5.159369	5.481307	10.3258	7.830548	6.20925	-0.292119	quantifiable	101154.5
chr5:115547399-115547899	chr5	115547399	115547899	1.372828	6.888125	8.260953	0.006611	0.107528666666667	0.126633	3	TRUE	chr5:115547399-115547899	chr5	115547399	115547899	3.120398	3.329392	7.344889	4.825716	3.665464	1.63684	2.934004	6.821264	4.655099	3.764393	-0.246566	quantifiable	17604
chr5:115559216-115559745	chr5	115559216	115559745	-0.319486000000001	13.457233	13.137747	0.001529	0.0155402	0.039136	5	FALSE	chr5:115559216-115559745	chr5	115559216	115559745	1.394346	1.79311	2.615613	4.366447	5.737405	2.096173	3.220043	2.994439	2.542379	3.512015	0.347781	quantifiable	72335.5
chr5:115564892-115565503	chr5	115564892	115565503	0.931655	4.12117	5.052825	0.006131	0.098584	0.098584	1	FALSE	chr5:115564892-115565503	chr5	115564892	115565503	0.775245	1.466867	2.711837	2.790662	0.521223	0.463734	1.69293	3.31761	1.936153	1.498874	-0.231401	quantifiable	5731.5
chr5:115573092-115573592	chr5	115573092	115573592	0.558664	1.521041	2.079705	0.00739	0.095703	0.095703	1	FALSE	chr5:115573092-115573592	chr5	115573092	115573592	2.43926	1.881281	2.165481	3.817696	2.104588	1.933016	1.167167	2.425193	2.57593	1.907491	-0.297196	quantifiable	8089
chr5:115578890-115579873	chr5	115578890	115579873	0.650302	4.548319	5.198621	0.002457	0.050988	0.050988	1	TRUE	chr5:115578890-115579873	chr5	115578890	115579873	1.297177	1.496424	3.415531	3.539881	1.592481	1.664151	1.906749	3.911797	2.437253	2.268795	-0.072183	quantifiable	14128.5
chr5:115652763-115653263	chr5	115652763	115653263	2.724231	22.21767	24.941901	0.0139734444444444	0.091881	0.20526	9	TRUE	chr5:115652763-115653263	chr5	115652763	115653263	9.756823	5.676011	5.663375	5.726317	5.54012	3.591895	2.676334	6.301326	6.705631	4.527419	-0.478233	quantifiable	93547
chr5:115666455-115666955	chr5	115666455	115666955	1.246232	2.970537	4.216769	0.008952	0.073736	0.073736	1	FALSE	chr5:115666455-115666955	chr5	115666455	115666955	4.479758	8.445925	2.363568	3.345197	4.246088	1.501337	3.08819	4.100218	4.658612	3.233958	-0.417193	quantifiable	64916
chr5:115730900-115731871	chr5	115730900	115731871	0.601977	4.556752	5.158729	0.0001675	-0.0088765	0.008878	2	FALSE	chr5:115730900-115731871	chr5	115730900	115731871	1.007581	1.504532	3.446053	3.87281	1.86028	2.022237	2.247133	3.661463	2.457744	2.447778	-0.004147	quantifiable	99524
chr5:115732455-115732955	chr5	115732455	115732955	-1.910283	11.26727	9.356987	-0.0139254	-0.1109842	0.217365	5	FALSE	chr5:115732455-115732955	chr5	115732455	115732955	3.183643	1.508929	5.446506	9.051456	2.912392	2.122384	3.478216	7.04116	4.797634	3.888538	-0.245388	quantifiable	100889
chr5:115907187-115907687	chr5	115907187	115907687	4.242283	7.542127	11.78441	0.01869025	0.0993	0.162707	4	TRUE	chr5:115907187-115907687	chr5	115907187	115907687	2.577129	4.703447	5.383633	7.508841	1.995944	3.86067	4.375204	4.747147	5.043263	3.744741	-0.348047	quantifiable	119432
chr5:115908245-115908745	chr5	115908245	115908745	0.723251	4.401096	5.124347	0.000285	0.002644	0.002644	1	TRUE	chr5:115908245-115908745	chr5	115908245	115908745	1.684534	3.877634	4.542694	2.538928	1.997237	5.291094	2.84759	2.819968	3.160947	3.238972	0.02671	quantifiable	63218
chr5:115909068-115909568	chr5	115909068	115909568	0.960682	3.684842	4.645524	0.002211	0.00922	0.00922	1	TRUE	chr5:115909068-115909568	chr5	115909068	115909568	9.362528	4.61059	3.360929	3.723591	4.187002	1.611689	2.339211	3.249383	5.264409	2.846821	-0.701406	quantifiable	64041
chr5:116024216-116024758	chr5	116024216	116024758	6.96678	0	6.96678	0.090226	0.4992915	1.070481	2	FALSE	chr5:116024216-116024758	chr5	116024216	116024758	3.335636	0.876866	4.663854	4.296972	2.377409	2.376467	4.649558	4.502529	3.293332	3.476491	0.060071	quantifiable	31751
chr5:116283593-116284093	chr5	116283593	116284093	0.721031	0.576049	1.29708	0.050367	0.138766	0.138766	1	FALSE	chr5:116283593-116284093	chr5	116283593	116284093	2.021656	5.069951	1.484697	1.702432	1.607738	3.237685	1.736197	1.503399	2.569684	2.021255	-0.239583	quantifiable	5142
chr5:116389888-116390388	chr5	116389888	116390388	0.364614	0.798008	1.162622	0.02037	0.073278	0.073278	1	FALSE	chr5:116389888-116390388	chr5	116389888	116390388	2.784882	3.523673	3.415873	5.635287	5.655359	4.367098	4.103315	5.51656	3.839929	4.910583	0.287529	quantifiable	2662
chr5:116420864-116421364	chr5	116420864	116421364	-1.181042	2.101451	0.920409	-0.017734	-0.223521	0.223521	1	FALSE	chr5:116420864-116421364	chr5	116420864	116421364	1.247031	3.318387	6.435803	2.022382	4.339646	1.249845	2.581738	0.771412	3.255901	2.23566	-0.393851	quantifiable	1750
chr5:116422614-116423219	chr5	116422614	116423219	-4.563332	10.462787	5.899455	-0.0106588	-0.0533634	0.149765	5	FALSE	chr5:116422614-116423219	chr5	116422614	116423219	6.692101	4.827099	8.195297	9.089698	4.561038	3.571846	4.675938	4.182504	7.201049	4.247832	-0.642646	quantifiable	133931.5
chr5:116443502-116444002	chr5	116443502	116444002	1.161473	23.110296	24.271769	0.00599911111111111	-0.00653711111111112	0.213065	9	TRUE	chr5:116443502-116444002	chr5	116443502	116444002	12.224894	9.730073	6.184159	10.464165	9.330626	4.808995	3.214331	4.605079	9.650823	5.489758	-0.713463	quantifiable	154767
chr5:116498993-116499493	chr5	116498993	116499493	-0.310895	8.309972	7.999077	0.00086225	0.0015415	0.027772	4	TRUE	chr5:116498993-116499493	chr5	116498993	116499493	4.835429	5.104734	4.267282	3.309344	4.535252	7.117869	3.988935	5.054207	4.379197	5.174066	0.198327	quantifiable	99508.5
chr5:116563663-116564163	chr5	116563663	116564163	-1.239611	17.04679	15.807179	0.0025772	-0.0298376	0.113805	5	TRUE	chr5:116563663-116564163	chr5	116563663	116564163	5.672946	2.312067	2.498897	3.782123	5.058957	3.757893	2.130589	2.205127	3.566508	3.288142	-0.090441	quantifiable	171113
chr5:116565587-116566087	chr5	116565587	116566087	-0.198771000000001	14.017664	13.818893	0.0038668	-0.0155746	0.084392	5	FALSE	chr5:116565587-116566087	chr5	116565587	116566087	5.246843	4.154102	4.399686	2.874795	3.44896	2.584891	2.673424	0.401899	4.168856	2.277293	-0.654998	quantifiable	173037
chr5:116571568-116572068	chr5	116571568	116572068	-0.624334	7.698873	7.074539	-0.0027835	-0.036566	0.072137	2	TRUE	chr5:116571568-116572068	chr5	116571568	116572068	3.101125	2.713353	2.910139	1.76161	2.95683	2.521338	2.132044	1.270595	2.621557	2.220202	-0.168738	quantifiable	139729
chr5:116589676-116590176	chr5	116589676	116590176	1.293521	3.466867	4.760388	0.021415	0.167279	0.167279	1	TRUE	chr5:116589676-116590176	chr5	116589676	116590176	1.624462	5.288191	3.491967	3.123668	3.885959	0.913935	5.427932	3.110229	3.382072	3.334514	-0.015691	quantifiable	1891
chr5:116591567-116592169	chr5	116591567	116592169	0.95096	14.912284	15.863244	-0.0023225	-0.0216761666666667	0.091009	6	TRUE	chr5:116591567-116592169	chr5	116591567	116592169	4.861252	3.401974	7.159724	5.539858	4.60294	4.248326	3.557343	8.188059	5.240702	5.149167	-0.021267	quantifiable	291196
chr5:116593001-116593501	chr5	116593001	116593501	0.426136	4.726169	5.152305	0.007339	0.027825	0.038865	2	TRUE	chr5:116593001-116593501	chr5	116593001	116593501	4.269008	6.247287	3.916661	3.773754	5.041958	2.790445	3.804266	2.911937	4.551677	3.637152	-0.258939	quantifiable	141163
chr5:11681708-11682208	chr5	11681708	11682208	0.056066	0.11792	0.173986	0.020332	0.003439	0.003439	1	FALSE	chr5:11681708-11682208	chr5	11681708	11682208	1.804815	1.340888	0.998804	1.63665	1.432647	1.013875	1.758027	1.004619	1.445289	1.302292	-0.086403	quantifiable	3794565
chr5:117032072-117032572	chr5	117032072	117032572	-5.482112	11.934775	6.452663	-0.014593	-0.066582	0.139798	3	FALSE	chr5:117032072-117032572	chr5	117032072	117032572	6.164331	5.772305	6.154926	6.086977	3.60707	2.266655	1.987968	5.492553	6.044635	3.338562	-0.697449	quantifiable	719963
chr5:117060595-117061095	chr5	117060595	117061095	-7.161722	15.359514	8.197792	-0.0085036	-0.0928348	0.299266	5	FALSE	chr5:117060595-117061095	chr5	117060595	117061095	2.663133	3.624636	6.139241	3.526628	4.432074	3.323649	1.528086	2.876766	3.98841	3.040144	-0.303186	quantifiable	668045
chr5:117103420-117103920	chr5	117103420	117103920	-0.452363	6.158447	5.706084	0.0015685	0.008477	0.017311	2	TRUE	chr5:117103420-117103920	chr5	117103420	117103920	1.812923	4.198042	3.17156	4.077507	3.497243	3.285345	3.615055	1.064585	3.315008	2.865557	-0.158122	quantifiable	14450.5
chr5:117105692-117106192	chr5	117105692	117106192	-1.075281	3.07219	1.996909	-0.007222	-0.076388	0.076388	1	TRUE	chr5:117105692-117106192	chr5	117105692	117106192	3.45519	0.810089	2.676353	1.148758	2.171326	3.400747	1.848257	5.020949	2.022598	3.11032	0.441626	quantifiable	10171
chr5:117115863-117116375	chr5	117115863	117116375	-7.24651	7.24651	0	-0.00600125	-0.025858	0.09866	4	FALSE	chr5:117115863-117116375	chr5	117115863	117116375	2.066641	0.672497	6.153658	2.683344	1.929291	0.891716	1.351635	2.573642	2.894035	1.686571	-0.533081	quantifiable	185516
chr5:117119878-117120382	chr5	117119878	117120382	-0.476779	7.361896	6.885117	-0.002259	-0.0456525	0.076107	2	FALSE	chr5:117119878-117120382	chr5	117119878	117120382	4.734035	4.216959	7.48699	6.166114	4.398071	5.241592	9.120499	7.226284	5.651024	6.496612	0.172306	quantifiable	85756
chr5:117147172-117147672	chr5	117147172	117147672	1.427661	4.547625	5.975286	0.008881	0.075523	0.077982	2	FALSE	chr5:117147172-117147672	chr5	117147172	117147672	1.587836	0	0.905583	1.47643	0.780566	1.622591	0.436596	1.001557	0.992462	0.960328	NA	no_signal	29301.5
chr5:117163817-117164317	chr5	117163817	117164317	-16.831665	16.831665	0	-0.01099875	-0.0587745	0.157584	8	FALSE	chr5:117163817-117164317	chr5	117163817	117164317	1.353425	2.46918	6.488823	2.514747	3.485345	1.353836	2.139321	3.283024	3.206544	2.565381	-0.237682	quantifiable	153296.5
chr5:117166955-117167455	chr5	117166955	117167455	-4.00146	13.409237	9.407777	-0.0138836666666667	-0.133346333333333	0.216505	3	FALSE	chr5:117166955-117167455	chr5	117166955	117167455	2.030137	2.244476	1.905349	1.23203	3.808015	1.949418	0.867371	6.014659	1.852998	3.159866	0.54175	quantifiable	51092
chr5:117240226-117240726	chr5	117240226	117240726	0.401684	5.637942	6.039626	0.00631633333333333	0.045078	0.070248	3	TRUE	chr5:117240226-117240726	chr5	117240226	117240726	2.171199	2.165727	2.551435	0.552434	0.984389	0.916637	1.68235	0.05197	1.860199	0.908837	-0.579777	one_condition	120348
chr5:117240743-117241243	chr5	117240743	117241243	1.093693	5.943045	7.036738	0.00852125	0.065658	0.1039	4	TRUE	chr5:117240743-117241243	chr5	117240743	117241243	1.250263	2.104421	5.677636	2.817277	1.343334	2.979127	2.035521	2.895776	2.962399	2.31344	-0.257008	quantifiable	99477
chr5:117242720-117243220	chr5	117242720	117243220	0.784541	3.675798	4.460339	0.00695466666666667	0.0527786666666667	0.069206	3	FALSE	chr5:117242720-117243220	chr5	117242720	117243220	2.005439	1.739892	2.395899	2.76514	2.069624	1.912582	0.890656	4.33602	2.226592	2.302221	0.033276	quantifiable	122842
chr5:117283932-117284432	chr5	117283932	117284432	0.204092	1.320738	1.52483	0.005596	0.029454	0.029454	1	FALSE	chr5:117283932-117284432	chr5	117283932	117284432	1.501734	2.642223	0.49844	3.104396	0.866344	1.18639	0.695643	1.397204	1.936698	1.036395	-0.525027	quantifiable	3443
chr5:117287312-117287875	chr5	117287312	117287875	-6.10929	6.10929	0	-0.018933	-0.083708	0.194477	3	FALSE	chr5:117287312-117287875	chr5	117287312	117287875	4.482441	2.294423	7.099545	5.844182	6.435771	4.90349	3.586565	2.234044	4.930148	4.289968	-0.164381	quantifiable	31488.5
chr5:117318832-117319369	chr5	117318832	117319369	-1.773713	1.773713	0	-0.062766	-0.284516	0.284516	1	FALSE	chr5:117318832-117319369	chr5	117318832	117319369	3.148347	2.779854	10.43202	8.485726	1.901262	1.330245	6.177574	4.399562	6.211487	3.452161	-0.693986	quantifiable	3455.5
