enhancer_id	chr	start	end	ctrl1	ctrl2	ctrl3	ctrl4	mut1	mut2	mut3	mut4	ctrl_mean	mut_mean	log2fc	signal_class
chr8:118287425-118287925	chr8	118287425	118287925	4.882965	7.449942	8.541549	10.340725	7.049727	7.656123	5.694747	5.577355	7.803795	6.494488	-0.231879	quantifiable
chr8:118288233-118288733	chr8	118288233	118288733	6.124924	5.374071	4.034477	4.557221	3.345527	5.03927	2.412921	5.180028	5.022673	3.994437	-0.269364	quantifiable
chr8:118785528-118786028	chr8	118785528	118786028	12.546465	9.103928	4.169383	7.207028	8.158993	7.691217	6.035764	4.31433	8.256701	6.550076	-0.293494	quantifiable
chr8:118879963-118880463	chr8	118879963	118880463	4.116429	8.279705	3.32931	5.744086	5.694623	2.457843	2.772385	8.533906	5.367383	4.864689	-0.118363	quantifiable
chr8:119033431-119033931	chr8	119033431	119033931	4.904589	4.325811	5.947313	5.824545	5.742577	7.125737	9.203584	8.245368	5.250564	7.579316	0.455964	quantifiable
chr8:119035102-119035602	chr8	119035102	119035602	2.979846	4.329658	2.005653	2.680155	4.847664	2.573597	3.642234	2.614001	2.998828	3.419374	0.143765	quantifiable
chr8:119344237-119344737	chr8	119344237	119344737	6.244851	2.333742	6.98274	4.456844	4.271304	5.292816	6.837901	5.06924	5.004544	5.367816	0.084544	quantifiable
chr8:119352979-119353479	chr8	119352979	119353479	1.686121	4.727764	1.281549	2.965126	1.803599	2.058439	2.028717	4.597552	2.66514	2.622077	-0.016983	quantifiable
chr8:119394520-119395452	chr8	119394520	119395452	1.998849	0.770385	4.329437	4.206455	1.779293	2.854452	2.815398	5.063419	2.826282	3.128141	0.109148	quantifiable
chr8:119412682-119413182	chr8	119412682	119413182	6.391064	10.902151	7.794004	6.36861	4.34841	7.075024	3.777579	4.868546	7.863957	5.01739	-0.557692	quantifiable
chr8:119427574-119428074	chr8	119427574	119428074	4.73924	3.969465	10.297982	10.106074	5.392723	6.385628	5.153388	4.976506	7.27819	5.477061	-0.35327	quantifiable
chr8:119440468-119440968	chr8	119440468	119440968	5.713392	6.460371	6.683157	3.881784	4.869273	3.86431	1.61395	1.476861	5.684676	2.956099	-0.754613	quantifiable
chr8:119502897-119503752	chr8	119502897	119503752	2.54567	4.597977	3.177821	3.776845	1.340478	2.396354	1.930687	4.641817	3.524578	2.577334	-0.337671	quantifiable
chr8:119513321-119513821	chr8	119513321	119513821	4.039063	1.653986	4.759987	3.286893	1.297512	2.52809	0.873192	1.202507	3.434982	1.475325	-0.837569	quantifiable
chr8:119558226-119559123	chr8	119558226	119559123	1.13208	1.204123	1.968891	1.843595	1.563812	1.693928	1.583269	2.375685	1.537172	1.804173	0.143568	quantifiable
chr8:119574575-119575566	chr8	119574575	119575566	3.313687	1.786994	8.113244	3.359506	2.15696	2.274143	5.281995	5.534926	4.143358	3.812006	-0.095791	quantifiable
chr8:119604919-119605472	chr8	119604919	119605472	3.01498	3.219766	2.754167	5.545983	4.86027	2.124824	0.489587	5.044224	3.633724	3.129726	-0.165573	quantifiable
chr8:119635332-119635930	chr8	119635332	119635930	7.363121	12.786093	10.746983	11.597182	7.498176	7.511188	7.936052	4.374696	10.623345	6.830028	-0.56906	quantifiable
chr8:119638267-119638767	chr8	119638267	119638767	2.665992	5.439635	0.836417	2.566761	2.559714	2.505092	0.780052	1.006278	2.877201	1.712784	-0.512921	quantifiable
chr8:119639735-119640235	chr8	119639735	119640235	6.034395	3.731089	1.889511	1.754901	2.69423	4.807977	1.826427	0.411574	3.352474	2.435052	-0.340217	quantifiable
chr8:119642892-119643392	chr8	119642892	119643392	3.443575	2.834478	3.883868	3.851976	3.525355	3.258315	4.857899	3.480847	3.503474	3.780604	0.085884	quantifiable
chr8:119656718-119657218	chr8	119656718	119657218	1.699381	1.625103	3.279851	1.902121	1.378061	2.533062	0.852818	2.442056	2.126614	1.801499	-0.157624	quantifiable
chr8:119660952-119661452	chr8	119660952	119661452	2.984155	3.659163	6.504488	6.159731	5.626117	7.366092	4.887969	6.535491	4.826884	6.103917	0.285242	quantifiable
chr8:119676346-119676846	chr8	119676346	119676846	3.446709	5.269722	2.385699	2.23231	2.413483	2.953389	2.318837	1.805355	3.33361	2.372766	-0.360258	quantifiable
chr8:119778157-119778666	chr8	119778157	119778666	9.312944	7.23383	10.55767	7.701466	7.781351	8.606905	5.347852	5.775997	8.701478	6.878026	-0.299869	quantifiable
chr8:119779293-119779793	chr8	119779293	119779793	3.962362	6.494282	2.57909	4.032603	4.137189	4.650435	1.206461	3.223441	4.267084	3.304381	-0.290307	quantifiable
chr8:119819250-119819750	chr8	119819250	119819750	1.827417	1.581394	7.233153	4.003739	2.241016	2.840023	4.006064	3.207748	3.661426	3.073713	-0.193778	quantifiable
chr8:119840280-119840794	chr8	119840280	119840794	7.766419	3.635899	10.347669	8.565924	7.400077	3.468927	11.33083	13.546731	7.578978	8.936641	0.211618	quantifiable
chr8:119841051-119841551	chr8	119841051	119841551	1.90212	4.336635	2.585884	2.872576	2.241545	3.388964	4.883622	1.704348	2.924304	3.05462	0.046958	quantifiable
chr8:119861961-119862515	chr8	119861961	119862515	11.691755	5.753414	7.166343	10.176738	8.739236	8.849524	7.706486	5.292489	8.697062	7.646934	-0.165096	quantifiable
chr8:119910109-119911238	chr8	119910109	119911238	2.455359	0.822365	3.519898	3.367525	1.582754	1.251542	2.831221	3.924639	2.541287	2.397539	-0.059533	quantifiable
chr8:119927561-119928061	chr8	119927561	119928061	3.384914	2.938058	3.58234	4.571112	4.612941	3.232655	1.868631	1.382404	3.619106	2.774158	-0.290442	quantifiable
chr8:119960451-119960951	chr8	119960451	119960951	10.024041	5.322845	8.325391	7.500315	5.75595	4.829253	3.504923	2.510038	7.793148	4.150041	-0.770106	quantifiable
chr8:119979041-119979541	chr8	119979041	119979541	5.549277	3.189028	4.032014	3.760143	3.524827	3.299594	3.714784	5.750512	4.132616	4.072429	-0.016969	quantifiable
chr8:119988015-119988515	chr8	119988015	119988515	4.247854	4.906502	6.640433	2.070954	3.22659	3.225922	1.832248	2.335053	4.466436	2.654953	-0.578845	quantifiable
chr8:120067681-120068501	chr8	120067681	120068501	4.954972	3.023373	3.092312	5.598224	3.830275	6.063886	2.792731	2.876109	4.16722	3.89075	-0.079103	quantifiable
chr8:120071960-120072460	chr8	120071960	120072460	10.114433	8.111485	6.211987	6.629032	12.033127	6.597505	6.729972	9.570528	7.766734	8.732783	0.150575	quantifiable
chr8:120091002-120091502	chr8	120091002	120091502	1.894991	3.741221	1.2461	3.573925	1.965681	1.482508	0.654894	0.89666	2.614059	1.249936	-0.680223	quantifiable
chr8:120101201-120101732	chr8	120101201	120101732	1.524012	0	4.555747	1.189198	1.805671	1.181771	0.822311	2.549232	1.817239	1.589746	-0.120818	quantifiable
chr8:120113677-120114833	chr8	120113677	120114833	5.632745	2.854172	7.153929	6.09266	4.067943	2.823562	7.402432	6.857774	5.433377	5.287928	-0.032916	quantifiable
chr8:120133126-120133626	chr8	120133126	120133626	1.9675	5.281444	7.372736	3.226596	2.835141	3.078695	3.316203	4.560169	4.462069	3.447552	-0.29556	quantifiable
chr8:120144697-120145197	chr8	120144697	120145197	4.170899	4.966653	6.300705	3.942255	3.542974	3.830567	3.410799	4.294256	4.845128	3.769649	-0.292542	quantifiable
chr8:120160373-120160873	chr8	120160373	120160873	9.058565	8.412501	8.602189	7.491142	6.277633	10.140781	6.965262	10.349935	8.391099	8.433403	0.006474	quantifiable
chr8:120178951-120179451	chr8	120178951	120179451	3.114248	7.974944	5.321184	7.340043	4.994004	3.583792	3.567502	9.920945	5.937605	5.516561	-0.090131	quantifiable
chr8:120190378-120190878	chr8	120190378	120190878	3.895944	4.798972	3.000878	6.239037	4.16563	3.963917	2.571079	1.68134	4.483708	3.095492	-0.419818	quantifiable
chr8:120190906-120191406	chr8	120190906	120191406	3.096581	3.793036	7.033701	3.998393	3.010086	5.266804	3.111003	6.567196	4.480428	4.488772	0.002189	quantifiable
chr8:120213931-120214431	chr8	120213931	120214431	7.827281	7.398178	6.455337	8.992488	7.791139	4.53151	4.560541	3.933058	7.668321	5.204062	-0.481577	quantifiable
chr8:120228812-120229312	chr8	120228812	120229312	1.016538	0.857005	4.550546	1.973565	1.112874	1.105339	4.140426	3.188588	2.099413	2.386807	0.127357	quantifiable
chr8:120289633-120290133	chr8	120289633	120290133	8.896644	8.311744	13.189512	11.253661	6.464275	12.64237	12.620715	8.337996	10.41289	10.016339	-0.050953	quantifiable
chr8:120382515-120383015	chr8	120382515	120383015	16.329023	12.508837	15.211446	10.32306	9.40365	13.140421	8.589911	7.554272	13.593092	9.672063	-0.450917	quantifiable
chr8:120534983-120535483	chr8	120534983	120535483	6.297186	9.160232	2.572913	4.829332	5.093702	5.275631	3.382204	4.651202	5.714916	4.600685	-0.261144	quantifiable
chr8:120537846-120538346	chr8	120537846	120538346	3.691246	2.149054	6.538878	1.372489	1.417106	1.344304	2.556526	1.800336	3.437917	1.779568	-0.672204	quantifiable
chr8:120538501-120539001	chr8	120538501	120539001	6.572161	6.40163	11.236416	3.917095	4.054946	2.916631	4.959299	6.915211	7.031825	4.711522	-0.49079	quantifiable
chr8:120550919-120551419	chr8	120550919	120551419	6.836696	6.482867	5.091747	6.061729	3.694889	3.01794	3.510606	2.949916	6.11826	3.293338	-0.727484	quantifiable
chr8:120557502-120558002	chr8	120557502	120558002	6.702646	4.166722	8.021689	4.972831	2.997569	4.336682	3.562624	5.948782	5.965972	4.211414	-0.417635	quantifiable
chr8:120563752-120564657	chr8	120563752	120564657	4.597772	5.52434	5.294164	4.499454	3.785185	2.950179	4.774443	3.043975	4.978933	3.638446	-0.365232	quantifiable
chr8:120577763-120578263	chr8	120577763	120578263	8.466545	3.897642	5.016423	7.555789	4.548552	8.162199	5.94579	4.037147	6.2341	5.673422	-0.116143	quantifiable
chr8:120589054-120589567	chr8	120589054	120589567	29.437297	17.429266	10.623754	11.632159	22.53051	20.617053	8.665119	9.334462	17.280619	15.286786	-0.166472	quantifiable
chr8:120627246-120627746	chr8	120627246	120627746	9.39461	3.631665	5.083568	8.069312	5.355646	6.552644	3.769791	4.299402	6.544789	4.994371	-0.331152	quantifiable
chr8:120644619-120645119	chr8	120644619	120645119	9.855734	5.847771	8.098996	3.262484	3.51681	5.270484	4.66678	6.798362	6.766246	5.063109	-0.3564	quantifiable
chr8:120657291-120657791	chr8	120657291	120657791	0.432469	2.585508	3.313433	1.391568	2.723272	0.810317	1.557193	3.245811	1.930745	2.084148	0.073249	quantifiable
chr8:120667829-120668823	chr8	120667829	120668823	1.255311	0	5.194605	2.778919	1.467918	1.150703	2.726652	2.911684	2.307209	2.064239	-0.109583	quantifiable
chr8:121092556-121093056	chr8	121092556	121093056	6.325587	2.540336	8.002214	6.838628	4.430361	2.46395	8.607728	2.587867	5.926691	4.522477	-0.32608	quantifiable
chr8:121104007-121104507	chr8	121104007	121104507	3.170031	2.876161	5.221496	4.8825	2.132536	1.353464	2.870875	4.225423	4.037547	2.645575	-0.464985	quantifiable
chr8:121108046-121108642	chr8	121108046	121108642	5.179098	1.689818	4.359894	4.314058	3.557383	2.221266	6.244568	3.894062	3.885717	3.97932	0.027298	quantifiable
chr8:121113311-121113811	chr8	121113311	121113811	9.112369	9.30529	7.748991	8.145491	6.634064	4.774057	4.78826	3.932633	8.578035	5.032253	-0.665743	quantifiable
chr8:121232050-121232550	chr8	121232050	121232550	2.308187	3.08645	2.758317	4.497816	2.64019	2.854898	2.491056	5.62384	3.162692	3.402496	0.08053	quantifiable
chr8:121273149-121274054	chr8	121273149	121274054	10.48228	9.004512	11.375431	10.084463	6.77881	7.804109	6.87705	5.274027	10.236672	6.683499	-0.547514	quantifiable
chr8:121344428-121344928	chr8	121344428	121344928	7.174915	3.980726	13.559781	7.050023	8.548803	8.241332	10.281052	6.096421	7.941361	8.291902	0.055391	quantifiable
chr8:121346738-121347238	chr8	121346738	121347238	10.836272	16.257266	9.971148	3.248716	7.699148	9.989091	4.817425	9.85728	10.07835	8.090736	-0.284859	quantifiable
chr8:121374714-121375214	chr8	121374714	121375214	4.640661	3.615787	3.183165	4.963868	5.204113	2.189108	3.493752	3.432215	4.10087	3.579797	-0.154991	quantifiable
chr8:121433468-121433968	chr8	121433468	121433968	4.244094	5.104041	4.126429	3.258658	5.515942	3.651592	3.931332	3.943095	4.183305	4.26049	0.021265	quantifiable
chr8:121439322-121439822	chr8	121439322	121439822	7.464912	7.520046	6.7483	7.12877	6.319083	6.814744	6.344803	7.484099	7.215507	6.740682	-0.085732	quantifiable
chr8:121444476-121445331	chr8	121444476	121445331	6.809994	6.482559	7.426269	2.54775	3.007978	3.996784	4.404551	3.945394	5.816643	3.838677	-0.49319	quantifiable
chr8:121547049-121547549	chr8	121547049	121547549	4.683928	6.326062	4.003724	2.825314	3.499957	5.48191	3.195923	3.0139	4.459757	3.797923	-0.185896	quantifiable
chr8:121561575-121562457	chr8	121561575	121562457	2.419866	2.878064	4.727799	3.393339	1.850563	2.531327	1.226202	1.447586	3.354767	1.76392	-0.653109	quantifiable
chr8:121562934-121563434	chr8	121562934	121563434	3.54378	3.275678	2.309817	2.679194	2.04275	2.998407	3.160012	2.644664	2.952117	2.711458	-0.090296	quantifiable
chr8:121570166-121570666	chr8	121570166	121570666	1.531818	0.308455	3.941429	3.534088	2.426182	2.795162	2.375083	0.397178	2.328948	1.998401	-0.150179	quantifiable
chr8:121573213-121573713	chr8	121573213	121573713	0.675733	2.102369	3.14202	4.797533	1.661668	3.100068	1.382554	1.404519	2.679414	1.887202	-0.348241	quantifiable
chr8:121578556-121579092	chr8	121578556	121579092	2.679412	4.351828	3.789721	7.002163	5.10895	2.787791	6.642899	3.578229	4.455781	4.529467	0.019304	quantifiable
chr8:121585280-121585780	chr8	121585280	121585780	5.755621	3.32439	4.656276	5.811284	3.531331	5.048175	5.274632	2.310152	4.886893	4.041073	-0.223177	quantifiable
chr8:121590110-121590696	chr8	121590110	121590696	3.518473	0.543605	2.731984	4.514947	4.487451	2.899354	3.494477	7.057195	2.827252	4.484619	0.517426	quantifiable
chr8:121598877-121599377	chr8	121598877	121599377	2.609544	2.966505	2.711456	1.606056	0.748827	1.623569	1.830793	1.712918	2.47339	1.479027	-0.484152	quantifiable
chr8:121642723-121643223	chr8	121642723	121643223	2.286015	3.593368	5.175154	6.173761	1.189415	3.673925	2.985845	2.754367	4.307074	2.650888	-0.537876	quantifiable
chr8:121652651-121653310	chr8	121652651	121653310	4.878904	2.838953	4.114642	4.249976	3.881492	2.843445	2.188093	3.516303	4.020619	3.107333	-0.288734	quantifiable
chr8:121653803-121654303	chr8	121653803	121654303	3.166309	2.72187	4.484574	1.939861	2.353887	2.680622	2.772897	2.582954	3.078154	2.59759	-0.180198	quantifiable
chr8:121665312-121665812	chr8	121665312	121665812	7.528627	6.217686	6.262523	8.18061	5.875853	5.727706	3.077531	3.022236	7.047361	4.425832	-0.56741	quantifiable
chr8:121669140-121669640	chr8	121669140	121669640	3.292289	5.439302	4.378055	5.174495	3.710139	2.098955	5.109885	0.560532	4.571035	2.869878	-0.524001	quantifiable
chr8:121680787-121681287	chr8	121680787	121681287	0.487879	1.30962	1.929925	0.322099	1.707782	1.451446	0.436596	3.682541	1.012381	1.819591	0.483606	one_condition
chr8:121681382-121681882	chr8	121681382	121681882	3.745031	6.297461	7.471192	5.295419	5.1627	5.265454	3.188607	9.222046	5.702276	5.709702	0.001594	quantifiable
chr8:121698357-121698857	chr8	121698357	121698857	6.161805	6.431078	7.808996	3.191949	5.838193	6.035744	6.877116	4.33804	5.898457	5.772273	-0.026577	quantifiable
chr8:121699805-121700305	chr8	121699805	121700305	3.636992	5.665032	9.129073	7.146469	8.792472	7.455266	4.878273	4.386332	6.394391	6.378086	-0.003179	quantifiable
chr8:121718002-121718502	chr8	121718002	121718502	10.429481	4.722839	3.515253	4.77578	8.312293	4.531138	5.612266	8.64161	5.860838	6.774327	0.179973	quantifiable
chr8:121730624-121731124	chr8	121730624	121731124	4.105245	2.911406	4.606355	6.145054	2.649501	1.654123	4.471767	10.300389	4.442015	4.768945	0.083948	quantifiable
chr8:121731383-121731883	chr8	121731383	121731883	7.792535	3.384824	6.719241	5.661583	6.392654	6.499797	6.698761	2.431084	5.889546	5.505574	-0.082553	quantifiable
chr8:121749417-121749917	chr8	121749417	121749917	4.112943	3.664088	3.527396	8.241291	5.478301	2.892283	3.355497	3.550999	4.886429	3.81927	-0.287788	quantifiable
chr8:121760414-121760914	chr8	121760414	121760914	4.111983	3.804964	9.014566	4.912779	1.839401	3.487807	5.780611	5.0699	5.461073	4.04443	-0.35617	quantifiable
chr8:121769613-121770113	chr8	121769613	121770113	3.893672	2.165342	7.659541	1.324213	1.015071	2.744997	1.255941	3.206684	3.760692	2.055673	-0.637223	quantifiable
chr8:121829319-121830017	chr8	121829319	121830017	3.572176	1.154404	4.746348	3.959354	3.19599	3.538285	3.66923	5.688119	3.358071	4.022906	0.204195	quantifiable
chr8:121850977-121851477	chr8	121850977	121851477	6.37377	4.907579	10.726775	7.878884	5.398025	8.507034	7.821954	2.171189	7.471752	5.97455	-0.280028	quantifiable
chr8:121857466-121857966	chr8	121857466	121857966	13.02551	10.573201	7.371235	6.943583	7.586897	7.333719	6.581824	3.979585	9.478382	6.370506	-0.506735	quantifiable
chr8:121862077-121862577	chr8	121862077	121862577	6.942306	4.6691	5.446487	8.939425	7.54337	6.82868	4.452376	2.985831	6.499329	5.452564	-0.216435	quantifiable
chr8:121897948-121898448	chr8	121897948	121898448	4.781546	11.126009	7.542071	6.927124	4.268225	3.817081	6.18812	4.346376	7.594188	4.65495	-0.602576	quantifiable
chr8:121898468-121898968	chr8	121898468	121898968	18.223367	13.8635	7.45928	8.642346	10.287467	5.178276	8.047882	7.99181	12.047123	7.876359	-0.554935	quantifiable
chr8:121903936-121904436	chr8	121903936	121904436	7.298995	1.54933	5.662298	4.209037	5.227125	3.88218	5.200705	4.529442	4.679915	4.709863	0.007567	quantifiable
chr8:121907444-121908054	chr8	121907444	121908054	7.66566	4.664218	8.876083	5.533784	4.564842	3.528589	5.301157	6.046763	6.684936	4.860338	-0.390198	quantifiable
chr8:121935296-121935796	chr8	121935296	121935796	4.449497	6.352201	5.502932	2.966174	5.69874	4.899363	5.209142	4.771027	4.817701	5.144568	0.07867	quantifiable
chr8:121949499-121949999	chr8	121949499	121949999	1.348979	0.578562	2.151221	0.807772	1.604313	2.424413	1.082758	3.394662	1.221633	2.126537	0.490217	quantifiable
chr8:121950074-121950574	chr8	121950074	121950574	4.988752	1.939253	7.993419	5.910316	5.508545	6.452646	7.192783	5.17905	5.207935	6.083256	0.189881	quantifiable
chr8:121977964-121978464	chr8	121977964	121978464	4.924959	4.63678	3.251445	4.6974	4.418245	3.961587	3.358683	4.707936	4.377646	4.111613	-0.072993	quantifiable
chr8:122230452-122230952	chr8	122230452	122230952	4.766367	3.669475	6.501851	4.126516	3.015023	4.611172	3.666031	1.937365	4.766052	3.307398	-0.419535	quantifiable
chr8:122233994-122234494	chr8	122233994	122234494	8.458436	6.163357	7.411264	3.621012	5.869003	7.664226	3.723712	7.252253	6.413517	6.127298	-0.056689	quantifiable
chr8:122252352-122252852	chr8	122252352	122252852	5.017348	6.243235	3.498625	3.26016	2.846382	4.881316	5.568174	2.709903	4.504842	4.001444	-0.137973	quantifiable
chr8:122259305-122259805	chr8	122259305	122259805	4.146494	3.430585	8.127035	9.667873	3.952278	5.093036	3.365684	3.612602	6.342997	4.0059	-0.551404	quantifiable
chr8:122264200-122264700	chr8	122264200	122264700	6.640479	3.251899	5.346125	5.268023	5.7536	5.302525	6.209478	4.113381	5.126631	5.344746	0.05035	quantifiable
chr8:122269308-122269808	chr8	122269308	122269808	4.571149	6.399937	16.889495	10.258763	4.36089	5.81459	9.475729	9.791211	9.529836	7.360605	-0.332286	quantifiable
chr8:122281466-122282390	chr8	122281466	122282390	5.947842	5.958107	7.633259	7.000702	4.206744	3.362082	5.400248	5.617968	6.634978	4.646761	-0.434232	quantifiable
chr8:122296040-122296540	chr8	122296040	122296540	7.577652	8.470216	6.744682	7.499966	6.667734	6.210079	6.981054	5.668048	7.573129	6.381729	-0.215468	quantifiable
chr8:122333079-122333579	chr8	122333079	122333579	5.030275	4.928921	6.412459	7.553308	4.538459	3.961999	5.945554	7.755349	5.981241	5.55034	-0.091716	quantifiable
chr8:122343623-122344577	chr8	122343623	122344577	2.868899	5.399319	3.320823	4.484424	2.523755	2.835343	2.637826	2.657665	4.018366	2.663647	-0.452391	quantifiable
chr8:122347712-122348212	chr8	122347712	122348212	7.322577	8.651852	13.746225	6.838488	9.282307	15.359123	3.379254	8.016179	9.139786	9.009216	-0.018671	quantifiable
chr8:122369589-122370089	chr8	122369589	122370089	4.308945	3.966772	4.328653	7.018643	2.069806	4.232065	2.57399	2.177398	4.905753	2.763315	-0.648094	quantifiable
chr8:122376298-122376858	chr8	122376298	122376858	3.513444	2.306692	3.646447	3.073756	3.410536	2.057461	3.97053	3.675213	3.135085	3.278435	0.048996	quantifiable
chr8:122395299-122395799	chr8	122395299	122395799	3.39269	4.319321	2.435351	1.346298	2.719865	2.231307	4.72159	0.710829	2.873415	2.595898	-0.106836	quantifiable
chr8:122417206-122417706	chr8	122417206	122417706	0.743306	1.8643	0.413763	0.677989	1.896045	1.30829	1.627048	0.813664	0.92484	1.411262	0.322859	one_condition
chr8:122439296-122439796	chr8	122439296	122439796	6.056998	3.563715	8.426061	5.750219	2.701718	6.709677	3.684399	5.756509	5.949248	4.713076	-0.281935	quantifiable
chr8:122443172-122443849	chr8	122443172	122443849	8.833811	4.824992	7.024417	7.364799	5.078086	6.1022	7.026042	4.774515	7.012005	5.745211	-0.247807	quantifiable
chr8:122460483-122461073	chr8	122460483	122461073	2.474558	3.394225	4.239091	5.398401	2.248634	1.60714	4.383262	2.656887	3.876568	2.723981	-0.387689	quantifiable
chr8:122475026-122475526	chr8	122475026	122475526	1.048366	2.538951	5.08097	3.700126	2.143741	3.654019	1.602308	4.218257	3.092103	2.904581	-0.067428	quantifiable
chr8:122554760-122555260	chr8	122554760	122555260	3.927283	2.080052	0.614486	2.612608	5.491583	4.477098	2.913591	4.852555	2.308607	4.433707	0.713233	quantifiable
chr8:122557192-122557692	chr8	122557192	122557692	3.991722	4.73687	3.008422	3.988504	5.790622	5.534189	2.439117	7.317109	3.93138	5.270259	0.345625	quantifiable
chr8:122567596-122568264	chr8	122567596	122568264	3.498116	2.932827	8.445499	5.276199	2.92111	4.37235	4.167649	5.927729	5.03816	4.34721	-0.174873	quantifiable
chr8:122576593-122577159	chr8	122576593	122577159	4.922523	3.984697	7.458581	4.593693	2.863726	3.240444	2.917331	10.064295	5.239873	4.771449	-0.11231	quantifiable
chr8:122594091-122594951	chr8	122594091	122594951	3.547169	5.090698	7.029796	6.864106	5.448953	5.04818	5.801397	8.672041	5.632942	6.242643	0.126601	quantifiable
chr8:122611182-122612215	chr8	122611182	122612215	5.690743	3.353624	10.001009	8.003384	3.684171	4.215407	5.439922	4.903807	6.76219	4.560827	-0.480093	quantifiable
chr8:122617963-122618463	chr8	122617963	122618463	4.974845	3.597446	5.406785	1.667715	3.030583	3.418284	3.245404	1.882524	3.911698	2.894198	-0.333779	quantifiable
chr8:122624209-122624709	chr8	122624209	122624709	2.782552	4.028129	2.734935	6.059965	2.200769	3.60315	4.083983	2.347195	3.901395	3.058774	-0.27126	quantifiable
chr8:122626875-122627375	chr8	122626875	122627375	4.405408	3.829307	6.344448	3.26797	1.771678	1.966506	3.497646	1.353357	4.461783	2.147297	-0.792435	quantifiable
chr8:122633129-122633629	chr8	122633129	122633629	1.132157	5.377893	3.371571	2.171279	3.399986	3.97429	2.30387	0	3.013225	2.419537	-0.230054	quantifiable
chr8:122638587-122639087	chr8	122638587	122639087	5.543813	5.36358	9.994088	8.985009	3.584004	4.374732	5.878393	10.615507	7.471622	6.113159	-0.251674	quantifiable
chr8:122639691-122640191	chr8	122639691	122640191	2.353706	2.872391	5.696804	2.376892	1.241231	2.967775	4.372117	2.693934	3.324948	2.818764	-0.178934	quantifiable
chr8:122665096-122665596	chr8	122665096	122665596	5.009004	7.424932	2.763321	3.107297	4.706079	2.542907	3.220152	2.535046	4.576138	3.251046	-0.390275	quantifiable
chr8:122676978-122677478	chr8	122676978	122677478	5.025026	7.161777	9.207226	6.483996	6.26579	7.263119	6.992401	0.355797	6.969506	5.219277	-0.357002	quantifiable
chr8:122678537-122679037	chr8	122678537	122679037	3.452115	2.512915	5.049351	5.733253	0.914426	2.22015	4.551554	4.447318	4.186909	3.033362	-0.361735	quantifiable
chr8:122685067-122685567	chr8	122685067	122685567	4.290357	3.662036	8.427908	5.297446	4.315651	4.10445	2.161151	3.446101	5.419437	3.506838	-0.508943	quantifiable
chr8:122709592-122710092	chr8	122709592	122710092	4.279389	3.109972	5.596942	6.617955	3.55724	4.175773	5.33721	5.39582	4.901064	4.616511	-0.071121	quantifiable
chr8:122720943-122721443	chr8	122720943	122721443	8.321781	7.606414	5.157776	8.294284	10.976242	6.834552	8.210209	6.952891	7.345064	8.243474	0.147267	quantifiable
chr8:122744955-122745455	chr8	122744955	122745455	2.714351	3.634615	4.828825	2.400304	3.942367	5.373574	6.438986	3.199688	3.394524	4.738654	0.383887	quantifiable
chr8:122751223-122751723	chr8	122751223	122751723	5.683464	3.29584	5.825089	8.103505	4.137608	5.108792	3.517037	9.042999	5.726975	5.451609	-0.060166	quantifiable
chr8:122751960-122752938	chr8	122751960	122752938	2.440836	3.679376	2.982625	3.733085	3.552496	2.347722	2.287888	3.114187	3.208981	2.825573	-0.137295	quantifiable
chr8:122769141-122769641	chr8	122769141	122769641	3.883056	2.428908	6.4945	8.535224	4.310513	3.524995	5.494405	4.555257	5.335422	4.471292	-0.211036	quantifiable
chr8:122775235-122775819	chr8	122775235	122775819	1.481367	1.284024	3.709839	2.224925	1.612387	2.741676	2.798901	0.751955	2.175039	1.97623	-0.092848	quantifiable
chr8:122793515-122794015	chr8	122793515	122794015	2.658941	8.114409	5.423566	6.610232	5.009965	6.477562	7.638583	7.864202	5.701787	6.747578	0.208776	quantifiable
chr8:122830322-122830822	chr8	122830322	122830822	4.150451	5.571662	7.26408	10.382727	5.24212	5.348814	8.261893	8.164648	6.84223	6.754369	-0.016224	quantifiable
chr8:122834950-122835450	chr8	122834950	122835450	1.895363	1.99566	3.498625	1.956163	1.454729	1.284959	1.164256	0.902677	2.336453	1.201655	-0.596492	quantifiable
chr8:122847715-122848587	chr8	122847715	122848587	2.80287	3.426361	3.654369	4.182778	4.357181	4.374467	4.528672	2.586484	3.516594	3.961701	0.135183	quantifiable
chr8:122852198-122852698	chr8	122852198	122852698	5.953366	3.253516	8.738731	8.178723	8.725333	8.258458	10.680203	10.786857	6.531084	9.612713	0.494054	quantifiable
chr8:122853270-122853770	chr8	122853270	122853770	2.938558	4.355566	3.922665	3.623022	4.838226	5.736024	6.526718	3.706825	3.709953	5.201949	0.395937	quantifiable
chr8:122902422-122902922	chr8	122902422	122902922	0.746009	1.133781	7.514262	1.834906	1.860153	0.908533	0.250315	0.343804	2.80724	0.840701	-1.042617	one_condition
chr8:122905277-122905777	chr8	122905277	122905777	2.980825	1.007064	1.790189	4.391219	1.89191	1.018298	0.921218	0	2.542324	0.957856	-0.850639	one_condition
chr8:122906336-122907142	chr8	122906336	122907142	1.155651	1.205897	3.587717	1.720455	1.22818	0.834847	1.071428	1.425022	1.91743	1.139869	-0.444569	quantifiable
chr8:122912742-122913242	chr8	122912742	122913242	5.003677	4.136582	6.294046	2.32299	3.793293	1.681642	1.309788	1.686231	4.439324	2.117739	-0.800056	quantifiable
