loop_key	loop_chr1	loop_start1	loop_end1	loop_chr2	loop_start2	loop_end2	loop_logFC	loop_FDR	loop_direction	enh_chr	enh_start	enh_end	target_gene	tss_chr	tss_start	tss_end	abc_score_wt	abc_score_ko	delta_ABC	delta_unnorm	distance	match_case	loop_id	loop_type	category	diff_significant	is_differential
chr9_77540000_77550000_chr9_77750000_77760000	chr9	77540000	77550000	chr9	77750000	77760000	-0.142874283378275	0.196514206128013	unchanged	chr9	77754284	77755222	Lrrc1	chr9	77544620	77545120	0.058578	0.041629	-0.016949	-0.019251	209883	B				FALSE	FALSE
chr9_77910000_77915000_chr9_78105000_78110000	chr9	77910000	77915000	chr9	78105000	78110000	-0.0986669012597605	0.67781567460092	unchanged	chr9	77910483	77910983	Cilk1	chr9	78108941	78109441	0.026087	0.020735	-0.005352	-0.035736	198458	A				FALSE	FALSE
chr9_77910000_77915000_chr9_78105000_78110000	chr9	77910000	77915000	chr9	78105000	78110000	-0.0986669012597605	0.67781567460092	unchanged	chr9	77910483	77910983	Fbxo9	chr9	78108815	78109315	0.026087	0.020735	-0.005352	-0.035735	198332	A				FALSE	FALSE
chr9_77910000_77920000_chr9_77960000_77970000	chr9	77910000	77920000	chr9	77960000	77970000	-0.0340722583307864	0.666137105283287	unchanged	chr9	77967705	77968205	Elovl5	chr9	77917113	77917613	0.019345	0.0229	0.003555	0.009792	50592	B				FALSE	FALSE
chr9_78100000_78125000_chr9_78425000_78450000	chr9	78100000	78125000	chr9	78425000	78450000	-0.102655971016873	0.344856489086912	unchanged	chr9	78108613	78109441	Cgas	chr9	78442987	78443487	0.025383	0.018168	-0.007215	-0.029054	334210	A				FALSE	FALSE
chr9_78100000_78125000_chr9_78425000_78450000	chr9	78100000	78125000	chr9	78425000	78450000	-0.102655971016873	0.344856489086912	unchanged	chr9	78113077	78113577	Cgas	chr9	78442987	78443487	0.0145	0.021178	0.006678	0.008737	329910	A				FALSE	FALSE
chr9_78100000_78125000_chr9_78425000_78450000	chr9	78100000	78125000	chr9	78425000	78450000	-0.102655971016873	0.344856489086912	unchanged	chr9	78108613	78109441	Mto1	chr9	78447957	78448457	0.030627	0.026753	-0.003874	-0.025862	339180	A				FALSE	FALSE
chr9_78325000_78350000_chr9_78525000_78550000	chr9	78325000	78350000	chr9	78525000	78550000	-0.0213482024287451	0.825648403302441	unchanged	chr9	78537097	78537597	Omt2b	chr9	78327338	78327838	0.038037	0.040615	0.002578	0.000969	209759	B				FALSE	FALSE
chr9_78350000_78360000_chr9_78440000_78450000	chr9	78350000	78360000	chr9	78440000	78450000	0.19576831049537	0.0551924311893787	unchanged	chr9	78447957	78448662	Gsta2	chr9	78355538	78356038	0	0.119739	0.119739	0.11593	92521.5	B				FALSE	FALSE
chr9_78425000_78450000_chr9_79775000_79800000	chr9	78425000	78450000	chr9	79775000	79800000	-0.209430050438979	0.0512385898943277	unchanged	chr9	78447957	78448662	4930429F24Rik	chr9	79793390	79793890	0.022806	0.009834	-0.012972	-0.054443	1345330.5	A				FALSE	FALSE
chr9_78425000_78450000_chr9_79775000_79800000	chr9	78425000	78450000	chr9	79775000	79800000	-0.209430050438979	0.0512385898943277	unchanged	chr9	78447957	78448662	Tmem30a	chr9	79793257	79793757	0.022805	0.009834	-0.012971	-0.054442	1345197.5	A				FALSE	FALSE
chr9_78425000_78450000_chr9_79775000_79800000	chr9	78425000	78450000	chr9	79775000	79800000	-0.209430050438979	0.0512385898943277	unchanged	chr9	79793257	79793890	Mto1	chr9	78447957	78448457	0.041993	0.021415	-0.020578	-0.081166	1345366.5	B				FALSE	FALSE
chr9_78440000_78450000_chr9_79790000_79800000	chr9	78440000	78450000	chr9	79790000	79800000	-0.414092441737457	0.016594460605586	down_in_mutant	chr9	78447957	78448662	4930429F24Rik	chr9	79793390	79793890	0.022806	0.009834	-0.012972	-0.054443	1345330.5	A	loop_2415	Repressed_Promoter-Other	weak_differential	TRUE	TRUE
chr9_78440000_78450000_chr9_79790000_79800000	chr9	78440000	78450000	chr9	79790000	79800000	-0.414092441737457	0.016594460605586	down_in_mutant	chr9	78447957	78448662	Tmem30a	chr9	79793257	79793757	0.022805	0.009834	-0.012971	-0.054442	1345197.5	A	loop_2415	Repressed_Promoter-Other	weak_differential	TRUE	TRUE
chr9_78440000_78450000_chr9_79790000_79800000	chr9	78440000	78450000	chr9	79790000	79800000	-0.414092441737457	0.016594460605586	down_in_mutant	chr9	79793257	79793890	Mto1	chr9	78447957	78448457	0.041993	0.021415	-0.020578	-0.081166	1345366.5	B	loop_2415	Repressed_Promoter-Other	weak_differential	TRUE	TRUE
chr9_78775000_78800000_chr9_79700000_79725000	chr9	78775000	78800000	chr9	79700000	79725000	-0.183004849239529	0.0226875123203557	down_in_mutant	chr9	78787802	78788302	Col12a1	chr9	79718581	79719081	0.0555	0.054406	-0.001094	-0.030098	930779	A				TRUE	FALSE
chr9_78785000_78790000_chr9_79715000_79720000	chr9	78785000	78790000	chr9	79715000	79720000	-0.197113548218817	0.146734205384577	unchanged	chr9	78787802	78788302	Col12a1	chr9	79718581	79719081	0.0555	0.054406	-0.001094	-0.030098	930779	A				FALSE	FALSE
chr9_79025000_79050000_chr9_79275000_79300000	chr9	79025000	79050000	chr9	79275000	79300000	-0.31380036229466	0.0018122443100358	down_in_mutant	chr9	79295190	79295690	Gm35024	chr9	79029502	79030002	0.036289	0.021734	-0.014555	-0.068574	265688	B	loop_8984	Active_Enhancer-Active_Enhancer	weak_differential	TRUE	TRUE
chr9_79025000_79050000_chr9_79700000_79725000	chr9	79025000	79050000	chr9	79700000	79725000	-0.0278741852178917	0.716277412615375	unchanged	chr9	79035625	79036125	Col12a1	chr9	79718581	79719081	0.04948	0.021548	-0.027932	-0.05906	682956	A				FALSE	FALSE
chr9_79025000_79050000_chr9_79700000_79725000	chr9	79025000	79050000	chr9	79700000	79725000	-0.0278741852178917	0.716277412615375	unchanged	chr9	79038951	79039451	Col12a1	chr9	79718581	79719081	0.040517	0.01506	-0.025457	-0.051452	679630	A				FALSE	FALSE
chr9_79030000_79040000_chr9_79290000_79300000	chr9	79030000	79040000	chr9	79290000	79300000	-0.481854557237322	0.0001306749303275	down_in_mutant	chr9	79295190	79295690	Gm35024	chr9	79029502	79030002	0.036289	0.021734	-0.014555	-0.068574	265688	B	loop_8889	Active_Enhancer-Active_Enhancer	weak_differential	TRUE	TRUE
chr9_79100000_79125000_chr9_79700000_79725000	chr9	79100000	79125000	chr9	79700000	79725000	-0.0870108671624234	0.176710305684013	unchanged	chr9	79109555	79110055	Col12a1	chr9	79718581	79719081	0.01958	0.022008	0.002428	-0.007255	609026	A				FALSE	FALSE
chr9_79275000_79300000_chr9_79700000_79725000	chr9	79275000	79300000	chr9	79700000	79725000	-0.153799325570436	0.037711785016731	down_in_mutant	chr9	79295190	79295690	Col12a1	chr9	79718581	79719081	0.046425	0.023184	-0.023241	-0.051869	423391	A				TRUE	FALSE
chr9_79755000_79760000_chr9_79790000_79795000	chr9	79755000	79760000	chr9	79790000	79795000	-0.0494540563012636	0.651360026123979	unchanged	chr9	79759438	79760128	4930429F24Rik	chr9	79793390	79793890	0.155356	0.166459	0.011103	0.004946	33857	A				FALSE	FALSE
chr9_79755000_79760000_chr9_79790000_79795000	chr9	79755000	79760000	chr9	79790000	79795000	-0.0494540563012636	0.651360026123979	unchanged	chr9	79759438	79760128	Tmem30a	chr9	79793257	79793757	0.155382	0.166487	0.011105	0.004953	33724	A				FALSE	FALSE
chr9_79755000_79760000_chr9_79790000_79795000	chr9	79755000	79760000	chr9	79790000	79795000	-0.0494540563012636	0.651360026123979	unchanged	chr9	79793257	79793890	Cox7a2	chr9	79759628	79760128	0.150169	0.18685	0.036681	0.104785	33695.5	B				FALSE	FALSE
chr9_79775000_79800000_chr9_80150000_80175000	chr9	79775000	79800000	chr9	80150000	80175000	-0.0247213233748307	0.834868269073658	unchanged	chr9	79793257	79793890	Myo6	chr9	80164780	80165280	0.022448	0.021451	-0.000997	-0.014299	371456.5	A				FALSE	FALSE
chr9_79775000_79800000_chr9_80150000_80175000	chr9	79775000	79800000	chr9	80150000	80175000	-0.0247213233748307	0.834868269073658	unchanged	chr9	80164723	80165280	4930429F24Rik	chr9	79793390	79793890	0.031969	0.023677	-0.008292	-0.038945	371361.5	B				FALSE	FALSE
chr9_79775000_79800000_chr9_80150000_80175000	chr9	79775000	79800000	chr9	80150000	80175000	-0.0247213233748307	0.834868269073658	unchanged	chr9	80164723	80165280	Tmem30a	chr9	79793257	79793757	0.031969	0.023676	-0.008293	-0.038947	371494.5	B				FALSE	FALSE
chr9_82970000_82980000_chr9_83140000_83150000	chr9	82970000	82980000	chr9	83140000	83150000	0.113206158478504	0.39758045888473	unchanged	chr9	82974022	82974522	Gm29054	chr9	83145664	83146164	0.001803	0.023	0.021197	0.076252	171642	A				FALSE	FALSE
chr9_82970000_82980000_chr9_83140000_83150000	chr9	82970000	82980000	chr9	83140000	83150000	0.113206158478504	0.39758045888473	unchanged	chr9	82975266	82975988	Gm29054	chr9	83145664	83146164	0.046267	0.045897	-0.00037	0.010436	170287	A				FALSE	FALSE
chr9_82970000_82980000_chr9_83140000_83150000	chr9	82970000	82980000	chr9	83140000	83150000	0.113206158478504	0.39758045888473	unchanged	chr9	82974022	82974522	Hmgn3	chr9	83146435	83146935	0.001795	0.023007	0.021212	0.076301	172413	A				FALSE	FALSE
chr9_82970000_82980000_chr9_83140000_83150000	chr9	82970000	82980000	chr9	83140000	83150000	0.113206158478504	0.39758045888473	unchanged	chr9	82975266	82975988	Hmgn3	chr9	83146435	83146935	0.046274	0.045903	-0.000371	0.010435	171058	A				FALSE	FALSE
chr9_82970000_82980000_chr9_83140000_83150000	chr9	82970000	82980000	chr9	83140000	83150000	0.113206158478504	0.39758045888473	unchanged	chr9	83145577	83146164	Phip	chr9	82975266	82975766	0.023084	0.030378	0.007294	0.024317	170354.5	B				FALSE	FALSE
chr9_82970000_82980000_chr9_83140000_83150000	chr9	82970000	82980000	chr9	83140000	83150000	0.113206158478504	0.39758045888473	unchanged	chr9	83146308	83146935	Phip	chr9	82975266	82975766	0.023632	0.029759	0.006127	0.019764	171105.5	B				FALSE	FALSE
chr9_82970000_82980000_chr9_83440000_83450000	chr9	82970000	82980000	chr9	83440000	83450000	-0.156417646624255	0.263741333387281	unchanged	chr9	82975266	82975988	Lca5	chr9	83440877	83441377	0.029328	0.031232	0.001904	-0.024086	465500	A				FALSE	FALSE
chr9_82970000_82980000_chr9_83440000_83450000	chr9	82970000	82980000	chr9	83440000	83450000	-0.156417646624255	0.263741333387281	unchanged	chr9	83440868	83441377	Phip	chr9	82975266	82975766	0.050485	0.032927	-0.017558	-0.075126	465606.5	B				FALSE	FALSE
chr9_82970000_82980000_chr9_83440000_83450000	chr9	82970000	82980000	chr9	83440000	83450000	-0.156417646624255	0.263741333387281	unchanged	chr9	83447765	83448265	Phip	chr9	82975266	82975766	0.035567	0.018061	-0.017506	-0.072599	472499	B				FALSE	FALSE
chr9_82975000_83000000_chr9_83125000_83150000	chr9	82975000	83000000	chr9	83125000	83150000	0.0032089602622139	0.982916592173303	unchanged	chr9	82975266	82975988	Gm29054	chr9	83145664	83146164	0.046267	0.045897	-0.00037	0.010436	170287	A				FALSE	FALSE
chr9_82975000_83000000_chr9_83125000_83150000	chr9	82975000	83000000	chr9	83125000	83150000	0.0032089602622139	0.982916592173303	unchanged	chr9	82975266	82975988	Hmgn3	chr9	83146435	83146935	0.046274	0.045903	-0.000371	0.010435	171058	A				FALSE	FALSE
chr9_82975000_83000000_chr9_83125000_83150000	chr9	82975000	83000000	chr9	83125000	83150000	0.0032089602622139	0.982916592173303	unchanged	chr9	83145577	83146164	Phip	chr9	82975266	82975766	0.023084	0.030378	0.007294	0.024317	170354.5	B				FALSE	FALSE
chr9_82975000_83000000_chr9_83125000_83150000	chr9	82975000	83000000	chr9	83125000	83150000	0.0032089602622139	0.982916592173303	unchanged	chr9	83146308	83146935	Phip	chr9	82975266	82975766	0.023632	0.029759	0.006127	0.019764	171105.5	B				FALSE	FALSE
chr9_82975000_83000000_chr9_83425000_83450000	chr9	82975000	83000000	chr9	83425000	83450000	-0.0412044589001191	0.674117876886416	unchanged	chr9	82975266	82975988	Lca5	chr9	83440877	83441377	0.029328	0.031232	0.001904	-0.024086	465500	A				FALSE	FALSE
chr9_82975000_83000000_chr9_83425000_83450000	chr9	82975000	83000000	chr9	83425000	83450000	-0.0412044589001191	0.674117876886416	unchanged	chr9	83440868	83441377	Phip	chr9	82975266	82975766	0.050485	0.032927	-0.017558	-0.075126	465606.5	B				FALSE	FALSE
chr9_82975000_83000000_chr9_83425000_83450000	chr9	82975000	83000000	chr9	83425000	83450000	-0.0412044589001191	0.674117876886416	unchanged	chr9	83447765	83448265	Phip	chr9	82975266	82975766	0.035567	0.018061	-0.017506	-0.072599	472499	B				FALSE	FALSE
chr9_83140000_83150000_chr9_83440000_83450000	chr9	83140000	83150000	chr9	83440000	83450000	-0.206949109558197	0.207199388356567	unchanged	chr9	83145577	83146164	Lca5	chr9	83440877	83441377	0.01331	0.021276	0.007966	0.018446	295256.5	A				FALSE	FALSE
chr9_83140000_83150000_chr9_83440000_83450000	chr9	83140000	83150000	chr9	83440000	83450000	-0.206949109558197	0.207199388356567	unchanged	chr9	83146308	83146935	Lca5	chr9	83440877	83441377	0.013621	0.020837	0.007216	0.015001	294505.5	A				FALSE	FALSE
chr9_83140000_83150000_chr9_83440000_83450000	chr9	83140000	83150000	chr9	83440000	83450000	-0.206949109558197	0.207199388356567	unchanged	chr9	83440868	83441377	Gm29054	chr9	83145664	83146164	0.045918	0.033889	-0.012029	-0.031337	295208.5	B				FALSE	FALSE
chr9_83140000_83150000_chr9_83440000_83450000	chr9	83140000	83150000	chr9	83440000	83450000	-0.206949109558197	0.207199388356567	unchanged	chr9	83447765	83448265	Gm29054	chr9	83145664	83146164	0.024086	0.020577	-0.003509	-0.006424	302101	B				FALSE	FALSE
chr9_83140000_83150000_chr9_83440000_83450000	chr9	83140000	83150000	chr9	83440000	83450000	-0.206949109558197	0.207199388356567	unchanged	chr9	83440868	83441377	Hmgn3	chr9	83146435	83146935	0.045912	0.033885	-0.012027	-0.031332	294437.5	B				FALSE	FALSE
chr9_83140000_83150000_chr9_83440000_83450000	chr9	83140000	83150000	chr9	83440000	83450000	-0.206949109558197	0.207199388356567	unchanged	chr9	83447765	83448265	Hmgn3	chr9	83146435	83146935	0.024084	0.020574	-0.00351	-0.006428	301330	B				FALSE	FALSE
chr9_83440000_83450000_chr9_83540000_83550000	chr9	83440000	83450000	chr9	83540000	83550000	-0.271597900089558	0.0476701263730309	down_in_mutant	chr9	83440868	83441377	Sh3bgrl2	chr9	83548076	83548576	0.105934	0.080041	-0.025893	-0.155057	107203.5	A				TRUE	FALSE
chr9_83440000_83450000_chr9_83540000_83550000	chr9	83440000	83450000	chr9	83540000	83550000	-0.271597900089558	0.0476701263730309	down_in_mutant	chr9	83447765	83448265	Sh3bgrl2	chr9	83548076	83548576	0.062741	0.05469	-0.008051	-0.073691	100311	A				TRUE	FALSE
chr9_83440000_83450000_chr9_83540000_83550000	chr9	83440000	83450000	chr9	83540000	83550000	-0.271597900089558	0.0476701263730309	down_in_mutant	chr9	83548044	83548576	Lca5	chr9	83440877	83441377	0.031817	0.018565	-0.013252	-0.089481	107183	B				TRUE	FALSE
chr9_83480000_83490000_chr9_83540000_83550000	chr9	83480000	83490000	chr9	83540000	83550000	-0.15715381018037	0.214868155080236	unchanged	chr9	83488145	83489020	Sh3bgrl2	chr9	83548076	83548576	0.058533	0.063068	0.004535	-0.038742	59743.5	A				FALSE	FALSE
chr9_83800000_83810000_chr9_83920000_83930000	chr9	83800000	83810000	chr9	83920000	83930000	0.0831807668295794	0.46358879738604	unchanged	chr9	83805800	83806527	Bckdhb	chr9	83924894	83925394	0.032922	0.044544	0.011622	0.037984	118980.5	A				FALSE	FALSE
chr9_83800000_83810000_chr9_83920000_83930000	chr9	83800000	83810000	chr9	83920000	83930000	0.0831807668295794	0.46358879738604	unchanged	chr9	83805800	83806527	Gm36278	chr9	83924772	83925272	0.032923	0.044545	0.011622	0.037979	118858.5	A				FALSE	FALSE
chr9_83800000_83810000_chr9_83920000_83930000	chr9	83800000	83810000	chr9	83920000	83930000	0.0831807668295794	0.46358879738604	unchanged	chr9	83924772	83925526	Elovl4	chr9	83806027	83806527	0.05479	0.072869	0.018079	0.079246	118872	B				FALSE	FALSE
chr9_84325000_84350000_chr9_85325000_85350000	chr9	84325000	84350000	chr9	85325000	85350000	0.290055895403641	0.0220190956175833	up_in_mutant	chr9	84343635	84344135	Tent5a	chr9	85327098	85327598	0.00701	0.021915	0.014905	0.017401	983463	A				TRUE	FALSE
chr9_84340000_84350000_chr9_85320000_85330000	chr9	84340000	84350000	chr9	85320000	85330000	0.556334569566978	0.0025357930298162	up_in_mutant	chr9	84343635	84344135	Tent5a	chr9	85327098	85327598	0.00701	0.021915	0.014905	0.017401	983463	A	loop_21738	Repressed_Promoter-Other	moderate_differential	TRUE	TRUE
chr9_85725000_85750000_chr9_86550000_86575000	chr9	85725000	85750000	chr9	86550000	86575000	-0.183652368683468	0.011718891038398	down_in_mutant	chr9	85749014	85749584	Pgm3	chr9	86571592	86572092	0.059177	0.048556	-0.010621	-0.035671	822543	A				TRUE	FALSE
chr9_85725000_85750000_chr9_86550000_86575000	chr9	85725000	85750000	chr9	86550000	86575000	-0.183652368683468	0.011718891038398	down_in_mutant	chr9	85749014	85749584	Rwdd2a	chr9	86571740	86572240	0.059178	0.048557	-0.010621	-0.035672	822691	A				TRUE	FALSE
chr9_85725000_85750000_chr9_86550000_86575000	chr9	85725000	85750000	chr9	86550000	86575000	-0.183652368683468	0.011718891038398	down_in_mutant	chr9	86571581	86572240	Ibtk	chr9	85749084	85749584	0.023132	0.024001	0.000869	-0.012086	822576.5	B				TRUE	FALSE
chr9_85825000_85850000_chr9_86150000_86175000	chr9	85825000	85850000	chr9	86150000	86175000	-0.177283249623222	0.0597229452821153	unchanged	chr9	86166405	86166905	9330154J02Rik	chr9	85844073	85844573	0.032611	0.015479	-0.017132	-0.06354	322332	B				FALSE	FALSE
chr9_85825000_85850000_chr9_86150000_86175000	chr9	85825000	85850000	chr9	86150000	86175000	-0.177283249623222	0.0597229452821153	unchanged	chr9	86166405	86166905	Tpbg	chr9	85842129	85842629	0.032111	0.015288	-0.016823	-0.063566	324276	B				FALSE	FALSE
chr9_86460000_86470000_chr9_86570000_86580000	chr9	86460000	86470000	chr9	86570000	86580000	-0.218264054699095	0.0278185860654381	down_in_mutant	chr9	86464549	86465200	Pgm3	chr9	86571592	86572092	0.069111	0.055435	-0.013676	-0.047076	106967.5	A				TRUE	FALSE
chr9_86460000_86470000_chr9_86570000_86580000	chr9	86460000	86470000	chr9	86570000	86580000	-0.218264054699095	0.0278185860654381	down_in_mutant	chr9	86466903	86467533	Pgm3	chr9	86571592	86572092	0.072297	0.071963	-0.000334	0.010254	104624	A				TRUE	FALSE
chr9_86460000_86470000_chr9_86570000_86580000	chr9	86460000	86470000	chr9	86570000	86580000	-0.218264054699095	0.0278185860654381	down_in_mutant	chr9	86464549	86465200	Rwdd2a	chr9	86571740	86572240	0.069114	0.055437	-0.013677	-0.04708	107115.5	A				TRUE	FALSE
chr9_86460000_86470000_chr9_86570000_86580000	chr9	86460000	86470000	chr9	86570000	86580000	-0.218264054699095	0.0278185860654381	down_in_mutant	chr9	86466903	86467533	Rwdd2a	chr9	86571740	86572240	0.072302	0.071968	-0.000334	0.010255	104772	A				TRUE	FALSE
chr9_86460000_86470000_chr9_86570000_86580000	chr9	86460000	86470000	chr9	86570000	86580000	-0.218264054699095	0.0278185860654381	down_in_mutant	chr9	86571581	86572240	Dop1a	chr9	86466903	86467403	0.053275	0.068517	0.015242	0.057043	104757.5	B				TRUE	FALSE
chr9_86460000_86470000_chr9_86570000_86580000	chr9	86460000	86470000	chr9	86570000	86580000	-0.218264054699095	0.0278185860654381	down_in_mutant	chr9	86571581	86572240	Ube2cbp	chr9	86464700	86465200	0.044072	0.055007	0.010935	0.029293	106960.5	B				TRUE	FALSE
chr9_86550000_86575000_chr9_87000000_87025000	chr9	86550000	86575000	chr9	87000000	87025000	-0.130649279064439	0.172630317553149	unchanged	chr9	87015286	87016059	Pgm3	chr9	86571592	86572092	0.023534	0.021272	-0.002262	-0.005829	443830.5	B				FALSE	FALSE
chr9_86550000_86575000_chr9_87000000_87025000	chr9	86550000	86575000	chr9	87000000	87025000	-0.130649279064439	0.172630317553149	unchanged	chr9	87015286	87016059	Rwdd2a	chr9	86571740	86572240	0.023533	0.021272	-0.002261	-0.005829	443682.5	B				FALSE	FALSE
chr9_86875000_86900000_chr9_87000000_87025000	chr9	86875000	86900000	chr9	87000000	87025000	-0.048964632488109	0.436198871947951	unchanged	chr9	86879565	86880065	Cyb5r4	chr9	87021763	87022263	0.050914	0.050821	-9.3e-05	0.001935	142198	A				FALSE	FALSE
chr9_86875000_86900000_chr9_87000000_87025000	chr9	86875000	86900000	chr9	87000000	87025000	-0.048964632488109	0.436198871947951	unchanged	chr9	86880404	86881019	Cyb5r4	chr9	87021763	87022263	0.084992	0.080033	-0.004959	-0.027683	141301.5	A				FALSE	FALSE
chr9_86875000_86900000_chr9_87000000_87025000	chr9	86875000	86900000	chr9	87000000	87025000	-0.048964632488109	0.436198871947951	unchanged	chr9	86879565	86880065	Ripply2	chr9	87015286	87015786	0.045875	0.054828	0.008953	0.056055	135721	A				FALSE	FALSE
chr9_86875000_86900000_chr9_87000000_87025000	chr9	86875000	86900000	chr9	87000000	87025000	-0.048964632488109	0.436198871947951	unchanged	chr9	86880404	86881019	Ripply2	chr9	87015286	87015786	0.090316	0.090448	0.000132	-0.007416	134824.5	A				FALSE	FALSE
chr9_86875000_86900000_chr9_87000000_87025000	chr9	86875000	86900000	chr9	87000000	87025000	-0.048964632488109	0.436198871947951	unchanged	chr9	87015286	87016059	Snap91	chr9	86880404	86880904	0.105587	0.093416	-0.012171	-0.046728	135018.5	B				FALSE	FALSE
chr9_86875000_86900000_chr9_87000000_87025000	chr9	86875000	86900000	chr9	87000000	87025000	-0.048964632488109	0.436198871947951	unchanged	chr9	87021763	87022294	Snap91	chr9	86880404	86880904	0.086467	0.074928	-0.011539	-0.048005	141374.5	B				FALSE	FALSE
chr9_86880000_86890000_chr9_86970000_86980000	chr9	86880000	86890000	chr9	86970000	86980000	-0.0572614484643064	0.433084304264643	unchanged	chr9	86973516	86974016	Snap91	chr9	86880404	86880904	0.076894	0.050952	-0.025942	-0.139864	93112	B				FALSE	FALSE
chr9_86880000_86890000_chr9_86970000_86980000	chr9	86880000	86890000	chr9	86970000	86980000	-0.0572614484643064	0.433084304264643	unchanged	chr9	86976879	86977379	Snap91	chr9	86880404	86880904	0.030502	0.020127	-0.010375	-0.055998	96475	B				FALSE	FALSE
chr9_86970000_86975000_chr9_87015000_87020000	chr9	86970000	86975000	chr9	87015000	87020000	-0.15692109714944	0.100018555050809	unchanged	chr9	86973516	86974016	Ripply2	chr9	87015286	87015786	0.081736	0.043326	-0.03841	-0.266096	41770	A				FALSE	FALSE
chr9_87725000_87750000_chr9_88525000_88550000	chr9	87725000	87750000	chr9	88525000	88550000	-0.0746253695705121	0.48557937891364	unchanged	chr9	88547769	88548497	Tbx18	chr9	87731010	87731510	0.051728	0.059264	0.007536	0.006183	816873	B				FALSE	FALSE
chr9_88325000_88330000_chr9_88360000_88365000	chr9	88325000	88330000	chr9	88360000	88365000	-0.199080749460381	0.0447612670899418	down_in_mutant	chr9	88363071	88363571	Nt5e	chr9	88326946	88327446	0.167685	0.14018	-0.027505	-0.191315	36125	B				TRUE	FALSE
chr9_88430000_88440000_chr9_88520000_88530000	chr9	88430000	88440000	chr9	88520000	88530000	-0.136483908916863	0.0822595218705961	unchanged	chr9	88438708	88439238	Snhg5	chr9	88523312	88523812	0.106784	0.100585	-0.006199	-0.048365	84589	A				FALSE	FALSE
chr9_88430000_88440000_chr9_88520000_88530000	chr9	88430000	88440000	chr9	88520000	88530000	-0.136483908916863	0.0822595218705961	unchanged	chr9	88522791	88523291	Snx14	chr9	88438708	88439208	0.031445	0.025671	-0.005774	-0.029366	84083	B				FALSE	FALSE
chr9_88430000_88440000_chr9_88540000_88550000	chr9	88430000	88440000	chr9	88540000	88550000	-0.182431788163455	0.0175289383806736	down_in_mutant	chr9	88438708	88439238	Zfp949	chr9	88547769	88548269	0.130908	0.10101	-0.029898	-0.102791	109046	A				TRUE	FALSE
chr9_88430000_88440000_chr9_88540000_88550000	chr9	88430000	88440000	chr9	88540000	88550000	-0.182431788163455	0.0175289383806736	down_in_mutant	chr9	88547769	88548497	Snx14	chr9	88438708	88439208	0.091423	0.070861	-0.020562	-0.103946	109175	B				TRUE	FALSE
chr9_88435000_88440000_chr9_88480000_88485000	chr9	88435000	88440000	chr9	88480000	88485000	-0.0136149675899481	0.941834688863078	unchanged	chr9	88438708	88439238	Syncrip	chr9	88482324	88482824	0.11278	0.111985	-0.000795	0.013472	43601	A				FALSE	FALSE
chr9_88435000_88440000_chr9_88480000_88485000	chr9	88435000	88440000	chr9	88480000	88485000	-0.0136149675899481	0.941834688863078	unchanged	chr9	88481753	88482253	Snx14	chr9	88438708	88439208	0.022978	0.024309	0.001331	0.005843	43045	B				FALSE	FALSE
chr9_88435000_88440000_chr9_88480000_88485000	chr9	88435000	88440000	chr9	88480000	88485000	-0.0136149675899481	0.941834688863078	unchanged	chr9	88482324	88483252	Snx14	chr9	88438708	88439208	0.071877	0.0673	-0.004577	-0.024716	43830	B				FALSE	FALSE
chr9_88480000_88485000_chr9_88520000_88525000	chr9	88480000	88485000	chr9	88520000	88525000	-0.0663711524014477	0.530527942230404	unchanged	chr9	88481753	88482253	Snhg5	chr9	88523312	88523812	0.050834	0.046267	-0.004567	-0.029793	41559	A				FALSE	FALSE
chr9_88480000_88485000_chr9_88520000_88525000	chr9	88480000	88485000	chr9	88520000	88525000	-0.0663711524014477	0.530527942230404	unchanged	chr9	88482324	88483252	Snhg5	chr9	88523312	88523812	0.159127	0.128301	-0.030826	-0.162484	40774	A				FALSE	FALSE
chr9_88480000_88485000_chr9_88520000_88525000	chr9	88480000	88485000	chr9	88520000	88525000	-0.0663711524014477	0.530527942230404	unchanged	chr9	88522791	88523291	Syncrip	chr9	88482324	88482824	0.073487	0.054459	-0.019028	-0.086958	40467	B				FALSE	FALSE
chr9_88480000_88485000_chr9_88520000_88525000	chr9	88480000	88485000	chr9	88520000	88525000	-0.0663711524014477	0.530527942230404	unchanged	chr9	88523312	88523812	Syncrip	chr9	88482324	88482824	0.030001	0.024381	-0.00562	-0.024388	40988	B				FALSE	FALSE
chr9_88480000_88490000_chr9_88540000_88550000	chr9	88480000	88490000	chr9	88540000	88550000	-0.0747644651353611	0.334015877912526	unchanged	chr9	88481753	88482253	Zfp949	chr9	88547769	88548269	0.03034	0.038902	0.008562	0.050953	66016	A				FALSE	FALSE
chr9_88480000_88490000_chr9_88540000_88550000	chr9	88480000	88490000	chr9	88540000	88550000	-0.0747644651353611	0.334015877912526	unchanged	chr9	88482324	88483252	Zfp949	chr9	88547769	88548269	0.094998	0.107803	0.012805	0.091944	65231	A				FALSE	FALSE
chr9_88480000_88490000_chr9_88540000_88550000	chr9	88480000	88490000	chr9	88540000	88550000	-0.0747644651353611	0.334015877912526	unchanged	chr9	88547769	88548497	Syncrip	chr9	88482324	88482824	0.104066	0.125811	0.021745	0.128694	65559	B				FALSE	FALSE
