stripe_id	direction	body_bins	frac_A1	frac_A2	frac_B1	frac_B2	timepoint
stripe_5882	unchanged	9	0.6667	0.3333	0	0	250402
stripe_5878	unchanged	12	0.8333	0.1667	0	0	250402
stripe_5885	lost	9	0.7778	0.2222	0	0	250402
stripe_5886	gained	8	0.75	0.25	0	0	250402
stripe_5884	gained	6	0.6667	0.3333	0	0	250402
stripe_5887	unchanged	8	0.75	0.25	0	0	250402
stripe_5881	unchanged	7	0.7143	0.2857	0	0	250402
stripe_5888	unchanged	5	1	0	0	0	250402
stripe_5894	unchanged	10	0.9	0.1	0	0	250402
stripe_5890	unchanged	3	1	0	0	0	250402
stripe_5892	gained	6	0.8333	0.1667	0	0	250402
stripe_5893	unchanged	7	0.8571	0.1429	0	0	250402
stripe_5889	gained	8	0.875	0.125	0	0	250402
stripe_5891	unchanged	7	0.8571	0.1429	0	0	250402
stripe_5895	lost	5	0.8	0.2	0	0	250402
stripe_5896	gained	4	1	0	0	0	250402
stripe_5897	gained	4	0.5	0.5	0	0	250402
stripe_5898	unchanged	7	0.1429	0	0.4286	0.4286	250402
stripe_5899	gained	4	0	0	0.75	0.25	250402
stripe_5900	unchanged	14	0.2143	0.0714	0	0.7143	250402
stripe_5901	lost	4	0.75	0	0	0.25	250402
stripe_2867	gained	16	0.625	0.0625	0.25	0.0625	250402
stripe_5903	lost	8	0.875	0.125	0	0	250402
stripe_5904	gained	8	0.875	0.125	0	0	250402
stripe_5907	lost	15	0.6667	0.0667	0.2667	0	250402
stripe_5905	unchanged	7	0.8571	0.1429	0	0	250402
stripe_5902	unchanged	7	0.8571	0.1429	0	0	250402
stripe_5906	unchanged	6	0.6667	0	0.3333	0	250402
stripe_5910	unchanged	10	0.4	0.3	0.2	0.1	250402
stripe_5908	gained	6	0.1667	0.5	0.3333	0	250402
stripe_5909	unchanged	8	0.25	0.25	0.25	0.25	250402
stripe_5911	gained	13	0.2308	0.3846	0	0.3846	250402
stripe_5912	gained	8	0.375	0.5	0	0.125	250402
stripe_5913	gained	7	0.4286	0.5714	0	0	250402
stripe_5921	lost	10	0.7	0.3	0	0	250402
stripe_5922	gained	10	0.7	0.3	0	0	250402
stripe_5914	lost	3	1	0	0	0	250402
stripe_5924	gained	11	0.5455	0.4545	0	0	250402
stripe_5915	unchanged	11	0.4545	0.5455	0	0	250402
stripe_5920	unchanged	6	0.6667	0.3333	0	0	250402
stripe_5925	unchanged	10	0.5	0.5	0	0	250402
stripe_5916	unchanged	13	0.3077	0.6923	0	0	250402
stripe_5917	lost	11	0.3636	0.6364	0	0	250402
stripe_5926	lost	9	0.4444	0.5556	0	0	250402
stripe_5927	gained	9	0.4444	0.5556	0	0	250402
stripe_5918	gained	7	0.5714	0.4286	0	0	250402
stripe_5923	gained	4	1	0	0	0	250402
stripe_5919	unchanged	4	0.5	0.5	0	0	250402
stripe_5928	unchanged	5	0	0.4	0	0.6	250402
stripe_5929	lost	4	0.5	0.5	0	0	250402
stripe_5930	unchanged	3	0.3333	0.6667	0	0	250402
stripe_5931	unchanged	4	0.5	0.5	0	0	250402
stripe_5934	lost	10	0.4	0.3	0.3	0	250402
stripe_5935	unchanged	12	0.5	0.25	0.25	0	250402
stripe_5932	unchanged	9	0.6667	0.3333	0	0	250402
stripe_5933	gained	8	0.75	0.125	0	0.125	250402
stripe_5939	unchanged	20	0.3	0.2	0.1	0.4	250402
stripe_5936	unchanged	13	0.2308	0.4615	0.1538	0.1538	250402
stripe_5937	lost	9	0.2222	0.4444	0.2222	0.1111	250402
stripe_5940	unchanged	10	0.3	0.5	0.2	0	250402
stripe_5938	gained	7	0.4286	0.5714	0	0	250402
stripe_2887	unchanged	12	0.6667	0.1667	0.1667	0	250402
stripe_5941	unchanged	16	0.6875	0.0625	0.25	0	250402
stripe_5945	unchanged	14	0.6429	0.0714	0.2857	0	250402
stripe_5942	gained	15	0.7333	0	0.2667	0	250402
stripe_5944	unchanged	7	1	0	0	0	250402
stripe_5943	unchanged	5	1	0	0	0	250402
stripe_2886	gained	14	0.6429	0.0714	0.2857	0	250402
stripe_5946	unchanged	7	0.8571	0.1429	0	0	250402
stripe_5949	unchanged	11	0	0	0	1	250402
stripe_5955	gained	16	0	0.125	0	0.875	250402
stripe_5947	gained	12	0	0.1667	0	0.8333	250402
stripe_5948	unchanged	13	0	0.1538	0	0.8462	250402
stripe_5952	gained	5	0	0	0	1	250402
stripe_5953	unchanged	7	0	0.2857	0	0.7143	250402
stripe_5950	gained	6	0	0.3333	0	0.6667	250402
stripe_5951	gained	10	0	0.2	0	0.8	250402
stripe_5954	gained	4	0	0.25	0	0.75	250402
stripe_5963	unchanged	10	0.9	0	0.1	0	250402
stripe_5956	unchanged	4	1	0	0	0	250402
stripe_5957	gained	4	1	0	0	0	250402
stripe_5959	lost	6	1	0	0	0	250402
stripe_5960	lost	7	1	0	0	0	250402
stripe_5964	unchanged	10	1	0	0	0	250402
stripe_5962	lost	5	1	0	0	0	250402
stripe_5958	unchanged	5	1	0	0	0	250402
stripe_5961	unchanged	7	1	0	0	0	250402
stripe_5965	gained	5	1	0	0	0	250402
stripe_5966	unchanged	5	1	0	0	0	250402
stripe_5967	unchanged	5	0.2	0.8	0	0	250402
stripe_5968	unchanged	10	0.8	0.2	0	0	250402
stripe_5974	unchanged	11	0.9091	0.0909	0	0	250402
stripe_5969	unchanged	14	1	0	0	0	250402
stripe_5970	lost	8	1	0	0	0	250402
stripe_5971	gained	5	1	0	0	0	250402
stripe_5973	unchanged	6	1	0	0	0	250402
stripe_5972	lost	6	1	0	0	0	250402
stripe_5978	gained	6	1	0	0	0	250402
stripe_5975	lost	8	0.875	0.125	0	0	250402
stripe_5976	gained	7	1	0	0	0	250402
stripe_5977	unchanged	5	1	0	0	0	250402
stripe_5980	lost	7	0.7143	0.2857	0	0	250402
stripe_5979	unchanged	6	0.5	0.3333	0	0.1667	250402
stripe_5981	lost	16	0.25	0	0.25	0.5	250402
stripe_5982	unchanged	12	0.8333	0	0.1667	0	250402
stripe_5983	unchanged	5	0.6	0	0.4	0	250402
stripe_5984	gained	5	1	0	0	0	250402
stripe_5991	gained	4	1	0	0	0	250402
stripe_5994	lost	7	1	0	0	0	250402
stripe_5995	gained	7	1	0	0	0	250402
stripe_2900	lost	11	1	0	0	0	250402
stripe_5985	unchanged	14	0.7857	0.2143	0	0	250402
stripe_2901	gained	8	1	0	0	0	250402
stripe_5993	unchanged	4	1	0	0	0	250402
stripe_5989	lost	12	0.75	0.25	0	0	250402
stripe_5990	gained	13	0.7692	0.2308	0	0	250402
stripe_5992	unchanged	5	1	0	0	0	250402
stripe_5998	gained	7	1	0	0	0	250402
stripe_6001	gained	9	0.7778	0.2222	0	0	250402
stripe_5996	unchanged	9	0.6667	0.3333	0	0	250402
stripe_6000	unchanged	5	0.8	0.2	0	0	250402
stripe_5997	gained	7	0.5714	0.4286	0	0	250402
stripe_5999	unchanged	7	0.5714	0.4286	0	0	250402
stripe_6003	lost	5	0.8	0.2	0	0	250402
stripe_6004	unchanged	9	0.8889	0.1111	0	0	250402
stripe_6002	gained	4	1	0	0	0	250402
stripe_6006	unchanged	16	0.4375	0	0.125	0.4375	250402
stripe_6005	gained	4	0.5	0	0.5	0	250402
stripe_6007	gained	7	0.4286	0	0.4286	0.1429	250402
stripe_6008	unchanged	3	0.6667	0	0.3333	0	250402
stripe_6011	unchanged	6	1	0	0	0	250402
stripe_6009	lost	7	1	0	0	0	250402
stripe_6010	lost	5	1	0	0	0	250402
stripe_6013	unchanged	5	1	0	0	0	250402
stripe_6012	lost	4	1	0	0	0	250402
stripe_6018	unchanged	13	0.3846	0.4615	0.1538	0	250402
stripe_6016	lost	11	0.2727	0.5455	0.1818	0	250402
stripe_6014	unchanged	12	0.5	0.3333	0.1667	0	250402
stripe_6020	lost	8	0.75	0.25	0	0	250402
stripe_6015	unchanged	8	0.75	0.25	0	0	250402
stripe_6019	unchanged	4	1	0	0	0	250402
stripe_6017	lost	5	0.8	0.2	0	0	250402
stripe_6021	unchanged	4	0	0.25	0.75	0	250402
stripe_2911	lost	11	0.4545	0.2727	0.2727	0	250402
stripe_6023	unchanged	5	0	0.6	0.4	0	250402
stripe_6022	unchanged	12	0.5	0.25	0.25	0	250402
stripe_6024	unchanged	6	0.8333	0.1667	0	0	250402
stripe_6025	unchanged	5	0.8	0.2	0	0	250402
stripe_6026	gained	5	0.8	0.2	0	0	250402
stripe_6027	lost	5	0.8	0.2	0	0	250402
stripe_6029	gained	6	0.1667	0.3333	0.3333	0.1667	250402
stripe_6028	lost	10	0.6	0.2	0.2	0	250402
stripe_6030	lost	7	0.8571	0.1429	0	0	250402
stripe_6031	unchanged	4	1	0	0	0	250402
stripe_6033	unchanged	4	0	0.75	0.25	0	250402
stripe_6032	unchanged	12	0	0.1667	0.5833	0.25	250402
stripe_6036	unchanged	6	0	0.1667	0.8333	0	250402
stripe_2918	gained	9	0	0.1111	0.7778	0.1111	250402
stripe_6038	unchanged	11	0	0.0909	0.6364	0.2727	250402
stripe_6034	gained	4	0	0.25	0.75	0	250402
stripe_6035	gained	4	0	0.25	0.75	0	250402
stripe_6037	unchanged	5	0	0	0.6	0.4	250402
stripe_6039	unchanged	5	0.6	0.2	0	0.2	250402
stripe_6041	gained	8	0.125	0.25	0.625	0	250402
stripe_6040	gained	4	0	0.25	0.75	0	250402
stripe_6042	gained	4	1	0	0	0	250402
stripe_6045	unchanged	12	0.3333	0.3333	0.1667	0.1667	250402
stripe_6043	gained	4	1	0	0	0	250402
stripe_6044	unchanged	9	0.4444	0.3333	0.2222	0	250402
stripe_2920	unchanged	23	0.1304	0.3913	0.087	0.3913	250402
stripe_6046	unchanged	3	0.6667	0.3333	0	0	250402
stripe_6047	unchanged	5	0.8	0.2	0	0	250402
stripe_6048	unchanged	5	0.4	0.4	0	0.2	250402
stripe_6051	unchanged	12	0.8333	0.1667	0	0	250402
stripe_6049	lost	5	1	0	0	0	250402
stripe_6050	unchanged	4	1	0	0	0	250402
stripe_6052	gained	6	0.6667	0	0.3333	0	250402
stripe_6054	gained	15	0.2	0.2667	0.1333	0.4	250402
stripe_6053	lost	5	0	0.6	0	0.4	250402
stripe_6055	unchanged	12	0.3333	0.25	0	0.4167	250402
stripe_6056	unchanged	8	0.75	0.25	0	0	250402
stripe_6057	unchanged	4	1	0	0	0	250402
stripe_6059	lost	6	0.6667	0.3333	0	0	250402
stripe_6058	unchanged	3	0.6667	0.3333	0	0	250402
stripe_6060	unchanged	3	0	0.6667	0	0.3333	250402
stripe_2928	gained	15	0.6	0.0667	0	0.3333	250402
stripe_6061	unchanged	10	0.7	0.1	0	0.2	250402
stripe_6066	unchanged	7	0.8571	0	0	0.1429	250402
stripe_6062	unchanged	6	1	0	0	0	250402
stripe_6063	lost	5	1	0	0	0	250402
stripe_6064	gained	5	1	0	0	0	250402
stripe_6065	gained	5	1	0	0	0	250402
stripe_6068	unchanged	13	0.3077	0.3846	0.0769	0.2308	250402
stripe_6069	lost	12	0.3333	0.4167	0.0833	0.1667	250402
stripe_6070	gained	12	0.3333	0.4167	0.0833	0.1667	250402
stripe_6067	gained	8	0.375	0.375	0	0.25	250402
stripe_6071	unchanged	7	0.4286	0	0.5714	0	250402
stripe_6072	unchanged	4	0.75	0	0.25	0	250402
stripe_6073	lost	4	0.75	0	0.25	0	250402
stripe_6075	unchanged	4	1	0	0	0	250402
stripe_6077	unchanged	6	1	0	0	0	250402
stripe_6078	unchanged	8	1	0	0	0	250402
stripe_2938	unchanged	8	1	0	0	0	250402
stripe_6074	unchanged	11	0.9091	0.0909	0	0	250402
stripe_6076	unchanged	8	0.875	0.125	0	0	250402
stripe_6079	unchanged	5	0.8	0.2	0	0	250402
stripe_6080	unchanged	3	1	0	0	0	250402
stripe_6081	unchanged	4	0.75	0	0	0.25	250402
stripe_6086	unchanged	12	0.75	0	0.1667	0.0833	250402
stripe_6083	gained	4	1	0	0	0	250402
stripe_6084	lost	5	1	0	0	0	250402
stripe_6082	unchanged	5	1	0	0	0	250402
stripe_6085	unchanged	4	1	0	0	0	250402
stripe_6087	lost	4	0.5	0	0.5	0	250402
stripe_6088	lost	5	0	0.6	0	0.4	250402
stripe_6089	gained	14	0.5714	0.2143	0.1429	0.0714	250402
stripe_6091	gained	6	0.3333	0.5	0	0.1667	250402
stripe_6090	unchanged	11	0.7273	0.0909	0.1818	0	250402
stripe_6092	lost	3	1	0	0	0	250402
stripe_6096	unchanged	10	0.8	0.2	0	0	250402
stripe_6094	unchanged	5	1	0	0	0	250402
stripe_6093	unchanged	2	1	0	0	0	250402
stripe_6095	gained	5	0.6	0.4	0	0	250402
stripe_6097	unchanged	4	0.75	0	0	0.25	250402
stripe_6098	unchanged	6	0.8333	0	0	0.1667	250402
stripe_6103	gained	11	0.5455	0.3636	0	0.0909	250402
stripe_2953	gained	21	0.619	0.3333	0	0.0476	250402
stripe_2954	lost	27	0.6296	0.2593	0.0741	0.037	250402
stripe_6101	lost	8	0.75	0.25	0	0	250402
stripe_6106	unchanged	17	0.5882	0.4118	0	0	250402
stripe_6099	unchanged	13	0.6154	0.3846	0	0	250402
stripe_2948	unchanged	31	0.6774	0.2258	0.0968	0	250402
stripe_6100	lost	15	0.6	0.4	0	0	250402
stripe_6102	unchanged	4	0.25	0.75	0	0	250402
stripe_6104	unchanged	4	0.5	0.5	0	0	250402
stripe_6108	unchanged	11	0.7273	0.2727	0	0	250402
stripe_6105	unchanged	14	0.7143	0.1429	0.1429	0	250402
stripe_6107	unchanged	14	0.7857	0.0714	0.1429	0	250402
stripe_2952	gained	16	0.8125	0.0625	0.125	0	250402
stripe_6109	unchanged	12	0.8333	0	0.1667	0	250402
stripe_6110	gained	4	1	0	0	0	250402
stripe_6116	unchanged	13	0.7692	0	0.2308	0	250402
stripe_6111	unchanged	4	1	0	0	0	250402
stripe_6112	gained	5	1	0	0	0	250402
stripe_6113	unchanged	4	1	0	0	0	250402
stripe_6114	unchanged	5	1	0	0	0	250402
stripe_6115	unchanged	3	0	0.6667	0.3333	0	250402
stripe_6117	unchanged	3	0.6667	0	0	0.3333	250402
stripe_6119	gained	6	0.3333	0	0.5	0.1667	250402
stripe_6123	unchanged	14	0.2857	0.1429	0.2857	0.2857	250402
stripe_6122	unchanged	10	0.2	0.2	0.3	0.3	250402
stripe_6118	gained	10	0.2	0.2	0.3	0.3	250402
stripe_6120	lost	7	0.1429	0.2857	0.1429	0.4286	250402
stripe_6121	unchanged	7	0.2857	0.4286	0.2857	0	250402
stripe_6127	lost	13	0	0.3077	0.0769	0.6154	250402
stripe_6128	gained	14	0	0.2857	0	0.7143	250402
stripe_6129	unchanged	18	0.0556	0.2222	0	0.7222	250402
stripe_6124	unchanged	16	0.0625	0.125	0	0.8125	250402
stripe_6125	gained	12	0	0.0833	0	0.9167	250402
stripe_6126	unchanged	17	0.4706	0.0588	0.1176	0.3529	250402
stripe_6130	unchanged	10	0.8	0	0.2	0	250402
stripe_2966	unchanged	10	0.8	0	0.2	0	250402
stripe_6131	unchanged	5	1	0	0	0	250402
stripe_6133	gained	6	0.6667	0	0.3333	0	250402
stripe_6132	lost	6	0.6667	0	0.3333	0	250402
stripe_6134	unchanged	3	0.3333	0	0	0.6667	250402
stripe_6135	gained	14	0	0	0	1	250402
stripe_6136	unchanged	4	0.25	0	0.5	0.25	250402
stripe_6137	unchanged	4	0.25	0	0.5	0.25	250402
stripe_6138	unchanged	3	0.3333	0	0.3333	0.3333	250402
stripe_6139	unchanged	6	1	0	0	0	250402
stripe_6141	unchanged	7	1	0	0	0	250402
stripe_6149	unchanged	10	1	0	0	0	250402
stripe_6152	lost	13	1	0	0	0	250402
stripe_6153	unchanged	14	1	0	0	0	250402
stripe_6140	unchanged	13	1	0	0	0	250402
stripe_6142	unchanged	4	1	0	0	0	250402
stripe_6146	unchanged	6	1	0	0	0	250402
stripe_6148	lost	6	1	0	0	0	250402
stripe_6151	gained	8	1	0	0	0	250402
stripe_6150	unchanged	7	1	0	0	0	250402
stripe_6143	gained	9	1	0	0	0	250402
stripe_6144	lost	5	1	0	0	0	250402
stripe_6145	gained	7	1	0	0	0	250402
stripe_6147	unchanged	7	1	0	0	0	250402
stripe_6155	unchanged	8	1	0	0	0	250402
stripe_6163	lost	12	1	0	0	0	250402
stripe_6164	gained	12	1	0	0	0	250402
stripe_6154	gained	10	1	0	0	0	250402
stripe_6156	unchanged	9	1	0	0	0	250402
stripe_6157	lost	7	1	0	0	0	250402
stripe_6161	unchanged	6	1	0	0	0	250402
stripe_6158	unchanged	7	1	0	0	0	250402
stripe_6159	gained	6	1	0	0	0	250402
stripe_6160	lost	8	1	0	0	0	250402
stripe_6162	unchanged	4	1	0	0	0	250402
stripe_6165	lost	9	0.8889	0	0	0.1111	250402
stripe_6166	gained	10	0.8	0	0.1	0.1	250402
stripe_6167	unchanged	10	0.8	0	0.1	0.1	250402
stripe_6183	unchanged	16	0.5	0	0.25	0.25	250402
stripe_6168	lost	9	0.8889	0	0.1111	0	250402
stripe_6169	gained	11	0.7273	0	0.2727	0	250402
stripe_6176	gained	5	1	0	0	0	250402
stripe_6177	unchanged	7	1	0	0	0	250402
stripe_6180	unchanged	10	0.8	0	0.2	0	250402
stripe_6170	unchanged	6	1	0	0	0	250402
stripe_6171	lost	5	1	0	0	0	250402
stripe_6172	gained	8	0.875	0	0.125	0	250402
stripe_6173	lost	5	1	0	0	0	250402
stripe_6174	unchanged	4	1	0	0	0	250402
stripe_6178	unchanged	6	0.8333	0	0.1667	0	250402
stripe_6181	unchanged	9	0.5556	0	0.3333	0.1111	250402
stripe_6175	gained	4	1	0	0	0	250402
stripe_6179	gained	5	0.2	0	0.6	0.2	250402
stripe_6188	unchanged	18	0.0556	0	0.2778	0.6667	250402
stripe_6186	unchanged	7	0	0	0.2857	0.7143	250402
stripe_6182	unchanged	15	0	0	0.1333	0.8667	250402
stripe_6185	lost	5	0	0	0.2	0.8	250402
stripe_2981	lost	15	0	0	0.1333	0.8667	250402
stripe_6189	unchanged	15	0	0	0.1333	0.8667	250402
stripe_6184	unchanged	8	0	0	0	1	250402
stripe_6187	gained	10	0	0	0.1	0.9	250402
stripe_2984	lost	18	0	0.1667	0.0556	0.7778	250402
stripe_6191	lost	5	0	0.4	0	0.6	250402
stripe_6190	lost	6	0	0.5	0	0.5	250402
stripe_6192	unchanged	4	0.75	0	0	0.25	250402
stripe_6193	gained	5	1	0	0	0	250402
stripe_6194	unchanged	10	0.3	0	0	0.7	250402
stripe_6196	gained	8	0	0.25	0	0.75	250402
stripe_6195	gained	6	0	0.3333	0	0.6667	250402
stripe_2987	unchanged	22	0.5455	0.0909	0.1818	0.1818	250402
stripe_6197	unchanged	6	0	0	0.3333	0.6667	250402
stripe_6200	gained	5	0.4	0	0.4	0.2	250402
stripe_6198	unchanged	12	0.75	0.1667	0.0833	0	250402
stripe_2989	lost	11	0.7273	0.1818	0.0909	0	250402
stripe_2990	gained	11	0.7273	0.1818	0.0909	0	250402
stripe_6199	lost	7	1	0	0	0	250402
stripe_6206	unchanged	9	0.7778	0.2222	0	0	250402
stripe_6203	gained	6	1	0	0	0	250402
stripe_6208	lost	12	0.8333	0.1667	0	0	250402
stripe_6210	unchanged	13	0.8462	0.1538	0	0	250402
stripe_6204	unchanged	6	0.8333	0.1667	0	0	250402
stripe_2998	unchanged	12	0.8333	0.1667	0	0	250402
stripe_6211	lost	13	0.7692	0.1538	0.0769	0	250402
stripe_6212	gained	16	0.625	0.125	0.25	0	250402
stripe_6201	lost	14	0.6429	0.1429	0.2143	0	250402
stripe_6202	unchanged	7	0.7143	0.2857	0	0	250402
stripe_6205	unchanged	7	0.7143	0.2857	0	0	250402
stripe_6209	gained	4	1	0	0	0	250402
stripe_6207	unchanged	7	0.5714	0	0.4286	0	250402
stripe_6215	gained	12	0.1667	0.1667	0.6667	0	250402
stripe_6213	lost	6	0.3333	0.3333	0.3333	0	250402
stripe_6214	unchanged	3	0.3333	0	0.6667	0	250402
stripe_6216	unchanged	16	0.4375	0.125	0.4375	0	250402
stripe_6218	unchanged	5	0.2	0.4	0.4	0	250402
stripe_6217	unchanged	10	0.5	0.2	0.3	0	250402
stripe_6221	unchanged	7	0.7143	0.2857	0	0	250402
stripe_6219	gained	5	1	0	0	0	250402
stripe_6220	unchanged	4	1	0	0	0	250402
stripe_6222	gained	7	0.4286	0.1429	0.4286	0	250402
stripe_6223	unchanged	6	0.3333	0.1667	0.5	0	250402
stripe_6226	lost	11	0.1818	0.2727	0.3636	0.1818	250402
stripe_6224	unchanged	5	0.4	0.4	0.2	0	250402
stripe_6225	unchanged	5	0	0.4	0.2	0.4	250402
stripe_3013	gained	23	0	0	0.2174	0.7826	250402
stripe_3016	unchanged	29	0	0	0.1724	0.8276	250402
stripe_6228	unchanged	18	0	0	0.2778	0.7222	250402
stripe_6227	gained	6	0	0	0	1	250402
stripe_6229	unchanged	12	0.1667	0	0.75	0.0833	250402
stripe_6232	unchanged	5	0	0	0.8	0.2	250402
stripe_3021	gained	7	0	0	0.8571	0.1429	250402
stripe_6235	unchanged	10	0.1	0	0.9	0	250402
stripe_6230	lost	20	0.3	0	0.7	0	250402
stripe_6231	gained	20	0.3	0	0.7	0	250402
stripe_3019	lost	21	0.3333	0	0.6667	0	250402
stripe_6234	gained	7	0	0	1	0	250402
stripe_6233	unchanged	19	0.3158	0	0.6842	0	250402
stripe_6236	unchanged	3	1	0	0	0	250402
stripe_6237	unchanged	8	0.25	0	0.75	0	250402
stripe_6239	unchanged	8	0.25	0	0.75	0	250402
stripe_6238	gained	10	0.3	0	0.7	0	250402
stripe_3025	gained	21	0.2857	0	0.7143	0	250402
stripe_6241	gained	11	0.2727	0	0.7273	0	250402
stripe_6242	unchanged	12	0.3333	0	0.6667	0	250402
stripe_6240	unchanged	8	0.375	0	0.625	0	250402
stripe_6247	unchanged	14	0.2857	0	0.7143	0	250402
stripe_6246	unchanged	6	0.5	0	0.5	0	250402
stripe_6243	unchanged	7	0.4286	0	0.5714	0	250402
stripe_6245	gained	4	0.75	0	0.25	0	250402
stripe_6244	unchanged	5	0.2	0	0.8	0	250402
stripe_3031	unchanged	32	0.125	0.0625	0.3438	0.4688	250402
stripe_6248	unchanged	11	0	0	0.0909	0.9091	250402
stripe_3032	unchanged	27	0.1481	0.0741	0.3333	0.4444	250402
stripe_6252	unchanged	17	0	0	0.4118	0.5882	250402
stripe_6251	lost	12	0	0	0.4167	0.5833	250402
stripe_6249	gained	15	0.1333	0	0.4667	0.4	250402
stripe_3034	gained	17	0.2353	0	0.4118	0.3529	250402
stripe_3035	unchanged	15	0.2667	0	0.4667	0.2667	250402
stripe_6250	gained	13	0.3077	0	0.6923	0	250402
stripe_6253	unchanged	12	0.3333	0	0.6667	0	250402
stripe_6254	unchanged	11	0.3636	0	0.6364	0	250402
stripe_6255	unchanged	8	0.5	0.125	0.375	0	250402
stripe_6258	unchanged	6	0.3333	0.3333	0	0.3333	250402
stripe_6256	unchanged	3	0.6667	0	0	0.3333	250402
stripe_6257	gained	4	1	0	0	0	250402
stripe_6260	gained	4	1	0	0	0	250402
stripe_6259	gained	4	0.5	0.5	0	0	250402
stripe_6261	unchanged	7	0.7143	0.2857	0	0	250402
stripe_3041	gained	6	0.6667	0.3333	0	0	250402
stripe_6267	unchanged	14	0.8571	0.1429	0	0	250402
stripe_6262	unchanged	5	1	0	0	0	250402
stripe_6263	unchanged	4	1	0	0	0	250402
stripe_6264	lost	5	1	0	0	0	250402
stripe_6268	unchanged	10	0.9	0	0.1	0	250402
stripe_3043	unchanged	8	1	0	0	0	250402
stripe_6265	gained	4	1	0	0	0	250402
stripe_6270	unchanged	12	0.75	0	0.25	0	250402
stripe_6266	unchanged	5	0.8	0	0.2	0	250402
stripe_6271	unchanged	6	0.6667	0.3333	0	0	250402
stripe_6269	gained	4	0.75	0.25	0	0	250402
stripe_6273	unchanged	8	0.375	0.25	0.375	0	250402
stripe_3053	lost	24	0.25	0.125	0.5	0.125	250402
stripe_6272	gained	2	0	0	1	0	250402
stripe_6281	gained	8	0	0.375	0.5	0.125	250402
stripe_6278	unchanged	6	0	0.5	0.5	0	250402
stripe_6284	unchanged	10	0	0.3	0.7	0	250402
stripe_6286	lost	13	0.2308	0.2308	0.5385	0	250402
stripe_6274	unchanged	14	0.4286	0.0714	0.5	0	250402
stripe_6275	lost	7	0	0	1	0	250402
stripe_6276	gained	12	0.4167	0	0.5833	0	250402
stripe_6277	unchanged	5	0	0	1	0	250402
stripe_6279	lost	13	0.4615	0	0.5385	0	250402
stripe_6280	gained	11	0.5455	0	0.4545	0	250402
stripe_6282	lost	10	0.6	0	0.4	0	250402
stripe_6283	gained	9	0.5556	0	0.4444	0	250402
stripe_6285	unchanged	7	0.8571	0	0.1429	0	250402
stripe_6287	unchanged	4	0.75	0	0.25	0	250402
stripe_6289	lost	4	1	0	0	0	250402
stripe_6291	gained	7	0.8571	0	0.1429	0	250402
stripe_6292	unchanged	8	0.75	0	0.25	0	250402
stripe_6288	unchanged	7	0.5714	0	0.2857	0.1429	250402
stripe_6290	lost	5	0.8	0	0.2	0	250402
stripe_6293	gained	10	0	0	0	1	250402
stripe_6294	unchanged	5	0.8	0	0	0.2	250402
stripe_6297	unchanged	6	0.6667	0.1667	0.1667	0	250402
stripe_6295	gained	7	0.4286	0.4286	0.1429	0	250402
stripe_6298	unchanged	5	0.2	0.6	0.2	0	250402
stripe_6296	unchanged	7	0.5714	0.4286	0	0	250402
stripe_6302	unchanged	15	0.4	0.0667	0.0667	0.4667	250402
stripe_6303	unchanged	15	0.3333	0	0.2	0.4667	250402
stripe_6299	lost	10	0.1	0	0.2	0.7	250402
stripe_6300	lost	8	0.125	0	0	0.875	250402
stripe_6305	unchanged	16	0	0.125	0.4375	0.4375	250402
stripe_6301	unchanged	4	0	0.25	0.75	0	250402
stripe_3061	lost	15	0.5333	0.1333	0.3333	0	250402
stripe_6304	lost	15	0.5333	0.2	0.2667	0	250402
stripe_6306	unchanged	9	0.8889	0	0.1111	0	250402
stripe_3064	unchanged	7	0.8571	0	0.1429	0	250402
stripe_6310	gained	4	0.75	0	0.25	0	250402
stripe_6312	unchanged	6	0.8333	0	0.1667	0	250402
stripe_6314	unchanged	12	0.6667	0.25	0.0833	0	250402
stripe_6307	lost	7	1	0	0	0	250402
stripe_6311	lost	4	1	0	0	0	250402
stripe_6308	unchanged	4	1	0	0	0	250402
stripe_6309	gained	4	1	0	0	0	250402
stripe_6313	unchanged	3	1	0	0	0	250402
stripe_6318	lost	13	0	0.2308	0.2308	0.5385	250402
stripe_6315	gained	8	0	0.375	0.375	0.25	250402
stripe_6316	lost	5	0	0.4	0.6	0	250402
stripe_6317	gained	3	0	0.3333	0.6667	0	250402
stripe_6319	lost	5	0.2	0.4	0.4	0	250402
stripe_6322	lost	9	0.7778	0.2222	0	0	250402
stripe_6320	unchanged	6	0.8333	0.1667	0	0	250402
stripe_6321	unchanged	3	0.6667	0.3333	0	0	250402
stripe_6326	unchanged	12	0.8333	0.1667	0	0	250402
stripe_6323	lost	4	1	0	0	0	250402
stripe_6324	unchanged	4	1	0	0	0	250402
stripe_6327	lost	6	1	0	0	0	250402
stripe_6325	unchanged	4	1	0	0	0	250402
stripe_6328	unchanged	4	1	0	0	0	250402
stripe_6330	lost	4	1	0	0	0	250402
stripe_6329	unchanged	5	1	0	0	0	250402
stripe_6333	unchanged	9	1	0	0	0	250402
stripe_6331	lost	11	1	0	0	0	250402
stripe_6332	unchanged	11	0.8182	0.1818	0	0	250402
stripe_6337	lost	18	0.7222	0.1111	0.1667	0	250402
stripe_6334	unchanged	7	0.4286	0.2857	0.2857	0	250402
stripe_6335	unchanged	9	0.8889	0	0.1111	0	250402
